Orthogroup	BCOP.longest_only	DSEC.longest_only
OG0001853	LOC119085625|XP_037051944.1|BCOP, LOC119085682|XP_037052024.1|BCOP	LOC6617056|XP_032577505.1|DSEC
OG0001854	LOC119073386|XP_037034707.1|BCOP	LOC6620366|XP_002044574.1|DSEC
OG0001855	LOC119083430|XP_037049050.1|BCOP	LOC6609493|XP_002034178.1|DSEC
OG0001856	LOC119069649|XP_037029667.1|BCOP	LOC6619738|XP_032581209.1|DSEC
OG0001857	LOC119068857|XP_037028587.1|BCOP	LOC6615133|XP_032580225.1|DSEC
OG0001858	LOC119068402|XP_037027856.1|BCOP	LOC6614891|XP_002039308.1|DSEC
OG0001859	LOC119081671|XP_037046649.1|BCOP	LOC6621332|XP_032582111.1|DSEC, LOC6620715|XP_002044916.1|DSEC
OG0001860	LOC119076117|XP_037038674.1|BCOP	LOC6618285|XP_032574317.1|DSEC
OG0001861	LOC119068190|XP_037027583.1|BCOP	LOC6618493|XP_002042754.1|DSEC, LOC6617091|XP_002041418.1|DSEC
OG0001862	LOC119068469|XP_037027961.1|BCOP	LOC6615182|XP_002039598.1|DSEC
OG0001863	LOC119068016|XP_037027270.1|BCOP	LOC6618450|XP_002042720.1|DSEC
OG0001864	LOC119084883|XP_037050927.1|BCOP	LOC6606356|XP_032577957.1|DSEC
OG0001865	LOC119068623|XP_037028184.1|BCOP	LOC6618008|XP_002042316.1|DSEC
OG0001866	LOC119068120|XP_037027468.1|BCOP	LOC6606574|XP_032578345.1|DSEC
OG0001867	LOC119081267|XP_037045904.1|BCOP	LOC6606100|XP_032574151.1|DSEC
OG0001868	LOC119067265|XP_037026038.1|BCOP, LOC119067123|XP_037025792.1|BCOP, LOC119078561|XP_037042024.1|BCOP	LOC6618260|XP_032574030.1|DSEC
OG0001869	LOC119074368|XP_037036368.1|BCOP, LOC119074367|XP_037036366.1|BCOP, LOC119074366|XP_037036364.1|BCOP	LOC6620083|XP_032578234.1|DSEC
OG0001870	LOC119070614|XP_037030937.1|BCOP	LOC6612338|XP_002036848.1|DSEC
OG0001872	LOC119070096|XP_037030304.1|BCOP	LOC6612865|XP_032578150.1|DSEC
OG0001873	LOC119069539|XP_037029511.1|BCOP	LOC6613782|XP_002038251.1|DSEC
OG0001874	LOC119068632|XP_037028197.1|BCOP	LOC6619635|XP_032578689.1|DSEC
OG0001875	LOC119069327|XP_037029280.1|BCOP	LOC6612920|XP_032579444.1|DSEC
OG0001876	LOC119068436|XP_037027902.1|BCOP	LOC6619970|XP_002044182.2|DSEC
OG0001877	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP	LOC6616180|XP_002040545.1|DSEC
OG0001878	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP	LOC6606536|XP_032576617.1|DSEC
OG0001879	LOC119068334|XP_037027784.1|BCOP	LOC6619641|XP_032578679.1|DSEC
OG0001880	LOC119067915|XP_037027111.1|BCOP	LOC6620510|XP_002044715.1|DSEC
OG0001881	LOC119069356|XP_037029324.1|BCOP	LOC6614343|XP_002038782.1|DSEC
OG0001882	LOC119069099|XP_037028886.1|BCOP	LOC6617140|XP_032578912.1|DSEC
OG0001883	LOC119067716|XP_037026727.1|BCOP	LOC6607530|XP_032578869.1|DSEC
OG0001884	LOC119069433|XP_037029385.1|BCOP	LOC6619207|XP_002043428.1|DSEC
OG0001885	LOC119080560|XP_037044870.1|BCOP	LOC6617699|XP_032569693.1|DSEC
OG0001886	LOC119085717|XP_037052061.1|BCOP	LOC6621249|XP_032578787.1|DSEC, LOC116801727|XP_032578788.1|DSEC, LOC6620890|XP_032577769.1|DSEC
OG0001887	LOC119085543|XP_037051856.1|BCOP	LOC6608581|XP_002033315.1|DSEC
OG0001888	LOC119067103|XP_037025761.1|BCOP	LOC6613917|XP_002038382.1|DSEC
OG0001889	LOC119067521|XP_037026443.1|BCOP	LOC6619758|XP_002043972.1|DSEC
OG0001890	LOC119079313|XP_037043002.1|BCOP, LOC119079311|XP_037043001.1|BCOP	LOC6616301|XP_032573993.1|DSEC
OG0001891	LOC119067582|XP_037026572.1|BCOP	LOC6619273|XP_032576483.1|DSEC
OG0001892	LOC119075316|XP_037037631.1|BCOP	LOC116800942|XP_032573580.1|DSEC
OG0001893	LOC119067846|XP_037026973.1|BCOP	LOC6617156|XP_002041483.1|DSEC
OG0001894	LOC119080082|XP_037044198.1|BCOP	LOC6608067|XP_002032815.1|DSEC
OG0001895	LOC119080999|XP_037045562.1|BCOP	LOC6619488|XP_002043703.2|DSEC
OG0001897	LOC119067082|XP_037025726.1|BCOP	LOC6606984|XP_002031776.1|DSEC
OG0001898	LOC119069834|XP_037029897.1|BCOP	LOC6620489|XP_032580023.1|DSEC, LOC116802306|XP_032582298.1|DSEC
OG0001899	LOC119069346|XP_037029311.1|BCOP	LOC6613719|XP_032576625.1|DSEC
OG0001900	LOC119084482|XP_037050365.1|BCOP, LOC119084090|XP_037049822.1|BCOP	LOC6619375|XP_002043591.1|DSEC
OG0001901	LOC119068227|XP_037027630.1|BCOP	LOC6611414|XP_032578802.1|DSEC
OG0001902	LOC119069170|XP_037028975.1|BCOP	LOC116800951|XP_032573702.1|DSEC
OG0001903	LOC119066507|XP_037024912.1|BCOP	LOC6613813|XP_032577168.1|DSEC
OG0001904	LOC119080209|XP_037044342.1|BCOP, LOC119067074|XP_037025701.1|BCOP, LOC119074193|XP_037036081.1|BCOP	LOC6618732|XP_002042990.1|DSEC
OG0001905	LOC119080106|XP_037044231.1|BCOP, LOC119069818|XP_037029875.1|BCOP	LOC6617651|XP_002041964.1|DSEC
OG0001906	LOC119067171|XP_037025879.1|BCOP, LOC119080675|XP_037045001.1|BCOP	LOC6620078|XP_032576111.1|DSEC
OG0001907	LOC119068764|XP_037028398.1|BCOP	LOC6617908|XP_002042215.2|DSEC
OG0001908	LOC119085477|XP_037051790.1|BCOP	LOC6618704|XP_032578769.1|DSEC
OG0001909	LOC119069055|XP_037028823.1|BCOP	LOC6619847|XP_002044060.1|DSEC
OG0001910	LOC119068662|XP_037028238.1|BCOP	LOC6607004|XP_002031793.1|DSEC
OG0001911	LOC119067469|XP_037026355.1|BCOP	LOC6616864|XP_032579488.1|DSEC
OG0001912	LOC119085811|XP_037052189.1|BCOP	LOC6609257|XP_002033947.1|DSEC
OG0001914	LOC119067414|XP_037026262.1|BCOP	LOC6607710|XP_032577279.1|DSEC
OG0001915	LOC119084835|XP_037050815.1|BCOP	LOC6610457|XP_032574784.1|DSEC
OG0001916	LOC119081737|XP_037046800.1|BCOP	LOC116800457|XP_032571449.1|DSEC
OG0001917	LOC119073456|XP_037034846.1|BCOP	LOC6604768|XP_032573423.1|DSEC
OG0001918	LOC119084932|XP_037050966.1|BCOP	LOC6610770|XP_002035336.2|DSEC
OG0001919	LOC119074137|XP_037036018.1|BCOP	LOC6609296|XP_002033986.1|DSEC
OG0001920	LOC119080390|XP_037044600.1|BCOP, LOC119081340|XP_037046034.1|BCOP	LOC6610170|XP_002034778.2|DSEC
OG0001921	LOC119075484|XP_037037831.1|BCOP	LOC6609009|XP_002033714.1|DSEC
OG0001922	LOC119073165|XP_037034362.1|BCOP, LOC119073166|XP_037034364.1|BCOP	LOC6615618|XP_032571754.1|DSEC
OG0001924	LOC119082349|XP_037047762.1|BCOP	LOC6620766|XP_002044966.1|DSEC
OG0001925	LOC119080967|XP_037045501.1|BCOP, LOC119085592|XP_037051909.1|BCOP	LOC6610857|XP_002035423.1|DSEC
OG0001926	LOC119075663|XP_037038070.1|BCOP	LOC6604869|XP_032574430.1|DSEC
OG0001927	LOC119084335|XP_037050159.1|BCOP	LOC6608845|XP_032570705.1|DSEC
OG0001928	LOC119084906|XP_037050956.1|BCOP	LOC6605168|XP_032573801.1|DSEC
OG0001929	LOC119080713|XP_037045072.1|BCOP	LOC6605161|XP_032575415.1|DSEC
OG0001930	LOC119079460|XP_037043282.1|BCOP	LOC6609813|XP_032570710.1|DSEC
OG0001931	LOC119080261|XP_037044404.1|BCOP	LOC6605222|XP_032574107.1|DSEC
OG0001932	LOC119081873|XP_037047006.1|BCOP	LOC6605221|XP_002030059.1|DSEC
OG0001933	LOC119073719|XP_037035237.1|BCOP	LOC6609617|XP_002034294.1|DSEC
OG0001934	LOC119077487|XP_037040595.1|BCOP	LOC6605156|XP_032574695.1|DSEC
OG0001935	LOC119080985|XP_037045525.1|BCOP	LOC6605895|XP_002030708.2|DSEC
OG0001937	LOC119073518|XP_037034942.1|BCOP	LOC6609262|XP_032570091.1|DSEC
OG0001938	LOC119070232|XP_037030398.1|BCOP, LOC119075124|XP_037037405.1|BCOP	LOC6608631|XP_002033365.1|DSEC
OG0001939	LOC119073670|XP_037035170.1|BCOP	LOC6615276|XP_002039680.2|DSEC
OG0001940	LOC119079400|XP_037043178.1|BCOP	LOC6608052|XP_032571530.1|DSEC
OG0001941	LOC119084724|XP_037050696.1|BCOP	LOC6610173|XP_032574149.1|DSEC
OG0001943	LOC119080982|XP_037045522.1|BCOP	LOC6605897|XP_002030710.1|DSEC
OG0001944	LOC119080072|XP_037044186.1|BCOP	LOC6610139|XP_032575088.1|DSEC
OG0001945	LOC119073449|XP_037034837.1|BCOP	LOC6608070|XP_032570806.1|DSEC
OG0001946	LOC119082790|XP_037048279.1|BCOP, LOC119075499|XP_037037860.1|BCOP	LOC6608015|XP_002032763.1|DSEC
OG0001947	LOC119079362|XP_037043105.1|BCOP	LOC6609686|XP_002034344.1|DSEC
OG0001948	LOC119080503|XP_037044798.1|BCOP	LOC6614854|XP_002039272.1|DSEC
OG0001949	LOC119077322|XP_037040397.1|BCOP	LOC6616414|XP_032574200.1|DSEC
OG0001950	LOC119073232|XP_037034439.1|BCOP	LOC6620775|XP_002044973.2|DSEC, LOC6620690|XP_032582929.1|DSEC, LOC6620843|XP_032578439.1|DSEC
OG0001951	LOC119081713|XP_037046718.1|BCOP	LOC6615590|XP_032572066.1|DSEC
OG0001952	LOC119074053|XP_037035898.1|BCOP	LOC6620605|XP_002044804.2|DSEC
OG0001953	LOC119079610|XP_037043499.1|BCOP	LOC6615507|XP_002039886.1|DSEC
OG0001954	LOC119079366|XP_037043115.1|BCOP	LOC6608471|XP_002033205.1|DSEC
OG0001955	LOC119079390|XP_037043171.1|BCOP	LOC6608524|XP_002033258.1|DSEC
OG0001956	LOC119080715|XP_037045092.1|BCOP	LOC6604798|XP_002029649.1|DSEC
OG0001957	LOC119079960|XP_037043967.1|BCOP	LOC6615347|XP_002039745.1|DSEC
OG0001958	LOC119081650|XP_037046627.1|BCOP	LOC6621890|XP_032571228.1|DSEC
OG0001959	LOC119072456|XP_037033575.1|BCOP	LOC6616286|XP_032573978.1|DSEC
OG0001960	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP	LOC6610336|XP_002034922.1|DSEC
OG0001961	LOC119079675|XP_037043622.1|BCOP	LOC6618889|XP_002043137.1|DSEC
OG0001962	LOC119079441|XP_037043249.1|BCOP	LOC6608066|XP_002032814.1|DSEC
OG0001963	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP	LOC6606010|XP_002030821.1|DSEC
OG0001964	LOC119073177|XP_037034382.1|BCOP	LOC6611139|XP_032575861.1|DSEC
OG0001965	LOC119083324|XP_037048904.1|BCOP, LOC119083366|XP_037048978.1|BCOP	LOC6611024|XP_032574535.1|DSEC
OG0001966	LOC119067255|XP_037026026.1|BCOP	LOC6616740|XP_002041077.1|DSEC
OG0001967	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP	LOC6615329|XP_032570669.1|DSEC
OG0001968	LOC119080491|XP_037044779.1|BCOP	LOC6605179|XP_032575029.1|DSEC
OG0001969	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP	LOC6608013|XP_002032761.1|DSEC
OG0001970	LOC119080020|XP_037044093.1|BCOP	LOC6615596|XP_002039970.1|DSEC
OG0001971	LOC119085338|XP_037051616.1|BCOP	LOC6610025|XP_032572334.1|DSEC
OG0001972	LOC119071816|XP_037032780.1|BCOP	LOC6620410|XP_002044618.1|DSEC
OG0001973	LOC119079603|XP_037043489.1|BCOP	LOC6615720|XP_032571356.1|DSEC
OG0001974	LOC119081078|XP_037045716.1|BCOP	LOC6608336|XP_002033073.1|DSEC
OG0001975	LOC119076310|XP_037038872.1|BCOP, LOC119078786|XP_037042397.1|BCOP	LOC6610467|XP_002035048.1|DSEC
OG0001976	LOC119084443|XP_037050319.1|BCOP	LOC6608768|XP_002033491.1|DSEC
OG0001978	LOC119066330|XP_037024625.1|BCOP	LOC6614521|XP_002038952.1|DSEC
OG0001979	LOC119070930|XP_037031369.1|BCOP	LOC6611580|XP_002036118.1|DSEC
OG0001980	LOC119078499|XP_037041948.1|BCOP	LOC6617195|XP_002041522.1|DSEC
OG0001982	LOC119081937|XP_037047088.1|BCOP	LOC116802283|XP_032582115.1|DSEC
OG0001983	LOC119080917|XP_037045428.1|BCOP, LOC119080401|XP_037044625.1|BCOP, LOC119068171|XP_037027550.1|BCOP, LOC119068854|XP_037028575.1|BCOP	LOC116800896|XP_032573221.1|DSEC
OG0001984	LOC119078695|XP_037042252.1|BCOP	LOC6613584|XP_002038052.1|DSEC
OG0001985	LOC119078457|XP_037041886.1|BCOP	LOC6611837|XP_032572582.1|DSEC
OG0001986	LOC119072804|XP_037033996.1|BCOP	LOC6611435|XP_002035979.1|DSEC
OG0001987	LOC119073791|XP_037035415.1|BCOP, LOC119068065|XP_037027361.1|BCOP	LOC6615884|XP_032582552.1|DSEC
OG0001988	LOC119074080|XP_037035925.1|BCOP	LOC6609593|XP_002034270.2|DSEC
OG0001989	LOC119076077|XP_037038621.1|BCOP	LOC6617294|XP_002041621.1|DSEC
OG0001990	LOC119066370|XP_037024689.1|BCOP	LOC6612007|XP_032569928.1|DSEC
OG0001991	LOC119076320|XP_037038884.1|BCOP	LOC116800539|XP_032571942.1|DSEC
OG0001992	LOC119075686|XP_037038099.1|BCOP	LOC6617723|XP_032580001.1|DSEC
OG0001993	LOC119071486|XP_037032232.1|BCOP	LOC6613632|XP_002038102.1|DSEC
OG0001994	LOC119076301|XP_037038860.1|BCOP, LOC119076299|XP_037038858.1|BCOP, LOC119066634|XP_037025093.1|BCOP, LOC119066632|XP_037025090.1|BCOP	LOC6619253|XP_032578087.1|DSEC
OG0001995	LOC119085141|XP_037051313.1|BCOP	LOC6614694|XP_002039121.1|DSEC
OG0001996	LOC119076361|XP_037038960.1|BCOP	LOC6613473|XP_032580834.1|DSEC
OG0001997	LOC119073369|XP_037034684.1|BCOP	LOC6618873|XP_002043121.1|DSEC
OG0001998	LOC119073380|XP_037034699.1|BCOP	LOC6618875|XP_032572015.1|DSEC
OG0001999	LOC119083775|XP_037049456.1|BCOP	LOC6608474|XP_032571095.1|DSEC
OG0002000	LOC119066480|XP_037024884.1|BCOP, LOC119085551|XP_037051865.1|BCOP, LOC119076607|XP_037039358.1|BCOP, LOC119084359|XP_037050201.1|BCOP, LOC119068360|XP_037027824.1|BCOP	LOC6611661|XP_002036196.1|DSEC
OG0002001	LOC119085307|XP_037051552.1|BCOP	LOC6614529|XP_032582569.1|DSEC
OG0002002	LOC119081466|XP_037046350.1|BCOP	LOC6608843|XP_002033557.1|DSEC
OG0002003	LOC119076345|XP_037038935.1|BCOP	LOC6611758|XP_032583215.1|DSEC
OG0002004	LOC119082567|XP_037047988.1|BCOP	LOC6614492|XP_032583308.1|DSEC
OG0002005	LOC119066968|XP_037025594.1|BCOP	LOC6613671|XP_002038141.2|DSEC
OG0002006	LOC119069445|XP_037029394.1|BCOP, LOC119076358|XP_037038950.1|BCOP, LOC119069460|XP_037029406.1|BCOP	LOC6611538|XP_032570177.1|DSEC
OG0002007	LOC119075381|XP_037037717.1|BCOP, LOC119085517|XP_037051827.1|BCOP, LOC119085233|XP_037051442.1|BCOP	LOC6611668|XP_032583375.1|DSEC
OG0002008	LOC119067811|XP_037026857.1|BCOP, LOC119085004|XP_037051078.1|BCOP	LOC6619494|XP_032579699.1|DSEC
OG0002009	LOC119076740|XP_037039568.1|BCOP	LOC6615613|XP_002039987.1|DSEC
OG0002010	LOC119072338|XP_037033424.1|BCOP	LOC6611760|XP_002036283.2|DSEC
OG0002011	LOC119076348|XP_037038940.1|BCOP	LOC6614778|XP_002039197.1|DSEC
OG0002012	LOC119081891|XP_037047014.1|BCOP, LOC119076292|XP_037038850.1|BCOP	LOC6613460|XP_002037932.2|DSEC
OG0002013	LOC119072256|XP_037033334.1|BCOP	LOC6614646|XP_032581082.1|DSEC
OG0002014	LOC119068127|XP_037027481.1|BCOP	LOC6615297|XP_002039701.1|DSEC
OG0002015	LOC119077146|XP_037040226.1|BCOP	LOC6611569|XP_002036107.1|DSEC
OG0002016	LOC119081426|XP_037046240.1|BCOP	LOC6608265|XP_032571819.1|DSEC
OG0002017	LOC119085893|XP_037052325.1|BCOP, LOC119078115|XP_037041463.1|BCOP	LOC6612066|XP_032569857.1|DSEC
OG0002018	LOC119075634|XP_037038010.1|BCOP	LOC6613633|XP_002038103.1|DSEC
OG0002019	LOC119079090|XP_037042801.1|BCOP	LOC6617734|XP_002042046.1|DSEC
OG0002020	LOC119085889|XP_037052320.1|BCOP	LOC6614686|XP_002039113.1|DSEC
OG0002021	LOC119074077|XP_037035919.1|BCOP, LOC119074075|XP_037035913.1|BCOP, LOC119074074|XP_037035912.1|BCOP	LOC6615328|XP_032570665.1|DSEC
OG0002022	LOC119070933|XP_037031376.1|BCOP	LOC6618236|XP_002042511.2|DSEC
OG0002023	LOC119082763|XP_037048245.1|BCOP, LOC119070653|XP_037030979.1|BCOP	LOC6606582|XP_002031383.1|DSEC
OG0002024	LOC119066321|XP_037024605.1|BCOP	LOC6611957|XP_032577287.1|DSEC
OG0002025	LOC119085816|XP_037052200.1|BCOP	LOC6612153|XP_002036670.2|DSEC
OG0002026	LOC119070840|XP_037031248.1|BCOP	LOC6616535|XP_002040894.1|DSEC
OG0002027	LOC119082838|XP_037048389.1|BCOP	LOC6615533|XP_032570821.1|DSEC
OG0002028	LOC119082846|XP_037048407.1|BCOP	LOC6615782|XP_032570291.1|DSEC
OG0002029	LOC119067718|XP_037026730.1|BCOP, LOC119077752|XP_037040959.1|BCOP, LOC119073642|XP_037035134.1|BCOP	LOC6610899|XP_002035462.1|DSEC
OG0002030	LOC119073674|XP_037035175.1|BCOP, LOC119084288|XP_037050109.1|BCOP	LOC6618843|XP_002043092.1|DSEC
OG0002031	LOC119066123|XP_037024303.1|BCOP	LOC6609070|XP_032570439.1|DSEC
OG0002032	LOC119081115|XP_037045753.1|BCOP, LOC119074600|XP_037036746.1|BCOP	LOC6620042|XP_002044254.1|DSEC
OG0002033	LOC119076024|XP_037038523.1|BCOP, LOC119071625|XP_037032474.1|BCOP, LOC119076028|XP_037038541.1|BCOP, LOC119076027|XP_037038540.1|BCOP	LOC6617600|XP_032581187.1|DSEC
OG0002034	LOC119074965|XP_037037248.1|BCOP	LOC6615963|XP_032580793.1|DSEC
OG0002035	LOC119076751|XP_037039593.1|BCOP	LOC6607239|XP_002032020.1|DSEC
OG0002036	LOC119076673|XP_037039463.1|BCOP	LOC6607016|XP_002031805.2|DSEC
OG0002037	LOC119074391|XP_037036405.1|BCOP	LOC6610754|XP_002035320.1|DSEC
OG0002038	LOC119082225|XP_037047573.1|BCOP	LOC6620400|XP_002044608.1|DSEC
OG0002039	LOC119069135|XP_037028936.1|BCOP	LOC116801081|XP_032574534.1|DSEC, LOC116801248|XP_032575399.1|DSEC, LOC116801200|XP_032575208.1|DSEC
OG0002040	LOC119076843|XP_037039742.1|BCOP	LOC6620477|XP_032574576.1|DSEC, LOC6620693|XP_032573722.1|DSEC, LOC6621301|XP_032573745.1|DSEC
OG0002041	LOC119071703|XP_037032588.1|BCOP	LOC6608212|XP_032570312.1|DSEC
OG0002042	LOC119071706|XP_037032598.1|BCOP	LOC6614227|XP_002038672.1|DSEC
OG0002043	LOC119084128|XP_037049872.1|BCOP, LOC119073545|XP_037034992.1|BCOP	LOC6614016|XP_032577557.1|DSEC
OG0002044	LOC119074435|XP_037036458.1|BCOP	LOC6607467|XP_032579592.1|DSEC
OG0002045	LOC119076462|XP_037039124.1|BCOP	LOC6607246|XP_032576658.1|DSEC
OG0002046	LOC119074348|XP_037036338.1|BCOP	LOC6620104|XP_002044316.1|DSEC
OG0002047	LOC119084246|XP_037050039.1|BCOP	LOC6614998|XP_032580835.1|DSEC
OG0002048	LOC119076119|XP_037038682.1|BCOP	LOC6606699|XP_002031499.1|DSEC
OG0002049	LOC119066552|XP_037024990.1|BCOP	LOC6606821|XP_002031618.1|DSEC
OG0002050	LOC119074831|XP_037037016.1|BCOP	LOC6606209|XP_032579125.1|DSEC
OG0002051	LOC119074387|XP_037036401.1|BCOP	LOC116800439|XP_032571278.1|DSEC
OG0002053	LOC119067125|XP_037025799.1|BCOP	LOC6607207|XP_002031991.2|DSEC
OG0002054	LOC119076474|XP_037039146.1|BCOP	LOC6614000|XP_002038454.1|DSEC
OG0002055	LOC119078030|XP_037041338.1|BCOP	LOC6606747|XP_002031544.1|DSEC
OG0002056	LOC119072096|XP_037033145.1|BCOP	LOC6605456|XP_002030289.1|DSEC
OG0002057	LOC119083151|XP_037048692.1|BCOP	LOC6612014|XP_002036531.1|DSEC
OG0002058	LOC119083154|XP_037048696.1|BCOP	LOC6610146|XP_002034755.1|DSEC
OG0002059	LOC119071955|XP_037032980.1|BCOP	LOC6616925|XP_002041256.1|DSEC
OG0002060	LOC119072723|XP_037033893.1|BCOP	LOC6609194|XP_002033885.2|DSEC
OG0002061	LOC119075375|XP_037037700.1|BCOP	LOC6613014|XP_032570963.1|DSEC
OG0002062	LOC119076630|XP_037039430.1|BCOP, LOC119078348|XP_037041745.1|BCOP	LOC6615231|XP_032582644.1|DSEC
OG0002063	LOC119074412|XP_037036437.1|BCOP	LOC6612252|XP_002036764.2|DSEC
OG0002064	LOC119084475|XP_037050355.1|BCOP	LOC6610722|XP_002035288.1|DSEC
OG0002065	LOC119084520|XP_037050428.1|BCOP, LOC119083954|XP_037049658.1|BCOP, LOC119083333|XP_037048917.1|BCOP, LOC119083956|XP_037049659.1|BCOP	LOC6610514|XP_032575380.1|DSEC
OG0002066	LOC119074548|XP_037036613.1|BCOP	LOC6606165|XP_032578401.1|DSEC
OG0002067	LOC119074674|XP_037036852.1|BCOP	LOC6615781|XP_002040151.1|DSEC
OG0002068	LOC119074954|XP_037037238.1|BCOP	LOC6609822|XP_002034476.2|DSEC
OG0002069	LOC119074755|XP_037036916.1|BCOP	LOC116800432|XP_032571253.1|DSEC
OG0002070	LOC119068727|XP_037028316.1|BCOP	LOC6606899|XP_002031693.1|DSEC
OG0002071	LOC119071555|XP_037032373.1|BCOP	LOC6607840|XP_002032597.1|DSEC
OG0002072	LOC119080154|XP_037044269.1|BCOP	LOC116800349|XP_032570554.1|DSEC
OG0002073	LOC119078320|XP_037041719.1|BCOP	LOC6605734|XP_032574325.1|DSEC
OG0002074	LOC119074748|XP_037036906.1|BCOP	LOC6609252|XP_002033942.1|DSEC
OG0002075	LOC119078225|XP_037041580.1|BCOP	LOC116802264|XP_032582059.1|DSEC
OG0002076	LOC119070671|XP_037030998.1|BCOP	LOC6615625|XP_032572529.1|DSEC
OG0002077	LOC119072345|XP_037033428.1|BCOP	LOC6610273|XP_032575938.1|DSEC
OG0002078	LOC119070722|XP_037031070.1|BCOP	LOC6609062|XP_002033765.2|DSEC
OG0002079	LOC119071814|XP_037032777.1|BCOP	LOC6616248|XP_002040612.1|DSEC
OG0002080	LOC119070971|XP_037031441.1|BCOP	LOC6609551|XP_002034234.2|DSEC
OG0002081	LOC119079101|XP_037042814.1|BCOP	LOC6613045|XP_002037528.1|DSEC
OG0002082	LOC119076952|XP_037039900.1|BCOP	LOC6609488|XP_032572812.1|DSEC
OG0002083	LOC119075772|XP_037038214.1|BCOP, LOC119075781|XP_037038236.1|BCOP	LOC6616148|XP_032582168.1|DSEC
OG0002084	LOC119071316|XP_037032094.1|BCOP	LOC6615693|XP_002040064.1|DSEC
OG0002085	LOC119082803|XP_037048343.1|BCOP	LOC6615519|XP_002039898.1|DSEC
OG0002086	LOC119071097|XP_037031637.1|BCOP	LOC6615411|XP_032571811.1|DSEC
OG0002087	LOC119066517|XP_037024925.1|BCOP	LOC6619416|XP_032575643.1|DSEC
OG0002088	LOC119071860|XP_037032817.1|BCOP	LOC6616326|XP_032575826.1|DSEC
OG0002089	LOC119071904|XP_037032912.1|BCOP	LOC6608226|XP_002032970.1|DSEC
OG0002090	LOC119066947|XP_037025561.1|BCOP	LOC6605535|XP_002030363.1|DSEC
OG0002091	LOC119074240|XP_037036157.1|BCOP	LOC116800502|XP_032571760.1|DSEC
OG0002092	LOC119072408|XP_037033520.1|BCOP, LOC119069249|XP_037029196.1|BCOP, LOC119071245|XP_037031977.1|BCOP	LOC6605959|XP_032573825.1|DSEC
OG0002093	LOC119066901|XP_037025485.1|BCOP	LOC6615484|XP_032572612.1|DSEC
OG0002094	LOC119083173|XP_037048728.1|BCOP	LOC6615793|XP_002040163.1|DSEC
OG0002095	LOC119074654|XP_037036828.1|BCOP	LOC6611778|XP_002036301.1|DSEC, LOC6615027|XP_002039444.1|DSEC
OG0002096	LOC119071682|XP_037032558.1|BCOP	LOC6609154|XP_032570527.1|DSEC
OG0002097	LOC119072630|XP_037033769.1|BCOP	LOC6608379|XP_002033115.2|DSEC
OG0002098	LOC119066099|XP_037024266.1|BCOP	LOC6616480|XP_032575949.1|DSEC
OG0002099	LOC119078295|XP_037041685.1|BCOP, LOC119078343|XP_037041741.1|BCOP	LOC6607273|XP_002032052.1|DSEC
OG0002100	LOC119071084|XP_037031618.1|BCOP	LOC6605780|XP_002030595.1|DSEC
OG0002101	LOC119066386|XP_037024713.1|BCOP	LOC6608169|XP_032572796.1|DSEC
OG0002102	LOC119071138|XP_037031727.1|BCOP	LOC6610060|XP_032572505.1|DSEC
OG0002103	LOC119085732|XP_037052097.1|BCOP	LOC6607280|XP_002032059.2|DSEC
OG0002105	LOC119069623|XP_037029617.1|BCOP, LOC119083924|XP_037049633.1|BCOP, LOC119082950|XP_037048494.1|BCOP, LOC119078121|XP_037041469.1|BCOP	LOC6617341|XP_002041666.2|DSEC
OG0002106	LOC119069921|XP_037030037.1|BCOP, LOC119066113|XP_037024289.1|BCOP, LOC119066695|XP_037025187.1|BCOP, LOC119084692|XP_037050667.1|BCOP, LOC119076372|XP_037038977.1|BCOP, LOC119071196|XP_037031877.1|BCOP	LOC6607267|XP_002032046.1|DSEC
OG0002107	LOC119077008|XP_037040013.1|BCOP	LOC6612056|XP_002036573.1|DSEC
OG0002117	LOC119079205|XP_037042886.1|BCOP, LOC119067803|XP_037026848.1|BCOP	LOC6609947|XP_002034593.1|DSEC
OG0002118	LOC119075266|XP_037037558.1|BCOP, LOC119069940|XP_037030060.1|BCOP	LOC6612993|XP_032574744.1|DSEC
OG0002119	LOC119070028|XP_037030208.1|BCOP	LOC6619632|XP_032578678.1|DSEC
OG0002120	LOC119085060|XP_037051186.1|BCOP	LOC6620111|XP_032579756.1|DSEC
OG0002121	LOC119073069|XP_037034268.1|BCOP, LOC119082165|XP_037047474.1|BCOP, LOC119083340|XP_037048932.1|BCOP	LOC6612679|XP_032579272.1|DSEC
OG0002123	LOC119083896|XP_037049601.1|BCOP	LOC6611577|XP_032582853.1|DSEC
OG0002124	LOC119069671|XP_037029684.1|BCOP	LOC6614860|XP_032581802.1|DSEC
OG0002125	LOC119079473|XP_037043301.1|BCOP	LOC6609237|XP_032570971.1|DSEC
