Orthogroup	BCOP.longest_only	DGUA.longest_only
OG0001774	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP	LOC117586571|XP_034132627.1|DGUA
OG0001776	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP	LOC117584191|XP_034128849.1|DGUA
OG0001777	LOC119078707|XP_037042271.1|BCOP	LOC117584341|XP_034129064.1|DGUA
OG0001778	LOC119079060|XP_037042761.1|BCOP	LOC117584668|XP_034129587.1|DGUA
OG0001779	LOC119075648|XP_037038030.1|BCOP	LOC117587522|XP_034134213.1|DGUA
OG0001780	LOC119081661|XP_037046639.1|BCOP	LOC117578755|XP_034120332.1|DGUA
OG0001781	LOC119085957|XP_037052409.1|BCOP	LOC117587628|XP_034134380.1|DGUA
OG0001782	LOC119072880|XP_037034088.1|BCOP	LOC117587616|XP_034134363.1|DGUA
OG0001783	LOC119076346|XP_037038936.1|BCOP	LOC117583901|XP_034128465.1|DGUA
OG0001784	LOC119082062|XP_037047291.1|BCOP	LOC117582399|XP_034125977.1|DGUA
OG0001785	LOC119081413|XP_037046205.1|BCOP, LOC119083653|XP_037049324.1|BCOP	LOC117592045|XP_034141420.1|DGUA
OG0001786	LOC119085436|XP_037051749.1|BCOP	LOC117584718|XP_034129659.1|DGUA
OG0001787	LOC119066153|XP_037024350.1|BCOP	LOC117581850|XP_034125198.1|DGUA
OG0001788	LOC119084388|XP_037050251.1|BCOP	LOC117578701|XP_034120238.1|DGUA
OG0001789	LOC119079846|XP_037043808.1|BCOP	LOC117591871|XP_034141140.1|DGUA
OG0001790	LOC119076539|XP_037039228.1|BCOP, LOC119082236|XP_037047594.1|BCOP	LOC117584121|XP_034128763.1|DGUA
OG0001791	LOC119081629|XP_037046575.1|BCOP	LOC117592252|XP_034141780.1|DGUA
OG0001792	LOC119078851|XP_037042455.1|BCOP	LOC117581878|XP_034125235.1|DGUA
OG0001793	LOC119073435|XP_037034811.1|BCOP	LOC117591608|XP_034140843.1|DGUA
OG0001794	LOC119066773|XP_037025321.1|BCOP	LOC117584666|XP_034129585.1|DGUA
OG0001795	LOC119072041|XP_037033055.1|BCOP	LOC117582435|XP_034126029.1|DGUA
OG0001796	LOC119069660|XP_037029673.1|BCOP	LOC117580910|XP_034123563.1|DGUA
OG0001797	LOC119081026|XP_037045607.1|BCOP	LOC117590685|XP_034139476.1|DGUA
OG0001799	LOC119084672|XP_037050644.1|BCOP	LOC117580867|XP_034123507.1|DGUA
OG0001800	LOC119074840|XP_037037041.1|BCOP, LOC119078739|XP_037042328.1|BCOP	LOC117584018|XP_034128640.1|DGUA
OG0001801	LOC119070239|XP_037030404.1|BCOP, LOC119083377|XP_037048986.1|BCOP, LOC119075132|XP_037037412.1|BCOP	LOC117589356|XP_034137133.1|DGUA
OG0001802	LOC119077578|XP_037040683.1|BCOP	LOC117586519|XP_034132542.1|DGUA
OG0001803	LOC119074668|XP_037036845.1|BCOP	LOC117586130|XP_034131886.1|DGUA, LOC117586117|XP_034131869.1|DGUA
OG0001804	LOC119074411|XP_037036433.1|BCOP	LOC117586655|XP_034132785.1|DGUA
OG0001805	LOC119083334|XP_037048955.1|BCOP, LOC119076508|XP_037039185.1|BCOP, LOC119083881|XP_037049590.1|BCOP	LOC117589210|XP_034136846.1|DGUA
OG0001806	LOC119077764|XP_037040969.1|BCOP	LOC117585775|XP_034131351.1|DGUA
OG0001807	LOC119074311|XP_037036254.1|BCOP	LOC117586313|XP_034132188.1|DGUA
OG0001808	LOC119067233|XP_037025988.1|BCOP	LOC117590190|XP_034138504.1|DGUA
OG0001809	LOC119084084|XP_037049815.1|BCOP	LOC117585899|XP_034131546.1|DGUA
OG0001810	LOC119075999|XP_037038466.1|BCOP	LOC117583417|XP_034127599.1|DGUA
OG0001811	LOC119083150|XP_037048690.1|BCOP	LOC117583446|XP_034127640.1|DGUA
OG0001812	LOC119076651|XP_037039429.1|BCOP	LOC117591520|XP_034140706.1|DGUA
OG0001813	LOC119076005|XP_037038475.1|BCOP	LOC117586131|XP_034131907.1|DGUA
OG0001814	LOC119072241|XP_037033312.1|BCOP, LOC119067977|XP_037027223.1|BCOP, LOC119067968|XP_037027201.1|BCOP	LOC117586612|XP_034132693.1|DGUA
OG0001815	LOC119074471|XP_037036508.1|BCOP	LOC117585442|XP_034130808.1|DGUA
OG0001816	LOC119078718|XP_037042286.1|BCOP	LOC117591865|XP_034141124.1|DGUA
OG0001817	LOC119074379|XP_037036385.1|BCOP	LOC117578767|XP_034120363.1|DGUA
OG0001818	LOC119074284|XP_037036198.1|BCOP	LOC117591287|XP_034140377.1|DGUA, LOC117591192|XP_034140221.1|DGUA
OG0001819	LOC119070039|XP_037030218.1|BCOP	LOC117591831|XP_034141063.1|DGUA
OG0001820	LOC119078953|XP_037042596.1|BCOP	LOC117582574|XP_034126311.1|DGUA
OG0001821	LOC119083186|XP_037048743.1|BCOP	LOC117590876|XP_034139792.1|DGUA
OG0001822	LOC119070878|XP_037031291.1|BCOP, LOC119082020|XP_037047233.1|BCOP	LOC117591918|XP_034141201.1|DGUA
OG0001823	LOC119072464|XP_037033583.1|BCOP	LOC117579499|XP_034121292.1|DGUA
OG0001824	LOC119077697|XP_037040864.1|BCOP, LOC119077718|XP_037040895.1|BCOP, LOC119077696|XP_037040863.1|BCOP	LOC117582112|XP_034125575.1|DGUA
OG0001825	LOC119072845|XP_037034052.1|BCOP	LOC117592453|XP_034142108.1|DGUA
OG0001826	LOC119071288|XP_037032053.1|BCOP	LOC117591286|XP_034140409.1|DGUA
OG0001827	LOC119072658|XP_037033808.1|BCOP, LOC119068437|XP_037027904.1|BCOP	LOC117591944|XP_034141248.1|DGUA
OG0001828	LOC119071869|XP_037032826.1|BCOP	LOC117581504|XP_034124663.1|DGUA, LOC117584839|XP_034129867.1|DGUA
OG0001829	LOC119072596|XP_037033746.1|BCOP	LOC117578857|XP_034120538.1|DGUA
OG0001830	LOC119082400|XP_037047826.1|BCOP, LOC119070530|XP_037030799.1|BCOP	LOC117592655|XP_034142490.1|DGUA
OG0001831	LOC119084778|XP_037050735.1|BCOP	LOC117579876|XP_034121887.1|DGUA
OG0001832	LOC119084082|XP_037049813.1|BCOP	LOC117588400|XP_034135546.1|DGUA
OG0001833	LOC119076942|XP_037039888.1|BCOP	LOC117580809|XP_034123455.1|DGUA
OG0001834	LOC119069690|XP_037029711.1|BCOP, LOC119067248|XP_037026012.1|BCOP	LOC117589909|XP_034138073.1|DGUA
OG0001838	LOC119075784|XP_037038244.1|BCOP	LOC117591848|XP_034141105.1|DGUA
OG0001848	LOC119068234|XP_037027645.1|BCOP	LOC117585213|XP_034130487.1|DGUA
OG0001849	LOC119067444|XP_037026319.1|BCOP	LOC117585734|XP_034131270.1|DGUA
OG0001850	LOC119085077|XP_037051212.1|BCOP, LOC119083087|XP_037048601.1|BCOP	LOC117590611|XP_034139292.1|DGUA
OG0001851	LOC119085003|XP_037051069.1|BCOP	LOC117590618|XP_034139302.1|DGUA
OG0001852	LOC119071421|XP_037032192.1|BCOP	LOC117586830|XP_034133002.1|DGUA
OG0001853	LOC119085625|XP_037051944.1|BCOP, LOC119085682|XP_037052024.1|BCOP	LOC117583486|XP_034127688.1|DGUA
OG0001854	LOC119073386|XP_037034707.1|BCOP	LOC117580708|XP_034123254.1|DGUA
OG0001855	LOC119083430|XP_037049050.1|BCOP	LOC117592232|XP_034141757.1|DGUA
OG0001856	LOC119069649|XP_037029667.1|BCOP	LOC117584269|XP_034128972.1|DGUA, LOC117590206|XP_034138549.1|DGUA
OG0001857	LOC119068857|XP_037028587.1|BCOP	LOC117588282|XP_034135347.1|DGUA
OG0001858	LOC119068402|XP_037027856.1|BCOP	LOC117581181|XP_034124016.1|DGUA
OG0001859	LOC119081671|XP_037046649.1|BCOP	LOC117581658|XP_034124929.1|DGUA
OG0001860	LOC119076117|XP_037038674.1|BCOP	LOC117579914|XP_034121943.1|DGUA
OG0001861	LOC119068190|XP_037027583.1|BCOP	LOC117583559|XP_034127817.1|DGUA
OG0001862	LOC119068469|XP_037027961.1|BCOP	LOC117581282|XP_034124194.1|DGUA
OG0001863	LOC119068016|XP_037027270.1|BCOP	LOC117581556|XP_034124779.1|DGUA
OG0001864	LOC119084883|XP_037050927.1|BCOP	LOC117589479|XP_034137328.1|DGUA
OG0001865	LOC119068623|XP_037028184.1|BCOP	LOC117580836|XP_034123466.1|DGUA
OG0001866	LOC119068120|XP_037027468.1|BCOP	LOC117589756|XP_034137828.1|DGUA
OG0001867	LOC119081267|XP_037045904.1|BCOP	LOC117588883|XP_034136300.1|DGUA
OG0001868	LOC119067265|XP_037026038.1|BCOP, LOC119067123|XP_037025792.1|BCOP, LOC119078561|XP_037042024.1|BCOP	LOC117588018|XP_034134944.1|DGUA
OG0001869	LOC119074368|XP_037036368.1|BCOP, LOC119074367|XP_037036366.1|BCOP, LOC119074366|XP_037036364.1|BCOP	LOC117589757|XP_034137833.1|DGUA
OG0001870	LOC119070614|XP_037030937.1|BCOP	LOC117581432|XP_034124495.1|DGUA
OG0001872	LOC119070096|XP_037030304.1|BCOP	LOC117583082|XP_034127150.1|DGUA
OG0001873	LOC119069539|XP_037029511.1|BCOP	LOC117590064|XP_034138277.1|DGUA
OG0001874	LOC119068632|XP_037028197.1|BCOP	LOC117585551|XP_034130964.1|DGUA
OG0001875	LOC119069327|XP_037029280.1|BCOP	LOC117583805|XP_034128277.1|DGUA
OG0001876	LOC119068436|XP_037027902.1|BCOP	LOC117588803|XP_034136209.1|DGUA
OG0001877	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP	LOC117591663|XP_034140878.1|DGUA, LOC117588523|XP_034135769.1|DGUA
OG0001878	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP	LOC117589939|XP_034138116.1|DGUA
OG0001879	LOC119068334|XP_037027784.1|BCOP	LOC117584988|XP_034130102.1|DGUA
OG0001880	LOC119067915|XP_037027111.1|BCOP	LOC117585756|XP_034131303.1|DGUA
OG0001881	LOC119069356|XP_037029324.1|BCOP	LOC117583145|XP_034127225.1|DGUA
OG0001882	LOC119069099|XP_037028886.1|BCOP	LOC117583037|XP_034127089.1|DGUA
OG0001883	LOC119067716|XP_037026727.1|BCOP	LOC117582717|XP_034126530.1|DGUA
OG0001884	LOC119069433|XP_037029385.1|BCOP	LOC117589566|XP_034137507.1|DGUA
OG0001885	LOC119080560|XP_037044870.1|BCOP	LOC117584663|XP_034129582.1|DGUA
OG0001886	LOC119085717|XP_037052061.1|BCOP	LOC117583766|XP_034128209.1|DGUA
OG0001887	LOC119085543|XP_037051856.1|BCOP	LOC117592285|XP_034141838.1|DGUA
OG0001888	LOC119067103|XP_037025761.1|BCOP	LOC117586548|XP_034132601.1|DGUA
OG0001889	LOC119067521|XP_037026443.1|BCOP	LOC117583305|XP_034127440.1|DGUA, LOC117590321|XP_034138704.1|DGUA
OG0001890	LOC119079313|XP_037043002.1|BCOP, LOC119079311|XP_037043001.1|BCOP	LOC117589186|XP_034136801.1|DGUA
OG0001891	LOC119067582|XP_037026572.1|BCOP	LOC117584985|XP_034130098.1|DGUA
OG0001892	LOC119075316|XP_037037631.1|BCOP	LOC117590145|XP_034138411.1|DGUA
OG0001893	LOC119067846|XP_037026973.1|BCOP	LOC117583364|XP_034127533.1|DGUA
OG0001894	LOC119080082|XP_037044198.1|BCOP	LOC117580383|XP_034122814.1|DGUA
OG0001895	LOC119080999|XP_037045562.1|BCOP	LOC117590642|XP_034139375.1|DGUA
OG0001897	LOC119067082|XP_037025726.1|BCOP	LOC117589546|XP_034137441.1|DGUA
OG0001898	LOC119069834|XP_037029897.1|BCOP	LOC117581377|XP_034124406.1|DGUA
OG0001899	LOC119069346|XP_037029311.1|BCOP	LOC117585235|XP_034130518.1|DGUA
OG0001901	LOC119068227|XP_037027630.1|BCOP	LOC117583903|XP_034128468.1|DGUA
OG0001902	LOC119069170|XP_037028975.1|BCOP	LOC117590020|XP_034138200.1|DGUA
OG0001903	LOC119066507|XP_037024912.1|BCOP	LOC117590077|XP_034138306.1|DGUA
OG0001904	LOC119080209|XP_037044342.1|BCOP, LOC119067074|XP_037025701.1|BCOP, LOC119074193|XP_037036081.1|BCOP	LOC117583679|XP_034128041.1|DGUA
OG0001906	LOC119067171|XP_037025879.1|BCOP, LOC119080675|XP_037045001.1|BCOP	LOC117589498|XP_034137361.1|DGUA
OG0001907	LOC119068764|XP_037028398.1|BCOP	LOC117588466|XP_034135646.1|DGUA
OG0001908	LOC119085477|XP_037051790.1|BCOP	LOC117583590|XP_034127870.1|DGUA
OG0001909	LOC119069055|XP_037028823.1|BCOP	LOC117580901|XP_034123552.1|DGUA, LOC117590458|XP_034138984.1|DGUA
OG0001910	LOC119068662|XP_037028238.1|BCOP	LOC117583180|XP_034127271.1|DGUA
OG0001911	LOC119067469|XP_037026355.1|BCOP	LOC117582789|XP_034126663.1|DGUA
OG0001912	LOC119085811|XP_037052189.1|BCOP	LOC117578673|XP_034120191.1|DGUA
OG0001914	LOC119067414|XP_037026262.1|BCOP	LOC117585355|XP_034130693.1|DGUA
OG0001915	LOC119084835|XP_037050815.1|BCOP	LOC117589153|XP_034136741.1|DGUA
OG0001916	LOC119081737|XP_037046800.1|BCOP	LOC117579221|XP_034120887.1|DGUA
OG0001917	LOC119073456|XP_037034846.1|BCOP	LOC117589188|XP_034136803.1|DGUA
OG0001918	LOC119084932|XP_037050966.1|BCOP	LOC117589296|XP_034136979.1|DGUA
OG0001919	LOC119074137|XP_037036018.1|BCOP	LOC117588108|XP_034135074.1|DGUA
OG0001920	LOC119080390|XP_037044600.1|BCOP, LOC119081340|XP_037046034.1|BCOP	LOC117588843|XP_034136227.1|DGUA
OG0001921	LOC119075484|XP_037037831.1|BCOP	LOC117591755|XP_034140957.1|DGUA
OG0001922	LOC119073165|XP_037034362.1|BCOP, LOC119073166|XP_037034364.1|BCOP	LOC117590257|XP_034138636.1|DGUA
OG0001924	LOC119082349|XP_037047762.1|BCOP	LOC117587819|XP_034134667.1|DGUA
OG0001925	LOC119080967|XP_037045501.1|BCOP, LOC119085592|XP_037051909.1|BCOP	LOC117588852|XP_034136243.1|DGUA
OG0001926	LOC119075663|XP_037038070.1|BCOP	LOC117587028|XP_034133344.1|DGUA, LOC117587027|XP_034133343.1|DGUA
OG0001927	LOC119084335|XP_037050159.1|BCOP	LOC117588597|XP_034135897.1|DGUA
OG0001928	LOC119084906|XP_037050956.1|BCOP	LOC117580358|XP_034122767.1|DGUA
OG0001929	LOC119080713|XP_037045072.1|BCOP	LOC117580174|XP_034122392.1|DGUA
OG0001930	LOC119079460|XP_037043282.1|BCOP	LOC117592698|XP_034142554.1|DGUA
OG0001931	LOC119080261|XP_037044404.1|BCOP	LOC117586991|XP_034133282.1|DGUA
OG0001932	LOC119081873|XP_037047006.1|BCOP	LOC117587265|XP_034133730.1|DGUA
OG0001933	LOC119073719|XP_037035237.1|BCOP	LOC117589373|XP_034137178.1|DGUA
OG0001934	LOC119077487|XP_037040595.1|BCOP	LOC117591104|XP_034140097.1|DGUA, LOC117591281|XP_034140370.1|DGUA
OG0001935	LOC119080985|XP_037045525.1|BCOP	LOC117588929|XP_034136395.1|DGUA
OG0001937	LOC119073518|XP_037034942.1|BCOP	LOC117592171|XP_034141658.1|DGUA
OG0001938	LOC119070232|XP_037030398.1|BCOP, LOC119075124|XP_037037405.1|BCOP	LOC117591874|XP_034141139.1|DGUA
OG0001939	LOC119073670|XP_037035170.1|BCOP	LOC117592507|XP_034142243.1|DGUA
OG0001940	LOC119079400|XP_037043178.1|BCOP	LOC117591519|XP_034140708.1|DGUA
OG0001941	LOC119084724|XP_037050696.1|BCOP	LOC117588991|XP_034136483.1|DGUA
OG0001943	LOC119080982|XP_037045522.1|BCOP	LOC117588932|XP_034136399.1|DGUA
OG0001944	LOC119080072|XP_037044186.1|BCOP	LOC117587439|XP_034134012.1|DGUA
OG0001945	LOC119073449|XP_037034837.1|BCOP	LOC117580689|XP_034123209.1|DGUA
OG0001946	LOC119082790|XP_037048279.1|BCOP, LOC119075499|XP_037037860.1|BCOP	LOC117581578|XP_034124823.1|DGUA
OG0001947	LOC119079362|XP_037043105.1|BCOP	LOC117578773|XP_034120370.1|DGUA
OG0001948	LOC119080503|XP_037044798.1|BCOP	LOC117588570|XP_034135857.1|DGUA
OG0001949	LOC119077322|XP_037040397.1|BCOP	LOC117591735|XP_034140938.1|DGUA, LOC117586858|XP_034133045.1|DGUA
OG0001950	LOC119073232|XP_037034439.1|BCOP	LOC117586649|XP_034132774.1|DGUA
OG0001951	LOC119081713|XP_037046718.1|BCOP	LOC117592153|XP_034141610.1|DGUA
OG0001952	LOC119074053|XP_037035898.1|BCOP	LOC117592019|XP_034141406.1|DGUA
OG0001953	LOC119079610|XP_037043499.1|BCOP	LOC117589348|XP_034137151.1|DGUA
OG0001954	LOC119079366|XP_037043115.1|BCOP	LOC117578833|XP_034120498.1|DGUA
OG0001955	LOC119079390|XP_037043171.1|BCOP	LOC117591839|XP_034141096.1|DGUA
OG0001956	LOC119080715|XP_037045092.1|BCOP	LOC117589437|XP_034137267.1|DGUA
OG0001957	LOC119079960|XP_037043967.1|BCOP	LOC117578539|XP_034119998.1|DGUA
OG0001958	LOC119081650|XP_037046627.1|BCOP	LOC117581052|XP_034123784.1|DGUA
OG0001959	LOC119072456|XP_037033575.1|BCOP	LOC117586942|XP_034133199.1|DGUA
OG0001960	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP	LOC117587164|XP_034133568.1|DGUA
OG0001961	LOC119079675|XP_037043622.1|BCOP	LOC117587841|XP_034134700.1|DGUA
OG0001962	LOC119079441|XP_037043249.1|BCOP	LOC117580375|XP_034122802.1|DGUA
OG0001963	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP	LOC117589225|XP_034136866.1|DGUA
OG0001964	LOC119073177|XP_037034382.1|BCOP	LOC117580110|XP_034122277.1|DGUA
OG0001965	LOC119083324|XP_037048904.1|BCOP, LOC119083366|XP_037048978.1|BCOP	LOC117587338|XP_034133867.1|DGUA
OG0001966	LOC119067255|XP_037026026.1|BCOP	LOC117583052|XP_034127105.1|DGUA
OG0001967	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP	LOC117581879|XP_034125239.1|DGUA
OG0001968	LOC119080491|XP_037044779.1|BCOP	LOC117579502|XP_034121296.1|DGUA
OG0001969	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP	LOC117578592|XP_034120072.1|DGUA
OG0001970	LOC119080020|XP_037044093.1|BCOP	LOC117592242|XP_034141768.1|DGUA
OG0001971	LOC119085338|XP_037051616.1|BCOP	LOC117586528|XP_034132556.1|DGUA
OG0001972	LOC119071816|XP_037032780.1|BCOP	LOC117590967|XP_034139919.1|DGUA
OG0001973	LOC119079603|XP_037043489.1|BCOP	LOC117580399|XP_034122839.1|DGUA
OG0001974	LOC119081078|XP_037045716.1|BCOP	LOC117591065|XP_034140061.1|DGUA
OG0001975	LOC119076310|XP_037038872.1|BCOP, LOC119078786|XP_037042397.1|BCOP	LOC117589164|XP_034136761.1|DGUA
OG0001976	LOC119084443|XP_037050319.1|BCOP	LOC117592536|XP_034142296.1|DGUA
OG0001978	LOC119066330|XP_037024625.1|BCOP	LOC117582006|XP_034125393.1|DGUA
OG0001979	LOC119070930|XP_037031369.1|BCOP	LOC117581764|XP_034125057.1|DGUA
OG0001980	LOC119078499|XP_037041948.1|BCOP	LOC117581827|XP_034125162.1|DGUA
OG0001982	LOC119081937|XP_037047088.1|BCOP	LOC117587604|XP_034134346.1|DGUA
OG0001983	LOC119080917|XP_037045428.1|BCOP, LOC119080401|XP_037044625.1|BCOP, LOC119068171|XP_037027550.1|BCOP, LOC119068854|XP_037028575.1|BCOP	LOC117587792|XP_034134629.1|DGUA
OG0001984	LOC119078695|XP_037042252.1|BCOP	LOC117588101|XP_034135062.1|DGUA
OG0001985	LOC119078457|XP_037041886.1|BCOP	LOC117588104|XP_034135066.1|DGUA
OG0001986	LOC119072804|XP_037033996.1|BCOP	LOC117587675|XP_034134458.1|DGUA
OG0001987	LOC119073791|XP_037035415.1|BCOP, LOC119068065|XP_037027361.1|BCOP	LOC117590974|XP_034139934.1|DGUA
OG0001988	LOC119074080|XP_037035925.1|BCOP	LOC117592008|XP_034141352.1|DGUA
OG0001989	LOC119076077|XP_037038621.1|BCOP	LOC117582355|XP_034125902.1|DGUA
OG0001990	LOC119066370|XP_037024689.1|BCOP	LOC117584274|XP_034128981.1|DGUA
OG0001991	LOC119076320|XP_037038884.1|BCOP	LOC117587920|XP_034134798.1|DGUA
OG0001992	LOC119075686|XP_037038099.1|BCOP	LOC117581820|XP_034125154.1|DGUA
OG0001993	LOC119071486|XP_037032232.1|BCOP	LOC117591576|XP_034140784.1|DGUA
OG0001994	LOC119076301|XP_037038860.1|BCOP, LOC119076299|XP_037038858.1|BCOP, LOC119066634|XP_037025093.1|BCOP, LOC119066632|XP_037025090.1|BCOP	LOC117585327|XP_034130657.1|DGUA
OG0001995	LOC119085141|XP_037051313.1|BCOP	LOC117588234|XP_034135275.1|DGUA
OG0001996	LOC119076361|XP_037038960.1|BCOP	LOC117584741|XP_034129714.1|DGUA
OG0001997	LOC119073369|XP_037034684.1|BCOP	LOC117586636|XP_034132755.1|DGUA
OG0001998	LOC119073380|XP_037034699.1|BCOP	LOC117586579|XP_034132639.1|DGUA
OG0001999	LOC119083775|XP_037049456.1|BCOP	LOC117580340|XP_034122740.1|DGUA
OG0002000	LOC119066480|XP_037024884.1|BCOP, LOC119085551|XP_037051865.1|BCOP, LOC119076607|XP_037039358.1|BCOP, LOC119084359|XP_037050201.1|BCOP, LOC119068360|XP_037027824.1|BCOP	LOC117582366|XP_034125915.1|DGUA
OG0002001	LOC119085307|XP_037051552.1|BCOP	LOC117582555|XP_034126272.1|DGUA
OG0002002	LOC119081466|XP_037046350.1|BCOP	LOC117583406|XP_034127583.1|DGUA
OG0002003	LOC119076345|XP_037038935.1|BCOP	LOC117584518|XP_034129353.1|DGUA
OG0002004	LOC119082567|XP_037047988.1|BCOP	LOC117582197|XP_034125695.1|DGUA
OG0002005	LOC119066968|XP_037025594.1|BCOP	LOC117590897|XP_034139819.1|DGUA
OG0002006	LOC119069445|XP_037029394.1|BCOP, LOC119076358|XP_037038950.1|BCOP, LOC119069460|XP_037029406.1|BCOP	LOC117584837|XP_034129859.1|DGUA
OG0002007	LOC119075381|XP_037037717.1|BCOP, LOC119085517|XP_037051827.1|BCOP, LOC119085233|XP_037051442.1|BCOP	LOC117587619|XP_034134367.1|DGUA
OG0002008	LOC119067811|XP_037026857.1|BCOP, LOC119085004|XP_037051078.1|BCOP	LOC117590677|XP_034139444.1|DGUA
OG0002009	LOC119076740|XP_037039568.1|BCOP	LOC117581134|XP_034123955.1|DGUA
OG0002010	LOC119072338|XP_037033424.1|BCOP	LOC117583899|XP_034128461.1|DGUA
OG0002011	LOC119076348|XP_037038940.1|BCOP	LOC117588149|XP_034135138.1|DGUA
OG0002012	LOC119081891|XP_037047014.1|BCOP, LOC119076292|XP_037038850.1|BCOP	LOC117582589|XP_034126326.1|DGUA
OG0002013	LOC119072256|XP_037033334.1|BCOP	LOC117587837|XP_034134690.1|DGUA
OG0002014	LOC119068127|XP_037027481.1|BCOP	LOC117586040|XP_034131779.1|DGUA
OG0002015	LOC119077146|XP_037040226.1|BCOP	LOC117581959|XP_034125332.1|DGUA
OG0002016	LOC119081426|XP_037046240.1|BCOP	LOC117578411|XP_034119760.1|DGUA
OG0002017	LOC119085893|XP_037052325.1|BCOP, LOC119078115|XP_037041463.1|BCOP	LOC117584807|XP_034129816.1|DGUA
OG0002018	LOC119075634|XP_037038010.1|BCOP	LOC117591560|XP_034140755.1|DGUA
OG0002019	LOC119079090|XP_037042801.1|BCOP	LOC117582016|XP_034125428.1|DGUA
OG0002020	LOC119085889|XP_037052320.1|BCOP	LOC117587826|XP_034134677.1|DGUA
OG0002021	LOC119074077|XP_037035919.1|BCOP, LOC119074075|XP_037035913.1|BCOP, LOC119074074|XP_037035912.1|BCOP	LOC117581809|XP_034125145.1|DGUA
OG0002022	LOC119070933|XP_037031376.1|BCOP	LOC117583871|XP_034128408.1|DGUA
OG0002023	LOC119082763|XP_037048245.1|BCOP, LOC119070653|XP_037030979.1|BCOP	LOC117589804|XP_034137907.1|DGUA
OG0002024	LOC119066321|XP_037024605.1|BCOP	LOC117584712|XP_034129648.1|DGUA
OG0002025	LOC119085816|XP_037052200.1|BCOP	LOC117581987|XP_034125370.1|DGUA
OG0002026	LOC119070840|XP_037031248.1|BCOP	LOC117579320|XP_034121023.1|DGUA
OG0002027	LOC119082838|XP_037048389.1|BCOP	LOC117591197|XP_034140231.1|DGUA
OG0002028	LOC119082846|XP_037048407.1|BCOP	LOC117587745|XP_034134601.1|DGUA
OG0002029	LOC119067718|XP_037026730.1|BCOP, LOC119077752|XP_037040959.1|BCOP, LOC119073642|XP_037035134.1|BCOP	LOC117579619|XP_034121465.1|DGUA
OG0002030	LOC119073674|XP_037035175.1|BCOP, LOC119084288|XP_037050109.1|BCOP	LOC117578691|XP_034120217.1|DGUA
OG0002031	LOC119066123|XP_037024303.1|BCOP	LOC117589792|XP_034137888.1|DGUA
OG0002032	LOC119081115|XP_037045753.1|BCOP, LOC119074600|XP_037036746.1|BCOP	LOC117590127|XP_034138390.1|DGUA
OG0002033	LOC119076024|XP_037038523.1|BCOP, LOC119071625|XP_037032474.1|BCOP, LOC119076028|XP_037038541.1|BCOP, LOC119076027|XP_037038540.1|BCOP	LOC117580659|XP_034123158.1|DGUA
OG0002034	LOC119074965|XP_037037248.1|BCOP	LOC117588665|XP_034135998.1|DGUA, LOC117591777|XP_034140977.1|DGUA, LOC117591738|XP_034140940.1|DGUA
OG0002035	LOC119076751|XP_037039593.1|BCOP	LOC117584915|XP_034129953.1|DGUA
OG0002036	LOC119076673|XP_037039463.1|BCOP	LOC117583591|XP_034127871.1|DGUA
OG0002037	LOC119074391|XP_037036405.1|BCOP	LOC117579443|XP_034121222.1|DGUA
OG0002038	LOC119082225|XP_037047573.1|BCOP	LOC117586289|XP_034132133.1|DGUA
OG0002039	LOC119069135|XP_037028936.1|BCOP	LOC117590028|XP_034138215.1|DGUA
OG0002040	LOC119076843|XP_037039742.1|BCOP	LOC117590150|XP_034138423.1|DGUA
OG0002041	LOC119071703|XP_037032588.1|BCOP	LOC117592303|XP_034141863.1|DGUA
OG0002042	LOC119071706|XP_037032598.1|BCOP	LOC117586710|XP_034132872.1|DGUA
OG0002043	LOC119084128|XP_037049872.1|BCOP, LOC119073545|XP_037034992.1|BCOP	LOC117585745|XP_034131285.1|DGUA
OG0002044	LOC119074435|XP_037036458.1|BCOP	LOC117583208|XP_034127305.1|DGUA
OG0002045	LOC119076462|XP_037039124.1|BCOP	LOC117585489|XP_034130875.1|DGUA
OG0002046	LOC119074348|XP_037036338.1|BCOP	LOC117581206|XP_034124070.1|DGUA
OG0002047	LOC119084246|XP_037050039.1|BCOP	LOC117591315|XP_034140413.1|DGUA, LOC117591324|XP_034140423.1|DGUA, LOC117591515|XP_034140699.1|DGUA
OG0002048	LOC119076119|XP_037038682.1|BCOP	LOC117586646|XP_034132771.1|DGUA
OG0002049	LOC119066552|XP_037024990.1|BCOP	LOC117590187|XP_034138487.1|DGUA
OG0002050	LOC119074831|XP_037037016.1|BCOP	LOC117586718|XP_034132892.1|DGUA
