Orthogroup	BCOP.longest_only	DKIK.longest_only
OG0002045	LOC119076462|XP_037039124.1|BCOP	LOC108083174|XP_017034350.1|DKIK
OG0002046	LOC119074348|XP_037036338.1|BCOP	LOC108079961|XP_017030011.1|DKIK
OG0002047	LOC119084246|XP_037050039.1|BCOP	LOC108079211|XP_017028969.1|DKIK
OG0002048	LOC119076119|XP_037038682.1|BCOP	LOC108080447|XP_017030672.1|DKIK
OG0002049	LOC119066552|XP_037024990.1|BCOP	LOC108085687|XP_017037873.1|DKIK
OG0002050	LOC119074831|XP_037037016.1|BCOP	LOC108081042|XP_017031495.1|DKIK
OG0002051	LOC119074387|XP_037036401.1|BCOP	LOC108078149|XP_017027280.1|DKIK
OG0002053	LOC119067125|XP_037025799.1|BCOP	LOC108085453|XP_017037554.1|DKIK
OG0002054	LOC119076474|XP_037039146.1|BCOP	LOC108081176|XP_017031726.1|DKIK
OG0002055	LOC119078030|XP_037041338.1|BCOP	LOC108085636|XP_017037811.1|DKIK
OG0002056	LOC119072096|XP_037033145.1|BCOP	LOC108070471|XP_017016445.1|DKIK
OG0002057	LOC119083151|XP_037048692.1|BCOP	LOC108077078|XP_017025735.1|DKIK
OG0002058	LOC119083154|XP_037048696.1|BCOP	LOC108079068|XP_017028771.1|DKIK
OG0002059	LOC119071955|XP_037032980.1|BCOP	LOC108072019|XP_017018488.1|DKIK
OG0002060	LOC119072723|XP_037033893.1|BCOP	LOC108076496|XP_017024878.1|DKIK
OG0002061	LOC119075375|XP_037037700.1|BCOP	LOC108072174|XP_017018719.1|DKIK
OG0002062	LOC119076630|XP_037039430.1|BCOP, LOC119078348|XP_037041745.1|BCOP	LOC108079941|XP_017029974.1|DKIK
OG0002063	LOC119074412|XP_037036437.1|BCOP	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK
OG0002064	LOC119084475|XP_037050355.1|BCOP	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK
OG0002065	LOC119084520|XP_037050428.1|BCOP, LOC119083954|XP_037049658.1|BCOP, LOC119083333|XP_037048917.1|BCOP, LOC119083956|XP_037049659.1|BCOP	LOC108075219|XP_017023050.1|DKIK
OG0002066	LOC119074548|XP_037036613.1|BCOP	LOC108081024|XP_017031465.1|DKIK
OG0002067	LOC119074674|XP_037036852.1|BCOP	LOC108072160|XP_017018695.1|DKIK
OG0002068	LOC119074954|XP_037037238.1|BCOP	LOC108081221|XP_017031787.1|DKIK
OG0002069	LOC119074755|XP_037036916.1|BCOP	LOC108080967|XP_017031373.1|DKIK
OG0002070	LOC119068727|XP_037028316.1|BCOP	LOC108081481|XP_017032169.1|DKIK
OG0002071	LOC119071555|XP_037032373.1|BCOP	LOC108073441|XP_017020553.1|DKIK
OG0002072	LOC119080154|XP_037044269.1|BCOP	LOC108078438|XP_017027809.1|DKIK
OG0002073	LOC119078320|XP_037041719.1|BCOP	LOC108072714|XP_017019454.1|DKIK
OG0002074	LOC119074748|XP_037036906.1|BCOP	LOC108073130|XP_017020119.1|DKIK
OG0002075	LOC119078225|XP_037041580.1|BCOP	LOC108079672|XP_017029559.1|DKIK
OG0002076	LOC119070671|XP_037030998.1|BCOP	LOC108086116|XP_017038441.1|DKIK
OG0002077	LOC119072345|XP_037033428.1|BCOP	LOC108071506|XP_017017759.1|DKIK
OG0002078	LOC119070722|XP_037031070.1|BCOP	LOC108079835|XP_017029829.1|DKIK
OG0002079	LOC119071814|XP_037032777.1|BCOP	LOC108075033|XP_017022778.1|DKIK
OG0002080	LOC119070971|XP_037031441.1|BCOP	LOC108078396|XP_017027741.1|DKIK
OG0002081	LOC119079101|XP_037042814.1|BCOP	LOC108070828|XP_017016935.1|DKIK
OG0002082	LOC119076952|XP_037039900.1|BCOP	LOC108076346|XP_017024623.1|DKIK
OG0002083	LOC119075772|XP_037038214.1|BCOP, LOC119075781|XP_037038236.1|BCOP	LOC108084657|XP_017036467.1|DKIK
OG0002084	LOC119071316|XP_037032094.1|BCOP	LOC108072311|XP_017018872.1|DKIK
OG0002085	LOC119082803|XP_037048343.1|BCOP	LOC108078252|XP_017027474.1|DKIK
OG0002086	LOC119071097|XP_037031637.1|BCOP	LOC108072324|XP_017018890.1|DKIK
OG0002087	LOC119066517|XP_037024925.1|BCOP	LOC108073903|XP_017021182.1|DKIK
OG0002088	LOC119071860|XP_037032817.1|BCOP	LOC108075257|XP_017023107.1|DKIK
OG0002089	LOC119071904|XP_037032912.1|BCOP	LOC108078515|XP_017027910.1|DKIK
OG0002090	LOC119066947|XP_037025561.1|BCOP	LOC108075308|XP_017023201.1|DKIK
OG0002091	LOC119074240|XP_037036157.1|BCOP	LOC108070813|XP_017016901.1|DKIK
OG0002092	LOC119072408|XP_037033520.1|BCOP, LOC119069249|XP_037029196.1|BCOP, LOC119071245|XP_037031977.1|BCOP	LOC108071500|XP_017017750.1|DKIK
OG0002093	LOC119066901|XP_037025485.1|BCOP	LOC108085206|XP_017037219.1|DKIK
OG0002094	LOC119083173|XP_037048728.1|BCOP	LOC108072046|XP_017018520.1|DKIK
OG0002095	LOC119074654|XP_037036828.1|BCOP	LOC108083413|XP_017034657.1|DKIK, LOC108080120|XP_017030240.1|DKIK
OG0002096	LOC119071682|XP_037032558.1|BCOP	LOC108076400|XP_017024728.1|DKIK
OG0002097	LOC119072630|XP_037033769.1|BCOP	LOC108078086|XP_017027163.1|DKIK
OG0002098	LOC119066099|XP_037024266.1|BCOP	LOC108084772|XP_017036580.1|DKIK
OG0002099	LOC119078295|XP_037041685.1|BCOP, LOC119078343|XP_037041741.1|BCOP	LOC108085017|XP_017036950.1|DKIK
OG0002100	LOC119071084|XP_037031618.1|BCOP	LOC108083131|XP_017034296.1|DKIK
OG0002101	LOC119066386|XP_037024713.1|BCOP	LOC108070854|XP_017016973.1|DKIK
OG0002102	LOC119071138|XP_037031727.1|BCOP	LOC108076716|XP_017025168.1|DKIK
OG0002103	LOC119085732|XP_037052097.1|BCOP	LOC108085032|XP_017036968.1|DKIK
OG0002106	LOC119069921|XP_037030037.1|BCOP, LOC119066113|XP_037024289.1|BCOP, LOC119066695|XP_037025187.1|BCOP, LOC119084692|XP_037050667.1|BCOP, LOC119076372|XP_037038977.1|BCOP, LOC119071196|XP_037031877.1|BCOP	LOC108085038|XP_017036977.1|DKIK, LOC108077712|XP_017026655.1|DKIK
OG0002107	LOC119077008|XP_037040013.1|BCOP	LOC108077061|XP_017025716.1|DKIK
OG0002117	LOC119079205|XP_037042886.1|BCOP, LOC119067803|XP_037026848.1|BCOP	LOC108083904|XP_017035389.1|DKIK
OG0002118	LOC119075266|XP_037037558.1|BCOP, LOC119069940|XP_037030060.1|BCOP	LOC108077352|XP_017026134.1|DKIK
OG0002119	LOC119070028|XP_037030208.1|BCOP	LOC108073443|XP_017020555.1|DKIK
OG0002120	LOC119085060|XP_037051186.1|BCOP	LOC108075356|XP_017023254.1|DKIK, LOC108077525|XP_017026383.1|DKIK
OG0002121	LOC119073069|XP_037034268.1|BCOP, LOC119082165|XP_037047474.1|BCOP, LOC119083340|XP_037048932.1|BCOP	LOC108075729|XP_017023758.1|DKIK
OG0002123	LOC119083896|XP_037049601.1|BCOP	LOC108079612|XP_017029475.1|DKIK
OG0002124	LOC119069671|XP_037029684.1|BCOP	LOC108083366|XP_017034598.1|DKIK, LOC108077143|XP_017025850.1|DKIK
OG0002125	LOC119079473|XP_037043301.1|BCOP	LOC108072439|XP_017019049.1|DKIK
OG0002126	LOC119073593|XP_037035062.1|BCOP	LOC108078369|XP_017027688.1|DKIK
OG0002127	LOC119085600|XP_037051916.1|BCOP	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK
OG0002128	LOC119070370|XP_037030566.1|BCOP, LOC119070369|XP_037030565.1|BCOP	LOC108084337|XP_017036006.1|DKIK
OG0002129	LOC119068015|XP_037027269.1|BCOP	LOC108085692|XP_017037889.1|DKIK
OG0002131	LOC119067244|XP_037026006.1|BCOP, LOC119069693|XP_037029717.1|BCOP	LOC108084181|XP_017035761.1|DKIK
OG0002132	LOC119076232|XP_037038785.1|BCOP	LOC108074575|XP_017022166.1|DKIK
OG0002133	LOC119068988|XP_037028755.1|BCOP	LOC108080550|XP_017030843.1|DKIK
OG0002134	LOC119084479|XP_037050362.1|BCOP	LOC108076119|XP_017024336.1|DKIK
OG0002135	LOC119068606|XP_037028151.1|BCOP	LOC108074247|XP_017021698.1|DKIK
OG0002136	LOC119070453|XP_037030699.1|BCOP	LOC108077860|XP_017026882.1|DKIK
OG0002137	LOC119068487|XP_037027993.1|BCOP, LOC119068501|XP_037028006.1|BCOP, LOC119085510|XP_037051820.1|BCOP	LOC108084570|XP_017036323.1|DKIK
OG0002138	LOC119083180|XP_037048738.1|BCOP	LOC108083593|XP_017034944.1|DKIK
OG0002139	LOC119067435|XP_037026303.1|BCOP	LOC108079456|XP_017029285.1|DKIK
OG0002140	LOC119069470|XP_037029418.1|BCOP, LOC119069437|XP_037029390.1|BCOP, LOC119069436|XP_037029389.1|BCOP	LOC108076932|XP_017025470.1|DKIK
OG0002141	LOC119068176|XP_037027559.1|BCOP	LOC108079521|XP_017029349.1|DKIK
OG0002142	LOC119068290|XP_037027723.1|BCOP	LOC108077735|XP_017026687.1|DKIK
OG0002143	LOC119068125|XP_037027478.1|BCOP	LOC108074421|XP_017021943.1|DKIK
OG0002144	LOC119080273|XP_037044430.1|BCOP	LOC108074888|XP_017022585.1|DKIK
OG0002145	LOC119067269|XP_037026043.1|BCOP, LOC119083079|XP_037048597.1|BCOP	LOC108083944|XP_017035438.1|DKIK
OG0002146	LOC119069157|XP_037028956.1|BCOP	LOC108077732|XP_017026677.1|DKIK
OG0002147	LOC119068311|XP_037027749.1|BCOP	LOC108083775|XP_017035188.1|DKIK
OG0002148	LOC119068400|XP_037027855.1|BCOP	LOC108073856|XP_017021127.1|DKIK
OG0002149	LOC119075571|XP_037037936.1|BCOP	LOC108074896|XP_017022608.1|DKIK
OG0002150	LOC119085647|XP_037051979.1|BCOP	LOC108071239|XP_017017416.1|DKIK
OG0002151	LOC119074031|XP_037035868.1|BCOP, LOC119074101|XP_037035960.1|BCOP	LOC108076930|XP_017025465.1|DKIK
OG0002152	LOC119082372|XP_037047794.1|BCOP	LOC108074082|XP_017021451.1|DKIK
OG0002153	LOC119068706|XP_037028290.1|BCOP	LOC108074370|XP_017021883.1|DKIK
OG0002154	LOC119067768|XP_037026807.1|BCOP	LOC108079435|XP_017029258.1|DKIK
OG0002155	LOC119069323|XP_037029275.1|BCOP	LOC108073678|XP_017020894.1|DKIK
OG0002156	LOC119081040|XP_037045635.1|BCOP	LOC108081866|XP_017032595.1|DKIK
OG0002157	LOC119069857|XP_037029927.1|BCOP	LOC108073232|XP_017020269.1|DKIK
OG0002158	LOC119074956|XP_037037240.1|BCOP, LOC119068516|XP_037028020.1|BCOP	LOC108081222|XP_017031788.1|DKIK
OG0002159	LOC119068701|XP_037028287.1|BCOP	LOC108074227|XP_017021661.1|DKIK
OG0002160	LOC119068295|XP_037027729.1|BCOP	LOC108084061|XP_017035568.1|DKIK
OG0002161	LOC119085218|XP_037051427.1|BCOP	LOC108085683|XP_017037866.1|DKIK
OG0002162	LOC119067373|XP_037026189.1|BCOP	LOC108085915|XP_017038176.1|DKIK
OG0002163	LOC119067190|XP_037025916.1|BCOP	LOC108083867|XP_017035345.1|DKIK
OG0002164	LOC119068336|XP_037027789.1|BCOP	LOC108081269|XP_017031855.1|DKIK
OG0002165	LOC119068466|XP_037027955.1|BCOP	LOC108077002|XP_017025564.1|DKIK
OG0002166	LOC119066227|XP_037024446.1|BCOP	LOC108076897|XP_017025420.1|DKIK, LOC108080076|XP_017030149.1|DKIK
OG0002167	LOC119066372|XP_037024695.1|BCOP	LOC108082465|XP_017033337.1|DKIK
OG0002168	LOC119068986|XP_037028752.1|BCOP	LOC108072071|XP_017018563.1|DKIK
OG0002169	LOC119068737|XP_037028331.1|BCOP	LOC108078902|XP_017028524.1|DKIK
OG0002170	LOC119083567|XP_037049205.1|BCOP	LOC108083287|XP_017034510.1|DKIK
OG0002171	LOC119069264|XP_037029217.1|BCOP	LOC108084567|XP_017036316.1|DKIK
OG0002172	LOC119067940|XP_037027151.1|BCOP	LOC108071346|XP_017017571.1|DKIK
OG0002173	LOC119078710|XP_037042275.1|BCOP	LOC108077190|XP_017025924.1|DKIK
OG0002174	LOC119082710|XP_037048184.1|BCOP	LOC108077618|XP_017026513.1|DKIK
OG0002175	LOC119082813|XP_037048363.1|BCOP	LOC108077619|XP_017026514.1|DKIK
OG0002176	LOC119067918|XP_037027114.1|BCOP	LOC108084624|XP_017036401.1|DKIK
OG0002177	LOC119067430|XP_037026297.1|BCOP	LOC108077623|XP_017026520.1|DKIK
OG0002178	LOC119069100|XP_037028887.1|BCOP	LOC108084945|XP_017036831.1|DKIK
OG0002179	LOC119067624|XP_037026612.1|BCOP	LOC108073526|XP_017020696.1|DKIK
OG0002180	LOC119068090|XP_037027402.1|BCOP	LOC108073711|XP_017020935.1|DKIK
OG0002181	LOC119069061|XP_037028831.1|BCOP	LOC108085776|XP_017038015.1|DKIK
OG0002182	LOC119067226|XP_037025967.1|BCOP	LOC108077748|XP_017026705.1|DKIK
OG0002183	LOC119071530|XP_037032309.1|BCOP	LOC108082601|XP_017033563.1|DKIK
OG0002184	LOC119067354|XP_037026158.1|BCOP	LOC108073212|XP_017020272.1|DKIK
OG0002185	LOC119069969|XP_037030103.1|BCOP	LOC108081067|XP_017031537.1|DKIK
OG0002186	LOC119079315|XP_037043004.1|BCOP	LOC108075799|XP_017023859.1|DKIK
OG0002187	LOC119069210|XP_037029076.1|BCOP, LOC119070066|XP_037030256.1|BCOP	LOC108084256|XP_017035888.1|DKIK
OG0002188	LOC119080885|XP_037045359.1|BCOP	LOC108072123|XP_017018640.1|DKIK
OG0002189	LOC119069499|XP_037029465.1|BCOP	LOC108083802|XP_017035231.1|DKIK
OG0002190	LOC119084695|XP_037050671.1|BCOP	LOC108084592|XP_017036356.1|DKIK
OG0002191	LOC119067687|XP_037026702.1|BCOP	LOC108075206|XP_017023030.1|DKIK
OG0002192	LOC119078993|XP_037042652.1|BCOP	LOC108080665|XP_017030986.1|DKIK
OG0002193	LOC119085773|XP_037052160.1|BCOP	LOC108077737|XP_017026689.1|DKIK
OG0002194	LOC119070038|XP_037030217.1|BCOP	LOC108083684|XP_017035051.1|DKIK
OG0002195	LOC119067218|XP_037025959.1|BCOP	LOC108084613|XP_017036387.1|DKIK
OG0002196	LOC119078582|XP_037042054.1|BCOP	LOC108073401|XP_017020482.1|DKIK
OG0002197	LOC119069309|XP_037029255.1|BCOP	LOC108079024|XP_017028692.1|DKIK
OG0002198	LOC119068092|XP_037027404.1|BCOP	LOC108081206|XP_017031764.1|DKIK
OG0002199	LOC119074834|XP_037037026.1|BCOP	LOC108085014|XP_017036947.1|DKIK
OG0002200	LOC119070571|XP_037030872.1|BCOP	LOC108079392|XP_017029204.1|DKIK
OG0002202	LOC119068798|XP_037028455.1|BCOP	LOC108084286|XP_017035932.1|DKIK
OG0002203	LOC119069182|XP_037029011.1|BCOP	LOC108077851|XP_017026872.1|DKIK
OG0002204	LOC119069037|XP_037028801.1|BCOP	LOC108073444|XP_017020556.1|DKIK
OG0002205	LOC119070447|XP_037030693.1|BCOP	LOC108074059|XP_017021420.1|DKIK
OG0002206	LOC119067466|XP_037026348.1|BCOP	LOC108083629|XP_017034988.1|DKIK
OG0002207	LOC119068191|XP_037027584.1|BCOP, LOC119068192|XP_037027585.1|BCOP	LOC108085721|XP_017037933.1|DKIK
OG0002208	LOC119068186|XP_037027576.1|BCOP	LOC108084704|XP_017036528.1|DKIK, LOC108085737|XP_017037955.1|DKIK
OG0002209	LOC119076431|XP_037039074.1|BCOP	LOC108079158|XP_017028895.1|DKIK
OG0002210	LOC119067337|XP_037026136.1|BCOP	LOC108070726|XP_017016811.1|DKIK
OG0002211	LOC119070046|XP_037030224.1|BCOP	LOC108074095|XP_017021476.1|DKIK
OG0002212	LOC119069248|XP_037029195.1|BCOP, LOC119070313|XP_037030474.1|BCOP	LOC108084619|XP_017036394.1|DKIK
OG0002213	LOC119069748|XP_037029784.1|BCOP	LOC108080435|XP_017030658.1|DKIK
OG0002214	LOC119069073|XP_037028846.1|BCOP	LOC108073338|XP_017020391.1|DKIK
OG0002215	LOC119069952|XP_037030076.1|BCOP	LOC108075506|XP_017023462.1|DKIK
OG0002216	LOC119081256|XP_037045888.1|BCOP	LOC108078351|XP_017027649.1|DKIK
OG0002217	LOC119069242|XP_037029190.1|BCOP	LOC108085909|XP_017038166.1|DKIK
OG0002218	LOC119067252|XP_037026023.1|BCOP	LOC108083563|XP_017034907.1|DKIK
OG0002219	LOC119078248|XP_037041621.1|BCOP, LOC119069089|XP_037028872.1|BCOP	LOC108074118|XP_017021507.1|DKIK
OG0002220	LOC119072018|XP_037033032.1|BCOP, LOC119074239|XP_037036156.1|BCOP	LOC108074032|XP_017021388.1|DKIK
OG0002221	LOC119084830|XP_037050808.1|BCOP	LOC108078583|XP_017027992.1|DKIK
OG0002222	LOC119083959|XP_037049662.1|BCOP, LOC119083465|XP_037049080.1|BCOP, LOC119079723|XP_037043682.1|BCOP, LOC119082955|XP_037048497.1|BCOP	LOC108078355|XP_017027659.1|DKIK
OG0002223	LOC119081781|XP_037046883.1|BCOP	LOC108076385|XP_017024697.1|DKIK
OG0002224	LOC119081716|XP_037046729.1|BCOP	LOC108078114|XP_017027206.1|DKIK
OG0002225	LOC119073439|XP_037034818.1|BCOP	LOC108070604|XP_017016663.1|DKIK
OG0002226	LOC119081374|XP_037046151.1|BCOP	LOC108076341|XP_017024617.1|DKIK
OG0002227	LOC119080299|XP_037044467.1|BCOP	LOC108085154|XP_017037171.1|DKIK
OG0002228	LOC119082140|XP_037047415.1|BCOP, LOC119079257|XP_037042931.1|BCOP	LOC108074743|XP_017022405.1|DKIK
OG0002229	LOC119081545|XP_037046455.1|BCOP	LOC108076504|XP_017024891.1|DKIK, LOC108076155|XP_017024370.1|DKIK
OG0002230	LOC119079254|XP_037042930.1|BCOP	LOC108078257|XP_017027481.1|DKIK
OG0002231	LOC119073448|XP_037034836.1|BCOP	LOC108081332|XP_017031962.1|DKIK
OG0002233	LOC119075212|XP_037037494.1|BCOP	LOC108070392|XP_017016330.1|DKIK
OG0002235	LOC119083565|XP_037049197.1|BCOP	LOC108078263|XP_017027491.1|DKIK
OG0002236	LOC119080175|XP_037044295.1|BCOP	LOC108072194|XP_017018742.1|DKIK
OG0002237	LOC119079255|XP_037042933.1|BCOP	LOC108072121|XP_017018634.1|DKIK
OG0002238	LOC119083149|XP_037048686.1|BCOP, LOC119076738|XP_037039550.1|BCOP	LOC108070530|XP_017016541.1|DKIK
OG0002239	LOC119085382|XP_037051663.1|BCOP	LOC108078392|XP_017027736.1|DKIK
OG0002240	LOC119079503|XP_037043346.1|BCOP	LOC108076752|XP_017025237.1|DKIK
OG0002241	LOC119081255|XP_037045885.1|BCOP	LOC108078761|XP_017028286.1|DKIK, LOC108081331|XP_017031958.1|DKIK
OG0002242	LOC119080678|XP_037045006.1|BCOP	LOC108078843|XP_017028427.1|DKIK
OG0002243	LOC119083632|XP_037049262.1|BCOP	LOC108084138|XP_017035670.1|DKIK
OG0002244	LOC119084555|XP_037050465.1|BCOP, LOC119073695|XP_037035190.1|BCOP, LOC119084557|XP_037050468.1|BCOP	LOC108072729|XP_017019478.1|DKIK
OG0002245	LOC119073696|XP_037035191.1|BCOP	LOC108070559|XP_017016573.1|DKIK
OG0002246	LOC119079508|XP_037043357.1|BCOP	LOC108080699|XP_017031026.1|DKIK
OG0002247	LOC119079492|XP_037043336.1|BCOP	LOC108072073|XP_017018565.1|DKIK
OG0002248	LOC119079312|XP_037043005.1|BCOP	LOC108079845|XP_017029841.1|DKIK
OG0002249	LOC119080647|XP_037044956.1|BCOP	LOC108078622|XP_017028034.1|DKIK
OG0002250	LOC119073479|XP_037034879.1|BCOP	LOC108077971|XP_017027002.1|DKIK
OG0002251	LOC119073572|XP_037035026.1|BCOP	LOC108076816|XP_017025336.1|DKIK
OG0002252	LOC119077679|XP_037040836.1|BCOP	LOC108076826|XP_017025348.1|DKIK
OG0002253	LOC119074011|XP_037035841.1|BCOP	LOC108070899|XP_017017038.1|DKIK
OG0002254	LOC119079368|XP_037043133.1|BCOP	LOC108073346|XP_017020400.1|DKIK
OG0002255	LOC119084172|XP_037049926.1|BCOP	LOC108079393|XP_017029205.1|DKIK
OG0002256	LOC119081221|XP_037045840.1|BCOP, LOC119074128|XP_037036006.1|BCOP	LOC108078519|XP_017027913.1|DKIK
OG0002257	LOC119070242|XP_037030411.1|BCOP, LOC119075133|XP_037037414.1|BCOP	LOC108078218|XP_017027396.1|DKIK
OG0002258	LOC119079286|XP_037042971.1|BCOP, LOC119079287|XP_037042972.1|BCOP	LOC108079805|XP_017029773.1|DKIK
OG0002259	LOC119078492|XP_037041943.1|BCOP	LOC108084876|XP_017036762.1|DKIK
OG0002260	LOC119079351|XP_037043075.1|BCOP	LOC108073923|XP_017021209.1|DKIK
OG0002261	LOC119080525|XP_037044831.1|BCOP	LOC108083240|XP_017034435.1|DKIK
OG0002262	LOC119070724|XP_037031072.1|BCOP	LOC108078267|XP_017027505.1|DKIK
OG0002263	LOC119077861|XP_037041090.1|BCOP	LOC108078708|XP_017028158.1|DKIK
OG0002264	LOC119081148|XP_037045791.1|BCOP	LOC108078354|XP_017027658.1|DKIK
OG0002265	LOC119076153|XP_037038732.1|BCOP	LOC108071925|XP_017018374.1|DKIK
OG0002266	LOC119073649|XP_037035142.1|BCOP	LOC108083015|XP_017034130.1|DKIK
OG0002267	LOC119083362|XP_037048971.1|BCOP, LOC119075050|XP_037037340.1|BCOP	LOC108078921|XP_017028556.1|DKIK
OG0002268	LOC119080619|XP_037044918.1|BCOP, LOC119066077|XP_037024241.1|BCOP	LOC108085810|XP_017038050.1|DKIK
OG0002269	LOC119081728|XP_037046784.1|BCOP	LOC108082421|XP_017033274.1|DKIK
OG0002270	LOC119074506|XP_037036558.1|BCOP	LOC108078377|XP_017027699.1|DKIK
OG0002271	LOC119080669|XP_037044995.1|BCOP	LOC108078887|XP_017028506.1|DKIK
OG0002272	LOC119075051|XP_037037341.1|BCOP, LOC119083363|XP_037048973.1|BCOP	LOC108079874|XP_017029879.1|DKIK
OG0002273	LOC119069867|XP_037029932.1|BCOP, LOC119079355|XP_037043083.1|BCOP	LOC108083741|XP_017035143.1|DKIK
OG0002274	LOC119073513|XP_037034927.1|BCOP	LOC108075173|XP_017022984.1|DKIK
OG0002275	LOC119084843|XP_037050844.1|BCOP	LOC108078704|XP_017028151.1|DKIK
OG0002276	LOC119079718|XP_037043674.1|BCOP	LOC108079044|XP_017028719.1|DKIK
OG0002277	LOC119073271|XP_037034548.1|BCOP	LOC108079117|XP_017028846.1|DKIK
OG0002279	LOC119076586|XP_037039320.1|BCOP	LOC108078809|XP_017028376.1|DKIK
OG0002280	LOC119070015|XP_037030188.1|BCOP, LOC119070968|XP_037031440.1|BCOP, LOC119080389|XP_037044595.1|BCOP, LOC119069110|XP_037028897.1|BCOP	LOC108078691|XP_017028130.1|DKIK
OG0002281	LOC119077996|XP_037041271.1|BCOP	LOC108079769|XP_017029684.1|DKIK
OG0002282	LOC119085901|XP_037052340.1|BCOP, LOC119077824|XP_037041030.1|BCOP, LOC119073806|XP_037035464.1|BCOP	LOC108073942|XP_017021245.1|DKIK
OG0002284	LOC119081350|XP_037046090.1|BCOP	LOC108076781|XP_017025276.1|DKIK
OG0002285	LOC119072366|XP_037033455.1|BCOP, LOC119077792|XP_037040999.1|BCOP	LOC108079346|XP_017029142.1|DKIK
OG0002286	LOC119079844|XP_037043804.1|BCOP	LOC108072365|XP_017018948.1|DKIK
OG0002287	LOC119074511|XP_037036568.1|BCOP	LOC108078365|XP_017027676.1|DKIK
OG0002288	LOC119080406|XP_037044632.1|BCOP	LOC108078813|XP_017028381.1|DKIK
OG0002289	LOC119073547|XP_037034995.1|BCOP, LOC119073548|XP_037034996.1|BCOP	LOC108077475|XP_017026283.1|DKIK
OG0002290	LOC119076753|XP_037039597.1|BCOP, LOC119069972|XP_037030110.1|BCOP	LOC108082715|XP_017033712.1|DKIK
OG0002291	LOC119079329|XP_037043021.1|BCOP	LOC108072933|XP_017019771.1|DKIK
OG0002292	LOC119079063|XP_037042770.1|BCOP	LOC108080732|XP_017031080.1|DKIK
OG0002293	LOC119073985|XP_037035791.1|BCOP	LOC108072441|XP_017019057.1|DKIK
OG0002294	LOC119079625|XP_037043517.1|BCOP, LOC119079626|XP_037043519.1|BCOP	LOC108085035|XP_017036971.1|DKIK
OG0002295	LOC119066270|XP_037024521.1|BCOP	LOC108075848|XP_017023918.1|DKIK
OG0002296	LOC119072829|XP_037034024.1|BCOP	LOC108077150|XP_017025866.1|DKIK
OG0002297	LOC119080976|XP_037045515.1|BCOP	LOC108084192|XP_017035778.1|DKIK
OG0002298	LOC119073204|XP_037034409.1|BCOP, LOC119081199|XP_037045810.1|BCOP	LOC108072130|XP_017018654.1|DKIK
OG0002299	LOC119081201|XP_037045816.1|BCOP, LOC119073225|XP_037034432.1|BCOP	LOC108072928|XP_017019764.1|DKIK
OG0002300	LOC119071456|XP_037032203.1|BCOP	LOC108073627|XP_017020818.1|DKIK
OG0002301	LOC119082756|XP_037048233.1|BCOP	LOC108081527|XP_017032232.1|DKIK
OG0002302	LOC119070830|XP_037031227.1|BCOP	LOC108077192|XP_017025929.1|DKIK
OG0002303	LOC119077038|XP_037040057.1|BCOP	LOC108079459|XP_017029287.1|DKIK
OG0002304	LOC119081963|XP_037047162.1|BCOP	LOC108085258|XP_017037295.1|DKIK
OG0002305	LOC119085146|XP_037051319.1|BCOP	LOC108075012|XP_017022748.1|DKIK
OG0002306	LOC119070890|XP_037031307.1|BCOP	LOC108074858|XP_017022558.1|DKIK
OG0002307	LOC119066739|XP_037025256.1|BCOP	LOC108074551|XP_017022136.1|DKIK
OG0002308	LOC119072832|XP_037034035.1|BCOP	LOC108077141|XP_017025844.1|DKIK
OG0002309	LOC119069832|XP_037029895.1|BCOP	LOC108081365|XP_017032006.1|DKIK
OG0002310	LOC119085817|XP_037052203.1|BCOP	LOC108081414|XP_017032082.1|DKIK
OG0002311	LOC119082307|XP_037047697.1|BCOP	LOC108082780|XP_017033804.1|DKIK
OG0002312	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP	LOC108072490|XP_017019146.1|DKIK
OG0002313	LOC119085561|XP_037051885.1|BCOP	LOC108076513|XP_017024908.1|DKIK
OG0002314	LOC119073895|XP_037035679.1|BCOP	LOC108070815|XP_017016904.1|DKIK
OG0002315	LOC119066318|XP_037024602.1|BCOP	LOC108082326|XP_017033144.1|DKIK
OG0002316	LOC119072614|XP_037033763.1|BCOP	LOC108081976|XP_017032701.1|DKIK
OG0002317	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP	LOC108072752|XP_017019510.1|DKIK, LOC108073737|XP_017021377.1|DKIK
OG0002318	LOC119082095|XP_037047357.1|BCOP	LOC108082836|XP_017033889.1|DKIK
OG0002319	LOC119072731|XP_037033902.1|BCOP	LOC108072617|XP_017019333.1|DKIK
OG0002320	LOC119079431|XP_037043237.1|BCOP	LOC108078153|XP_017027285.1|DKIK
OG0002321	LOC119066374|XP_037024694.1|BCOP	LOC108074705|XP_017022334.1|DKIK
OG0002322	LOC119082065|XP_037047298.1|BCOP	LOC108075784|XP_017023832.1|DKIK
