Orthogroup	BCOP.longest_only	DSIM.longest_only
OG0002256	LOC119081221|XP_037045840.1|BCOP, LOC119074128|XP_037036006.1|BCOP	LOC6733902|XP_016026944.1|DSIM
OG0002257	LOC119070242|XP_037030411.1|BCOP, LOC119075133|XP_037037414.1|BCOP	LOC6733970|XP_016027008.1|DSIM
OG0002258	LOC119079286|XP_037042971.1|BCOP, LOC119079287|XP_037042972.1|BCOP	LOC6737065|XP_002083912.2|DSIM
OG0002259	LOC119078492|XP_037041943.1|BCOP	LOC27206398|XP_016039496.1|DSIM
OG0002260	LOC119079351|XP_037043075.1|BCOP	LOC6738737|XP_039149143.1|DSIM
OG0002261	LOC119080525|XP_037044831.1|BCOP	LOC6738715|XP_002085516.1|DSIM
OG0002262	LOC119070724|XP_037031072.1|BCOP	LOC6733756|XP_016026710.1|DSIM
OG0002263	LOC119077861|XP_037041090.1|BCOP	LOC6738247|XP_016032128.1|DSIM
OG0002264	LOC119081148|XP_037045791.1|BCOP	LOC6736087|XP_002082988.2|DSIM
OG0002265	LOC119076153|XP_037038732.1|BCOP	LOC6737567|XP_002084400.1|DSIM
OG0002266	LOC119073649|XP_037035142.1|BCOP	LOC6738772|XP_016032590.1|DSIM
OG0002267	LOC119083362|XP_037048971.1|BCOP, LOC119075050|XP_037037340.1|BCOP	LOC6737361|XP_002084199.1|DSIM
OG0002268	LOC119080619|XP_037044918.1|BCOP, LOC119066077|XP_037024241.1|BCOP	LOC6738984|XP_002085779.1|DSIM
OG0002269	LOC119081728|XP_037046784.1|BCOP	LOC6734653|XP_016027824.1|DSIM
OG0002270	LOC119074506|XP_037036558.1|BCOP	LOC27206693|XP_039147336.1|DSIM, LOC6734697|XP_039147334.1|DSIM
OG0002271	LOC119080669|XP_037044995.1|BCOP	LOC6737373|XP_016031114.1|DSIM
OG0002272	LOC119075051|XP_037037341.1|BCOP, LOC119083363|XP_037048973.1|BCOP	LOC6736381|XP_039150167.1|DSIM
OG0002273	LOC119069867|XP_037029932.1|BCOP, LOC119079355|XP_037043083.1|BCOP	LOC6738209|XP_016032042.1|DSIM
OG0002274	LOC119073513|XP_037034927.1|BCOP	LOC6739671|XP_016032909.1|DSIM
OG0002275	LOC119084843|XP_037050844.1|BCOP	LOC6738431|XP_002085240.1|DSIM
OG0002276	LOC119079718|XP_037043674.1|BCOP	LOC6736352|XP_016029834.1|DSIM
OG0002277	LOC119073271|XP_037034548.1|BCOP	LOC27206733|XP_039150054.1|DSIM
OG0002279	LOC119076586|XP_037039320.1|BCOP	LOC6737402|XP_002084240.3|DSIM
OG0002280	LOC119070015|XP_037030188.1|BCOP, LOC119070968|XP_037031440.1|BCOP, LOC119080389|XP_037044595.1|BCOP, LOC119069110|XP_037028897.1|BCOP	LOC6738391|XP_016032222.1|DSIM
OG0002281	LOC119077996|XP_037041271.1|BCOP	LOC6738382|XP_002085191.1|DSIM
OG0002282	LOC119085901|XP_037052340.1|BCOP, LOC119077824|XP_037041030.1|BCOP, LOC119073806|XP_037035464.1|BCOP	LOC6736627|XP_039149247.1|DSIM
OG0002284	LOC119081350|XP_037046090.1|BCOP	LOC6739320|XP_002080540.1|DSIM
OG0002285	LOC119072366|XP_037033455.1|BCOP, LOC119077792|XP_037040999.1|BCOP	LOC6725345|XP_039153480.1|DSIM
OG0002286	LOC119079844|XP_037043804.1|BCOP	LOC6735814|XP_002082724.1|DSIM
OG0002287	LOC119074511|XP_037036568.1|BCOP	LOC6734698|XP_016027898.1|DSIM
OG0002288	LOC119080406|XP_037044632.1|BCOP	LOC6737372|XP_016031111.1|DSIM
OG0002289	LOC119073547|XP_037034995.1|BCOP, LOC119073548|XP_037034996.1|BCOP	LOC6737303|XP_002084143.1|DSIM
OG0002290	LOC119076753|XP_037039597.1|BCOP, LOC119069972|XP_037030110.1|BCOP	LOC6731178|XP_002078337.1|DSIM
OG0002291	LOC119079329|XP_037043021.1|BCOP	LOC6739288|XP_016026301.1|DSIM
OG0002292	LOC119079063|XP_037042770.1|BCOP	LOC6733280|XP_016026174.1|DSIM
OG0002293	LOC119073985|XP_037035791.1|BCOP	LOC6733145|XP_016026016.1|DSIM
OG0002294	LOC119079625|XP_037043517.1|BCOP, LOC119079626|XP_037043519.1|BCOP	LOC6728950|XP_002104278.1|DSIM
OG0002295	LOC119066270|XP_037024521.1|BCOP	LOC6731303|XP_016023871.1|DSIM
OG0002296	LOC119072829|XP_037034024.1|BCOP	LOC6731644|XP_039147065.1|DSIM
OG0002297	LOC119080976|XP_037045515.1|BCOP	LOC6728005|XP_039151004.1|DSIM
OG0002298	LOC119073204|XP_037034409.1|BCOP, LOC119081199|XP_037045810.1|BCOP	LOC6736008|XP_016029384.1|DSIM
OG0002299	LOC119081201|XP_037045816.1|BCOP, LOC119073225|XP_037034432.1|BCOP	LOC6739374|XP_002076283.1|DSIM
OG0002300	LOC119071456|XP_037032203.1|BCOP	LOC6731099|XP_016023627.1|DSIM
OG0002301	LOC119082756|XP_037048233.1|BCOP	LOC6733085|XP_016025792.1|DSIM
OG0002302	LOC119070830|XP_037031227.1|BCOP	LOC6733096|XP_002080173.2|DSIM
OG0002303	LOC119077038|XP_037040057.1|BCOP	LOC6724793|XP_016037571.1|DSIM
OG0002304	LOC119081963|XP_037047162.1|BCOP	LOC6732378|XP_016025032.1|DSIM
OG0002305	LOC119085146|XP_037051319.1|BCOP	LOC6738846|XP_002085646.2|DSIM
OG0002306	LOC119070890|XP_037031307.1|BCOP	LOC6731522|XP_039148097.1|DSIM
OG0002307	LOC119066739|XP_037025256.1|BCOP	LOC6730614|XP_016023051.1|DSIM
OG0002308	LOC119072832|XP_037034035.1|BCOP	LOC6731646|XP_002078786.1|DSIM
OG0002309	LOC119069832|XP_037029895.1|BCOP	LOC27207015|XP_016023586.1|DSIM
OG0002310	LOC119085817|XP_037052203.1|BCOP	LOC6733057|XP_016025738.1|DSIM
OG0002311	LOC119082307|XP_037047697.1|BCOP	LOC6732854|XP_039149814.1|DSIM
OG0002312	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP	LOC6732193|XP_016024876.1|DSIM
OG0002313	LOC119085561|XP_037051885.1|BCOP	LOC6734501|XP_016027626.1|DSIM
OG0002314	LOC119073895|XP_037035679.1|BCOP	LOC6733561|XP_002080616.3|DSIM
OG0002315	LOC119066318|XP_037024602.1|BCOP	LOC6734076|XP_016027074.1|DSIM
OG0002316	LOC119072614|XP_037033763.1|BCOP	LOC6731926|XP_016024596.1|DSIM
OG0002317	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP	LOC6738112|XP_016031944.1|DSIM
OG0002318	LOC119082095|XP_037047357.1|BCOP	LOC6732710|XP_002079824.1|DSIM
OG0002319	LOC119072731|XP_037033902.1|BCOP	LOC6732168|XP_016024858.1|DSIM
OG0002320	LOC119079431|XP_037043237.1|BCOP	LOC6735470|XP_016028775.1|DSIM
OG0002321	LOC119066374|XP_037024694.1|BCOP	LOC6739417|XP_016027109.1|DSIM
OG0002322	LOC119082065|XP_037047298.1|BCOP	LOC6733074|XP_002080151.2|DSIM
OG0002323	LOC119084003|XP_037049710.1|BCOP	LOC6733041|XP_002080120.1|DSIM
OG0002324	LOC119073596|XP_037035065.1|BCOP	LOC6738719|XP_016032535.1|DSIM
OG0002325	LOC119066721|XP_037025230.1|BCOP, LOC119073537|XP_037034975.1|BCOP, LOC119073517|XP_037034939.1|BCOP	LOC6737600|XP_016031386.1|DSIM
OG0002326	LOC119076472|XP_037039144.1|BCOP, LOC119072872|XP_037034074.1|BCOP, LOC119073530|XP_037034964.1|BCOP	LOC6737602|XP_016031387.1|DSIM
OG0002327	LOC119073735|XP_037035282.1|BCOP	LOC27206728|XP_016035200.1|DSIM
OG0002328	LOC119082380|XP_037047798.1|BCOP	LOC6732879|XP_016025605.1|DSIM
OG0002329	LOC119070923|XP_037031360.1|BCOP	LOC6730534|XP_016022989.1|DSIM
OG0002330	LOC119077117|XP_037040181.1|BCOP	LOC6730537|XP_002077716.1|DSIM
OG0002331	LOC119076302|XP_037038862.1|BCOP	LOC6740214|XP_002077093.1|DSIM
OG0002332	LOC119085089|XP_037051225.1|BCOP	LOC6736542|XP_002083412.2|DSIM
OG0002333	LOC119079279|XP_037042960.1|BCOP, LOC119079284|XP_037042968.1|BCOP	LOC6736147|XP_016029533.1|DSIM
OG0002334	LOC119084807|XP_037050773.1|BCOP, LOC119080246|XP_037044389.1|BCOP	LOC6731120|XP_016023662.1|DSIM
OG0002335	LOC119084622|XP_037050583.1|BCOP	LOC6733623|XP_016026585.1|DSIM
OG0002336	LOC119071160|XP_037031810.1|BCOP	LOC6738639|XP_002085441.1|DSIM
OG0002337	LOC119081396|XP_037046177.1|BCOP	LOC6733726|XP_016026696.1|DSIM
OG0002338	LOC119082046|XP_037047267.1|BCOP	LOC6731325|XP_016023906.1|DSIM
OG0002339	LOC119076373|XP_037038978.1|BCOP	LOC6730827|XP_016023244.1|DSIM
OG0002340	LOC119076367|XP_037038968.1|BCOP	LOC6732030|XP_016024725.1|DSIM
OG0002341	LOC119068618|XP_037028179.1|BCOP, LOC119073643|XP_037035136.1|BCOP, LOC119072585|XP_037033733.1|BCOP	LOC6733811|XP_002080855.1|DSIM
OG0002342	LOC119085397|XP_037051694.1|BCOP	LOC6739217|XP_016023568.1|DSIM
OG0002343	LOC119077071|XP_037040108.1|BCOP	LOC6739212|XP_039148274.1|DSIM
OG0002344	LOC119082390|XP_037047814.1|BCOP	LOC27208349|XP_039147864.1|DSIM
OG0002345	LOC119074085|XP_037035935.1|BCOP	LOC6733451|XP_002080508.2|DSIM
OG0002346	LOC119084611|XP_037050572.1|BCOP, LOC119072567|XP_037033702.1|BCOP	LOC27209426|XP_016023863.1|DSIM
OG0002347	LOC119081380|XP_037046159.1|BCOP	LOC27208667|XP_016027101.1|DSIM
OG0002348	LOC119066932|XP_037025540.1|BCOP	LOC6731478|XP_016024160.1|DSIM
OG0002349	LOC119073881|XP_037035656.1|BCOP	LOC27208194|XP_016026398.1|DSIM
OG0002350	LOC119081404|XP_037046193.1|BCOP	LOC6733450|XP_016026399.1|DSIM
OG0002351	LOC119081501|XP_037046402.1|BCOP	LOC6734147|XP_002081176.1|DSIM
OG0002352	LOC119081468|XP_037046352.1|BCOP	LOC6734237|XP_016027288.1|DSIM
OG0002353	LOC119082403|XP_037047829.1|BCOP	LOC6740731|XP_016025968.1|DSIM
OG0002354	LOC119085918|XP_037052367.1|BCOP	LOC6731580|XP_002078721.1|DSIM
OG0002355	LOC119082262|XP_037047617.1|BCOP	LOC6739528|XP_039151933.1|DSIM, LOC120284206|XP_039148603.1|DSIM
OG0002356	LOC119083269|XP_037048850.1|BCOP	LOC6732524|XP_002079643.2|DSIM
OG0002357	LOC119079343|XP_037043066.1|BCOP, LOC119080488|XP_037044780.1|BCOP	LOC6728080|XP_039150450.1|DSIM
OG0002358	LOC119066242|XP_037024457.1|BCOP	LOC6731759|XP_002078894.1|DSIM
OG0002359	LOC119077069|XP_037040106.1|BCOP	LOC120285377|XP_039153896.1|DSIM, LOC6725037|XP_002106068.1|DSIM
OG0002360	LOC119071573|XP_037032407.1|BCOP	LOC6732989|XP_002080068.1|DSIM
OG0002361	LOC119077610|XP_037040726.1|BCOP	LOC6738762|XP_016032572.1|DSIM
OG0002362	LOC119076930|XP_037039853.1|BCOP	LOC6731370|XP_016023977.1|DSIM
OG0002363	LOC119076926|XP_037039846.1|BCOP	LOC6731327|XP_002078483.1|DSIM
OG0002364	LOC119076922|XP_037039831.1|BCOP	LOC6731330|XP_039154561.1|DSIM
OG0002365	LOC119075602|XP_037037966.1|BCOP	LOC6731332|XP_002078488.2|DSIM
OG0002366	LOC119072718|XP_037033884.1|BCOP	LOC6731014|XP_016023498.1|DSIM
OG0002367	LOC119068278|XP_037027704.1|BCOP, LOC119084601|XP_037050551.1|BCOP	LOC6730654|XP_016023090.1|DSIM
OG0002368	LOC119077129|XP_037040198.1|BCOP	LOC6731159|XP_016023710.1|DSIM
OG0002369	LOC119077133|XP_037040207.1|BCOP	LOC6726475|XP_016040098.2|DSIM
OG0002370	LOC119075583|XP_037037946.1|BCOP	LOC6732283|XP_016024949.1|DSIM
OG0002371	LOC119076257|XP_037038820.1|BCOP	LOC6732281|XP_016024948.1|DSIM
OG0002372	LOC119078905|XP_037042529.1|BCOP	LOC6730942|XP_039147181.1|DSIM
OG0002373	LOC119076965|XP_037039952.1|BCOP	LOC6732543|XP_016025197.1|DSIM
OG0002374	LOC119069869|XP_037029935.1|BCOP	LOC6729506|XP_016036183.1|DSIM
OG0002375	LOC119081144|XP_037045783.1|BCOP	LOC6727146|XP_002102539.1|DSIM
OG0002376	LOC119081928|XP_037047078.1|BCOP	LOC6731287|XP_016023850.1|DSIM
OG0002377	LOC119065987|XP_037024088.1|BCOP, LOC119077235|XP_037040319.1|BCOP	LOC6726812|XP_002102219.1|DSIM
OG0002378	LOC119084173|XP_037049927.1|BCOP	LOC6737901|XP_002084729.1|DSIM
OG0002379	LOC119078936|XP_037042577.1|BCOP	LOC6732516|XP_002079636.1|DSIM
OG0002380	LOC119082244|XP_037047603.1|BCOP	LOC27208268|XP_039154049.1|DSIM
OG0002381	LOC119066384|XP_037024711.1|BCOP	LOC6734447|XP_002081467.1|DSIM
OG0002382	LOC119071174|XP_037031832.1|BCOP	LOC27206587|XP_016038559.1|DSIM
OG0002383	LOC119071194|XP_037031870.1|BCOP	LOC6736399|XP_016029905.1|DSIM
OG0002384	LOC119069011|XP_037028783.1|BCOP, LOC119074536|XP_037036598.1|BCOP	LOC6739945|XP_039152680.1|DSIM
OG0002386	LOC119084151|XP_037049893.1|BCOP	LOC6727402|XP_016033950.1|DSIM
OG0002387	LOC119084427|XP_037050299.1|BCOP	LOC6729206|XP_016035851.1|DSIM
OG0002388	LOC119066565|XP_037025007.1|BCOP, LOC119080347|XP_037044540.1|BCOP, LOC119078065|XP_037041397.1|BCOP	LOC6728001|XP_016034600.1|DSIM
OG0002389	LOC119076759|XP_037039611.1|BCOP	LOC6729225|XP_002104546.1|DSIM
OG0002390	LOC119073788|XP_037035407.1|BCOP	LOC6731871|XP_002079006.1|DSIM
OG0002391	LOC119085224|XP_037051432.1|BCOP	LOC6734895|XP_002081892.2|DSIM
OG0002392	LOC119072765|XP_037033958.1|BCOP, LOC119075003|XP_037037300.1|BCOP	LOC6736835|XP_039149347.1|DSIM
OG0002393	LOC119074933|XP_037037218.1|BCOP	LOC6738346|XP_016032192.1|DSIM
OG0002394	LOC119068580|XP_037028158.1|BCOP	LOC6729635|XP_002104943.2|DSIM
OG0002395	LOC119078061|XP_037041390.1|BCOP	LOC6728577|XP_016035209.1|DSIM
OG0002396	LOC119080349|XP_037044542.1|BCOP	LOC6734602|XP_016027750.1|DSIM
OG0002397	LOC119076486|XP_037039166.1|BCOP	LOC27206147|XP_016026037.1|DSIM
OG0002398	LOC119082077|XP_037047312.1|BCOP, LOC119073932|XP_037035696.1|BCOP, LOC119072043|XP_037033057.1|BCOP, LOC119072044|XP_037033063.1|BCOP	LOC6725504|XP_016038647.1|DSIM
OG0002399	LOC119071691|XP_037032574.1|BCOP	LOC6733190|XP_016026076.2|DSIM
OG0002400	LOC119071702|XP_037032585.1|BCOP	LOC6734921|XP_016028195.1|DSIM
OG0002401	LOC119079502|XP_037043345.1|BCOP	LOC27207119|XP_016037206.1|DSIM
OG0002402	LOC119076888|XP_037039787.1|BCOP	LOC6727866|XP_016034440.1|DSIM
OG0002403	LOC119074386|XP_037036399.1|BCOP, LOC119076884|XP_037039783.1|BCOP	LOC6727865|XP_002103220.1|DSIM
OG0002404	LOC119084374|XP_037050221.1|BCOP	LOC27208027|XP_016033127.1|DSIM
OG0002405	LOC119071729|XP_037032653.1|BCOP	LOC6726807|XP_016033307.1|DSIM
OG0002406	LOC119074007|XP_037035839.1|BCOP	LOC6738332|XP_002085142.1|DSIM
OG0002407	LOC119084019|XP_037049728.1|BCOP	LOC6730358|XP_016037128.1|DSIM
OG0002408	LOC119068865|XP_037028601.1|BCOP	LOC6726818|XP_016033319.1|DSIM
OG0002410	LOC119074783|XP_037036952.1|BCOP	LOC6727415|XP_016033974.1|DSIM
OG0002411	LOC119068782|XP_037028437.1|BCOP	LOC6728850|XP_002104184.1|DSIM
OG0002412	LOC119068166|XP_037027543.1|BCOP	LOC27208043|XP_039154266.1|DSIM
OG0002413	LOC119085333|XP_037051612.1|BCOP	LOC27206838|XP_016038360.1|DSIM
OG0002414	LOC119083075|XP_037048592.1|BCOP	LOC6736313|XP_002083197.1|DSIM
OG0002415	LOC119076085|XP_037038633.1|BCOP, LOC119076088|XP_037038636.1|BCOP	LOC6728398|XP_039151947.1|DSIM
OG0002416	LOC119076143|XP_037038713.1|BCOP, LOC119078096|XP_037041460.1|BCOP	LOC6724702|XP_016037272.1|DSIM
OG0002417	LOC119070846|XP_037031251.1|BCOP	LOC6730411|XP_002077592.1|DSIM
OG0002418	LOC119066192|XP_037024404.1|BCOP	LOC6739816|XP_016025865.2|DSIM
OG0002419	LOC119077851|XP_037041073.1|BCOP	LOC6725092|XP_002106119.1|DSIM
OG0002420	LOC119079301|XP_037042983.1|BCOP, LOC119078134|XP_037041505.1|BCOP, LOC119082199|XP_037047528.1|BCOP	LOC6736631|XP_016030216.1|DSIM
OG0002421	LOC119079652|XP_037043628.1|BCOP, LOC119076131|XP_037038698.1|BCOP, LOC119079578|XP_037043500.1|BCOP	LOC6729406|XP_016036052.1|DSIM
OG0002422	LOC119078114|XP_037041461.1|BCOP, LOC119080523|XP_037044828.1|BCOP	LOC6727166|XP_016033656.1|DSIM
OG0002423	LOC119074331|XP_037036310.1|BCOP	LOC6737629|XP_016031398.1|DSIM
OG0002424	LOC119076864|XP_037039764.1|BCOP	LOC27208340|XP_016037190.1|DSIM
OG0002425	LOC119067380|XP_037026195.1|BCOP	LOC6726033|XP_016039419.1|DSIM
OG0002426	LOC119083250|XP_037048809.1|BCOP	LOC6736272|XP_002083156.1|DSIM
OG0002427	LOC119078692|XP_037042251.1|BCOP	LOC6724688|XP_002105737.2|DSIM
OG0002428	LOC119067826|XP_037026893.1|BCOP	LOC27206829|XP_039152615.1|DSIM
OG0002429	LOC119082512|XP_037047919.1|BCOP	LOC6736521|XP_016030099.1|DSIM
OG0002430	LOC119078236|XP_037041589.1|BCOP	LOC6733353|XP_016026265.1|DSIM
OG0002431	LOC119071319|XP_037032097.1|BCOP	LOC6735260|XP_016028609.1|DSIM
OG0002432	LOC119074344|XP_037036332.1|BCOP	LOC6725116|XP_002106142.2|DSIM
OG0002433	LOC119077797|XP_037041003.1|BCOP	LOC27206449|XP_016034079.2|DSIM
OG0002434	LOC119084220|XP_037050014.1|BCOP	LOC6728754|XP_016035429.1|DSIM
OG0002436	LOC119071260|XP_037032010.1|BCOP	LOC6734390|XP_016027512.1|DSIM
OG0002437	LOC119085315|XP_037051589.1|BCOP	LOC6734351|XP_016027426.1|DSIM
OG0002438	LOC119071047|XP_037031544.1|BCOP	LOC6724893|XP_039152674.1|DSIM
OG0002439	LOC119070966|XP_037031432.1|BCOP	LOC6731158|XP_016023708.1|DSIM
OG0002440	LOC119085381|XP_037051662.1|BCOP, LOC119067279|XP_037026051.1|BCOP	LOC6738521|XP_016032364.1|DSIM
OG0002441	LOC119071391|XP_037032162.1|BCOP	LOC6733748|XP_016026708.1|DSIM
OG0002442	LOC119074198|XP_037036089.1|BCOP	LOC6734940|XP_002081937.1|DSIM
OG0002443	LOC119072386|XP_037033484.1|BCOP, LOC119072392|XP_037033496.1|BCOP	LOC6733918|XP_039147981.1|DSIM
OG0002444	LOC119084080|XP_037049810.1|BCOP	LOC27208017|XP_039148137.1|DSIM
OG0002445	LOC119069836|XP_037029898.1|BCOP	LOC6734368|XP_016027449.1|DSIM
OG0002447	LOC119071927|XP_037032945.1|BCOP	LOC6737879|XP_016031661.1|DSIM
OG0002448	LOC119066229|XP_037024448.1|BCOP	LOC6735605|XP_016028967.1|DSIM
OG0002449	LOC119071329|XP_037032108.1|BCOP	LOC6734830|XP_016028063.1|DSIM
OG0002450	LOC119084537|XP_037050445.1|BCOP, LOC119084500|XP_037050417.1|BCOP	LOC6728624|XP_002103965.2|DSIM
OG0002451	LOC119084029|XP_037049746.1|BCOP, LOC119077965|XP_037041240.1|BCOP	LOC6733615|XP_016026573.1|DSIM
OG0002452	LOC119066537|XP_037024957.1|BCOP	LOC6735693|XP_002082609.1|DSIM
OG0002453	LOC119072839|XP_037034047.1|BCOP	LOC6735692|XP_002082608.2|DSIM
OG0002454	LOC119066170|XP_037024361.1|BCOP	LOC6736263|XP_016029752.1|DSIM
OG0002455	LOC119072032|XP_037033048.1|BCOP	LOC6736264|XP_002083148.2|DSIM
OG0002456	LOC119072082|XP_037033133.1|BCOP	LOC6735799|XP_039147421.1|DSIM
OG0002457	LOC119085354|XP_037051625.1|BCOP	LOC6733400|XP_016026322.1|DSIM
OG0002458	LOC119066843|XP_037025406.1|BCOP	LOC6739222|XP_002076132.2|DSIM
OG0002459	LOC119077043|XP_037040065.1|BCOP	LOC6734330|XP_016027403.1|DSIM
OG0002460	LOC119066116|XP_037024292.1|BCOP	LOC27206597|XP_039148049.1|DSIM
OG0002461	LOC119082739|XP_037048214.1|BCOP	LOC6734861|XP_002081862.2|DSIM
OG0002462	LOC119071060|XP_037031574.1|BCOP	LOC6735220|XP_016028533.1|DSIM
OG0002463	LOC119078240|XP_037041597.1|BCOP	LOC6735995|XP_002082904.1|DSIM
OG0002464	LOC119071679|XP_037032555.1|BCOP	LOC6734938|XP_002081935.1|DSIM
OG0002465	LOC119082101|XP_037047366.1|BCOP	LOC6733187|XP_002080263.1|DSIM
OG0002466	LOC119085098|XP_037051237.1|BCOP, LOC119083407|XP_037049021.1|BCOP	LOC27207985|XP_016037292.1|DSIM
OG0002467	LOC119073227|XP_037034433.1|BCOP, LOC119081200|XP_037045812.1|BCOP	LOC6736882|XP_016030527.1|DSIM
OG0002468	LOC119083241|XP_037048794.1|BCOP, LOC119083240|XP_037048791.1|BCOP, LOC119083221|XP_037048782.1|BCOP	LOC6737920|XP_016031688.1|DSIM
OG0002469	LOC119067785|XP_037026821.1|BCOP	LOC6726651|XP_016033139.1|DSIM
OG0002470	LOC119083279|XP_037048862.1|BCOP	LOC6739364|XP_002076270.2|DSIM
OG0002471	LOC119086078|XP_037052549.1|BCOP	LOC6733713|XP_016026681.1|DSIM
OG0002472	LOC119071492|XP_037032238.1|BCOP	LOC6734111|XP_016027123.1|DSIM
OG0002473	LOC119072615|XP_037033765.1|BCOP	LOC6734044|XP_002081080.1|DSIM
OG0002474	LOC119071844|XP_037032794.1|BCOP	LOC6738170|XP_039150306.1|DSIM
OG0002475	LOC119071960|XP_037032986.1|BCOP	LOC6730195|XP_016036951.1|DSIM
OG0002476	LOC119085339|XP_037051617.1|BCOP	LOC6735718|XP_002082634.1|DSIM
OG0002477	LOC119072433|XP_037033542.1|BCOP	LOC6735341|XP_002082289.2|DSIM
OG0002478	LOC119078989|XP_037042640.1|BCOP	LOC27206180|XP_039147460.1|DSIM
OG0002479	LOC119066902|XP_037025487.1|BCOP	LOC6734436|XP_002081456.1|DSIM
OG0002480	LOC119071163|XP_037031815.1|BCOP	LOC6739534|XP_039148378.1|DSIM
OG0002481	LOC119067505|XP_037026410.1|BCOP, LOC119078450|XP_037041875.1|BCOP	LOC27206677|XP_016037722.1|DSIM
OG0002482	LOC119071591|XP_037032433.1|BCOP, LOC119068653|XP_037028226.1|BCOP	LOC6734349|XP_016027425.1|DSIM
OG0002483	LOC119076934|XP_037039866.1|BCOP	LOC6735956|XP_002082865.1|DSIM
OG0002484	LOC119075973|XP_037038455.1|BCOP, LOC119067411|XP_037026253.1|BCOP	LOC6734926|XP_002081923.1|DSIM
OG0002485	LOC119070974|XP_037031447.1|BCOP	LOC6733595|XP_002080649.1|DSIM
OG0002486	LOC119085992|XP_037052458.1|BCOP	LOC6738783|XP_002085583.1|DSIM
OG0002487	LOC119072776|XP_037033960.1|BCOP	LOC27207868|XP_016025850.1|DSIM
OG0002488	LOC119080997|XP_037045556.1|BCOP	LOC27206187|XP_016029013.1|DSIM
OG0002489	LOC119076718|XP_037039536.1|BCOP	LOC6738658|XP_016032479.1|DSIM
OG0002490	LOC119071118|XP_037031662.1|BCOP, LOC119080097|XP_037044221.1|BCOP	LOC6735345|XP_002082292.2|DSIM
OG0002491	LOC119071526|XP_037032302.1|BCOP	LOC6739035|XP_016032873.1|DSIM
OG0002492	LOC119071175|XP_037031838.1|BCOP	LOC6735051|XP_039148567.1|DSIM
OG0002493	LOC119071162|XP_037031814.1|BCOP	LOC6733606|XP_002080660.1|DSIM
OG0002494	LOC119084257|XP_037050057.1|BCOP	LOC6728761|XP_016035440.1|DSIM
OG0002495	LOC119083517|XP_037049129.1|BCOP	LOC6734584|XP_039148632.1|DSIM
OG0002497	LOC119073156|XP_037034353.1|BCOP, LOC119080635|XP_037044944.1|BCOP, LOC119085952|XP_037052398.1|BCOP, LOC119066403|XP_037024759.1|BCOP, LOC119082531|XP_037047938.1|BCOP, LOC119080978|XP_037045518.1|BCOP	LOC6738273|XP_002085084.3|DSIM
OG0002499	LOC119075573|XP_037037935.1|BCOP	LOC6736239|XP_016029742.1|DSIM
OG0002500	LOC119083584|XP_037049227.1|BCOP	LOC6740232|XP_002077111.1|DSIM, LOC27206426|XP_016036653.1|DSIM
OG0002508	LOC119069496|XP_037029462.1|BCOP	LOC27208156|XP_016022757.1|DSIM
OG0002509	LOC119067530|XP_037026479.1|BCOP	LOC6733412|XP_016026349.1|DSIM
OG0002510	LOC119083413|XP_037049026.1|BCOP, LOC119067720|XP_037026732.1|BCOP	LOC6726633|XP_016040360.1|DSIM
OG0002511	LOC119068188|XP_037027577.1|BCOP	LOC6728198|XP_039151553.1|DSIM
OG0002512	LOC119080990|XP_037045531.1|BCOP	LOC6724706|XP_016022628.1|DSIM
OG0002513	LOC119085629|XP_037051960.1|BCOP	LOC6728730|XP_039150607.1|DSIM
OG0002514	LOC119068027|XP_037027285.1|BCOP	LOC6736303|XP_039148933.1|DSIM
OG0002516	LOC119082549|XP_037047964.1|BCOP	LOC6729653|XP_016036300.1|DSIM
OG0002517	LOC119068638|XP_037028203.1|BCOP	LOC6725884|XP_039153766.1|DSIM
OG0002518	LOC119069694|XP_037029718.1|BCOP	LOC6727579|XP_039150905.1|DSIM
OG0002519	LOC119082002|XP_037047215.1|BCOP	LOC6735485|XP_002082424.1|DSIM
OG0002520	LOC119067422|XP_037026288.1|BCOP	LOC27208731|XP_016038237.1|DSIM
OG0002521	LOC119067294|XP_037026080.1|BCOP	LOC27208320|XP_016039926.1|DSIM
OG0002522	LOC119070134|XP_037030353.1|BCOP	LOC6727573|XP_002102952.1|DSIM
OG0002523	LOC119068173|XP_037027556.1|BCOP	LOC6730321|XP_016037084.1|DSIM
OG0002524	LOC119084814|XP_037050786.1|BCOP	LOC6725161|XP_039153209.1|DSIM
OG0002525	LOC119068315|XP_037027762.1|BCOP	LOC6736859|XP_002083715.1|DSIM
OG0002527	LOC119070111|XP_037030319.1|BCOP	LOC6727306|XP_016033842.2|DSIM
OG0002528	LOC119068748|XP_037028349.1|BCOP	LOC6725313|XP_039153645.1|DSIM
OG0002529	LOC119067909|XP_037027097.1|BCOP	LOC6739736|XP_016034340.1|DSIM
OG0002530	LOC119076992|XP_037039995.1|BCOP, LOC119082545|XP_037047950.1|BCOP	LOC6732850|XP_002079960.1|DSIM
OG0002531	LOC119075664|XP_037038067.1|BCOP	LOC6731162|XP_016023712.1|DSIM
OG0002532	LOC119067488|XP_037026389.1|BCOP	LOC6739797|XP_016022750.1|DSIM
