Orthogroup	BCOP.longest_only	DELE.longest_only
OG0001815	LOC119074471|XP_037036508.1|BCOP	LOC108148408|XP_017130933.1|DELE
OG0001816	LOC119078718|XP_037042286.1|BCOP	LOC108149143|XP_017132039.1|DELE, LOC108137004|XP_017113994.1|DELE
OG0001817	LOC119074379|XP_037036385.1|BCOP	LOC108141375|XP_017120199.1|DELE
OG0001818	LOC119074284|XP_037036198.1|BCOP	LOC108144879|XP_017125529.1|DELE
OG0001819	LOC119070039|XP_037030218.1|BCOP	LOC108143690|XP_017123705.1|DELE
OG0001820	LOC119078953|XP_037042596.1|BCOP	LOC108138554|XP_017116313.1|DELE
OG0001821	LOC119083186|XP_037048743.1|BCOP	LOC108144794|XP_017125402.1|DELE
OG0001822	LOC119070878|XP_037031291.1|BCOP, LOC119082020|XP_037047233.1|BCOP	LOC108149199|XP_017132112.1|DELE
OG0001823	LOC119072464|XP_037033583.1|BCOP	LOC108150317|XP_017133921.1|DELE
OG0001824	LOC119077697|XP_037040864.1|BCOP, LOC119077718|XP_037040895.1|BCOP, LOC119077696|XP_037040863.1|BCOP	LOC108147942|XP_017130216.1|DELE
OG0001825	LOC119072845|XP_037034052.1|BCOP	LOC108143374|XP_017123182.1|DELE
OG0001826	LOC119071288|XP_037032053.1|BCOP	LOC108143568|XP_017123567.1|DELE
OG0001827	LOC119072658|XP_037033808.1|BCOP, LOC119068437|XP_037027904.1|BCOP	LOC108144448|XP_017124828.1|DELE
OG0001828	LOC119071869|XP_037032826.1|BCOP	LOC108136508|XP_017113249.1|DELE
OG0001829	LOC119072596|XP_037033746.1|BCOP	LOC108144798|XP_017125407.1|DELE
OG0001830	LOC119082400|XP_037047826.1|BCOP, LOC119070530|XP_037030799.1|BCOP	LOC108135392|XP_017111580.1|DELE
OG0001831	LOC119084778|XP_037050735.1|BCOP	LOC108135481|XP_017111713.1|DELE
OG0001832	LOC119084082|XP_037049813.1|BCOP	LOC108141135|XP_017119850.1|DELE
OG0001833	LOC119076942|XP_037039888.1|BCOP	LOC108144678|XP_017125229.1|DELE
OG0001834	LOC119069690|XP_037029711.1|BCOP, LOC119067248|XP_037026012.1|BCOP	LOC108135013|XP_017111037.1|DELE
OG0001838	LOC119075784|XP_037038244.1|BCOP	LOC108149049|XP_017131880.1|DELE
OG0001848	LOC119068234|XP_037027645.1|BCOP	LOC108140077|XP_017118269.1|DELE
OG0001849	LOC119067444|XP_037026319.1|BCOP	LOC108136960|XP_017113934.1|DELE
OG0001850	LOC119085077|XP_037051212.1|BCOP, LOC119083087|XP_037048601.1|BCOP	LOC108145306|XP_017126134.1|DELE
OG0001851	LOC119085003|XP_037051069.1|BCOP	LOC108145275|XP_017126057.1|DELE
OG0001852	LOC119071421|XP_037032192.1|BCOP	LOC108146021|XP_017127287.1|DELE
OG0001853	LOC119085625|XP_037051944.1|BCOP, LOC119085682|XP_037052024.1|BCOP	LOC108148589|XP_017131125.1|DELE
OG0001854	LOC119073386|XP_037034707.1|BCOP	LOC108137682|XP_017115031.1|DELE
OG0001855	LOC119083430|XP_037049050.1|BCOP	LOC108144275|XP_017124451.1|DELE
OG0001856	LOC119069649|XP_037029667.1|BCOP	LOC108136537|XP_017113316.1|DELE
OG0001857	LOC119068857|XP_037028587.1|BCOP	LOC108144403|XP_017124701.1|DELE
OG0001858	LOC119068402|XP_037027856.1|BCOP	LOC108136640|XP_017113448.1|DELE
OG0001859	LOC119081671|XP_037046649.1|BCOP	LOC108140850|XP_017119324.1|DELE
OG0001860	LOC119076117|XP_037038674.1|BCOP	LOC108135614|XP_017111918.1|DELE
OG0001861	LOC119068190|XP_037027583.1|BCOP	LOC108148924|XP_017131730.1|DELE
OG0001862	LOC119068469|XP_037027961.1|BCOP	LOC108144988|XP_017125635.1|DELE
OG0001863	LOC119068016|XP_037027270.1|BCOP	LOC108138541|XP_017116300.1|DELE
OG0001864	LOC119084883|XP_037050927.1|BCOP	LOC108150315|XP_017133922.1|DELE
OG0001865	LOC119068623|XP_037028184.1|BCOP	LOC108150041|XP_017133492.1|DELE
OG0001866	LOC119068120|XP_037027468.1|BCOP	LOC108135905|XP_017112315.1|DELE
OG0001867	LOC119081267|XP_037045904.1|BCOP	LOC108135574|XP_017111834.1|DELE
OG0001868	LOC119067265|XP_037026038.1|BCOP, LOC119067123|XP_037025792.1|BCOP, LOC119078561|XP_037042024.1|BCOP	LOC108140097|XP_017118289.1|DELE, LOC108135465|XP_017111696.1|DELE
OG0001869	LOC119074368|XP_037036368.1|BCOP, LOC119074367|XP_037036366.1|BCOP, LOC119074366|XP_037036364.1|BCOP	LOC108140406|XP_017118611.1|DELE
OG0001870	LOC119070614|XP_037030937.1|BCOP	LOC108140658|XP_017119083.1|DELE
OG0001872	LOC119070096|XP_037030304.1|BCOP	LOC108148998|XP_017131829.1|DELE
OG0001873	LOC119069539|XP_037029511.1|BCOP	LOC108141110|XP_017119814.1|DELE
OG0001874	LOC119068632|XP_037028197.1|BCOP	LOC108143924|XP_017123997.1|DELE
OG0001875	LOC119069327|XP_037029280.1|BCOP	LOC108144075|XP_017124214.1|DELE
OG0001876	LOC119068436|XP_037027902.1|BCOP	LOC108134948|XP_017110962.1|DELE
OG0001877	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP	LOC108141161|XP_017119881.1|DELE
OG0001878	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP	LOC108147288|XP_017129195.1|DELE
OG0001879	LOC119068334|XP_037027784.1|BCOP	LOC108144005|XP_017124115.1|DELE
OG0001880	LOC119067915|XP_037027111.1|BCOP	LOC108135824|XP_017112195.1|DELE
OG0001881	LOC119069356|XP_037029324.1|BCOP	LOC108135860|XP_017112250.1|DELE
OG0001882	LOC119069099|XP_037028886.1|BCOP	LOC108148687|XP_017131320.1|DELE
OG0001883	LOC119067716|XP_037026727.1|BCOP	LOC108148591|XP_017131135.1|DELE, LOC108148705|XP_017131345.1|DELE
OG0001884	LOC119069433|XP_037029385.1|BCOP	LOC108140708|XP_017119153.1|DELE
OG0001885	LOC119080560|XP_037044870.1|BCOP	LOC108138296|XP_017115940.1|DELE
OG0001886	LOC119085717|XP_037052061.1|BCOP	LOC108143067|XP_017122770.1|DELE
OG0001887	LOC119085543|XP_037051856.1|BCOP	LOC108143287|XP_017123091.1|DELE
OG0001888	LOC119067103|XP_037025761.1|BCOP	LOC108140140|XP_017118330.1|DELE, LOC108141107|XP_017119807.1|DELE
OG0001889	LOC119067521|XP_037026443.1|BCOP	LOC108136636|XP_017113444.1|DELE
OG0001890	LOC119079313|XP_037043002.1|BCOP, LOC119079311|XP_037043001.1|BCOP	LOC108142867|XP_017122430.1|DELE
OG0001891	LOC119067582|XP_037026572.1|BCOP	LOC108136805|XP_017113690.1|DELE
OG0001892	LOC119075316|XP_037037631.1|BCOP	LOC108147376|XP_017129299.1|DELE, LOC108145645|XP_017126675.1|DELE
OG0001893	LOC119067846|XP_037026973.1|BCOP	LOC108147279|XP_017129184.1|DELE
OG0001894	LOC119080082|XP_037044198.1|BCOP	LOC108149633|XP_017132852.1|DELE
OG0001895	LOC119080999|XP_037045562.1|BCOP	LOC108145273|XP_017126052.1|DELE
OG0001897	LOC119067082|XP_037025726.1|BCOP	LOC108135117|XP_017111197.1|DELE
OG0001898	LOC119069834|XP_037029897.1|BCOP	LOC108137738|XP_017115125.1|DELE
OG0001899	LOC119069346|XP_037029311.1|BCOP	LOC108135756|XP_017112087.1|DELE
OG0001900	LOC119084482|XP_037050365.1|BCOP, LOC119084090|XP_037049822.1|BCOP	LOC108145680|XP_017126725.1|DELE
OG0001901	LOC119068227|XP_037027630.1|BCOP	LOC108135227|XP_017111345.1|DELE
OG0001902	LOC119069170|XP_037028975.1|BCOP	LOC108136797|XP_017113682.1|DELE
OG0001903	LOC119066507|XP_037024912.1|BCOP	LOC108141165|XP_017119882.1|DELE
OG0001904	LOC119080209|XP_037044342.1|BCOP, LOC119067074|XP_037025701.1|BCOP, LOC119074193|XP_037036081.1|BCOP	LOC108148647|XP_017131261.1|DELE
OG0001906	LOC119067171|XP_037025879.1|BCOP, LOC119080675|XP_037045001.1|BCOP	LOC108140551|XP_017118890.1|DELE
OG0001907	LOC119068764|XP_037028398.1|BCOP	LOC108141624|XP_017120580.1|DELE
OG0001908	LOC119085477|XP_037051790.1|BCOP	LOC108140388|XP_017118584.1|DELE
OG0001909	LOC119069055|XP_037028823.1|BCOP	LOC108136487|XP_017113190.1|DELE
OG0001910	LOC119068662|XP_037028238.1|BCOP	LOC108135131|XP_017111228.1|DELE
OG0001911	LOC119067469|XP_037026355.1|BCOP	LOC108135070|XP_017111117.1|DELE
OG0001912	LOC119085811|XP_037052189.1|BCOP	LOC108144902|XP_017125553.1|DELE
OG0001914	LOC119067414|XP_037026262.1|BCOP	LOC108136758|XP_017113597.1|DELE
OG0001915	LOC119084835|XP_037050815.1|BCOP	LOC108146363|XP_017127830.1|DELE
OG0001916	LOC119081737|XP_037046800.1|BCOP	LOC108145177|XP_017125902.1|DELE
OG0001917	LOC119073456|XP_037034846.1|BCOP	LOC108142211|XP_017121410.1|DELE
OG0001918	LOC119084932|XP_037050966.1|BCOP	LOC108146405|XP_017127895.1|DELE
OG0001919	LOC119074137|XP_037036018.1|BCOP	LOC108144685|XP_017125239.1|DELE
OG0001920	LOC119080390|XP_037044600.1|BCOP, LOC119081340|XP_037046034.1|BCOP	LOC108146082|XP_017127390.1|DELE
OG0001921	LOC119075484|XP_037037831.1|BCOP	LOC108149144|XP_017132040.1|DELE
OG0001922	LOC119073165|XP_037034362.1|BCOP, LOC119073166|XP_037034364.1|BCOP	LOC108149188|XP_017132097.1|DELE
OG0001924	LOC119082349|XP_037047762.1|BCOP	LOC108135183|XP_017111293.1|DELE, LOC108149211|XP_017132127.1|DELE
OG0001925	LOC119080967|XP_037045501.1|BCOP, LOC119085592|XP_037051909.1|BCOP	LOC108147456|XP_017129474.1|DELE
OG0001926	LOC119075663|XP_037038070.1|BCOP	LOC108147485|XP_017129529.1|DELE
OG0001927	LOC119084335|XP_037050159.1|BCOP	LOC108137942|XP_017115389.1|DELE
OG0001928	LOC119084906|XP_037050956.1|BCOP	LOC108150264|XP_017133835.1|DELE
OG0001929	LOC119080713|XP_037045072.1|BCOP	LOC108150175|XP_017133636.1|DELE
OG0001930	LOC119079460|XP_037043282.1|BCOP	LOC108138668|XP_017116502.1|DELE
OG0001931	LOC119080261|XP_037044404.1|BCOP	LOC108150113|XP_017133566.1|DELE
OG0001932	LOC119081873|XP_037047006.1|BCOP	LOC108150221|XP_017133753.1|DELE
OG0001933	LOC119073719|XP_037035237.1|BCOP	LOC108144405|XP_017124725.1|DELE
OG0001934	LOC119077487|XP_037040595.1|BCOP	LOC108150361|XP_017133984.1|DELE
OG0001935	LOC119080985|XP_037045525.1|BCOP	LOC108146318|XP_017127770.1|DELE
OG0001937	LOC119073518|XP_037034942.1|BCOP	LOC108144588|XP_017125073.1|DELE
OG0001938	LOC119070232|XP_037030398.1|BCOP, LOC119075124|XP_037037405.1|BCOP	LOC108144373|XP_017124636.1|DELE
OG0001939	LOC119073670|XP_037035170.1|BCOP	LOC108145399|XP_017126287.1|DELE
OG0001940	LOC119079400|XP_037043178.1|BCOP	LOC108149603|XP_017132786.1|DELE
OG0001941	LOC119084724|XP_037050696.1|BCOP	LOC108146530|XP_017128057.1|DELE
OG0001943	LOC119080982|XP_037045522.1|BCOP	LOC108145736|XP_017126787.1|DELE
OG0001944	LOC119080072|XP_037044186.1|BCOP	LOC108146091|XP_017127408.1|DELE
OG0001945	LOC119073449|XP_037034837.1|BCOP	LOC108135012|XP_017111035.1|DELE, LOC108149624|XP_017132843.1|DELE, LOC108149571|XP_017132695.1|DELE
OG0001946	LOC119082790|XP_037048279.1|BCOP, LOC119075499|XP_037037860.1|BCOP	LOC108149636|XP_017132857.1|DELE
OG0001947	LOC119079362|XP_037043105.1|BCOP	LOC108137640|XP_017114941.1|DELE, LOC108144242|XP_017124409.1|DELE
OG0001948	LOC119080503|XP_037044798.1|BCOP	LOC108136527|XP_017113290.1|DELE
OG0001949	LOC119077322|XP_037040397.1|BCOP	LOC108142573|XP_017122013.1|DELE
OG0001950	LOC119073232|XP_037034439.1|BCOP	LOC108137449|XP_017114627.1|DELE
OG0001951	LOC119081713|XP_037046718.1|BCOP	LOC108137524|XP_017114727.1|DELE
OG0001952	LOC119074053|XP_037035898.1|BCOP	LOC108146773|XP_017128405.1|DELE
OG0001953	LOC119079610|XP_037043499.1|BCOP	LOC108149123|XP_017132012.1|DELE
OG0001954	LOC119079366|XP_037043115.1|BCOP	LOC108144802|XP_017125455.1|DELE, LOC108147045|XP_017128807.1|DELE
OG0001955	LOC119079390|XP_037043171.1|BCOP	LOC108149685|XP_017132939.1|DELE, LOC108137441|XP_017114598.1|DELE
OG0001956	LOC119080715|XP_037045092.1|BCOP	LOC108135568|XP_017111816.1|DELE
OG0001957	LOC119079960|XP_037043967.1|BCOP	LOC108145221|XP_017125965.1|DELE
OG0001958	LOC119081650|XP_037046627.1|BCOP	LOC108138774|XP_017116727.1|DELE
OG0001959	LOC119072456|XP_037033575.1|BCOP	LOC108142222|XP_017121426.1|DELE
OG0001960	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP	LOC108140166|XP_017118358.1|DELE, LOC108145881|XP_017127016.1|DELE
OG0001961	LOC119079675|XP_037043622.1|BCOP	LOC108144723|XP_017125307.1|DELE
OG0001962	LOC119079441|XP_037043249.1|BCOP	LOC108149632|XP_017132851.1|DELE
OG0001963	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP	LOC108146878|XP_017128599.1|DELE
OG0001964	LOC119073177|XP_037034382.1|BCOP	LOC108142680|XP_017122173.1|DELE
OG0001965	LOC119083324|XP_037048904.1|BCOP, LOC119083366|XP_037048978.1|BCOP	LOC108142439|XP_017121792.1|DELE
OG0001966	LOC119067255|XP_037026026.1|BCOP	LOC108140680|XP_017119115.1|DELE
OG0001967	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP	LOC108145223|XP_017125967.1|DELE, LOC108137386|XP_017114538.1|DELE
OG0001968	LOC119080491|XP_037044779.1|BCOP	LOC108150117|XP_017133570.1|DELE
OG0001969	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP	LOC108149640|XP_017132864.1|DELE
OG0001970	LOC119080020|XP_037044093.1|BCOP	LOC108136597|XP_017113405.1|DELE, LOC108137555|XP_017114770.1|DELE
OG0001971	LOC119085338|XP_037051616.1|BCOP	LOC108144959|XP_017125594.1|DELE
OG0001972	LOC119071816|XP_037032780.1|BCOP	LOC108149621|XP_017132842.1|DELE
OG0001973	LOC119079603|XP_037043489.1|BCOP	LOC108143461|XP_017123384.1|DELE
OG0001974	LOC119081078|XP_037045716.1|BCOP	LOC108143458|XP_017123381.1|DELE
OG0001975	LOC119076310|XP_037038872.1|BCOP, LOC119078786|XP_037042397.1|BCOP	LOC108145710|XP_017126760.1|DELE
OG0001976	LOC119084443|XP_037050319.1|BCOP	LOC108144552|XP_017125015.1|DELE
OG0001978	LOC119066330|XP_037024625.1|BCOP	LOC108149543|XP_017132669.1|DELE
OG0001979	LOC119070930|XP_037031369.1|BCOP	LOC108138155|XP_017115732.1|DELE
OG0001980	LOC119078499|XP_037041948.1|BCOP	LOC108147806|XP_017130040.1|DELE
OG0001982	LOC119081937|XP_037047088.1|BCOP	LOC108137058|XP_017114054.1|DELE
OG0001983	LOC119080917|XP_037045428.1|BCOP, LOC119080401|XP_037044625.1|BCOP, LOC119068171|XP_037027550.1|BCOP, LOC119068854|XP_037028575.1|BCOP	LOC108139367|XP_017117586.1|DELE, LOC108139358|XP_017117574.1|DELE
OG0001984	LOC119078695|XP_037042252.1|BCOP	LOC108148215|XP_017130618.1|DELE
OG0001985	LOC119078457|XP_037041886.1|BCOP	LOC108141798|XP_017120845.1|DELE
OG0001986	LOC119072804|XP_037033996.1|BCOP	LOC108150697|XP_017134449.1|DELE
OG0001987	LOC119073791|XP_037035415.1|BCOP, LOC119068065|XP_037027361.1|BCOP	LOC108136295|XP_017112869.1|DELE
OG0001988	LOC119074080|XP_037035925.1|BCOP	LOC108144453|XP_017124833.1|DELE
OG0001989	LOC119076077|XP_037038621.1|BCOP	LOC108149153|XP_017132044.1|DELE
OG0001990	LOC119066370|XP_037024689.1|BCOP	LOC108141989|XP_017121137.1|DELE
OG0001992	LOC119075686|XP_037038099.1|BCOP	LOC108138257|XP_017115890.1|DELE
OG0001993	LOC119071486|XP_037032232.1|BCOP	LOC108135279|XP_017111449.1|DELE
OG0001994	LOC119076301|XP_037038860.1|BCOP, LOC119076299|XP_037038858.1|BCOP, LOC119066634|XP_037025093.1|BCOP, LOC119066632|XP_037025090.1|BCOP	LOC108136916|XP_017113871.1|DELE
OG0001995	LOC119085141|XP_037051313.1|BCOP	LOC108138944|XP_017117012.1|DELE
OG0001996	LOC119076361|XP_037038960.1|BCOP	LOC108149459|XP_017132546.1|DELE
OG0001997	LOC119073369|XP_037034684.1|BCOP	LOC108141369|XP_017120188.1|DELE
OG0001998	LOC119073380|XP_037034699.1|BCOP	LOC108141367|XP_017120180.1|DELE
OG0001999	LOC119083775|XP_037049456.1|BCOP	LOC108147060|XP_017128837.1|DELE, LOC108137930|XP_017115373.1|DELE
OG0002000	LOC119066480|XP_037024884.1|BCOP, LOC119085551|XP_037051865.1|BCOP, LOC119076607|XP_037039358.1|BCOP, LOC119084359|XP_037050201.1|BCOP, LOC119068360|XP_037027824.1|BCOP	LOC108149411|XP_017132455.1|DELE
OG0002001	LOC119085307|XP_037051552.1|BCOP	LOC108149391|XP_017132410.1|DELE
OG0002002	LOC119081466|XP_037046350.1|BCOP	LOC108137944|XP_017115391.1|DELE
OG0002003	LOC119076345|XP_037038935.1|BCOP	LOC108141811|XP_017120873.1|DELE
OG0002004	LOC119082567|XP_037047988.1|BCOP	LOC108138940|XP_017117007.1|DELE
OG0002005	LOC119066968|XP_037025594.1|BCOP	LOC108150488|XP_017134183.1|DELE
OG0002006	LOC119069445|XP_037029394.1|BCOP, LOC119076358|XP_037038950.1|BCOP, LOC119069460|XP_037029406.1|BCOP	LOC108138143|XP_017115696.1|DELE
OG0002007	LOC119075381|XP_037037717.1|BCOP, LOC119085517|XP_037051827.1|BCOP, LOC119085233|XP_037051442.1|BCOP	LOC108149482|XP_017132587.1|DELE
OG0002008	LOC119067811|XP_037026857.1|BCOP, LOC119085004|XP_037051078.1|BCOP	LOC108145297|XP_017126103.1|DELE
OG0002009	LOC119076740|XP_037039568.1|BCOP	LOC108138048|XP_017115516.1|DELE, LOC108149163|XP_017132051.1|DELE
OG0002010	LOC119072338|XP_037033424.1|BCOP	LOC108142057|XP_017121230.1|DELE
OG0002011	LOC119076348|XP_037038940.1|BCOP	LOC108138223|XP_017115831.1|DELE
OG0002012	LOC119081891|XP_037047014.1|BCOP, LOC119076292|XP_037038850.1|BCOP	LOC108149346|XP_017132325.1|DELE
OG0002013	LOC119072256|XP_037033334.1|BCOP	LOC108138899|XP_017116930.1|DELE
OG0002014	LOC119068127|XP_037027481.1|BCOP	LOC108145539|XP_017126528.1|DELE
OG0002015	LOC119077146|XP_037040226.1|BCOP	LOC108138021|XP_017115480.1|DELE
OG0002016	LOC119081426|XP_037046240.1|BCOP	LOC108149757|XP_017133063.1|DELE
OG0002017	LOC119085893|XP_037052325.1|BCOP, LOC119078115|XP_037041463.1|BCOP	LOC108135324|XP_017111500.1|DELE
OG0002018	LOC119075634|XP_037038010.1|BCOP	LOC108135278|XP_017111448.1|DELE
OG0002019	LOC119079090|XP_037042801.1|BCOP	LOC108138194|XP_017115795.1|DELE
OG0002020	LOC119085889|XP_037052320.1|BCOP	LOC108139032|XP_017117130.1|DELE
OG0002021	LOC119074077|XP_037035919.1|BCOP, LOC119074075|XP_037035913.1|BCOP, LOC119074074|XP_037035912.1|BCOP	LOC108145222|XP_017125966.1|DELE
OG0002022	LOC119070933|XP_037031376.1|BCOP	LOC108141691|XP_017120660.1|DELE
OG0002023	LOC119082763|XP_037048245.1|BCOP, LOC119070653|XP_037030979.1|BCOP	LOC108135358|XP_017111542.1|DELE
OG0002024	LOC119066321|XP_037024605.1|BCOP	LOC108142034|XP_017121199.1|DELE
OG0002025	LOC119085816|XP_037052200.1|BCOP	LOC108134522|XP_017110349.1|DELE
OG0002026	LOC119070840|XP_037031248.1|BCOP	LOC108143250|XP_017123046.1|DELE
OG0002027	LOC119082838|XP_037048389.1|BCOP	LOC108134629|XP_017110503.1|DELE, LOC108137504|XP_017114708.1|DELE
OG0002028	LOC119082846|XP_037048407.1|BCOP	LOC108141463|XP_017120356.1|DELE
OG0002029	LOC119067718|XP_037026730.1|BCOP, LOC119077752|XP_037040959.1|BCOP, LOC119073642|XP_037035134.1|BCOP	LOC108147421|XP_017129367.1|DELE
OG0002030	LOC119073674|XP_037035175.1|BCOP, LOC119084288|XP_037050109.1|BCOP	LOC108144212|XP_017124375.1|DELE
OG0002031	LOC119066123|XP_037024303.1|BCOP	LOC108147598|XP_017129727.1|DELE
OG0002032	LOC119081115|XP_037045753.1|BCOP, LOC119074600|XP_037036746.1|BCOP	LOC108140469|XP_017118698.1|DELE
OG0002033	LOC119076024|XP_037038523.1|BCOP, LOC119071625|XP_037032474.1|BCOP, LOC119076028|XP_037038541.1|BCOP, LOC119076027|XP_037038540.1|BCOP	LOC108144741|XP_017125365.1|DELE
OG0002034	LOC119074965|XP_037037248.1|BCOP	LOC108135920|XP_017112351.1|DELE
OG0002035	LOC119076751|XP_037039593.1|BCOP	LOC108143862|XP_017123916.1|DELE
OG0002036	LOC119076673|XP_037039463.1|BCOP	LOC108135028|XP_017111049.1|DELE
OG0002037	LOC119074391|XP_037036405.1|BCOP	LOC108145727|XP_017126779.1|DELE
OG0002038	LOC119082225|XP_037047573.1|BCOP	LOC108140022|XP_017118213.1|DELE, LOC108136830|XP_017113735.1|DELE
OG0002039	LOC119069135|XP_037028936.1|BCOP	LOC108134805|XP_017110746.1|DELE, LOC108135934|XP_017112372.1|DELE
OG0002040	LOC119076843|XP_037039742.1|BCOP	LOC108141913|XP_017121026.1|DELE
OG0002041	LOC119071703|XP_037032588.1|BCOP	LOC108145451|XP_017126380.1|DELE
OG0002042	LOC119071706|XP_037032598.1|BCOP	LOC108141138|XP_017119851.1|DELE
OG0002043	LOC119084128|XP_037049872.1|BCOP, LOC119073545|XP_037034992.1|BCOP	LOC108148355|XP_017130861.1|DELE
OG0002044	LOC119074435|XP_037036458.1|BCOP	LOC108148723|XP_017131382.1|DELE
OG0002045	LOC119076462|XP_037039124.1|BCOP	LOC108144055|XP_017124188.1|DELE
OG0002046	LOC119074348|XP_037036338.1|BCOP	LOC108140929|XP_017119482.1|DELE
OG0002047	LOC119084246|XP_037050039.1|BCOP	LOC108134853|XP_017110817.1|DELE
OG0002048	LOC119076119|XP_037038682.1|BCOP	LOC108141562|XP_017120496.1|DELE
OG0002049	LOC119066552|XP_037024990.1|BCOP	LOC108140500|XP_017118765.1|DELE
OG0002050	LOC119074831|XP_037037016.1|BCOP	LOC108140567|XP_017118916.1|DELE
OG0002051	LOC119074387|XP_037036401.1|BCOP	LOC108144624|XP_017125140.1|DELE
OG0002053	LOC119067125|XP_037025799.1|BCOP	LOC108143968|XP_017124056.1|DELE
OG0002054	LOC119076474|XP_037039146.1|BCOP	LOC108148291|XP_017130749.1|DELE
OG0002055	LOC119078030|XP_037041338.1|BCOP	LOC108135122|XP_017111213.1|DELE, LOC108147756|XP_017129976.1|DELE
OG0002056	LOC119072096|XP_037033145.1|BCOP	LOC108146730|XP_017128319.1|DELE
OG0002057	LOC119083151|XP_037048692.1|BCOP	LOC108141845|XP_017120925.1|DELE
OG0002058	LOC119083154|XP_037048696.1|BCOP	LOC108146042|XP_017127327.1|DELE
OG0002059	LOC119071955|XP_037032980.1|BCOP	LOC108148791|XP_017131499.1|DELE
OG0002060	LOC119072723|XP_037033893.1|BCOP	LOC108149797|XP_017133152.1|DELE
OG0002061	LOC119075375|XP_037037700.1|BCOP	LOC108144791|XP_017125398.1|DELE
OG0002062	LOC119076630|XP_037039430.1|BCOP, LOC119078348|XP_037041745.1|BCOP	LOC108140885|XP_017119406.1|DELE
OG0002063	LOC119074412|XP_037036437.1|BCOP	LOC108138599|XP_017116379.1|DELE
OG0002064	LOC119084475|XP_037050355.1|BCOP	LOC108146108|XP_017127428.1|DELE
OG0002065	LOC119084520|XP_037050428.1|BCOP, LOC119083954|XP_037049658.1|BCOP, LOC119083333|XP_037048917.1|BCOP, LOC119083956|XP_037049659.1|BCOP	LOC108145889|XP_017127027.1|DELE
OG0002066	LOC119074548|XP_037036613.1|BCOP	LOC108140512|XP_017118792.1|DELE
OG0002067	LOC119074674|XP_037036852.1|BCOP	LOC108141545|XP_017120475.1|DELE
OG0002068	LOC119074954|XP_037037238.1|BCOP	LOC108139084|XP_017117201.1|DELE
OG0002069	LOC119074755|XP_037036916.1|BCOP	LOC108138485|XP_017116180.1|DELE, LOC108139286|XP_017117474.1|DELE
OG0002070	LOC119068727|XP_037028316.1|BCOP	LOC108139453|XP_017117665.1|DELE, LOC108140389|XP_017118586.1|DELE
OG0002071	LOC119071555|XP_037032373.1|BCOP	LOC108143857|XP_017123908.1|DELE
OG0002072	LOC119080154|XP_037044269.1|BCOP	LOC108141543|XP_017120472.1|DELE
OG0002073	LOC119078320|XP_037041719.1|BCOP	LOC108136059|XP_017112483.1|DELE
OG0002074	LOC119074748|XP_037036906.1|BCOP	LOC108144905|XP_017125556.1|DELE
OG0002075	LOC119078225|XP_037041580.1|BCOP	LOC108138276|XP_017115917.1|DELE
OG0002076	LOC119070671|XP_037030998.1|BCOP	LOC108149172|XP_017132060.1|DELE
OG0002077	LOC119072345|XP_037033428.1|BCOP	LOC108145936|XP_017127130.1|DELE
OG0002078	LOC119070722|XP_037031070.1|BCOP	LOC108147592|XP_017129721.1|DELE
OG0002079	LOC119071814|XP_037032777.1|BCOP	LOC108142454|XP_017121819.1|DELE
OG0002080	LOC119070971|XP_037031441.1|BCOP	LOC108144771|XP_017125370.1|DELE
OG0002081	LOC119079101|XP_037042814.1|BCOP	LOC108144880|XP_017125526.1|DELE
OG0002082	LOC119076952|XP_037039900.1|BCOP	LOC108144354|XP_017124592.1|DELE
OG0002083	LOC119075772|XP_037038214.1|BCOP, LOC119075781|XP_037038236.1|BCOP	LOC108137138|XP_017114180.1|DELE
OG0002084	LOC119071316|XP_037032094.1|BCOP	LOC108141836|XP_017120909.1|DELE
OG0002085	LOC119082803|XP_037048343.1|BCOP	LOC108134631|XP_017110506.1|DELE
OG0002086	LOC119071097|XP_037031637.1|BCOP	LOC108141804|XP_017120854.1|DELE
OG0002087	LOC119066517|XP_037024925.1|BCOP	LOC108142340|XP_017121585.1|DELE
OG0002088	LOC119071860|XP_037032817.1|BCOP	LOC108142597|XP_017122055.1|DELE
OG0002089	LOC119071904|XP_037032912.1|BCOP	LOC108145459|XP_017126394.1|DELE, LOC108136386|XP_017112987.1|DELE
OG0002090	LOC119066947|XP_037025561.1|BCOP	LOC108146747|XP_017128365.1|DELE
OG0002091	LOC119074240|XP_037036157.1|BCOP	LOC108144240|XP_017124408.1|DELE
OG0002092	LOC119072408|XP_037033520.1|BCOP, LOC119069249|XP_037029196.1|BCOP, LOC119071245|XP_037031977.1|BCOP	LOC108146027|XP_017127302.1|DELE
