Orthogroup	BCOP.longest_only	DMIR.longest_only
OG0001080	LOC119076015|XP_037038502.1|BCOP	LOC117194504|XP_033254946.1|DMIR, LOC117194505|XP_033254947.1|DMIR, LOC117189258|XP_033250328.1|DMIR, LOC117194571|XP_033255004.1|DMIR, LOC117195201|XP_033255734.1|DMIR, LOC117189278|XP_033250334.1|DMIR, LOC117194464|XP_033254918.1|DMIR, LOC117191728|XP_033252406.1|DMIR, LOC117191729|XP_033252407.1|DMIR, LOC117194537|XP_033254977.1|DMIR, LOC117194853|XP_033255213.1|DMIR, LOC117186187|XP_033242369.1|DMIR, LOC108152222|XP_017136892.2|DMIR, LOC117185895|XP_033243609.1|DMIR
OG0001081	LOC119077092|XP_037040147.1|BCOP, LOC119076408|XP_037039035.1|BCOP, LOC119073269|XP_037034544.1|BCOP	LOC108155179|XP_017141338.1|DMIR
OG0001082	LOC119076850|XP_037039752.1|BCOP	LOC117187390|XP_033245862.1|DMIR, LOC117187053|XP_033244676.1|DMIR, LOC117188855|XP_033249252.1|DMIR, LOC117188851|XP_033249239.1|DMIR, LOC117188853|XP_033249246.1|DMIR, LOC108151322|XP_033249225.1|DMIR, LOC117188850|XP_033249233.1|DMIR, LOC117189617|XP_033250626.1|DMIR, LOC108158842|XP_017147052.2|DMIR
OG0001083	LOC119082042|XP_037047264.1|BCOP, LOC119066221|XP_037024443.1|BCOP, LOC119074746|XP_037036908.1|BCOP	LOC108152698|XP_017137699.1|DMIR
OG0001084	LOC119076818|XP_037039701.1|BCOP, LOC119073995|XP_037035817.1|BCOP	LOC108158752|XP_017146851.2|DMIR, LOC108158761|XP_033247631.1|DMIR
OG0001085	LOC119073430|XP_037034797.1|BCOP	LOC117192781|XP_033253425.1|DMIR, LOC117192775|XP_033253414.1|DMIR, LOC117192770|XP_033253407.1|DMIR, LOC117192777|XP_033253418.1|DMIR, LOC117192991|XP_033253614.1|DMIR, LOC108158703|XP_017146730.1|DMIR
OG0001086	LOC119071574|XP_037032409.1|BCOP	LOC108159504|XP_017148350.1|DMIR
OG0001087	LOC119074448|XP_037036474.1|BCOP	LOC108161856|XP_017151714.1|DMIR
OG0001088	LOC119076941|XP_037039884.1|BCOP	LOC108151800|XP_017136140.1|DMIR
OG0001089	LOC119080047|XP_037044149.1|BCOP	LOC108151348|XP_017135391.1|DMIR
OG0001090	LOC119081801|XP_037046915.1|BCOP	LOC108153504|XP_017139043.1|DMIR
OG0001092	LOC119076984|XP_037039983.1|BCOP	LOC108163845|XP_017154851.1|DMIR
OG0001093	LOC119076993|XP_037039996.1|BCOP, LOC119076994|XP_037039998.1|BCOP	LOC108161684|XP_017151485.1|DMIR
OG0001094	LOC119078595|XP_037042077.1|BCOP	LOC108164002|XP_033249294.1|DMIR
OG0001095	LOC119085955|XP_037052407.1|BCOP	LOC117188910|XP_033249376.1|DMIR
OG0001096	LOC119078915|XP_037042541.1|BCOP, LOC119078916|XP_037042544.1|BCOP	LOC108163692|XP_017154613.1|DMIR
OG0001097	LOC119066245|XP_037024464.1|BCOP	LOC108161606|XP_017151390.1|DMIR
OG0001099	LOC119071399|XP_037032180.1|BCOP	LOC108152803|XP_017137877.2|DMIR, LOC117186245|XP_033242599.1|DMIR
OG0001100	LOC119083187|XP_037048744.1|BCOP	LOC108157464|XP_017145030.1|DMIR
OG0001101	LOC119066925|XP_037025528.1|BCOP	LOC117191966|XP_033252598.1|DMIR, LOC117185967|XP_033255247.1|DMIR, LOC108159466|XP_033246436.1|DMIR, LOC117191952|XP_033252585.1|DMIR, LOC117189807|XP_033250757.1|DMIR, LOC117191959|XP_033252591.1|DMIR, LOC117194895|XP_033255249.1|DMIR, LOC117189809|XP_033250760.1|DMIR, LOC117191968|XP_033252601.1|DMIR, LOC117191969|XP_033252602.1|DMIR
OG0001102	LOC119083309|XP_037048890.1|BCOP	LOC108152197|XP_017136844.1|DMIR
OG0001103	LOC119069160|XP_037028962.1|BCOP, LOC119069161|XP_037028963.1|BCOP	LOC108157734|XP_017145399.1|DMIR
OG0001104	LOC119078780|XP_037042387.1|BCOP, LOC119070322|XP_037030485.1|BCOP	LOC117189855|XP_033250815.1|DMIR, LOC117189854|XP_033250813.1|DMIR, LOC108160397|XP_017149876.1|DMIR
OG0001105	LOC119084069|XP_037049806.1|BCOP	LOC108155303|XP_017141510.1|DMIR
OG0001106	LOC119079471|XP_037043296.1|BCOP	LOC108164406|XP_033250268.1|DMIR
OG0001108	LOC119066919|XP_037025557.1|BCOP	LOC108153902|XP_017139489.2|DMIR, LOC108156862|XP_017144079.1|DMIR
OG0001109	LOC119066649|XP_037025115.1|BCOP	LOC117187712|XP_033246348.1|DMIR, LOC108158446|XP_017146218.2|DMIR, LOC108157977|XP_017145612.1|DMIR
OG0001110	LOC119081651|XP_037046628.1|BCOP	LOC108150998|XP_033243709.1|DMIR
OG0001118	LOC119084904|XP_037050954.1|BCOP	LOC117186194|XP_033242377.1|DMIR
OG0001119	LOC119068250|XP_037027677.1|BCOP	LOC108157273|XP_017144754.1|DMIR
OG0001120	LOC119068668|XP_037028247.1|BCOP, LOC119075141|XP_037037422.1|BCOP	LOC108154191|XP_017139892.1|DMIR
OG0001121	LOC119081363|XP_037046120.1|BCOP	LOC108159560|XP_017148477.2|DMIR
OG0001122	LOC119083683|XP_037049363.1|BCOP	LOC108153592|XP_017139162.1|DMIR
OG0001124	LOC119067257|XP_037026028.1|BCOP	LOC108156495|XP_017143476.1|DMIR
OG0001125	LOC119076572|XP_037039262.1|BCOP, LOC119083869|XP_037049573.1|BCOP, LOC119075720|XP_037038146.1|BCOP, LOC119081761|XP_037046847.1|BCOP, LOC119081370|XP_037046142.1|BCOP	LOC108157632|XP_017145261.1|DMIR
OG0001127	LOC119083838|XP_037049535.1|BCOP, LOC119080648|XP_037044957.1|BCOP	LOC108151020|XP_017134868.1|DMIR
OG0001128	LOC119084880|XP_037050919.1|BCOP	LOC108160905|XP_017150667.1|DMIR, LOC117191428|XP_033252189.1|DMIR
OG0001129	LOC119066268|XP_037024516.1|BCOP	LOC108163115|XP_017153705.1|DMIR
OG0001130	LOC119075759|XP_037038195.1|BCOP	LOC108162050|XP_017152072.1|DMIR, LOC117189233|XP_033250255.1|DMIR
OG0001131	LOC119081050|XP_037045650.1|BCOP	LOC108164409|XP_017155564.1|DMIR
OG0001133	LOC119080676|XP_037045003.1|BCOP	LOC108162431|XP_017152655.2|DMIR
OG0001134	LOC119071186|XP_037031854.1|BCOP	LOC108159571|XP_017148502.1|DMIR
OG0001135	LOC119075541|XP_037037907.1|BCOP, LOC119075800|XP_037038262.1|BCOP, LOC119084470|XP_037050350.1|BCOP	LOC108156925|XP_017144166.1|DMIR
OG0001136	LOC119074562|XP_037036667.1|BCOP	LOC108154994|XP_017141026.1|DMIR
OG0001138	LOC119069810|XP_037029867.1|BCOP	LOC108152223|XP_017136894.1|DMIR, LOC117189262|XP_033250330.1|DMIR, LOC117194543|XP_033254983.1|DMIR, LOC117195187|XP_033255719.1|DMIR, LOC117194366|XP_033254829.1|DMIR, LOC117186190|XP_033242374.1|DMIR, LOC117194520|XP_033254961.1|DMIR, LOC117189334|XP_033250369.1|DMIR, LOC117194867|XP_033255223.1|DMIR, LOC117195188|XP_033255720.1|DMIR, LOC108153473|XP_017138994.2|DMIR
OG0001139	LOC119072089|XP_037033143.1|BCOP	LOC117186106|XP_033242092.1|DMIR, LOC117195283|XP_033255786.1|DMIR, LOC117186485|XP_033243255.1|DMIR, LOC108164710|XP_033242804.1|DMIR, LOC117195275|XP_033255779.1|DMIR, LOC117186169|XP_033242298.1|DMIR, LOC117195277|XP_033255781.1|DMIR, LOC117186490|XP_033243260.1|DMIR, LOC117186105|XP_033242091.1|DMIR
OG0001153	LOC119083126|XP_037048661.1|BCOP, LOC119083102|XP_037048628.1|BCOP	LOC117190686|XP_033251638.1|DMIR, LOC108160250|XP_017149601.1|DMIR
OG0001154	LOC119066290|XP_037024558.1|BCOP	LOC108163388|XP_017154132.1|DMIR
OG0001155	LOC119069788|XP_037029824.1|BCOP	LOC108162857|XP_017153295.1|DMIR
OG0001157	LOC119080403|XP_037044631.1|BCOP	LOC108156800|XP_017143970.1|DMIR
OG0001158	LOC119076925|XP_037039845.1|BCOP	LOC108161836|XP_017151684.1|DMIR
OG0001159	LOC119069139|XP_037028940.1|BCOP	LOC108155766|XP_017142301.1|DMIR
OG0001160	LOC119067229|XP_037025978.1|BCOP	LOC108154723|XP_017140574.1|DMIR
OG0001162	LOC119067561|XP_037026522.1|BCOP	LOC108154099|XP_017139709.1|DMIR, LOC108157826|XP_017145515.1|DMIR
OG0001163	LOC119067765|XP_037026793.1|BCOP, LOC119069849|XP_037029917.1|BCOP	LOC108155132|XP_017141268.1|DMIR
OG0001165	LOC119067345|XP_037026149.1|BCOP, LOC119072182|XP_037033240.1|BCOP	LOC108160534|XP_033246198.1|DMIR
OG0001166	LOC119069403|XP_037029344.1|BCOP	LOC108165524|XP_017157069.1|DMIR
OG0001167	LOC119083692|XP_037049371.1|BCOP	LOC117189416|XP_033250433.1|DMIR, LOC117191937|XP_033252575.1|DMIR, LOC117191926|XP_033252562.1|DMIR, LOC117191454|XP_033252207.1|DMIR, LOC117191927|XP_033252563.1|DMIR, LOC117191453|XP_033252206.1|DMIR, LOC117191455|XP_033252208.1|DMIR, LOC108158251|XP_017145975.1|DMIR, LOC117191452|XP_033252205.1|DMIR
OG0001168	LOC119077995|XP_037041270.1|BCOP	LOC108159476|XP_017148292.2|DMIR, LOC117187777|XP_033246503.1|DMIR
OG0001169	LOC119072301|XP_037033380.1|BCOP, LOC119067534|XP_037026483.1|BCOP, LOC119067537|XP_037026487.1|BCOP, LOC119067536|XP_037026486.1|BCOP	LOC108164973|XP_017156477.1|DMIR
OG0001171	LOC119076805|XP_037039665.1|BCOP	LOC108152288|XP_017136995.1|DMIR
OG0001172	LOC119068932|XP_037028692.1|BCOP, LOC119078004|XP_037041278.1|BCOP	LOC108160323|XP_017149738.1|DMIR, LOC117193546|XP_033254182.1|DMIR
OG0001173	LOC119068107|XP_037027443.1|BCOP, LOC119075232|XP_037037519.1|BCOP, LOC119075233|XP_037037520.1|BCOP	LOC108154895|XP_033245245.1|DMIR
OG0001174	LOC119081275|XP_037045926.1|BCOP	LOC108165485|XP_017157027.1|DMIR
OG0001175	LOC119071951|XP_037032974.1|BCOP	LOC108161974|XP_017151922.2|DMIR
OG0001176	LOC119082251|XP_037047610.1|BCOP, LOC119083690|XP_037049369.1|BCOP	LOC108157221|XP_017144667.1|DMIR, LOC108159217|XP_017147801.1|DMIR
OG0001177	LOC119075291|XP_037037586.1|BCOP	LOC108162807|XP_033248563.1|DMIR
OG0001178	LOC119078444|XP_037041862.1|BCOP	LOC108159963|XP_017149130.2|DMIR, LOC117187994|XP_033246969.1|DMIR
OG0001179	LOC119079282|XP_037042963.1|BCOP, LOC119079285|XP_037042970.1|BCOP	LOC108160734|XP_017150410.2|DMIR, LOC117185736|XP_033247252.1|DMIR
OG0001180	LOC119073882|XP_037035657.1|BCOP	LOC108164427|XP_017155596.1|DMIR
OG0001181	LOC119074458|XP_037036490.1|BCOP	LOC108162168|XP_017152250.1|DMIR, LOC108162167|XP_017152249.1|DMIR, LOC108151409|XP_017135485.1|DMIR
OG0001182	LOC119084440|XP_037050310.1|BCOP	LOC108157213|XP_033243433.1|DMIR, LOC117187217|XP_033245309.1|DMIR
OG0001183	LOC119076536|XP_037039219.1|BCOP	LOC108156255|XP_033244626.1|DMIR
OG0001185	LOC119074306|XP_037036224.1|BCOP	LOC108155320|XP_017141530.1|DMIR
OG0001186	LOC119075891|XP_037038358.1|BCOP	LOC108161562|XP_017151336.1|DMIR, LOC108154853|XP_017140763.1|DMIR
OG0001187	LOC119082640|XP_037048102.1|BCOP	LOC108159946|XP_017149092.2|DMIR, LOC117185744|XP_033246895.1|DMIR
OG0001188	LOC119082080|XP_037047332.1|BCOP	LOC117185723|XP_033250824.1|DMIR, LOC108159485|XP_017148305.1|DMIR
OG0001189	LOC119072520|XP_037033662.1|BCOP	LOC108158609|XP_017146572.1|DMIR, LOC117193325|XP_033253944.1|DMIR
OG0001190	LOC119077611|XP_037040722.1|BCOP, LOC119075878|XP_037038337.1|BCOP, LOC119079782|XP_037043748.1|BCOP, LOC119077323|XP_037040399.1|BCOP	LOC108165140|XP_017156694.1|DMIR
OG0001191	LOC119084385|XP_037050242.1|BCOP	LOC108163235|XP_017153882.1|DMIR
OG0001193	LOC119085455|XP_037051773.1|BCOP, LOC119085454|XP_037051772.1|BCOP, LOC119085453|XP_037051771.1|BCOP	LOC108155671|XP_017142123.1|DMIR
OG0001200	LOC119074580|XP_037036705.1|BCOP	LOC108154152|XP_017139796.1|DMIR
OG0001201	LOC119078460|XP_037041892.1|BCOP, LOC119085192|XP_037051398.1|BCOP, LOC119078825|XP_037042428.1|BCOP, LOC119078965|XP_037042609.1|BCOP	LOC108157227|XP_017144673.1|DMIR
OG0001202	LOC119074986|XP_037037283.1|BCOP, LOC119074987|XP_037037284.1|BCOP, LOC119074985|XP_037037282.1|BCOP, LOC119066078|XP_037024245.1|BCOP, LOC119084725|XP_037050694.1|BCOP	LOC108160362|XP_017149833.1|DMIR
OG0001203	LOC119083571|XP_037049212.1|BCOP, LOC119079488|XP_037043326.1|BCOP	LOC108164475|XP_017155716.1|DMIR
OG0001204	LOC119080679|XP_037045012.1|BCOP	LOC108163159|XP_017153768.2|DMIR
OG0001205	LOC119079043|XP_037042725.1|BCOP	LOC108155961|XP_017142623.1|DMIR
OG0001206	LOC119078341|XP_037041739.1|BCOP, LOC119078340|XP_037041738.1|BCOP, LOC119069337|XP_037029299.1|BCOP, LOC119084775|XP_037050734.1|BCOP	LOC108155914|XP_017142549.1|DMIR
OG0001207	LOC119084185|XP_037049953.1|BCOP	LOC108157711|XP_017145371.2|DMIR, LOC108153694|XP_017139312.1|DMIR
OG0001210	LOC119068077|XP_037027378.1|BCOP	LOC108162800|XP_017153196.1|DMIR
OG0001211	LOC119070321|XP_037030488.1|BCOP	LOC108156084|XP_017142861.1|DMIR
OG0001212	LOC119068310|XP_037027746.1|BCOP	LOC108164733|XP_017156114.1|DMIR
OG0001213	LOC119068313|XP_037027752.1|BCOP	LOC108164816|XP_017156226.1|DMIR
OG0001214	LOC119066168|XP_037024358.1|BCOP, LOC119068969|XP_037028729.1|BCOP	LOC117194051|XP_033254584.1|DMIR, LOC108160075|XP_017149322.1|DMIR, LOC117186628|XP_033243530.1|DMIR, LOC108152015|XP_033243531.1|DMIR
OG0001215	LOC119067338|XP_037026138.1|BCOP	LOC108157521|XP_017145113.1|DMIR
OG0001216	LOC119067343|XP_037026146.1|BCOP, LOC119067344|XP_037026147.1|BCOP	LOC108156383|XP_017143288.1|DMIR
OG0001217	LOC119085676|XP_037052019.1|BCOP	LOC108161214|XP_033248812.1|DMIR
OG0001220	LOC119080143|XP_037044254.1|BCOP, LOC119080142|XP_037044252.1|BCOP, LOC119080141|XP_037044251.1|BCOP	LOC117190882|XP_033251789.1|DMIR, LOC117192050|XP_033252657.1|DMIR, LOC108160998|XP_017150795.1|DMIR
OG0001221	LOC119072814|XP_037034004.1|BCOP, LOC119078069|XP_037041414.1|BCOP, LOC119073652|XP_037035146.1|BCOP	LOC108158845|XP_017147055.2|DMIR, LOC117188407|XP_033248133.1|DMIR
OG0001222	LOC119078371|XP_037041771.1|BCOP	LOC108157434|XP_017144977.1|DMIR
OG0001223	LOC119079449|XP_037043258.1|BCOP, LOC119071545|XP_037032339.1|BCOP	LOC108160062|XP_017149298.1|DMIR, LOC117190666|XP_033251621.1|DMIR
OG0001224	LOC119071511|XP_037032275.1|BCOP	LOC117192980|XP_033253597.1|DMIR, LOC108159553|XP_017148468.1|DMIR
OG0001225	LOC119079331|XP_037043024.1|BCOP	LOC117185684|XP_033252996.1|DMIR, LOC108158107|XP_017145764.2|DMIR
OG0001226	LOC119079509|XP_037043359.1|BCOP	LOC108159714|XP_017148723.1|DMIR
OG0001227	LOC119072561|XP_037033694.1|BCOP, LOC119072562|XP_037033697.1|BCOP	LOC108161474|XP_033249823.1|DMIR, LOC117189041|XP_033249821.1|DMIR
OG0001229	LOC119080001|XP_037044068.1|BCOP	LOC117188472|XP_033248276.1|DMIR, LOC117191854|XP_033252512.1|DMIR
OG0001230	LOC119075518|XP_037037885.1|BCOP	LOC117190545|XP_033251496.1|DMIR, LOC117189458|XP_033250477.1|DMIR, LOC117189459|XP_033250478.1|DMIR, LOC117189470|XP_033250494.1|DMIR, LOC117190544|XP_033251495.1|DMIR, LOC117189460|XP_033250479.1|DMIR, LOC108160123|XP_017149405.1|DMIR, LOC117189452|XP_033250468.1|DMIR, LOC117190547|XP_033251498.1|DMIR, LOC117190546|XP_033251497.1|DMIR
OG0001231	LOC119069408|XP_037029352.1|BCOP, LOC119085250|XP_037051481.1|BCOP	LOC108161913|XP_017151814.1|DMIR
OG0001233	LOC119077143|XP_037040222.1|BCOP	LOC108162942|XP_017153422.1|DMIR
OG0001234	LOC119080165|XP_037044281.1|BCOP	LOC108158581|XP_017146513.1|DMIR, LOC117194186|XP_033254736.1|DMIR
OG0001235	LOC119066204|XP_037024418.1|BCOP	LOC108163988|XP_017155042.1|DMIR
OG0001236	LOC119076423|XP_037039060.1|BCOP	LOC108151625|XP_017135813.1|DMIR
OG0001237	LOC119066412|XP_037024783.1|BCOP	LOC108154801|XP_017140688.1|DMIR
OG0001238	LOC119067592|XP_037026588.1|BCOP	LOC108155059|XP_017141132.1|DMIR
OG0001240	LOC119071571|XP_037032408.1|BCOP, LOC119071617|XP_037032455.1|BCOP, LOC119069733|XP_037029759.1|BCOP	LOC108157833|XP_017145525.1|DMIR
OG0001241	LOC119076890|XP_037039790.1|BCOP	LOC108160571|XP_017150145.1|DMIR, LOC117190374|XP_033251346.1|DMIR, LOC108154973|XP_017140980.1|DMIR
OG0001242	LOC119074893|XP_037037134.1|BCOP	LOC108163347|XP_017154076.1|DMIR, LOC108153068|XP_017138340.1|DMIR
OG0001243	LOC119080215|XP_037044349.1|BCOP	LOC108164520|XP_017155799.1|DMIR, LOC108155162|XP_033245528.1|DMIR, LOC108157608|XP_033245272.1|DMIR, LOC108161757|XP_017151580.1|DMIR, LOC108151208|XP_033244012.1|DMIR
OG0001244	LOC119081757|XP_037046842.1|BCOP, LOC119084826|XP_037050801.1|BCOP	LOC108160647|XP_033245165.1|DMIR, LOC108156406|XP_017143337.1|DMIR
OG0001245	LOC119072143|XP_037033181.1|BCOP	LOC108153934|XP_017139520.1|DMIR
OG0001246	LOC119082098|XP_037047361.1|BCOP	LOC117188431|XP_033248200.1|DMIR
OG0001248	LOC119075245|XP_037037539.1|BCOP	LOC108152264|XP_017136968.1|DMIR
OG0001249	LOC119080457|XP_037044720.1|BCOP	LOC108154906|XP_017140851.1|DMIR
OG0001257	LOC119085040|XP_037051135.1|BCOP	LOC108164394|XP_033250161.1|DMIR
OG0001258	LOC119069519|XP_037029493.1|BCOP, LOC119076546|XP_037039236.1|BCOP	LOC108155808|XP_017142377.1|DMIR
OG0001259	LOC119070552|XP_037030845.1|BCOP	LOC108162699|XP_017153045.1|DMIR
OG0001260	LOC119068993|XP_037028764.1|BCOP	LOC108157135|XP_017144525.1|DMIR
OG0001261	LOC119070076|XP_037030271.1|BCOP	LOC108161346|XP_017151072.1|DMIR, LOC108162253|XP_017152393.1|DMIR
OG0001262	LOC119085722|XP_037052066.1|BCOP	LOC108152429|XP_033242401.1|DMIR
OG0001263	LOC119070353|XP_037030541.1|BCOP	LOC108161281|XP_033250003.1|DMIR, LOC117189102|XP_033249990.1|DMIR, LOC117188699|XP_033248831.1|DMIR, LOC117188700|XP_033248832.1|DMIR, LOC117188973|XP_033249631.1|DMIR, LOC108155349|XP_017141597.2|DMIR
OG0001264	LOC119078566|XP_037042032.1|BCOP, LOC119068128|XP_037027482.1|BCOP	LOC108164151|XP_017155244.2|DMIR
OG0001265	LOC119069911|XP_037030014.1|BCOP	LOC108157372|XP_033247158.1|DMIR
OG0001266	LOC119077021|XP_037040031.1|BCOP	LOC108159856|XP_017148944.1|DMIR
OG0001267	LOC119084811|XP_037050775.1|BCOP, LOC119069963|XP_037030093.1|BCOP	LOC108154761|XP_017140631.1|DMIR
OG0001268	LOC119076989|XP_037039990.1|BCOP	LOC108151845|XP_017136222.1|DMIR
OG0001269	LOC119070358|XP_037030547.1|BCOP	LOC108159849|XP_033253926.1|DMIR, LOC117187930|XP_033246797.1|DMIR
OG0001270	LOC119077657|XP_037040770.1|BCOP	LOC108155145|XP_017141288.1|DMIR
OG0001271	LOC119080744|XP_037045188.1|BCOP, LOC119084964|XP_037051008.1|BCOP	LOC108158457|XP_017146235.1|DMIR, LOC117191921|XP_033252559.1|DMIR
OG0001272	LOC119066265|XP_037024514.1|BCOP, LOC119080600|XP_037044897.1|BCOP, LOC119080172|XP_037044289.1|BCOP	LOC108151032|XP_033242646.1|DMIR, LOC117186247|XP_033242644.1|DMIR, LOC117186248|XP_033242649.1|DMIR, LOC108165301|XP_033242648.1|DMIR
OG0001273	LOC119085730|XP_037052091.1|BCOP	LOC108154575|XP_017140364.1|DMIR
OG0001274	LOC119071667|XP_037032541.1|BCOP	LOC108151717|XP_017135977.1|DMIR
OG0001275	LOC119077876|XP_037041124.1|BCOP	LOC108164532|XP_017155815.1|DMIR
OG0001276	LOC119078766|XP_037042372.1|BCOP	LOC108152778|XP_017137849.1|DMIR, LOC108161461|XP_017151213.1|DMIR
OG0001278	LOC119083449|XP_037049066.1|BCOP, LOC119082191|XP_037047510.1|BCOP	LOC108152532|XP_017137428.1|DMIR, LOC108161441|XP_017151192.1|DMIR
OG0001279	LOC119082184|XP_037047501.1|BCOP, LOC119083062|XP_037048580.1|BCOP	LOC108153003|XP_017138233.1|DMIR
OG0001280	LOC119073374|XP_037034692.1|BCOP	LOC108151532|XP_017135674.1|DMIR
OG0001281	LOC119080644|XP_037044952.1|BCOP, LOC119080642|XP_037044951.1|BCOP	LOC108150821|XP_017134617.1|DMIR
OG0001282	LOC119070562|XP_037030865.1|BCOP	LOC108163644|XP_017154543.1|DMIR
OG0001283	LOC119082204|XP_037047534.1|BCOP, LOC119076452|XP_037039114.1|BCOP	LOC117192487|XP_033253081.1|DMIR, LOC117193890|XP_033254464.1|DMIR, LOC117192481|XP_033253068.1|DMIR, LOC117192485|XP_033253075.1|DMIR, LOC108159046|XP_033248066.1|DMIR, LOC117192488|XP_033253082.1|DMIR, LOC117188385|XP_033248070.1|DMIR, LOC117192495|XP_033253094.1|DMIR, LOC117192482|XP_033253072.1|DMIR, LOC117192483|XP_033253073.1|DMIR
OG0001284	LOC119072278|XP_037033366.1|BCOP	LOC117188987|XP_033249676.1|DMIR
OG0001285	LOC119071935|XP_037032952.1|BCOP, LOC119073343|XP_037034632.1|BCOP	LOC108152026|XP_017136496.1|DMIR
OG0001286	LOC119075691|XP_037038109.1|BCOP, LOC119074449|XP_037036475.1|BCOP, LOC119075693|XP_037038110.1|BCOP, LOC119075696|XP_037038117.1|BCOP, LOC119078022|XP_037041313.1|BCOP, LOC119075694|XP_037038115.1|BCOP, LOC119072764|XP_037033954.1|BCOP, LOC119075695|XP_037038116.1|BCOP	LOC108164105|XP_017155185.1|DMIR
OG0001287	LOC119068416|XP_037027883.1|BCOP	LOC108155154|XP_017141303.2|DMIR
OG0001288	LOC119077031|XP_037040049.1|BCOP	LOC108163582|XP_017154443.1|DMIR
OG0001289	LOC119070699|XP_037031045.1|BCOP	LOC108161385|XP_017151123.2|DMIR
OG0001290	LOC119077062|XP_037040094.1|BCOP	LOC108161745|XP_033249429.1|DMIR
OG0001291	LOC119072054|XP_037033079.1|BCOP	LOC108160498|XP_017150024.1|DMIR, LOC117190561|XP_033251507.1|DMIR
OG0001292	LOC119071121|XP_037031664.1|BCOP	LOC117192871|XP_033253514.1|DMIR, LOC108159611|XP_017148554.1|DMIR
OG0001293	LOC119072053|XP_037033082.1|BCOP	LOC108164588|XP_017155903.1|DMIR
OG0001294	LOC119086076|XP_037052546.1|BCOP	LOC108156837|XP_017144035.1|DMIR
OG0001295	LOC119074602|XP_037036749.1|BCOP	LOC108162367|XP_017152569.1|DMIR, LOC108154810|XP_033245977.1|DMIR
OG0001296	LOC119074741|XP_037036898.1|BCOP	LOC108160067|XP_017149306.1|DMIR
OG0001297	LOC119076741|XP_037039580.1|BCOP	LOC108154764|XP_017140635.1|DMIR
OG0001298	LOC119085776|XP_037052167.1|BCOP, LOC119067013|XP_037025637.1|BCOP	LOC108155192|XP_017141353.1|DMIR
OG0001299	LOC119074935|XP_037037221.1|BCOP	LOC108153385|XP_033242955.1|DMIR
OG0001300	LOC119083181|XP_037048736.1|BCOP	LOC117186434|XP_033243131.1|DMIR, LOC108157098|XP_017144452.1|DMIR
OG0001301	LOC119068447|XP_037027923.1|BCOP	LOC108164204|XP_017155323.1|DMIR
OG0001302	LOC119082840|XP_037048392.1|BCOP, LOC119084858|XP_037050887.1|BCOP	LOC108160735|XP_033254209.1|DMIR
OG0001303	LOC119067286|XP_037026066.1|BCOP	LOC108156496|XP_017143478.1|DMIR
OG0001304	LOC119078465|XP_037041902.1|BCOP	LOC108158520|XP_017146388.1|DMIR, LOC117192440|XP_033253011.1|DMIR
OG0001305	LOC119078132|XP_037041498.1|BCOP	LOC108155146|XP_017141290.1|DMIR
OG0001306	LOC119069549|XP_037029523.1|BCOP	LOC108156304|XP_017143181.1|DMIR
OG0001307	LOC119074401|XP_037036417.1|BCOP	LOC108152327|XP_017137062.1|DMIR, LOC108157831|XP_017145523.1|DMIR, LOC108151754|XP_017136081.1|DMIR
OG0001308	LOC119083019|XP_037048552.1|BCOP	LOC117186562|XP_033243401.1|DMIR, LOC108153754|XP_033243397.1|DMIR, LOC117186561|XP_033243399.1|DMIR
OG0001309	LOC119077885|XP_037041144.1|BCOP	LOC108155099|XP_017141216.1|DMIR
OG0001310	LOC119084874|XP_037050909.1|BCOP, LOC119085692|XP_037052037.1|BCOP	LOC108165010|XP_017156534.1|DMIR
OG0001311	LOC119083176|XP_037048730.1|BCOP, LOC119070013|XP_037030187.1|BCOP, LOC119070031|XP_037030212.1|BCOP	LOC108159813|XP_017148876.1|DMIR, LOC117189098|XP_033249984.1|DMIR, LOC108163801|XP_017154779.1|DMIR
OG0001313	LOC119072484|XP_037033612.1|BCOP	LOC117188333|XP_033247892.1|DMIR, LOC117188334|XP_033247893.1|DMIR, LOC117188331|XP_033247889.1|DMIR, LOC117188332|XP_033247890.1|DMIR, LOC117188329|XP_033247887.1|DMIR, LOC117188330|XP_033247888.1|DMIR, LOC108159248|XP_017147859.2|DMIR, LOC117192675|XP_033253288.1|DMIR
OG0001315	LOC119083708|XP_037049392.1|BCOP, LOC119071029|XP_037031519.1|BCOP	LOC108164631|XP_017155968.1|DMIR
OG0001326	LOC119068673|XP_037028250.1|BCOP	LOC108156454|XP_033244788.1|DMIR
OG0001328	LOC119070657|XP_037030983.1|BCOP, LOC119067324|XP_037026125.1|BCOP	LOC117186172|XP_033242308.1|DMIR, LOC117186171|XP_033242301.1|DMIR
OG0001329	LOC119067609|XP_037026597.1|BCOP	LOC108158289|XP_017146018.2|DMIR, LOC117186578|XP_033243429.1|DMIR
OG0001330	LOC119082152|XP_037047448.1|BCOP	LOC108154454|XP_033252854.1|DMIR, LOC117192357|XP_033252887.1|DMIR
OG0001331	LOC119069973|XP_037030111.1|BCOP	LOC108151464|XP_017135574.1|DMIR
OG0001332	LOC119068843|XP_037028545.1|BCOP, LOC119068844|XP_037028552.1|BCOP	LOC108161729|XP_017151545.1|DMIR
OG0001333	LOC119069998|XP_037030145.1|BCOP, LOC119070001|XP_037030147.1|BCOP	LOC108163846|XP_017154852.2|DMIR
