Orthogroup	BCOP.longest_only	DSER.longest_only
OG0002250	LOC119073479|XP_037034879.1|BCOP	LOC110182993|XP_020806844.1|DSER
OG0002251	LOC119073572|XP_037035026.1|BCOP	LOC110182999|XP_020806850.1|DSER
OG0002252	LOC119077679|XP_037040836.1|BCOP	LOC110182980|XP_020806831.1|DSER
OG0002253	LOC119074011|XP_037035841.1|BCOP	LOC110178688|XP_020801553.1|DSER
OG0002254	LOC119079368|XP_037043133.1|BCOP	LOC110190390|XP_020816502.1|DSER
OG0002255	LOC119084172|XP_037049926.1|BCOP	LOC110180132|XP_020803435.1|DSER
OG0002256	LOC119081221|XP_037045840.1|BCOP, LOC119074128|XP_037036006.1|BCOP	LOC110189550|XP_020815339.1|DSER
OG0002257	LOC119070242|XP_037030411.1|BCOP, LOC119075133|XP_037037414.1|BCOP	LOC110179306|XP_020802451.1|DSER
OG0002258	LOC119079286|XP_037042971.1|BCOP, LOC119079287|XP_037042972.1|BCOP	LOC110189313|XP_020815018.1|DSER
OG0002259	LOC119078492|XP_037041943.1|BCOP	LOC110184395|XP_020808566.1|DSER
OG0002260	LOC119079351|XP_037043075.1|BCOP	LOC110179040|XP_020802055.1|DSER
OG0002261	LOC119080525|XP_037044831.1|BCOP	LOC110190148|XP_020816136.1|DSER
OG0002262	LOC119070724|XP_037031072.1|BCOP	LOC110179249|XP_020802370.1|DSER
OG0002263	LOC119077861|XP_037041090.1|BCOP	LOC110190814|XP_020817124.1|DSER
OG0002264	LOC119081148|XP_037045791.1|BCOP	LOC110189684|XP_020815546.1|DSER
OG0002265	LOC119076153|XP_037038732.1|BCOP	LOC110185164|XP_020809528.1|DSER
OG0002266	LOC119073649|XP_037035142.1|BCOP	LOC110189981|XP_020815928.1|DSER
OG0002267	LOC119083362|XP_037048971.1|BCOP, LOC119075050|XP_037037340.1|BCOP	LOC110190496|XP_020816671.1|DSER
OG0002268	LOC119080619|XP_037044918.1|BCOP, LOC119066077|XP_037024241.1|BCOP	LOC110189889|XP_020815798.1|DSER
OG0002269	LOC119081728|XP_037046784.1|BCOP	LOC110178249|XP_020800960.1|DSER
OG0002270	LOC119074506|XP_037036558.1|BCOP	LOC110188922|XP_020814505.1|DSER
OG0002271	LOC119080669|XP_037044995.1|BCOP	LOC110190475|XP_020816644.1|DSER
OG0002272	LOC119075051|XP_037037341.1|BCOP, LOC119083363|XP_037048973.1|BCOP	LOC110177614|XP_020800078.1|DSER
OG0002273	LOC119069867|XP_037029932.1|BCOP, LOC119079355|XP_037043083.1|BCOP	LOC110189870|XP_020815754.1|DSER
OG0002274	LOC119073513|XP_037034927.1|BCOP	LOC110188197|XP_020813454.1|DSER
OG0002275	LOC119084843|XP_037050844.1|BCOP	LOC110190622|XP_020816876.1|DSER
OG0002276	LOC119079718|XP_037043674.1|BCOP	LOC110178725|XP_020801590.1|DSER
OG0002277	LOC119073271|XP_037034548.1|BCOP	LOC110178820|XP_020801745.1|DSER
OG0002279	LOC119076586|XP_037039320.1|BCOP	LOC110190592|XP_020816843.1|DSER
OG0002280	LOC119070015|XP_037030188.1|BCOP, LOC119070968|XP_037031440.1|BCOP, LOC119080389|XP_037044595.1|BCOP, LOC119069110|XP_037028897.1|BCOP	LOC110189982|XP_020815929.1|DSER
OG0002281	LOC119077996|XP_037041271.1|BCOP	LOC110183605|XP_020807580.1|DSER
OG0002282	LOC119085901|XP_037052340.1|BCOP, LOC119077824|XP_037041030.1|BCOP, LOC119073806|XP_037035464.1|BCOP	LOC110187663|XP_020812744.1|DSER, LOC110183328|XP_020807236.1|DSER
OG0002284	LOC119081350|XP_037046090.1|BCOP	LOC110182921|XP_020806744.1|DSER
OG0002285	LOC119072366|XP_037033455.1|BCOP, LOC119077792|XP_037040999.1|BCOP	LOC110183526|XP_020807479.1|DSER
OG0002286	LOC119079844|XP_037043804.1|BCOP	LOC110184063|XP_020808100.1|DSER
OG0002287	LOC119074511|XP_037036568.1|BCOP	LOC110188934|XP_020814531.1|DSER
OG0002288	LOC119080406|XP_037044632.1|BCOP	LOC110190796|XP_020817097.1|DSER
OG0002289	LOC119073547|XP_037034995.1|BCOP, LOC119073548|XP_037034996.1|BCOP	LOC110190026|XP_020815988.1|DSER
OG0002290	LOC119076753|XP_037039597.1|BCOP, LOC119069972|XP_037030110.1|BCOP	LOC110185819|XP_020810483.1|DSER
OG0002291	LOC119079329|XP_037043021.1|BCOP	LOC110180011|XP_020803262.1|DSER
OG0002292	LOC119079063|XP_037042770.1|BCOP	LOC110189226|XP_020814866.1|DSER
OG0002293	LOC119073985|XP_037035791.1|BCOP	LOC110176697|XP_020798831.1|DSER
OG0002294	LOC119079625|XP_037043517.1|BCOP, LOC119079626|XP_037043519.1|BCOP	LOC110186705|XP_020811637.1|DSER
OG0002295	LOC119066270|XP_037024521.1|BCOP	LOC110185581|XP_020810169.1|DSER
OG0002296	LOC119072829|XP_037034024.1|BCOP	LOC110176803|XP_020798898.1|DSER
OG0002297	LOC119080976|XP_037045515.1|BCOP	LOC110188604|XP_020814026.1|DSER
OG0002298	LOC119073204|XP_037034409.1|BCOP, LOC119081199|XP_037045810.1|BCOP	LOC110191563|XP_020818099.1|DSER
OG0002299	LOC119081201|XP_037045816.1|BCOP, LOC119073225|XP_037034432.1|BCOP	LOC110180017|XP_020803274.1|DSER
OG0002300	LOC119071456|XP_037032203.1|BCOP	LOC110182726|XP_020806486.1|DSER
OG0002301	LOC119082756|XP_037048233.1|BCOP	LOC110185085|XP_020809427.1|DSER
OG0002302	LOC119070830|XP_037031227.1|BCOP	LOC110185050|XP_020809374.1|DSER
OG0002303	LOC119077038|XP_037040057.1|BCOP	LOC110183513|XP_020807458.1|DSER
OG0002304	LOC119081963|XP_037047162.1|BCOP	LOC110185705|XP_020810335.1|DSER
OG0002305	LOC119085146|XP_037051319.1|BCOP	LOC110184655|XP_020808914.1|DSER
OG0002306	LOC119070890|XP_037031307.1|BCOP	LOC110183858|XP_020807872.1|DSER
OG0002307	LOC119066739|XP_037025256.1|BCOP	LOC110179133|XP_020802183.1|DSER, LOC110181312|XP_020804689.1|DSER
OG0002308	LOC119072832|XP_037034035.1|BCOP	LOC110176800|XP_020798894.1|DSER
OG0002309	LOC119069832|XP_037029895.1|BCOP	LOC110187391|XP_020812439.1|DSER, LOC110177658|XP_020800129.1|DSER
OG0002310	LOC119085817|XP_037052203.1|BCOP	LOC110187405|XP_020812452.1|DSER
OG0002311	LOC119082307|XP_037047697.1|BCOP	LOC110181339|XP_020804716.1|DSER
OG0002312	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP	LOC110185696|XP_020810322.1|DSER
OG0002313	LOC119085561|XP_037051885.1|BCOP	LOC110188770|XP_020814303.1|DSER
OG0002314	LOC119073895|XP_037035679.1|BCOP	LOC110190899|XP_020817221.1|DSER
OG0002315	LOC119066318|XP_037024602.1|BCOP	LOC110176323|XP_020798301.1|DSER
OG0002316	LOC119072614|XP_037033763.1|BCOP	LOC110183172|XP_020807023.1|DSER
OG0002317	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP	LOC110176167|XP_020798063.1|DSER
OG0002318	LOC119082095|XP_037047357.1|BCOP	LOC110187488|XP_020812538.1|DSER, LOC110187505|XP_020812557.1|DSER, LOC110179884|XP_020803144.1|DSER
OG0002319	LOC119072731|XP_037033902.1|BCOP	LOC110185890|XP_020810561.1|DSER
OG0002320	LOC119079431|XP_037043237.1|BCOP	LOC110179214|XP_020802307.1|DSER
OG0002321	LOC119066374|XP_037024694.1|BCOP	LOC110189267|XP_020814941.1|DSER
OG0002322	LOC119082065|XP_037047298.1|BCOP	LOC110185978|XP_020810660.1|DSER
OG0002323	LOC119084003|XP_037049710.1|BCOP	LOC110187443|XP_020812491.1|DSER
OG0002324	LOC119073596|XP_037035065.1|BCOP	LOC110187840|XP_020812981.1|DSER, LOC110190223|XP_020816240.1|DSER
OG0002325	LOC119066721|XP_037025230.1|BCOP, LOC119073537|XP_037034975.1|BCOP, LOC119073517|XP_037034939.1|BCOP	LOC110178673|XP_020801533.1|DSER
OG0002326	LOC119076472|XP_037039144.1|BCOP, LOC119072872|XP_037034074.1|BCOP, LOC119073530|XP_037034964.1|BCOP	LOC110178674|XP_020801534.1|DSER
OG0002327	LOC119073735|XP_037035282.1|BCOP	LOC110188135|XP_020813382.1|DSER
OG0002328	LOC119082380|XP_037047798.1|BCOP	LOC110181369|XP_020804756.1|DSER
OG0002329	LOC119070923|XP_037031360.1|BCOP	LOC110185810|XP_020810473.1|DSER
OG0002330	LOC119077117|XP_037040181.1|BCOP	LOC110185651|XP_020810267.1|DSER
OG0002331	LOC119076302|XP_037038862.1|BCOP	LOC110179463|XP_020802681.1|DSER
OG0002332	LOC119085089|XP_037051225.1|BCOP	LOC110185290|XP_020809698.1|DSER
OG0002333	LOC119079279|XP_037042960.1|BCOP, LOC119079284|XP_037042968.1|BCOP	LOC110184111|XP_020808163.1|DSER
OG0002334	LOC119084807|XP_037050773.1|BCOP, LOC119080246|XP_037044389.1|BCOP	LOC110183124|XP_020806974.1|DSER
OG0002335	LOC119084622|XP_037050583.1|BCOP	LOC110178264|XP_020800988.1|DSER
OG0002336	LOC119071160|XP_037031810.1|BCOP	LOC110185301|XP_020809711.1|DSER
OG0002337	LOC119081396|XP_037046177.1|BCOP	LOC110177027|XP_020799205.1|DSER
OG0002338	LOC119082046|XP_037047267.1|BCOP	LOC110180229|XP_020803541.1|DSER, LOC110182660|XP_020806397.1|DSER
OG0002339	LOC119076373|XP_037038978.1|BCOP	LOC110187208|XP_020812267.1|DSER
OG0002340	LOC119076367|XP_037038968.1|BCOP	LOC110183998|XP_020808014.1|DSER
OG0002341	LOC119068618|XP_037028179.1|BCOP, LOC119073643|XP_037035136.1|BCOP, LOC119072585|XP_037033733.1|BCOP	LOC110178012|XP_020800685.1|DSER
OG0002342	LOC119085397|XP_037051694.1|BCOP	LOC110184862|XP_020809165.1|DSER
OG0002343	LOC119077071|XP_037040108.1|BCOP	LOC110182349|XP_020806048.1|DSER
OG0002344	LOC119082390|XP_037047814.1|BCOP	LOC110182853|XP_020806646.1|DSER
OG0002345	LOC119074085|XP_037035935.1|BCOP	LOC110182890|XP_020806693.1|DSER
OG0002346	LOC119084611|XP_037050572.1|BCOP, LOC119072567|XP_037033702.1|BCOP	LOC110185698|XP_020810325.1|DSER
OG0002347	LOC119081380|XP_037046159.1|BCOP	LOC110177693|XP_020800175.1|DSER
OG0002348	LOC119066932|XP_037025540.1|BCOP	LOC110176849|XP_020798969.1|DSER
OG0002349	LOC119073881|XP_037035656.1|BCOP	LOC110182892|XP_020806701.1|DSER
OG0002350	LOC119081404|XP_037046193.1|BCOP	LOC110184192|XP_020808277.1|DSER
OG0002351	LOC119081501|XP_037046402.1|BCOP	LOC110178229|XP_020800937.1|DSER
OG0002352	LOC119081468|XP_037046352.1|BCOP	LOC110189396|XP_020815110.1|DSER
OG0002353	LOC119082403|XP_037047829.1|BCOP	LOC110185013|XP_020809324.1|DSER, LOC110185119|XP_020809470.1|DSER, LOC110176568|XP_020798618.1|DSER, LOC110185019|XP_020809330.1|DSER
OG0002354	LOC119085918|XP_037052367.1|BCOP	LOC110180603|XP_020803947.1|DSER, LOC110183034|XP_020806879.1|DSER, LOC110183013|XP_020806862.1|DSER
OG0002355	LOC119082262|XP_037047617.1|BCOP	LOC110176560|XP_020798607.1|DSER
OG0002356	LOC119083269|XP_037048850.1|BCOP	LOC110181173|XP_020804508.1|DSER
OG0002357	LOC119079343|XP_037043066.1|BCOP, LOC119080488|XP_037044780.1|BCOP	LOC110176433|XP_020798441.1|DSER
OG0002358	LOC119066242|XP_037024457.1|BCOP	LOC110183294|XP_020807187.1|DSER
OG0002359	LOC119077069|XP_037040106.1|BCOP	LOC110183236|XP_020807111.1|DSER
OG0002360	LOC119071573|XP_037032407.1|BCOP	LOC110184990|XP_020809301.1|DSER
OG0002361	LOC119077610|XP_037040726.1|BCOP	LOC110190134|XP_020816116.1|DSER
OG0002362	LOC119076930|XP_037039853.1|BCOP	LOC110180315|XP_020803630.1|DSER, LOC110182696|XP_020806450.1|DSER
OG0002363	LOC119076926|XP_037039846.1|BCOP	LOC110182664|XP_020806401.1|DSER, LOC110180221|XP_020803531.1|DSER
OG0002364	LOC119076922|XP_037039831.1|BCOP	LOC110182655|XP_020806385.1|DSER, LOC110180222|XP_020803532.1|DSER
OG0002365	LOC119075602|XP_037037966.1|BCOP	LOC110182681|XP_020806432.1|DSER
OG0002366	LOC119072718|XP_037033884.1|BCOP	LOC110179181|XP_020802243.1|DSER
OG0002367	LOC119068278|XP_037027704.1|BCOP, LOC119084601|XP_037050551.1|BCOP	LOC110182246|XP_020805922.1|DSER
OG0002368	LOC119077129|XP_037040198.1|BCOP	LOC110186098|XP_020810799.1|DSER
OG0002369	LOC119077133|XP_037040207.1|BCOP	LOC110180118|XP_020803417.1|DSER
OG0002370	LOC119075583|XP_037037946.1|BCOP	LOC110185988|XP_020810673.1|DSER
OG0002371	LOC119076257|XP_037038820.1|BCOP	LOC110185728|XP_020810371.1|DSER
OG0002372	LOC119078905|XP_037042529.1|BCOP	LOC110177067|XP_020799244.1|DSER
OG0002373	LOC119076965|XP_037039952.1|BCOP	LOC110187338|XP_020812384.1|DSER
OG0002374	LOC119069869|XP_037029935.1|BCOP	LOC110190556|XP_020816775.1|DSER
OG0002375	LOC119081144|XP_037045783.1|BCOP	LOC110185391|XP_020809829.1|DSER
OG0002376	LOC119081928|XP_037047078.1|BCOP	LOC110185552|XP_020810129.1|DSER
OG0002377	LOC119065987|XP_037024088.1|BCOP, LOC119077235|XP_037040319.1|BCOP	LOC110177196|XP_020799451.1|DSER
OG0002378	LOC119084173|XP_037049927.1|BCOP	LOC110177485|XP_020799896.1|DSER
OG0002379	LOC119078936|XP_037042577.1|BCOP	LOC110181184|XP_020804521.1|DSER
OG0002380	LOC119082244|XP_037047603.1|BCOP	LOC110182063|XP_020805684.1|DSER
OG0002381	LOC119066384|XP_037024711.1|BCOP	LOC110179263|XP_020802377.1|DSER
OG0002382	LOC119071174|XP_037031832.1|BCOP	LOC110184120|XP_020808184.1|DSER
OG0002383	LOC119071194|XP_037031870.1|BCOP	LOC110177590|XP_020800033.1|DSER
OG0002384	LOC119069011|XP_037028783.1|BCOP, LOC119074536|XP_037036598.1|BCOP	LOC110180159|XP_020803473.1|DSER
OG0002386	LOC119084151|XP_037049893.1|BCOP	LOC110188468|XP_020813857.1|DSER
OG0002387	LOC119084427|XP_037050299.1|BCOP	LOC110190974|XP_020817328.1|DSER
OG0002388	LOC119066565|XP_037025007.1|BCOP, LOC119080347|XP_037044540.1|BCOP, LOC119078065|XP_037041397.1|BCOP	LOC110188720|XP_020814193.1|DSER
OG0002389	LOC119076759|XP_037039611.1|BCOP	LOC110185244|XP_020809642.1|DSER
OG0002390	LOC119073788|XP_037035407.1|BCOP	LOC110183431|XP_020807371.1|DSER
OG0002391	LOC119085224|XP_037051432.1|BCOP	LOC110177337|XP_020799685.1|DSER
OG0002392	LOC119072765|XP_037033958.1|BCOP, LOC119075003|XP_037037300.1|BCOP	LOC110185201|XP_020809586.1|DSER
OG0002393	LOC119074933|XP_037037218.1|BCOP	LOC110177572|XP_020800007.1|DSER
OG0002394	LOC119068580|XP_037028158.1|BCOP	LOC110191787|XP_020818396.1|DSER
OG0002395	LOC119078061|XP_037041390.1|BCOP	LOC110187721|XP_020812825.1|DSER
OG0002396	LOC119080349|XP_037044542.1|BCOP	LOC110177796|XP_020800344.1|DSER
OG0002397	LOC119076486|XP_037039166.1|BCOP	LOC110181850|XP_020805418.1|DSER
OG0002398	LOC119082077|XP_037047312.1|BCOP, LOC119073932|XP_037035696.1|BCOP, LOC119072043|XP_037033057.1|BCOP, LOC119072044|XP_037033063.1|BCOP	LOC110184421|XP_020808615.1|DSER
OG0002399	LOC119071691|XP_037032574.1|BCOP	LOC110189368|XP_020815074.1|DSER
OG0002400	LOC119071702|XP_037032585.1|BCOP	LOC110180023|XP_020803282.1|DSER
OG0002401	LOC119079502|XP_037043345.1|BCOP	LOC110185450|XP_020809943.1|DSER
OG0002402	LOC119076888|XP_037039787.1|BCOP	LOC110191741|XP_020818331.1|DSER
OG0002403	LOC119074386|XP_037036399.1|BCOP, LOC119076884|XP_037039783.1|BCOP	LOC110191801|XP_020818412.1|DSER
OG0002404	LOC119084374|XP_037050221.1|BCOP	LOC110187662|XP_020812740.1|DSER
OG0002405	LOC119071729|XP_037032653.1|BCOP	LOC110177165|XP_020799410.1|DSER
OG0002406	LOC119074007|XP_037035839.1|BCOP	LOC110188532|XP_020813935.1|DSER
OG0002407	LOC119084019|XP_037049728.1|BCOP	LOC110186389|XP_020811208.1|DSER
OG0002408	LOC119068865|XP_037028601.1|BCOP	LOC110177129|XP_020799357.1|DSER
OG0002410	LOC119074783|XP_037036952.1|BCOP	LOC110188314|XP_020813681.1|DSER
OG0002411	LOC119068782|XP_037028437.1|BCOP	LOC110184152|XP_020808220.1|DSER, LOC110186338|XP_020811145.1|DSER
OG0002412	LOC119068166|XP_037027543.1|BCOP	LOC110188919|XP_020814500.1|DSER
OG0002413	LOC119085333|XP_037051612.1|BCOP	LOC110179631|XP_020802901.1|DSER
OG0002414	LOC119083075|XP_037048592.1|BCOP	LOC110186976|XP_020811987.1|DSER
OG0002415	LOC119076085|XP_037038633.1|BCOP, LOC119076088|XP_037038636.1|BCOP	LOC110176591|XP_020798666.1|DSER
OG0002416	LOC119076143|XP_037038713.1|BCOP, LOC119078096|XP_037041460.1|BCOP	LOC110185423|XP_020809895.1|DSER
OG0002417	LOC119070846|XP_037031251.1|BCOP	LOC110176949|XP_020799110.1|DSER
OG0002418	LOC119066192|XP_037024404.1|BCOP	LOC110185348|XP_020809784.1|DSER
OG0002419	LOC119077851|XP_037041073.1|BCOP	LOC110181882|XP_020805469.1|DSER
OG0002420	LOC119079301|XP_037042983.1|BCOP, LOC119078134|XP_037041505.1|BCOP, LOC119082199|XP_037047528.1|BCOP	LOC110187672|XP_020812756.1|DSER
OG0002421	LOC119079652|XP_037043628.1|BCOP, LOC119076131|XP_037038698.1|BCOP, LOC119079578|XP_037043500.1|BCOP	LOC110186227|XP_020810949.1|DSER
OG0002422	LOC119078114|XP_037041461.1|BCOP, LOC119080523|XP_037044828.1|BCOP	LOC110191085|XP_020817489.1|DSER
OG0002423	LOC119074331|XP_037036310.1|BCOP	LOC110190160|XP_020816154.1|DSER
OG0002424	LOC119076864|XP_037039764.1|BCOP	LOC110185438|XP_020809921.1|DSER
OG0002425	LOC119067380|XP_037026195.1|BCOP	LOC110179478|XP_020802710.1|DSER
OG0002426	LOC119083250|XP_037048809.1|BCOP	LOC110178619|XP_020801463.1|DSER
OG0002427	LOC119078692|XP_037042251.1|BCOP	LOC110184517|XP_020808744.1|DSER
OG0002428	LOC119067826|XP_037026893.1|BCOP	LOC110176050|XP_020797923.1|DSER, LOC110178130|XP_020800813.1|DSER
OG0002429	LOC119082512|XP_037047919.1|BCOP	LOC110188861|XP_020814427.1|DSER
OG0002430	LOC119078236|XP_037041589.1|BCOP	LOC110189456|XP_020815189.1|DSER
OG0002431	LOC119071319|XP_037032097.1|BCOP	LOC110191481|XP_020818007.1|DSER
OG0002432	LOC119074344|XP_037036332.1|BCOP	LOC110183478|XP_020807417.1|DSER, LOC110183257|XP_020807141.1|DSER
OG0002433	LOC119077797|XP_037041003.1|BCOP	LOC110188595|XP_020814017.1|DSER
OG0002434	LOC119084220|XP_037050014.1|BCOP	LOC110187938|XP_020813112.1|DSER
OG0002436	LOC119071260|XP_037032010.1|BCOP	LOC110178261|XP_020800985.1|DSER
OG0002437	LOC119085315|XP_037051589.1|BCOP	LOC110189692|XP_020815524.1|DSER
OG0002438	LOC119071047|XP_037031544.1|BCOP	LOC110179623|XP_020802888.1|DSER
OG0002439	LOC119070966|XP_037031432.1|BCOP	LOC110186096|XP_020810796.1|DSER
OG0002440	LOC119085381|XP_037051662.1|BCOP, LOC119067279|XP_037026051.1|BCOP	LOC110178893|XP_020801826.1|DSER
OG0002441	LOC119071391|XP_037032162.1|BCOP	LOC110190879|XP_020817199.1|DSER
OG0002442	LOC119074198|XP_037036089.1|BCOP	LOC110178478|XP_020801282.1|DSER
OG0002443	LOC119072386|XP_037033484.1|BCOP, LOC119072392|XP_037033496.1|BCOP	LOC110189750|XP_020815615.1|DSER
OG0002444	LOC119084080|XP_037049810.1|BCOP	LOC110177724|XP_020800225.1|DSER
OG0002445	LOC119069836|XP_037029898.1|BCOP	LOC110189403|XP_020815116.1|DSER
OG0002447	LOC119071927|XP_037032945.1|BCOP	LOC110177532|XP_020799954.1|DSER
OG0002448	LOC119066229|XP_037024448.1|BCOP	LOC110177686|XP_020800167.1|DSER
OG0002449	LOC119071329|XP_037032108.1|BCOP	LOC110177383|XP_020799746.1|DSER
OG0002450	LOC119084537|XP_037050445.1|BCOP, LOC119084500|XP_037050417.1|BCOP	LOC110190006|XP_020815967.1|DSER
OG0002451	LOC119084029|XP_037049746.1|BCOP, LOC119077965|XP_037041240.1|BCOP	LOC110178244|XP_020800954.1|DSER
OG0002452	LOC119066537|XP_037024957.1|BCOP	LOC110176339|XP_020798324.1|DSER
OG0002453	LOC119072839|XP_037034047.1|BCOP	LOC110190871|XP_020817187.1|DSER
OG0002454	LOC119066170|XP_037024361.1|BCOP	LOC110183647|XP_020807628.1|DSER
OG0002455	LOC119072032|XP_037033048.1|BCOP	LOC110183689|XP_020807688.1|DSER
OG0002456	LOC119072082|XP_037033133.1|BCOP	LOC110179561|XP_020802806.1|DSER
OG0002457	LOC119085354|XP_037051625.1|BCOP	LOC110180444|XP_020803808.1|DSER
OG0002458	LOC119066843|XP_037025406.1|BCOP	LOC110185926|XP_020810597.1|DSER
OG0002459	LOC119077043|XP_037040065.1|BCOP	LOC110191671|XP_020818244.1|DSER
OG0002460	LOC119066116|XP_037024292.1|BCOP	LOC110180410|XP_020803735.1|DSER
OG0002461	LOC119082739|XP_037048214.1|BCOP	LOC110183372|XP_020807332.1|DSER
OG0002462	LOC119071060|XP_037031574.1|BCOP	LOC110185488|XP_020810022.1|DSER
OG0002463	LOC119078240|XP_037041597.1|BCOP	LOC110191663|XP_020818220.1|DSER
OG0002464	LOC119071679|XP_037032555.1|BCOP	LOC110191609|XP_020818159.1|DSER
OG0002465	LOC119082101|XP_037047366.1|BCOP	LOC110189389|XP_020815098.1|DSER
OG0002466	LOC119085098|XP_037051237.1|BCOP, LOC119083407|XP_037049021.1|BCOP	LOC110185476|XP_020810002.1|DSER
OG0002467	LOC119073227|XP_037034433.1|BCOP, LOC119081200|XP_037045812.1|BCOP	LOC110176178|XP_020798083.1|DSER
OG0002468	LOC119083241|XP_037048794.1|BCOP, LOC119083240|XP_037048791.1|BCOP, LOC119083221|XP_037048782.1|BCOP	LOC110191010|XP_020817386.1|DSER
OG0002469	LOC119067785|XP_037026821.1|BCOP	LOC110188501|XP_020813893.1|DSER
OG0002470	LOC119083279|XP_037048862.1|BCOP	LOC110178239|XP_020800949.1|DSER
OG0002471	LOC119086078|XP_037052549.1|BCOP	LOC110176462|XP_020798482.1|DSER
OG0002472	LOC119071492|XP_037032238.1|BCOP	LOC110178242|XP_020800951.1|DSER
OG0002473	LOC119072615|XP_037033765.1|BCOP	LOC110177993|XP_020800650.1|DSER
OG0002474	LOC119071844|XP_037032794.1|BCOP	LOC110176221|XP_020798160.1|DSER
OG0002475	LOC119071960|XP_037032986.1|BCOP	LOC110186778|XP_020811709.1|DSER, LOC110188744|XP_020814245.1|DSER
OG0002476	LOC119085339|XP_037051617.1|BCOP	LOC110176002|XP_020797868.1|DSER
OG0002477	LOC119072433|XP_037033542.1|BCOP	LOC110177069|XP_020799248.1|DSER
OG0002478	LOC119078989|XP_037042640.1|BCOP	LOC110177849|XP_020800451.1|DSER
OG0002479	LOC119066902|XP_037025487.1|BCOP	LOC110179270|XP_020802392.1|DSER
OG0002480	LOC119071163|XP_037031815.1|BCOP	LOC110185369|XP_020809810.1|DSER
OG0002481	LOC119067505|XP_037026410.1|BCOP, LOC119078450|XP_037041875.1|BCOP	LOC110182464|XP_020806161.1|DSER
OG0002482	LOC119071591|XP_037032433.1|BCOP, LOC119068653|XP_037028226.1|BCOP	LOC110189647|XP_020815450.1|DSER
OG0002483	LOC119076934|XP_037039866.1|BCOP	LOC110191493|XP_020818016.1|DSER
OG0002484	LOC119075973|XP_037038455.1|BCOP, LOC119067411|XP_037026253.1|BCOP	LOC110180068|XP_020803349.1|DSER
OG0002485	LOC119070974|XP_037031447.1|BCOP	LOC110189675|XP_020815492.1|DSER
OG0002486	LOC119085992|XP_037052458.1|BCOP	LOC110190285|XP_020816321.1|DSER
OG0002487	LOC119072776|XP_037033960.1|BCOP	LOC110182821|XP_020806616.1|DSER
OG0002488	LOC119080997|XP_037045556.1|BCOP	LOC110177701|XP_020800186.1|DSER
OG0002489	LOC119076718|XP_037039536.1|BCOP	LOC110190107|XP_020816074.1|DSER
OG0002490	LOC119071118|XP_037031662.1|BCOP, LOC119080097|XP_037044221.1|BCOP	LOC110183196|XP_020807100.1|DSER
OG0002491	LOC119071526|XP_037032302.1|BCOP	LOC110190093|XP_020816057.1|DSER
OG0002492	LOC119071175|XP_037031838.1|BCOP	LOC110176362|XP_020798351.1|DSER
OG0002493	LOC119071162|XP_037031814.1|BCOP	LOC110189355|XP_020815057.1|DSER
OG0002494	LOC119084257|XP_037050057.1|BCOP	LOC110184872|XP_020809181.1|DSER
OG0002495	LOC119083517|XP_037049129.1|BCOP	LOC110177683|XP_020800162.1|DSER
OG0002497	LOC119073156|XP_037034353.1|BCOP, LOC119080635|XP_037044944.1|BCOP, LOC119085952|XP_037052398.1|BCOP, LOC119066403|XP_037024759.1|BCOP, LOC119082531|XP_037047938.1|BCOP, LOC119080978|XP_037045518.1|BCOP	LOC110190607|XP_020816859.1|DSER
OG0002499	LOC119075573|XP_037037935.1|BCOP	LOC110183697|XP_020807695.1|DSER
OG0002500	LOC119083584|XP_037049227.1|BCOP	LOC110188401|XP_020813785.1|DSER, LOC110182027|XP_020805616.1|DSER
OG0002508	LOC119069496|XP_037029462.1|BCOP	LOC110179574|XP_020802823.1|DSER
OG0002509	LOC119067530|XP_037026479.1|BCOP	LOC110177204|XP_020799477.1|DSER
OG0002510	LOC119083413|XP_037049026.1|BCOP, LOC119067720|XP_037026732.1|BCOP	LOC110180332|XP_020803649.1|DSER
OG0002511	LOC119068188|XP_037027577.1|BCOP	LOC110184432|XP_020808631.1|DSER
OG0002512	LOC119080990|XP_037045531.1|BCOP	LOC110185400|XP_020809855.1|DSER
OG0002513	LOC119085629|XP_037051960.1|BCOP	LOC110191823|XP_020818447.1|DSER
OG0002514	LOC119068027|XP_037027285.1|BCOP	LOC110187132|XP_020812209.1|DSER
OG0002515	LOC119080751|XP_037045200.1|BCOP, LOC119080750|XP_037045199.1|BCOP, LOC119077401|XP_037040503.1|BCOP, LOC119073280|XP_037034559.1|BCOP, LOC119078917|XP_037042547.1|BCOP, LOC119072597|XP_037033747.1|BCOP, LOC119085847|XP_037052252.1|BCOP	LOC110189175|XP_020814800.1|DSER
OG0002516	LOC119082549|XP_037047964.1|BCOP	LOC110186599|XP_020811488.1|DSER
OG0002517	LOC119068638|XP_037028203.1|BCOP	LOC110176059|XP_020797932.1|DSER
OG0002518	LOC119069694|XP_037029718.1|BCOP	LOC110188479|XP_020813868.1|DSER
