Orthogroup	BCOP.longest_only	DPER.longest_only
OG0001486	LOC119075372|XP_037037693.1|BCOP	LOC6589116|XP_002015272.1|DPER
OG0001487	LOC119071292|XP_037032057.1|BCOP	LOC113565507|XP_026843542.1|DPER, LOC113565502|XP_026843514.1|DPER, LOC113565497|XP_026843498.1|DPER, LOC113565474|XP_026843399.1|DPER
OG0001488	LOC119080267|XP_037044416.1|BCOP, LOC119080265|XP_037044409.1|BCOP	LOC6590271|XP_002015474.1|DPER
OG0001489	LOC119082548|XP_037047954.1|BCOP	LOC6596472|XP_026843559.1|DPER
OG0001490	LOC119082084|XP_037047339.1|BCOP	LOC6596426|XP_002021824.1|DPER
OG0001491	LOC119078712|XP_037042279.1|BCOP	LOC6589437|XP_026844235.1|DPER
OG0001493	LOC119075234|XP_037037521.1|BCOP	LOC6588602|XP_002013210.1|DPER, LOC6602899|XP_002027922.2|DPER
OG0001494	LOC119077643|XP_037040759.1|BCOP	LOC6604521|XP_026849312.1|DPER
OG0001495	LOC119074897|XP_037037139.1|BCOP	LOC113565143|XP_026841991.1|DPER, LOC6596188|XP_002021117.1|DPER
OG0001496	LOC119074211|XP_037036147.1|BCOP	LOC6603310|XP_026849883.1|DPER, LOC6600777|XP_026845161.1|DPER
OG0001497	LOC119078593|XP_037042074.1|BCOP, LOC119081292|XP_037045948.1|BCOP, LOC119072594|XP_037033744.1|BCOP	LOC6593271|XP_002018189.1|DPER
OG0001498	LOC119074573|XP_037036695.1|BCOP	LOC6594201|XP_026850736.1|DPER
OG0001500	LOC119068893|XP_037028658.1|BCOP	LOC6601546|XP_026841468.1|DPER, LOC6601544|XP_002026691.2|DPER
OG0001501	LOC119080610|XP_037044907.1|BCOP	LOC6591872|XP_026851158.1|DPER
OG0001502	LOC119079851|XP_037043814.1|BCOP	LOC6590545|XP_002016226.1|DPER
OG0001503	LOC119083702|XP_037049389.1|BCOP, LOC119077333|XP_037040410.1|BCOP	LOC6589993|XP_002015598.1|DPER
OG0001504	LOC119072387|XP_037033490.1|BCOP	LOC6600118|XP_026846712.1|DPER
OG0001506	LOC119079020|XP_037042692.1|BCOP	LOC6590798|XP_026840770.1|DPER
OG0001507	LOC119071742|XP_037032669.1|BCOP	LOC6592587|XP_002018069.2|DPER
OG0001508	LOC119080040|XP_037044136.1|BCOP, LOC119066573|XP_037025018.1|BCOP	LOC6593269|XP_026841226.1|DPER
OG0001509	LOC119083247|XP_037048804.1|BCOP	LOC6590359|XP_026842350.1|DPER
OG0001510	LOC119081977|XP_037047185.1|BCOP, LOC119072757|XP_037033941.1|BCOP	LOC6588729|XP_026844043.1|DPER
OG0001511	LOC119066136|XP_037024322.1|BCOP	LOC6592510|XP_026842156.1|DPER
OG0001512	LOC119071191|XP_037031860.1|BCOP, LOC119077034|XP_037040054.1|BCOP, LOC119071183|XP_037031848.1|BCOP, LOC119071407|XP_037032181.1|BCOP, LOC119071406|XP_037032179.1|BCOP, LOC119071408|XP_037032182.1|BCOP, LOC119071188|XP_037031857.1|BCOP	LOC6597194|XP_026845575.1|DPER
OG0001513	LOC119071130|XP_037031699.1|BCOP	LOC6596201|XP_026845230.1|DPER
OG0001515	LOC119076873|XP_037039777.1|BCOP	LOC6596839|XP_002022020.1|DPER, LOC6587967|XP_002013325.1|DPER
OG0001517	LOC119085002|XP_037051073.1|BCOP	LOC6595188|XP_002020044.2|DPER
OG0001518	LOC119067207|XP_037025945.1|BCOP	LOC6597501|XP_026849291.1|DPER
OG0001534	LOC119069790|XP_037029827.1|BCOP	LOC6596893|XP_026845535.1|DPER
OG0001535	LOC119081291|XP_037045952.1|BCOP	LOC6597894|XP_002023021.1|DPER
OG0001536	LOC119083641|XP_037049277.1|BCOP	LOC6599292|XP_002024257.1|DPER
OG0001537	LOC119070285|XP_037030449.1|BCOP, LOC119070287|XP_037030450.1|BCOP	LOC6589668|XP_002014575.1|DPER
OG0001538	LOC119084761|XP_037050722.1|BCOP	LOC6604509|XP_026845126.1|DPER
OG0001539	LOC119080435|XP_037044693.1|BCOP	LOC6590295|XP_026840955.1|DPER
OG0001540	LOC119077061|XP_037040084.1|BCOP	LOC6601046|XP_002026134.1|DPER, LOC6587642|XP_002013250.2|DPER, LOC6589062|XP_002014550.1|DPER
OG0001541	LOC119067503|XP_037026408.1|BCOP, LOC119074747|XP_037036905.1|BCOP	LOC113566501|XP_026848196.1|DPER
OG0001542	LOC119083755|XP_037049434.1|BCOP	LOC6591611|XP_026848213.1|DPER
OG0001543	LOC119067212|XP_037025951.1|BCOP	LOC6598264|XP_026846200.1|DPER
OG0001544	LOC119068022|XP_037027277.1|BCOP	LOC6597604|XP_026848894.1|DPER
OG0001545	LOC119071911|XP_037032925.1|BCOP, LOC119067565|XP_037026541.1|BCOP	LOC6600109|XP_026846678.1|DPER
OG0001546	LOC119084624|XP_037050587.1|BCOP, LOC119069480|XP_037029442.1|BCOP, LOC119071884|XP_037032878.1|BCOP	LOC6600111|XP_026846651.1|DPER
OG0001547	LOC119083969|XP_037049669.1|BCOP	LOC6598527|XP_026846359.1|DPER, LOC6598557|XP_026846268.1|DPER
OG0001548	LOC119067604|XP_037026594.1|BCOP	LOC6588892|XP_026844612.1|DPER, LOC113566133|XP_026846224.1|DPER
OG0001549	LOC119078658|XP_037042167.1|BCOP	LOC6589460|XP_026844808.1|DPER
OG0001550	LOC119067024|XP_037025651.1|BCOP	LOC6587657|XP_002012887.1|DPER
OG0001551	LOC119068659|XP_037028230.1|BCOP	LOC6598831|XP_026849416.1|DPER
OG0001552	LOC119069945|XP_037030067.1|BCOP	LOC6595038|XP_002020365.1|DPER
OG0001553	LOC119068481|XP_037027987.1|BCOP, LOC119077795|XP_037041001.1|BCOP	LOC6599327|XP_026847156.1|DPER
OG0001554	LOC119068534|XP_037028040.1|BCOP	LOC6588050|XP_026840195.1|DPER
OG0001556	LOC119069503|XP_037029472.1|BCOP	LOC6593149|XP_002018526.1|DPER
OG0001557	LOC119077131|XP_037040206.1|BCOP	LOC6600353|XP_026848391.1|DPER
OG0001558	LOC119085650|XP_037051990.1|BCOP	LOC6604350|XP_026847468.1|DPER, LOC113566717|XP_026849391.1|DPER
OG0001559	LOC119069552|XP_037029526.1|BCOP, LOC119067227|XP_037025974.1|BCOP	LOC6587199|XP_002013514.1|DPER
OG0001560	LOC119070423|XP_037030655.1|BCOP	LOC6588536|XP_026839942.1|DPER
OG0001561	LOC119078770|XP_037042373.1|BCOP	LOC6587571|XP_002013102.1|DPER
OG0001562	LOC119073818|XP_037035490.1|BCOP	LOC6593543|XP_002019133.1|DPER
OG0001563	LOC119067500|XP_037026402.1|BCOP	LOC6591732|XP_026846045.1|DPER
OG0001564	LOC119067239|XP_037025996.1|BCOP	LOC6587895|XP_026840532.1|DPER
OG0001565	LOC119067360|XP_037026166.1|BCOP	LOC6587242|XP_002013663.1|DPER
OG0001566	LOC119067590|XP_037026583.1|BCOP	LOC6597541|XP_002022671.2|DPER, LOC6588074|XP_002013352.1|DPER
OG0001567	LOC119085861|XP_037052270.1|BCOP	LOC6592575|XP_002017740.1|DPER
OG0001568	LOC119069780|XP_037029810.1|BCOP	LOC6587323|XP_026851232.1|DPER
OG0001570	LOC119070649|XP_037030978.1|BCOP, LOC119070659|XP_037030988.1|BCOP, LOC119067461|XP_037026342.1|BCOP	LOC6587663|XP_002014044.2|DPER
OG0001571	LOC119066962|XP_037025589.1|BCOP	LOC6589199|XP_002014361.1|DPER
OG0001572	LOC119073400|XP_037034725.1|BCOP	LOC6603095|XP_002028105.2|DPER
OG0001573	LOC119082450|XP_037047868.1|BCOP, LOC119083348|XP_037048936.1|BCOP	LOC6599687|XP_026847409.1|DPER
OG0001574	LOC119071041|XP_037031536.1|BCOP, LOC119073628|XP_037035113.1|BCOP	LOC6598333|XP_002023461.2|DPER
OG0001575	LOC119070120|XP_037030329.1|BCOP, LOC119071146|XP_037031769.1|BCOP	LOC6588336|XP_002013422.1|DPER
OG0001576	LOC119082146|XP_037047441.1|BCOP, LOC119084794|XP_037050755.1|BCOP	LOC6594426|XP_002019758.1|DPER
OG0001577	LOC119076585|XP_037039324.1|BCOP	LOC6598751|XP_002023785.2|DPER, LOC6594906|XP_002020506.1|DPER
OG0001578	LOC119066452|XP_037024848.1|BCOP, LOC119085051|XP_037051162.1|BCOP, LOC119085839|XP_037052237.1|BCOP, LOC119082619|XP_037048073.1|BCOP	LOC6592259|XP_002018568.1|DPER
OG0001579	LOC119083540|XP_037049158.1|BCOP	LOC6600257|XP_002025422.2|DPER, LOC6599107|XP_026849263.1|DPER
OG0001580	LOC119080394|XP_037044608.1|BCOP	LOC6592516|XP_002017674.2|DPER
OG0001581	LOC119081125|XP_037045764.1|BCOP	LOC6597379|XP_002022582.2|DPER
OG0001582	LOC119073350|XP_037034640.1|BCOP	LOC6600800|XP_002025971.1|DPER
OG0001584	LOC119074639|XP_037036814.1|BCOP, LOC119067311|XP_037026114.1|BCOP	LOC6603278|XP_002028265.2|DPER, LOC6603277|XP_002028264.1|DPER
OG0001585	LOC119067960|XP_037027182.1|BCOP	LOC6599387|XP_026847077.1|DPER, LOC113566315|XP_026847219.1|DPER, LOC6599386|XP_026847076.1|DPER
OG0001586	LOC119081213|XP_037045828.1|BCOP	LOC6597136|XP_002022324.1|DPER, LOC6599247|XP_002024304.1|DPER
OG0001587	LOC119071784|XP_037032739.1|BCOP	LOC6590580|XP_002015385.2|DPER
OG0001588	LOC119073902|XP_037035686.1|BCOP	LOC6591019|XP_002016371.2|DPER
OG0001589	LOC119072887|XP_037034105.1|BCOP	LOC6597986|XP_026843199.1|DPER
OG0001590	LOC119071876|XP_037032846.1|BCOP	LOC6591264|XP_026842011.1|DPER
OG0001591	LOC119082064|XP_037047296.1|BCOP	LOC6595240|XP_026843959.1|DPER
OG0001592	LOC119066743|XP_037025260.1|BCOP	LOC6589612|XP_026844374.1|DPER, LOC6589610|XP_002014774.2|DPER
OG0001593	LOC119066748|XP_037025272.1|BCOP, LOC119066741|XP_037025258.1|BCOP	LOC113565703|XP_026844377.1|DPER, LOC113565918|XP_026845088.1|DPER, LOC6589685|XP_026844376.1|DPER
OG0001595	LOC119073618|XP_037035090.1|BCOP	LOC6590508|XP_026841884.1|DPER
OG0001596	LOC119074048|XP_037035889.1|BCOP, LOC119082323|XP_037047717.1|BCOP, LOC119078412|XP_037041808.1|BCOP, LOC119077099|XP_037040151.1|BCOP	LOC6593966|XP_002018951.1|DPER
OG0001597	LOC119081933|XP_037047081.1|BCOP	LOC113565458|XP_026843295.1|DPER
OG0001598	LOC119081944|XP_037047103.1|BCOP	LOC6598088|XP_026843264.1|DPER
OG0001599	LOC119077001|XP_037040003.1|BCOP	LOC6593337|XP_002018739.1|DPER
OG0001601	LOC119078696|XP_037042253.1|BCOP	LOC6589225|XP_002014214.1|DPER
OG0001602	LOC119085260|XP_037051503.1|BCOP	LOC6593379|XP_026843340.1|DPER, LOC6593378|XP_026843844.1|DPER, LOC113565472|XP_026843386.1|DPER
OG0001603	LOC119072752|XP_037033933.1|BCOP, LOC119072750|XP_037033931.1|BCOP	LOC6589535|XP_002014501.1|DPER
OG0001604	LOC119084493|XP_037050394.1|BCOP	LOC6600035|XP_002025082.1|DPER
OG0001605	LOC119073863|XP_037035623.1|BCOP	LOC6591194|XP_002015443.1|DPER
OG0001606	LOC119071515|XP_037032285.1|BCOP	LOC113565187|XP_026842330.1|DPER, LOC6602983|XP_002027994.1|DPER
OG0001607	LOC119081917|XP_037047049.1|BCOP	LOC6589130|XP_026844094.1|DPER
OG0001608	LOC119069430|XP_037029382.1|BCOP, LOC119070907|XP_037031331.1|BCOP	LOC6596526|XP_002021723.1|DPER
OG0001609	LOC119080234|XP_037044376.1|BCOP	LOC6593146|XP_026842077.1|DPER
OG0001610	LOC119085960|XP_037052411.1|BCOP	LOC6601736|XP_002026794.2|DPER, LOC6596560|XP_002021741.1|DPER
OG0001611	LOC119078606|XP_037042095.1|BCOP	LOC6589480|XP_002015236.1|DPER
OG0001612	LOC119068420|XP_037027884.1|BCOP, LOC119085336|XP_037051614.1|BCOP	LOC6589574|XP_002014845.1|DPER
OG0001613	LOC119078421|XP_037041823.1|BCOP	LOC6588959|XP_002014342.1|DPER, LOC6593356|XP_002018822.1|DPER
OG0001614	LOC119084837|XP_037050828.1|BCOP	LOC6592602|XP_026840760.1|DPER
OG0001615	LOC119082410|XP_037047838.1|BCOP	LOC6593814|XP_002019061.2|DPER
OG0001616	LOC119075332|XP_037037655.1|BCOP	LOC6595436|XP_002020857.1|DPER
OG0001617	LOC119071474|XP_037032218.1|BCOP	LOC6593387|XP_026842930.1|DPER
OG0001618	LOC119078628|XP_037042122.1|BCOP	LOC6588955|XP_002014338.1|DPER
OG0001619	LOC119071103|XP_037031640.1|BCOP	LOC6593516|XP_026843011.1|DPER
OG0001620	LOC119085342|XP_037051620.1|BCOP	LOC6590673|XP_002015414.1|DPER
OG0001621	LOC119066774|XP_037025323.1|BCOP, LOC119080914|XP_037045424.1|BCOP, LOC119077640|XP_037040755.1|BCOP, LOC119070524|XP_037030795.1|BCOP, LOC119066295|XP_037024565.1|BCOP, LOC119083210|XP_037048772.1|BCOP	LOC6592295|XP_026842140.1|DPER
OG0001622	LOC119068566|XP_037028089.1|BCOP	LOC6597342|XP_002022544.1|DPER
OG0001623	LOC119083103|XP_037048625.1|BCOP, LOC119083105|XP_037048631.1|BCOP, LOC119083108|XP_037048635.1|BCOP	LOC113565660|XP_026844129.1|DPER
OG0001624	LOC119085274|XP_037051523.1|BCOP, LOC119075636|XP_037038012.1|BCOP	LOC6593556|XP_026843003.1|DPER
OG0001625	LOC119066260|XP_037024508.1|BCOP	LOC6593632|XP_002019098.1|DPER
OG0001626	LOC119074811|XP_037036993.1|BCOP	LOC6589594|XP_002014829.2|DPER
OG0001628	LOC119076696|XP_037039506.1|BCOP	LOC6591909|XP_002016866.1|DPER
OG0001629	LOC119077391|XP_037040487.1|BCOP	LOC6594376|XP_026850752.1|DPER
OG0001630	LOC119077822|XP_037041025.1|BCOP	LOC6588324|XP_026840522.1|DPER
OG0001631	LOC119083402|XP_037049016.1|BCOP, LOC119076405|XP_037039027.1|BCOP	LOC6591979|XP_026851098.1|DPER
OG0001632	LOC119068038|XP_037027298.1|BCOP, LOC119068036|XP_037027296.1|BCOP	LOC6589797|XP_002014464.1|DPER, LOC6603273|XP_002028254.1|DPER
OG0001633	LOC119084121|XP_037049869.1|BCOP, LOC119077838|XP_037041049.1|BCOP	LOC6594596|XP_002019386.1|DPER
OG0001634	LOC119073458|XP_037034849.1|BCOP, LOC119071722|XP_037032634.1|BCOP, LOC119085412|XP_037051717.1|BCOP	LOC6594370|XP_026843781.1|DPER
OG0001635	LOC119073768|XP_037035330.1|BCOP	LOC6591898|XP_002016916.1|DPER
OG0001636	LOC119066825|XP_037025377.1|BCOP, LOC119069449|XP_037029399.1|BCOP, LOC119086042|XP_037052511.1|BCOP	LOC6594391|XP_026846623.1|DPER
OG0001637	LOC119072635|XP_037033773.1|BCOP, LOC119085107|XP_037051257.1|BCOP	LOC6594912|XP_002020120.2|DPER
OG0001638	LOC119076967|XP_037039954.1|BCOP, LOC119073720|XP_037035241.1|BCOP	LOC6600134|XP_002025251.2|DPER
OG0001639	LOC119076591|XP_037039330.1|BCOP	LOC6592913|XP_002018581.1|DPER
OG0001640	LOC119076800|XP_037039659.1|BCOP	LOC6594293|XP_002019941.1|DPER
OG0001641	LOC119083470|XP_037049086.1|BCOP, LOC119079711|XP_037043663.1|BCOP	LOC6594316|XP_002019359.1|DPER
OG0001642	LOC119066090|XP_037024257.1|BCOP	LOC6598359|XP_026846315.1|DPER
OG0001643	LOC119078224|XP_037041579.1|BCOP	LOC6589430|XP_002015007.1|DPER
OG0001645	LOC119071400|XP_037032171.1|BCOP, LOC119071401|XP_037032172.1|BCOP	LOC6593212|XP_026840799.1|DPER
OG0001646	LOC119071297|XP_037032066.1|BCOP, LOC119071313|XP_037032088.1|BCOP, LOC119071315|XP_037032093.1|BCOP, LOC119071414|XP_037032186.1|BCOP, LOC119071415|XP_037032187.1|BCOP, LOC119071312|XP_037032086.1|BCOP	LOC6592395|XP_026840935.1|DPER
OG0001647	LOC119066071|XP_037024196.1|BCOP	LOC6591219|XP_026842600.1|DPER
OG0001648	LOC119074220|XP_037036116.1|BCOP	LOC6601960|XP_026849610.1|DPER
OG0001649	LOC119082638|XP_037048099.1|BCOP, LOC119082195|XP_037047524.1|BCOP	LOC6600887|XP_026840831.1|DPER
OG0001650	LOC119085352|XP_037051622.1|BCOP	LOC6601630|XP_002026633.2|DPER
OG0001651	LOC119081719|XP_037046753.1|BCOP	LOC6590952|XP_002016022.2|DPER
OG0001652	LOC119070872|XP_037031280.1|BCOP	LOC6598888|XP_002024093.1|DPER
OG0001653	LOC119071874|XP_037032844.1|BCOP	LOC6603848|XP_026845347.1|DPER, LOC6603850|XP_026845337.1|DPER, LOC6604003|XP_026845727.1|DPER, LOC6595768|XP_026845725.1|DPER
OG0001654	LOC119069545|XP_037029520.1|BCOP	LOC6590323|XP_002016212.2|DPER
OG0001655	LOC119077077|XP_037040131.1|BCOP, LOC119083695|XP_037049375.1|BCOP	LOC6592696|XP_002017733.1|DPER
OG0001656	LOC119068316|XP_037027759.1|BCOP, LOC119067357|XP_037026162.1|BCOP, LOC119071770|XP_037032715.1|BCOP	LOC6603393|XP_026843244.1|DPER
OG0001657	LOC119086068|XP_037052539.1|BCOP	LOC6602393|XP_002027445.1|DPER, LOC6588061|XP_002013771.1|DPER, LOC6597040|XP_002022200.1|DPER
OG0001658	LOC119071227|XP_037031938.1|BCOP	LOC6600590|XP_026847490.1|DPER
OG0001659	LOC119071248|XP_037031981.1|BCOP	LOC6600496|XP_002025603.2|DPER, LOC6600613|XP_026847623.1|DPER
OG0001660	LOC119082328|XP_037047729.1|BCOP	LOC6600627|XP_002025621.1|DPER
OG0001661	LOC119078813|XP_037042413.1|BCOP, LOC119085962|XP_037052414.1|BCOP	LOC6591434|XP_002016729.2|DPER
OG0001663	LOC119068581|XP_037028121.1|BCOP, LOC119068578|XP_037028118.1|BCOP	LOC113564955|XP_026840481.1|DPER, LOC6587567|XP_026840483.1|DPER
OG0001678	LOC119084546|XP_037050454.1|BCOP, LOC119077826|XP_037041028.1|BCOP	LOC6597782|XP_026846908.1|DPER
OG0001679	LOC119068406|XP_037027864.1|BCOP	LOC6599257|XP_002024283.1|DPER
OG0001680	LOC119067812|XP_037026859.1|BCOP	LOC6597487|XP_002022723.1|DPER
OG0001681	LOC119070363|XP_037030555.1|BCOP, LOC119076744|XP_037039584.1|BCOP	LOC6597875|XP_026847015.1|DPER
OG0001682	LOC119085255|XP_037051487.1|BCOP, LOC119069413|XP_037029357.1|BCOP, LOC119078998|XP_037042658.1|BCOP	LOC6597152|XP_002022310.1|DPER
OG0001683	LOC119070881|XP_037031295.1|BCOP	LOC6593843|XP_026843153.1|DPER
OG0001684	LOC119077200|XP_037040276.1|BCOP, LOC119076428|XP_037039068.1|BCOP	LOC6601984|XP_026846855.1|DPER
OG0001685	LOC119077691|XP_037040851.1|BCOP	LOC6595558|XP_002020906.1|DPER
OG0001686	LOC119069627|XP_037029621.1|BCOP	LOC6601717|XP_002026775.1|DPER
OG0001687	LOC119068651|XP_037028222.1|BCOP	LOC6598349|XP_002023475.1|DPER
OG0001688	LOC119076000|XP_037038468.1|BCOP	LOC6601622|XP_002026658.2|DPER
OG0001689	LOC119075265|XP_037037557.1|BCOP, LOC119084308|XP_037050123.1|BCOP, LOC119069045|XP_037028810.1|BCOP	LOC6600345|XP_002025504.2|DPER
OG0001690	LOC119080524|XP_037044829.1|BCOP	LOC6602938|XP_002027989.1|DPER
OG0001691	LOC119077971|XP_037041247.1|BCOP	LOC6589187|XP_002015011.1|DPER
OG0001693	LOC119069078|XP_037028850.1|BCOP	LOC6600064|XP_002025188.1|DPER
OG0001694	LOC119069932|XP_037030051.1|BCOP	LOC6588598|XP_026842840.1|DPER
OG0001695	LOC119067243|XP_037026004.1|BCOP	LOC6603118|XP_002028136.2|DPER
OG0001696	LOC119067018|XP_037025641.1|BCOP	LOC6588017|XP_026840316.1|DPER
OG0001697	LOC119067851|XP_037026983.1|BCOP	LOC6591419|XP_002016776.1|DPER
OG0001698	LOC119068832|XP_037028497.1|BCOP	LOC6597232|XP_026846386.1|DPER
OG0001699	LOC119067858|XP_037026990.1|BCOP	LOC6588098|XP_026846538.1|DPER
OG0001700	LOC119077575|XP_037040681.1|BCOP, LOC119084064|XP_037049798.1|BCOP	LOC6591545|XP_002017189.1|DPER
OG0001701	LOC119069177|XP_037028999.1|BCOP	LOC6587254|XP_026850573.1|DPER
OG0001702	LOC119066373|XP_037024692.1|BCOP	LOC6589219|XP_002014444.1|DPER
OG0001703	LOC119068930|XP_037028690.1|BCOP	LOC6598814|XP_002023986.2|DPER
OG0001704	LOC119068928|XP_037028688.1|BCOP	LOC6598812|XP_002023984.1|DPER
OG0001705	LOC119067910|XP_037027098.1|BCOP	LOC6588080|XP_026842541.1|DPER
OG0001706	LOC119081527|XP_037046427.1|BCOP	LOC6597990|XP_002023086.1|DPER
OG0001707	LOC119070533|XP_037030802.1|BCOP	LOC6587964|XP_026843872.1|DPER
OG0001708	LOC119068790|XP_037028445.1|BCOP	LOC6587265|XP_026848807.1|DPER
OG0001709	LOC119068970|XP_037028730.1|BCOP	LOC6602784|XP_026847833.1|DPER
OG0001711	LOC119070360|XP_037030550.1|BCOP	LOC6587905|XP_026840232.1|DPER
OG0001712	LOC119069168|XP_037028972.1|BCOP	LOC6588593|XP_002013467.1|DPER, LOC6587262|XP_026841201.1|DPER
OG0001713	LOC119070411|XP_037030638.1|BCOP	LOC6594612|XP_026850246.1|DPER
OG0001714	LOC119068105|XP_037027426.1|BCOP	LOC6591374|XP_002017239.1|DPER
OG0001715	LOC119068244|XP_037027670.1|BCOP	LOC6602697|XP_026845826.1|DPER
OG0001716	LOC119081196|XP_037045807.1|BCOP	LOC6598363|XP_002023438.2|DPER
OG0001717	LOC119067038|XP_037025668.1|BCOP	LOC6594792|XP_026840240.1|DPER
OG0001718	LOC119067040|XP_037025672.1|BCOP	LOC6588012|XP_026844478.1|DPER
OG0001719	LOC119068687|XP_037028261.1|BCOP, LOC119068679|XP_037028259.1|BCOP	LOC6588216|XP_026849772.1|DPER
OG0001720	LOC119070509|XP_037030762.1|BCOP	LOC6591889|XP_002016735.2|DPER, LOC113565708|XP_026844426.1|DPER
OG0001721	LOC119067428|XP_037026293.1|BCOP	LOC6588272|XP_002013413.1|DPER
OG0001722	LOC119074593|XP_037036734.1|BCOP	LOC6595928|XP_026845748.1|DPER, LOC113566047|XP_026845749.1|DPER
OG0001723	LOC119083678|XP_037049357.1|BCOP	LOC6590913|XP_002015404.1|DPER
OG0001724	LOC119074111|XP_037035969.1|BCOP	LOC6593211|XP_026842639.1|DPER
OG0001725	LOC119073997|XP_037035821.1|BCOP	LOC6593013|XP_026842728.1|DPER
OG0001726	LOC119073360|XP_037034663.1|BCOP	LOC6597151|XP_026845469.1|DPER
OG0001727	LOC119070539|XP_037030810.1|BCOP	LOC6594871|XP_002020110.1|DPER
OG0001728	LOC119076376|XP_037038987.1|BCOP, LOC119081678|XP_037046662.1|BCOP	LOC6600957|XP_002026027.2|DPER
OG0001729	LOC119079298|XP_037042980.1|BCOP	LOC6591164|XP_026842174.1|DPER
OG0001730	LOC119085974|XP_037052431.1|BCOP	LOC6595398|XP_002020871.1|DPER
OG0001731	LOC119077466|XP_037040571.1|BCOP	LOC6590899|XP_026840767.1|DPER
OG0001733	LOC119083620|XP_037049252.1|BCOP, LOC119083619|XP_037049251.1|BCOP	LOC6590667|XP_002015942.1|DPER
OG0001734	LOC119075456|XP_037037792.1|BCOP, LOC119070476|XP_037030728.1|BCOP	LOC6592545|XP_026842033.1|DPER
OG0001735	LOC119073264|XP_037034537.1|BCOP	LOC6595174|XP_002020429.1|DPER, LOC6601238|XP_002026296.1|DPER
OG0001736	LOC119080231|XP_037044373.1|BCOP	LOC6591227|XP_002015897.1|DPER
OG0001737	LOC119080960|XP_037045487.1|BCOP	LOC6593029|XP_026840892.1|DPER
OG0001738	LOC119080843|XP_037045298.1|BCOP	LOC6588792|XP_026844691.1|DPER, LOC6601418|XP_002026487.1|DPER
OG0001739	LOC119080808|XP_037045274.1|BCOP	LOC113565136|XP_026841868.1|DPER
OG0001740	LOC119075498|XP_037037858.1|BCOP, LOC119070240|XP_037030407.1|BCOP	LOC6593141|XP_002018173.2|DPER
OG0001741	LOC119073401|XP_037034730.1|BCOP, LOC119085850|XP_037052253.1|BCOP	LOC6588256|XP_002013194.2|DPER
OG0001742	LOC119080199|XP_037044335.1|BCOP	LOC6602090|XP_002027135.1|DPER
OG0001743	LOC119076138|XP_037038711.1|BCOP	LOC6601122|XP_026849687.1|DPER
OG0001744	LOC119079410|XP_037043196.1|BCOP	LOC6590308|XP_026842382.1|DPER
OG0001745	LOC119081729|XP_037046785.1|BCOP	LOC6590118|XP_026841999.1|DPER
OG0001746	LOC119085490|XP_037051801.1|BCOP	LOC113566449|XP_026847846.1|DPER, LOC6601381|XP_002026517.1|DPER
OG0001747	LOC119079630|XP_037043520.1|BCOP	LOC6592241|XP_002017592.2|DPER
OG0001748	LOC119081126|XP_037045765.1|BCOP	LOC6602458|XP_026848839.1|DPER
OG0001749	LOC119079661|XP_037043605.1|BCOP	LOC113565192|XP_026842380.1|DPER
OG0001750	LOC119079658|XP_037043596.1|BCOP	LOC6600853|XP_002025990.1|DPER
OG0001751	LOC119080835|XP_037045288.1|BCOP	LOC113567149|XP_026850125.1|DPER, LOC113567151|XP_026850127.1|DPER, LOC6603790|XP_026850057.1|DPER, LOC113567056|XP_026850056.1|DPER, LOC6601392|XP_026847795.1|DPER
OG0001752	LOC119080955|XP_037045480.1|BCOP	LOC6602929|XP_026848797.1|DPER
OG0001753	LOC119073253|XP_037034509.1|BCOP	LOC6601706|XP_026849917.1|DPER
OG0001754	LOC119073323|XP_037034608.1|BCOP	LOC6602123|XP_026842029.1|DPER
OG0001755	LOC119076046|XP_037038572.1|BCOP	LOC6601946|XP_026849618.1|DPER
OG0001756	LOC119074519|XP_037036577.1|BCOP	LOC6601340|XP_026841944.1|DPER
OG0001757	LOC119074147|XP_037036042.1|BCOP	LOC6592325|XP_002018559.1|DPER
OG0001758	LOC119080723|XP_037045104.1|BCOP	LOC6601524|XP_026848018.1|DPER
OG0001759	LOC119073603|XP_037035073.1|BCOP	LOC6591087|XP_002016119.1|DPER
OG0001760	LOC119074615|XP_037036773.1|BCOP	LOC6592995|XP_002017978.2|DPER
OG0001761	LOC119073322|XP_037034606.1|BCOP	LOC6590665|XP_026841038.1|DPER
OG0001762	LOC119066255|XP_037024487.1|BCOP	LOC6593526|XP_026842962.1|DPER
OG0001763	LOC119080693|XP_037045035.1|BCOP, LOC119066128|XP_037024312.1|BCOP	LOC6593730|XP_026843007.1|DPER
OG0001764	LOC119084901|XP_037050950.1|BCOP	LOC6591838|XP_002017206.2|DPER
OG0001765	LOC119073248|XP_037034476.1|BCOP	LOC6590645|XP_026841367.1|DPER
OG0001766	LOC119083409|XP_037049024.1|BCOP, LOC119082183|XP_037047494.1|BCOP, LOC119082515|XP_037047922.1|BCOP	LOC6593984|XP_026843789.1|DPER
OG0001767	LOC119084667|XP_037050638.1|BCOP	LOC6596333|XP_002021471.2|DPER
OG0001768	LOC119069042|XP_037028808.1|BCOP	LOC6589873|XP_002014586.1|DPER
OG0001769	LOC119082055|XP_037047282.1|BCOP	LOC6588828|XP_026844680.1|DPER
