Orthogroup	BCOP.longest_only	SLEB.longest_only
OG0002162	LOC119067373|XP_037026189.1|BCOP	LOC115620919|XP_030370276.1|SLEB
OG0002163	LOC119067190|XP_037025916.1|BCOP	LOC115627293|XP_030378785.1|SLEB
OG0002164	LOC119068336|XP_037027789.1|BCOP	LOC115623724|XP_030374065.1|SLEB
OG0002165	LOC119068466|XP_037027955.1|BCOP	LOC115621187|XP_030370623.1|SLEB, LOC115622402|XP_030372192.1|SLEB
OG0002166	LOC119066227|XP_037024446.1|BCOP	LOC115631635|XP_030384304.1|SLEB
OG0002167	LOC119066372|XP_037024695.1|BCOP	LOC115633048|XP_030386256.1|SLEB
OG0002168	LOC119068986|XP_037028752.1|BCOP	LOC115626523|XP_030377767.1|SLEB
OG0002169	LOC119068737|XP_037028331.1|BCOP	LOC115622527|XP_030372350.1|SLEB
OG0002170	LOC119083567|XP_037049205.1|BCOP	LOC115628020|XP_030379807.1|SLEB
OG0002171	LOC119069264|XP_037029217.1|BCOP	LOC115620219|XP_030369219.1|SLEB
OG0002172	LOC119067940|XP_037027151.1|BCOP	LOC115621399|XP_030370903.1|SLEB
OG0002173	LOC119078710|XP_037042275.1|BCOP	LOC115631462|XP_030384072.1|SLEB
OG0002174	LOC119082710|XP_037048184.1|BCOP	LOC115620241|XP_030369248.1|SLEB
OG0002175	LOC119082813|XP_037048363.1|BCOP	LOC115620242|XP_030369250.1|SLEB
OG0002176	LOC119067918|XP_037027114.1|BCOP	LOC115629527|XP_030381865.1|SLEB
OG0002177	LOC119067430|XP_037026297.1|BCOP	LOC115620809|XP_030370093.1|SLEB
OG0002178	LOC119069100|XP_037028887.1|BCOP	LOC115620788|XP_030370063.1|SLEB
OG0002179	LOC119067624|XP_037026612.1|BCOP	LOC115630554|XP_030383025.1|SLEB
OG0002180	LOC119068090|XP_037027402.1|BCOP	LOC115621505|XP_030371034.1|SLEB
OG0002181	LOC119069061|XP_037028831.1|BCOP	LOC115630083|XP_030382568.1|SLEB
OG0002182	LOC119067226|XP_037025967.1|BCOP	LOC115621485|XP_030371006.1|SLEB
OG0002183	LOC119071530|XP_037032309.1|BCOP	LOC115623509|XP_030373752.1|SLEB
OG0002184	LOC119067354|XP_037026158.1|BCOP	LOC115621752|XP_030371346.1|SLEB, LOC115626045|XP_030377156.1|SLEB
OG0002185	LOC119069969|XP_037030103.1|BCOP	LOC115620372|XP_030369436.1|SLEB
OG0002186	LOC119079315|XP_037043004.1|BCOP	LOC115626433|XP_030377668.1|SLEB
OG0002187	LOC119069210|XP_037029076.1|BCOP, LOC119070066|XP_037030256.1|BCOP	LOC115620645|XP_030369853.1|SLEB
OG0002188	LOC119080885|XP_037045359.1|BCOP	LOC115634041|XP_030387445.1|SLEB
OG0002189	LOC119069499|XP_037029465.1|BCOP	LOC115629970|XP_030382449.1|SLEB
OG0002190	LOC119084695|XP_037050671.1|BCOP	LOC115620341|XP_030369401.1|SLEB
OG0002191	LOC119067687|XP_037026702.1|BCOP	LOC115634376|XP_030387916.1|SLEB
OG0002192	LOC119078993|XP_037042652.1|BCOP	LOC115622715|XP_030372613.1|SLEB
OG0002193	LOC119085773|XP_037052160.1|BCOP	LOC115621536|XP_030371062.1|SLEB
OG0002194	LOC119070038|XP_037030217.1|BCOP	LOC115621452|XP_030370966.1|SLEB
OG0002195	LOC119067218|XP_037025959.1|BCOP	LOC115620502|XP_030369615.1|SLEB
OG0002196	LOC119078582|XP_037042054.1|BCOP	LOC115627300|XP_030378796.1|SLEB, LOC115629564|XP_030381916.1|SLEB
OG0002197	LOC119069309|XP_037029255.1|BCOP	LOC115624554|XP_030375141.1|SLEB
OG0002198	LOC119068092|XP_037027404.1|BCOP	LOC115623510|XP_030373749.1|SLEB
OG0002199	LOC119074834|XP_037037026.1|BCOP	LOC115620633|XP_030369823.1|SLEB
OG0002200	LOC119070571|XP_037030872.1|BCOP	LOC115629549|XP_030381891.1|SLEB, LOC115621724|XP_030371298.1|SLEB, LOC115625638|XP_030376627.1|SLEB
OG0002202	LOC119068798|XP_037028455.1|BCOP	LOC115620495|XP_030369601.1|SLEB
OG0002203	LOC119069182|XP_037029011.1|BCOP	LOC115625105|XP_030375868.1|SLEB
OG0002204	LOC119069037|XP_037028801.1|BCOP	LOC115620636|XP_030369833.1|SLEB
OG0002205	LOC119070447|XP_037030693.1|BCOP	LOC115621680|XP_030371250.1|SLEB, LOC115621691|XP_030371260.1|SLEB
OG0002206	LOC119067466|XP_037026348.1|BCOP	LOC115621603|XP_030371156.1|SLEB
OG0002207	LOC119068191|XP_037027584.1|BCOP, LOC119068192|XP_037027585.1|BCOP	LOC115620325|XP_030369379.1|SLEB
OG0002208	LOC119068186|XP_037027576.1|BCOP	LOC115620911|XP_030370263.1|SLEB
OG0002209	LOC119076431|XP_037039074.1|BCOP	LOC115628848|XP_030380957.1|SLEB
OG0002210	LOC119067337|XP_037026136.1|BCOP	LOC115625302|XP_030376180.1|SLEB
OG0002211	LOC119070046|XP_037030224.1|BCOP	LOC115620489|XP_030369587.1|SLEB
OG0002212	LOC119069248|XP_037029195.1|BCOP, LOC119070313|XP_037030474.1|BCOP	LOC115621569|XP_030371116.1|SLEB
OG0002213	LOC119069748|XP_037029784.1|BCOP	LOC115624038|XP_030374476.1|SLEB, LOC115624034|XP_030374472.1|SLEB
OG0002214	LOC119069073|XP_037028846.1|BCOP	LOC115621549|XP_030371077.1|SLEB
OG0002215	LOC119069952|XP_037030076.1|BCOP	LOC115620281|XP_030369315.1|SLEB
OG0002216	LOC119081256|XP_037045888.1|BCOP	LOC115631264|XP_030383835.1|SLEB
OG0002217	LOC119069242|XP_037029190.1|BCOP	LOC115625291|XP_030376164.1|SLEB
OG0002218	LOC119067252|XP_037026023.1|BCOP	LOC115627664|XP_030379266.1|SLEB
OG0002219	LOC119078248|XP_037041621.1|BCOP, LOC119069089|XP_037028872.1|BCOP	LOC115620459|XP_030369550.1|SLEB
OG0002220	LOC119072018|XP_037033032.1|BCOP, LOC119074239|XP_037036156.1|BCOP	LOC115620458|XP_030369549.1|SLEB
OG0002221	LOC119084830|XP_037050808.1|BCOP	LOC115632759|XP_030385868.1|SLEB
OG0002222	LOC119083959|XP_037049662.1|BCOP, LOC119083465|XP_037049080.1|BCOP, LOC119079723|XP_037043682.1|BCOP, LOC119082955|XP_037048497.1|BCOP	LOC115630656|XP_030383161.1|SLEB
OG0002224	LOC119081716|XP_037046729.1|BCOP	LOC115620838|XP_030370135.1|SLEB
OG0002225	LOC119073439|XP_037034818.1|BCOP	LOC115632265|XP_030385202.1|SLEB
OG0002226	LOC119081374|XP_037046151.1|BCOP	LOC115633854|XP_030387206.1|SLEB
OG0002227	LOC119080299|XP_037044467.1|BCOP	LOC115634121|XP_030387544.1|SLEB
OG0002228	LOC119082140|XP_037047415.1|BCOP, LOC119079257|XP_037042931.1|BCOP	LOC115621375|XP_030370866.1|SLEB
OG0002229	LOC119081545|XP_037046455.1|BCOP	LOC115626474|XP_030377722.1|SLEB
OG0002230	LOC119079254|XP_037042930.1|BCOP	LOC115625458|XP_030376369.1|SLEB
OG0002231	LOC119073448|XP_037034836.1|BCOP	LOC115633893|XP_030387258.1|SLEB
OG0002233	LOC119075212|XP_037037494.1|BCOP	LOC115632421|XP_030385422.1|SLEB
OG0002235	LOC119083565|XP_037049197.1|BCOP	LOC115633399|XP_030386705.1|SLEB
OG0002236	LOC119080175|XP_037044295.1|BCOP	LOC115630431|XP_030382851.1|SLEB
OG0002237	LOC119079255|XP_037042933.1|BCOP	LOC115628574|XP_030380606.1|SLEB
OG0002238	LOC119083149|XP_037048686.1|BCOP, LOC119076738|XP_037039550.1|BCOP	LOC115628347|XP_030380279.1|SLEB
OG0002239	LOC119085382|XP_037051663.1|BCOP	LOC115621487|XP_030371017.1|SLEB
OG0002240	LOC119079503|XP_037043346.1|BCOP	LOC115634354|XP_030387873.1|SLEB
OG0002241	LOC119081255|XP_037045885.1|BCOP	LOC115632775|XP_030385881.1|SLEB
OG0002242	LOC119080678|XP_037045006.1|BCOP	LOC115622977|XP_030372988.1|SLEB
OG0002243	LOC119083632|XP_037049262.1|BCOP	LOC115626469|XP_030377712.1|SLEB, LOC115626389|XP_030377609.1|SLEB, LOC115626432|XP_030377666.1|SLEB
OG0002244	LOC119084555|XP_037050465.1|BCOP, LOC119073695|XP_037035190.1|BCOP, LOC119084557|XP_037050468.1|BCOP	LOC115629850|XP_030382291.1|SLEB
OG0002245	LOC119073696|XP_037035191.1|BCOP	LOC115632735|XP_030385841.1|SLEB
OG0002246	LOC119079508|XP_037043357.1|BCOP	LOC115631968|XP_030384718.1|SLEB
OG0002247	LOC119079492|XP_037043336.1|BCOP	LOC115628972|XP_030381114.1|SLEB
OG0002248	LOC119079312|XP_037043005.1|BCOP	LOC115624989|XP_030375717.1|SLEB
OG0002249	LOC119080647|XP_037044956.1|BCOP	LOC115622515|XP_030372329.1|SLEB
OG0002250	LOC119073479|XP_037034879.1|BCOP	LOC115634673|XP_030388392.1|SLEB
OG0002251	LOC119073572|XP_037035026.1|BCOP	LOC115634674|XP_030388393.1|SLEB
OG0002252	LOC119077679|XP_037040836.1|BCOP	LOC115620012|XP_030368973.1|SLEB
OG0002253	LOC119074011|XP_037035841.1|BCOP	LOC115624581|XP_030375181.1|SLEB
OG0002254	LOC119079368|XP_037043133.1|BCOP	LOC115620972|XP_030370353.1|SLEB
OG0002255	LOC119084172|XP_037049926.1|BCOP	LOC115629150|XP_030381373.1|SLEB
OG0002256	LOC119081221|XP_037045840.1|BCOP, LOC119074128|XP_037036006.1|BCOP	LOC115628490|XP_030380484.1|SLEB
OG0002257	LOC119070242|XP_037030411.1|BCOP, LOC119075133|XP_037037414.1|BCOP	LOC115633350|XP_030386648.1|SLEB
OG0002258	LOC119079286|XP_037042971.1|BCOP, LOC119079287|XP_037042972.1|BCOP	LOC115622305|XP_030372070.1|SLEB
OG0002260	LOC119079351|XP_037043075.1|BCOP	LOC115622216|XP_030371973.1|SLEB
OG0002261	LOC119080525|XP_037044831.1|BCOP	LOC115623553|XP_030373808.1|SLEB
OG0002262	LOC119070724|XP_037031072.1|BCOP	LOC115634791|XP_030388559.1|SLEB
OG0002263	LOC119077861|XP_037041090.1|BCOP	LOC115632436|XP_030385440.1|SLEB
OG0002264	LOC119081148|XP_037045791.1|BCOP	LOC115626809|XP_030378182.1|SLEB
OG0002265	LOC119076153|XP_037038732.1|BCOP	LOC115632858|XP_030385978.1|SLEB
OG0002266	LOC119073649|XP_037035142.1|BCOP	LOC115624816|XP_030375522.1|SLEB
OG0002267	LOC119083362|XP_037048971.1|BCOP, LOC119075050|XP_037037340.1|BCOP	LOC115632152|XP_030385029.1|SLEB
OG0002268	LOC119080619|XP_037044918.1|BCOP, LOC119066077|XP_037024241.1|BCOP	LOC115622653|XP_030372522.1|SLEB
OG0002269	LOC119081728|XP_037046784.1|BCOP	LOC115623638|XP_030373985.1|SLEB
OG0002270	LOC119074506|XP_037036558.1|BCOP	LOC115622630|XP_030372500.1|SLEB
OG0002271	LOC119080669|XP_037044995.1|BCOP	LOC115622444|XP_030372245.1|SLEB
OG0002272	LOC119075051|XP_037037341.1|BCOP, LOC119083363|XP_037048973.1|BCOP	LOC115628439|XP_030380401.1|SLEB
OG0002273	LOC119069867|XP_037029932.1|BCOP, LOC119079355|XP_037043083.1|BCOP	LOC115634139|XP_030387567.1|SLEB
OG0002274	LOC119073513|XP_037034927.1|BCOP	LOC115634574|XP_030388258.1|SLEB
OG0002275	LOC119084843|XP_037050844.1|BCOP	LOC115622664|XP_030372537.1|SLEB
OG0002276	LOC119079718|XP_037043674.1|BCOP	LOC115628348|XP_030380273.1|SLEB
OG0002277	LOC119073271|XP_037034548.1|BCOP	LOC115628281|XP_030380170.1|SLEB
OG0002279	LOC119076586|XP_037039320.1|BCOP	LOC115622725|XP_030372625.1|SLEB
OG0002280	LOC119070015|XP_037030188.1|BCOP, LOC119070968|XP_037031440.1|BCOP, LOC119080389|XP_037044595.1|BCOP, LOC119069110|XP_037028897.1|BCOP	LOC115632369|XP_030385348.1|SLEB
OG0002281	LOC119077996|XP_037041271.1|BCOP	LOC115629760|XP_030382166.1|SLEB, LOC115632446|XP_030385453.1|SLEB
OG0002282	LOC119085901|XP_037052340.1|BCOP, LOC119077824|XP_037041030.1|BCOP, LOC119073806|XP_037035464.1|BCOP	LOC115632826|XP_030385938.1|SLEB
OG0002284	LOC119081350|XP_037046090.1|BCOP	LOC115633750|XP_030387085.1|SLEB
OG0002285	LOC119072366|XP_037033455.1|BCOP, LOC119077792|XP_037040999.1|BCOP	LOC115629673|XP_030382051.1|SLEB
OG0002286	LOC119079844|XP_037043804.1|BCOP	LOC115623804|XP_030374210.1|SLEB
OG0002287	LOC119074511|XP_037036568.1|BCOP	LOC115628409|XP_030380398.1|SLEB
OG0002288	LOC119080406|XP_037044632.1|BCOP	LOC115623246|XP_030373369.1|SLEB
OG0002289	LOC119073547|XP_037034995.1|BCOP, LOC119073548|XP_037034996.1|BCOP	LOC115632534|XP_030385599.1|SLEB
OG0002290	LOC119076753|XP_037039597.1|BCOP, LOC119069972|XP_037030110.1|BCOP	LOC115626452|XP_030377688.1|SLEB
OG0002291	LOC119079329|XP_037043021.1|BCOP	LOC115632965|XP_030386129.1|SLEB
OG0002292	LOC119079063|XP_037042770.1|BCOP	LOC115633720|XP_030387044.1|SLEB
OG0002293	LOC119073985|XP_037035791.1|BCOP	LOC115633735|XP_030387066.1|SLEB
OG0002294	LOC119079625|XP_037043517.1|BCOP, LOC119079626|XP_037043519.1|BCOP	LOC115625315|XP_030376196.1|SLEB
OG0002295	LOC119066270|XP_037024521.1|BCOP	LOC115629022|XP_030381178.1|SLEB
OG0002296	LOC119072829|XP_037034024.1|BCOP	LOC115625789|XP_030376821.1|SLEB
OG0002297	LOC119080976|XP_037045515.1|BCOP	LOC115628956|XP_030381092.1|SLEB
OG0002298	LOC119073204|XP_037034409.1|BCOP, LOC119081199|XP_037045810.1|BCOP	LOC115626224|XP_030377386.1|SLEB
OG0002299	LOC119081201|XP_037045816.1|BCOP, LOC119073225|XP_037034432.1|BCOP	LOC115620374|XP_030369480.1|SLEB
OG0002300	LOC119071456|XP_037032203.1|BCOP	LOC115628567|XP_030380590.1|SLEB
OG0002301	LOC119082756|XP_037048233.1|BCOP	LOC115628970|XP_030381106.1|SLEB
OG0002302	LOC119070830|XP_037031227.1|BCOP	LOC115625861|XP_030376929.1|SLEB
OG0002303	LOC119077038|XP_037040057.1|BCOP	LOC115629702|XP_030382080.1|SLEB
OG0002304	LOC119081963|XP_037047162.1|BCOP	LOC115626371|XP_030377586.1|SLEB
OG0002305	LOC119085146|XP_037051319.1|BCOP	LOC115628170|XP_030380011.1|SLEB
OG0002306	LOC119070890|XP_037031307.1|BCOP	LOC115628522|XP_030380535.1|SLEB
OG0002307	LOC119066739|XP_037025256.1|BCOP	LOC115631633|XP_030384302.1|SLEB
OG0002308	LOC119072832|XP_037034035.1|BCOP	LOC115625673|XP_030376669.1|SLEB
OG0002309	LOC119069832|XP_037029895.1|BCOP	LOC115630618|XP_030383105.1|SLEB
OG0002310	LOC119085817|XP_037052203.1|BCOP	LOC115628525|XP_030380544.1|SLEB
OG0002311	LOC119082307|XP_037047697.1|BCOP	LOC115626183|XP_030377320.1|SLEB
OG0002312	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP	LOC115625923|XP_030377018.1|SLEB
OG0002313	LOC119085561|XP_037051885.1|BCOP	LOC115621950|XP_030371656.1|SLEB, LOC115634761|XP_030388513.1|SLEB
OG0002314	LOC119073895|XP_037035679.1|BCOP	LOC115634610|XP_030388320.1|SLEB
OG0002315	LOC119066318|XP_037024602.1|BCOP	LOC115633643|XP_030386944.1|SLEB
OG0002316	LOC119072614|XP_037033763.1|BCOP	LOC115631649|XP_030384320.1|SLEB
OG0002317	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP	LOC115632585|XP_030385665.1|SLEB
OG0002318	LOC119082095|XP_037047357.1|BCOP	LOC115630417|XP_030382812.1|SLEB
OG0002319	LOC119072731|XP_037033902.1|BCOP	LOC115626161|XP_030377296.1|SLEB
OG0002320	LOC119079431|XP_037043237.1|BCOP	LOC115630504|XP_030382960.1|SLEB
OG0002321	LOC119066374|XP_037024694.1|BCOP	LOC115628164|XP_030380004.1|SLEB
OG0002322	LOC119082065|XP_037047298.1|BCOP	LOC115625778|XP_030376809.1|SLEB
OG0002323	LOC119084003|XP_037049710.1|BCOP	LOC115628510|XP_030380514.1|SLEB
OG0002324	LOC119073596|XP_037035065.1|BCOP	LOC115626088|XP_030377201.1|SLEB, LOC115626669|XP_030377956.1|SLEB
OG0002325	LOC119066721|XP_037025230.1|BCOP, LOC119073537|XP_037034975.1|BCOP, LOC119073517|XP_037034939.1|BCOP	LOC115622713|XP_030372609.1|SLEB
OG0002326	LOC119076472|XP_037039144.1|BCOP, LOC119072872|XP_037034074.1|BCOP, LOC119073530|XP_037034964.1|BCOP	LOC115622125|XP_030371837.1|SLEB
OG0002327	LOC119073735|XP_037035282.1|BCOP	LOC115623373|XP_030373524.1|SLEB
OG0002328	LOC119082380|XP_037047798.1|BCOP	LOC115629084|XP_030381258.1|SLEB, LOC115628980|XP_030381120.1|SLEB
OG0002329	LOC119070923|XP_037031360.1|BCOP	LOC115630683|XP_030383190.1|SLEB, LOC115630644|XP_030383144.1|SLEB
OG0002330	LOC119077117|XP_037040181.1|BCOP	LOC115630490|XP_030382936.1|SLEB
OG0002331	LOC119076302|XP_037038862.1|BCOP	LOC115628729|XP_030380793.1|SLEB
OG0002332	LOC119085089|XP_037051225.1|BCOP	LOC115622572|XP_030372411.1|SLEB
OG0002333	LOC119079279|XP_037042960.1|BCOP, LOC119079284|XP_037042968.1|BCOP	LOC115619945|XP_030368836.1|SLEB
OG0002334	LOC119084807|XP_037050773.1|BCOP, LOC119080246|XP_037044389.1|BCOP	LOC115620836|XP_030370129.1|SLEB, LOC115626565|XP_030377803.1|SLEB, LOC115626316|XP_030377512.1|SLEB
OG0002335	LOC119084622|XP_037050583.1|BCOP	LOC115624626|XP_030375244.1|SLEB
OG0002336	LOC119071160|XP_037031810.1|BCOP	LOC115628438|XP_030380399.1|SLEB
OG0002337	LOC119081396|XP_037046177.1|BCOP	LOC115627141|XP_030378582.1|SLEB
OG0002338	LOC119082046|XP_037047267.1|BCOP	LOC115631260|XP_030383831.1|SLEB
OG0002339	LOC119076373|XP_037038978.1|BCOP	LOC115628456|XP_030380433.1|SLEB
OG0002340	LOC119076367|XP_037038968.1|BCOP	LOC115631476|XP_030384090.1|SLEB
OG0002341	LOC119068618|XP_037028179.1|BCOP, LOC119073643|XP_037035136.1|BCOP, LOC119072585|XP_037033733.1|BCOP	LOC115628652|XP_030380683.1|SLEB
OG0002342	LOC119085397|XP_037051694.1|BCOP	LOC115625493|XP_030376406.1|SLEB, LOC115631009|XP_030383472.1|SLEB
OG0002343	LOC119077071|XP_037040108.1|BCOP	LOC115631017|XP_030383489.1|SLEB
OG0002344	LOC119082390|XP_037047814.1|BCOP	LOC115629841|XP_030382282.1|SLEB
OG0002345	LOC119074085|XP_037035935.1|BCOP	LOC115629649|XP_030382023.1|SLEB
OG0002346	LOC119084611|XP_037050572.1|BCOP, LOC119072567|XP_037033702.1|BCOP	LOC115625888|XP_030376970.1|SLEB
OG0002347	LOC119081380|XP_037046159.1|BCOP	LOC115633688|XP_030387005.1|SLEB
OG0002348	LOC119066932|XP_037025540.1|BCOP	LOC115631387|XP_030383969.1|SLEB
OG0002349	LOC119073881|XP_037035656.1|BCOP	LOC115633919|XP_030387289.1|SLEB
OG0002350	LOC119081404|XP_037046193.1|BCOP	LOC115629611|XP_030381971.1|SLEB
OG0002351	LOC119081501|XP_037046402.1|BCOP	LOC115626994|XP_030378372.1|SLEB
OG0002352	LOC119081468|XP_037046352.1|BCOP	LOC115634054|XP_030387498.1|SLEB
OG0002353	LOC119082403|XP_037047829.1|BCOP	LOC115626187|XP_030377325.1|SLEB
OG0002354	LOC119085918|XP_037052367.1|BCOP	LOC115626368|XP_030377582.1|SLEB
OG0002355	LOC119082262|XP_037047617.1|BCOP	LOC115625684|XP_030376680.1|SLEB
OG0002356	LOC119083269|XP_037048850.1|BCOP	LOC115630397|XP_030382780.1|SLEB
OG0002357	LOC119079343|XP_037043066.1|BCOP, LOC119080488|XP_037044780.1|BCOP	LOC115625253|XP_030376106.1|SLEB
OG0002358	LOC119066242|XP_037024457.1|BCOP	LOC115630494|XP_030382942.1|SLEB
OG0002359	LOC119077069|XP_037040106.1|BCOP	LOC115627066|XP_030378473.1|SLEB
OG0002360	LOC119071573|XP_037032407.1|BCOP	LOC115630585|XP_030383064.1|SLEB
OG0002361	LOC119077610|XP_037040726.1|BCOP	LOC115623164|XP_030373238.1|SLEB
OG0002362	LOC119076930|XP_037039853.1|BCOP	LOC115631490|XP_030384108.1|SLEB
OG0002363	LOC119076926|XP_037039846.1|BCOP	LOC115631139|XP_030383668.1|SLEB
OG0002364	LOC119076922|XP_037039831.1|BCOP	LOC115631982|XP_030384747.1|SLEB
OG0002365	LOC119075602|XP_037037966.1|BCOP	LOC115631278|XP_030383852.1|SLEB
OG0002366	LOC119072718|XP_037033884.1|BCOP	LOC115630760|XP_030383275.1|SLEB
OG0002367	LOC119068278|XP_037027704.1|BCOP, LOC119084601|XP_037050551.1|BCOP	LOC115630992|XP_030383442.1|SLEB
OG0002368	LOC119077129|XP_037040198.1|BCOP	LOC115626337|XP_030377542.1|SLEB
OG0002369	LOC119077133|XP_037040207.1|BCOP	LOC115629583|XP_030381936.1|SLEB
OG0002370	LOC119075583|XP_037037946.1|BCOP	LOC115626037|XP_030377147.1|SLEB
OG0002371	LOC119076257|XP_037038820.1|BCOP	LOC115625676|XP_030376673.1|SLEB
OG0002372	LOC119078905|XP_037042529.1|BCOP	LOC115628600|XP_030380643.1|SLEB
OG0002373	LOC119076965|XP_037039952.1|BCOP	LOC115631115|XP_030383635.1|SLEB
OG0002374	LOC119069869|XP_037029935.1|BCOP	LOC115621914|XP_030371610.1|SLEB
OG0002375	LOC119081144|XP_037045783.1|BCOP	LOC115624037|XP_030374475.1|SLEB, LOC115621421|XP_030370933.1|SLEB
OG0002376	LOC119081928|XP_037047078.1|BCOP	LOC115625993|XP_030377097.1|SLEB
OG0002377	LOC119065987|XP_037024088.1|BCOP, LOC119077235|XP_037040319.1|BCOP	LOC115625060|XP_030375792.1|SLEB
OG0002378	LOC119084173|XP_037049927.1|BCOP	LOC115622674|XP_030372548.1|SLEB
OG0002379	LOC119078936|XP_037042577.1|BCOP	LOC115631570|XP_030384222.1|SLEB
OG0002380	LOC119082244|XP_037047603.1|BCOP	LOC115629361|XP_030381673.1|SLEB
OG0002381	LOC119066384|XP_037024711.1|BCOP	LOC115626713|XP_030378016.1|SLEB
OG0002382	LOC119071174|XP_037031832.1|BCOP	LOC115627104|XP_030378521.1|SLEB
OG0002383	LOC119071194|XP_037031870.1|BCOP	LOC115628329|XP_030380246.1|SLEB
OG0002384	LOC119069011|XP_037028783.1|BCOP, LOC119074536|XP_037036598.1|BCOP	LOC115630231|XP_030382644.1|SLEB
OG0002386	LOC119084151|XP_037049893.1|BCOP	LOC115623844|XP_030374245.1|SLEB
OG0002387	LOC119084427|XP_037050299.1|BCOP	LOC115620570|XP_030369724.1|SLEB
OG0002388	LOC119066565|XP_037025007.1|BCOP, LOC119080347|XP_037044540.1|BCOP, LOC119078065|XP_037041397.1|BCOP	LOC115625272|XP_030376135.1|SLEB
OG0002389	LOC119076759|XP_037039611.1|BCOP	LOC115620296|XP_030369338.1|SLEB
OG0002390	LOC119073788|XP_037035407.1|BCOP	LOC115630543|XP_030383013.1|SLEB
OG0002391	LOC119085224|XP_037051432.1|BCOP	LOC115632949|XP_030386109.1|SLEB
OG0002392	LOC119072765|XP_037033958.1|BCOP, LOC119075003|XP_037037300.1|BCOP	LOC115622399|XP_030372188.1|SLEB
OG0002393	LOC119074933|XP_037037218.1|BCOP	LOC115628294|XP_030380200.1|SLEB
OG0002394	LOC119068580|XP_037028158.1|BCOP	LOC115625219|XP_030376059.1|SLEB, LOC115628109|XP_030379951.1|SLEB
OG0002395	LOC119078061|XP_037041390.1|BCOP	LOC115624348|XP_030374861.1|SLEB
OG0002396	LOC119080349|XP_037044542.1|BCOP	LOC115626919|XP_030378291.1|SLEB
OG0002397	LOC119076486|XP_037039166.1|BCOP	LOC115626081|XP_030377197.1|SLEB
OG0002398	LOC119082077|XP_037047312.1|BCOP, LOC119073932|XP_037035696.1|BCOP, LOC119072043|XP_037033057.1|BCOP, LOC119072044|XP_037033063.1|BCOP	LOC115633420|XP_030386739.1|SLEB
OG0002399	LOC119071691|XP_037032574.1|BCOP	LOC115634456|XP_030388040.1|SLEB, LOC115624813|XP_030375519.1|SLEB
OG0002400	LOC119071702|XP_037032585.1|BCOP	LOC115621720|XP_030371297.1|SLEB, LOC115630023|XP_030382549.1|SLEB
OG0002401	LOC119079502|XP_037043345.1|BCOP	LOC115627918|XP_030379673.1|SLEB
OG0002402	LOC119076888|XP_037039787.1|BCOP	LOC115625287|XP_030376158.1|SLEB
OG0002403	LOC119074386|XP_037036399.1|BCOP, LOC119076884|XP_037039783.1|BCOP	LOC115621324|XP_030370804.1|SLEB
OG0002404	LOC119084374|XP_037050221.1|BCOP	LOC115620509|XP_030369628.1|SLEB
OG0002405	LOC119071729|XP_037032653.1|BCOP	LOC115624222|XP_030374696.1|SLEB
OG0002406	LOC119074007|XP_037035839.1|BCOP	LOC115622115|XP_030371819.1|SLEB
OG0002407	LOC119084019|XP_037049728.1|BCOP	LOC115620394|XP_030369466.1|SLEB
OG0002408	LOC119068865|XP_037028601.1|BCOP	LOC115625056|XP_030375778.1|SLEB
OG0002410	LOC119074783|XP_037036952.1|BCOP	LOC115623956|XP_030374381.1|SLEB
OG0002411	LOC119068782|XP_037028437.1|BCOP	LOC115623530|XP_030373772.1|SLEB
OG0002412	LOC119068166|XP_037027543.1|BCOP	LOC115628660|XP_030380687.1|SLEB
OG0002413	LOC119085333|XP_037051612.1|BCOP	LOC115629846|XP_030382286.1|SLEB
OG0002414	LOC119083075|XP_037048592.1|BCOP	LOC115633056|XP_030386261.1|SLEB
OG0002415	LOC119076085|XP_037038633.1|BCOP, LOC119076088|XP_037038636.1|BCOP	LOC115623387|XP_030373548.1|SLEB
OG0002416	LOC119078096|XP_037041460.1|BCOP	LOC115627861|XP_030379582.1|SLEB
OG0002418	LOC119066192|XP_037024404.1|BCOP	LOC115620589|XP_030369758.1|SLEB
OG0002419	LOC119077851|XP_037041073.1|BCOP	LOC115629362|XP_030381676.1|SLEB
OG0002420	LOC119079301|XP_037042983.1|BCOP, LOC119078134|XP_037041505.1|BCOP, LOC119082199|XP_037047528.1|BCOP	LOC115632828|XP_030385942.1|SLEB, LOC115632827|XP_030385940.1|SLEB
OG0002421	LOC119079652|XP_037043628.1|BCOP, LOC119076131|XP_037038698.1|BCOP, LOC119079578|XP_037043500.1|BCOP	LOC115625415|XP_030376314.1|SLEB
OG0002422	LOC119078114|XP_037041461.1|BCOP, LOC119080523|XP_037044828.1|BCOP	LOC115623520|XP_030373761.1|SLEB
OG0002423	LOC119074331|XP_037036310.1|BCOP	LOC115622335|XP_030372107.1|SLEB
OG0002424	LOC119076864|XP_037039764.1|BCOP	LOC115628016|XP_030379806.1|SLEB
OG0002425	LOC119067380|XP_037026195.1|BCOP	LOC115626778|XP_030378104.1|SLEB
OG0002426	LOC119083250|XP_037048809.1|BCOP	LOC115623080|XP_030373139.1|SLEB
