Orthogroup	BCOP.longest_only	DHYD.longest_only
OG0002562	LOC119069154|XP_037028954.1|BCOP, LOC119085595|XP_037051948.1|BCOP, LOC119069153|XP_037028953.1|BCOP, LOC119071965|XP_037032991.1|BCOP	LOC111605293|XP_023179512.1|DHYD
OG0002563	LOC119071167|XP_037031819.1|BCOP	LOC111598246|XP_030080089.1|DHYD
OG0002564	LOC119070097|XP_037030305.1|BCOP, LOC119078092|XP_037041451.1|BCOP, LOC119075249|XP_037037543.1|BCOP	LOC111592479|XP_023160463.1|DHYD
OG0002565	LOC119069163|XP_037028964.1|BCOP	LOC111599429|XP_030080774.1|DHYD
OG0002566	LOC119081788|XP_037046896.1|BCOP	LOC111605453|XP_030080068.1|DHYD, LOC115483339|XP_030080679.1|DHYD
OG0002567	LOC119067298|XP_037026094.1|BCOP	LOC111598114|XP_023168935.2|DHYD
OG0002568	LOC119082824|XP_037048370.1|BCOP, LOC119070391|XP_037030606.1|BCOP	LOC111604433|XP_023178307.1|DHYD
OG0002569	LOC119068141|XP_037027497.1|BCOP, LOC119066720|XP_037025229.1|BCOP	LOC111605638|XP_023180067.2|DHYD
OG0002570	LOC119069537|XP_037029508.1|BCOP	LOC111596735|XP_023166838.2|DHYD
OG0002571	LOC119069935|XP_037030057.1|BCOP	LOC111596713|XP_023166814.1|DHYD
OG0002573	LOC119082427|XP_037047854.1|BCOP	LOC111592936|XP_023161165.1|DHYD
OG0002574	LOC119082831|XP_037048384.1|BCOP	LOC111592926|XP_023161151.2|DHYD
OG0002575	LOC119068129|XP_037027484.1|BCOP	LOC111592046|XP_023159811.2|DHYD
OG0002576	LOC119073389|XP_037034714.1|BCOP	LOC111598120|XP_023168944.1|DHYD
OG0002577	LOC119072333|XP_037033416.1|BCOP	LOC111594880|XP_023164133.1|DHYD
OG0002578	LOC119067580|XP_037026564.1|BCOP	LOC111599186|XP_023170539.2|DHYD
OG0002580	LOC119068383|XP_037027844.1|BCOP	LOC111605211|XP_023179401.1|DHYD
OG0002581	LOC119069852|XP_037029919.1|BCOP	LOC111603656|XP_030080672.1|DHYD
OG0002582	LOC119075796|XP_037038258.1|BCOP	LOC111598543|XP_023169601.2|DHYD
OG0002583	LOC119067098|XP_037025752.1|BCOP	LOC111601785|XP_023174314.2|DHYD
OG0002584	LOC119069127|XP_037028921.1|BCOP	LOC111604533|XP_023178398.1|DHYD
OG0002585	LOC119069128|XP_037028923.1|BCOP	LOC111604534|XP_023178402.1|DHYD
OG0002586	LOC119085227|XP_037051438.1|BCOP	LOC111602690|XP_023175688.1|DHYD
OG0002587	LOC119085279|XP_037051532.1|BCOP	LOC111605429|XP_023179706.1|DHYD
OG0002588	LOC119067849|XP_037026977.1|BCOP	LOC111602726|XP_023175739.1|DHYD
OG0002589	LOC119068450|XP_037027924.1|BCOP	LOC111601993|XP_023174650.1|DHYD
OG0002590	LOC119078001|XP_037041276.1|BCOP	LOC111595952|XP_023165693.1|DHYD
OG0002591	LOC119084114|XP_037049861.1|BCOP, LOC119085654|XP_037051997.1|BCOP, LOC119085655|XP_037051998.1|BCOP, LOC119085644|XP_037051977.1|BCOP	LOC111601991|XP_023174648.2|DHYD
OG0002592	LOC119068591|XP_037028140.1|BCOP	LOC111593226|XP_030081693.1|DHYD
OG0002593	LOC119085014|XP_037051091.1|BCOP	LOC111593238|XP_030081659.1|DHYD
OG0002594	LOC119085087|XP_037051228.1|BCOP	LOC111599783|XP_023171326.1|DHYD
OG0002595	LOC119085168|XP_037051364.1|BCOP	LOC111595972|XP_030080645.1|DHYD
OG0002596	LOC119067993|XP_037027249.1|BCOP, LOC119080356|XP_037044552.1|BCOP	LOC111605488|XP_023179798.2|DHYD
OG0002597	LOC119067962|XP_037027187.1|BCOP	LOC111595906|XP_023165617.2|DHYD
OG0002598	LOC119068678|XP_037028258.1|BCOP	LOC111603498|XP_023176872.1|DHYD
OG0002599	LOC119069471|XP_037029420.1|BCOP	LOC111598536|XP_023169592.2|DHYD
OG0002600	LOC119080949|XP_037045473.1|BCOP	LOC111600631|XP_023172602.2|DHYD
OG0002601	LOC119069112|XP_037028900.1|BCOP	LOC111602621|XP_030081690.1|DHYD
OG0002602	LOC119068793|XP_037028450.1|BCOP, LOC119069095|XP_037028881.1|BCOP	LOC111596150|XP_030080634.1|DHYD
OG0002603	LOC119081730|XP_037046794.1|BCOP	LOC111594630|XP_023163789.2|DHYD
OG0002604	LOC119082880|XP_037048436.1|BCOP	LOC111594463|XP_023163531.1|DHYD
OG0002605	LOC119068738|XP_037028332.1|BCOP	LOC111595235|XP_023164644.1|DHYD
OG0002606	LOC119067250|XP_037026014.1|BCOP	LOC111594611|XP_023163761.2|DHYD
OG0002607	LOC119067230|XP_037025979.1|BCOP	LOC111594615|XP_023163769.1|DHYD
OG0002608	LOC119067106|XP_037025765.1|BCOP	LOC111604627|XP_023178523.2|DHYD
OG0002609	LOC119081867|XP_037046992.1|BCOP	LOC111603114|XP_023176357.2|DHYD
OG0002610	LOC119067420|XP_037026286.1|BCOP	LOC111602671|XP_023175632.1|DHYD
OG0002611	LOC119068423|XP_037027885.1|BCOP	LOC111595706|XP_023165319.1|DHYD
OG0002612	LOC119082396|XP_037047824.1|BCOP	LOC111595979|XP_023165732.1|DHYD, LOC111598482|XP_023169508.1|DHYD
OG0002613	LOC119069744|XP_037029778.1|BCOP	LOC111596494|XP_030080821.1|DHYD
OG0002614	LOC119069728|XP_037029751.1|BCOP	LOC111601398|XP_030078695.1|DHYD
OG0002615	LOC119068223|XP_037027616.1|BCOP	LOC111600233|XP_030081596.1|DHYD, LOC111600823|XP_023172894.1|DHYD
OG0002616	LOC119069729|XP_037029753.1|BCOP	LOC111593246|XP_023161668.2|DHYD
OG0002617	LOC119070573|XP_037030875.1|BCOP	LOC111598515|XP_023169557.1|DHYD
OG0002618	LOC119070362|XP_037030552.1|BCOP	LOC111605481|XP_023179784.1|DHYD
OG0002619	LOC119073409|XP_037034743.1|BCOP	LOC111594610|XP_023163753.1|DHYD
OG0002620	LOC119067185|XP_037025903.1|BCOP	LOC111593676|XP_023162331.1|DHYD
OG0002621	LOC119081779|XP_037046885.1|BCOP	LOC115483715|XP_030081655.1|DHYD, LOC111597753|XP_023168376.1|DHYD
OG0002622	LOC119084869|XP_037050901.1|BCOP	LOC111600465|XP_023172339.1|DHYD
OG0002623	LOC119082013|XP_037047225.1|BCOP	LOC111594803|XP_023164033.2|DHYD
OG0002624	LOC119067930|XP_037027139.1|BCOP	LOC111594808|XP_023164038.1|DHYD
OG0002625	LOC119067075|XP_037025706.1|BCOP	LOC111594978|XP_030079665.1|DHYD
OG0002626	LOC119067809|XP_037026855.1|BCOP	LOC111598159|XP_023169015.2|DHYD
OG0002627	LOC119066999|XP_037025622.1|BCOP	LOC111599724|XP_023171240.2|DHYD
OG0002628	LOC119067083|XP_037025728.1|BCOP	LOC111598723|XP_023169886.2|DHYD
OG0002629	LOC119070413|XP_037030639.1|BCOP	LOC115482740|XP_030078826.1|DHYD
OG0002630	LOC119072640|XP_037033784.1|BCOP	LOC111603433|XP_030081734.1|DHYD
OG0002631	LOC119075665|XP_037038071.1|BCOP	LOC111594526|XP_023163626.2|DHYD
OG0002632	LOC119067359|XP_037026165.1|BCOP	LOC111593256|XP_023161688.1|DHYD
OG0002633	LOC119069983|XP_037030122.1|BCOP	LOC111592944|XP_023161178.1|DHYD
OG0002634	LOC119085396|XP_037051690.1|BCOP	LOC111602614|XP_023175543.2|DHYD
OG0002635	LOC119080964|XP_037045499.1|BCOP	LOC111601980|XP_023174630.2|DHYD
OG0002636	LOC119067358|XP_037026164.1|BCOP	LOC111595672|XP_023165269.2|DHYD
OG0002637	LOC119071502|XP_037032255.1|BCOP	LOC111602497|XP_023175336.2|DHYD
OG0002638	LOC119069723|XP_037029743.1|BCOP	LOC111596423|XP_023166403.2|DHYD
OG0002639	LOC119080551|XP_037044864.1|BCOP	LOC111592035|XP_023159796.2|DHYD
OG0002640	LOC119068796|XP_037028454.1|BCOP, LOC119071761|XP_037032694.1|BCOP	LOC111594459|XP_023163524.2|DHYD
OG0002641	LOC119068801|XP_037028471.1|BCOP	LOC111594521|XP_023163619.1|DHYD
OG0002642	LOC119068803|XP_037028472.1|BCOP	LOC111594520|XP_023163618.2|DHYD
OG0002643	LOC119068804|XP_037028473.1|BCOP	LOC111594519|XP_023163615.1|DHYD
OG0002644	LOC119069255|XP_037029204.1|BCOP, LOC119069253|XP_037029202.1|BCOP	LOC111594602|XP_023163734.2|DHYD
OG0002645	LOC119069235|XP_037029169.1|BCOP	LOC111594597|XP_023163730.1|DHYD
OG0002646	LOC119082370|XP_037047789.1|BCOP	LOC111593350|XP_023161831.1|DHYD
OG0002647	LOC119074854|XP_037037065.1|BCOP	LOC111605465|XP_023179752.1|DHYD
OG0002648	LOC119070538|XP_037030808.1|BCOP	LOC111605491|XP_023179804.1|DHYD
OG0002649	LOC119069352|XP_037029321.1|BCOP	LOC111598224|XP_023169151.1|DHYD
OG0002650	LOC119081896|XP_037047022.1|BCOP	LOC111605463|XP_023179750.2|DHYD
OG0002651	LOC119069792|XP_037029832.1|BCOP	LOC111602992|XP_023176157.2|DHYD
OG0002652	LOC119067467|XP_037026350.1|BCOP	LOC111603476|XP_023176832.2|DHYD
OG0002653	LOC119068178|XP_037027561.1|BCOP	LOC111596328|XP_023166265.2|DHYD
OG0002654	LOC119078162|XP_037041532.1|BCOP	LOC111595990|XP_030078786.1|DHYD
OG0002655	LOC119067581|XP_037026568.1|BCOP	LOC111595975|XP_023165721.2|DHYD
OG0002656	LOC119070047|XP_037030228.1|BCOP	LOC111605522|XP_023179851.1|DHYD
OG0002657	LOC119069772|XP_037029805.1|BCOP	LOC111602020|XP_023174687.2|DHYD
OG0002658	LOC119084969|XP_037051017.1|BCOP	LOC111597834|XP_023168498.1|DHYD
OG0002659	LOC119067262|XP_037026036.1|BCOP	LOC111596158|XP_023166017.2|DHYD
OG0002660	LOC119067028|XP_037025656.1|BCOP	LOC111602083|XP_030079606.1|DHYD, LOC111605135|XP_030079577.1|DHYD
OG0002661	LOC119069727|XP_037029746.1|BCOP	LOC111601491|XP_023173847.2|DHYD
OG0002662	LOC119081641|XP_037046612.1|BCOP	LOC111593794|XP_023162581.2|DHYD
OG0002663	LOC119067421|XP_037026287.1|BCOP	LOC111596252|XP_023166153.1|DHYD
OG0002664	LOC119078661|XP_037042203.1|BCOP	LOC111596001|XP_023165771.2|DHYD
OG0002665	LOC119073931|XP_037035695.1|BCOP	LOC115482840|XP_030078939.1|DHYD, LOC111600676|XP_023172695.1|DHYD
OG0002666	LOC119073826|XP_037035516.1|BCOP	LOC111600780|XP_023172827.2|DHYD, LOC115482843|XP_030078942.1|DHYD
OG0002667	LOC119084873|XP_037050908.1|BCOP	LOC111600686|XP_023172708.1|DHYD
OG0002668	LOC119079720|XP_037043676.1|BCOP, LOC119082452|XP_037047869.1|BCOP	LOC111592858|XP_030079491.1|DHYD
OG0002669	LOC119079710|XP_037043662.1|BCOP, LOC119079709|XP_037043661.1|BCOP	LOC111603895|XP_023177481.2|DHYD
OG0002670	LOC119073536|XP_037034973.1|BCOP	LOC111603059|XP_023176286.1|DHYD
OG0002671	LOC119073500|XP_037034910.1|BCOP	LOC111601672|XP_023174133.1|DHYD
OG0002672	LOC119081362|XP_037046110.1|BCOP	LOC111604097|XP_023177762.2|DHYD
OG0002673	LOC119079872|XP_037043847.1|BCOP	LOC111600081|XP_023171789.2|DHYD
OG0002674	LOC119073367|XP_037034669.1|BCOP	LOC111597706|XP_023168311.1|DHYD
OG0002675	LOC119081279|XP_037045934.1|BCOP	LOC111592854|XP_023161060.2|DHYD
OG0002676	LOC119080150|XP_037044263.1|BCOP	LOC111593800|XP_023162591.2|DHYD
OG0002677	LOC119073444|XP_037034828.1|BCOP	LOC111593860|XP_023162675.2|DHYD
OG0002678	LOC119074004|XP_037035833.1|BCOP	LOC111605224|XP_023179420.1|DHYD
OG0002679	LOC119079576|XP_037043460.1|BCOP	LOC111600131|XP_023171866.2|DHYD
OG0002680	LOC119079344|XP_037043069.1|BCOP	LOC111593481|XP_023162011.2|DHYD
OG0002681	LOC119072046|XP_037033066.1|BCOP	LOC111597093|XP_023167400.1|DHYD
OG0002682	LOC119083677|XP_037049356.1|BCOP	LOC111599428|XP_023170851.1|DHYD
OG0002683	LOC119076594|XP_037039341.1|BCOP, LOC119076595|XP_037039344.1|BCOP	LOC111597515|XP_023168052.1|DHYD
OG0002684	LOC119080762|XP_037045218.1|BCOP	LOC111595367|XP_023164821.1|DHYD
OG0002685	LOC119073512|XP_037034926.1|BCOP, LOC119073461|XP_037034859.1|BCOP	LOC111591921|XP_030079621.1|DHYD
OG0002686	LOC119080163|XP_037044279.1|BCOP	LOC111599283|XP_023170649.1|DHYD
OG0002687	LOC119080432|XP_037044684.1|BCOP	LOC111604508|XP_023178368.2|DHYD
OG0002688	LOC119081235|XP_037045858.1|BCOP	LOC111602930|XP_023176047.2|DHYD
OG0002689	LOC119073663|XP_037035162.1|BCOP	LOC111596795|XP_023166921.1|DHYD
OG0002690	LOC119073493|XP_037034895.1|BCOP	LOC111604476|XP_023178328.2|DHYD
OG0002691	LOC119073974|XP_037035774.1|BCOP	LOC111595629|XP_023165207.2|DHYD
OG0002692	LOC119073943|XP_037035712.1|BCOP	LOC111600052|XP_023171744.1|DHYD
OG0002693	LOC119080969|XP_037045506.1|BCOP	LOC111595278|XP_023164692.2|DHYD
OG0002695	LOC119077469|XP_037040575.1|BCOP	LOC111595309|XP_023164735.2|DHYD
OG0002696	LOC119076810|XP_037039692.1|BCOP	LOC111597770|XP_023168398.1|DHYD
OG0002697	LOC119073706|XP_037035206.1|BCOP	LOC111603069|XP_023176295.2|DHYD
OG0002698	LOC119080920|XP_037045431.1|BCOP	LOC111591918|XP_023159608.1|DHYD
OG0002699	LOC119080924|XP_037045439.1|BCOP	LOC111601074|XP_023173268.1|DHYD
OG0002700	LOC119074455|XP_037036489.1|BCOP	LOC111598703|XP_030081540.1|DHYD
OG0002701	LOC119074001|XP_037035825.1|BCOP	LOC111603838|XP_023177373.1|DHYD
OG0002702	LOC119072644|XP_037033788.1|BCOP	LOC111599918|XP_023171515.2|DHYD
OG0002703	LOC119073590|XP_037035058.1|BCOP	LOC111600906|XP_023173030.1|DHYD
OG0002704	LOC119073497|XP_037034906.1|BCOP	LOC111600882|XP_023172984.2|DHYD
OG0002705	LOC119081074|XP_037045710.1|BCOP	LOC111592320|XP_023160207.2|DHYD
OG0002706	LOC119075123|XP_037037404.1|BCOP, LOC119070231|XP_037030397.1|BCOP	LOC111605262|XP_023179469.2|DHYD
OG0002707	LOC119078951|XP_037042594.1|BCOP	LOC115482996|XP_030079512.1|DHYD, LOC111596895|XP_023167112.2|DHYD
OG0002708	LOC119081131|XP_037045770.1|BCOP	LOC111604697|XP_023178636.2|DHYD
OG0002709	LOC119073635|XP_037035123.1|BCOP	LOC111602097|XP_023174799.1|DHYD
OG0002710	LOC119073676|XP_037035177.1|BCOP	LOC111602117|XP_023174833.1|DHYD
OG0002711	LOC119073671|XP_037035171.1|BCOP	LOC111602127|XP_023174843.2|DHYD
OG0002712	LOC119069226|XP_037029154.1|BCOP	LOC111597673|XP_023168267.1|DHYD
OG0002713	LOC119069057|XP_037028829.1|BCOP	LOC111593561|XP_023162186.2|DHYD
OG0002714	LOC119079404|XP_037043186.1|BCOP	LOC111595320|XP_030080971.1|DHYD
OG0002715	LOC119079374|XP_037043141.1|BCOP	LOC111604734|XP_023178673.2|DHYD
OG0002716	LOC119074910|XP_037037152.1|BCOP	LOC111604611|XP_023178493.2|DHYD
OG0002717	LOC119073789|XP_037035408.1|BCOP	LOC111597486|XP_023168006.2|DHYD
OG0002718	LOC119081615|XP_037046556.1|BCOP	LOC111601077|XP_030081482.1|DHYD
OG0002719	LOC119069257|XP_037029210.1|BCOP	LOC111598565|XP_023169634.1|DHYD
OG0002720	LOC119079304|XP_037042989.1|BCOP, LOC119079303|XP_037042988.1|BCOP	LOC111601655|XP_023174106.2|DHYD
OG0002721	LOC119083444|XP_037049061.1|BCOP, LOC119082179|XP_037047488.1|BCOP	LOC111600208|XP_023171999.1|DHYD
OG0002722	LOC119080733|XP_037045168.1|BCOP	LOC111593195|XP_023161587.2|DHYD, LOC115483071|XP_030079789.1|DHYD
OG0002723	LOC119080797|XP_037045263.1|BCOP	LOC111593844|XP_023162656.1|DHYD
OG0002724	LOC119080601|XP_037044894.1|BCOP	LOC111593675|XP_023162330.2|DHYD
OG0002725	LOC119080084|XP_037044201.1|BCOP	LOC111605068|XP_023179167.2|DHYD
OG0002726	LOC119080773|XP_037045235.1|BCOP	LOC111598672|XP_030081838.1|DHYD
OG0002727	LOC119077497|XP_037040620.1|BCOP	LOC111603706|XP_023177173.1|DHYD
OG0002728	LOC119075434|XP_037037771.1|BCOP	LOC111605366|XP_030081397.1|DHYD
OG0002730	LOC119081262|XP_037045893.1|BCOP	LOC111595414|XP_023164899.1|DHYD
OG0002731	LOC119079935|XP_037043932.1|BCOP	LOC111601068|XP_023173259.1|DHYD
OG0002732	LOC119075134|XP_037037415.1|BCOP	LOC111602284|XP_023175053.2|DHYD
OG0002733	LOC119079361|XP_037043104.1|BCOP	LOC111600959|XP_023173111.2|DHYD
OG0002734	LOC119081358|XP_037046103.1|BCOP	LOC111600032|XP_023171716.1|DHYD
OG0002735	LOC119074027|XP_037035863.1|BCOP	LOC111593939|XP_023162789.1|DHYD
OG0002736	LOC119074021|XP_037035853.1|BCOP	LOC111593940|XP_023162793.1|DHYD
OG0002737	LOC119073349|XP_037034638.1|BCOP, LOC119068795|XP_037028453.1|BCOP	LOC111597487|XP_023168008.2|DHYD
OG0002738	LOC119073703|XP_037035198.1|BCOP	LOC111604496|XP_023178355.2|DHYD
OG0002739	LOC119073654|XP_037035149.1|BCOP	LOC111604327|XP_023178154.1|DHYD
OG0002740	LOC119073651|XP_037035145.1|BCOP	LOC111604326|XP_023178152.1|DHYD
OG0002741	LOC119069551|XP_037029529.1|BCOP	LOC111597921|XP_023168633.2|DHYD
OG0002742	LOC119073601|XP_037035069.1|BCOP	LOC111600011|XP_023171682.1|DHYD
OG0002744	LOC119080734|XP_037045169.1|BCOP, LOC119080742|XP_037045184.1|BCOP, LOC119080745|XP_037045189.1|BCOP	LOC111594362|XP_030080497.1|DHYD
OG0002745	LOC119080402|XP_037044626.1|BCOP	LOC111601596|XP_023174029.2|DHYD
OG0002746	LOC119080877|XP_037045350.1|BCOP	LOC111594016|XP_023162883.1|DHYD
OG0002747	LOC119071489|XP_037032236.1|BCOP, LOC119079534|XP_037043415.1|BCOP	LOC111601411|XP_023173737.1|DHYD
OG0002748	LOC119081736|XP_037046799.1|BCOP	LOC115482842|XP_030078941.1|DHYD, LOC111600783|XP_023172838.1|DHYD
OG0002749	LOC119081760|XP_037046845.1|BCOP	LOC111593847|XP_023162661.2|DHYD
OG0002750	LOC119081417|XP_037046212.1|BCOP	LOC111593750|XP_023162520.1|DHYD
OG0002751	LOC119081435|XP_037046254.1|BCOP	LOC111604084|XP_023177738.1|DHYD
OG0002752	LOC119073464|XP_037034863.1|BCOP	LOC111604190|XP_023177913.1|DHYD
OG0002753	LOC119073950|XP_037035731.1|BCOP	LOC111600893|XP_030081113.1|DHYD, LOC115483410|XP_030081101.1|DHYD
OG0002754	LOC119083644|XP_037049285.1|BCOP	LOC111600503|XP_030079650.1|DHYD
OG0002755	LOC119067964|XP_037027190.1|BCOP	LOC111593898|XP_023162735.1|DHYD
OG0002756	LOC119079984|XP_037044034.1|BCOP	LOC111592272|XP_023160139.2|DHYD
OG0002757	LOC119075351|XP_037037680.1|BCOP	LOC111603701|XP_030081459.1|DHYD
OG0002758	LOC119083716|XP_037049401.1|BCOP	LOC111605385|XP_023179641.1|DHYD
OG0002759	LOC119083686|XP_037049365.1|BCOP	LOC111603224|XP_023176500.2|DHYD
OG0002760	LOC119083715|XP_037049399.1|BCOP	LOC111605375|XP_023179626.2|DHYD
OG0002762	LOC119073876|XP_037035648.1|BCOP	LOC111602199|XP_023174928.1|DHYD
OG0002763	LOC119080856|XP_037045326.1|BCOP	LOC111592734|XP_023160894.1|DHYD
OG0002764	LOC119075054|XP_037037345.1|BCOP	LOC111601043|XP_023173224.2|DHYD
OG0002765	LOC119083774|XP_037049454.1|BCOP	LOC111600641|XP_023172618.2|DHYD
OG0002766	LOC119083799|XP_037049502.1|BCOP	LOC111600642|XP_023172624.2|DHYD
OG0002767	LOC119081645|XP_037046621.1|BCOP	LOC111597650|XP_023168238.2|DHYD
OG0002768	LOC119079912|XP_037043901.1|BCOP	LOC111600113|XP_023171844.1|DHYD
OG0002769	LOC119073357|XP_037034654.1|BCOP	LOC111593192|XP_023161584.1|DHYD
OG0002770	LOC119080859|XP_037045330.1|BCOP	LOC111600979|XP_023173134.1|DHYD
OG0002771	LOC119080834|XP_037045286.1|BCOP	LOC111598737|XP_023169898.1|DHYD
OG0002772	LOC119080252|XP_037044397.1|BCOP	LOC111598747|XP_023169916.2|DHYD
OG0002773	LOC119073337|XP_037034627.1|BCOP	LOC111592458|XP_023160429.2|DHYD
OG0002774	LOC119073329|XP_037034616.1|BCOP	LOC111592522|XP_023160543.1|DHYD
OG0002775	LOC119081398|XP_037046180.1|BCOP	LOC111605189|XP_030081476.1|DHYD
OG0002776	LOC119076587|XP_037039321.1|BCOP	LOC111597491|XP_023168014.1|DHYD
OG0002777	LOC119083640|XP_037049276.1|BCOP	LOC111605667|XP_023180099.1|DHYD
OG0002778	LOC119077989|XP_037041264.1|BCOP	LOC111605656|XP_023180085.2|DHYD
OG0002779	LOC119080008|XP_037044079.1|BCOP	LOC111601037|XP_023173216.1|DHYD
OG0002780	LOC119085444|XP_037051758.1|BCOP, LOC119083879|XP_037049588.1|BCOP	LOC111603566|XP_023176980.2|DHYD
OG0002781	LOC119078009|XP_037041295.1|BCOP	LOC111597942|XP_023168667.1|DHYD
OG0002782	LOC119073376|XP_037034696.1|BCOP	LOC111605062|XP_023179160.2|DHYD
OG0002783	LOC119077105|XP_037040159.1|BCOP, LOC119077104|XP_037040158.1|BCOP	LOC111601115|XP_023173331.1|DHYD
OG0002784	LOC119073625|XP_037035107.1|BCOP	LOC111603798|XP_023177314.1|DHYD
OG0002785	LOC119080697|XP_037045041.1|BCOP	LOC111594920|XP_023164177.2|DHYD
OG0002786	LOC119079500|XP_037043348.1|BCOP	LOC111592445|XP_023160396.1|DHYD
OG0002787	LOC119081764|XP_037046853.1|BCOP	LOC111601099|XP_023173306.1|DHYD
OG0002788	LOC119081791|XP_037046895.1|BCOP	LOC111601100|XP_023173307.2|DHYD
OG0002789	LOC119073033|XP_037034244.1|BCOP, LOC119081732|XP_037046791.1|BCOP	LOC111594375|XP_030080191.1|DHYD
OG0002790	LOC119082096|XP_037047358.1|BCOP	LOC111597596|XP_023168165.2|DHYD
OG0002791	LOC119066102|XP_037024271.1|BCOP	LOC111592283|XP_023160153.2|DHYD
OG0002792	LOC119076611|XP_037039366.1|BCOP	LOC111603507|XP_023176887.2|DHYD
OG0002793	LOC119074706|XP_037036892.1|BCOP	LOC111605675|XP_023180108.2|DHYD
OG0002794	LOC119080384|XP_037044587.1|BCOP	LOC111599541|XP_030078570.1|DHYD
OG0002795	LOC119077483|XP_037040590.1|BCOP	LOC111592315|XP_030079218.1|DHYD
OG0002796	LOC119080149|XP_037044262.1|BCOP	LOC111594837|XP_023164069.1|DHYD
OG0002797	LOC119079947|XP_037043952.1|BCOP	LOC111597601|XP_023168169.1|DHYD
OG0002798	LOC119080947|XP_037045469.1|BCOP	LOC111599349|XP_023170746.1|DHYD
OG0002799	LOC119075153|XP_037037446.1|BCOP	LOC111597470|XP_023167987.2|DHYD
OG0002800	LOC119079428|XP_037043231.1|BCOP	LOC111592453|XP_023160407.2|DHYD
OG0002802	LOC119073621|XP_037035100.1|BCOP	LOC111593883|XP_023162717.2|DHYD
OG0002803	LOC119066216|XP_037024434.1|BCOP	LOC111595763|XP_023165407.2|DHYD
OG0002804	LOC119074245|XP_037036165.1|BCOP	LOC111595244|XP_023164650.2|DHYD
OG0002805	LOC119068619|XP_037028175.1|BCOP	LOC111595588|XP_023165167.2|DHYD
OG0002806	LOC119079955|XP_037043961.1|BCOP	LOC111592284|XP_023160154.2|DHYD
OG0002807	LOC119079326|XP_037043017.1|BCOP	LOC111593801|XP_023162595.2|DHYD
OG0002808	LOC119081618|XP_037046558.1|BCOP	LOC111600782|XP_023172836.2|DHYD
OG0002809	LOC119080869|XP_037045344.1|BCOP	LOC111598748|XP_023169917.1|DHYD
OG0002810	LOC119073246|XP_037034469.1|BCOP	LOC111591934|XP_030079648.1|DHYD
OG0002811	LOC119085845|XP_037052246.1|BCOP	LOC111604412|XP_023178236.1|DHYD
OG0002812	LOC119073299|XP_037034576.1|BCOP	LOC111595330|XP_023164758.1|DHYD
OG0002813	LOC119073983|XP_037035789.1|BCOP	LOC111604217|XP_030081387.1|DHYD
OG0002814	LOC119084829|XP_037050805.1|BCOP	LOC111593551|XP_023162173.2|DHYD
OG0002815	LOC119083617|XP_037049249.1|BCOP	LOC111604541|XP_023178411.2|DHYD
OG0002816	LOC119079505|XP_037043355.1|BCOP	LOC111604132|XP_023177816.1|DHYD
OG0002817	LOC119079550|XP_037043433.1|BCOP	LOC111600031|XP_023171715.1|DHYD
OG0002818	LOC119073609|XP_037035080.1|BCOP	LOC111593729|XP_023162481.2|DHYD, LOC115483446|XP_030081289.1|DHYD
OG0002819	LOC119080972|XP_037045508.1|BCOP	LOC111592818|XP_023161003.2|DHYD
OG0002820	LOC119080519|XP_037044824.1|BCOP	LOC111592830|XP_023161021.1|DHYD
OG0002821	LOC119074313|XP_037036258.1|BCOP	LOC111605634|XP_023180059.1|DHYD
OG0002823	LOC119081556|XP_037046481.1|BCOP	LOC111599894|XP_023171484.1|DHYD
OG0002824	LOC119081553|XP_037046473.1|BCOP	LOC111599924|XP_030079714.1|DHYD
OG0002825	LOC119085914|XP_037052361.1|BCOP, LOC119084144|XP_037049885.1|BCOP	LOC111597611|XP_023168177.2|DHYD
OG0002826	LOC119078522|XP_037041985.1|BCOP	LOC111593854|XP_023162667.2|DHYD
OG0002827	LOC119078702|XP_037042264.1|BCOP	LOC111595887|XP_023165583.2|DHYD
OG0002828	LOC119070145|XP_037030368.1|BCOP	LOC111604115|XP_023177790.2|DHYD
OG0002829	LOC119073378|XP_037034698.1|BCOP	LOC111593172|XP_023161546.2|DHYD
OG0002830	LOC119073838|XP_037035545.1|BCOP	LOC111599326|XP_023170715.2|DHYD
OG0002831	LOC119084945|XP_037050986.1|BCOP, LOC119085162|XP_037051354.1|BCOP, LOC119066269|XP_037024519.1|BCOP	LOC111602308|XP_023175077.2|DHYD
OG0002832	LOC119071724|XP_037032635.1|BCOP	LOC115482732|XP_030079571.1|DHYD, LOC111600347|XP_030081058.1|DHYD
OG0002833	LOC119081305|XP_037045959.1|BCOP	LOC111605363|XP_023179610.2|DHYD
OG0002834	LOC119071967|XP_037032993.1|BCOP	LOC111592211|XP_023160050.2|DHYD
OG0002835	LOC119073467|XP_037034866.1|BCOP	LOC111598423|XP_023169433.2|DHYD, LOC111604603|XP_023178484.1|DHYD
OG0002836	LOC119081419|XP_037046217.1|BCOP	LOC111593864|XP_023162685.1|DHYD
OG0002837	LOC119081399|XP_037046181.1|BCOP	LOC111597712|XP_023168320.2|DHYD
OG0002838	LOC119073290|XP_037034571.1|BCOP	LOC111600650|XP_023172638.1|DHYD
OG0002839	LOC119073769|XP_037035333.1|BCOP	LOC111600616|XP_023172585.2|DHYD, LOC115482737|XP_030078938.1|DHYD
