Orthogroup	BCOP.longest_only	CCAP.longest_only
OG0002184	LOC119067354|XP_037026158.1|BCOP	CCAP1982_LOCUS9213|CAD7000740.1|CCAP, CCAP1982_LOCUS2019|CAD6993197.1|CCAP
OG0002185	LOC119069969|XP_037030103.1|BCOP	CCAP1982_LOCUS3699|CAD6994967.1|CCAP
OG0002186	LOC119079315|XP_037043004.1|BCOP	CCAP1982_LOCUS2857|CAD6994088.1|CCAP
OG0002187	LOC119069210|XP_037029076.1|BCOP, LOC119070066|XP_037030256.1|BCOP	CCAP1982_LOCUS3865|CAD6995142.1|CCAP
OG0002188	LOC119080885|XP_037045359.1|BCOP	CCAP1982_LOCUS19577|CAD7011477.1|CCAP
OG0002189	LOC119069499|XP_037029465.1|BCOP	CCAP1982_LOCUS4100|CAD6995382.1|CCAP
OG0002190	LOC119069906|XP_037030049.1|BCOP	CCAP1982_LOCUS1987|CAD6993162.1|CCAP
OG0002191	LOC119067687|XP_037026702.1|BCOP	CCAP1982_LOCUS13802|CAD7005442.1|CCAP
OG0002192	LOC119078993|XP_037042652.1|BCOP	CCAP1982_LOCUS14127|CAD7005778.1|CCAP
OG0002193	LOC119085773|XP_037052160.1|BCOP	CCAP1982_LOCUS3660|CAD6994927.1|CCAP
OG0002194	LOC119070038|XP_037030217.1|BCOP	CCAP1982_LOCUS2698|CAD6993906.1|CCAP
OG0002195	LOC119067218|XP_037025959.1|BCOP	CCAP1982_LOCUS2686|CAD6993893.1|CCAP, CCAP1982_LOCUS2687|CAD6993894.1|CCAP
OG0002196	LOC119078582|XP_037042054.1|BCOP	CCAP1982_LOCUS4256|CAD6995545.1|CCAP
OG0002197	LOC119069309|XP_037029255.1|BCOP	CCAP1982_LOCUS3658|CAD6994925.1|CCAP
OG0002198	LOC119068092|XP_037027404.1|BCOP	CCAP1982_LOCUS4689|CAD6995982.1|CCAP
OG0002199	LOC119074834|XP_037037026.1|BCOP	CCAP1982_LOCUS2211|CAD6993395.1|CCAP
OG0002200	LOC119070571|XP_037030872.1|BCOP	CCAP1982_LOCUS3278|CAD6994535.1|CCAP, CCAP1982_LOCUS3279|CAD6994536.1|CCAP, CCAP1982_LOCUS3251|CAD6994507.1|CCAP
OG0002202	LOC119068798|XP_037028455.1|BCOP	CCAP1982_LOCUS1281|CAD6992417.1|CCAP
OG0002203	LOC119069182|XP_037029011.1|BCOP	CCAP1982_LOCUS2054|CAD6993237.1|CCAP
OG0002204	LOC119069037|XP_037028801.1|BCOP	CCAP1982_LOCUS1580|CAD6992735.1|CCAP
OG0002205	LOC119070447|XP_037030693.1|BCOP	CCAP1982_LOCUS2381|CAD6993569.1|CCAP
OG0002206	LOC119067466|XP_037026348.1|BCOP	CCAP1982_LOCUS1459|CAD6992610.1|CCAP
OG0002207	LOC119068191|XP_037027584.1|BCOP, LOC119068192|XP_037027585.1|BCOP	CCAP1982_LOCUS2900|CAD6994134.1|CCAP
OG0002208	LOC119068186|XP_037027576.1|BCOP	CCAP1982_LOCUS2891|CAD6994125.1|CCAP
OG0002209	LOC119076431|XP_037039074.1|BCOP	CCAP1982_LOCUS21453|CAD7013388.1|CCAP
OG0002210	LOC119067337|XP_037026136.1|BCOP	CCAP1982_LOCUS2579|CAD6993781.1|CCAP
OG0002211	LOC119070046|XP_037030224.1|BCOP	CCAP1982_LOCUS2365|CAD6993553.1|CCAP
OG0002212	LOC119069248|XP_037029195.1|BCOP, LOC119070313|XP_037030474.1|BCOP	CCAP1982_LOCUS3299|CAD6994559.1|CCAP
OG0002213	LOC119069748|XP_037029784.1|BCOP	CCAP1982_LOCUS4071|CAD6995352.1|CCAP
OG0002214	LOC119069073|XP_037028846.1|BCOP	CCAP1982_LOCUS3903|CAD6995182.1|CCAP, CCAP1982_LOCUS3904|CAD6995184.1|CCAP
OG0002215	LOC119069952|XP_037030076.1|BCOP	CCAP1982_LOCUS1788|CAD6992956.1|CCAP, CCAP1982_LOCUS1791|CAD6992959.1|CCAP, CCAP1982_LOCUS1790|CAD6992958.1|CCAP
OG0002216	LOC119081256|XP_037045888.1|BCOP	CCAP1982_LOCUS20225|CAD7012126.1|CCAP
OG0002217	LOC119069242|XP_037029190.1|BCOP	CCAP1982_LOCUS1629|CAD6992790.1|CCAP, CCAP1982_LOCUS1647|CAD6992808.1|CCAP, CCAP1982_LOCUS1640|CAD6992801.1|CCAP, CCAP1982_LOCUS1630|CAD6992791.1|CCAP, CCAP1982_LOCUS1648|CAD6992809.1|CCAP
OG0002219	LOC119078248|XP_037041621.1|BCOP, LOC119069089|XP_037028872.1|BCOP	CCAP1982_LOCUS3325|CAD6994586.1|CCAP, CCAP1982_LOCUS2338|CAD6993526.1|CCAP
OG0002220	LOC119072018|XP_037033032.1|BCOP, LOC119074239|XP_037036156.1|BCOP	CCAP1982_LOCUS14529|CAD7006201.1|CCAP
OG0002221	LOC119084830|XP_037050808.1|BCOP	CCAP1982_LOCUS11417|CAD7002953.1|CCAP, CCAP1982_LOCUS11418|CAD7002954.1|CCAP
OG0002222	LOC119083959|XP_037049662.1|BCOP, LOC119083465|XP_037049080.1|BCOP, LOC119079723|XP_037043682.1|BCOP, LOC119082955|XP_037048497.1|BCOP	CCAP1982_LOCUS22828|CAD7014862.1|CCAP, CCAP1982_LOCUS22827|CAD7014861.1|CCAP
OG0002224	LOC119081716|XP_037046729.1|BCOP	CCAP1982_LOCUS22630|CAD7014640.1|CCAP, CCAP1982_LOCUS22629|CAD7014639.1|CCAP, CCAP1982_LOCUS22633|CAD7014643.1|CCAP
OG0002225	LOC119073439|XP_037034818.1|BCOP	CCAP1982_LOCUS10934|CAD7002445.1|CCAP, CCAP1982_LOCUS10935|CAD7002446.1|CCAP
OG0002226	LOC119081374|XP_037046151.1|BCOP	CCAP1982_LOCUS21808|CAD7013787.1|CCAP
OG0002227	LOC119080299|XP_037044467.1|BCOP	CCAP1982_LOCUS21604|CAD7013545.1|CCAP
OG0002228	LOC119082140|XP_037047415.1|BCOP, LOC119079257|XP_037042931.1|BCOP	CCAP1982_LOCUS21006|CAD7012907.1|CCAP
OG0002229	LOC119081545|XP_037046455.1|BCOP	CCAP1982_LOCUS21232|CAD7013161.1|CCAP
OG0002230	LOC119079254|XP_037042930.1|BCOP	CCAP1982_LOCUS21573|CAD7013513.1|CCAP
OG0002231	LOC119073448|XP_037034836.1|BCOP	CCAP1982_LOCUS21526|CAD7013461.1|CCAP
OG0002233	LOC119075212|XP_037037494.1|BCOP	CCAP1982_LOCUS11802|CAD7003343.1|CCAP
OG0002235	LOC119083565|XP_037049197.1|BCOP	CCAP1982_LOCUS22957|CAD7015000.1|CCAP
OG0002236	LOC119080175|XP_037044295.1|BCOP	CCAP1982_LOCUS19571|CAD7011471.1|CCAP
OG0002237	LOC119079255|XP_037042933.1|BCOP	CCAP1982_LOCUS19587|CAD7011488.1|CCAP
OG0002238	LOC119083149|XP_037048686.1|BCOP, LOC119076738|XP_037039550.1|BCOP	CCAP1982_LOCUS21182|CAD7013109.1|CCAP, CCAP1982_LOCUS21181|CAD7013108.1|CCAP, CCAP1982_LOCUS21185|CAD7013112.1|CCAP
OG0002240	LOC119079503|XP_037043346.1|BCOP	CCAP1982_LOCUS22572|CAD7014573.1|CCAP
OG0002241	LOC119081255|XP_037045885.1|BCOP	CCAP1982_LOCUS11058|CAD7002570.1|CCAP, CCAP1982_LOCUS11057|CAD7002569.1|CCAP
OG0002242	LOC119080678|XP_037045006.1|BCOP	CCAP1982_LOCUS11880|CAD7003424.1|CCAP
OG0002243	LOC119083632|XP_037049262.1|BCOP	CCAP1982_LOCUS8857|CAD7000381.1|CCAP
OG0002244	LOC119084555|XP_037050465.1|BCOP, LOC119073695|XP_037035190.1|BCOP, LOC119084557|XP_037050468.1|BCOP	CCAP1982_LOCUS14732|CAD7006412.1|CCAP
OG0002245	LOC119073696|XP_037035191.1|BCOP	CCAP1982_LOCUS10938|CAD7002449.1|CCAP, CCAP1982_LOCUS10942|CAD7002453.1|CCAP
OG0002246	LOC119079508|XP_037043357.1|BCOP	CCAP1982_LOCUS21176|CAD7013102.1|CCAP, CCAP1982_LOCUS21175|CAD7013101.1|CCAP, CCAP1982_LOCUS21174|CAD7013100.1|CCAP
OG0002247	LOC119079492|XP_037043336.1|BCOP	CCAP1982_LOCUS11613|CAD7003152.1|CCAP
OG0002248	LOC119079312|XP_037043005.1|BCOP	CCAP1982_LOCUS11531|CAD7003068.1|CCAP, CCAP1982_LOCUS11168|CAD7002690.1|CCAP
OG0002250	LOC119073479|XP_037034879.1|BCOP	CCAP1982_LOCUS22099|CAD7014093.1|CCAP, CCAP1982_LOCUS22096|CAD7014090.1|CCAP, CCAP1982_LOCUS22103|CAD7014097.1|CCAP
OG0002251	LOC119073572|XP_037035026.1|BCOP	CCAP1982_LOCUS22090|CAD7014083.1|CCAP, CCAP1982_LOCUS22091|CAD7014085.1|CCAP
OG0002252	LOC119077679|XP_037040836.1|BCOP	CCAP1982_LOCUS22059|CAD7014051.1|CCAP
OG0002253	LOC119074011|XP_037035841.1|BCOP	CCAP1982_LOCUS23400|CAD7015460.1|CCAP
OG0002254	LOC119079368|XP_037043133.1|BCOP	CCAP1982_LOCUS858|CAD6991971.1|CCAP
OG0002256	LOC119081221|XP_037045840.1|BCOP, LOC119074128|XP_037036006.1|BCOP	CCAP1982_LOCUS23303|CAD7015358.1|CCAP
OG0002257	LOC119070242|XP_037030411.1|BCOP, LOC119075133|XP_037037414.1|BCOP	CCAP1982_LOCUS21457|CAD7013392.1|CCAP
OG0002258	LOC119079286|XP_037042971.1|BCOP, LOC119079287|XP_037042972.1|BCOP	CCAP1982_LOCUS10808|CAD7002318.1|CCAP, CCAP1982_LOCUS10810|CAD7002320.1|CCAP
OG0002260	LOC119079351|XP_037043075.1|BCOP	CCAP1982_LOCUS14451|CAD7006119.1|CCAP
OG0002261	LOC119080525|XP_037044831.1|BCOP	CCAP1982_LOCUS14525|CAD7006197.1|CCAP
OG0002262	LOC119070724|XP_037031072.1|BCOP	CCAP1982_LOCUS20358|CAD7012262.1|CCAP
OG0002263	LOC119077861|XP_037041090.1|BCOP	CCAP1982_LOCUS10964|CAD7002475.1|CCAP
OG0002264	LOC119081148|XP_037045791.1|BCOP	CCAP1982_LOCUS22829|CAD7014863.1|CCAP
OG0002265	LOC119076153|XP_037038732.1|BCOP	CCAP1982_LOCUS11793|CAD7003333.1|CCAP
OG0002266	LOC119073649|XP_037035142.1|BCOP	CCAP1982_LOCUS14431|CAD7006099.1|CCAP
OG0002267	LOC119083362|XP_037048971.1|BCOP, LOC119075050|XP_037037340.1|BCOP	CCAP1982_LOCUS12835|CAD7004426.1|CCAP
OG0002268	LOC119080619|XP_037044918.1|BCOP, LOC119066077|XP_037024241.1|BCOP	CCAP1982_LOCUS13024|CAD7004629.1|CCAP, CCAP1982_LOCUS13025|CAD7004630.1|CCAP
OG0002269	LOC119081728|XP_037046784.1|BCOP	CCAP1982_LOCUS7223|CAD6998657.1|CCAP, CCAP1982_LOCUS7222|CAD6998656.1|CCAP
OG0002270	LOC119074506|XP_037036558.1|BCOP	CCAP1982_LOCUS22656|CAD7014668.1|CCAP, CCAP1982_LOCUS22654|CAD7014666.1|CCAP
OG0002271	LOC119080669|XP_037044995.1|BCOP	CCAP1982_LOCUS13262|CAD7004877.1|CCAP, CCAP1982_LOCUS13264|CAD7004879.1|CCAP, CCAP1982_LOCUS13263|CAD7004878.1|CCAP, CCAP1982_LOCUS13256|CAD7004871.1|CCAP
OG0002272	LOC119075051|XP_037037341.1|BCOP, LOC119083363|XP_037048973.1|BCOP	CCAP1982_LOCUS12832|CAD7004423.1|CCAP
OG0002273	LOC119069867|XP_037029932.1|BCOP, LOC119079355|XP_037043083.1|BCOP	CCAP1982_LOCUS14315|CAD7005978.1|CCAP, CCAP1982_LOCUS14316|CAD7005979.1|CCAP
OG0002274	LOC119073513|XP_037034927.1|BCOP	CCAP1982_LOCUS14297|CAD7005959.1|CCAP
OG0002275	LOC119084843|XP_037050844.1|BCOP	CCAP1982_LOCUS11882|CAD7003426.1|CCAP
OG0002276	LOC119079718|XP_037043674.1|BCOP	CCAP1982_LOCUS12220|CAD7003784.1|CCAP
OG0002277	LOC119073271|XP_037034548.1|BCOP	CCAP1982_LOCUS12211|CAD7003775.1|CCAP
OG0002279	LOC119076586|XP_037039320.1|BCOP	CCAP1982_LOCUS13194|CAD7004805.1|CCAP, CCAP1982_LOCUS13209|CAD7004820.1|CCAP
OG0002280	LOC119070015|XP_037030188.1|BCOP, LOC119070968|XP_037031440.1|BCOP, LOC119080389|XP_037044595.1|BCOP, LOC119069110|XP_037028897.1|BCOP	CCAP1982_LOCUS11938|CAD7003487.1|CCAP, CCAP1982_LOCUS11939|CAD7003488.1|CCAP
OG0002281	LOC119077996|XP_037041271.1|BCOP	CCAP1982_LOCUS11749|CAD7003287.1|CCAP
OG0002282	LOC119085901|XP_037052340.1|BCOP, LOC119077824|XP_037041030.1|BCOP, LOC119073806|XP_037035464.1|BCOP	CCAP1982_LOCUS14975|CAD7006673.1|CCAP
OG0002284	LOC119081350|XP_037046090.1|BCOP	CCAP1982_LOCUS21874|CAD7013855.1|CCAP
OG0002285	LOC119072366|XP_037033455.1|BCOP, LOC119077792|XP_037040999.1|BCOP	CCAP1982_LOCUS14043|CAD7005691.1|CCAP
OG0002286	LOC119079844|XP_037043804.1|BCOP	CCAP1982_LOCUS11952|CAD7003502.1|CCAP, CCAP1982_LOCUS11953|CAD7003503.1|CCAP
OG0002287	LOC119074511|XP_037036568.1|BCOP	CCAP1982_LOCUS22653|CAD7014665.1|CCAP, CCAP1982_LOCUS22652|CAD7014664.1|CCAP
OG0002288	LOC119080406|XP_037044632.1|BCOP	CCAP1982_LOCUS13267|CAD7004883.1|CCAP
OG0002289	LOC119073547|XP_037034995.1|BCOP, LOC119073548|XP_037034996.1|BCOP	CCAP1982_LOCUS11194|CAD7002719.1|CCAP
OG0002290	LOC119076753|XP_037039597.1|BCOP, LOC119069972|XP_037030110.1|BCOP	CCAP1982_LOCUS9006|CAD7000528.1|CCAP
OG0002291	LOC119079329|XP_037043021.1|BCOP	CCAP1982_LOCUS21679|CAD7013631.1|CCAP
OG0002292	LOC119079063|XP_037042770.1|BCOP	CCAP1982_LOCUS22752|CAD7014781.1|CCAP
OG0002293	LOC119073985|XP_037035791.1|BCOP	CCAP1982_LOCUS23020|CAD7015064.1|CCAP
OG0002294	LOC119079625|XP_037043517.1|BCOP, LOC119079626|XP_037043519.1|BCOP	CCAP1982_LOCUS22296|CAD7014294.1|CCAP
OG0002295	LOC119066270|XP_037024521.1|BCOP	CCAP1982_LOCUS5586|CAD6996915.1|CCAP
OG0002296	LOC119072829|XP_037034024.1|BCOP	CCAP1982_LOCUS5628|CAD6996961.1|CCAP, CCAP1982_LOCUS5627|CAD6996960.1|CCAP
OG0002297	LOC119080976|XP_037045515.1|BCOP	CCAP1982_LOCUS4903|CAD6996215.1|CCAP, CCAP1982_LOCUS4901|CAD6996213.1|CCAP
OG0002298	LOC119073204|XP_037034409.1|BCOP, LOC119081199|XP_037045810.1|BCOP	CCAP1982_LOCUS21102|CAD7013013.1|CCAP
OG0002300	LOC119071456|XP_037032203.1|BCOP	CCAP1982_LOCUS7777|CAD6999246.1|CCAP
OG0002301	LOC119082756|XP_037048233.1|BCOP	CCAP1982_LOCUS5582|CAD6996910.1|CCAP
OG0002302	LOC119070830|XP_037031227.1|BCOP	CCAP1982_LOCUS9095|CAD7000621.1|CCAP
OG0002304	LOC119081963|XP_037047162.1|BCOP	CCAP1982_LOCUS5687|CAD6997028.1|CCAP
OG0002305	LOC119085146|XP_037051319.1|BCOP	CCAP1982_LOCUS13684|CAD7005324.1|CCAP, CCAP1982_LOCUS13683|CAD7005323.1|CCAP
OG0002306	LOC119070890|XP_037031307.1|BCOP	CCAP1982_LOCUS7849|CAD6999322.1|CCAP
OG0002307	LOC119066739|XP_037025256.1|BCOP	CCAP1982_LOCUS8359|CAD6999847.1|CCAP, CCAP1982_LOCUS8360|CAD6999848.1|CCAP
OG0002308	LOC119072832|XP_037034035.1|BCOP	CCAP1982_LOCUS5615|CAD6996947.1|CCAP
OG0002309	LOC119069832|XP_037029895.1|BCOP	CCAP1982_LOCUS7873|CAD6999346.1|CCAP
OG0002310	LOC119085817|XP_037052203.1|BCOP	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP
OG0002311	LOC119082307|XP_037047697.1|BCOP	CCAP1982_LOCUS9051|CAD7000576.1|CCAP, CCAP1982_LOCUS9047|CAD7000571.1|CCAP
OG0002312	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP	CCAP1982_LOCUS9023|CAD7000547.1|CCAP
OG0002313	LOC119085561|XP_037051885.1|BCOP	CCAP1982_LOCUS19978|CAD7011866.1|CCAP
OG0002314	LOC119073895|XP_037035679.1|BCOP	CCAP1982_LOCUS22129|CAD7014123.1|CCAP
OG0002315	LOC119066318|XP_037024602.1|BCOP	CCAP1982_LOCUS21029|CAD7012932.1|CCAP
OG0002316	LOC119072614|XP_037033763.1|BCOP	CCAP1982_LOCUS19358|CAD7011250.1|CCAP
OG0002317	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP	CCAP1982_LOCUS14698|CAD7006376.1|CCAP, CCAP1982_LOCUS14712|CAD7006392.1|CCAP
OG0002318	LOC119082095|XP_037047357.1|BCOP	CCAP1982_LOCUS8251|CAD6999725.1|CCAP
OG0002319	LOC119072731|XP_037033902.1|BCOP	CCAP1982_LOCUS6513|CAD6997894.1|CCAP
OG0002320	LOC119079431|XP_037043237.1|BCOP	CCAP1982_LOCUS22252|CAD7014249.1|CCAP
OG0002321	LOC119066374|XP_037024694.1|BCOP	CCAP1982_LOCUS7425|CAD6998878.1|CCAP
OG0002322	LOC119082065|XP_037047298.1|BCOP	CCAP1982_LOCUS5495|CAD6996822.1|CCAP, CCAP1982_LOCUS5494|CAD6996821.1|CCAP
OG0002323	LOC119084003|XP_037049710.1|BCOP	CCAP1982_LOCUS8328|CAD6999813.1|CCAP
OG0002324	LOC119073596|XP_037035065.1|BCOP	CCAP1982_LOCUS14520|CAD7006191.1|CCAP
OG0002325	LOC119066721|XP_037025230.1|BCOP, LOC119073537|XP_037034975.1|BCOP, LOC119073517|XP_037034939.1|BCOP	CCAP1982_LOCUS11038|CAD7002549.1|CCAP
OG0002326	LOC119076472|XP_037039144.1|BCOP, LOC119072872|XP_037034074.1|BCOP, LOC119073530|XP_037034964.1|BCOP	CCAP1982_LOCUS11043|CAD7002554.1|CCAP
OG0002327	LOC119073735|XP_037035282.1|BCOP	CCAP1982_LOCUS14971|CAD7006669.1|CCAP, CCAP1982_LOCUS14970|CAD7006668.1|CCAP
OG0002328	LOC119082380|XP_037047798.1|BCOP	CCAP1982_LOCUS6360|CAD6997728.1|CCAP
OG0002329	LOC119070923|XP_037031360.1|BCOP	CCAP1982_LOCUS7039|CAD6998440.1|CCAP
OG0002330	LOC119077117|XP_037040181.1|BCOP	CCAP1982_LOCUS7041|CAD6998443.1|CCAP
OG0002332	LOC119085089|XP_037051225.1|BCOP	CCAP1982_LOCUS10176|CAD7001686.1|CCAP, CCAP1982_LOCUS10179|CAD7001689.1|CCAP, CCAP1982_LOCUS10175|CAD7001684.1|CCAP
OG0002333	LOC119079279|XP_037042960.1|BCOP, LOC119079284|XP_037042968.1|BCOP	CCAP1982_LOCUS21396|CAD7013327.1|CCAP
OG0002334	LOC119084807|XP_037050773.1|BCOP, LOC119080246|XP_037044389.1|BCOP	CCAP1982_LOCUS5410|CAD6996730.1|CCAP
OG0002335	LOC119084622|XP_037050583.1|BCOP	CCAP1982_LOCUS21160|CAD7013083.1|CCAP
OG0002336	LOC119071160|XP_037031810.1|BCOP	CCAP1982_LOCUS14580|CAD7006255.1|CCAP, CCAP1982_LOCUS14579|CAD7006254.1|CCAP
OG0002337	LOC119081396|XP_037046177.1|BCOP	CCAP1982_LOCUS21529|CAD7013466.1|CCAP
OG0002338	LOC119082046|XP_037047267.1|BCOP	CCAP1982_LOCUS6867|CAD6998258.1|CCAP
OG0002339	LOC119076373|XP_037038978.1|BCOP	CCAP1982_LOCUS6814|CAD6998198.1|CCAP
OG0002340	LOC119076367|XP_037038968.1|BCOP	CCAP1982_LOCUS6808|CAD6998192.1|CCAP
OG0002341	LOC119068618|XP_037028179.1|BCOP, LOC119073643|XP_037035136.1|BCOP, LOC119072585|XP_037033733.1|BCOP	CCAP1982_LOCUS22766|CAD7014798.1|CCAP
OG0002342	LOC119085397|XP_037051694.1|BCOP	CCAP1982_LOCUS7785|CAD6999255.1|CCAP, CCAP1982_LOCUS7783|CAD6999253.1|CCAP
OG0002343	LOC119077071|XP_037040108.1|BCOP	CCAP1982_LOCUS8470|CAD6999963.1|CCAP
OG0002344	LOC119082390|XP_037047814.1|BCOP	CCAP1982_LOCUS5714|CAD6997060.1|CCAP
OG0002345	LOC119074085|XP_037035935.1|BCOP	CCAP1982_LOCUS22692|CAD7014710.1|CCAP
OG0002346	LOC119084611|XP_037050572.1|BCOP, LOC119072567|XP_037033702.1|BCOP	CCAP1982_LOCUS5760|CAD6997112.1|CCAP
OG0002347	LOC119081380|XP_037046159.1|BCOP	CCAP1982_LOCUS22133|CAD7014128.1|CCAP
OG0002348	LOC119066932|XP_037025540.1|BCOP	CCAP1982_LOCUS8828|CAD7000345.1|CCAP, CCAP1982_LOCUS8829|CAD7000346.1|CCAP
OG0002349	LOC119073881|XP_037035656.1|BCOP	CCAP1982_LOCUS22699|CAD7014720.1|CCAP
OG0002350	LOC119081404|XP_037046193.1|BCOP	CCAP1982_LOCUS22693|CAD7014711.1|CCAP
OG0002351	LOC119081501|XP_037046402.1|BCOP	CCAP1982_LOCUS21263|CAD7013192.1|CCAP
OG0002352	LOC119081468|XP_037046352.1|BCOP	CCAP1982_LOCUS23247|CAD7015302.1|CCAP, CCAP1982_LOCUS23239|CAD7015294.1|CCAP
OG0002353	LOC119082403|XP_037047829.1|BCOP	CCAP1982_LOCUS6170|CAD6997531.1|CCAP
OG0002354	LOC119085918|XP_037052367.1|BCOP	CCAP1982_LOCUS9019|CAD7000543.1|CCAP
OG0002355	LOC119082262|XP_037047617.1|BCOP	CCAP1982_LOCUS5445|CAD6996768.1|CCAP
OG0002356	LOC119083269|XP_037048850.1|BCOP	CCAP1982_LOCUS7063|CAD6998466.1|CCAP
OG0002357	LOC119079343|XP_037043066.1|BCOP, LOC119080488|XP_037044780.1|BCOP	CCAP1982_LOCUS2050|CAD6993232.1|CCAP
OG0002360	LOC119071573|XP_037032407.1|BCOP	CCAP1982_LOCUS5670|CAD6997009.1|CCAP
OG0002361	LOC119077610|XP_037040726.1|BCOP	CCAP1982_LOCUS14480|CAD7006152.1|CCAP, CCAP1982_LOCUS14484|CAD7006156.1|CCAP
OG0002362	LOC119076930|XP_037039853.1|BCOP	CCAP1982_LOCUS8321|CAD6999805.1|CCAP, CCAP1982_LOCUS8323|CAD6999807.1|CCAP
OG0002363	LOC119076926|XP_037039846.1|BCOP	CCAP1982_LOCUS8482|CAD6999977.1|CCAP
OG0002364	LOC119076922|XP_037039831.1|BCOP	CCAP1982_LOCUS5679|CAD6997018.1|CCAP
OG0002365	LOC119075602|XP_037037966.1|BCOP	CCAP1982_LOCUS5676|CAD6997015.1|CCAP, CCAP1982_LOCUS5677|CAD6997016.1|CCAP
OG0002366	LOC119072718|XP_037033884.1|BCOP	CCAP1982_LOCUS7834|CAD6999306.1|CCAP
OG0002367	LOC119068278|XP_037027704.1|BCOP, LOC119084601|XP_037050551.1|BCOP	CCAP1982_LOCUS8059|CAD6999537.1|CCAP
OG0002368	LOC119077129|XP_037040198.1|BCOP	CCAP1982_LOCUS6261|CAD6997625.1|CCAP
OG0002369	LOC119077133|XP_037040207.1|BCOP	CCAP1982_LOCUS8307|CAD6999786.1|CCAP
OG0002370	LOC119075583|XP_037037946.1|BCOP	CCAP1982_LOCUS6037|CAD6997396.1|CCAP, CCAP1982_LOCUS6040|CAD6997399.1|CCAP
OG0002371	LOC119076257|XP_037038820.1|BCOP	CCAP1982_LOCUS6034|CAD6997393.1|CCAP
OG0002372	LOC119078905|XP_037042529.1|BCOP	CCAP1982_LOCUS6639|CAD6998022.1|CCAP
OG0002373	LOC119076965|XP_037039952.1|BCOP	CCAP1982_LOCUS7405|CAD6998856.1|CCAP
OG0002374	LOC119069869|XP_037029935.1|BCOP	CCAP1982_LOCUS2414|CAD6993603.1|CCAP, CCAP1982_LOCUS2431|CAD6993621.1|CCAP
OG0002375	LOC119081144|XP_037045783.1|BCOP	CCAP1982_LOCUS4339|CAD6995633.1|CCAP
OG0002376	LOC119081928|XP_037047078.1|BCOP	CCAP1982_LOCUS5878|CAD6997244.1|CCAP, CCAP1982_LOCUS5880|CAD6997246.1|CCAP
OG0002377	LOC119065987|XP_037024088.1|BCOP, LOC119077235|XP_037040319.1|BCOP	CCAP1982_LOCUS746|CAD6991847.1|CCAP
OG0002378	LOC119084173|XP_037049927.1|BCOP	CCAP1982_LOCUS14551|CAD7006225.1|CCAP
OG0002379	LOC119078936|XP_037042577.1|BCOP	CCAP1982_LOCUS190|CAD6991256.1|CCAP
OG0002381	LOC119066384|XP_037024711.1|BCOP	CCAP1982_LOCUS7135|CAD6998550.1|CCAP
OG0002383	LOC119071194|XP_037031870.1|BCOP	CCAP1982_LOCUS14927|CAD7006620.1|CCAP
OG0002386	LOC119084151|XP_037049893.1|BCOP	CCAP1982_LOCUS94|CAD6991154.1|CCAP, CCAP1982_LOCUS95|CAD6991155.1|CCAP
OG0002387	LOC119084427|XP_037050299.1|BCOP	CCAP1982_LOCUS455|CAD6991535.1|CCAP, CCAP1982_LOCUS457|CAD6991537.1|CCAP
OG0002389	LOC119076759|XP_037039611.1|BCOP	CCAP1982_LOCUS486|CAD6991568.1|CCAP
OG0002390	LOC119073788|XP_037035407.1|BCOP	CCAP1982_LOCUS9597|CAD7001125.1|CCAP, CCAP1982_LOCUS9598|CAD7001126.1|CCAP
OG0002391	LOC119085224|XP_037051432.1|BCOP	CCAP1982_LOCUS20260|CAD7012158.1|CCAP
OG0002392	LOC119072765|XP_037033958.1|BCOP, LOC119075003|XP_037037300.1|BCOP	CCAP1982_LOCUS12467|CAD7004042.1|CCAP
OG0002393	LOC119074933|XP_037037218.1|BCOP	CCAP1982_LOCUS11835|CAD7003376.1|CCAP
OG0002394	LOC119068580|XP_037028158.1|BCOP	CCAP1982_LOCUS4784|CAD6996077.1|CCAP, CCAP1982_LOCUS4782|CAD6996075.1|CCAP
OG0002395	LOC119078061|XP_037041390.1|BCOP	CCAP1982_LOCUS4612|CAD6995910.1|CCAP
OG0002396	LOC119080349|XP_037044542.1|BCOP	CCAP1982_LOCUS21363|CAD7013292.1|CCAP
OG0002397	LOC119076486|XP_037039166.1|BCOP	CCAP1982_LOCUS22193|CAD7014187.1|CCAP
OG0002399	LOC119071691|XP_037032574.1|BCOP	CCAP1982_LOCUS21056|CAD7012965.1|CCAP
OG0002400	LOC119071702|XP_037032585.1|BCOP	CCAP1982_LOCUS20461|CAD7012367.1|CCAP
OG0002401	LOC119079502|XP_037043345.1|BCOP	CCAP1982_LOCUS9916|CAD7001419.1|CCAP, CCAP1982_LOCUS9922|CAD7001425.1|CCAP
OG0002402	LOC119076888|XP_037039787.1|BCOP	CCAP1982_LOCUS5082|CAD6996408.1|CCAP
OG0002403	LOC119074386|XP_037036399.1|BCOP, LOC119076884|XP_037039783.1|BCOP	CCAP1982_LOCUS5084|CAD6996411.1|CCAP
