Orthogroup	BCOP.longest_only	AAEG.longest_only
OG0000814	LOC119078943|XP_037042585.1|BCOP, LOC119069742|XP_037029776.1|BCOP, LOC119075556|XP_037037919.1|BCOP, LOC119085690|XP_037052031.1|BCOP, LOC119070575|XP_037030881.1|BCOP, LOC119084670|XP_037050642.1|BCOP, LOC119066154|XP_037024353.1|BCOP, LOC119078433|XP_037041841.1|BCOP, LOC119078432|XP_037041840.1|BCOP, LOC119075461|XP_037037800.1|BCOP, LOC119082399|XP_037047825.1|BCOP, LOC119077705|XP_037040876.1|BCOP, LOC119077703|XP_037040874.1|BCOP, LOC119077704|XP_037040875.1|BCOP, LOC119074417|XP_037036441.1|BCOP, LOC119079959|XP_037043966.1|BCOP, LOC119073096|XP_037034309.1|BCOP	LOC5567710|XP_001651876.1|AAEG
OG0000815	LOC119082603|XP_037048059.1|BCOP, LOC119080426|XP_037044671.1|BCOP	LOC5564950|XP_021701900.1|AAEG, LOC5575209|XP_021701902.1|AAEG, LOC5575211|XP_001661846.2|AAEG
OG0000816	LOC119070839|XP_037031244.1|BCOP	LOC5564019|XP_021702806.1|AAEG
OG0000818	LOC119075904|XP_037038375.1|BCOP	LOC5576102|XP_001662447.1|AAEG
OG0000819	LOC119068462|XP_037027949.1|BCOP	LOC5568992|XP_021707431.1|AAEG
OG0000820	LOC119072983|XP_037034198.1|BCOP	LOC5579797|XP_021706989.1|AAEG
OG0000821	LOC119083527|XP_037049139.1|BCOP	LOC5573067|XP_001654398.2|AAEG
OG0000822	LOC119074660|XP_037036836.1|BCOP	LOC5573841|XP_001654866.1|AAEG
OG0000830	LOC119081667|XP_037046645.1|BCOP, LOC119066986|XP_037025607.1|BCOP, LOC119081668|XP_037046646.1|BCOP, LOC119081676|XP_037046656.1|BCOP	LOC5566467|XP_001650849.1|AAEG, LOC5566468|XP_001650850.1|AAEG, LOC5566471|XP_001650855.1|AAEG, LOC5566470|XP_001650852.2|AAEG
OG0000831	LOC119068183|XP_037027573.1|BCOP, LOC119068182|XP_037027572.1|BCOP, LOC119081077|XP_037045715.1|BCOP, LOC119069201|XP_037029057.1|BCOP, LOC119068184|XP_037027574.1|BCOP, LOC119068185|XP_037027575.1|BCOP	LOC5578573|XP_001663963.2|AAEG, LOC5574451|XP_001661466.2|AAEG, LOC5571091|XP_001659531.1|AAEG
OG0000832	LOC119081551|XP_037046469.1|BCOP	LOC5575640|XP_001655787.1|AAEG
OG0000833	LOC119074585|XP_037036713.1|BCOP, LOC119081927|XP_037047075.1|BCOP	LOC110680938|XP_021712411.1|AAEG, LOC5563739|XP_021695735.1|AAEG, LOC110680937|XP_021712410.1|AAEG, LOC5579400|XP_021695736.1|AAEG, LOC5563741|XP_001648018.2|AAEG, LOC5567122|XP_001651553.2|AAEG
OG0000835	LOC119073426|XP_037034776.1|BCOP	LOC5577895|XP_021698629.1|AAEG
OG0000836	LOC119085395|XP_037051689.1|BCOP	LOC5571557|XP_001659779.1|AAEG
OG0000837	LOC119076471|XP_037039142.1|BCOP	LOC5564880|XP_021710587.1|AAEG
OG0000838	LOC119068074|XP_037027375.1|BCOP	LOC5571070|XP_001659510.2|AAEG
OG0000839	LOC119070071|XP_037030263.1|BCOP	LOC5567590|XP_021704529.1|AAEG
OG0000840	LOC119080753|XP_037045206.1|BCOP	LOC5568658|XP_021705463.1|AAEG
OG0000841	LOC119083016|XP_037048548.1|BCOP	LOC5578554|XP_021704510.1|AAEG
OG0000842	LOC119072389|XP_037033493.1|BCOP, LOC119072384|XP_037033480.1|BCOP	LOC5565224|XP_001649557.2|AAEG
OG0000843	LOC119079035|XP_037042717.1|BCOP	LOC5575084|XP_001661802.1|AAEG
OG0000844	LOC119083170|XP_037048724.1|BCOP	LOC5568444|XP_021706258.1|AAEG
OG0000854	LOC119069498|XP_037029463.1|BCOP	LOC5575256|XP_021694868.1|AAEG
OG0000855	LOC119068890|XP_037028652.1|BCOP	LOC5564916|XP_001649261.1|AAEG
OG0000856	LOC119067987|XP_037027238.1|BCOP	LOC5569202|XP_021699577.1|AAEG
OG0000857	LOC119068999|XP_037028771.1|BCOP, LOC119072698|XP_037033864.1|BCOP	LOC5568410|XP_021706344.1|AAEG, LOC5568408|XP_001658060.1|AAEG, LOC5572935|XP_001660658.2|AAEG, LOC110681143|XP_021712605.1|AAEG
OG0000858	LOC119083251|XP_037048820.1|BCOP, LOC119067888|XP_037027065.1|BCOP	LOC5563593|XP_001647843.2|AAEG, LOC5563570|XP_021693065.1|AAEG
OG0000859	LOC119085393|XP_037051685.1|BCOP, LOC119078142|XP_037041511.1|BCOP, LOC119078141|XP_037041510.1|BCOP, LOC119066056|XP_037024176.1|BCOP	LOC110674665|XP_021694415.1|AAEG
OG0000860	LOC119079717|XP_037043668.1|BCOP, LOC119075551|XP_037037913.1|BCOP	LOC23687882|XP_021695499.1|AAEG
OG0000861	LOC119074061|XP_037035907.1|BCOP	LOC5579974|XP_021697396.1|AAEG
OG0000863	LOC119066209|XP_037024425.1|BCOP	LOC5569153|XP_021712379.1|AAEG, LOC5579040|XP_001664217.2|AAEG
OG0000864	LOC119066527|XP_037024946.1|BCOP	LOC5574382|XP_021700100.1|AAEG
OG0000865	LOC119073880|XP_037035655.1|BCOP	LOC110676550|XP_021700543.1|AAEG
OG0000866	LOC119066067|XP_037024188.1|BCOP	LOC5565764|XP_021700881.1|AAEG
OG0000867	LOC119067861|XP_037027007.1|BCOP	LOC5566526|XP_001650903.1|AAEG
OG0000869	LOC119071912|XP_037032926.1|BCOP	LOC110679428|XP_021709657.1|AAEG
OG0000870	LOC119078613|XP_037042103.1|BCOP, LOC119072956|XP_037034172.1|BCOP, LOC119079874|XP_037043851.1|BCOP	LOC5578077|XP_001656770.2|AAEG
OG0000871	LOC119066342|XP_037024650.1|BCOP, LOC119080211|XP_037044344.1|BCOP, LOC119084154|XP_037049900.1|BCOP, LOC119073231|XP_037034438.1|BCOP, LOC119073153|XP_037034349.1|BCOP, LOC119084536|XP_037050440.1|BCOP, LOC119079324|XP_037043015.1|BCOP, LOC119069709|XP_037029728.1|BCOP, LOC119069530|XP_037029500.1|BCOP, LOC119070130|XP_037030348.1|BCOP, LOC119071216|XP_037031920.1|BCOP, LOC119079423|XP_037043223.1|BCOP, LOC119082646|XP_037048121.1|BCOP, LOC119071173|XP_037031831.1|BCOP	LOC5563912|XP_021709764.1|AAEG
OG0000873	LOC119066871|XP_037025438.1|BCOP, LOC119066872|XP_037025441.1|BCOP	LOC5570660|XP_021705398.1|AAEG, LOC5578723|XP_021705681.1|AAEG, LOC5574699|XP_021710974.1|AAEG
OG0000874	LOC119071112|XP_037031653.1|BCOP	LOC5568583|XP_021711564.1|AAEG
OG0000875	LOC119085447|XP_037051763.1|BCOP	LOC5569144|XP_021704184.1|AAEG
OG0000882	LOC119067316|XP_037026121.1|BCOP	LOC5574255|XP_001661310.1|AAEG
OG0000883	LOC119068362|XP_037027826.1|BCOP, LOC119068300|XP_037027736.1|BCOP, LOC119080995|XP_037045546.1|BCOP, LOC119080818|XP_037045280.1|BCOP, LOC119085737|XP_037052100.1|BCOP, LOC119080377|XP_037044580.1|BCOP, LOC119085741|XP_037052103.1|BCOP, LOC119073230|XP_037034437.1|BCOP, LOC119078909|XP_037042534.1|BCOP	LOC5572260|XP_021706275.1|AAEG, LOC5577890|XP_001663596.2|AAEG, LOC5576983|XP_001663083.2|AAEG, LOC110681455|XP_021712908.1|AAEG, LOC5564732|XP_001649072.2|AAEG
OG0000884	LOC119068721|XP_037028308.1|BCOP	LOC5578384|XP_021707387.1|AAEG
OG0000885	LOC119068824|XP_037028491.1|BCOP	LOC5576671|XP_021712970.1|AAEG, LOC5576669|XP_001662811.1|AAEG, LOC5576675|XP_001662810.2|AAEG, LOC5576677|XP_001662809.2|AAEG, LOC5576673|XP_001662808.1|AAEG
OG0000887	LOC119070304|XP_037030468.1|BCOP	LOC5564321|XP_001648679.1|AAEG
OG0000888	LOC119080382|XP_037044584.1|BCOP	LOC5577573|XP_021697247.1|AAEG
OG0000889	LOC119080079|XP_037044194.1|BCOP	LOC5565345|XP_001649691.2|AAEG, LOC5569614|XP_001652895.2|AAEG, LOC5569613|XP_001652894.2|AAEG, LOC5569626|XP_001652896.2|AAEG, LOC5569611|XP_001652892.2|AAEG, LOC5569610|XP_001652891.1|AAEG, LOC5569609|XP_001652890.1|AAEG
OG0000890	LOC119074495|XP_037036542.1|BCOP	LOC5572876|XP_001660628.1|AAEG
OG0000891	LOC119071905|XP_037032913.1|BCOP	LOC5571677|XP_021701172.1|AAEG
OG0000892	LOC119078708|XP_037042273.1|BCOP	LOC5573804|XP_001661052.1|AAEG
OG0000893	LOC119075563|XP_037037925.1|BCOP, LOC119075564|XP_037037927.1|BCOP, LOC119077985|XP_037041261.1|BCOP, LOC119084453|XP_037050329.1|BCOP, LOC119067881|XP_037027052.1|BCOP, LOC119074918|XP_037037203.1|BCOP	LOC5577455|XP_021710131.1|AAEG, LOC110679543|XP_021710135.1|AAEG
OG0000894	LOC119068826|XP_037028494.1|BCOP	LOC5572954|XP_001654283.2|AAEG
OG0000907	LOC119069087|XP_037028864.1|BCOP	LOC5569936|XP_001658828.2|AAEG
OG0000908	LOC119076713|XP_037039526.1|BCOP, LOC119079933|XP_037043931.1|BCOP, LOC119082720|XP_037048194.1|BCOP, LOC119073889|XP_037035672.1|BCOP, LOC119077796|XP_037041002.1|BCOP, LOC119080511|XP_037044815.1|BCOP, LOC119070347|XP_037030531.1|BCOP, LOC119070345|XP_037030530.1|BCOP, LOC119066601|XP_037025059.1|BCOP	LOC5576916|XP_021713330.1|AAEG, LOC5576923|XP_001663020.2|AAEG, LOC5576921|XP_001663018.1|AAEG
OG0000908	LOC119073801|XP_037035455.1|BCOP	LOC5578808|XP_001657173.1|AAEG, LOC5576918|XP_001663015.2|AAEG, LOC5576922|XP_001663019.1|AAEG, LOC5576915|XP_001663012.2|AAEG, LOC5576917|XP_001663014.2|AAEG
OG0000909	LOC119067056|XP_037025697.1|BCOP	LOC5580100|XP_001654851.1|AAEG
OG0000910	LOC119075482|XP_037037828.1|BCOP	LOC5570090|XP_021696583.1|AAEG
OG0000911	LOC119072888|XP_037034106.1|BCOP	LOC5568878|XP_021698401.1|AAEG
OG0000912	LOC119075043|XP_037037336.1|BCOP	LOC5569590|XP_001652874.1|AAEG
OG0000913	LOC119080701|XP_037045051.1|BCOP	LOC5572905|XP_021699829.1|AAEG
OG0000914	LOC119081480|XP_037046373.1|BCOP	LOC5565692|XP_001650041.1|AAEG, LOC5577609|XP_001656603.1|AAEG, LOC5577610|XP_001656604.1|AAEG, LOC5577605|XP_001656599.2|AAEG, LOC5577607|XP_001656601.2|AAEG
OG0000915	LOC119084701|XP_037050673.1|BCOP	LOC110675850|XP_021697446.1|AAEG, LOC110681284|XP_021712741.1|AAEG
OG0000916	LOC119085310|XP_037051561.1|BCOP, LOC119083725|XP_037049418.1|BCOP, LOC119083824|XP_037049514.1|BCOP, LOC119083729|XP_037049422.1|BCOP	LOC5563777|XP_021702027.1|AAEG
OG0000917	LOC119082593|XP_037048030.1|BCOP	LOC5567991|XP_021703538.1|AAEG
OG0000918	LOC119076314|XP_037038876.1|BCOP	LOC5565834|XP_021703643.1|AAEG
OG0000920	LOC119083049|XP_037048568.1|BCOP	LOC5567191|XP_021707974.1|AAEG, LOC5567193|XP_021707701.1|AAEG, LOC5567194|XP_001651623.2|AAEG, LOC5571093|XP_021706131.1|AAEG
OG0000921	LOC119078052|XP_037041367.1|BCOP	LOC23687653|XP_021704447.1|AAEG, LOC110677691|XP_021704448.1|AAEG
OG0000922	LOC119068338|XP_037027793.1|BCOP	LOC5573598|XP_001654732.1|AAEG
OG0000923	LOC119075006|XP_037037304.1|BCOP	LOC5564768|XP_001649141.1|AAEG
OG0000924	LOC119076113|XP_037038669.1|BCOP	LOC5574190|XP_021707483.1|AAEG
OG0000925	LOC119066547|XP_037024978.1|BCOP	LOC5564141|XP_001648436.1|AAEG
OG0000935	LOC119085662|XP_037052005.1|BCOP	LOC5570105|XP_021693271.1|AAEG
OG0000936	LOC119068158|XP_037027530.1|BCOP	LOC5574975|XP_001655445.1|AAEG
OG0000937	LOC119069164|XP_037028965.1|BCOP, LOC119069166|XP_037028969.1|BCOP, LOC119071087|XP_037031624.1|BCOP	LOC5577955|XP_021703650.1|AAEG, LOC5577953|XP_021703600.1|AAEG
OG0000938	LOC119069567|XP_037029542.1|BCOP	LOC23687618|XP_011493218.1|AAEG
OG0000939	LOC119069209|XP_037029080.1|BCOP	LOC5575294|XP_001655660.2|AAEG
OG0000940	LOC119067541|XP_037026493.1|BCOP	LOC5568539|XP_001652369.2|AAEG
OG0000941	LOC119069063|XP_037028834.1|BCOP	LOC5568465|XP_001652294.1|AAEG
OG0000942	LOC119080805|XP_037045271.1|BCOP	LOC5575951|XP_021697898.1|AAEG
OG0000943	LOC119075876|XP_037038336.1|BCOP	LOC5565788|XP_021698361.1|AAEG, LOC5564315|XP_021711753.1|AAEG
OG0000944	LOC119081864|XP_037046988.1|BCOP	LOC5564895|XP_021698610.1|AAEG
OG0000945	LOC119083903|XP_037049611.1|BCOP	LOC5567118|XP_001651535.2|AAEG
OG0000946	LOC119084620|XP_037050580.1|BCOP	LOC5578955|XP_021701300.1|AAEG
OG0000947	LOC119081502|XP_037046404.1|BCOP	LOC5573138|XP_001660754.1|AAEG, LOC5573170|XP_021703267.1|AAEG, LOC5573169|XP_001660785.1|AAEG
OG0000948	LOC119071154|XP_037031801.1|BCOP	LOC5570305|XP_001653129.2|AAEG
OG0000949	LOC119076075|XP_037038619.1|BCOP	LOC5577433|XP_021706252.1|AAEG
OG0000950	LOC119081508|XP_037046414.1|BCOP	LOC5570062|XP_021710514.1|AAEG
OG0000951	LOC119084350|XP_037050187.1|BCOP	LOC5567383|XP_001651784.1|AAEG
OG0000952	LOC119066190|XP_037024398.1|BCOP	LOC5574823|XP_001655383.2|AAEG
OG0000963	LOC119082671|XP_037048142.1|BCOP, LOC119067559|XP_037026520.1|BCOP	LOC5578882|XP_001664091.2|AAEG, LOC5565507|XP_001649836.2|AAEG
OG0000964	LOC119085822|XP_037052212.1|BCOP	LOC5570125|XP_021694878.1|AAEG, LOC5572710|XP_001660530.2|AAEG, LOC110679470|XP_021709836.1|AAEG
OG0000965	LOC119083829|XP_037049526.1|BCOP	LOC5580119|XP_021699182.1|AAEG, LOC110674016|XP_021711922.1|AAEG
OG0000966	LOC119073645|XP_037035139.1|BCOP, LOC119073195|XP_037034398.1|BCOP	LOC5564065|XP_001648396.2|AAEG
OG0000967	LOC119074144|XP_037036037.1|BCOP	LOC5571174|XP_001653491.2|AAEG, LOC5572740|XP_001660561.1|AAEG, LOC5572739|XP_021712036.1|AAEG, LOC5572737|XP_021712015.1|AAEG, LOC110680309|XP_021711837.1|AAEG, LOC5567803|XP_001657706.1|AAEG, LOC5577398|XP_021711905.1|AAEG, LOC5567797|XP_001657699.2|AAEG, LOC5567799|XP_001657702.2|AAEG, LOC5577507|XP_021711398.1|AAEG
OG0000968	LOC119066471|XP_037024872.1|BCOP, LOC119068517|XP_037028018.1|BCOP, LOC119080041|XP_037044138.1|BCOP, LOC119067361|XP_037026171.1|BCOP, LOC119080036|XP_037044121.1|BCOP	LOC5565995|XP_021697516.1|AAEG, LOC5574905|XP_021697282.1|AAEG
OG0000969	LOC119074494|XP_037036541.1|BCOP	LOC5572867|XP_001660626.1|AAEG
OG0000970	LOC119073002|XP_037034221.1|BCOP, LOC119072601|XP_037033750.1|BCOP	LOC5577323|XP_001656398.1|AAEG, LOC5578971|XP_001664152.2|AAEG
OG0000971	LOC119072932|XP_037034147.1|BCOP	LOC5574512|XP_021701876.1|AAEG
OG0000972	LOC119066215|XP_037024433.1|BCOP	LOC5570688|XP_001659285.2|AAEG
OG0000975	LOC119075022|XP_037037326.1|BCOP	LOC5567322|XP_021711286.1|AAEG
OG0000976	LOC119076040|XP_037038558.1|BCOP	LOC5578544|XP_021709463.1|AAEG
OG0000977	LOC119077973|XP_037041250.1|BCOP	LOC5572481|XP_001660429.2|AAEG
OG0000978	LOC119079549|XP_037043432.1|BCOP	LOC5570996|XP_001653423.1|AAEG
OG0000988	LOC119080941|XP_037045463.1|BCOP	LOC5574742|XP_021708813.1|AAEG
OG0000989	LOC119070650|XP_037030975.1|BCOP, LOC119077834|XP_037041046.1|BCOP, LOC119068368|XP_037027831.1|BCOP, LOC119081138|XP_037045777.1|BCOP	LOC110676751|XP_021701515.1|AAEG, LOC110677193|XP_021703794.1|AAEG, LOC110675529|XP_021696515.1|AAEG, LOC110679225|XP_021709062.1|AAEG, LOC110674744|XP_021694650.1|AAEG, LOC110676282|XP_021699258.1|AAEG, LOC110679828|XP_021711282.1|AAEG
OG0000990	LOC119070368|XP_037030562.1|BCOP	LOC5573413|XP_001654587.1|AAEG
OG0000991	LOC119066633|XP_037025092.1|BCOP, LOC119081459|XP_037046325.1|BCOP	LOC110676690|XP_021701229.1|AAEG
OG0000992	LOC119074967|XP_037037258.1|BCOP	LOC110680585|XP_021712076.1|AAEG, LOC5574605|XP_001655224.2|AAEG
OG0000994	LOC119081336|XP_037046032.1|BCOP	LOC5565293|XP_021693612.1|AAEG
OG0000995	LOC119081827|XP_037046960.1|BCOP	LOC5570516|XP_001659204.1|AAEG
OG0000996	LOC119081619|XP_037046563.1|BCOP, LOC119081223|XP_037045842.1|BCOP, LOC119070962|XP_037031421.1|BCOP	LOC5570524|XP_001659180.1|AAEG
OG0000997	LOC119076354|XP_037038949.1|BCOP	LOC5572107|XP_021699025.1|AAEG
OG0000998	LOC119074775|XP_037036948.1|BCOP, LOC119073498|XP_037034908.1|BCOP, LOC119074718|XP_037036896.1|BCOP	LOC5574213|XP_021699075.1|AAEG, LOC5574214|XP_021699069.1|AAEG
OG0000999	LOC119084413|XP_037050276.1|BCOP	LOC5569582|XP_011492944.1|AAEG
OG0001000	LOC119073777|XP_037035340.1|BCOP	LOC5565618|XP_021700536.1|AAEG
OG0001001	LOC119075735|XP_037038174.1|BCOP	LOC5574039|XP_021712731.1|AAEG, LOC5570957|XP_021701483.1|AAEG, LOC5568887|XP_021701482.1|AAEG
OG0001002	LOC119074361|XP_037036358.1|BCOP	LOC5572439|XP_021702436.1|AAEG, LOC5572427|XP_001660379.1|AAEG
OG0001002	LOC119070352|XP_037030564.1|BCOP	LOC5572436|XP_021702424.1|AAEG, LOC110676920|XP_021702428.1|AAEG
OG0001003	LOC119066211|XP_037024432.1|BCOP	LOC5573879|XP_001654917.1|AAEG
OG0001004	LOC119084063|XP_037049796.1|BCOP	LOC5577327|XP_001656404.1|AAEG
OG0001005	LOC119074410|XP_037036429.1|BCOP	LOC5574438|XP_001661452.2|AAEG
OG0001006	LOC119071631|XP_037032484.1|BCOP	LOC5577478|XP_001656504.1|AAEG
OG0001007	LOC119072482|XP_037033606.1|BCOP	LOC5579111|XP_021709409.1|AAEG, LOC110680228|XP_021711736.1|AAEG
OG0001008	LOC119086069|XP_037052540.1|BCOP	LOC5569738|XP_001652964.1|AAEG
OG0001019	LOC119069347|XP_037029316.1|BCOP	LOC23687425|XP_021696098.1|AAEG, LOC5570400|XP_021694766.1|AAEG
OG0001020	LOC119078481|XP_037041936.1|BCOP, LOC119078471|XP_037041924.1|BCOP, LOC119069995|XP_037030138.1|BCOP	LOC5571386|XP_001659667.2|AAEG, LOC5571385|XP_021694971.1|AAEG, LOC5571381|XP_021694972.1|AAEG
OG0001021	LOC119066257|XP_037024502.1|BCOP	LOC5569974|XP_021700042.1|AAEG
OG0001022	LOC119081328|XP_037046015.1|BCOP	LOC5564053|XP_001648383.1|AAEG
OG0001024	LOC119082402|XP_037047828.1|BCOP, LOC119069342|XP_037029308.1|BCOP, LOC119069345|XP_037029310.1|BCOP, LOC119085058|XP_037051170.1|BCOP, LOC119085254|XP_037051486.1|BCOP	LOC5563729|XP_001648014.1|AAEG, LOC5572673|XP_001660495.2|AAEG
OG0001025	LOC119081450|XP_037046283.1|BCOP	LOC5566344|XP_021696749.1|AAEG
OG0001026	LOC119065982|XP_037024085.1|BCOP, LOC119075085|XP_037037371.1|BCOP, LOC119074505|XP_037036557.1|BCOP	LOC5563943|XP_021698255.1|AAEG, LOC110675339|XP_021695627.1|AAEG
OG0001027	LOC119076434|XP_037039078.1|BCOP	LOC5572532|XP_021698700.1|AAEG, LOC5572539|XP_001654056.2|AAEG, LOC5572530|XP_021698692.1|AAEG
OG0001028	LOC119080337|XP_037044529.1|BCOP, LOC119082899|XP_037048456.1|BCOP, LOC119077960|XP_037041235.1|BCOP, LOC119077717|XP_037040893.1|BCOP, LOC119077716|XP_037040890.1|BCOP	LOC5578865|XP_021699358.1|AAEG, LOC5578864|XP_001664073.1|AAEG, LOC5566028|XP_001650394.1|AAEG
OG0001030	LOC119068198|XP_037027594.1|BCOP	LOC5565329|XP_001649668.1|AAEG, LOC110676929|XP_021702497.1|AAEG, LOC5572709|XP_001660522.2|AAEG, LOC5565324|XP_001649670.1|AAEG, LOC110678833|XP_021708001.1|AAEG, LOC110676928|XP_021702496.1|AAEG
OG0001031	LOC119071712|XP_037032601.1|BCOP	LOC5564557|XP_021702651.1|AAEG
OG0001032	LOC119081634|XP_037046580.1|BCOP, LOC119081743|XP_037046809.1|BCOP, LOC119075007|XP_037037305.1|BCOP	LOC5568797|XP_021703170.1|AAEG
OG0001033	LOC119068730|XP_037028321.1|BCOP, LOC119066556|XP_037024997.1|BCOP	LOC5572990|XP_021705665.1|AAEG
OG0001042	LOC119084984|XP_037051038.1|BCOP	LOC5569920|XP_021695787.1|AAEG, LOC5569919|XP_021695812.1|AAEG, LOC5569917|XP_001658816.2|AAEG
OG0001043	LOC119085900|XP_037052342.1|BCOP, LOC119069916|XP_037030028.1|BCOP, LOC119069917|XP_037030033.1|BCOP	LOC5580112|XP_001655052.2|AAEG, LOC5580113|XP_001655051.2|AAEG
OG0001044	LOC119073827|XP_037035519.1|BCOP	LOC5574123|XP_001661192.2|AAEG, LOC5574477|XP_021699627.1|AAEG
OG0001045	LOC119069797|XP_037029846.1|BCOP	LOC5569642|XP_001658665.2|AAEG, LOC5569640|XP_001658664.2|AAEG, LOC5573336|XP_021693470.1|AAEG
OG0001046	LOC119085214|XP_037051420.1|BCOP	LOC5572371|XP_001660329.1|AAEG
OG0001047	LOC119066651|XP_037025117.1|BCOP, LOC119073202|XP_037034406.1|BCOP	LOC110680988|XP_021712449.1|AAEG
OG0001048	LOC119085139|XP_037051310.1|BCOP	LOC5571275|XP_021695905.1|AAEG
OG0001049	LOC119080206|XP_037044340.1|BCOP	LOC110675977|XP_021697855.1|AAEG
OG0001050	LOC119081569|XP_037046495.1|BCOP	LOC5573704|XP_021698920.1|AAEG
OG0001051	LOC119076391|XP_037039010.1|BCOP	LOC5573846|XP_001654884.2|AAEG
OG0001051	LOC119083578|XP_037049218.1|BCOP, LOC119083906|XP_037049613.1|BCOP, LOC119080418|XP_037044653.1|BCOP	LOC110676298|XP_021699355.1|AAEG
OG0001052	LOC119075377|XP_037037706.1|BCOP	LOC5568617|XP_001652449.1|AAEG
OG0001053	LOC119072009|XP_037033024.1|BCOP, LOC119071048|XP_037031555.1|BCOP	LOC5571894|XP_001653808.2|AAEG
OG0001054	LOC119077890|XP_037041149.1|BCOP	LOC5574413|XP_001655120.1|AAEG
OG0001056	LOC119075793|XP_037038255.1|BCOP	LOC5570986|XP_001659451.2|AAEG
OG0001057	LOC119081015|XP_037045593.1|BCOP	LOC5571397|XP_001653648.2|AAEG
OG0001058	LOC119067766|XP_037026805.1|BCOP	LOC5570053|XP_021707851.1|AAEG
OG0001059	LOC119082553|XP_037047962.1|BCOP	LOC5577278|XP_021706770.1|AAEG, LOC5577282|XP_001663322.2|AAEG
OG0001072	LOC119076224|XP_037038774.1|BCOP	LOC110674795|XP_021694845.1|AAEG
OG0001073	LOC119068180|XP_037027566.1|BCOP	LOC5563637|XP_021708988.1|AAEG, LOC5569408|XP_021703075.1|AAEG, LOC5578273|XP_021694310.1|AAEG, LOC5564186|XP_021708718.1|AAEG
OG0001074	LOC119083078|XP_037048596.1|BCOP	LOC5570418|XP_021698769.1|AAEG
OG0001074	LOC119083179|XP_037048734.1|BCOP	LOC5568441|XP_001652273.1|AAEG
OG0001075	LOC119068476|XP_037027982.1|BCOP	LOC5576561|XP_021712006.1|AAEG, LOC110677952|XP_021705775.1|AAEG
OG0001076	LOC119072133|XP_037033170.1|BCOP, LOC119072298|XP_037033372.1|BCOP	LOC110676868|XP_021702024.1|AAEG, LOC110675167|XP_021695246.1|AAEG, LOC110675148|XP_021695222.1|AAEG, LOC110676784|XP_021701631.1|AAEG, LOC5575444|XP_021700366.1|AAEG, LOC110674309|XP_021694287.1|AAEG, LOC110679183|XP_021708974.1|AAEG
OG0001077	LOC119070585|XP_037030891.1|BCOP	LOC5578932|XP_021693197.1|AAEG, LOC110680824|XP_021712296.1|AAEG
OG0001078	LOC119083630|XP_037049263.1|BCOP	LOC5565588|XP_001649970.1|AAEG
OG0001078	LOC119083310|XP_037048891.1|BCOP, LOC119085253|XP_037051484.1|BCOP, LOC119083868|XP_037049572.1|BCOP, LOC119066619|XP_037025072.1|BCOP, LOC119074776|XP_037036944.1|BCOP, LOC119073855|XP_037035613.1|BCOP	LOC5573424|XP_021697821.1|AAEG
OG0001079	LOC119080836|XP_037045291.1|BCOP	LOC5575758|XP_001662179.2|AAEG
OG0001080	LOC119076015|XP_037038502.1|BCOP	LOC5563731|XP_001648022.2|AAEG
OG0001081	LOC119077092|XP_037040147.1|BCOP, LOC119076408|XP_037039035.1|BCOP, LOC119073269|XP_037034544.1|BCOP	LOC5571775|XP_001659906.2|AAEG, LOC5568116|XP_001652055.1|AAEG
OG0001082	LOC119076850|XP_037039752.1|BCOP	LOC5572898|XP_001654240.1|AAEG
OG0001083	LOC119082042|XP_037047264.1|BCOP, LOC119066221|XP_037024443.1|BCOP, LOC119074746|XP_037036908.1|BCOP	LOC5566297|XP_001650674.2|AAEG
OG0001084	LOC119076818|XP_037039701.1|BCOP	LOC5567273|XP_021707529.1|AAEG
OG0001084	LOC119073995|XP_037035817.1|BCOP	LOC5565651|XP_021696900.1|AAEG
OG0001085	LOC119073430|XP_037034797.1|BCOP	LOC5574897|XP_021697029.1|AAEG
OG0001086	LOC119071574|XP_037032409.1|BCOP	LOC5573548|XP_001654683.1|AAEG
OG0001087	LOC119074448|XP_037036474.1|BCOP	LOC110681082|XP_021712548.1|AAEG, LOC110681081|XP_021712547.1|AAEG, LOC5578606|XP_021697940.1|AAEG, LOC5565122|XP_021712549.1|AAEG
OG0001088	LOC119076941|XP_037039884.1|BCOP	LOC5574153|XP_001655060.1|AAEG, LOC5574154|XP_021698437.1|AAEG, LOC110676121|XP_021698436.1|AAEG, LOC5566830|XP_001651230.2|AAEG
OG0001089	LOC119080047|XP_037044149.1|BCOP	LOC5573682|XP_001661004.2|AAEG
OG0001090	LOC119081801|XP_037046915.1|BCOP	LOC5577314|XP_021699017.1|AAEG, LOC5578577|XP_021699015.1|AAEG, LOC5574562|XP_021699013.1|AAEG
OG0001091	LOC119073213|XP_037034419.1|BCOP	LOC5576970|XP_001663065.1|AAEG
OG0001091	LOC119076807|XP_037039878.1|BCOP, LOC119083890|XP_037049630.1|BCOP	LOC5576971|XP_001663066.1|AAEG
OG0001092	LOC119076984|XP_037039983.1|BCOP	LOC5570895|XP_021700677.1|AAEG
OG0001093	LOC119076993|XP_037039996.1|BCOP, LOC119076994|XP_037039998.1|BCOP	LOC110680777|XP_021712253.1|AAEG, LOC110676568|XP_021700678.1|AAEG, LOC5572918|XP_001654252.1|AAEG
OG0001094	LOC119078595|XP_037042077.1|BCOP	LOC5565811|XP_021695262.1|AAEG
