Orthogroup	DERE.longest_only	AAEG.longest_only
OG0001996	LOC113563690|XP_026835612.1|DERE, LOC6540587|XP_026834961.1|DERE	LOC5575210|XP_021701890.1|AAEG
OG0001997	LOC6548446|XP_001976664.1|DERE	LOC5578032|XP_001663654.1|AAEG
OG0001998	LOC6548448|XP_001976666.2|DERE	LOC5569849|XP_021701970.1|AAEG
OG0001999	LOC6541288|XP_026834066.1|DERE	LOC5565997|XP_021702090.1|AAEG
OG0002000	LOC6543460|XP_001970281.1|DERE	LOC110676888|XP_021702136.1|AAEG
OG0002001	LOC6549431|XP_001974402.3|DERE	LOC5570817|XP_021702205.1|AAEG
OG0002002	LOC6546547|XP_001975912.1|DERE	LOC5577613|XP_001656607.2|AAEG
OG0002003	LOC6542328|XP_026835174.1|DERE	LOC5577626|XP_021702248.1|AAEG
OG0002004	LOC6549251|XP_015012082.1|DERE	LOC5575148|XP_001655525.2|AAEG
OG0002005	LOC6543308|XP_015015081.1|DERE	LOC5572463|XP_021702484.1|AAEG
OG0002006	LOC6541088|XP_026834720.1|DERE	LOC5565314|XP_021702525.1|AAEG
OG0002007	LOC6543494|XP_015014537.1|DERE	LOC5568618|XP_001652452.1|AAEG
OG0002008	LOC6555836|XP_015008684.1|DERE	LOC5577545|XP_021702797.1|AAEG
OG0002009	LOC6547402|XP_001976310.1|DERE	LOC5564025|XP_001648348.3|AAEG
OG0002010	LOC6542324|XP_001969250.1|DERE	LOC5577897|XP_001656695.1|AAEG
OG0002011	LOC6548911|XP_001974178.1|DERE	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG
OG0002012	LOC6540647|XP_001968782.3|DERE	LOC5575841|XP_021702942.1|AAEG
OG0002013	LOC6549374|XP_026836663.1|DERE	LOC5568759|XP_021702968.1|AAEG
OG0002014	LOC6547746|XP_001975000.1|DERE	LOC5568940|XP_021703175.1|AAEG
OG0002015	LOC6541683|XP_001970192.1|DERE	LOC5573896|XP_001654930.1|AAEG
OG0002016	LOC6540765|XP_001970387.1|DERE	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG
OG0002017	LOC6542987|XP_001969913.1|DERE	LOC5572370|XP_021703595.1|AAEG
OG0002018	LOC6540936|XP_001970022.1|DERE	LOC5564935|XP_001649274.2|AAEG
OG0002019	LOC6543049|XP_026834642.1|DERE	LOC5565904|XP_021703806.1|AAEG
OG0002020	LOC6549649|XP_001974254.1|DERE	LOC5569705|XP_001658696.2|AAEG
OG0002021	LOC113564316|XP_026836669.1|DERE, LOC6547669|XP_001975024.2|DERE	LOC5569712|XP_021703870.1|AAEG
OG0002022	LOC6548951|XP_001974074.3|DERE	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG
OG0002023	LOC6553738|XP_001980324.1|DERE	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG
OG0002024	LOC6541718|XP_001969443.1|DERE	LOC5569515|XP_021704011.1|AAEG
OG0002025	LOC6542572|XP_001969837.1|DERE	LOC110677254|XP_021704066.1|AAEG
OG0002026	LOC6544287|XP_001973715.1|DERE	LOC5568423|XP_021710375.1|AAEG
OG0002027	LOC6546696|XP_026836760.1|DERE	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG
OG0002028	LOC6548011|XP_026836904.1|DERE	LOC5564319|XP_001648667.1|AAEG
OG0002029	LOC6544672|XP_001972009.1|DERE	LOC5570130|XP_021706330.1|AAEG
OG0002030	LOC6548563|XP_001976635.1|DERE	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG
OG0002031	LOC6549423|XP_015012399.1|DERE	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG
OG0002032	LOC6553543|XP_001979326.1|DERE	LOC5566411|XP_021707212.1|AAEG
OG0002033	LOC6551498|XP_001977193.1|DERE	LOC5577434|XP_021710157.1|AAEG
OG0002034	LOC6555570|XP_015008758.1|DERE	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG
OG0002035	LOC6552516|XP_001980941.2|DERE	LOC5567371|XP_001657386.1|AAEG
OG0002036	LOC6552210|XP_001980729.3|DERE	LOC5580311|XP_021709149.1|AAEG
OG0002037	LOC6543755|XP_001971873.1|DERE	LOC5573964|XP_011493566.1|AAEG
OG0002038	LOC6554000|XP_001979459.1|DERE	LOC5579885|XP_001657864.1|AAEG
OG0002039	LOC6544442|XP_001973812.1|DERE	LOC5579021|XP_001664201.1|AAEG
OG0002040	LOC26526448|XP_026839378.1|DERE	LOC5567539|XP_001657534.2|AAEG
OG0002041	LOC6542984|XP_026834008.1|DERE	LOC5574220|XP_021705038.1|AAEG
OG0002042	LOC6552662|XP_001979170.2|DERE	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG
OG0002043	LOC6552739|XP_001978983.1|DERE	LOC5566845|XP_021707045.1|AAEG
OG0002044	LOC6554890|XP_015009342.1|DERE	LOC5569098|XP_021704479.1|AAEG
OG0002045	LOC6552758|XP_001980947.3|DERE	LOC5575783|XP_021711581.1|AAEG
OG0002046	LOC6555830|XP_001982696.2|DERE	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG
OG0002047	LOC6550349|XP_026837573.1|DERE	LOC5574875|XP_021705084.1|AAEG
OG0002048	LOC6553982|XP_026834875.1|DERE	LOC5568508|XP_021706823.1|AAEG
OG0002049	LOC6553856|XP_001980560.1|DERE	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG
OG0002050	LOC6553106|XP_026832093.1|DERE	LOC5567603|XP_001657581.2|AAEG
OG0002051	LOC26526356|XP_015012787.1|DERE	LOC5572308|XP_001654008.2|AAEG
OG0002052	LOC6545320|XP_001973246.1|DERE	LOC5578479|XP_001657002.1|AAEG
OG0002053	LOC6552677|XP_001980916.3|DERE	LOC5567154|XP_021710816.1|AAEG
OG0002054	LOC6552782|XP_001978968.1|DERE	LOC5573603|XP_001654737.1|AAEG
OG0002055	LOC6553786|XP_001980485.1|DERE	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG
OG0002056	LOC6545308|XP_001972550.1|DERE	LOC5577348|XP_001656424.1|AAEG
OG0002057	LOC6542802|XP_001969966.1|DERE	LOC5577352|XP_001656428.1|AAEG
OG0002058	LOC6544828|XP_001970986.3|DERE	LOC5577353|XP_001656429.1|AAEG
OG0002059	LOC6554729|XP_001981792.1|DERE	LOC5577389|XP_021704715.1|AAEG
OG0002060	LOC6549079|XP_026836677.1|DERE	LOC5577358|XP_021705543.1|AAEG
OG0002061	LOC6548115|XP_026836395.1|DERE	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG
OG0002062	LOC6549952|XP_026837541.1|DERE	LOC5574435|XP_001661442.2|AAEG
OG0002063	LOC6551594|XP_001978459.1|DERE	LOC5574436|XP_001661450.1|AAEG
OG0002064	LOC6543638|XP_001971842.1|DERE	LOC5569005|XP_021710263.1|AAEG
OG0002065	LOC6546286|XP_026832377.1|DERE	LOC5568999|XP_021710982.1|AAEG
OG0002066	LOC6553151|XP_026831565.1|DERE	LOC5572998|XP_021708630.1|AAEG
OG0002067	LOC6548010|XP_001976473.1|DERE	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG
OG0002068	LOC6546635|XP_001974707.1|DERE	LOC5572482|XP_001660430.2|AAEG
OG0002069	LOC26526230|XP_015015476.1|DERE	LOC5568009|XP_021708297.1|AAEG
OG0002070	LOC6551927|XP_001980625.1|DERE	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG
OG0002071	LOC6554142|XP_001981901.1|DERE	LOC5579855|XP_021708220.1|AAEG
OG0002072	LOC6548778|XP_001975433.1|DERE	LOC5579835|XP_001651510.2|AAEG
OG0002073	LOC6545900|XP_015013114.1|DERE	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG
OG0002074	LOC6549033|XP_001975542.1|DERE	LOC5576240|XP_001656018.1|AAEG
OG0002075	LOC26526052|XP_015015441.1|DERE	LOC5574555|XP_001661504.1|AAEG
OG0002076	LOC6547356|XP_015012638.1|DERE	LOC5568197|XP_021710717.1|AAEG
OG0002077	LOC6545496|XP_015013609.1|DERE	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG
OG0002078	LOC6549270|XP_001975712.2|DERE	LOC5563914|XP_001648220.1|AAEG
OG0002079	LOC6545790|XP_001973440.1|DERE	LOC5575305|XP_021704437.1|AAEG
OG0002080	LOC6548274|XP_026837004.1|DERE	LOC5571113|XP_001659554.2|AAEG
OG0002081	LOC6547775|XP_001976570.1|DERE	LOC5573774|XP_001654766.1|AAEG
OG0002082	LOC6548500|XP_026835633.1|DERE	LOC5565492|XP_021709770.1|AAEG
OG0002083	LOC6555599|XP_026838356.1|DERE	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG
OG0002084	LOC6547763|XP_001976385.1|DERE	LOC5569429|XP_021708673.1|AAEG
OG0002085	LOC6548244|XP_026835765.1|DERE	LOC5564333|XP_021708440.1|AAEG
OG0002086	LOC6548200|XP_026837108.1|DERE	LOC5568708|XP_001652532.1|AAEG
OG0002087	LOC26526062|XP_026833953.1|DERE	LOC5567364|XP_021707763.1|AAEG
OG0002088	LOC6546054|XP_015014114.2|DERE	LOC5576762|XP_021704245.1|AAEG
OG0002089	LOC6542321|XP_001970421.1|DERE	LOC5567176|XP_021711063.1|AAEG
OG0002090	LOC6545372|XP_001972621.1|DERE	LOC5571906|XP_001659999.1|AAEG
OG0002091	LOC6548291|XP_001976576.2|DERE	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG
OG0002092	LOC6545401|XP_001973264.1|DERE	LOC5578091|XP_021708505.1|AAEG
OG0002093	LOC6548174|XP_001975157.2|DERE	LOC5566861|XP_021704283.1|AAEG
OG0002094	LOC6548207|XP_001976486.1|DERE	LOC110678270|XP_021706584.1|AAEG
OG0002095	LOC6550416|XP_001977801.1|DERE	LOC5568456|XP_021706643.1|AAEG
OG0002096	LOC6549535|XP_026837081.1|DERE	LOC5573267|XP_021706586.1|AAEG
OG0002097	LOC6541760|XP_001969175.2|DERE	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG
OG0002098	LOC6543924|XP_026833489.1|DERE	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG
OG0002099	LOC6552909|XP_001980972.1|DERE	LOC5563694|XP_021709597.1|AAEG
OG0002100	LOC6544345|XP_001973088.3|DERE	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG
OG0002101	LOC6542090|XP_026834055.1|DERE	LOC5564119|XP_021711134.1|AAEG
OG0002102	LOC6547599|XP_026836042.1|DERE	LOC5573221|XP_001654423.1|AAEG
OG0002103	LOC6552917|XP_001980980.1|DERE	LOC110681058|XP_021712515.1|AAEG
OG0002117	LOC6547657|XP_001974814.1|DERE	LOC5566213|XP_001650619.1|AAEG
OG0002118	LOC26527012|XP_026833152.1|DERE	LOC5574523|XP_021694485.1|AAEG
OG0002119	LOC6555447|XP_001981891.1|DERE	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG
OG0002120	LOC6555887|XP_026839276.1|DERE	LOC5574324|XP_021694589.1|AAEG
OG0002121	LOC6554872|XP_001981368.1|DERE	LOC5574653|XP_001661569.2|AAEG
OG0002123	LOC6542814|XP_001970199.2|DERE	LOC5564728|XP_021694777.1|AAEG
OG0002124	LOC6550132|XP_015010773.1|DERE	LOC110674789|XP_021694816.1|AAEG
OG0002125	LOC6548973|XP_001975556.1|DERE	LOC5569483|XP_001658568.1|AAEG
OG0002126	LOC6546122|XP_026833527.1|DERE	LOC5571983|XP_021711962.1|AAEG
OG0002127	LOC6549841|XP_001977572.1|DERE	LOC5576059|XP_021712546.1|AAEG
OG0002128	LOC6550252|XP_026838072.1|DERE	LOC5573411|XP_021712952.1|AAEG
OG0002129	LOC6554092|XP_001979604.2|DERE	LOC5580025|XP_021713390.1|AAEG
OG0002130	LOC6555639|XP_001982522.1|DERE	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG
OG0002131	LOC6551861|XP_001979658.3|DERE	LOC110674739|XP_021694575.1|AAEG
OG0002132	LOC6542598|XP_001969408.1|DERE	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG
OG0002133	LOC6551233|XP_001978345.1|DERE	LOC5578622|XP_001657043.1|AAEG
OG0002134	LOC6549771|XP_001977591.1|DERE	LOC5565115|XP_021694229.1|AAEG
OG0002135	LOC6551734|XP_026837371.1|DERE	LOC5576370|XP_021695425.1|AAEG
OG0002136	LOC6554434|XP_001981285.2|DERE	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG
OG0002137	LOC6555073|XP_015008887.1|DERE	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG
OG0002138	LOC6550218|XP_001977613.1|DERE	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG
OG0002139	LOC6550887|XP_026838017.1|DERE	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG
OG0002140	LOC6549893|XP_026838523.1|DERE	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG
OG0002141	LOC6544507|XP_001973791.1|DERE	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG
OG0002142	LOC6552136|XP_001978818.1|DERE	LOC5577016|XP_001656303.1|AAEG
OG0002143	LOC6543251|XP_026834047.1|DERE	LOC5580031|XP_001653915.2|AAEG
OG0002144	LOC6555846|XP_001982680.1|DERE	LOC5570082|XP_021698481.1|AAEG
OG0002145	LOC6553995|XP_001979454.1|DERE	LOC5570416|XP_001659123.1|AAEG
OG0002146	LOC6552147|XP_001978820.1|DERE	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG
OG0002147	LOC6551402|XP_001977221.3|DERE	LOC5576462|XP_021700291.1|AAEG
OG0002148	LOC6546049|XP_026833757.1|DERE	LOC5576488|XP_001662681.2|AAEG
OG0002149	LOC6555834|XP_026839056.1|DERE	LOC5570710|XP_021700856.1|AAEG
OG0002150	LOC6550705|XP_001978119.1|DERE	LOC5570704|XP_021700978.1|AAEG
OG0002151	LOC6542949|XP_001969975.2|DERE	LOC5570703|XP_001659296.2|AAEG
OG0002152	LOC6551844|XP_001979641.3|DERE	LOC5567724|XP_021702264.1|AAEG
OG0002153	LOC6554595|XP_001981330.1|DERE	LOC5567044|XP_021702532.1|AAEG
OG0002154	LOC6555640|XP_015008794.1|DERE	LOC5576299|XP_021702619.1|AAEG
OG0002155	LOC6555127|XP_001981146.2|DERE	LOC5576875|XP_001662973.2|AAEG
OG0002156	LOC6544109|XP_001973764.1|DERE	LOC5571483|XP_021704276.1|AAEG
OG0002157	LOC6553629|XP_001980312.1|DERE	LOC5572105|XP_021704743.1|AAEG
OG0002158	LOC6546636|XP_001974708.1|DERE	LOC5575865|XP_021704847.1|AAEG
OG0002159	LOC6547903|XP_001976397.1|DERE	LOC5579199|XP_021705121.1|AAEG
OG0002160	LOC6553400|XP_001979269.3|DERE	LOC5577891|XP_001663597.2|AAEG
OG0002161	LOC6554071|XP_001979581.1|DERE	LOC5578146|XP_001663717.1|AAEG
OG0002162	LOC6552103|XP_015009956.1|DERE	LOC5578143|XP_001663713.2|AAEG
OG0002163	LOC6550840|XP_026838584.1|DERE	LOC5565033|XP_001649405.1|AAEG
OG0002164	LOC6554670|XP_026831531.1|DERE	LOC5565255|XP_001649617.2|AAEG
OG0002165	LOC6549574|XP_026836335.1|DERE	LOC5576560|XP_001662743.2|AAEG
OG0002166	LOC6541789|XP_001969694.1|DERE	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG
OG0002167	LOC6547102|XP_001974782.1|DERE	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG
OG0002168	LOC6548013|XP_026836903.1|DERE	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG
OG0002169	LOC6543970|XP_001972220.1|DERE	LOC5568544|XP_021707598.1|AAEG
OG0002170	LOC6555870|XP_026839059.1|DERE	LOC5572782|XP_001654181.2|AAEG
OG0002171	LOC26526507|XP_026831785.1|DERE	LOC5579419|XP_021708592.1|AAEG
OG0002172	LOC6554619|XP_001982177.1|DERE	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG
OG0002173	LOC6543051|XP_001969904.1|DERE	LOC5568277|XP_001657974.1|AAEG
OG0002174	LOC6552138|XP_001979931.1|DERE	LOC110679174|XP_021708963.1|AAEG
OG0002175	LOC6552633|XP_001979930.1|DERE	LOC5566081|XP_021708971.1|AAEG
OG0002176	LOC6553900|XP_001979573.1|DERE	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG
OG0002177	LOC6552656|XP_001979855.1|DERE	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG
OG0002178	LOC6554807|XP_001981585.1|DERE	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG
OG0002179	LOC6555481|XP_015009274.2|DERE	LOC5569456|XP_021710812.1|AAEG
OG0002180	LOC6555326|XP_001981213.2|DERE	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG
OG0002181	LOC6549795|XP_001977318.1|DERE	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG
OG0002182	LOC6553577|XP_015009618.2|DERE	LOC5577702|XP_021711690.1|AAEG
OG0002183	LOC6547203|XP_001974789.1|DERE	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG
OG0002184	LOC6552608|XP_001979888.1|DERE	LOC23687633|XP_011493096.1|AAEG
OG0002185	LOC6553094|XP_026833944.1|DERE	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG
OG0002186	LOC6543493|XP_001969511.1|DERE	LOC5567783|XP_001657684.2|AAEG
OG0002187	LOC6555168|XP_001982266.1|DERE	LOC5571783|XP_001659922.2|AAEG
OG0002188	LOC6548119|XP_001976533.1|DERE	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG
OG0002189	LOC26526499|XP_015014290.1|DERE	LOC5578994|XP_001664173.2|AAEG
OG0002190	LOC6555203|XP_001982071.1|DERE	LOC5573374|XP_021712991.1|AAEG
OG0002191	LOC6546301|XP_026833000.1|DERE	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG
OG0002192	LOC6546319|XP_001972827.1|DERE	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG
OG0002193	LOC6552034|XP_001980679.1|DERE	LOC5572572|XP_021713041.1|AAEG
OG0002194	LOC6554357|XP_001981532.1|DERE	LOC5580291|XP_001662917.2|AAEG
OG0002195	LOC6554348|XP_001982046.1|DERE	LOC5572335|XP_001654025.2|AAEG
OG0002196	LOC6551765|XP_001980649.1|DERE	LOC5567840|XP_001657749.1|AAEG
OG0002197	LOC6544639|XP_001970974.2|DERE	LOC5569227|XP_021713253.1|AAEG
OG0002198	LOC6553605|XP_026839437.1|DERE	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG
OG0002199	LOC6552924|XP_001980997.1|DERE	LOC5576838|XP_001662954.2|AAEG
OG0002200	LOC6551457|XP_001977248.1|DERE	LOC5580084|XP_001654840.2|AAEG
OG0002202	LOC6553393|XP_026832119.1|DERE	LOC5576722|XP_021693362.1|AAEG
OG0002203	LOC6552139|XP_001979932.3|DERE	LOC23687451|XP_021693393.1|AAEG
OG0002204	LOC6555448|XP_001981892.1|DERE	LOC5568910|XP_001658235.3|AAEG
OG0002205	LOC6553203|XP_001980296.1|DERE	LOC5568906|XP_001658227.1|AAEG
OG0002206	LOC6554915|XP_001982237.1|DERE	LOC5575607|XP_001662097.2|AAEG
OG0002207	LOC6555453|XP_001981453.3|DERE	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG
OG0002208	LOC6555455|XP_001981455.1|DERE	LOC5577397|XP_001656471.2|AAEG
OG0002209	LOC6551540|XP_001978452.1|DERE	LOC5573438|XP_001660875.1|AAEG
OG0002210	LOC6552712|XP_026831603.1|DERE	LOC5573431|XP_021693614.1|AAEG
OG0002211	LOC6552747|XP_026839373.1|DERE	LOC23687928|XP_021693634.1|AAEG
OG0002212	LOC6554067|XP_001979577.1|DERE	LOC5576199|XP_001662538.1|AAEG
OG0002213	LOC6553183|XP_001979102.1|DERE	LOC110674166|XP_021693781.1|AAEG
OG0002214	LOC6552940|XP_001981017.3|DERE	LOC5569692|XP_021693813.1|AAEG
OG0002215	LOC6552819|XP_026831444.1|DERE	LOC5577633|XP_021693875.1|AAEG
OG0002216	LOC6554599|XP_001981334.1|DERE	LOC5565144|XP_001649509.2|AAEG
OG0002217	LOC6552769|XP_001979954.1|DERE	LOC5577581|XP_021694029.1|AAEG
OG0002218	LOC6550825|XP_001978083.1|DERE	LOC5576138|XP_001662485.2|AAEG
OG0002219	LOC6553475|XP_026831678.1|DERE	LOC5575228|XP_021694130.1|AAEG
OG0002220	LOC6553474|XP_001980268.2|DERE	LOC5575226|XP_001655632.2|AAEG, LOC5575225|XP_001655631.2|AAEG
OG0002221	LOC6545830|XP_026833942.1|DERE	LOC5566135|XP_021699107.1|AAEG
OG0002222	LOC6548260|XP_001976625.2|DERE	LOC5566138|XP_001650497.2|AAEG
OG0002223	LOC6548683|XP_026836616.1|DERE	LOC110680342|XP_021711853.1|AAEG
OG0002224	LOC6541082|XP_026834935.1|DERE	LOC5566116|XP_021695406.1|AAEG
OG0002225	LOC6544055|XP_026833391.1|DERE	LOC5579245|XP_021699518.1|AAEG, LOC5579873|XP_021695535.1|AAEG
OG0002226	LOC6541471|XP_001970746.1|DERE	LOC5578206|XP_001656850.1|AAEG
OG0002227	LOC6542537|XP_026834120.1|DERE	LOC5571223|XP_021695800.1|AAEG
OG0002228	LOC6541455|XP_001970492.1|DERE	LOC5571289|XP_021695851.1|AAEG
OG0002229	LOC6548569|XP_001976641.2|DERE	LOC5571291|XP_001653593.1|AAEG
OG0002230	LOC6546667|XP_001975860.1|DERE	LOC5571286|XP_021695868.1|AAEG
OG0002231	LOC6542927|XP_001970649.1|DERE	LOC5571266|XP_021695918.1|AAEG
OG0002232	LOC6547660|XP_001974987.1|DERE	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG
OG0002233	LOC6545012|XP_001972539.2|DERE	LOC5569904|XP_001658802.1|AAEG
OG0002234	LOC6547117|XP_001976108.1|DERE	LOC5579984|XP_001660250.1|AAEG, LOC5571160|XP_021707557.1|AAEG, LOC5571167|XP_001653496.1|AAEG, LOC5571165|XP_001653497.1|AAEG, LOC5571161|XP_001653495.2|AAEG, LOC5579985|XP_021701506.1|AAEG
OG0002235	LOC6548470|XP_026836561.1|DERE	LOC5579251|XP_021696334.1|AAEG
OG0002236	LOC6548056|XP_001976517.2|DERE	LOC5570501|XP_001659177.2|AAEG
OG0002237	LOC6548400|XP_026836443.1|DERE	LOC5570540|XP_021696462.1|AAEG
OG0002238	LOC6541031|XP_015014715.1|DERE	LOC5569218|XP_021696600.1|AAEG
OG0002239	LOC6546726|XP_001975879.1|DERE	LOC5568112|XP_001652051.1|AAEG
OG0002240	LOC6548078|XP_001975170.1|DERE	LOC5569443|XP_021696660.1|AAEG
OG0002241	LOC6545820|XP_001972173.2|DERE	LOC5566343|XP_001650739.2|AAEG
OG0002243	LOC6553722|XP_001979433.1|DERE	LOC5572349|XP_001660308.1|AAEG
OG0002244	LOC6544035|XP_001972338.1|DERE	LOC5572345|XP_021702613.1|AAEG
OG0002245	LOC6543945|XP_001971402.3|DERE	LOC5566222|XP_021696874.1|AAEG
OG0002246	LOC6543118|XP_026835007.1|DERE	LOC110675641|XP_021696886.1|AAEG
OG0002247	LOC26527057|XP_015012905.1|DERE	LOC5576411|XP_001656113.1|AAEG
OG0002248	LOC6543887|XP_026833911.1|DERE	LOC5565215|XP_001649548.1|AAEG
OG0002249	LOC26527080|XP_015014393.1|DERE	LOC5574899|XP_001655400.1|AAEG
OG0002250	LOC6547824|XP_001974972.1|DERE	LOC5571831|XP_021697154.1|AAEG
OG0002251	LOC6547822|XP_026836725.1|DERE	LOC5571834|XP_021697158.1|AAEG
OG0002252	LOC6547635|XP_026836719.1|DERE	LOC110677272|XP_021704095.1|AAEG
OG0002253	LOC26526461|XP_015012805.1|DERE	LOC5571489|XP_001659733.2|AAEG
OG0002254	LOC6554486|XP_001981931.1|DERE	LOC5572700|XP_001660519.2|AAEG
OG0002255	LOC6550392|XP_001977774.1|DERE	LOC5578538|XP_001663929.2|AAEG
OG0002256	LOC6547554|XP_026836187.1|DERE	LOC110675816|XP_021697355.1|AAEG, LOC5576646|XP_021697346.1|AAEG
OG0002257	LOC6547278|XP_026837132.1|DERE	LOC5578231|XP_021697380.1|AAEG
OG0002258	LOC6544800|XP_001971519.1|DERE	LOC5571390|XP_021697410.1|AAEG
OG0002259	LOC6550691|XP_026837358.1|DERE	LOC5579062|XP_021697431.1|AAEG, LOC5579061|XP_021697430.1|AAEG, LOC5579878|XP_021697411.1|AAEG
OG0002260	LOC6545489|XP_026832831.1|DERE	LOC5579059|XP_001657255.2|AAEG
OG0002261	LOC6545523|XP_001973364.1|DERE	LOC5575236|XP_001656285.1|AAEG
OG0002263	LOC6544894|XP_001973182.1|DERE	LOC5572748|XP_001660576.1|AAEG
OG0002264	LOC6548639|XP_001976627.1|DERE	LOC5566364|XP_021697650.1|AAEG
OG0002265	LOC6543584|XP_026832678.1|DERE	LOC5565540|XP_001649899.1|AAEG
OG0002266	LOC6545781|XP_001973417.2|DERE	LOC5564443|XP_001648786.1|AAEG
OG0002267	LOC6545154|XP_026833194.1|DERE	LOC5563744|XP_001648027.2|AAEG
OG0002268	LOC6543620|XP_001973606.1|DERE	LOC5563742|XP_001648030.2|AAEG
OG0002269	LOC6549006|XP_001975470.1|DERE	LOC110676024|XP_021698067.1|AAEG
OG0002270	LOC6548773|XP_026836209.1|DERE	LOC5578284|XP_021698247.1|AAEG
OG0002271	LOC6544975|XP_026833188.1|DERE	LOC5565466|XP_001649826.2|AAEG
OG0002272	LOC6545965|XP_001971179.1|DERE	LOC110680930|XP_021712403.1|AAEG, LOC5574155|XP_001655062.1|AAEG
OG0002273	LOC6543796|XP_026832294.1|DERE	LOC5579421|XP_021698495.1|AAEG
OG0002274	LOC6543690|XP_026833912.1|DERE	LOC5569595|XP_021698523.1|AAEG
OG0002275	LOC6543668|XP_001972966.1|DERE	LOC5570786|XP_021698601.1|AAEG
OG0002276	LOC6545670|XP_015013553.1|DERE	LOC5576958|XP_021698655.1|AAEG
