Orthogroup	DERE.longest_only	ASTE.longest_only
OG0002701	LOC6547904|XP_001976398.3|DERE	LOC118513091|XP_035914384.1|ASTE
OG0002702	LOC6547939|XP_026836836.1|DERE	LOC118511540|XP_035910628.1|ASTE
OG0002704	LOC6548934|XP_001975534.1|DERE	LOC118509492|XP_035906040.1|ASTE
OG0002705	LOC6545438|XP_026832767.1|DERE	LOC118509501|XP_035906052.1|ASTE
OG0002706	LOC6547275|XP_001976098.1|DERE	LOC118509931|XP_035907153.1|ASTE
OG0002707	LOC6545637|XP_015013594.1|DERE	LOC118510066|XP_035907350.1|ASTE
OG0002708	LOC6545111|XP_001973219.1|DERE	LOC118505259|XP_035896711.1|ASTE, LOC118514283|XP_035916918.1|ASTE
OG0002709	LOC6541040|XP_026834799.1|DERE	LOC118509759|XP_035906783.1|ASTE
OG0002710	LOC6547644|XP_001974978.1|DERE	LOC118509786|XP_035906821.1|ASTE
OG0002711	LOC6547829|XP_001974976.1|DERE	LOC118509783|XP_035906816.1|ASTE
OG0002712	LOC6546719|XP_026835992.1|DERE	LOC118509725|XP_035906712.1|ASTE
OG0002713	LOC6546791|XP_001975885.1|DERE	LOC118509683|XP_035906619.1|ASTE
OG0002714	LOC6541286|XP_001970580.1|DERE	LOC118509653|XP_035906494.1|ASTE
OG0002715	LOC6550048|XP_026838104.1|DERE	LOC118516347|XP_035918052.1|ASTE, LOC118511359|XP_035910213.1|ASTE
OG0002716	LOC6548440|XP_015012707.1|DERE	LOC118511420|XP_035910393.1|ASTE
OG0002717	LOC6552849|XP_026839889.1|DERE	LOC118511424|XP_035910400.1|ASTE
OG0002718	LOC6543879|XP_001971514.2|DERE	LOC118510345|XP_035907931.1|ASTE
OG0002719	LOC6551763|XP_001980647.1|DERE	LOC118510418|XP_035908080.1|ASTE
OG0002720	LOC6544041|XP_001971965.3|DERE	LOC118510419|XP_035908081.1|ASTE
OG0002721	LOC6549494|XP_015011946.1|DERE	LOC118514212|XP_035916801.1|ASTE
OG0002722	LOC6540690|XP_001970340.1|DERE	LOC118509233|XP_035905434.1|ASTE
OG0002723	LOC6548503|XP_001976652.1|DERE	LOC118510548|XP_035908411.1|ASTE
OG0002724	LOC6554713|XP_001981963.1|DERE	LOC118514223|XP_035916814.1|ASTE
OG0002725	LOC6545347|XP_001973362.1|DERE	LOC118512308|XP_035912444.1|ASTE
OG0002726	LOC6546416|XP_026833769.1|DERE	LOC118512902|XP_035913910.1|ASTE
OG0002727	LOC6546043|XP_001971740.1|DERE	LOC118510379|XP_035908017.1|ASTE
OG0002728	LOC6546797|XP_001975891.2|DERE	LOC118510476|XP_035908237.1|ASTE
OG0002729	LOC6544032|XP_026833062.1|DERE	LOC118510483|XP_035908256.1|ASTE
OG0002730	LOC6549504|XP_015011643.1|DERE	LOC118512916|XP_035913952.1|ASTE
OG0002731	LOC6545240|XP_001971032.1|DERE	LOC118510551|XP_035908417.1|ASTE
OG0002732	LOC6546903|XP_001975982.2|DERE	LOC118516359|XP_035918088.1|ASTE, LOC118512770|XP_035913567.1|ASTE
OG0002733	LOC6546660|XP_001974572.1|DERE	LOC118511380|XP_035910277.1|ASTE
OG0002734	LOC6542086|XP_026839346.1|DERE	LOC118509458|XP_035905971.1|ASTE
OG0002735	LOC6542201|XP_015015391.1|DERE	LOC118511872|XP_035911365.1|ASTE
OG0002736	LOC6541158|XP_026835455.1|DERE	LOC118511873|XP_035911369.1|ASTE
OG0002737	LOC6545588|XP_001972145.1|DERE	LOC118513482|XP_035915186.1|ASTE
OG0002738	LOC6546335|XP_001971811.1|DERE	LOC118510563|XP_035908440.1|ASTE
OG0002739	LOC6545782|XP_026832788.1|DERE	LOC118510211|XP_035907650.1|ASTE
OG0002740	LOC6545783|XP_001973419.1|DERE	LOC118510213|XP_035907663.1|ASTE
OG0002741	LOC6547738|XP_001974992.1|DERE	LOC118510243|XP_035907705.1|ASTE, LOC118517277|XP_035919144.1|ASTE, LOC118510229|XP_035907688.1|ASTE
OG0002742	LOC6548205|XP_001976484.1|DERE	LOC118510237|XP_035907697.1|ASTE, LOC118517266|XP_035919132.1|ASTE
OG0002743	LOC6546152|XP_026833534.1|DERE	LOC118510224|XP_035907682.1|ASTE
OG0002744	LOC6546492|XP_001973588.1|DERE	LOC118514383|XP_035917150.1|ASTE
OG0002745	LOC6545945|XP_001971205.1|DERE	LOC118511387|XP_035910297.1|ASTE
OG0002746	LOC6548775|XP_001975430.1|DERE	LOC118509661|XP_035906518.1|ASTE
OG0002747	LOC6552243|XP_001979755.1|DERE	LOC118513069|XP_035914310.1|ASTE
OG0002748	LOC6547969|XP_001976562.1|DERE	LOC118510347|XP_035907933.1|ASTE
OG0002749	LOC6548441|XP_026836479.1|DERE	LOC118512671|XP_035913325.1|ASTE, LOC118516354|XP_035918079.1|ASTE
OG0002750	LOC6549617|XP_026835666.1|DERE	LOC118511321|XP_035910136.1|ASTE
OG0002751	LOC6543034|XP_026834691.1|DERE	LOC118511323|XP_035910139.1|ASTE
OG0002752	LOC6540839|XP_001970329.1|DERE	LOC118514337|XP_035917042.1|ASTE
OG0002753	LOC6548023|XP_001975180.1|DERE	LOC118514331|XP_035917031.1|ASTE
OG0002754	LOC6544947|XP_001971541.3|DERE	LOC118509340|XP_035905733.1|ASTE, LOC118508936|XP_035904738.1|ASTE
OG0002755	LOC6546639|XP_001974711.1|DERE	LOC118514350|XP_035917064.1|ASTE
OG0002756	LOC6544738|XP_001973460.1|DERE	LOC118511867|XP_035911360.1|ASTE
OG0002757	LOC6544629|XP_026832425.1|DERE	LOC118512292|XP_035912407.1|ASTE
OG0002758	LOC6546826|XP_001974583.2|DERE	LOC118511379|XP_035910267.1|ASTE
OG0002759	LOC6546549|XP_015012103.1|DERE	LOC118512230|XP_035912247.1|ASTE
OG0002760	LOC6548619|XP_001976705.1|DERE	LOC118512232|XP_035912259.1|ASTE
OG0002761	LOC6547196|XP_001974743.1|DERE	LOC118512276|XP_035912358.1|ASTE
OG0002762	LOC6547155|XP_015012121.1|DERE	LOC118517166|XP_035918952.1|ASTE, LOC118512267|XP_035912340.1|ASTE
OG0002763	LOC6545479|XP_001971591.1|DERE	LOC118512281|XP_035912386.1|ASTE
OG0002764	LOC6546223|XP_026833893.1|DERE	LOC118512264|XP_035912333.1|ASTE
OG0002765	LOC6546972|XP_026835637.1|DERE	LOC118512014|XP_035911682.1|ASTE
OG0002766	LOC6546971|XP_001974613.2|DERE	LOC118512017|XP_035911688.1|ASTE
OG0002767	LOC6546568|XP_015011889.1|DERE	LOC118512807|XP_035913650.1|ASTE
OG0002768	LOC6547995|XP_001976497.1|DERE	LOC118510439|XP_035908120.1|ASTE
OG0002769	LOC6546801|XP_001975895.1|DERE	LOC118509357|XP_035905772.1|ASTE
OG0002770	LOC6542266|XP_001970153.1|DERE	LOC118509358|XP_035905773.1|ASTE
OG0002771	LOC6546084|XP_026833144.1|DERE	LOC118517240|XP_035919107.1|ASTE, LOC118509360|XP_035905775.1|ASTE
OG0002772	LOC6546015|XP_001972244.2|DERE	LOC118513139|XP_035914458.1|ASTE
OG0002773	LOC6546645|XP_001975854.1|DERE	LOC118514197|XP_035916778.1|ASTE
OG0002774	LOC6548212|XP_026836608.1|DERE, LOC113564474|XP_026837212.1|DERE	LOC118514183|XP_035916760.1|ASTE, LOC118517244|XP_035919112.1|ASTE
OG0002775	LOC6543652|XP_026832901.1|DERE	LOC118509462|XP_035905980.1|ASTE
OG0002776	LOC6545590|XP_001972147.1|DERE	LOC118510352|XP_035907945.1|ASTE
OG0002777	LOC6543633|XP_026833151.1|DERE	LOC118516381|XP_035918126.1|ASTE, LOC118512785|XP_035913592.1|ASTE
OG0002778	LOC6544015|XP_026832333.1|DERE	LOC118512781|XP_035913585.1|ASTE, LOC118516378|XP_035918122.1|ASTE
OG0002779	LOC6544431|XP_026832926.1|DERE	LOC118512864|XP_035913839.1|ASTE
OG0002780	LOC6553051|XP_001979138.1|DERE	LOC118511559|XP_035910684.1|ASTE
OG0002781	LOC6549108|XP_001975573.1|DERE	LOC118508860|XP_035904511.1|ASTE
OG0002782	LOC6545508|XP_001973348.1|DERE	LOC118511354|XP_035910207.1|ASTE, LOC118516342|XP_035918047.1|ASTE
OG0002783	LOC6546265|XP_001971761.2|DERE	LOC118514218|XP_035916807.1|ASTE
OG0002784	LOC6547766|XP_001976388.2|DERE	LOC118509921|XP_035907124.1|ASTE
OG0002785	LOC6543686|XP_001973698.1|DERE	LOC118509408|XP_035905867.1|ASTE
OG0002786	LOC6543939|XP_026832597.1|DERE	LOC118509824|XP_035906881.1|ASTE
OG0002787	LOC6544803|XP_001971522.1|DERE	LOC118509910|XP_035907080.1|ASTE
OG0002788	LOC6544804|XP_001971523.1|DERE	LOC118509914|XP_035907088.1|ASTE
OG0002789	LOC6543597|XP_001973599.1|DERE	LOC118509909|XP_035907074.1|ASTE
OG0002790	LOC6544009|XP_001972328.1|DERE	LOC118510578|XP_035908463.1|ASTE
OG0002791	LOC6544990|XP_001973282.1|DERE	LOC118512786|XP_035913595.1|ASTE, LOC118516386|XP_035918143.1|ASTE
OG0002792	LOC6546616|XP_026836228.1|DERE	LOC118514202|XP_035916784.1|ASTE
OG0002793	LOC6545768|XP_001972180.1|DERE	LOC118511308|XP_035910113.1|ASTE
OG0002794	LOC6544678|XP_026833347.1|DERE	LOC118511386|XP_035910296.1|ASTE
OG0002795	LOC6545074|XP_026833112.1|DERE	LOC118512261|XP_035912321.1|ASTE
OG0002796	LOC6544408|XP_001972038.1|DERE	LOC118513485|XP_035915198.1|ASTE
OG0002797	LOC6544011|XP_001972330.1|DERE	LOC118509393|XP_035905834.1|ASTE
OG0002798	LOC6549231|XP_001974356.1|DERE	LOC118509766|XP_035906793.1|ASTE
OG0002799	LOC6545206|XP_026833575.1|DERE	LOC118509240|XP_035905441.1|ASTE
OG0002800	LOC6544214|XP_026832241.1|DERE	LOC118511821|XP_035911254.1|ASTE
OG0002801	LOC6548507|XP_026836827.1|DERE	LOC118511826|XP_035911263.1|ASTE
OG0002802	LOC6548369|XP_001976645.2|DERE	LOC118511834|XP_035911270.1|ASTE
OG0002803	LOC6549344|XP_001974324.1|DERE	LOC118514128|XP_035916607.1|ASTE
OG0002804	LOC6548249|XP_001975198.1|DERE	LOC118511837|XP_035911275.1|ASTE
OG0002805	LOC6542714|XP_001970501.1|DERE	LOC118511838|XP_035911276.1|ASTE
OG0002806	LOC6544989|XP_001973281.1|DERE	LOC118511850|XP_035911288.1|ASTE
OG0002807	LOC6548443|XP_001976661.1|DERE	LOC118511516|XP_035910592.1|ASTE
OG0002808	LOC6547967|XP_015011527.1|DERE	LOC118511523|XP_035910604.1|ASTE
OG0002809	LOC6545028|XP_001972524.2|DERE	LOC118511528|XP_035910610.1|ASTE
OG0002810	LOC6545056|XP_026833452.1|DERE	LOC118510448|XP_035908137.1|ASTE
OG0002811	LOC6544663|XP_026833587.1|DERE	LOC118510441|XP_035908132.1|ASTE
OG0002812	LOC6549522|XP_001975814.1|DERE	LOC118510412|XP_035908070.1|ASTE
OG0002813	LOC6547303|XP_001974729.1|DERE	LOC118511338|XP_035910166.1|ASTE
OG0002814	LOC6547844|XP_026836516.1|DERE	LOC118511340|XP_035910176.1|ASTE
OG0002815	LOC6546590|XP_001975904.1|DERE	LOC118513140|XP_035914459.1|ASTE
OG0002816	LOC6547217|XP_001974715.1|DERE	LOC118516415|XP_035918171.1|ASTE, LOC118509553|XP_035906197.1|ASTE
OG0002817	LOC6548605|XP_001973904.1|DERE	LOC118509560|XP_035906208.1|ASTE, LOC118516417|XP_035918173.1|ASTE
OG0002818	LOC6541513|XP_001969096.2|DERE	LOC118516416|XP_035918172.1|ASTE, LOC118509558|XP_035906206.1|ASTE
OG0002819	LOC6545804|XP_026832445.1|DERE	LOC118511415|XP_035910368.1|ASTE
OG0002820	LOC6545801|XP_001971685.1|DERE	LOC118511413|XP_035910366.1|ASTE
OG0002821	LOC6545247|XP_001972571.2|DERE	LOC118510988|XP_035909395.1|ASTE
OG0002822	LOC6548217|XP_001975075.1|DERE	LOC118511971|XP_035911601.1|ASTE
OG0002823	LOC6542592|XP_015014735.1|DERE	LOC118509726|XP_035906729.1|ASTE
OG0002824	LOC6540678|XP_026834513.1|DERE	LOC118509718|XP_035906700.1|ASTE
OG0002825	LOC6544139|XP_001973733.1|DERE	LOC118517583|XP_035919750.1|ASTE
OG0002826	LOC6548219|XP_001975077.1|DERE	LOC118511384|XP_035910284.1|ASTE
OG0002827	LOC6555880|XP_001982757.2|DERE	LOC118503639|XP_035893034.1|ASTE
OG0002828	LOC6547923|XP_026835700.1|DERE	LOC118510952|XP_035909290.1|ASTE
OG0002829	LOC6546589|XP_001975903.1|DERE	LOC118511945|XP_035911543.1|ASTE
OG0002830	LOC6547431|XP_026836653.1|DERE	LOC118511943|XP_035911537.1|ASTE
OG0002831	LOC6548861|XP_001974049.2|DERE	LOC118506496|XP_035899583.1|ASTE
OG0002832	LOC6543221|XP_015015022.1|DERE	LOC118505045|XP_035896190.1|ASTE
OG0002833	LOC6548582|XP_015011504.1|DERE	LOC118507078|XP_035900953.1|ASTE
OG0002834	LOC6548012|XP_001976475.1|DERE	LOC118511196|XP_035909862.1|ASTE, LOC118517339|XP_035919216.1|ASTE
OG0002835	LOC6546544|XP_001975909.1|DERE	LOC118511188|XP_035909848.1|ASTE
OG0002836	LOC6541047|XP_026835298.1|DERE	LOC118509669|XP_035906550.1|ASTE
OG0002837	LOC6547071|XP_026835965.1|DERE	LOC118509620|XP_035906353.1|ASTE
OG0002838	LOC6547478|XP_001976274.1|DERE	LOC118510962|XP_035909321.1|ASTE
OG0002839	LOC6547970|XP_001976563.1|DERE	LOC118511119|XP_035909744.1|ASTE
OG0002840	LOC6540845|XP_026834693.1|DERE	LOC118511122|XP_035909747.1|ASTE
OG0002841	LOC6542892|XP_001968575.1|DERE	LOC118510083|XP_035907384.1|ASTE
OG0002842	LOC6540816|XP_001969595.1|DERE	LOC118513403|XP_035914986.1|ASTE
OG0002843	LOC6542720|XP_001970569.1|DERE	LOC118507879|XP_035902988.1|ASTE
OG0002844	LOC6544110|XP_026833837.1|DERE	LOC118512698|XP_035913405.1|ASTE
OG0002845	LOC6540881|XP_001968739.1|DERE	LOC118511705|XP_035911017.1|ASTE, LOC118514438|XP_035917233.1|ASTE
OG0002846	LOC6540969|XP_026834078.1|DERE	LOC118513833|XP_035915988.1|ASTE
OG0002847	LOC6541002|XP_001968740.2|DERE	LOC118511709|XP_035911023.1|ASTE
OG0002848	LOC6549611|XP_001974384.1|DERE	LOC118511707|XP_035911019.1|ASTE
OG0002849	LOC6543512|XP_001969497.1|DERE	LOC118513304|XP_035914779.1|ASTE
OG0002850	LOC6540826|XP_001969588.1|DERE	LOC118513476|XP_035915162.1|ASTE
OG0002851	LOC6541611|XP_001969968.1|DERE	LOC118513564|XP_035915385.1|ASTE
OG0002852	LOC6546863|XP_026835879.1|DERE	LOC118513568|XP_035915391.1|ASTE
OG0002853	LOC6543385|XP_001969024.2|DERE	LOC118510617|XP_035908537.1|ASTE
OG0002854	LOC6549326|XP_001974331.1|DERE	LOC118511049|XP_035909541.1|ASTE
OG0002855	LOC6542363|XP_015014870.1|DERE	LOC118509168|XP_035905320.1|ASTE
OG0002856	LOC6541984|XP_026835451.1|DERE	LOC118513908|XP_035916126.1|ASTE
OG0002857	LOC6548878|XP_026839431.1|DERE	LOC118513917|XP_035916161.1|ASTE
OG0002858	LOC113564223|XP_026835608.1|DERE, LOC6540721|XP_026835559.1|DERE	LOC118513909|XP_035916138.1|ASTE
OG0002859	LOC6543096|XP_001968451.1|DERE	LOC118513527|XP_035915290.1|ASTE
OG0002860	LOC6540714|XP_001968863.1|DERE	LOC118511046|XP_035909537.1|ASTE
OG0002861	LOC6542921|XP_001969908.1|DERE	LOC118513400|XP_035914975.1|ASTE
OG0002862	LOC6540852|XP_026834044.1|DERE	LOC118513937|XP_035916210.1|ASTE
OG0002863	LOC6542744|XP_001968567.1|DERE	LOC118513927|XP_035916188.1|ASTE
OG0002864	LOC6541551|XP_001968566.1|DERE	LOC118513977|XP_035916295.1|ASTE
OG0002865	LOC6543323|XP_001970652.1|DERE	LOC118511109|XP_035909726.1|ASTE
OG0002866	LOC6543670|XP_001971368.1|DERE	LOC118512445|XP_035912802.1|ASTE
OG0002867	LOC6542860|XP_001969654.2|DERE	LOC118513666|XP_035915660.1|ASTE
OG0002868	LOC6542089|XP_001968376.3|DERE	LOC118509328|XP_035905681.1|ASTE
OG0002869	LOC6541454|XP_001968375.1|DERE	LOC118512428|XP_035912777.1|ASTE
OG0002871	LOC6542096|XP_026835435.1|DERE	LOC118511150|XP_035909771.1|ASTE
OG0002872	LOC6541485|XP_026835598.1|DERE	LOC118509128|XP_035905216.1|ASTE
OG0002873	LOC6548936|XP_026836214.1|DERE	LOC118509135|XP_035905228.1|ASTE
OG0002874	LOC6543533|XP_001969508.1|DERE	LOC118514708|XP_035917674.1|ASTE
OG0002875	LOC6542287|XP_001968470.2|DERE	LOC118517093|XP_035918840.1|ASTE, LOC118513876|XP_035916075.1|ASTE
OG0002877	LOC6549179|XP_001974368.2|DERE	LOC118517202|XP_035919050.1|ASTE, LOC118513921|XP_035916178.1|ASTE
OG0002878	LOC6549303|XP_026836556.1|DERE	LOC118514010|XP_035916373.1|ASTE
OG0002879	LOC6543640|XP_001971844.1|DERE	LOC118513583|XP_035915439.1|ASTE, LOC118515236|XP_035917814.1|ASTE
OG0002880	LOC6555747|XP_001982450.1|DERE	LOC118515232|XP_035917810.1|ASTE, LOC118513579|XP_035915434.1|ASTE
OG0002881	LOC6540786|XP_001968182.1|DERE	LOC118513580|XP_035915436.1|ASTE, LOC118515233|XP_035917811.1|ASTE
OG0002882	LOC6547409|XP_001974826.1|DERE	LOC118513615|XP_035915564.1|ASTE
OG0002883	LOC6541039|XP_001968131.1|DERE	LOC118513410|XP_035915009.1|ASTE
OG0002884	LOC6542599|XP_001968460.1|DERE	LOC118513416|XP_035915020.1|ASTE
OG0002885	LOC6546008|XP_001972237.1|DERE	LOC118509043|XP_035905009.1|ASTE
OG0002886	LOC6543350|XP_001968338.1|DERE	LOC118510082|XP_035907383.1|ASTE
OG0002887	LOC6541450|XP_001968339.1|DERE	LOC118511576|XP_035910714.1|ASTE
OG0002888	LOC6549050|XP_026839406.1|DERE, LOC6549049|XP_001974033.3|DERE	LOC118510606|XP_035908508.1|ASTE
OG0002889	LOC6544162|XP_001971387.1|DERE	LOC118513398|XP_035914971.1|ASTE
OG0002890	LOC6548935|XP_001974213.1|DERE	LOC118512537|XP_035913000.1|ASTE
OG0002891	LOC6541131|XP_001969394.1|DERE	LOC118513435|XP_035915065.1|ASTE
OG0002892	LOC6542743|XP_015014449.1|DERE	LOC118509000|XP_035904905.1|ASTE
OG0002893	LOC6542255|XP_001968305.2|DERE	LOC118509010|XP_035904917.1|ASTE
OG0002894	LOC6546083|XP_026833640.1|DERE	LOC118509071|XP_035905087.1|ASTE
OG0002895	LOC6548449|XP_001976708.1|DERE	LOC118509092|XP_035905132.1|ASTE
OG0002896	LOC6541535|XP_001969628.1|DERE	LOC118513449|XP_035915092.1|ASTE, LOC118513448|XP_035915091.1|ASTE
OG0002897	LOC6540880|XP_001970030.1|DERE	LOC118511757|XP_035911117.1|ASTE
OG0002898	LOC6541347|XP_001968655.1|DERE	LOC118509281|XP_035905551.1|ASTE
OG0002899	LOC6542419|XP_001968112.1|DERE	LOC118511675|XP_035910927.1|ASTE
OG0002900	LOC6542325|XP_026835549.1|DERE	LOC118511674|XP_035910926.1|ASTE
OG0002901	LOC6542219|XP_001970196.3|DERE	LOC118512449|XP_035912806.1|ASTE
OG0002902	LOC6541770|XP_001970197.1|DERE	LOC118512452|XP_035912810.1|ASTE
OG0002903	LOC6541431|XP_015014865.2|DERE	LOC118513440|XP_035915073.1|ASTE
OG0002904	LOC6545166|XP_001972574.2|DERE	LOC118513446|XP_035915087.1|ASTE
OG0002905	LOC6542480|XP_001969573.1|DERE	LOC118509850|XP_035906944.1|ASTE, LOC118515319|XP_035917902.1|ASTE
OG0002906	LOC6548900|XP_001974039.1|DERE	LOC118509848|XP_035906940.1|ASTE, LOC118515316|XP_035917896.1|ASTE
OG0002908	LOC6547648|XP_001974982.1|DERE	LOC118514501|XP_035917325.1|ASTE
OG0002909	LOC6547194|XP_026836125.1|DERE	LOC118511625|XP_035910821.1|ASTE
OG0002910	LOC6546915|XP_001974118.1|DERE	LOC118509142|XP_035905241.1|ASTE
OG0002911	LOC6548583|XP_001976697.1|DERE	LOC118507079|XP_035900954.1|ASTE
OG0002912	LOC6551375|XP_001978443.1|DERE	LOC118511615|XP_035910798.1|ASTE
OG0002913	LOC6547399|XP_001976307.1|DERE	LOC118511001|XP_035909409.1|ASTE
OG0002914	LOC6541279|XP_001968260.2|DERE	LOC118511000|XP_035909408.1|ASTE
OG0002915	LOC6548807|XP_001974087.1|DERE	LOC118511014|XP_035909435.1|ASTE
OG0002916	LOC6543495|XP_001968721.2|DERE	LOC118516608|XP_035918469.1|ASTE, LOC118509048|XP_035905020.1|ASTE
OG0002917	LOC6548679|XP_026836550.1|DERE	LOC118514534|XP_035917408.1|ASTE
OG0002918	LOC6548648|XP_001975388.1|DERE	LOC118514541|XP_035917421.1|ASTE
OG0002919	LOC6546637|XP_001974709.1|DERE	LOC118514529|XP_035917403.1|ASTE
OG0002920	LOC6543115|XP_026835037.1|DERE	LOC118508997|XP_035904893.1|ASTE
OG0002921	LOC6540671|XP_001968769.1|DERE	LOC118509063|XP_035905074.1|ASTE
OG0002922	LOC6546918|XP_001974121.1|DERE	LOC118509062|XP_035905073.1|ASTE
OG0002923	LOC6546917|XP_001974120.1|DERE	LOC118509061|XP_035905068.1|ASTE
OG0002924	LOC6546919|XP_001974122.1|DERE	LOC118509140|XP_035905237.1|ASTE
OG0002925	LOC6548444|XP_001976662.3|DERE	LOC118512558|XP_035913041.1|ASTE
OG0002926	LOC6540638|XP_001968757.1|DERE	LOC118512563|XP_035913046.1|ASTE
OG0002927	LOC6540646|XP_001968753.1|DERE	LOC118512562|XP_035913044.1|ASTE
OG0002928	LOC6547576|XP_001976215.1|DERE	LOC118511219|XP_035909934.1|ASTE
OG0002929	LOC6543192|XP_001968163.1|DERE	LOC118513870|XP_035916066.1|ASTE
OG0002930	LOC6542855|XP_001970236.1|DERE	LOC118513771|XP_035915841.1|ASTE
OG0002931	LOC6542078|XP_026835489.1|DERE	LOC118511766|XP_035911132.1|ASTE
OG0002932	LOC6543244|XP_026834308.1|DERE	LOC118508970|XP_035904830.1|ASTE
OG0002933	LOC6540887|XP_026835192.1|DERE	LOC118508971|XP_035904835.1|ASTE
OG0002934	LOC6540793|XP_001970386.1|DERE	LOC118508978|XP_035904852.1|ASTE
OG0002935	LOC6541393|XP_001968954.2|DERE	LOC118513742|XP_035915792.1|ASTE
OG0002936	LOC6547070|XP_026835971.1|DERE	LOC118513761|XP_035915828.1|ASTE
OG0002937	LOC6541530|XP_001970816.1|DERE	LOC118513764|XP_035915830.1|ASTE, LOC118515268|XP_035917852.1|ASTE
OG0002938	LOC6549255|XP_001974427.1|DERE	LOC118514695|XP_035917644.1|ASTE
OG0002939	LOC6547139|XP_001976114.1|DERE	LOC118513349|XP_035914874.1|ASTE
OG0002940	LOC6553147|XP_026839642.1|DERE	LOC118512528|XP_035912965.1|ASTE
OG0002941	LOC113564149|XP_026835498.1|DERE, LOC6542135|XP_001970821.1|DERE	LOC118514531|XP_035917406.1|ASTE
OG0002942	LOC6549123|XP_001974148.1|DERE	LOC118513325|XP_035914825.1|ASTE
OG0002943	LOC6549492|XP_026836635.1|DERE	LOC118513835|XP_035915994.1|ASTE
OG0002944	LOC6549493|XP_026836800.1|DERE	LOC118513839|XP_035916003.1|ASTE
OG0002945	LOC6542557|XP_026835377.1|DERE	LOC118510637|XP_035908573.1|ASTE
OG0002946	LOC6548923|XP_026835739.1|DERE	LOC118509874|XP_035906995.1|ASTE
OG0002947	LOC6542103|XP_026834509.1|DERE	LOC118512696|XP_035913397.1|ASTE
OG0002948	LOC6545165|XP_001972573.1|DERE	LOC118514661|XP_035917595.1|ASTE
OG0002949	LOC6543818|XP_015012939.1|DERE	LOC118514673|XP_035917609.1|ASTE
OG0002950	LOC6540933|XP_001970043.2|DERE	LOC118511767|XP_035911134.1|ASTE
OG0002951	LOC6541352|XP_001969444.1|DERE	LOC118514544|XP_035917424.1|ASTE
OG0002952	LOC6540762|XP_001968747.3|DERE	LOC118514547|XP_035917431.1|ASTE
OG0002953	LOC6542952|XP_026834949.1|DERE	LOC118513459|XP_035915120.1|ASTE
OG0002954	LOC6542119|XP_026835493.1|DERE	LOC118514524|XP_035917391.1|ASTE
OG0002955	LOC6548137|XP_001975229.3|DERE	LOC118514498|XP_035917323.1|ASTE
OG0002956	LOC6549002|XP_001975466.1|DERE	LOC118509252|XP_035905479.1|ASTE
OG0002957	LOC6548211|XP_001975069.1|DERE	LOC118513596|XP_035915490.1|ASTE
OG0002958	LOC6549124|XP_001974149.1|DERE	LOC118508975|XP_035904847.1|ASTE
OG0002959	LOC6549035|XP_001974155.1|DERE	LOC118513281|XP_035914740.1|ASTE
OG0002960	LOC6546332|XP_001971808.2|DERE	LOC118509215|XP_035905390.1|ASTE
OG0002961	LOC6549419|XP_026836366.1|DERE	LOC118513697|XP_035915714.1|ASTE
OG0002962	LOC6549653|XP_001974258.1|DERE	LOC118513704|XP_035915726.1|ASTE
OG0002963	LOC6541150|XP_026834355.1|DERE	LOC118513716|XP_035915743.1|ASTE, LOC118517120|XP_035918877.1|ASTE
OG0002964	LOC6541044|XP_001970355.1|DERE	LOC118509955|XP_035907210.1|ASTE
OG0002965	LOC6542377|XP_001969472.1|DERE	LOC118509338|XP_035905723.1|ASTE
OG0002966	LOC6542459|XP_001969999.1|DERE	LOC118511802|XP_035911226.1|ASTE
OG0002967	LOC6545068|XP_001971046.1|DERE	LOC118510855|XP_035909082.1|ASTE
OG0002968	LOC6545067|XP_001971045.3|DERE	LOC118510856|XP_035909083.1|ASTE
OG0002969	LOC6540645|XP_026834493.1|DERE	LOC118510850|XP_035909074.1|ASTE
OG0002970	LOC6543349|XP_001970141.1|DERE	LOC118512441|XP_035912797.1|ASTE
OG0002971	LOC6540652|XP_001970313.1|DERE	LOC118509286|XP_035905586.1|ASTE
OG0002972	LOC6553820|XP_001980515.1|DERE	LOC118517248|XP_035919114.1|ASTE, LOC118509185|XP_035905346.1|ASTE
OG0002973	LOC6542383|XP_001969065.1|DERE	LOC118513655|XP_035915634.1|ASTE
OG0002974	LOC6545083|XP_001971038.1|DERE	LOC118509885|XP_035907020.1|ASTE
OG0002975	LOC6542359|XP_001968334.3|DERE	LOC118510882|XP_035909142.1|ASTE
OG0002976	LOC6551680|XP_001978529.1|DERE	LOC118510880|XP_035909140.1|ASTE
OG0002977	LOC6546941|XP_015012531.1|DERE	LOC118513832|XP_035915969.1|ASTE
OG0002978	LOC6548398|XP_001976530.2|DERE	LOC118513793|XP_035915872.1|ASTE, LOC118517112|XP_035918870.1|ASTE
OG0002979	LOC6541048|XP_001970359.1|DERE	LOC118513819|XP_035915946.1|ASTE
OG0002980	LOC6540940|XP_026834782.1|DERE	LOC118513472|XP_035915157.1|ASTE
OG0002981	LOC6540840|XP_001970039.2|DERE	LOC118516600|XP_035918462.1|ASTE, LOC118510024|XP_035907304.1|ASTE
OG0002982	LOC6543473|XP_026834991.1|DERE	LOC118512485|XP_035912875.1|ASTE
OG0002983	LOC6544057|XP_001970969.1|DERE	LOC118505196|XP_035896561.1|ASTE
OG0002984	LOC6545162|XP_001971024.1|DERE	LOC118510801|XP_035909006.1|ASTE
