Orthogroup	DERE.longest_only	CCAP.longest_only
OG0001825	LOC6547488|XP_026836490.1|DERE	CCAP1982_LOCUS20017|CAD7011906.1|CCAP, CCAP1982_LOCUS20011|CAD7011900.1|CCAP, CCAP1982_LOCUS20022|CAD7011911.1|CCAP
OG0001826	LOC6547165|XP_001976166.1|DERE	CCAP1982_LOCUS5581|CAD6996908.1|CCAP, CCAP1982_LOCUS21161|CAD7013086.1|CCAP
OG0001827	LOC6548235|XP_001975267.1|DERE	CCAP1982_LOCUS20547|CAD7012467.1|CCAP
OG0001829	LOC6546911|XP_001975990.1|DERE	CCAP1982_LOCUS19767|CAD7011683.1|CCAP
OG0001830	LOC6547311|XP_001976338.1|DERE	CCAP1982_LOCUS20337|CAD7012240.1|CCAP
OG0001831	LOC6546392|XP_001972882.1|DERE	CCAP1982_LOCUS14177|CAD7005833.1|CCAP
OG0001832	LOC6551342|XP_026837782.1|DERE	CCAP1982_LOCUS21112|CAD7013026.1|CCAP
OG0001833	LOC6548005|XP_001976500.2|DERE	CCAP1982_LOCUS21130|CAD7013048.1|CCAP
OG0001834	LOC6552870|XP_001979978.1|DERE	CCAP1982_LOCUS1887|CAD6993056.1|CCAP
OG0001838	LOC6549462|XP_001975769.1|DERE	CCAP1982_LOCUS22536|CAD7014535.1|CCAP
OG0001839	LOC6542934|XP_001968212.1|DERE, LOC6547396|XP_001974927.1|DERE	CCAP1982_LOCUS7187|CAD6998612.1|CCAP, CCAP1982_LOCUS7186|CAD6998611.1|CCAP
OG0001849	LOC6555207|XP_001982075.1|DERE	CCAP1982_LOCUS3184|CAD6994433.1|CCAP
OG0001850	LOC6555841|XP_001982707.1|DERE	CCAP1982_LOCUS9381|CAD7000906.1|CCAP, CCAP1982_LOCUS9382|CAD7000907.1|CCAP
OG0001851	LOC6555808|XP_026839214.1|DERE	CCAP1982_LOCUS10374|CAD7001887.1|CCAP, CCAP1982_LOCUS10375|CAD7001888.1|CCAP, CCAP1982_LOCUS10372|CAD7001885.1|CCAP, CCAP1982_LOCUS10370|CAD7001883.1|CCAP
OG0001852	LOC6545159|XP_026833894.1|DERE	CCAP1982_LOCUS13290|CAD7004906.1|CCAP
OG0001853	LOC6554202|XP_026833795.1|DERE	CCAP1982_LOCUS3612|CAD6994877.1|CCAP, CCAP1982_LOCUS3616|CAD6994881.1|CCAP, CCAP1982_LOCUS3614|CAD6994879.1|CCAP
OG0001855	LOC6548496|XP_001975309.1|DERE	CCAP1982_LOCUS20317|CAD7012219.1|CCAP
OG0001860	LOC6546168|XP_001972865.1|DERE	CCAP1982_LOCUS13420|CAD7005050.1|CCAP
OG0001861	LOC6555253|XP_001981634.1|DERE	CCAP1982_LOCUS2989|CAD6994227.1|CCAP
OG0001864	LOC6552814|XP_015009776.1|DERE	CCAP1982_LOCUS1784|CAD6992951.1|CCAP, CCAP1982_LOCUS1779|CAD6992946.1|CCAP
OG0001866	LOC6553633|XP_015010111.1|DERE	CCAP1982_LOCUS2419|CAD6993609.1|CCAP
OG0001867	LOC6546442|XP_001972928.1|DERE	CCAP1982_LOCUS12895|CAD7004494.1|CCAP
OG0001868	LOC6548794|XP_001974051.2|DERE	CCAP1982_LOCUS7780|CAD6999249.1|CCAP
OG0001869	LOC6553487|XP_015010366.1|DERE	CCAP1982_LOCUS2409|CAD6993599.1|CCAP
OG0001872	LOC6555285|XP_026835075.1|DERE	CCAP1982_LOCUS1125|CAD6992255.1|CCAP
OG0001873	LOC6552018|XP_001978783.1|DERE	CCAP1982_LOCUS3170|CAD6994418.1|CCAP, CCAP1982_LOCUS3173|CAD6994421.1|CCAP
OG0001874	LOC6555444|XP_001981888.1|DERE	CCAP1982_LOCUS4109|CAD6995391.1|CCAP
OG0001875	LOC6555123|XP_026839514.1|DERE	CCAP1982_LOCUS1759|CAD6992926.1|CCAP
OG0001878	LOC6553582|XP_001980278.1|DERE	CCAP1982_LOCUS2349|CAD6993537.1|CCAP
OG0001879	LOC6555321|XP_001981882.2|DERE	CCAP1982_LOCUS4169|CAD6995454.1|CCAP
OG0001880	LOC6553901|XP_026834374.1|DERE	CCAP1982_LOCUS1363|CAD6992514.1|CCAP
OG0001881	LOC6553618|XP_001979276.1|DERE	CCAP1982_LOCUS2771|CAD6993988.1|CCAP, CCAP1982_LOCUS2767|CAD6993984.1|CCAP, CCAP1982_LOCUS2765|CAD6993982.1|CCAP
OG0001882	LOC6554902|XP_026839589.1|DERE	CCAP1982_LOCUS1385|CAD6992536.1|CCAP, CCAP1982_LOCUS1384|CAD6992535.1|CCAP, CCAP1982_LOCUS1383|CAD6992534.1|CCAP
OG0001883	LOC6554779|XP_015009332.1|DERE	CCAP1982_LOCUS2229|CAD6993414.1|CCAP
OG0001884	LOC6553450|XP_001979377.1|DERE	CCAP1982_LOCUS1429|CAD6992581.1|CCAP
OG0001886	LOC113563738|XP_026831723.1|DERE, LOC6552307|XP_001980832.1|DERE	CCAP1982_LOCUS1050|CAD6992176.1|CCAP
OG0001887	LOC6547282|XP_001976149.1|DERE	CCAP1982_LOCUS20351|CAD7012255.1|CCAP
OG0001888	LOC6552381|XP_001978899.2|DERE	CCAP1982_LOCUS224|CAD6991295.1|CCAP
OG0001890	LOC6545882|XP_026832634.1|DERE	CCAP1982_LOCUS2856|CAD6994087.1|CCAP
OG0001891	LOC6553768|XP_015009666.1|DERE	CCAP1982_LOCUS2944|CAD6994179.1|CCAP
OG0001893	LOC6554639|XP_001981570.1|DERE	CCAP1982_LOCUS1735|CAD6992902.1|CCAP, CCAP1982_LOCUS1738|CAD6992905.1|CCAP
OG0001894	LOC6542209|XP_026835480.1|DERE	CCAP1982_LOCUS22715|CAD7014737.1|CCAP
OG0001895	LOC6555839|XP_026839014.1|DERE	CCAP1982_LOCUS9931|CAD7001434.1|CCAP
OG0001896	LOC26526941|XP_026838632.1|DERE	CCAP1982_LOCUS10482|CAD7001996.1|CCAP
OG0001897	LOC6551948|XP_015009964.1|DERE	CCAP1982_LOCUS2463|CAD6993655.1|CCAP
OG0001899	LOC6554090|XP_026831810.1|DERE	CCAP1982_LOCUS1209|CAD6992345.1|CCAP
OG0001901	LOC6540888|XP_015014889.1|DERE	CCAP1982_LOCUS5757|CAD6997106.1|CCAP, CCAP1982_LOCUS5756|CAD6997104.1|CCAP, CCAP1982_LOCUS5758|CAD6997109.1|CCAP
OG0001903	LOC6552113|XP_015009532.2|DERE	CCAP1982_LOCUS2781|CAD6994000.1|CCAP
OG0001904	LOC6554177|XP_001981487.1|DERE	CCAP1982_LOCUS2825|CAD6994050.1|CCAP
OG0001906	LOC6553512|XP_026833130.1|DERE	CCAP1982_LOCUS1455|CAD6992606.1|CCAP, CCAP1982_LOCUS1453|CAD6992604.1|CCAP, CCAP1982_LOCUS1454|CAD6992605.1|CCAP
OG0001908	LOC6554390|XP_001981513.1|DERE	CCAP1982_LOCUS2718|CAD6993930.1|CCAP
OG0001910	LOC6552043|XP_001980719.1|DERE	CCAP1982_LOCUS3105|CAD6994350.1|CCAP
OG0001911	LOC6552660|XP_015010221.1|DERE	CCAP1982_LOCUS3848|CAD6995126.1|CCAP, CCAP1982_LOCUS3845|CAD6995123.1|CCAP, CCAP1982_LOCUS3839|CAD6995117.1|CCAP, CCAP1982_LOCUS3849|CAD6995127.1|CCAP
OG0001912	LOC6549029|XP_001975538.1|DERE	CCAP1982_LOCUS2354|CAD6993542.1|CCAP
OG0001914	LOC6554949|XP_026837208.1|DERE	CCAP1982_LOCUS1303|CAD6992445.1|CCAP, CCAP1982_LOCUS1304|CAD6992447.1|CCAP
OG0001915	LOC6546483|XP_001971252.1|DERE	CCAP1982_LOCUS11403|CAD7002938.1|CCAP, CCAP1982_LOCUS22437|CAD7014441.1|CCAP, CCAP1982_LOCUS22436|CAD7014440.1|CCAP
OG0001916	LOC6547127|XP_026835743.1|DERE	CCAP1982_LOCUS21919|CAD7013905.1|CCAP
OG0001917	LOC6543837|XP_026833808.1|DERE	CCAP1982_LOCUS10929|CAD7002439.1|CCAP
OG0001918	LOC6543893|XP_001971888.2|DERE	CCAP1982_LOCUS11525|CAD7003062.1|CCAP
OG0001919	LOC6548815|XP_001975495.1|DERE	CCAP1982_LOCUS21247|CAD7013176.1|CCAP, CCAP1982_LOCUS21246|CAD7013175.1|CCAP
OG0001920	LOC6545470|XP_026832564.1|DERE	CCAP1982_LOCUS12172|CAD7003736.1|CCAP
OG0001921	LOC6549640|XP_001975758.1|DERE	CCAP1982_LOCUS14964|CAD7006661.1|CCAP
OG0001922	LOC6547370|XP_015012632.1|DERE	CCAP1982_LOCUS7235|CAD6998676.1|CCAP
OG0001924	LOC6541787|XP_001970931.1|DERE	CCAP1982_LOCUS5884|CAD6997251.1|CCAP
OG0001925	LOC6544046|XP_001971970.1|DERE	CCAP1982_LOCUS13224|CAD7004835.1|CCAP
OG0001928	LOC6543578|XP_015013915.1|DERE	CCAP1982_LOCUS12931|CAD7004534.1|CCAP
OG0001929	LOC6546340|XP_026833368.1|DERE	CCAP1982_LOCUS12927|CAD7004530.1|CCAP
OG0001930	LOC6547013|XP_001974700.2|DERE	CCAP1982_LOCUS22561|CAD7014562.1|CCAP, CCAP1982_LOCUS22560|CAD7014561.1|CCAP
OG0001931	LOC6544037|XP_026832822.1|DERE	CCAP1982_LOCUS14738|CAD7006418.1|CCAP
OG0001932	LOC6544036|XP_026832819.1|DERE	CCAP1982_LOCUS14734|CAD7006414.1|CCAP
OG0001933	LOC6548089|XP_001975205.1|DERE, LOC6546706|XP_001974522.1|DERE	CCAP1982_LOCUS20458|CAD7012364.1|CCAP
OG0001934	LOC6546186|XP_001972279.1|DERE	CCAP1982_LOCUS11449|CAD7002986.1|CCAP
OG0001935	LOC6544839|XP_001973199.1|DERE	CCAP1982_LOCUS14888|CAD7006574.1|CCAP
OG0001937	LOC6548933|XP_026835890.1|DERE	CCAP1982_LOCUS21341|CAD7013270.1|CCAP
OG0001938	LOC6547277|XP_001976100.1|DERE	CCAP1982_LOCUS21455|CAD7013390.1|CCAP
OG0001940	LOC113563694|XP_026834332.1|DERE	CCAP1982_LOCUS21654|CAD7013600.1|CCAP
OG0001940	LOC6542951|XP_015014603.1|DERE	CCAP1982_LOCUS21655|CAD7013601.1|CCAP
OG0001941	LOC6545425|XP_026833440.1|DERE	CCAP1982_LOCUS11356|CAD7002887.1|CCAP
OG0001942	LOC6542426|XP_001970714.3|DERE	CCAP1982_LOCUS21879|CAD7013860.1|CCAP
OG0001943	LOC6544739|XP_001973201.1|DERE	CCAP1982_LOCUS14883|CAD7006569.1|CCAP
OG0001944	LOC6544643|XP_026833781.1|DERE	CCAP1982_LOCUS11128|CAD7002645.1|CCAP
OG0001945	LOC6540979|XP_026835476.1|DERE	CCAP1982_LOCUS22711|CAD7014732.1|CCAP
OG0001946	LOC6541267|XP_001970611.1|DERE	CCAP1982_LOCUS21691|CAD7013647.1|CCAP
OG0001947	LOC6546661|XP_026835875.1|DERE	CCAP1982_LOCUS21692|CAD7013648.1|CCAP
OG0001948	LOC6550118|XP_001977655.1|DERE	CCAP1982_LOCUS13820|CAD7005460.1|CCAP
OG0001949	LOC6546274|XP_026832991.1|DERE	CCAP1982_LOCUS13083|CAD7004689.1|CCAP
OG0001950	LOC6552808|XP_026839869.1|DERE	CCAP1982_LOCUS4560|CAD6995859.1|CCAP
OG0001951	LOC6547363|XP_001976285.3|DERE	CCAP1982_LOCUS23274|CAD7015329.1|CCAP
OG0001952	LOC6542670|XP_001970865.2|DERE	CCAP1982_LOCUS23010|CAD7015053.1|CCAP
OG0001953	LOC6548022|XP_026836709.1|DERE	CCAP1982_LOCUS22980|CAD7015023.1|CCAP, CCAP1982_LOCUS22978|CAD7015021.1|CCAP
OG0001954	LOC6542182|XP_026835604.1|DERE	CCAP1982_LOCUS23202|CAD7015253.1|CCAP
OG0001955	LOC6547456|XP_001976205.1|DERE	CCAP1982_LOCUS22670|CAD7014686.1|CCAP
OG0001957	LOC6547858|XP_026836524.1|DERE	CCAP1982_LOCUS22307|CAD7014307.1|CCAP
OG0001958	LOC6546931|XP_026836294.1|DERE	CCAP1982_LOCUS23338|CAD7015394.1|CCAP, CCAP1982_LOCUS23339|CAD7015395.1|CCAP
OG0001959	LOC6544550|XP_001973472.1|DERE	CCAP1982_LOCUS14238|CAD7005898.1|CCAP
OG0001960	LOC6545669|XP_001971144.1|DERE	CCAP1982_LOCUS12222|CAD7003786.1|CCAP
OG0001961	LOC6548577|XP_015012699.1|DERE	CCAP1982_LOCUS22414|CAD7014418.1|CCAP, CCAP1982_LOCUS22415|CAD7014419.1|CCAP
OG0001962	LOC6542604|XP_026835478.1|DERE	CCAP1982_LOCUS22716|CAD7014738.1|CCAP, CCAP1982_LOCUS22717|CAD7014739.1|CCAP
OG0001963	LOC6543632|XP_001973012.1|DERE	CCAP1982_LOCUS12183|CAD7003747.1|CCAP
OG0001964	LOC6544577|XP_001971456.1|DERE	CCAP1982_LOCUS12354|CAD7003931.1|CCAP
OG0001965	LOC6545432|XP_001972121.2|DERE	CCAP1982_LOCUS12704|CAD7004284.1|CCAP
OG0001966	LOC6552242|XP_001979754.1|DERE	CCAP1982_LOCUS3040|CAD6994279.1|CCAP
OG0001967	LOC6547670|XP_026836670.1|DERE	CCAP1982_LOCUS22780|CAD7014812.1|CCAP
OG0001968	LOC6543549|XP_001972302.1|DERE	CCAP1982_LOCUS14972|CAD7006670.1|CCAP
OG0001969	LOC6543021|XP_001970613.1|DERE	CCAP1982_LOCUS21687|CAD7013643.1|CCAP
OG0001970	LOC6547340|XP_001976293.1|DERE	CCAP1982_LOCUS23267|CAD7015322.1|CCAP
OG0001971	LOC6547261|XP_001974868.2|DERE	CCAP1982_LOCUS8403|CAD6999893.1|CCAP
OG0001972	LOC6541127|XP_001970841.1|DERE	CCAP1982_LOCUS23021|CAD7015065.1|CCAP
OG0001973	LOC6547796|XP_015012645.1|DERE	CCAP1982_LOCUS22029|CAD7014023.1|CCAP
OG0001974	LOC6540756|XP_001970327.1|DERE	CCAP1982_LOCUS23362|CAD7015420.1|CCAP, CCAP1982_LOCUS23363|CAD7015421.1|CCAP
OG0001975	LOC6546526|XP_001971261.1|DERE	CCAP1982_LOCUS11501|CAD7003038.1|CCAP
OG0001976	LOC6546898|XP_001975977.1|DERE	CCAP1982_LOCUS22353|CAD7014356.1|CCAP
OG0001977	LOC6542181|XP_026835450.1|DERE	CCAP1982_LOCUS10531|CAD7002043.1|CCAP, CCAP1982_LOCUS5765|CAD6997116.1|CCAP, CCAP1982_LOCUS10528|CAD7002040.1|CCAP
OG0001978	LOC6549192|XP_001974411.1|DERE	CCAP1982_LOCUS7617|CAD6999071.1|CCAP
OG0001979	LOC6541858|XP_001970202.1|DERE	CCAP1982_LOCUS8860|CAD7000384.1|CCAP
OG0001980	LOC6542153|XP_001968113.1|DERE	CCAP1982_LOCUS6688|CAD6998074.1|CCAP, CCAP1982_LOCUS6687|CAD6998073.1|CCAP
OG0001981	LOC6540697|XP_026835125.1|DERE, LOC113563686|XP_026835614.1|DERE	CCAP1982_LOCUS7875|CAD6999348.1|CCAP
OG0001982	LOC26526885|XP_015012874.1|DERE	CCAP1982_LOCUS5569|CAD6996896.1|CCAP
OG0001983	LOC26526860|XP_026832205.1|DERE	CCAP1982_LOCUS3020|CAD6994259.1|CCAP
OG0001984	LOC6543524|XP_026834820.1|DERE	CCAP1982_LOCUS9240|CAD7000765.1|CCAP
OG0001985	LOC6540854|XP_026834438.1|DERE	CCAP1982_LOCUS5651|CAD6996989.1|CCAP
OG0001986	LOC6541601|XP_001970064.1|DERE	CCAP1982_LOCUS6409|CAD6997784.1|CCAP
OG0001988	LOC6548147|XP_026837112.1|DERE	CCAP1982_LOCUS22258|CAD7014255.1|CCAP
OG0001989	LOC6543488|XP_001968209.3|DERE	CCAP1982_LOCUS6085|CAD6997439.1|CCAP, CCAP1982_LOCUS20246|CAD7012149.1|CCAP
OG0001990	LOC6542403|XP_026834918.1|DERE	CCAP1982_LOCUS6088|CAD6997442.1|CCAP
OG0001991	LOC26526371|XP_015012792.2|DERE	CCAP1982_LOCUS5893|CAD6997260.1|CCAP, CCAP1982_LOCUS5892|CAD6997259.1|CCAP
OG0001992	LOC6541163|XP_001969755.2|DERE	CCAP1982_LOCUS7304|CAD6998750.1|CCAP
OG0001993	LOC6540948|XP_001970021.1|DERE	CCAP1982_LOCUS6510|CAD6997891.1|CCAP
OG0001994	LOC6553688|XP_026838400.1|DERE	CCAP1982_LOCUS4040|CAD6995322.1|CCAP
OG0001995	LOC6549285|XP_001974247.1|DERE	CCAP1982_LOCUS7864|CAD6999337.1|CCAP
OG0001996	LOC113563690|XP_026835612.1|DERE, LOC6540587|XP_026834961.1|DERE	CCAP1982_LOCUS6834|CAD6998223.1|CCAP
OG0001997	LOC6548446|XP_001976664.1|DERE	CCAP1982_LOCUS22833|CAD7014869.1|CCAP
OG0001998	LOC6548448|XP_001976666.2|DERE	CCAP1982_LOCUS22838|CAD7014874.1|CCAP
OG0001999	LOC6541288|XP_026834066.1|DERE	CCAP1982_LOCUS23209|CAD7015261.1|CCAP, CCAP1982_LOCUS23214|CAD7015266.1|CCAP
OG0002000	LOC6543460|XP_001970281.1|DERE	CCAP1982_LOCUS8817|CAD7000334.1|CCAP
OG0002001	LOC6549431|XP_001974402.3|DERE	CCAP1982_LOCUS8682|CAD7000189.1|CCAP
OG0002003	LOC6542328|XP_026835174.1|DERE	CCAP1982_LOCUS9016|CAD7000540.1|CCAP
OG0002004	LOC6549251|XP_015012082.1|DERE	CCAP1982_LOCUS7661|CAD6999117.1|CCAP
OG0002005	LOC6543308|XP_015015081.1|DERE	CCAP1982_LOCUS9022|CAD7000546.1|CCAP
OG0002006	LOC6541088|XP_026834720.1|DERE	CCAP1982_LOCUS8852|CAD7000372.1|CCAP
OG0002007	LOC6543494|XP_015014537.1|DERE	CCAP1982_LOCUS5813|CAD6997170.1|CCAP
OG0002008	LOC6555836|XP_015008684.1|DERE	CCAP1982_LOCUS10577|CAD7002089.1|CCAP, CCAP1982_LOCUS10575|CAD7002087.1|CCAP, CCAP1982_LOCUS10578|CAD7002090.1|CCAP
OG0002009	LOC6547402|XP_001976310.1|DERE	CCAP1982_LOCUS7153|CAD6998573.1|CCAP
OG0002010	LOC6542324|XP_001969250.1|DERE	CCAP1982_LOCUS9018|CAD7000542.1|CCAP
OG0002011	LOC6548911|XP_001974178.1|DERE	CCAP1982_LOCUS5797|CAD6997153.1|CCAP
OG0002012	LOC6540647|XP_001968782.3|DERE	CCAP1982_LOCUS8101|CAD6999576.1|CCAP
OG0002013	LOC6549374|XP_026836663.1|DERE	CCAP1982_LOCUS5842|CAD6997203.1|CCAP
OG0002014	LOC6547746|XP_001975000.1|DERE	CCAP1982_LOCUS20407|CAD7012313.1|CCAP
OG0002015	LOC6541683|XP_001970192.1|DERE	CCAP1982_LOCUS8287|CAD6999764.1|CCAP
OG0002016	LOC6540765|XP_001970387.1|DERE	CCAP1982_LOCUS22546|CAD7014545.1|CCAP
OG0002017	LOC6542987|XP_001969913.1|DERE	CCAP1982_LOCUS7916|CAD6999390.1|CCAP, CCAP1982_LOCUS7914|CAD6999388.1|CCAP
OG0002018	LOC6540936|XP_001970022.1|DERE	CCAP1982_LOCUS5457|CAD6996782.1|CCAP
OG0002019	LOC6543049|XP_026834642.1|DERE	CCAP1982_LOCUS7335|CAD6998781.1|CCAP
OG0002020	LOC6549649|XP_001974254.1|DERE	CCAP1982_LOCUS5558|CAD6996885.1|CCAP
OG0002021	LOC113564316|XP_026836669.1|DERE, LOC6547669|XP_001975024.2|DERE	CCAP1982_LOCUS22781|CAD7014814.1|CCAP, CCAP1982_LOCUS22783|CAD7014816.1|CCAP
OG0002022	LOC6548951|XP_001974074.3|DERE	CCAP1982_LOCUS7961|CAD6999437.1|CCAP
OG0002023	LOC6553738|XP_001980324.1|DERE	CCAP1982_LOCUS2755|CAD6993970.1|CCAP
OG0002024	LOC6541718|XP_001969443.1|DERE	CCAP1982_LOCUS5710|CAD6997056.1|CCAP
OG0002025	LOC6542572|XP_001969837.1|DERE	CCAP1982_LOCUS8538|CAD7000034.1|CCAP
OG0002026	LOC6544287|XP_001973715.1|DERE	CCAP1982_LOCUS11688|CAD7003227.1|CCAP, CCAP1982_LOCUS11689|CAD7003228.1|CCAP
OG0002027	LOC6546696|XP_026836760.1|DERE	CCAP1982_LOCUS20430|CAD7012336.1|CCAP, CCAP1982_LOCUS20431|CAD7012337.1|CCAP
OG0002028	LOC6548011|XP_026836904.1|DERE	CCAP1982_LOCUS20133|CAD7012029.1|CCAP
OG0002029	LOC6544672|XP_001972009.1|DERE	CCAP1982_LOCUS12945|CAD7004548.1|CCAP
OG0002030	LOC6548563|XP_001976635.1|DERE	CCAP1982_LOCUS21186|CAD7013113.1|CCAP
OG0002031	LOC6549423|XP_015012399.1|DERE	CCAP1982_LOCUS19460|CAD7011357.1|CCAP
OG0002032	LOC6553543|XP_001979326.1|DERE	CCAP1982_LOCUS23288|CAD7015343.1|CCAP, CCAP1982_LOCUS508|CAD6991591.1|CCAP
OG0002035	LOC6552516|XP_001980941.2|DERE	CCAP1982_LOCUS4823|CAD6996129.1|CCAP
OG0002036	LOC6552210|XP_001980729.3|DERE	CCAP1982_LOCUS4283|CAD6995573.1|CCAP, CCAP1982_LOCUS4277|CAD6995566.1|CCAP, CCAP1982_LOCUS4286|CAD6995576.1|CCAP
OG0002038	LOC6554000|XP_001979459.1|DERE	CCAP1982_LOCUS630|CAD6991717.1|CCAP
OG0002039	LOC6544442|XP_001973812.1|DERE	CCAP1982_LOCUS5672|CAD6997011.1|CCAP
OG0002040	LOC26526448|XP_026839378.1|DERE	CCAP1982_LOCUS4199|CAD6995484.1|CCAP
OG0002041	LOC6542984|XP_026834008.1|DERE	CCAP1982_LOCUS19975|CAD7011863.1|CCAP
OG0002042	LOC6552662|XP_001979170.2|DERE	CCAP1982_LOCUS4396|CAD6995689.1|CCAP, CCAP1982_LOCUS4389|CAD6995682.1|CCAP
OG0002043	LOC6552739|XP_001978983.1|DERE	CCAP1982_LOCUS561|CAD6991647.1|CCAP
OG0002044	LOC6554890|XP_015009342.1|DERE	CCAP1982_LOCUS4877|CAD6996185.1|CCAP, CCAP1982_LOCUS4875|CAD6996183.1|CCAP
OG0002045	LOC6552758|XP_001980947.3|DERE	CCAP1982_LOCUS278|CAD6991349.1|CCAP
OG0002048	LOC6553982|XP_026834875.1|DERE	CCAP1982_LOCUS826|CAD6991936.1|CCAP
OG0002049	LOC6553856|XP_001980560.1|DERE	CCAP1982_LOCUS4976|CAD6996293.1|CCAP
OG0002050	LOC6553106|XP_026832093.1|DERE	CCAP1982_LOCUS5116|CAD6996444.1|CCAP
OG0002051	LOC26526356|XP_015012787.1|DERE	CCAP1982_LOCUS22484|CAD7014482.1|CCAP
OG0002052	LOC6545320|XP_001973246.1|DERE	CCAP1982_LOCUS14831|CAD7006517.1|CCAP
OG0002053	LOC6552677|XP_001980916.3|DERE	CCAP1982_LOCUS268|CAD6991339.1|CCAP
OG0002054	LOC6552782|XP_001978968.1|DERE	CCAP1982_LOCUS2427|CAD6993617.1|CCAP
OG0002055	LOC6553786|XP_001980485.1|DERE	CCAP1982_LOCUS382|CAD6991457.1|CCAP
OG0002056	LOC6545308|XP_001972550.1|DERE	CCAP1982_LOCUS10781|CAD7002289.1|CCAP
OG0002057	LOC6542802|XP_001969966.1|DERE	CCAP1982_LOCUS7071|CAD6998476.1|CCAP
OG0002058	LOC6544828|XP_001970986.3|DERE	CCAP1982_LOCUS2599|CAD6993803.1|CCAP, CCAP1982_LOCUS12120|CAD7003683.1|CCAP
OG0002059	LOC6554729|XP_001981792.1|DERE	CCAP1982_LOCUS862|CAD6991975.1|CCAP
OG0002060	LOC6549079|XP_026836677.1|DERE	CCAP1982_LOCUS20652|CAD7012567.1|CCAP
OG0002061	LOC6548115|XP_026836395.1|DERE	CCAP1982_LOCUS21100|CAD7013011.1|CCAP
OG0002065	LOC6546286|XP_026832377.1|DERE	CCAP1982_LOCUS10902|CAD7002410.1|CCAP, CCAP1982_LOCUS10901|CAD7002409.1|CCAP
OG0002066	LOC6553151|XP_026831565.1|DERE	CCAP1982_LOCUS4585|CAD6995884.1|CCAP, CCAP1982_LOCUS4583|CAD6995882.1|CCAP
OG0002067	LOC6548010|XP_001976473.1|DERE	CCAP1982_LOCUS20152|CAD7012050.1|CCAP
OG0002068	LOC6546635|XP_001974707.1|DERE	CCAP1982_LOCUS21706|CAD7013663.1|CCAP
OG0002070	LOC6551927|XP_001980625.1|DERE	CCAP1982_LOCUS603|CAD6991690.1|CCAP
OG0002071	LOC6554142|XP_001981901.1|DERE	CCAP1982_LOCUS2429|CAD6993619.1|CCAP
OG0002072	LOC6548778|XP_001975433.1|DERE	CCAP1982_LOCUS22664|CAD7014680.1|CCAP
OG0002073	LOC6545900|XP_015013114.1|DERE	CCAP1982_LOCUS12294|CAD7003864.1|CCAP
OG0002074	LOC6549033|XP_001975542.1|DERE	CCAP1982_LOCUS19998|CAD7011886.1|CCAP
OG0002076	LOC6547356|XP_015012638.1|DERE	CCAP1982_LOCUS20493|CAD7012405.1|CCAP
OG0002077	LOC6545496|XP_015013609.1|DERE	CCAP1982_LOCUS20706|CAD7012622.1|CCAP, CCAP1982_LOCUS20719|CAD7012632.1|CCAP
OG0002078	LOC6549270|XP_001975712.2|DERE	CCAP1982_LOCUS11090|CAD7002606.1|CCAP, CCAP1982_LOCUS19774|CAD7011690.1|CCAP
OG0002079	LOC6545790|XP_001973440.1|DERE	CCAP1982_LOCUS13468|CAD7005106.1|CCAP, CCAP1982_LOCUS13467|CAD7005105.1|CCAP, CCAP1982_LOCUS13469|CAD7005107.1|CCAP
OG0002081	LOC6547775|XP_001976570.1|DERE	CCAP1982_LOCUS19470|CAD7011368.1|CCAP
OG0002082	LOC6548500|XP_026835633.1|DERE	CCAP1982_LOCUS20250|CAD7012153.1|CCAP
OG0002084	LOC6547763|XP_001976385.1|DERE	CCAP1982_LOCUS20885|CAD7012782.1|CCAP
OG0002085	LOC6548244|XP_026835765.1|DERE	CCAP1982_LOCUS20467|CAD7012373.1|CCAP
OG0002086	LOC6548200|XP_026837108.1|DERE	CCAP1982_LOCUS20236|CAD7012138.1|CCAP
OG0002087	LOC26526062|XP_026833953.1|DERE	CCAP1982_LOCUS318|CAD6991391.1|CCAP, CCAP1982_LOCUS324|CAD6991397.1|CCAP, CCAP1982_LOCUS14474|CAD7006146.1|CCAP, CCAP1982_LOCUS14470|CAD7006142.1|CCAP
OG0002088	LOC6546054|XP_015014114.2|DERE	CCAP1982_LOCUS13994|CAD7005636.1|CCAP, CCAP1982_LOCUS13982|CAD7005624.1|CCAP, CCAP1982_LOCUS13981|CAD7005623.1|CCAP, CCAP1982_LOCUS13995|CAD7005637.1|CCAP
OG0002089	LOC6542321|XP_001970421.1|DERE	CCAP1982_LOCUS19383|CAD7011275.1|CCAP
OG0002090	LOC6545372|XP_001972621.1|DERE	CCAP1982_LOCUS14391|CAD7006056.1|CCAP
OG0002091	LOC6548291|XP_001976576.2|DERE	CCAP1982_LOCUS19481|CAD7011380.1|CCAP
OG0002092	LOC6545401|XP_001973264.1|DERE	CCAP1982_LOCUS14442|CAD7006110.1|CCAP
OG0002093	LOC6548174|XP_001975157.2|DERE	CCAP1982_LOCUS19982|CAD7011870.1|CCAP, CCAP1982_LOCUS19983|CAD7011871.1|CCAP, CCAP1982_LOCUS19984|CAD7011872.1|CCAP
OG0002094	LOC6548207|XP_001976486.1|DERE	CCAP1982_LOCUS20508|CAD7012424.1|CCAP
OG0002096	LOC6549535|XP_026837081.1|DERE	CCAP1982_LOCUS20399|CAD7012303.1|CCAP
