Orthogroup	DERE.longest_only	BCOP.longest_only
OG0002254	LOC6554486|XP_001981931.1|DERE	LOC119079368|XP_037043133.1|BCOP
OG0002255	LOC6550392|XP_001977774.1|DERE	LOC119084172|XP_037049926.1|BCOP
OG0002256	LOC6547554|XP_026836187.1|DERE	LOC119081221|XP_037045840.1|BCOP, LOC119074128|XP_037036006.1|BCOP
OG0002257	LOC6547278|XP_026837132.1|DERE	LOC119070242|XP_037030411.1|BCOP, LOC119075133|XP_037037414.1|BCOP
OG0002258	LOC6544800|XP_001971519.1|DERE	LOC119079286|XP_037042971.1|BCOP, LOC119079287|XP_037042972.1|BCOP
OG0002259	LOC6550691|XP_026837358.1|DERE	LOC119078492|XP_037041943.1|BCOP
OG0002260	LOC6545489|XP_026832831.1|DERE	LOC119079351|XP_037043075.1|BCOP
OG0002261	LOC6545523|XP_001973364.1|DERE	LOC119080525|XP_037044831.1|BCOP
OG0002262	LOC6542982|XP_026835098.1|DERE	LOC119070724|XP_037031072.1|BCOP
OG0002263	LOC6544894|XP_001973182.1|DERE	LOC119077861|XP_037041090.1|BCOP
OG0002264	LOC6548639|XP_001976627.1|DERE	LOC119081148|XP_037045791.1|BCOP
OG0002265	LOC6543584|XP_026832678.1|DERE	LOC119076153|XP_037038732.1|BCOP
OG0002266	LOC6545781|XP_001973417.2|DERE	LOC119073649|XP_037035142.1|BCOP
OG0002267	LOC6545154|XP_026833194.1|DERE	LOC119083362|XP_037048971.1|BCOP, LOC119075050|XP_037037340.1|BCOP
OG0002268	LOC6543620|XP_001973606.1|DERE	LOC119080619|XP_037044918.1|BCOP, LOC119066077|XP_037024241.1|BCOP
OG0002269	LOC6549006|XP_001975470.1|DERE	LOC119081728|XP_037046784.1|BCOP
OG0002270	LOC6548773|XP_026836209.1|DERE	LOC119074506|XP_037036558.1|BCOP
OG0002271	LOC6544975|XP_026833188.1|DERE	LOC119080669|XP_037044995.1|BCOP
OG0002272	LOC6545965|XP_001971179.1|DERE	LOC119075051|XP_037037341.1|BCOP, LOC119083363|XP_037048973.1|BCOP
OG0002273	LOC6543796|XP_026832294.1|DERE	LOC119069867|XP_037029932.1|BCOP, LOC119079355|XP_037043083.1|BCOP
OG0002274	LOC6543690|XP_026833912.1|DERE	LOC119073513|XP_037034927.1|BCOP
OG0002275	LOC6543668|XP_001972966.1|DERE	LOC119084843|XP_037050844.1|BCOP
OG0002276	LOC6545670|XP_015013553.1|DERE	LOC119079718|XP_037043674.1|BCOP
OG0002277	LOC6545915|XP_001971139.1|DERE	LOC119073271|XP_037034548.1|BCOP
OG0002279	LOC6545586|XP_026832628.1|DERE	LOC119076586|XP_037039320.1|BCOP
OG0002280	LOC6544150|XP_015013065.1|DERE	LOC119070015|XP_037030188.1|BCOP, LOC119070968|XP_037031440.1|BCOP, LOC119080389|XP_037044595.1|BCOP, LOC119069110|XP_037028897.1|BCOP
OG0002281	LOC6544014|XP_001973014.1|DERE	LOC119077996|XP_037041271.1|BCOP
OG0002282	LOC26526608|XP_015014312.1|DERE	LOC119085901|XP_037052340.1|BCOP, LOC119077824|XP_037041030.1|BCOP, LOC119073806|XP_037035464.1|BCOP
OG0002284	LOC6543327|XP_001970523.1|DERE	LOC119081350|XP_037046090.1|BCOP
OG0002285	LOC6551713|XP_001978520.1|DERE	LOC119072366|XP_037033455.1|BCOP, LOC119077792|XP_037040999.1|BCOP
OG0002286	LOC6547319|XP_001976343.2|DERE	LOC119079844|XP_037043804.1|BCOP
OG0002287	LOC6548772|XP_026836429.1|DERE	LOC119074511|XP_037036568.1|BCOP
OG0002288	LOC6544976|XP_026832209.1|DERE	LOC119080406|XP_037044632.1|BCOP
OG0002289	LOC6545868|XP_001971637.1|DERE	LOC119073547|XP_037034995.1|BCOP, LOC119073548|XP_037034996.1|BCOP
OG0002290	LOC6541736|XP_026834749.1|DERE	LOC119076753|XP_037039597.1|BCOP, LOC119069972|XP_037030110.1|BCOP
OG0002291	LOC6541574|XP_026834469.1|DERE	LOC119079329|XP_037043021.1|BCOP
OG0002292	LOC6542124|XP_026834964.1|DERE	LOC119079063|XP_037042770.1|BCOP
OG0002293	LOC6543328|XP_001970842.3|DERE	LOC119073985|XP_037035791.1|BCOP
OG0002294	LOC6552903|XP_001980986.1|DERE	LOC119079625|XP_037043517.1|BCOP, LOC119079626|XP_037043519.1|BCOP
OG0002295	LOC6541416|XP_026835233.1|DERE	LOC119066270|XP_037024521.1|BCOP
OG0002296	LOC6541399|XP_026834512.1|DERE	LOC119072829|XP_037034024.1|BCOP
OG0002297	LOC6553111|XP_001980017.3|DERE	LOC119080976|XP_037045515.1|BCOP
OG0002298	LOC6548111|XP_026836377.1|DERE	LOC119073204|XP_037034409.1|BCOP, LOC119081199|XP_037045810.1|BCOP
OG0002299	LOC6547281|XP_001976148.1|DERE	LOC119081201|XP_037045816.1|BCOP, LOC119073225|XP_037034432.1|BCOP
OG0002300	LOC6543215|XP_001968829.2|DERE	LOC119071456|XP_037032203.1|BCOP
OG0002301	LOC6548792|XP_015012013.1|DERE	LOC119082756|XP_037048233.1|BCOP
OG0002302	LOC6548876|XP_001973972.2|DERE	LOC119070830|XP_037031227.1|BCOP
OG0002303	LOC6555543|XP_001982412.1|DERE	LOC119077038|XP_037040057.1|BCOP
OG0002304	LOC6541973|XP_026834909.1|DERE	LOC119081963|XP_037047162.1|BCOP
OG0002305	LOC6545929|XP_001973481.1|DERE	LOC119085146|XP_037051319.1|BCOP
OG0002306	LOC6542204|XP_001969203.1|DERE	LOC119070890|XP_037031307.1|BCOP
OG0002307	LOC6542304|XP_026835130.1|DERE	LOC119066739|XP_037025256.1|BCOP
OG0002308	LOC6541344|XP_001969318.1|DERE	LOC119072832|XP_037034035.1|BCOP
OG0002309	LOC6540623|XP_026835562.1|DERE, LOC113564224|XP_026835610.1|DERE	LOC119069832|XP_037029895.1|BCOP
OG0002310	LOC6548796|XP_026836918.1|DERE	LOC119085817|XP_037052203.1|BCOP
OG0002311	LOC6548941|XP_026836853.1|DERE	LOC119082307|XP_037047697.1|BCOP
OG0002312	LOC6542302|XP_026835107.1|DERE	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP
OG0002313	LOC6549396|XP_001975614.2|DERE	LOC119085561|XP_037051885.1|BCOP
OG0002314	LOC6542649|XP_001970443.1|DERE	LOC119073895|XP_037035679.1|BCOP
OG0002315	LOC6546928|XP_001975999.1|DERE	LOC119066318|XP_037024602.1|BCOP
OG0002316	LOC6542702|XP_001969880.1|DERE	LOC119072614|XP_037033763.1|BCOP
OG0002317	LOC6545950|XP_001972797.2|DERE	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP
OG0002318	LOC6549229|XP_001974354.1|DERE	LOC119082095|XP_037047357.1|BCOP
OG0002319	LOC6542647|XP_001969664.1|DERE	LOC119072731|XP_037033902.1|BCOP
OG0002320	LOC6547659|XP_001974986.1|DERE	LOC119079431|XP_037043237.1|BCOP
OG0002321	LOC6546881|XP_001975964.2|DERE	LOC119066374|XP_037024694.1|BCOP
OG0002322	LOC6548898|XP_001974037.1|DERE	LOC119082065|XP_037047298.1|BCOP
OG0002323	LOC6548788|XP_026836422.1|DERE	LOC119084003|XP_037049710.1|BCOP
OG0002324	LOC6545526|XP_015012977.1|DERE	LOC119073596|XP_037035065.1|BCOP
OG0002325	LOC6544007|XP_026833175.1|DERE	LOC119066721|XP_037025230.1|BCOP, LOC119073537|XP_037034975.1|BCOP, LOC119073517|XP_037034939.1|BCOP
OG0002326	LOC6544008|XP_026832990.1|DERE	LOC119076472|XP_037039144.1|BCOP, LOC119072872|XP_037034074.1|BCOP, LOC119073530|XP_037034964.1|BCOP
OG0002327	LOC26527069|XP_015010551.1|DERE	LOC119073735|XP_037035282.1|BCOP
OG0002328	LOC6548944|XP_015011971.1|DERE	LOC119082380|XP_037047798.1|BCOP
OG0002329	LOC6543188|XP_001968250.1|DERE	LOC119070923|XP_037031360.1|BCOP
OG0002330	LOC6542510|XP_001968252.1|DERE	LOC119077117|XP_037040181.1|BCOP
OG0002331	LOC6550266|XP_001977717.1|DERE	LOC119076302|XP_037038862.1|BCOP
OG0002332	LOC6546366|XP_001971327.1|DERE	LOC119085089|XP_037051225.1|BCOP
OG0002333	LOC6548435|XP_026835749.1|DERE	LOC119079279|XP_037042960.1|BCOP, LOC119079284|XP_037042968.1|BCOP
OG0002334	LOC6542912|XP_001968848.1|DERE	LOC119084807|XP_037050773.1|BCOP, LOC119080246|XP_037044389.1|BCOP
OG0002335	LOC6540767|XP_001970392.2|DERE	LOC119084622|XP_037050583.1|BCOP
OG0002336	LOC6545356|XP_001973296.1|DERE	LOC119071160|XP_037031810.1|BCOP
OG0002337	LOC6543345|XP_001969185.2|DERE	LOC119081396|XP_037046177.1|BCOP
OG0002338	LOC6542795|XP_026834640.1|DERE, LOC6541902|XP_026834641.1|DERE	LOC119082046|XP_037047267.1|BCOP
OG0002339	LOC6543045|XP_001968527.2|DERE	LOC119076373|XP_037038978.1|BCOP
OG0002340	LOC6541527|XP_001969794.2|DERE	LOC119076367|XP_037038968.1|BCOP
OG0002341	LOC6542838|XP_001969107.1|DERE	LOC119068618|XP_037028179.1|BCOP, LOC119073643|XP_037035136.1|BCOP, LOC119072585|XP_037033733.1|BCOP
OG0002342	LOC6540634|XP_015015105.1|DERE	LOC119085397|XP_037051694.1|BCOP
OG0002343	LOC6540689|XP_001968754.3|DERE	LOC119077071|XP_037040108.1|BCOP
OG0002344	LOC6543275|XP_026838604.1|DERE	LOC119082390|XP_037047814.1|BCOP
OG0002345	LOC6541714|XP_001970552.1|DERE	LOC119074085|XP_037035935.1|BCOP
OG0002346	LOC6542081|XP_001970102.1|DERE	LOC119084611|XP_037050572.1|BCOP, LOC119072567|XP_037033702.1|BCOP
OG0002347	LOC6546893|XP_001975974.1|DERE	LOC119081380|XP_037046159.1|BCOP
OG0002348	LOC6543451|XP_001970277.1|DERE	LOC119066932|XP_037025540.1|BCOP
OG0002349	LOC26526305|XP_015015486.2|DERE	LOC119073881|XP_037035656.1|BCOP
OG0002350	LOC6542597|XP_001970553.1|DERE	LOC119081404|XP_037046193.1|BCOP
OG0002351	LOC6546813|XP_001975923.1|DERE	LOC119081501|XP_037046402.1|BCOP
OG0002352	LOC6546624|XP_001975840.1|DERE	LOC119081468|XP_037046352.1|BCOP
OG0002353	LOC6541615|XP_001970933.1|DERE	LOC119082403|XP_037047829.1|BCOP
OG0002354	LOC6542490|XP_001969251.1|DERE	LOC119085918|XP_037052367.1|BCOP
OG0002355	LOC6548606|XP_026838666.1|DERE	LOC119082262|XP_037047617.1|BCOP
OG0002356	LOC6547676|XP_001976224.1|DERE	LOC119083269|XP_037048850.1|BCOP
OG0002357	LOC6552858|XP_001979943.1|DERE	LOC119079343|XP_037043066.1|BCOP, LOC119080488|XP_037044780.1|BCOP
OG0002358	LOC6542713|XP_001969421.1|DERE	LOC119066242|XP_037024457.1|BCOP
OG0002359	LOC6550879|XP_001976819.2|DERE	LOC119077069|XP_037040106.1|BCOP
OG0002360	LOC6546916|XP_001974119.1|DERE	LOC119071573|XP_037032407.1|BCOP
OG0002361	LOC6545763|XP_001973407.1|DERE	LOC119077610|XP_037040726.1|BCOP
OG0002362	LOC6541819|XP_015014831.1|DERE	LOC119076930|XP_037039853.1|BCOP
OG0002363	LOC6542663|XP_001970133.1|DERE	LOC119076926|XP_037039846.1|BCOP
OG0002364	LOC6542564|XP_026834141.1|DERE	LOC119076922|XP_037039831.1|BCOP
OG0002365	LOC6543435|XP_001970137.1|DERE	LOC119075602|XP_037037966.1|BCOP
OG0002366	LOC6540799|XP_026834658.1|DERE, LOC113564229|XP_026835615.1|DERE	LOC119072718|XP_037033884.1|BCOP
OG0002367	LOC6541375|XP_001968359.1|DERE	LOC119068278|XP_037027704.1|BCOP, LOC119084601|XP_037050551.1|BCOP
OG0002368	LOC6543433|XP_001969505.1|DERE	LOC119077129|XP_037040198.1|BCOP
OG0002369	LOC6550454|XP_001977831.1|DERE	LOC119077133|XP_037040207.1|BCOP
OG0002370	LOC6540903|XP_001969550.2|DERE	LOC119075583|XP_037037946.1|BCOP
OG0002371	LOC6540913|XP_001969553.1|DERE	LOC119076257|XP_037038820.1|BCOP
OG0002372	LOC6541979|XP_001968648.2|DERE	LOC119078905|XP_037042529.1|BCOP
OG0002373	LOC6547231|XP_026835758.1|DERE	LOC119076965|XP_037039952.1|BCOP
OG0002374	LOC6554269|XP_015008964.1|DERE	LOC119069869|XP_037029935.1|BCOP
OG0002375	LOC6553434|XP_001979240.2|DERE	LOC119081144|XP_037045783.1|BCOP
OG0002376	LOC6542481|XP_026835490.1|DERE	LOC119081928|XP_037047078.1|BCOP
OG0002377	LOC6552404|XP_001978930.1|DERE	LOC119065987|XP_037024088.1|BCOP, LOC119077235|XP_037040319.1|BCOP
OG0002378	LOC6545022|XP_001972612.1|DERE	LOC119084173|XP_037049927.1|BCOP
OG0002379	LOC6547577|XP_001976216.1|DERE	LOC119078936|XP_037042577.1|BCOP
OG0002380	LOC6551334|XP_015011358.1|DERE	LOC119082244|XP_037047603.1|BCOP
OG0002381	LOC6549596|XP_001975664.1|DERE	LOC119066384|XP_037024711.1|BCOP
OG0002382	LOC6549685|XP_026837436.1|DERE	LOC119071174|XP_037031832.1|BCOP
OG0002383	LOC6545853|XP_026833559.1|DERE	LOC119071194|XP_037031870.1|BCOP
OG0002384	LOC6555622|XP_026837410.1|DERE	LOC119074536|XP_037036598.1|BCOP
OG0002386	LOC6553937|XP_026839885.1|DERE	LOC119084151|XP_037049893.1|BCOP
OG0002387	LOC6554612|XP_026836547.1|DERE	LOC119084427|XP_037050299.1|BCOP
OG0002388	LOC6553114|XP_015010174.1|DERE	LOC119066565|XP_037025007.1|BCOP, LOC119080347|XP_037044540.1|BCOP, LOC119078065|XP_037041397.1|BCOP
OG0002389	LOC6554240|XP_001982149.1|DERE	LOC119076759|XP_037039611.1|BCOP
OG0002390	LOC6542093|XP_001969934.1|DERE	LOC119073788|XP_037035407.1|BCOP
OG0002391	LOC6548139|XP_001975231.1|DERE	LOC119085224|XP_037051432.1|BCOP
OG0002392	LOC6544267|XP_015013840.1|DERE	LOC119072765|XP_037033958.1|BCOP, LOC119075003|XP_037037300.1|BCOP
OG0002393	LOC6544230|XP_001973046.2|DERE	LOC119074933|XP_037037218.1|BCOP
OG0002394	LOC6554671|XP_015009264.1|DERE	LOC119068580|XP_037028158.1|BCOP
OG0002395	LOC6551900|XP_001980615.1|DERE	LOC119078061|XP_037041390.1|BCOP
OG0002396	LOC6546768|XP_015011690.1|DERE	LOC119080349|XP_037044542.1|BCOP
OG0002397	LOC6541662|XP_001970817.2|DERE	LOC119076486|XP_037039166.1|BCOP
OG0002398	LOC6549892|XP_001977369.1|DERE	LOC119082077|XP_037047312.1|BCOP, LOC119073932|XP_037035696.1|BCOP, LOC119072043|XP_037033057.1|BCOP, LOC119072044|XP_037033063.1|BCOP
OG0002399	LOC6542773|XP_001970784.2|DERE	LOC119071691|XP_037032574.1|BCOP
OG0002400	LOC6548187|XP_001975209.2|DERE	LOC119071702|XP_037032585.1|BCOP
OG0002401	LOC6555874|XP_026838994.1|DERE	LOC119079502|XP_037043345.1|BCOP
OG0002402	LOC6553260|XP_015009841.1|DERE	LOC119076888|XP_037039787.1|BCOP
OG0002403	LOC6553261|XP_001980151.1|DERE	LOC119074386|XP_037036399.1|BCOP, LOC119076884|XP_037039783.1|BCOP
OG0002404	LOC6552015|XP_001978780.1|DERE	LOC119084374|XP_037050221.1|BCOP
OG0002405	LOC6552398|XP_001978924.1|DERE	LOC119071729|XP_037032653.1|BCOP
OG0002406	LOC6545268|XP_001973266.1|DERE	LOC119074007|XP_037035839.1|BCOP
OG0002407	LOC6554296|XP_026833636.1|DERE	LOC119084019|XP_037049728.1|BCOP
OG0002408	LOC6552206|XP_001978936.1|DERE	LOC119068865|XP_037028601.1|BCOP
OG0002410	LOC6554101|XP_026839706.1|DERE	LOC119074783|XP_037036952.1|BCOP
OG0002411	LOC6552462|XP_001980880.1|DERE	LOC119068782|XP_037028437.1|BCOP
OG0002412	LOC26526330|XP_015015490.1|DERE	LOC119068166|XP_037027543.1|BCOP
OG0002413	LOC6551529|XP_026837950.1|DERE	LOC119085333|XP_037051612.1|BCOP
OG0002414	LOC6545581|XP_001971115.1|DERE	LOC119083075|XP_037048592.1|BCOP
OG0002415	LOC6553795|XP_015010086.1|DERE	LOC119076085|XP_037038633.1|BCOP, LOC119076088|XP_037038636.1|BCOP
OG0002416	LOC6555817|XP_026839129.1|DERE	LOC119076143|XP_037038713.1|BCOP, LOC119078096|XP_037041460.1|BCOP
OG0002417	LOC6542741|XP_001968127.1|DERE	LOC119070846|XP_037031251.1|BCOP
OG0002418	LOC26527103|XP_026839306.1|DERE	LOC119066192|XP_037024404.1|BCOP
OG0002419	LOC6551006|XP_001976874.1|DERE	LOC119077851|XP_037041073.1|BCOP
OG0002420	LOC6546047|XP_026833759.1|DERE	LOC119079301|XP_037042983.1|BCOP, LOC119078134|XP_037041505.1|BCOP, LOC119082199|XP_037047528.1|BCOP
OG0002421	LOC6554833|XP_001981989.1|DERE	LOC119079652|XP_037043628.1|BCOP, LOC119076131|XP_037038698.1|BCOP, LOC119079578|XP_037043500.1|BCOP
OG0002422	LOC6553461|XP_001979258.1|DERE	LOC119078114|XP_037041461.1|BCOP, LOC119080523|XP_037044828.1|BCOP
OG0002423	LOC6543853|XP_026832673.1|DERE, LOC6543852|XP_001972353.2|DERE	LOC119074331|XP_037036310.1|BCOP
OG0002424	LOC6555878|XP_001982755.1|DERE	LOC119076864|XP_037039764.1|BCOP
OG0002425	LOC6550662|XP_001978070.1|DERE	LOC119067380|XP_037026195.1|BCOP
OG0002426	LOC6545122|XP_001971068.1|DERE	LOC119083250|XP_037048809.1|BCOP
OG0002427	LOC6555873|XP_001982750.1|DERE	LOC119078692|XP_037042251.1|BCOP
OG0002428	LOC6550421|XP_001977806.2|DERE	LOC119067826|XP_037026893.1|BCOP
OG0002429	LOC6546285|XP_015013471.1|DERE	LOC119082512|XP_037047919.1|BCOP
OG0002430	LOC6543222|XP_001970642.1|DERE	LOC119078236|XP_037041589.1|BCOP
OG0002431	LOC6547652|XP_001974810.1|DERE	LOC119071319|XP_037032097.1|BCOP
OG0002432	LOC6551281|XP_001976900.2|DERE	LOC119074344|XP_037036332.1|BCOP
OG0002433	LOC6553895|XP_001979568.1|DERE	LOC119077797|XP_037041003.1|BCOP
OG0002434	LOC6552125|XP_001980786.1|DERE	LOC119084220|XP_037050014.1|BCOP
OG0002436	LOC6549514|XP_001975696.1|DERE	LOC119071260|XP_037032010.1|BCOP
OG0002437	LOC6549509|XP_001975731.3|DERE	LOC119085315|XP_037051589.1|BCOP
OG0002438	LOC6555719|XP_015008744.1|DERE	LOC119071047|XP_037031544.1|BCOP
OG0002439	LOC6543519|XP_026834752.1|DERE	LOC119070966|XP_037031432.1|BCOP
OG0002440	LOC6546357|XP_001972889.1|DERE	LOC119085381|XP_037051662.1|BCOP, LOC119067279|XP_037026051.1|BCOP
OG0002441	LOC6541189|XP_026834348.1|DERE	LOC119071391|XP_037032162.1|BCOP
OG0002442	LOC6546742|XP_001974535.2|DERE	LOC119074198|XP_037036089.1|BCOP
OG0002443	LOC6547211|XP_015012542.1|DERE	LOC119072386|XP_037033484.1|BCOP, LOC119072392|XP_037033496.1|BCOP
OG0002444	LOC6548327|XP_026835849.1|DERE	LOC119084080|XP_037049810.1|BCOP
OG0002445	LOC6549156|XP_001975716.1|DERE	LOC119069836|XP_037029898.1|BCOP
OG0002447	LOC6545381|XP_001972588.2|DERE	LOC119071927|XP_037032945.1|BCOP
OG0002448	LOC6548185|XP_001975094.1|DERE	LOC119066229|XP_037024448.1|BCOP
OG0002449	LOC6548340|XP_001975296.1|DERE	LOC119071329|XP_037032108.1|BCOP
OG0002450	LOC6551972|XP_001980657.1|DERE	LOC119084537|XP_037050445.1|BCOP, LOC119084500|XP_037050417.1|BCOP
OG0002451	LOC6542376|XP_001970402.1|DERE	LOC119084029|XP_037049746.1|BCOP, LOC119077965|XP_037041240.1|BCOP
OG0002452	LOC6548473|XP_001975192.1|DERE	LOC119066537|XP_037024957.1|BCOP
OG0002453	LOC6548472|XP_001975191.1|DERE	LOC119072839|XP_037034047.1|BCOP
OG0002454	LOC6545226|XP_015013606.1|DERE	LOC119066170|XP_037024361.1|BCOP
OG0002455	LOC6545200|XP_001971061.1|DERE	LOC119072032|XP_037033048.1|BCOP
OG0002456	LOC6547326|XP_026835943.1|DERE, LOC113564333|XP_026836793.1|DERE	LOC119072082|XP_037033133.1|BCOP
OG0002457	LOC6541573|XP_015014725.1|DERE	LOC119085354|XP_037051625.1|BCOP
OG0002458	LOC6541727|XP_001969985.1|DERE	LOC119066843|XP_037025406.1|BCOP
OG0002459	LOC6549546|XP_001975752.1|DERE	LOC119077043|XP_037040065.1|BCOP
OG0002460	LOC6547778|XP_001976573.1|DERE	LOC119066116|XP_037024292.1|BCOP
OG0002461	LOC6548231|XP_001975263.1|DERE	LOC119082739|XP_037048214.1|BCOP
OG0002462	LOC6547098|XP_015012166.1|DERE	LOC119071060|XP_037031574.1|BCOP
OG0002463	LOC6548399|XP_001976531.2|DERE	LOC119078240|XP_037041597.1|BCOP
OG0002464	LOC6546739|XP_001974532.1|DERE	LOC119071679|XP_037032555.1|BCOP
OG0002465	LOC6541971|XP_001970787.1|DERE	LOC119082101|XP_037047366.1|BCOP
OG0002466	LOC6555860|XP_026839368.1|DERE, LOC113563688|XP_026839119.1|DERE	LOC119085098|XP_037051237.1|BCOP, LOC119083407|XP_037049021.1|BCOP
OG0002467	LOC6544505|XP_001971993.1|DERE	LOC119073227|XP_037034433.1|BCOP, LOC119081200|XP_037045812.1|BCOP
OG0002468	LOC6545285|XP_001972628.3|DERE	LOC119083241|XP_037048794.1|BCOP, LOC119083240|XP_037048791.1|BCOP, LOC119083221|XP_037048782.1|BCOP
OG0002469	LOC6552069|XP_026836099.1|DERE	LOC119067785|XP_037026821.1|BCOP
OG0002470	LOC6542926|XP_001970395.1|DERE	LOC119083279|XP_037048862.1|BCOP
OG0002471	LOC6541425|XP_015015027.1|DERE	LOC119086078|XP_037052549.1|BCOP
OG0002472	LOC6546849|XP_001975951.1|DERE	LOC119071492|XP_037032238.1|BCOP
OG0002473	LOC6546959|XP_001976028.1|DERE	LOC119072615|XP_037033765.1|BCOP
OG0002474	LOC6544111|XP_015014038.1|DERE	LOC119071844|XP_037032794.1|BCOP
OG0002475	LOC6555466|XP_001981224.1|DERE	LOC119071960|XP_037032986.1|BCOP
OG0002476	LOC6546680|XP_001974507.1|DERE	LOC119085339|XP_037051617.1|BCOP
OG0002477	LOC6547266|XP_001974872.1|DERE	LOC119072433|XP_037033542.1|BCOP
OG0002478	LOC6547200|XP_001974786.3|DERE	LOC119078989|XP_037042640.1|BCOP
OG0002479	LOC6549369|XP_001975679.1|DERE	LOC119066902|XP_037025487.1|BCOP
OG0002480	LOC6541861|XP_026838602.1|DERE	LOC119071163|XP_037031815.1|BCOP
OG0002481	LOC6555710|XP_001982554.1|DERE	LOC119067505|XP_037026410.1|BCOP, LOC119078450|XP_037041875.1|BCOP
OG0002482	LOC6549602|XP_001975735.3|DERE	LOC119071591|XP_037032433.1|BCOP, LOC119068653|XP_037028226.1|BCOP
OG0002483	LOC6548206|XP_001976485.1|DERE	LOC119076934|XP_037039866.1|BCOP
OG0002484	LOC6546705|XP_001974521.1|DERE	LOC119075973|XP_037038455.1|BCOP, LOC119067411|XP_037026253.1|BCOP
OG0002485	LOC6541017|XP_026835341.1|DERE	LOC119070974|XP_037031447.1|BCOP
OG0002486	LOC6545797|XP_001973425.1|DERE	LOC119085992|XP_037052458.1|BCOP
OG0002487	LOC6548515|XP_026838654.1|DERE	LOC119072776|XP_037033960.1|BCOP
OG0002488	LOC6548107|XP_001975148.1|DERE	LOC119080997|XP_037045556.1|BCOP
OG0002489	LOC6545256|XP_015012998.1|DERE	LOC119076718|XP_037039536.1|BCOP
OG0002490	LOC6547269|XP_001974874.1|DERE	LOC119071118|XP_037031662.1|BCOP, LOC119080097|XP_037044221.1|BCOP
OG0002491	LOC6543926|XP_001973661.1|DERE	LOC119071526|XP_037032302.1|BCOP
OG0002492	LOC6546999|XP_001974622.1|DERE	LOC119071175|XP_037031838.1|BCOP
OG0002493	LOC6542561|XP_001970411.3|DERE	LOC119071162|XP_037031814.1|BCOP
OG0002494	LOC6551987|XP_001980795.2|DERE	LOC119084257|XP_037050057.1|BCOP
OG0002495	LOC6548993|XP_001975544.1|DERE	LOC119083517|XP_037049129.1|BCOP
OG0002497	LOC6544748|XP_001973210.3|DERE	LOC119073156|XP_037034353.1|BCOP, LOC119080635|XP_037044944.1|BCOP, LOC119085952|XP_037052398.1|BCOP, LOC119066403|XP_037024759.1|BCOP, LOC119082531|XP_037047938.1|BCOP, LOC119080978|XP_037045518.1|BCOP
OG0002499	LOC6545069|XP_026833737.1|DERE	LOC119075573|XP_037037935.1|BCOP
OG0002500	LOC6550388|XP_001977770.1|DERE, LOC6554179|XP_001981489.1|DERE	LOC119083584|XP_037049227.1|BCOP
OG0002508	LOC6550236|XP_001977687.1|DERE	LOC119069496|XP_037029462.1|BCOP
OG0002509	LOC6542249|XP_001970593.1|DERE	LOC119067530|XP_037026479.1|BCOP
OG0002510	LOC6549965|XP_001978738.1|DERE	LOC119083413|XP_037049026.1|BCOP, LOC119067720|XP_037026732.1|BCOP
OG0002511	LOC6553614|XP_026831574.1|DERE	LOC119068188|XP_037027577.1|BCOP
OG0002512	LOC6555814|XP_026839048.1|DERE	LOC119080990|XP_037045531.1|BCOP
OG0002513	LOC6552278|XP_001980758.1|DERE	LOC119085629|XP_037051960.1|BCOP
OG0002514	LOC6545540|XP_001971105.1|DERE	LOC119068027|XP_037027285.1|BCOP
OG0002516	LOC6554573|XP_026834249.1|DERE	LOC119082549|XP_037047964.1|BCOP
OG0002517	LOC6551126|XP_015010664.2|DERE	LOC119068638|XP_037028203.1|BCOP
OG0002518	LOC6551860|XP_001979657.1|DERE	LOC119069694|XP_037029718.1|BCOP
OG0002519	LOC6547815|XP_001975002.1|DERE	LOC119082002|XP_037047215.1|BCOP
OG0002520	LOC6551193|XP_001977027.1|DERE	LOC119067422|XP_037026288.1|BCOP
OG0002521	LOC6550136|XP_001977665.2|DERE	LOC119067294|XP_037026080.1|BCOP
OG0002522	LOC6551854|XP_001979651.1|DERE	LOC119070134|XP_037030353.1|BCOP
OG0002523	LOC6554855|XP_001981099.1|DERE	LOC119068173|XP_037027556.1|BCOP
OG0002524	LOC6550944|XP_001976964.2|DERE	LOC119084814|XP_037050786.1|BCOP
OG0002525	LOC6544278|XP_001971975.1|DERE	LOC119068315|XP_037027762.1|BCOP
OG0002527	LOC6553522|XP_001979397.3|DERE	LOC119070111|XP_037030319.1|BCOP
OG0002528	LOC6551687|XP_026838068.1|DERE	LOC119068748|XP_037028349.1|BCOP
OG0002529	LOC6552509|XP_001979817.2|DERE	LOC119067909|XP_037027097.1|BCOP
OG0002530	LOC6549087|XP_001974226.1|DERE	LOC119076992|XP_037039995.1|BCOP, LOC119082545|XP_037047950.1|BCOP
OG0002531	LOC6543453|XP_026834912.1|DERE	LOC119075664|XP_037038067.1|BCOP
OG0002532	LOC6544879|XP_026833217.1|DERE	LOC119067488|XP_037026389.1|BCOP
OG0002533	LOC6549694|XP_026837634.1|DERE	LOC119070601|XP_037030914.1|BCOP
OG0002534	LOC6546939|XP_001976048.1|DERE	LOC119067662|XP_037026659.1|BCOP, LOC119068320|XP_037027771.1|BCOP
