Orthogroup	DERE.longest_only	DALB.longest_only
OG0002599	LOC6552315|XP_026839822.1|DERE	LOC117573212|XP_034112116.1|DALB
OG0002600	LOC6541688|XP_001969121.1|DERE	LOC117568168|XP_034104491.1|DALB
OG0002601	LOC6553626|XP_001979284.1|DERE	LOC117573432|XP_034112538.1|DALB
OG0002602	LOC6555426|XP_001981441.1|DERE	LOC117573389|XP_034112478.1|DALB
OG0002603	LOC6554225|XP_026832064.1|DERE	LOC117575302|XP_034115344.1|DALB
OG0002604	LOC6554226|XP_001981243.1|DERE	LOC117575297|XP_034115338.1|DALB
OG0002605	LOC6553640|XP_001980371.1|DERE	LOC117575548|XP_034115695.1|DALB
OG0002606	LOC6553424|XP_026835953.1|DERE	LOC117574036|XP_034113524.1|DALB
OG0002607	LOC6553575|XP_001979246.1|DERE	LOC117574144|XP_034113710.1|DALB
OG0002608	LOC6553315|XP_001980159.1|DERE	LOC117573744|XP_034113014.1|DALB
OG0002609	LOC6546778|XP_001976005.1|DERE	LOC117567553|XP_034103503.1|DALB
OG0002610	LOC6553422|XP_001979320.1|DERE	LOC117574953|XP_034114901.1|DALB
OG0002611	LOC6552305|XP_001980830.1|DERE	LOC117576947|XP_034117995.1|DALB
OG0002612	LOC6553774|XP_001979441.1|DERE	LOC117575697|XP_034115900.1|DALB
OG0002613	LOC6554350|XP_015009295.1|DERE	LOC117576516|XP_034117216.1|DALB
OG0002614	LOC6554203|XP_001981668.2|DERE	LOC117573571|XP_034112749.1|DALB
OG0002615	LOC6546291|XP_001971314.1|DERE	LOC117573244|XP_034112190.1|DALB
OG0002616	LOC6554358|XP_001981533.1|DERE	LOC117573649|XP_034112860.1|DALB
OG0002617	LOC6552126|XP_001980787.1|DERE	LOC117573156|XP_034112005.1|DALB
OG0002618	LOC6552153|XP_001978826.1|DERE	LOC117574470|XP_034114198.1|DALB
OG0002619	LOC6552233|XP_026831801.1|DERE	LOC117573282|XP_034112263.1|DALB
OG0002620	LOC6554712|XP_026831503.1|DERE	LOC117574296|XP_034113990.1|DALB
OG0002621	LOC6554917|XP_001982239.1|DERE	LOC117573466|XP_034112582.1|DALB
OG0002622	LOC6544836|XP_001973196.1|DERE	LOC117567809|XP_034103935.1|DALB
OG0002623	LOC6552415|XP_001980860.1|DERE	LOC117576606|XP_034117396.1|DALB
OG0002624	LOC6555393|XP_001982349.1|DERE	LOC117574985|XP_034114946.1|DALB
OG0002625	LOC6555421|XP_026839854.1|DERE	LOC117576414|XP_034117032.1|DALB
OG0002626	LOC6551636|XP_001978584.1|DERE	LOC117577774|XP_034118583.1|DALB
OG0002627	LOC6555171|XP_015008846.1|DERE	LOC117573689|XP_034112936.1|DALB
OG0002628	LOC6552707|XP_026839464.1|DERE	LOC117574708|XP_034114512.1|DALB
OG0002629	LOC6551804|XP_026831800.1|DERE	LOC117576382|XP_034116971.1|DALB
OG0002630	LOC6553108|XP_001980103.1|DERE	LOC117574998|XP_034114962.1|DALB
OG0002632	LOC6552607|XP_001979887.1|DERE	LOC117576675|XP_034117561.1|DALB
OG0002633	LOC26526922|XP_015010539.1|DERE	LOC117576277|XP_034116813.1|DALB
OG0002634	LOC6552652|XP_026832124.1|DERE	LOC117576909|XP_034117937.1|DALB
OG0002635	LOC6552262|XP_001980743.1|DERE	LOC117573691|XP_034112943.1|DALB
OG0002636	LOC6552021|XP_001978786.1|DERE	LOC117576659|XP_034117505.1|DALB
OG0002637	LOC6543010|XP_026835569.1|DERE	LOC117564333|XP_034098930.1|DALB
OG0002638	LOC6554117|XP_001981272.2|DERE	LOC117576593|XP_034117372.1|DALB
OG0002639	LOC6553990|XP_026832135.1|DERE	LOC117575423|XP_034115512.1|DALB
OG0002640	LOC6553394|XP_001980219.1|DERE	LOC117575598|XP_034115755.1|DALB
OG0002641	LOC6553391|XP_001980216.1|DERE	LOC117575894|XP_034116228.1|DALB
OG0002642	LOC6553380|XP_001980215.1|DERE	LOC117574736|XP_034114560.1|DALB
OG0002643	LOC6553379|XP_026839782.1|DERE	LOC117574735|XP_034114559.1|DALB
OG0002644	LOC6552955|XP_001979043.1|DERE	LOC117574927|XP_034114869.1|DALB
OG0002645	LOC6552949|XP_015009571.1|DERE	LOC117576219|XP_034116716.1|DALB
OG0002646	LOC6554648|XP_001981972.2|DERE	LOC117574571|XP_034114337.1|DALB
OG0002647	LOC6552934|XP_001981011.1|DERE	LOC117576867|XP_034117860.1|DALB
OG0002648	LOC6553574|XP_026839497.1|DERE	LOC117576078|XP_034116516.1|DALB
OG0002649	LOC6552957|XP_026832129.1|DERE	LOC117574428|XP_034114157.1|DALB
OG0002650	LOC6552935|XP_026832051.1|DERE	LOC117576865|XP_034117858.1|DALB
OG0002651	LOC6553317|XP_026831528.1|DERE	LOC117573347|XP_034112363.1|DALB
OG0002652	LOC6553511|XP_026836404.1|DERE	LOC117574997|XP_034114961.1|DALB
OG0002653	LOC6555456|XP_001981456.1|DERE	LOC117576345|XP_034116911.1|DALB
OG0002654	LOC6555459|XP_026839826.1|DERE	LOC117576344|XP_034116910.1|DALB
OG0002655	LOC6553776|XP_026831923.1|DERE	LOC117576618|XP_034117421.1|DALB
OG0002656	LOC6552748|XP_026839385.1|DERE	LOC117574195|XP_034113787.1|DALB
OG0002657	LOC6552263|XP_001980744.1|DERE	LOC117573690|XP_034112942.1|DALB
OG0002658	LOC6554863|XP_001981106.1|DERE	LOC117575437|XP_034115531.1|DALB
OG0002659	LOC6555353|XP_001981432.1|DERE	LOC117573387|XP_034112476.1|DALB
OG0002660	LOC6550956|XP_001978238.1|DERE	LOC117573935|XP_034113356.1|DALB
OG0002661	LOC6554271|XP_015009209.1|DERE	LOC117576172|XP_034116645.1|DALB
OG0002662	LOC6548407|XP_015011507.1|DERE	LOC117568085|XP_034104353.1|DALB
OG0002663	LOC6554948|XP_001982018.1|DERE	LOC117576810|XP_034117768.1|DALB
OG0002664	LOC6542930|XP_026835555.1|DERE	LOC117565806|XP_034100986.1|DALB
OG0002665	LOC6543003|XP_001970502.1|DERE	LOC117570833|XP_034108596.1|DALB
OG0002666	LOC6541811|XP_026835486.1|DERE	LOC117570827|XP_034108583.1|DALB
OG0002667	LOC6543263|XP_001969102.1|DERE	LOC117566914|XP_034102424.1|DALB
OG0002668	LOC6545847|XP_026833556.1|DERE	LOC117572530|XP_034111281.1|DALB
OG0002669	LOC6542232|XP_001969212.1|DERE	LOC117564815|XP_034099628.1|DALB
OG0002670	LOC6543832|XP_026833811.1|DERE	LOC117569785|XP_034106976.1|DALB
OG0002671	LOC6543836|XP_015013719.1|DERE	LOC117570864|XP_034108645.1|DALB
OG0002672	LOC6547671|XP_015012225.1|DERE	LOC117571992|XP_034110391.1|DALB
OG0002673	LOC6548394|XP_001976526.1|DERE	LOC117571449|XP_034109486.1|DALB
OG0002674	LOC6541414|XP_026834448.1|DERE	LOC117568866|XP_034105646.1|DALB
OG0002675	LOC6544488|XP_026833642.1|DERE	LOC117572350|XP_034111000.1|DALB
OG0002676	LOC6548442|XP_026836006.1|DERE	LOC117567485|XP_034103405.1|DALB
OG0002677	LOC6543346|XP_026834645.1|DERE	LOC117570768|XP_034108493.1|DALB
OG0002678	LOC6547112|XP_026837133.1|DERE	LOC117566927|XP_034102440.1|DALB
OG0002679	LOC6548410|XP_001976521.1|DERE	LOC117571399|XP_034109413.1|DALB
OG0002680	LOC6555647|XP_001982411.2|DERE	LOC117577638|XP_034118398.1|DALB
OG0002681	LOC6547701|XP_015012219.1|DERE	LOC117569693|XP_034106839.1|DALB
OG0002682	LOC6543948|XP_001971925.1|DERE	LOC117568605|XP_034105255.1|DALB
OG0002683	LOC6552964|XP_001980965.2|DERE	LOC117574841|XP_034114728.1|DALB
OG0002684	LOC6550539|XP_001977964.1|DERE	LOC117577689|XP_034118480.1|DALB
OG0002685	LOC6545059|XP_026833454.1|DERE	LOC117568938|XP_034105757.1|DALB
OG0002686	LOC6546521|XP_001971274.1|DERE	LOC117572059|XP_034110527.1|DALB
OG0002687	LOC6543561|XP_015012997.1|DERE	LOC117568026|XP_034104254.1|DALB
OG0002688	LOC6543694|XP_001972968.1|DERE	LOC117568928|XP_034105730.1|DALB
OG0002689	LOC6551300|XP_001978399.2|DERE	LOC117564230|XP_034098815.1|DALB
OG0002690	LOC6543810|XP_001972359.1|DERE	LOC117571654|XP_034109779.1|DALB, LOC117571651|XP_034109775.1|DALB
OG0002691	LOC6547372|XP_001976317.2|DERE	LOC117567225|XP_034102947.1|DALB
OG0002692	LOC6548114|XP_001976544.1|DERE	LOC117572046|XP_034110510.1|DALB
OG0002693	LOC6545685|XP_026832391.1|DERE	LOC117570674|XP_034108362.1|DALB
OG0002694	LOC6542313|XP_026834214.1|DERE	LOC117569261|XP_034106252.1|DALB
OG0002695	LOC6544693|XP_001972016.1|DERE	LOC117567195|XP_034102915.1|DALB
OG0002696	LOC6544226|XP_001973042.1|DERE	LOC117569843|XP_034107062.1|DALB
OG0002697	LOC6543942|XP_001971399.1|DERE	LOC117569198|XP_034106157.1|DALB
OG0002698	LOC6546510|XP_026833886.1|DERE	LOC117572571|XP_034111341.1|DALB
OG0002699	LOC6544486|XP_001971469.1|DERE	LOC117572074|XP_034110552.1|DALB
OG0002700	LOC6544872|XP_026833712.1|DERE	LOC117572668|XP_034111564.1|DALB
OG0002701	LOC6547904|XP_001976398.3|DERE	LOC117570297|XP_034107710.1|DALB
OG0002702	LOC6547939|XP_026836836.1|DERE	LOC117568069|XP_034104320.1|DALB
OG0002703	LOC6542757|XP_026834808.1|DERE	LOC117566654|XP_034102089.1|DALB
OG0002704	LOC6548934|XP_001975534.1|DERE	LOC117567931|XP_034104110.1|DALB
OG0002705	LOC6545438|XP_026832767.1|DERE	LOC117569580|XP_034106693.1|DALB
OG0002706	LOC6547275|XP_001976098.1|DERE	LOC117571075|XP_034108941.1|DALB
OG0002707	LOC6545637|XP_015013594.1|DERE	LOC117568505|XP_034105091.1|DALB
OG0002708	LOC6545111|XP_001973219.1|DERE	LOC117571698|XP_034109885.1|DALB
OG0002709	LOC6541040|XP_026834799.1|DERE	LOC117567163|XP_034102867.1|DALB
OG0002710	LOC6547644|XP_001974978.1|DERE	LOC117567166|XP_034102870.1|DALB
OG0002711	LOC6547829|XP_001974976.1|DERE	LOC117566560|XP_034101993.1|DALB
OG0002712	LOC6546719|XP_026835992.1|DERE	LOC117566897|XP_034102402.1|DALB
OG0002713	LOC6546791|XP_001975885.1|DERE	LOC117568998|XP_034105863.1|DALB
OG0002714	LOC6541286|XP_001970580.1|DERE	LOC117566830|XP_034102290.1|DALB
OG0002715	LOC6550048|XP_026838104.1|DERE	LOC117571937|XP_034110322.1|DALB
OG0002716	LOC6548440|XP_015012707.1|DERE	LOC117569849|XP_034107069.1|DALB
OG0002717	LOC6552849|XP_026839889.1|DERE	LOC117574840|XP_034114725.1|DALB
OG0002718	LOC6543879|XP_001971514.2|DERE	LOC117568742|XP_034105454.1|DALB
OG0002719	LOC6551763|XP_001980647.1|DERE	LOC117576705|XP_034117611.1|DALB
OG0002720	LOC6544041|XP_001971965.3|DERE	LOC117567301|XP_034103076.1|DALB
OG0002721	LOC6549494|XP_015011946.1|DERE	LOC117565720|XP_034100858.1|DALB
OG0002722	LOC6540690|XP_001970340.1|DERE	LOC117571361|XP_034109361.1|DALB
OG0002723	LOC6548503|XP_001976652.1|DERE	LOC117571726|XP_034109924.1|DALB
OG0002724	LOC6554713|XP_001981963.1|DERE	LOC117574294|XP_034113986.1|DALB
OG0002725	LOC6545347|XP_001973362.1|DERE	LOC117563509|XP_034097775.1|DALB, LOC117572052|XP_034110519.1|DALB
OG0002726	LOC6546416|XP_026833769.1|DERE	LOC117572677|XP_034111601.1|DALB, LOC117567341|XP_034103156.1|DALB
OG0002727	LOC6546043|XP_001971740.1|DERE	LOC117567807|XP_034103932.1|DALB
OG0002728	LOC6546797|XP_001975891.2|DERE	LOC117570368|XP_034107849.1|DALB
OG0002729	LOC6544032|XP_026833062.1|DERE	LOC117566848|XP_034102330.1|DALB
OG0002730	LOC6549504|XP_015011643.1|DERE	LOC117569131|XP_034106044.1|DALB
OG0002731	LOC6545240|XP_001971032.1|DERE	LOC117567072|XP_034102707.1|DALB
OG0002732	LOC6546903|XP_001975982.2|DERE	LOC117571160|XP_034109061.1|DALB
OG0002733	LOC6546660|XP_001974572.1|DERE	LOC117565437|XP_034100418.1|DALB
OG0002734	LOC6542086|XP_026839346.1|DERE	LOC117572734|XP_034111699.1|DALB
OG0002735	LOC6542201|XP_015015391.1|DERE	LOC117569927|XP_034107172.1|DALB
OG0002736	LOC6541158|XP_026835455.1|DERE	LOC117567111|XP_034102801.1|DALB
OG0002737	LOC6545588|XP_001972145.1|DERE	LOC117568209|XP_034104570.1|DALB
OG0002738	LOC6546335|XP_001971811.1|DERE	LOC117569336|XP_034106357.1|DALB
OG0002739	LOC6545782|XP_026832788.1|DERE	LOC117570090|XP_034107426.1|DALB
OG0002740	LOC6545783|XP_001973419.1|DERE	LOC117570088|XP_034107424.1|DALB
OG0002741	LOC6547738|XP_001974992.1|DERE	LOC117571586|XP_034109692.1|DALB
OG0002742	LOC6548205|XP_001976484.1|DERE	LOC117569220|XP_034106187.1|DALB
OG0002743	LOC6546152|XP_026833534.1|DERE	LOC117566551|XP_034101984.1|DALB
OG0002744	LOC6546492|XP_001973588.1|DERE	LOC117566827|XP_034102287.1|DALB
OG0002745	LOC6545945|XP_001971205.1|DERE	LOC117566380|XP_034101773.1|DALB
OG0002746	LOC6548775|XP_001975430.1|DERE	LOC117571979|XP_034110375.1|DALB
OG0002747	LOC6552243|XP_001979755.1|DERE	LOC117573977|XP_034113411.1|DALB
OG0002748	LOC6547969|XP_001976562.1|DERE	LOC117570829|XP_034108593.1|DALB
OG0002749	LOC6548441|XP_026836479.1|DERE	LOC117568376|XP_034104874.1|DALB
OG0002750	LOC6549617|XP_026835666.1|DERE	LOC117571860|XP_034110146.1|DALB
OG0002751	LOC6543034|XP_026834691.1|DERE	LOC117568398|XP_034104920.1|DALB
OG0002752	LOC6540839|XP_001970329.1|DERE	LOC117567701|XP_034103723.1|DALB
OG0002753	LOC6548023|XP_001975180.1|DERE	LOC117568610|XP_034105262.1|DALB
OG0002754	LOC6544947|XP_001971541.3|DERE	LOC117566347|XP_034101725.1|DALB
OG0002755	LOC6546639|XP_001974711.1|DERE	LOC117567465|XP_034103375.1|DALB
OG0002756	LOC6544738|XP_001973460.1|DERE	LOC117567737|XP_034103813.1|DALB
OG0002757	LOC6544629|XP_026832425.1|DERE	LOC117567239|XP_034102967.1|DALB
OG0002758	LOC6546826|XP_001974583.2|DERE	LOC117566939|XP_034102460.1|DALB
OG0002759	LOC6546549|XP_015012103.1|DERE	LOC117570250|XP_034107649.1|DALB
OG0002760	LOC6548619|XP_001976705.1|DERE	LOC117570442|XP_034107990.1|DALB
OG0002761	LOC6547196|XP_001974743.1|DERE	LOC117569211|XP_034106174.1|DALB
OG0002762	LOC6547155|XP_015012121.1|DERE	LOC117567090|XP_034102746.1|DALB
OG0002763	LOC6545479|XP_001971591.1|DERE	LOC117569393|XP_034106413.1|DALB
OG0002764	LOC6546223|XP_026833893.1|DERE	LOC117572035|XP_034110482.1|DALB
OG0002765	LOC6546972|XP_026835637.1|DERE	LOC117567648|XP_034103647.1|DALB
OG0002766	LOC6546971|XP_001974613.2|DERE	LOC117567649|XP_034103651.1|DALB
OG0002767	LOC6546568|XP_015011889.1|DERE	LOC117570680|XP_034108370.1|DALB
OG0002768	LOC6547995|XP_001976497.1|DERE	LOC117568445|XP_034105006.1|DALB
OG0002769	LOC6546801|XP_001975895.1|DERE	LOC117571905|XP_034110273.1|DALB
OG0002770	LOC6542266|XP_001970153.1|DERE	LOC117564353|XP_034098959.1|DALB
OG0002771	LOC6546084|XP_026833144.1|DERE	LOC117569315|XP_034106318.1|DALB
OG0002772	LOC6546015|XP_001972244.2|DERE	LOC117569422|XP_034106472.1|DALB
OG0002773	LOC6546645|XP_001975854.1|DERE	LOC117569854|XP_034107079.1|DALB
OG0002774	LOC6548212|XP_026836608.1|DERE, LOC113564474|XP_026837212.1|DERE	LOC117572326|XP_034110951.1|DALB
OG0002775	LOC6543652|XP_026832901.1|DERE	LOC117570704|XP_034108398.1|DALB
OG0002776	LOC6545590|XP_001972147.1|DERE	LOC117568213|XP_034104576.1|DALB
OG0002777	LOC6543633|XP_026833151.1|DERE	LOC117571136|XP_034109029.1|DALB
OG0002778	LOC6544015|XP_026832333.1|DERE	LOC117571131|XP_034109023.1|DALB
OG0002779	LOC6544431|XP_026832926.1|DERE	LOC117568143|XP_034104441.1|DALB
OG0002780	LOC6553051|XP_001979138.1|DERE	LOC117573673|XP_034112893.1|DALB
OG0002781	LOC6549108|XP_001975573.1|DERE	LOC117570730|XP_034108443.1|DALB
OG0002782	LOC6545508|XP_001973348.1|DERE	LOC117567508|XP_034103440.1|DALB
OG0002783	LOC6546265|XP_001971761.2|DERE	LOC117572177|XP_034110719.1|DALB
OG0002784	LOC6547766|XP_001976388.2|DERE	LOC117569453|XP_034106510.1|DALB
OG0002785	LOC6543686|XP_001973698.1|DERE	LOC117572342|XP_034110983.1|DALB
OG0002786	LOC6543939|XP_026832597.1|DERE	LOC117569524|XP_034106613.1|DALB
OG0002787	LOC6544803|XP_001971522.1|DERE	LOC117571386|XP_034109395.1|DALB
OG0002788	LOC6544804|XP_001971523.1|DERE	LOC117571389|XP_034109399.1|DALB
OG0002789	LOC6543597|XP_001973599.1|DERE	LOC117567577|XP_034103544.1|DALB
OG0002790	LOC6544009|XP_001972328.1|DERE	LOC117567537|XP_034103473.1|DALB
OG0002791	LOC6544990|XP_001973282.1|DERE	LOC117572216|XP_034110783.1|DALB
OG0002792	LOC6546616|XP_026836228.1|DERE	LOC117570758|XP_034108475.1|DALB
OG0002793	LOC6545768|XP_001972180.1|DERE	LOC117571501|XP_034109560.1|DALB
OG0002794	LOC6544678|XP_026833347.1|DERE	LOC117571198|XP_034109132.1|DALB
OG0002795	LOC6545074|XP_026833112.1|DERE	LOC117567834|XP_034103968.1|DALB
OG0002796	LOC6544408|XP_001972038.1|DERE	LOC117569874|XP_034107103.1|DALB
OG0002797	LOC6544011|XP_001972330.1|DERE	LOC117567541|XP_034103478.1|DALB
OG0002798	LOC6549231|XP_001974356.1|DERE	LOC117564735|XP_034099513.1|DALB
OG0002799	LOC6545206|XP_026833575.1|DERE	LOC117566388|XP_034101784.1|DALB
OG0002800	LOC6544214|XP_026832241.1|DERE	LOC117569522|XP_034106608.1|DALB
OG0002801	LOC6548507|XP_026836827.1|DERE	LOC117571722|XP_034109918.1|DALB
OG0002802	LOC6548369|XP_001976645.2|DERE	LOC117566693|XP_034102131.1|DALB
OG0002803	LOC6549344|XP_001974324.1|DERE	LOC117563938|XP_034098402.1|DALB
OG0002804	LOC6548249|XP_001975198.1|DERE	LOC117572498|XP_034111240.1|DALB
OG0002805	LOC6542714|XP_001970501.1|DERE	LOC117569334|XP_034106355.1|DALB
OG0002806	LOC6544989|XP_001973281.1|DERE	LOC117572219|XP_034110786.1|DALB
OG0002807	LOC6548443|XP_001976661.1|DERE	LOC117569494|XP_034106568.1|DALB
OG0002808	LOC6547967|XP_015011527.1|DERE	LOC117570828|XP_034108590.1|DALB
OG0002809	LOC6545028|XP_001972524.2|DERE	LOC117568403|XP_034104928.1|DALB
OG0002810	LOC6545056|XP_026833452.1|DERE	LOC117572240|XP_034110815.1|DALB
OG0002811	LOC6544663|XP_026833587.1|DERE	LOC117569473|XP_034106532.1|DALB
OG0002812	LOC6549522|XP_001975814.1|DERE	LOC117567130|XP_034102831.1|DALB
OG0002813	LOC6547303|XP_001974729.1|DERE	LOC117572294|XP_034110894.1|DALB
OG0002814	LOC6547844|XP_026836516.1|DERE	LOC117570099|XP_034107446.1|DALB
OG0002815	LOC6546590|XP_001975904.1|DERE	LOC117571896|XP_034110255.1|DALB
OG0002816	LOC6547217|XP_001974715.1|DERE	LOC117569958|XP_034107221.1|DALB
OG0002817	LOC6548605|XP_001973904.1|DERE	LOC117571830|XP_034110100.1|DALB
OG0002818	LOC6541513|XP_001969096.2|DERE	LOC117567147|XP_034102851.1|DALB
OG0002819	LOC6545804|XP_026832445.1|DERE	LOC117572093|XP_034110582.1|DALB
OG0002820	LOC6545801|XP_001971685.1|DERE	LOC117572352|XP_034111003.1|DALB
OG0002821	LOC6545247|XP_001972571.2|DERE	LOC117569062|XP_034105965.1|DALB
OG0002822	LOC6548217|XP_001975075.1|DERE	LOC117570423|XP_034107948.1|DALB
OG0002823	LOC6542592|XP_015014735.1|DERE	LOC117570939|XP_034108760.1|DALB
OG0002824	LOC6540678|XP_026834513.1|DERE	LOC117569591|XP_034106712.1|DALB
OG0002825	LOC6544139|XP_001973733.1|DERE	LOC117567870|XP_034104028.1|DALB
OG0002826	LOC6548219|XP_001975077.1|DERE	LOC117569450|XP_034106505.1|DALB
OG0002827	LOC6555880|XP_001982757.2|DERE	LOC117573214|XP_034112119.1|DALB
OG0002828	LOC6547923|XP_026835700.1|DERE	LOC117567696|XP_034103714.1|DALB
OG0002829	LOC6546589|XP_001975903.1|DERE	LOC117567324|XP_034103122.1|DALB
OG0002830	LOC6547431|XP_026836653.1|DERE	LOC117572331|XP_034110959.1|DALB
OG0002831	LOC6548861|XP_001974049.2|DERE	LOC117563287|XP_034097420.1|DALB
OG0002832	LOC6543221|XP_015015022.1|DERE	LOC117563713|XP_034098055.1|DALB
OG0002833	LOC6548582|XP_015011504.1|DERE	LOC117570435|XP_034107982.1|DALB
OG0002834	LOC6548012|XP_001976475.1|DERE	LOC117569161|XP_034106116.1|DALB
OG0002835	LOC6546544|XP_001975909.1|DERE	LOC117568088|XP_034104357.1|DALB
OG0002836	LOC6541047|XP_026835298.1|DERE	LOC117566814|XP_034102262.1|DALB
OG0002837	LOC6547071|XP_026835965.1|DERE	LOC117570304|XP_034107723.1|DALB
OG0002838	LOC6547478|XP_001976274.1|DERE	LOC117571959|XP_034110350.1|DALB
OG0002839	LOC6547970|XP_001976563.1|DERE	LOC117570837|XP_034108603.1|DALB
OG0002840	LOC6540845|XP_026834693.1|DERE	LOC117563380|XP_034097578.1|DALB
OG0002841	LOC6542892|XP_001968575.1|DERE	LOC117564145|XP_034098699.1|DALB
OG0002842	LOC6540816|XP_001969595.1|DERE	LOC117564617|XP_034099362.1|DALB
OG0002843	LOC6542720|XP_001970569.1|DERE	LOC117572375|XP_034111033.1|DALB
OG0002844	LOC6544110|XP_026833837.1|DERE	LOC117569484|XP_034106551.1|DALB
OG0002845	LOC6540881|XP_001968739.1|DERE	LOC117566128|XP_034101497.1|DALB
OG0002846	LOC6540969|XP_026834078.1|DERE	LOC117572183|XP_034110727.1|DALB
OG0002847	LOC6541002|XP_001968740.2|DERE	LOC117566125|XP_034101495.1|DALB
OG0002848	LOC6549611|XP_001974384.1|DERE	LOC117565997|XP_034101306.1|DALB
OG0002849	LOC6543512|XP_001969497.1|DERE	LOC117564396|XP_034099007.1|DALB
OG0002850	LOC6540826|XP_001969588.1|DERE	LOC117563911|XP_034098364.1|DALB
OG0002851	LOC6541611|XP_001969968.1|DERE	LOC117566198|XP_034101606.1|DALB
OG0002852	LOC6546863|XP_026835879.1|DERE	LOC117568303|XP_034104737.1|DALB
OG0002853	LOC6543385|XP_001969024.2|DERE	LOC117563961|XP_034098428.1|DALB
OG0002854	LOC6549326|XP_001974331.1|DERE	LOC117565537|XP_034100572.1|DALB
OG0002855	LOC6542363|XP_015014870.1|DERE	LOC117564268|XP_034098861.1|DALB
OG0002856	LOC6541984|XP_026835451.1|DERE	LOC117565615|XP_034100711.1|DALB
OG0002857	LOC6548878|XP_026839431.1|DERE	LOC117565513|XP_034100535.1|DALB
OG0002858	LOC113564223|XP_026835608.1|DERE, LOC6540721|XP_026835559.1|DERE	LOC117566233|XP_034101672.1|DALB
OG0002859	LOC6543096|XP_001968451.1|DERE	LOC117563709|XP_034098047.1|DALB
OG0002860	LOC6540714|XP_001968863.1|DERE	LOC117563752|XP_034098124.1|DALB
OG0002861	LOC6542921|XP_001969908.1|DERE	LOC117565451|XP_034100440.1|DALB
OG0002862	LOC6540852|XP_026834044.1|DERE	LOC117564346|XP_034098951.1|DALB
OG0002863	LOC6542744|XP_001968567.1|DERE	LOC117564838|XP_034099654.1|DALB
OG0002864	LOC6541551|XP_001968566.1|DERE	LOC117564839|XP_034099656.1|DALB
OG0002865	LOC6543323|XP_001970652.1|DERE	LOC117570743|XP_034108456.1|DALB, LOC117570316|XP_034107749.1|DALB
OG0002866	LOC6543670|XP_001971368.1|DERE	LOC117566877|XP_034102377.1|DALB
OG0002868	LOC6542089|XP_001968376.3|DERE	LOC117563745|XP_034098116.1|DALB
OG0002869	LOC6541454|XP_001968375.1|DERE	LOC117566079|XP_034101450.1|DALB
OG0002871	LOC6542096|XP_026835435.1|DERE	LOC117565899|XP_034101135.1|DALB
OG0002872	LOC6541485|XP_026835598.1|DERE	LOC117566107|XP_034101468.1|DALB
OG0002873	LOC6548936|XP_026836214.1|DERE	LOC117564227|XP_034098808.1|DALB
OG0002874	LOC6543533|XP_001969508.1|DERE	LOC117564150|XP_034098707.1|DALB, LOC117565031|XP_034099869.1|DALB
OG0002875	LOC6542287|XP_001968470.2|DERE	LOC117564757|XP_034099543.1|DALB
OG0002876	LOC6550192|XP_001977581.1|DERE	LOC117577782|XP_034118597.1|DALB
OG0002877	LOC6549179|XP_001974368.2|DERE	LOC117565050|XP_034099885.1|DALB
OG0002878	LOC6549303|XP_026836556.1|DERE	LOC117565526|XP_034100562.1|DALB
OG0002879	LOC6543640|XP_001971844.1|DERE	LOC117571845|XP_034110125.1|DALB
OG0002880	LOC6555747|XP_001982450.1|DERE	LOC117578258|XP_034119569.1|DALB
OG0002881	LOC6540786|XP_001968182.1|DERE	LOC117566221|XP_034101656.1|DALB
OG0002882	LOC6547409|XP_001974826.1|DERE	LOC117569669|XP_034106807.1|DALB
OG0002883	LOC6541039|XP_001968131.1|DERE	LOC117564390|XP_034099002.1|DALB
OG0002884	LOC6542599|XP_001968460.1|DERE	LOC117564378|XP_034098989.1|DALB
OG0002885	LOC6546008|XP_001972237.1|DERE	LOC117571054|XP_034108912.1|DALB
OG0002886	LOC6543350|XP_001968338.1|DERE	LOC117565889|XP_034101121.1|DALB
OG0002887	LOC6541450|XP_001968339.1|DERE	LOC117565890|XP_034101123.1|DALB
OG0002888	LOC6549050|XP_026839406.1|DERE, LOC6549049|XP_001974033.3|DERE	LOC117563963|XP_034098431.1|DALB
OG0002889	LOC6544162|XP_001971387.1|DERE	LOC117570060|XP_034107386.1|DALB
OG0002890	LOC6548935|XP_001974213.1|DERE	LOC117564225|XP_034098805.1|DALB
OG0002891	LOC6541131|XP_001969394.1|DERE	LOC117564699|XP_034099468.1|DALB
OG0002892	LOC6542743|XP_015014449.1|DERE	LOC117563965|XP_034098433.1|DALB
OG0002893	LOC6542255|XP_001968305.2|DERE	LOC117564083|XP_034098602.1|DALB
OG0002894	LOC6546083|XP_026833640.1|DERE	LOC117569318|XP_034106330.1|DALB
OG0002895	LOC6548449|XP_001976708.1|DERE	LOC117570445|XP_034107994.1|DALB
OG0002896	LOC6541535|XP_001969628.1|DERE	LOC117565152|XP_034100022.1|DALB
OG0002897	LOC6540880|XP_001970030.1|DERE	LOC117564087|XP_034098607.1|DALB
OG0002898	LOC6541347|XP_001968655.1|DERE	LOC117565502|XP_034100525.1|DALB
OG0002899	LOC6542419|XP_001968112.1|DERE	LOC117563278|XP_034097402.1|DALB
OG0002900	LOC6542325|XP_026835549.1|DERE	LOC117564552|XP_034099269.1|DALB
OG0002901	LOC6542219|XP_001970196.3|DERE	LOC117564607|XP_034099353.1|DALB
