Orthogroup	DERE.longest_only	CQUI.longest_only
OG0001276	LOC6546447|XP_001971816.1|DERE	LOC6041249|XP_001850539.2|CQUI
OG0001277	LOC6546365|XP_001971326.1|DERE	LOC6037285|XP_038119469.1|CQUI
OG0001278	LOC6543976|XP_001972210.1|DERE	LOC6036217|XP_038115918.1|CQUI
OG0001279	LOC6545644|XP_001972165.1|DERE	LOC6036221|XP_001846296.1|CQUI
OG0001280	LOC6544826|XP_026832479.1|DERE	LOC6038254|XP_038118225.1|CQUI
OG0001281	LOC6546026|XP_001971211.2|DERE	LOC6034616|XP_038118327.1|CQUI, LOC6052807|XP_001869012.2|CQUI, LOC6052810|XP_038116188.1|CQUI
OG0001282	LOC6541864|XP_026835270.1|DERE, LOC113564235|XP_026835624.1|DERE	LOC6035619|XP_001845768.2|CQUI, LOC119767190|XP_038111103.1|CQUI
OG0001283	LOC6548769|XP_001975424.1|DERE	LOC6053152|XP_038119033.1|CQUI
OG0001284	LOC6541564|XP_001970923.1|DERE	LOC6032448|XP_001843044.1|CQUI
OG0001285	LOC6545081|XP_001971036.1|DERE	LOC6040540|XP_001849924.2|CQUI, LOC6032470|XP_001843063.1|CQUI
OG0001286	LOC6548746|XP_001974103.1|DERE	LOC6048784|XP_038109129.1|CQUI
OG0001287	LOC6553174|XP_001980010.1|DERE	LOC6041527|XP_001850775.2|CQUI, LOC6042657|XP_001853256.2|CQUI
OG0001288	LOC6542539|XP_001968211.1|DERE	LOC6049426|XP_038107510.1|CQUI
OG0001289	LOC6548956|XP_026836394.1|DERE	LOC6049419|XP_001866187.2|CQUI, LOC6049418|XP_001866186.2|CQUI, LOC6049417|XP_038107259.1|CQUI
OG0001290	LOC6541299|XP_026834189.1|DERE, LOC113564240|XP_026835632.1|DERE	LOC6048341|XP_038111865.1|CQUI
OG0001291	LOC6547993|XP_001976495.1|DERE	LOC6048800|XP_001865667.2|CQUI
OG0001292	LOC6548308|XP_026837047.1|DERE	LOC6037255|XP_038109974.1|CQUI, LOC6037188|XP_038109977.1|CQUI
OG0001293	LOC6550994|XP_001976870.1|DERE	LOC6040512|XP_001849898.1|CQUI
OG0001294	LOC6551990|XP_026832086.1|DERE	LOC6032208|XP_038117537.1|CQUI
OG0001295	LOC6550653|XP_001978043.1|DERE	LOC6034917|XP_001845183.1|CQUI
OG0001296	LOC113564239|XP_026835631.1|DERE, LOC6541458|XP_026834489.1|DERE	LOC6047495|XP_038119702.1|CQUI
OG0001297	LOC6554487|XP_001981932.1|DERE	LOC6046059|XP_038117659.1|CQUI
OG0001298	LOC6553334|XP_001979307.1|DERE	LOC6051290|XP_038120986.1|CQUI, LOC6045184|XP_038120344.1|CQUI
OG0001299	LOC6544268|XP_001971954.1|DERE	LOC6049643|XP_038121699.1|CQUI, LOC6045696|XP_038115784.1|CQUI
OG0001300	LOC6551784|XP_001980597.1|DERE	LOC6035030|XP_001845275.1|CQUI
OG0001301	LOC6542841|XP_001970076.1|DERE	LOC6039153|XP_001848808.2|CQUI, LOC6039154|XP_001848809.2|CQUI
OG0001302	LOC6547451|XP_026836566.1|DERE	LOC6047583|XP_001864626.2|CQUI
OG0001303	LOC6556244|XP_026839555.1|DERE, LOC6552357|XP_001979821.1|DERE, LOC6552355|XP_001979819.1|DERE	LOC6045151|XP_001862551.1|CQUI
OG0001304	LOC6549513|XP_026836132.1|DERE	LOC6051294|XP_038115861.1|CQUI
OG0001305	LOC6552686|XP_026835679.1|DERE	LOC6042960|XP_038116247.1|CQUI
OG0001306	LOC6552486|XP_001979835.1|DERE	LOC6047141|XP_038115120.1|CQUI
OG0001307	LOC6545096|XP_015013259.1|DERE	LOC6045564|XP_038118987.1|CQUI
OG0001308	LOC6555528|XP_026837276.1|DERE	LOC6042267|XP_038118191.1|CQUI
OG0001309	LOC6553357|XP_001980186.1|DERE	LOC6037560|XP_038120045.1|CQUI, LOC6037559|XP_001847457.2|CQUI
OG0001310	LOC6550372|XP_001977853.1|DERE	LOC6047951|XP_038121204.1|CQUI
OG0001311	LOC6550257|XP_026838073.1|DERE	LOC6033402|XP_038108518.1|CQUI, LOC6050205|XP_038104691.1|CQUI
OG0001312	LOC6543867|XP_001972343.1|DERE, LOC6543868|XP_001972344.1|DERE	LOC6043662|XP_038113256.1|CQUI
OG0001313	LOC6549055|XP_001975577.1|DERE	LOC6042364|XP_001851491.2|CQUI
OG0001314	LOC26526017|XP_015015431.1|DERE	LOC119765376|XP_038105034.1|CQUI, LOC119768586|XP_038114575.1|CQUI, LOC6053091|XP_001869240.2|CQUI, LOC6047348|XP_038113711.1|CQUI, LOC6033905|XP_038106239.1|CQUI
OG0001315	LOC6555559|XP_001982584.1|DERE	LOC6038959|XP_038120814.1|CQUI
OG0001326	LOC6555294|XP_026839773.1|DERE	LOC6035538|XP_001845699.1|CQUI, LOC6040423|XP_038104928.1|CQUI
OG0001328	LOC6550709|XP_026838036.1|DERE	LOC6040979|XP_001850277.2|CQUI
OG0001329	LOC6550002|XP_001977468.1|DERE	LOC6042511|XP_001870667.2|CQUI
OG0001330	LOC6550582|XP_001978183.1|DERE	LOC6051124|XP_038112631.1|CQUI
OG0001331	LOC6555632|XP_001982516.1|DERE	LOC6048186|XP_001865140.2|CQUI, LOC6048182|XP_001865139.2|CQUI
OG0001332	LOC6550077|XP_026837754.1|DERE	LOC6039048|XP_001848726.2|CQUI, LOC6039047|XP_001848725.2|CQUI
OG0001333	LOC6542171|XP_001968537.2|DERE	LOC6045950|XP_038105005.1|CQUI, LOC6045951|XP_038117371.1|CQUI
OG0001334	LOC6555347|XP_026839639.1|DERE	LOC6037928|XP_038116113.1|CQUI, LOC6054650|XP_038122534.1|CQUI
OG0001335	LOC6553840|XP_026839811.1|DERE	LOC6034790|XP_038104487.1|CQUI, LOC6034789|XP_038104575.1|CQUI
OG0001337	LOC6550059|XP_026838050.1|DERE	LOC6051267|XP_038106593.1|CQUI
OG0001338	LOC6548277|XP_001975259.1|DERE	LOC6052081|XP_001868402.1|CQUI
OG0001339	LOC6546591|XP_001975905.2|DERE	LOC6041047|XP_001850358.2|CQUI
OG0001340	LOC6544880|XP_001973840.2|DERE	LOC6035081|XP_001845316.2|CQUI
OG0001341	LOC6554548|XP_001981949.1|DERE	LOC6037322|XP_001847247.2|CQUI
OG0001344	LOC6554960|XP_026839874.1|DERE	LOC6049262|XP_038111703.1|CQUI, LOC6049278|XP_038113436.1|CQUI
OG0001345	LOC6552044|XP_001980720.1|DERE	LOC6039603|XP_001849176.2|CQUI, LOC6035067|XP_001845303.1|CQUI
OG0001346	LOC6552501|XP_001980856.2|DERE, LOC6552502|XP_026834514.1|DERE	LOC119768737|XP_038115561.1|CQUI
OG0001347	LOC6549692|XP_001978725.1|DERE	LOC6037351|XP_001847274.2|CQUI
OG0001348	LOC6550033|XP_001977499.1|DERE	LOC6035324|XP_001845539.2|CQUI
OG0001349	LOC6545659|XP_026833979.1|DERE	LOC6031053|XP_038118485.1|CQUI
OG0001350	LOC6544580|XP_026833344.1|DERE	LOC6031018|XP_038118484.1|CQUI
OG0001351	LOC6541096|XP_001969111.1|DERE	LOC6039262|XP_001848897.2|CQUI
OG0001352	LOC6541987|XP_015014695.1|DERE	LOC6039281|XP_038119488.1|CQUI
OG0001353	LOC6544339|XP_026833190.1|DERE	LOC6047788|XP_001864800.2|CQUI, LOC6044635|XP_001862123.1|CQUI
OG0001354	LOC6547922|XP_015012652.1|DERE	LOC6047340|XP_038118747.1|CQUI
OG0001355	LOC6546656|XP_001974499.1|DERE	LOC6041332|XP_001850609.1|CQUI, LOC119768576|XP_038114525.1|CQUI, LOC6041748|XP_001850966.2|CQUI, LOC6045513|XP_001862876.1|CQUI, LOC6046214|XP_001863443.2|CQUI
OG0001356	LOC6551923|XP_026832033.1|DERE	LOC6036243|XP_038119253.1|CQUI, LOC6050488|XP_038120895.1|CQUI
OG0001357	LOC6543839|XP_001971411.1|DERE	LOC6040104|XP_001849570.2|CQUI
OG0001358	LOC6546068|XP_001972809.1|DERE	LOC6048059|XP_038118974.1|CQUI
OG0001359	LOC6541153|XP_001970052.1|DERE	LOC6050003|XP_038119402.1|CQUI, LOC6050011|XP_001866683.2|CQUI
OG0001360	LOC6541940|XP_001969119.1|DERE	LOC6036534|XP_001846579.2|CQUI
OG0001361	LOC6543973|XP_001972207.2|DERE	LOC6039413|XP_038114631.1|CQUI, LOC6031921|XP_038114630.1|CQUI
OG0001362	LOC6543978|XP_001972212.1|DERE	LOC6036218|XP_001846293.1|CQUI
OG0001363	LOC6554076|XP_001979514.1|DERE	LOC6039410|XP_001849022.1|CQUI, LOC6047507|XP_001864556.2|CQUI
OG0001364	LOC6547257|XP_026836172.1|DERE	LOC6045816|XP_038117771.1|CQUI, LOC6049405|XP_038110257.1|CQUI
OG0001365	LOC6544771|XP_001971677.1|DERE	LOC6036529|XP_001846574.1|CQUI
OG0001367	LOC6546677|XP_026837008.1|DERE	LOC6035628|XP_038118306.1|CQUI
OG0001368	LOC6541043|XP_026834794.1|DERE	LOC6033581|XP_038118796.1|CQUI
OG0001369	LOC6551035|XP_001978254.1|DERE	LOC6035620|XP_001845769.2|CQUI
OG0001370	LOC6547807|XP_026836625.1|DERE	LOC6030780|XP_001841674.2|CQUI
OG0001372	LOC6547078|XP_026836645.1|DERE	LOC6052802|XP_038118759.1|CQUI
OG0001373	LOC6543284|XP_026834406.1|DERE	LOC6041327|XP_038111903.1|CQUI
OG0001374	LOC6549420|XP_001975653.1|DERE	LOC6032452|XP_001843048.1|CQUI
OG0001375	LOC6551754|XP_026831965.1|DERE	LOC119766164|XP_038106502.1|CQUI
OG0001376	LOC6546866|XP_001976062.1|DERE	LOC6048889|XP_001865734.2|CQUI, LOC6048890|XP_001865735.2|CQUI
OG0001377	LOC6541109|XP_001970215.2|DERE	LOC6031968|XP_038112116.1|CQUI
OG0001378	LOC6542871|XP_026834559.1|DERE	LOC6039573|XP_001849170.2|CQUI
OG0001379	LOC6541976|XP_015015288.1|DERE	LOC6045361|XP_038113639.1|CQUI
OG0001381	LOC6548647|XP_026835712.1|DERE	LOC6033216|XP_001843693.2|CQUI
OG0001382	LOC6541384|XP_015015166.1|DERE	LOC6031266|XP_038109596.1|CQUI
OG0001383	LOC6540772|XP_001970388.1|DERE	LOC6048994|XP_001865828.1|CQUI
OG0001384	LOC6549501|XP_001974292.1|DERE	LOC6046637|XP_001863807.2|CQUI
OG0001385	LOC6540831|XP_001969330.2|DERE	LOC6034387|XP_038110617.1|CQUI
OG0001387	LOC6542134|XP_026835090.1|DERE	LOC6047222|XP_001864306.1|CQUI, LOC6047224|XP_038112158.1|CQUI
OG0001388	LOC6543257|XP_001969423.1|DERE	LOC6032182|XP_038109835.1|CQUI, LOC6032181|XP_038113802.1|CQUI, LOC6052123|XP_001868440.2|CQUI
OG0001389	LOC6554303|XP_001982127.2|DERE	LOC6044883|XP_038121439.1|CQUI, LOC6038982|XP_038119289.1|CQUI
OG0001390	LOC6542226|XP_001968679.2|DERE	LOC6043555|XP_038119180.1|CQUI
OG0001391	LOC6549495|XP_001974286.1|DERE	LOC6048704|XP_038118530.1|CQUI
OG0001392	LOC6550767|XP_026838112.1|DERE	LOC6041800|XP_001851015.2|CQUI
OG0001393	LOC6549410|XP_001974316.1|DERE	LOC119770223|XP_038120602.1|CQUI
OG0001394	LOC6541303|XP_001969465.1|DERE	LOC6046271|XP_038119136.1|CQUI, LOC119766035|XP_038106314.1|CQUI, LOC6052486|XP_038108722.1|CQUI
OG0001395	LOC6553175|XP_001980011.1|DERE	LOC119770297|XP_038120835.1|CQUI
OG0001396	LOC6549705|XP_001977447.1|DERE	LOC6039739|XP_001849290.2|CQUI
OG0001397	LOC6554065|XP_026834878.1|DERE	LOC6047980|XP_038116129.1|CQUI, LOC6037602|XP_038121622.1|CQUI
OG0001399	LOC6541212|XP_026839330.1|DERE, LOC26526050|XP_015015440.1|DERE	LOC6046189|XP_038112799.1|CQUI
OG0001400	LOC6553635|XP_001980318.1|DERE	LOC6046814|XP_001863949.2|CQUI
OG0001401	LOC6545791|XP_001973441.1|DERE	LOC6035448|XP_001845635.2|CQUI, LOC6043103|XP_001855831.2|CQUI, LOC6035463|XP_001845649.1|CQUI
OG0001402	LOC6544887|XP_001973151.1|DERE	LOC6052985|XP_001869146.2|CQUI
OG0001403	LOC6545527|XP_026832664.1|DERE	LOC6035872|XP_001845986.2|CQUI, LOC6035873|XP_001845987.2|CQUI
OG0001404	LOC6549550|XP_015012456.1|DERE	LOC6031682|XP_038114066.1|CQUI
OG0001405	LOC6548175|XP_001975158.1|DERE	LOC6037799|XP_001847675.2|CQUI
OG0001406	LOC6551605|XP_001977130.1|DERE	LOC6051904|XP_001868262.1|CQUI
OG0001407	LOC6543615|XP_026832845.1|DERE	LOC6038938|XP_001848633.1|CQUI
OG0001408	LOC6548865|XP_001975451.1|DERE	LOC6054709|XP_001870580.2|CQUI
OG0001429	LOC6552691|XP_001979879.1|DERE	LOC6048863|XP_038105219.1|CQUI, LOC6047055|XP_038104443.1|CQUI
OG0001430	LOC6553615|XP_001980244.1|DERE	LOC6044329|XP_038105537.1|CQUI
OG0001431	LOC6549900|XP_026838512.1|DERE	LOC6035151|XP_038104540.1|CQUI
OG0001432	LOC6550246|XP_001977921.2|DERE	LOC6054521|XP_038122563.1|CQUI
OG0001433	LOC6554793|XP_001982224.1|DERE	LOC6046915|XP_038104735.1|CQUI
OG0001434	LOC6550874|XP_015010954.1|DERE	LOC6045215|XP_001862605.2|CQUI
OG0001435	LOC6541406|XP_001970512.1|DERE	LOC6051492|XP_038117227.1|CQUI, LOC6045719|XP_001863028.2|CQUI
OG0001436	LOC6554905|XP_001981590.3|DERE	LOC6050198|XP_038104525.1|CQUI
OG0001437	LOC6543470|XP_001970286.1|DERE	LOC6048183|XP_001865135.1|CQUI
OG0001438	LOC6555103|XP_001981430.1|DERE	LOC6037949|XP_038122757.1|CQUI
OG0001439	LOC6553472|XP_001979372.1|DERE	LOC6049817|XP_038122655.1|CQUI, LOC6052268|XP_038106474.1|CQUI, LOC6035724|XP_038116899.1|CQUI, LOC119766585|XP_038107328.1|CQUI
OG0001440	LOC6550226|XP_001978194.3|DERE	LOC6048960|XP_038105048.1|CQUI
OG0001442	LOC6542126|XP_001970104.1|DERE	LOC6044008|XP_001861568.1|CQUI
OG0001443	LOC6554210|XP_001981227.1|DERE	LOC6047470|XP_001864524.2|CQUI, LOC6047471|XP_001864525.2|CQUI
OG0001444	LOC6552944|XP_001981021.1|DERE	LOC6044859|XP_038104624.1|CQUI
OG0001445	LOC6552130|XP_015009536.1|DERE	LOC6039932|XP_001849430.1|CQUI
OG0001446	LOC6554755|XP_001982191.2|DERE	LOC6040670|XP_038122660.1|CQUI, LOC119765526|XP_038105472.1|CQUI
OG0001447	LOC6554034|XP_001980507.2|DERE	LOC6035336|XP_038104354.1|CQUI
OG0001448	LOC6555324|XP_015009174.1|DERE	LOC6035542|XP_001845700.1|CQUI, LOC6047272|XP_001864351.2|CQUI, LOC6047705|XP_001864727.2|CQUI
OG0001449	LOC6548929|XP_001975416.2|DERE	LOC6039600|XP_001849180.2|CQUI
OG0001450	LOC6542538|XP_001968861.1|DERE	LOC6031154|XP_038116027.1|CQUI
OG0001451	LOC6541747|XP_026834553.1|DERE	LOC6038893|XP_038113599.1|CQUI, LOC119767033|XP_038110189.1|CQUI, LOC119769371|XP_038117350.1|CQUI
OG0001452	LOC6547333|XP_026836098.1|DERE	LOC6052660|XP_038115024.1|CQUI
OG0001453	LOC6546227|XP_001973569.1|DERE	LOC6049785|XP_001866492.2|CQUI, LOC6049784|XP_001866491.2|CQUI
OG0001454	LOC6552408|XP_001979806.1|DERE	LOC6032932|XP_001843452.2|CQUI
OG0001455	LOC6543913|XP_026833507.1|DERE	LOC6051546|XP_038119698.1|CQUI
OG0001456	LOC6541201|XP_026834192.1|DERE	LOC6052304|XP_038116089.1|CQUI
OG0001457	LOC6549525|XP_001975817.1|DERE	LOC6039266|XP_038118474.1|CQUI
OG0001458	LOC6549335|XP_001975635.1|DERE	LOC6041453|XP_038116471.1|CQUI, LOC6041452|XP_038117278.1|CQUI
OG0001459	LOC6545097|XP_001972048.1|DERE	LOC6052886|XP_038112076.1|CQUI, LOC6045671|XP_038117105.1|CQUI
OG0001460	LOC6541701|XP_026834623.1|DERE	LOC6043365|XP_038120741.1|CQUI
OG0001461	LOC6550354|XP_026837973.1|DERE	LOC6048746|XP_038116352.1|CQUI
OG0001464	LOC6555714|XP_001982558.1|DERE	LOC6043979|XP_038118854.1|CQUI
OG0001465	LOC6547168|XP_001976169.1|DERE	LOC6052932|XP_038120832.1|CQUI
OG0001466	LOC6541235|XP_001969712.2|DERE	LOC6036432|XP_038121604.1|CQUI
OG0001467	LOC6542256|XP_001969842.1|DERE	LOC6050213|XP_001866857.1|CQUI, LOC6036548|XP_001846591.2|CQUI
OG0001468	LOC6545453|XP_015013866.2|DERE	LOC6038227|XP_001848055.2|CQUI
OG0001469	LOC6549218|XP_026836328.1|DERE, LOC6554284|XP_001981752.2|DERE	LOC6041964|XP_038118490.1|CQUI
OG0001470	LOC6545889|XP_001973431.1|DERE	LOC6050356|XP_038121253.1|CQUI, LOC6050354|XP_038117145.1|CQUI
OG0001471	LOC6545127|XP_015013607.1|DERE	LOC6037170|XP_038117414.1|CQUI
OG0001472	LOC6544218|XP_001973034.1|DERE	LOC6035488|XP_001845669.1|CQUI
OG0001473	LOC6552084|XP_026838647.1|DERE	LOC6043807|XP_001861406.2|CQUI, LOC6043808|XP_038122295.1|CQUI
OG0001474	LOC6551282|XP_001978426.1|DERE	LOC6040681|XP_038105414.1|CQUI
OG0001475	LOC6542184|XP_001969104.1|DERE	LOC6043752|XP_038110406.1|CQUI
OG0001476	LOC6550249|XP_026838261.1|DERE	LOC6048642|XP_038110160.1|CQUI
OG0001477	LOC6554557|XP_026837003.1|DERE	LOC6032451|XP_001843047.1|CQUI
OG0001478	LOC6540776|XP_026834221.1|DERE	LOC6034120|XP_001844488.2|CQUI
OG0001480	LOC6540822|XP_001968167.1|DERE	LOC6043201|XP_001857542.2|CQUI
OG0001481	LOC6549125|XP_026836120.1|DERE	LOC6031364|XP_038107828.1|CQUI
OG0001482	LOC6548662|XP_001975384.1|DERE	LOC6031947|XP_001842625.2|CQUI
OG0001483	LOC6548635|XP_026838669.1|DERE	LOC6043303|XP_038106817.1|CQUI
OG0001484	LOC6542544|XP_001968559.1|DERE	LOC6031200|XP_001842038.2|CQUI, LOC6036994|XP_038106889.1|CQUI
OG0001485	LOC6545090|XP_001973276.1|DERE	LOC6036177|XP_038106782.1|CQUI, LOC119766360|XP_038106781.1|CQUI, LOC6036179|XP_038113696.1|CQUI
OG0001486	LOC6541677|XP_001970227.1|DERE	LOC6034896|XP_038107061.1|CQUI
OG0001487	LOC26527072|XP_026838615.1|DERE	LOC6053489|XP_038110588.1|CQUI
OG0001488	LOC6549471|XP_001975777.1|DERE	LOC6047908|XP_038114121.1|CQUI
OG0001489	LOC6548947|XP_015011964.2|DERE	LOC6032104|XP_038107020.1|CQUI, LOC6032110|XP_038112609.1|CQUI
OG0001490	LOC6541656|XP_001968482.1|DERE	LOC6032134|XP_001842788.1|CQUI
OG0001491	LOC6541139|XP_026835079.1|DERE	LOC6033331|XP_001843796.1|CQUI
OG0001492	LOC6542576|XP_001970122.1|DERE	LOC6048340|XP_038111871.1|CQUI
OG0001493	LOC6550437|XP_026837813.1|DERE	LOC6040502|XP_001849888.1|CQUI
OG0001494	LOC6551443|XP_001978541.1|DERE	LOC119770364|XP_038121011.1|CQUI, LOC6045228|XP_001862626.2|CQUI, LOC119770518|XP_038121458.1|CQUI, LOC119770266|XP_038120748.1|CQUI, LOC6054405|XP_001870323.1|CQUI
OG0001495	LOC113563683|XP_026835340.1|DERE	LOC6041805|XP_001851019.2|CQUI
OG0001496	LOC6551510|XP_001978581.2|DERE	LOC119769667|XP_038118888.1|CQUI
OG0001497	LOC6540620|XP_001970338.1|DERE	LOC6048948|XP_038120703.1|CQUI
OG0001500	LOC6547292|XP_001974774.1|DERE	LOC6050346|XP_038118495.1|CQUI
OG0001501	LOC6553784|XP_001980483.1|DERE	LOC6037771|XP_001847650.2|CQUI, LOC6037770|XP_001847649.2|CQUI
OG0001502	LOC6548971|XP_026835932.1|DERE	LOC6033994|XP_001844381.1|CQUI
OG0001503	LOC6542918|XP_026834344.1|DERE	LOC6031515|XP_038110033.1|CQUI
OG0001504	LOC6551549|XP_026837217.1|DERE	LOC6036866|XP_038107420.1|CQUI
OG0001506	LOC6546723|XP_015011626.1|DERE	LOC6043675|XP_038109186.1|CQUI
OG0001507	LOC6547979|XP_015012258.1|DERE	LOC6036616|XP_038108568.1|CQUI, LOC6049887|XP_038108917.1|CQUI
OG0001508	LOC6547756|XP_001974879.1|DERE	LOC6047098|XP_038110554.1|CQUI, LOC6051703|XP_038112138.1|CQUI
OG0001509	LOC6548184|XP_001975093.2|DERE	LOC6042455|XP_038114123.1|CQUI
OG0001510	LOC6540675|XP_001968874.1|DERE	LOC6049879|XP_001866569.2|CQUI, LOC6053362|XP_038112276.1|CQUI
OG0001511	LOC6548421|XP_026835740.1|DERE	LOC6034200|XP_001844554.2|CQUI
OG0001512	LOC6544099|XP_001971440.2|DERE	LOC6034555|XP_038113919.1|CQUI
OG0001513	LOC6544654|XP_026832267.1|DERE	LOC6034558|XP_038106054.1|CQUI
OG0001515	LOC6555609|XP_001982444.1|DERE	LOC6032502|XP_001843091.1|CQUI
OG0001534	LOC6551545|XP_015011364.1|DERE	LOC119768890|XP_038116590.1|CQUI, LOC6050116|XP_038116548.1|CQUI
OG0001535	LOC6549873|XP_001978654.1|DERE	LOC6049759|XP_001866470.2|CQUI
OG0001536	LOC6550269|XP_001977628.1|DERE	LOC6047702|XP_001864725.2|CQUI, LOC119769391|XP_038117458.1|CQUI
OG0001537	LOC6540761|XP_001968181.1|DERE	LOC6036962|XP_038104622.1|CQUI
OG0001538	LOC6550836|XP_026837662.1|DERE	LOC6051448|XP_001867887.1|CQUI
OG0001539	LOC6547767|XP_001976389.1|DERE	LOC6047629|XP_038111858.1|CQUI
OG0001540	LOC6541512|XP_026834456.1|DERE	LOC6045246|XP_038104466.1|CQUI
OG0001541	LOC6544234|XP_026833043.1|DERE	LOC6040730|XP_038108263.1|CQUI
OG0001542	LOC6551767|XP_026833239.1|DERE	LOC6040719|XP_038122365.1|CQUI
OG0001543	LOC6550003|XP_026837345.1|DERE	LOC6049648|XP_038119626.1|CQUI, LOC119766019|XP_038106279.1|CQUI
OG0001545	LOC6549659|XP_001978708.3|DERE	LOC6041845|XP_001851055.2|CQUI
OG0001546	LOC6549658|XP_001978707.1|DERE	LOC6041847|XP_038105040.1|CQUI, LOC6041843|XP_001851053.2|CQUI
OG0001547	LOC6550847|XP_026837707.1|DERE	LOC6034424|XP_038104911.1|CQUI
OG0001548	LOC6550488|XP_026838086.1|DERE	LOC6031444|XP_038107826.1|CQUI
OG0001549	LOC6547749|XP_015012611.1|DERE	LOC119771149|XP_038122501.1|CQUI, LOC6031765|XP_038110368.1|CQUI
OG0001551	LOC6554766|XP_026839830.1|DERE	LOC6048977|XP_038105432.1|CQUI, LOC6048979|XP_038123020.1|CQUI
OG0001552	LOC6552497|XP_001980852.1|DERE	LOC6042417|XP_001851537.1|CQUI
OG0001553	LOC6550902|XP_001976810.1|DERE	LOC6049664|XP_038117806.1|CQUI
OG0001554	LOC6551978|XP_015010059.2|DERE	LOC6047921|XP_038115900.1|CQUI
OG0001555	LOC6549323|XP_026836131.1|DERE	LOC6041540|XP_038112803.1|CQUI, LOC6035547|XP_038111901.1|CQUI
OG0001556	LOC6547046|XP_001974635.1|DERE	LOC6036277|XP_001846343.1|CQUI
OG0001557	LOC6551323|XP_026838850.1|DERE	LOC6032557|XP_038117789.1|CQUI
OG0001559	LOC6554942|XP_001982013.1|DERE	LOC6032627|XP_038117581.1|CQUI
OG0001560	LOC6553436|XP_026836830.1|DERE	LOC6035520|XP_038105194.1|CQUI
OG0001561	LOC6552350|XP_026831936.1|DERE	LOC6039613|XP_001849187.2|CQUI
OG0001562	LOC6540869|XP_001970054.2|DERE	LOC6041461|XP_001850718.2|CQUI, LOC6047991|XP_001864968.2|CQUI, LOC6041457|XP_038118003.1|CQUI
OG0001563	LOC6544512|XP_001973796.1|DERE	LOC6037333|XP_038119352.1|CQUI
OG0001564	LOC6552960|XP_026832137.1|DERE	LOC6032190|XP_038114038.1|CQUI
OG0001565	LOC6552927|XP_026839509.1|DERE	LOC6049260|XP_038122779.1|CQUI, LOC6040673|XP_038108211.1|CQUI
OG0001566	LOC6551943|XP_001980631.1|DERE	LOC6045590|XP_001862931.1|CQUI
OG0001567	LOC6547178|XP_001976076.1|DERE	LOC6032066|XP_001842732.1|CQUI
OG0001568	LOC6552626|XP_015010203.1|DERE	LOC6032078|XP_038104758.1|CQUI
OG0001569	LOC6553502|XP_001980229.1|DERE	LOC6032085|XP_001842751.2|CQUI
OG0001570	LOC6553588|XP_001980284.1|DERE	LOC6033929|XP_038104685.1|CQUI
OG0001571	LOC6541476|XP_026835060.1|DERE	LOC6031781|XP_038112990.1|CQUI
OG0001572	LOC6550559|XP_001977959.1|DERE	LOC6031115|XP_001841960.1|CQUI, LOC6031114|XP_038118150.1|CQUI
OG0001573	LOC6544082|XP_001971939.1|DERE	LOC6047431|XP_038117579.1|CQUI
OG0001574	LOC6555805|XP_001982379.1|DERE	LOC6032294|XP_038113921.1|CQUI, LOC6043339|XP_001870938.1|CQUI
OG0001575	LOC6555108|XP_001982024.1|DERE	LOC6044655|XP_001862135.2|CQUI
OG0001576	LOC6551778|XP_001980591.3|DERE	LOC6036108|XP_038113191.1|CQUI
OG0001577	LOC6554334|XP_026831720.1|DERE	LOC6052635|XP_001868870.2|CQUI
OG0001578	LOC6546929|XP_001974690.1|DERE	LOC6043960|XP_001861544.2|CQUI
OG0001580	LOC6547552|XP_026836095.1|DERE	LOC6044030|XP_038120827.1|CQUI
OG0001581	LOC6549792|XP_001977315.2|DERE	LOC6033567|XP_038117164.1|CQUI
OG0001582	LOC6546803|XP_001975897.3|DERE	LOC6040624|XP_038117190.1|CQUI
OG0001583	LOC6541034|XP_001970560.1|DERE	LOC6033584|XP_038119265.1|CQUI
OG0001584	LOC6545203|XP_001971064.1|DERE	LOC6037160|XP_001847097.2|CQUI
OG0001586	LOC6544578|XP_001971457.1|DERE	LOC6033454|XP_038119090.1|CQUI
OG0001587	LOC6542066|XP_001970845.1|DERE	LOC119768753|XP_038115649.1|CQUI
OG0001588	LOC6542666|XP_026834902.1|DERE	LOC6044356|XP_038107986.1|CQUI
OG0001589	LOC6543033|XP_001970884.1|DERE	LOC6039992|XP_038107604.1|CQUI
OG0001590	LOC6547424|XP_026835999.1|DERE	LOC6041414|XP_038114421.1|CQUI
OG0001591	LOC6554774|XP_015009196.1|DERE	LOC6041386|XP_038110439.1|CQUI
OG0001593	LOC6542752|XP_001969735.1|DERE	LOC6037875|XP_038113769.1|CQUI
OG0001594	LOC6543522|XP_026835252.1|DERE	LOC6048482|XP_038113910.1|CQUI
OG0001595	LOC6546864|XP_001976060.1|DERE	LOC6048886|XP_038109078.1|CQUI
OG0001596	LOC6549312|XP_001974234.1|DERE	LOC6045156|XP_001862557.2|CQUI
OG0001597	LOC26526449|XP_015012804.1|DERE	LOC6046049|XP_001863305.1|CQUI
OG0001598	LOC6543430|XP_026833997.1|DERE	LOC6036156|XP_038107213.1|CQUI
OG0001599	LOC6542962|XP_001970072.1|DERE	LOC6038712|XP_001848456.2|CQUI
OG0001600	LOC6541124|XP_001968921.2|DERE	LOC6045655|XP_038110464.1|CQUI
