Orthogroup	DSUP.longest_only	DMIR.longest_only
OG0000826	LOC119552046|XP_037717717.1|DSUP	LOC117195073|XP_033255632.1|DMIR, LOC117195070|XP_033255630.1|DMIR, LOC117195072|XP_033255631.1|DMIR, LOC117195074|XP_033255633.1|DMIR, LOC117194988|XP_033255361.1|DMIR, LOC117194981|XP_033255350.1|DMIR, LOC117194980|XP_033255349.1|DMIR, LOC117194979|XP_033255348.1|DMIR, LOC117194982|XP_033255351.1|DMIR, LOC117189505|XP_033250532.1|DMIR, LOC117194978|XP_033255345.1|DMIR, LOC117194983|XP_033255353.1|DMIR, LOC117189504|XP_033250531.1|DMIR, LOC117194976|XP_033255341.1|DMIR, LOC117194996|XP_033255373.1|DMIR, LOC117194992|XP_033255367.1|DMIR, LOC117194991|XP_033255366.1|DMIR, LOC117194995|XP_033255372.1|DMIR, LOC117194990|XP_033255365.1|DMIR, LOC117194989|XP_033255364.1|DMIR, LOC117194994|XP_033255370.1|DMIR, LOC117194997|XP_033255374.1|DMIR, LOC117195056|XP_033255598.1|DMIR, LOC117195051|XP_033255595.1|DMIR, LOC117195075|XP_033255634.1|DMIR, LOC117194965|XP_033255335.1|DMIR, LOC117195076|XP_033255635.1|DMIR, LOC117194986|XP_033255356.1|DMIR, LOC117194987|XP_033255359.1|DMIR, LOC117194984|XP_033255354.1|DMIR, LOC108159298|XP_017147956.1|DMIR
OG0000828	LOC119562972|XP_037732076.1|DSUP, LOC119562971|XP_037732075.1|DSUP	LOC108154563|XP_017140354.1|DMIR, LOC108157848|XP_017145541.1|DMIR
OG0000830	LOC119556322|XP_037724337.1|DSUP	LOC108155028|XP_017141076.1|DMIR
OG0000831	LOC119553781|XP_037720316.1|DSUP	LOC117193559|XP_033254197.1|DMIR, LOC108159607|XP_017148550.1|DMIR
OG0000832	LOC119551843|XP_037717344.1|DSUP	LOC117193823|XP_033254424.1|DMIR, LOC108158579|XP_017146511.1|DMIR
OG0000832	LOC119546226|XP_037708293.1|DSUP	LOC108161207|XP_017150917.1|DMIR
OG0000833	LOC119555527|XP_037722880.1|DSUP	LOC108165428|XP_017156956.1|DMIR
OG0000834	LOC119556825|XP_037725212.1|DSUP	LOC108154517|XP_017140307.1|DMIR
OG0000835	LOC119555686|XP_037723248.1|DSUP	LOC108153342|XP_017138767.1|DMIR
OG0000836	LOC119546921|XP_037709480.1|DSUP	LOC117188880|XP_033249299.1|DMIR, LOC117188881|XP_033249300.1|DMIR, LOC108164111|XP_033249298.1|DMIR
OG0000836	LOC119546215|XP_037708280.1|DSUP	LOC108161607|XP_017151392.1|DMIR
OG0000837	LOC119551124|XP_037716235.1|DSUP	LOC117187715|XP_033246351.1|DMIR, LOC117190732|XP_033251687.1|DMIR
OG0000837	LOC119557450|XP_037726143.1|DSUP	LOC108162100|XP_017152153.1|DMIR
OG0000838	LOC119546557|XP_037708849.1|DSUP	LOC108161713|XP_017151522.1|DMIR
OG0000838	LOC119546558|XP_037708850.1|DSUP	LOC108161714|XP_017151523.1|DMIR
OG0000839	LOC119560707|XP_037730228.1|DSUP	LOC108154741|XP_017140599.1|DMIR
OG0000840	LOC119559469|XP_037728507.1|DSUP, LOC119557438|XP_037726128.1|DSUP	LOC108164574|XP_017155882.1|DMIR
OG0000841	LOC119562331|XP_037731418.1|DSUP, LOC119562338|XP_037731433.1|DSUP	LOC108157441|XP_017144984.1|DMIR
OG0000842	LOC119550281|XP_037714798.1|DSUP, LOC119550149|XP_037714587.1|DSUP	LOC108158195|XP_017145903.1|DMIR
OG0000842	LOC119547884|XP_037710853.1|DSUP	LOC108157095|XP_017144448.1|DMIR
OG0000843	LOC119551213|XP_037716376.1|DSUP	LOC117191099|XP_033251953.1|DMIR, LOC117190358|XP_033251328.1|DMIR, LOC117190631|XP_033251567.1|DMIR, LOC117190630|XP_033251566.1|DMIR, LOC117190170|XP_033251123.1|DMIR, LOC117190355|XP_033251325.1|DMIR, LOC117190335|XP_033251306.1|DMIR, LOC117190332|XP_033251301.1|DMIR, LOC117190336|XP_033251307.1|DMIR, LOC117190337|XP_033251309.1|DMIR, LOC117191089|XP_033251943.1|DMIR, LOC117190328|XP_033251297.1|DMIR, LOC117190327|XP_033251293.1|DMIR, LOC117190333|XP_033251302.1|DMIR, LOC117190329|XP_033251298.1|DMIR, LOC117190331|XP_033251300.1|DMIR, LOC117190330|XP_033251299.1|DMIR, LOC117191632|XP_033252336.1|DMIR, LOC117187714|XP_033246349.1|DMIR, LOC117191634|XP_033252337.1|DMIR, LOC117190320|XP_033251286.1|DMIR, LOC117190334|XP_033251303.1|DMIR
OG0000844	LOC119549890|XP_037714125.1|DSUP	LOC108160082|XP_017149343.1|DMIR
OG0000844	LOC119559947|XP_037729102.1|DSUP	LOC108155080|XP_017141186.1|DMIR
OG0000845	LOC119557928|XP_037726865.1|DSUP	LOC108163324|XP_017154048.1|DMIR
OG0000845	LOC119557304|XP_037725942.1|DSUP	LOC108163318|XP_017154034.1|DMIR
OG0000846	LOC119556817|XP_037725199.1|DSUP	LOC108157191|XP_017144609.1|DMIR
OG0000847	LOC119549781|XP_037713971.1|DSUP	LOC108160915|XP_017150682.1|DMIR
OG0000847	LOC119552009|XP_037717667.1|DSUP	LOC117194160|XP_033254707.1|DMIR, LOC108159107|XP_017147569.1|DMIR
OG0000848	LOC119547075|XP_037709690.1|DSUP	LOC108164018|XP_017155082.1|DMIR
OG0000849	LOC119547068|XP_037709681.1|DSUP	LOC108162518|XP_017152787.1|DMIR
OG0000849	LOC119546972|XP_037709548.1|DSUP	LOC108162594|XP_017152901.1|DMIR
OG0000850	LOC119551003|XP_037715985.1|DSUP	LOC117191528|XP_033252260.1|DMIR, LOC108158566|XP_017146490.1|DMIR
OG0000850	LOC119551002|XP_037715983.1|DSUP	LOC108158565|XP_017146488.1|DMIR
OG0000851	LOC119550812|XP_037715681.1|DSUP	LOC117193703|XP_033254322.1|DMIR
OG0000851	LOC119550811|XP_037715679.1|DSUP	LOC117188289|XP_033247763.1|DMIR, LOC108160838|XP_033254320.1|DMIR, LOC108158383|XP_017146126.2|DMIR, LOC117188354|XP_033247975.1|DMIR, LOC117188290|XP_033247764.1|DMIR, LOC117193702|XP_033254321.1|DMIR, LOC108160966|XP_017150753.1|DMIR
OG0000852	LOC119551582|XP_037716912.1|DSUP	LOC117191554|XP_033252275.1|DMIR, LOC108159359|XP_017148071.1|DMIR
OG0000854	LOC119556126|XP_037723941.1|DSUP	LOC108160280|XP_017149655.1|DMIR
OG0000854	LOC119556124|XP_037723938.1|DSUP	LOC108160260|XP_017149621.1|DMIR
OG0000855	LOC119556918|XP_037725333.1|DSUP	LOC108150977|XP_017134808.1|DMIR
OG0000855	LOC119560653|XP_037730146.1|DSUP	LOC108154293|XP_017140033.1|DMIR
OG0000856	LOC119553907|XP_037720506.1|DSUP	LOC108152869|XP_017137987.1|DMIR
OG0000857	LOC119556007|XP_037723699.1|DSUP	LOC108162242|XP_017152371.1|DMIR
OG0000858	LOC119546751|XP_037709186.1|DSUP, LOC119546743|XP_037709172.1|DSUP	LOC108154170|XP_033244277.1|DMIR
OG0000860	LOC119552494|XP_037718024.1|DSUP	LOC108151523|XP_017135662.1|DMIR
OG0000860	LOC119552622|XP_037718216.1|DSUP	LOC108151758|XP_017136088.1|DMIR
OG0000861	LOC119551190|XP_037716320.1|DSUP, LOC119550584|XP_037715306.1|DSUP, LOC119558812|XP_037728006.1|DSUP	LOC108158683|XP_017146704.1|DMIR, LOC117194128|XP_033254665.1|DMIR, LOC117193108|XP_033253720.1|DMIR
OG0000862	LOC119551252|XP_037716425.1|DSUP	LOC117192274|XP_033252821.1|DMIR, LOC108158863|XP_017147085.1|DMIR
OG0000862	LOC119546890|XP_037709438.1|DSUP	LOC108163211|XP_017153855.1|DMIR
OG0000863	LOC119560369|XP_037729703.1|DSUP	LOC108155197|XP_017141358.1|DMIR
OG0000864	LOC119557822|XP_037726690.1|DSUP	LOC108152880|XP_017138002.1|DMIR
OG0000865	LOC119558265|XP_037727544.1|DSUP	LOC108163908|XP_017154925.1|DMIR
OG0000865	LOC119561712|XP_037731140.1|DSUP	LOC108156918|XP_017144154.1|DMIR
OG0000866	LOC119548658|XP_037712000.1|DSUP, LOC119548659|XP_037712002.1|DSUP	LOC117188611|XP_033248498.1|DMIR, LOC108161761|XP_033248503.1|DMIR
OG0000867	LOC119548502|XP_037711709.1|DSUP	LOC108163864|XP_017154869.1|DMIR
OG0000868	LOC119557784|XP_037726611.1|DSUP	LOC108164990|XP_017156505.1|DMIR, LOC108163639|XP_017154539.1|DMIR, LOC108163345|XP_017154074.1|DMIR, LOC108157316|XP_017144814.1|DMIR, LOC108162651|XP_017152977.1|DMIR
OG0000869	LOC119560343|XP_037729667.1|DSUP	LOC108157765|XP_017145436.1|DMIR
OG0000870	LOC119549962|XP_037714281.1|DSUP	LOC117191037|XP_033251898.1|DMIR, LOC108160499|XP_017150025.1|DMIR
OG0000871	LOC119551015|XP_037715997.1|DSUP	LOC108159137|XP_017147620.2|DMIR, LOC117188403|XP_033248129.1|DMIR
OG0000872	LOC119549224|XP_037713034.1|DSUP	LOC108158750|XP_017146849.1|DMIR
OG0000873	LOC119553214|XP_037719399.1|DSUP	LOC108152656|XP_017137639.1|DMIR
OG0000874	LOC119556963|XP_037725398.1|DSUP	LOC108165187|XP_017156746.1|DMIR
OG0000874	LOC119549428|XP_037713439.1|DSUP	LOC117193456|XP_033254103.1|DMIR, LOC108160532|XP_017150083.1|DMIR
OG0000875	LOC119553249|XP_037719454.1|DSUP	LOC108153332|XP_017138738.1|DMIR
OG0000877	LOC119553150|XP_037719298.1|DSUP	LOC108151444|XP_017135545.1|DMIR
OG0000877	LOC119557005|XP_037725464.1|DSUP	LOC108165148|XP_017156704.1|DMIR
OG0000878	LOC119551820|XP_037717309.1|DSUP	LOC117188132|XP_033247376.1|DMIR, LOC117188133|XP_033247377.1|DMIR, LOC108160693|XP_033252287.1|DMIR, LOC117188131|XP_033247374.1|DMIR
OG0000879	LOC119551910|XP_037717453.1|DSUP	LOC117190299|XP_033251273.1|DMIR, LOC117190298|XP_033251272.1|DMIR, LOC117190297|XP_033251271.1|DMIR, LOC117190300|XP_033251274.1|DMIR, LOC117190301|XP_033251276.1|DMIR, LOC117190292|XP_033251265.1|DMIR, LOC117190290|XP_033251263.1|DMIR, LOC117190288|XP_033251261.1|DMIR, LOC117190284|XP_033251256.1|DMIR, LOC117190285|XP_033251257.1|DMIR, LOC117190283|XP_033251255.1|DMIR, LOC117190295|XP_033251268.1|DMIR, LOC117190294|XP_033251267.1|DMIR, LOC117190287|XP_033251260.1|DMIR, LOC117190291|XP_033251264.1|DMIR, LOC117190286|XP_033251259.1|DMIR, LOC117190289|XP_033251262.1|DMIR, LOC117190269|XP_033251223.1|DMIR, LOC117190270|XP_033251228.1|DMIR, LOC108159433|XP_033251231.1|DMIR, LOC117190239|XP_033251180.1|DMIR, LOC117188243|XP_033247685.1|DMIR, LOC108159435|XP_033247671.1|DMIR, LOC117190282|XP_033251254.1|DMIR, LOC117190278|XP_033251247.1|DMIR, LOC117190280|XP_033251252.1|DMIR, LOC117191693|XP_033252382.1|DMIR, LOC117188217|XP_033247608.1|DMIR, LOC117188262|XP_033247712.1|DMIR, LOC117190279|XP_033251251.1|DMIR, LOC117190281|XP_033251253.1|DMIR
OG0000880	LOC119556878|XP_037725281.1|DSUP	LOC108152240|XP_017136928.1|DMIR
OG0000880	LOC119553971|XP_037720604.1|DSUP	LOC108152817|XP_017137894.1|DMIR
OG0000881	LOC119553841|XP_037720413.1|DSUP, LOC119553911|XP_037720515.1|DSUP, LOC119555104|XP_037722251.1|DSUP	LOC108153419|XP_017138910.1|DMIR
OG0000882	LOC119556981|XP_037725428.1|DSUP	LOC108160058|XP_017149297.1|DMIR
OG0000882	LOC119547657|XP_037710533.1|DSUP	LOC108161883|XP_033250029.1|DMIR
OG0000883	LOC119556418|XP_037724558.1|DSUP	LOC108150812|XP_017134609.1|DMIR
OG0000884	LOC119547630|XP_037710488.1|DSUP	LOC117188641|XP_033248686.1|DMIR, LOC108163482|XP_017154278.2|DMIR, LOC117188639|XP_033248684.1|DMIR
OG0000884	LOC119558338|XP_037727730.1|DSUP	LOC108159126|XP_017147604.1|DMIR
OG0000885	LOC119560244|XP_037729534.1|DSUP	LOC108156404|XP_017143332.1|DMIR
OG0000886	LOC119563324|XP_037732594.1|DSUP	LOC108155876|XP_017142488.1|DMIR
OG0000887	LOC119556695|XP_037725020.1|DSUP	LOC108165075|XP_017156615.1|DMIR
OG0000888	LOC119553388|XP_037719673.1|DSUP	LOC108152097|XP_017136636.2|DMIR
OG0000889	LOC119554130|XP_037720832.1|DSUP	LOC108152556|XP_017137466.1|DMIR
OG0000890	LOC119562479|XP_037731601.1|DSUP, LOC119551169|XP_037716295.1|DSUP	LOC117185730|XP_033246507.1|DMIR, LOC108160187|XP_017149506.2|DMIR
OG0000891	LOC119547849|XP_037710807.1|DSUP	LOC108163385|XP_017154128.1|DMIR
OG0000892	LOC119555231|XP_037722439.1|DSUP	LOC108152201|XP_017136849.1|DMIR
OG0000892	LOC119555435|XP_037722732.1|DSUP	LOC108152050|XP_017136541.1|DMIR
OG0000893	LOC119560177|XP_037729465.1|DSUP	LOC108153859|XP_017139447.1|DMIR
OG0000894	LOC119560741|XP_037730283.1|DSUP	LOC108156893|XP_017144122.1|DMIR, LOC108156892|XP_017144119.1|DMIR
OG0000894	LOC119559946|XP_037729100.1|DSUP	LOC108156884|XP_017144108.1|DMIR
OG0000895	LOC119551844|XP_037717345.1|DSUP	LOC108159148|XP_017147634.2|DMIR, LOC108159147|XP_017147633.1|DMIR
OG0000896	LOC119556046|XP_037723767.1|DSUP	LOC108156265|XP_017143123.1|DMIR
OG0000897	LOC119562942|XP_037732026.1|DSUP	LOC108157492|XP_017145078.1|DMIR
OG0000897	LOC119562927|XP_037732006.1|DSUP	LOC108154232|XP_017139948.1|DMIR
OG0000898	LOC119550049|XP_037714431.1|DSUP	LOC108160358|XP_017149816.1|DMIR
OG0000898	LOC119549937|XP_037714243.1|DSUP	LOC108158359|XP_017146102.1|DMIR, LOC117192426|XP_033252989.1|DMIR
OG0000899	LOC119560680|XP_037730182.1|DSUP	LOC108157561|XP_017145166.1|DMIR
OG0000900	LOC119551005|XP_037715987.1|DSUP	LOC108158571|XP_017146496.1|DMIR
OG0000900	LOC119551871|XP_037717393.1|DSUP	LOC108158570|XP_017146494.1|DMIR
OG0000901	LOC119551893|XP_037717423.1|DSUP	LOC108160946|XP_033247342.1|DMIR, LOC117192270|XP_033252815.1|DMIR
OG0000901	LOC119551441|XP_037716712.1|DSUP	LOC108158018|XP_017145650.1|DMIR
OG0000902	LOC119555822|XP_037723368.1|DSUP	LOC108156386|XP_017143336.1|DMIR
OG0000902	LOC119555821|XP_037723367.1|DSUP	LOC108152189|XP_017136828.1|DMIR
OG0000903	LOC119554788|XP_037721763.1|DSUP	LOC108150766|XP_017134549.1|DMIR
OG0000903	LOC119553462|XP_037719793.1|DSUP	LOC108153652|XP_017139247.1|DMIR
OG0000904	LOC119553061|XP_037719114.1|DSUP	LOC108151820|XP_017136168.1|DMIR
OG0000906	LOC119551615|XP_037716956.1|DSUP	LOC108160203|XP_017149527.1|DMIR
OG0000906	LOC119550784|XP_037715644.1|DSUP	LOC117193696|XP_033254313.1|DMIR, LOC108160844|XP_017150588.1|DMIR
OG0000907	LOC119551214|XP_037716378.1|DSUP	LOC117191628|XP_033252332.1|DMIR, LOC117191629|XP_033252333.1|DMIR, LOC117191626|XP_033252331.1|DMIR, LOC117191630|XP_033252334.1|DMIR, LOC117191631|XP_033252335.1|DMIR, LOC117187719|XP_033246358.1|DMIR, LOC117190340|XP_033251312.1|DMIR, LOC117190343|XP_033251314.1|DMIR, LOC117190629|XP_033251565.1|DMIR, LOC117189528|XP_033250560.1|DMIR, LOC117190628|XP_033251564.1|DMIR, LOC117191098|XP_033251952.1|DMIR, LOC117190169|XP_033251122.1|DMIR, LOC117190348|XP_033251320.1|DMIR, LOC117190342|XP_033251313.1|DMIR, LOC117190352|XP_033251323.1|DMIR, LOC117190344|XP_033251315.1|DMIR, LOC117190346|XP_033251318.1|DMIR, LOC117190347|XP_033251319.1|DMIR, LOC117190345|XP_033251316.1|DMIR, LOC117190350|XP_033251322.1|DMIR, LOC117190349|XP_033251321.1|DMIR
OG0000909	LOC119547375|XP_037710127.1|DSUP, LOC119563414|XP_037732710.1|DSUP	LOC117188014|XP_033247036.1|DMIR, LOC108164962|XP_017156460.1|DMIR, LOC108157387|XP_017144912.1|DMIR, LOC117188275|XP_033247725.1|DMIR, LOC117188015|XP_033247042.1|DMIR, LOC117188925|XP_033249448.1|DMIR, LOC117188272|XP_033247720.1|DMIR
OG0000910	LOC119555638|XP_037723092.1|DSUP	LOC108158469|XP_017146252.1|DMIR
OG0000911	LOC119551874|XP_037717396.1|DSUP	LOC117188192|XP_033247563.1|DMIR, LOC117188202|XP_033247578.1|DMIR, LOC117188206|XP_033247585.1|DMIR, LOC108160576|XP_033247584.1|DMIR, LOC117188193|XP_033247564.1|DMIR, LOC117187404|XP_033245897.1|DMIR, LOC108158058|XP_033247456.1|DMIR, LOC117188050|XP_033247157.1|DMIR, LOC117188212|XP_033247594.1|DMIR, LOC117188211|XP_033247593.1|DMIR, LOC117188189|XP_033247560.1|DMIR, LOC117194106|XP_033254637.1|DMIR, LOC117194107|XP_033254638.1|DMIR, LOC117194105|XP_033254636.1|DMIR, LOC117194118|XP_033254652.1|DMIR, LOC117194108|XP_033254641.1|DMIR, LOC108155394|XP_033254654.1|DMIR, LOC117194119|XP_033254653.1|DMIR, LOC117194109|XP_033254642.1|DMIR
OG0000912	LOC119555476|XP_037722812.1|DSUP, LOC119555477|XP_037722813.1|DSUP	LOC108153104|XP_017138376.1|DMIR
OG0000913	LOC119552939|XP_037718820.1|DSUP	LOC108151510|XP_017135644.1|DMIR
OG0000914	LOC119550754|XP_037715605.1|DSUP	LOC108160970|XP_017150757.2|DMIR, LOC117188428|XP_033248198.1|DMIR
OG0000915	LOC119551017|XP_037715999.1|DSUP	LOC108160172|XP_017149485.1|DMIR, LOC117191242|XP_033252050.1|DMIR
OG0000916	LOC119546262|XP_037708351.1|DSUP	LOC108163426|XP_033248996.1|DMIR
OG0000917	LOC119560884|XP_037730489.1|DSUP	LOC108156937|XP_033245053.1|DMIR
OG0000917	LOC119548724|XP_037712157.1|DSUP	LOC108162455|XP_033249421.1|DMIR
OG0000918	LOC119562707|XP_037731821.1|DSUP, LOC119548676|XP_037712047.1|DSUP	LOC108163084|XP_017153652.1|DMIR
OG0000920	LOC119558006|XP_037727041.1|DSUP	LOC108165043|XP_017156570.1|DMIR
OG0000921	LOC119556415|XP_037724538.1|DSUP, LOC119556149|XP_037723974.1|DSUP	LOC117186269|XP_033242682.1|DMIR, LOC108151703|XP_033242034.1|DMIR
OG0000922	LOC119553367|XP_037719640.1|DSUP, LOC119553366|XP_037719639.1|DSUP	LOC108152685|XP_017137673.1|DMIR
OG0000923	LOC119553619|XP_037720012.1|DSUP, LOC119559886|XP_037728951.1|DSUP, LOC119558281|XP_037727587.1|DSUP	LOC108155715|XP_017142201.1|DMIR
OG0000924	LOC119556173|XP_037724021.1|DSUP	LOC117186525|XP_033243335.1|DMIR, LOC117186531|XP_033243346.1|DMIR, LOC117186528|XP_033243343.1|DMIR, LOC117186539|XP_033243357.1|DMIR, LOC117186745|XP_033243837.1|DMIR, LOC117186534|XP_033243349.1|DMIR, LOC117186533|XP_033243348.1|DMIR, LOC117186532|XP_033243347.1|DMIR, LOC117186542|XP_033243361.1|DMIR, LOC117186535|XP_033243352.1|DMIR, LOC117186536|XP_033243353.1|DMIR, LOC117195294|XP_033255792.1|DMIR, LOC117186537|XP_033243355.1|DMIR, LOC117186530|XP_033243345.1|DMIR, LOC117186529|XP_033243344.1|DMIR, LOC117186541|XP_033243360.1|DMIR, LOC117186540|XP_033243358.1|DMIR, LOC117186538|XP_033243356.1|DMIR, LOC108153145|XP_033243286.1|DMIR
OG0000925	LOC119554725|XP_037721672.1|DSUP, LOC119553857|XP_037720439.1|DSUP	LOC108156033|XP_017142774.1|DMIR
OG0000926	LOC119560986|XP_037730691.1|DSUP	LOC108154229|XP_017139945.1|DMIR
OG0000926	LOC119562864|XP_037731906.1|DSUP	LOC108154420|XP_017140178.1|DMIR
OG0000927	LOC119558541|XP_037727947.1|DSUP	LOC108154503|XP_017140291.1|DMIR
OG0000927	LOC119556073|XP_037723823.1|DSUP	LOC108154584|XP_017140376.1|DMIR
OG0000928	LOC119548511|XP_037711726.1|DSUP	LOC108163357|XP_033248877.1|DMIR
OG0000928	LOC119547287|XP_037710000.1|DSUP	LOC108163358|XP_017154091.1|DMIR
OG0000929	LOC119547660|XP_037710537.1|DSUP	LOC108162289|XP_017152438.2|DMIR
OG0000929	LOC119547661|XP_037710539.1|DSUP	LOC108162290|XP_017152439.2|DMIR
OG0000930	LOC119555637|XP_037723087.1|DSUP, LOC119555633|XP_037723081.1|DSUP	LOC108165283|XP_017156807.2|DMIR, LOC108151252|XP_017135257.1|DMIR
OG0000931	LOC119550696|XP_037715489.1|DSUP	LOC108159382|XP_017148102.1|DMIR, LOC117190898|XP_033251795.1|DMIR
OG0000931	LOC119547303|XP_037710023.1|DSUP	LOC108164077|XP_017155150.1|DMIR
OG0000932	LOC119555507|XP_037722854.1|DSUP	LOC108165579|XP_017157141.1|DMIR
OG0000932	LOC119555508|XP_037722856.1|DSUP	LOC108153624|XP_017139216.1|DMIR
OG0000933	LOC119551148|XP_037716267.1|DSUP	LOC117190986|XP_033251857.1|DMIR, LOC117189410|XP_033250429.1|DMIR, LOC117189389|XP_033250400.1|DMIR, LOC108160975|XP_017150764.1|DMIR
OG0000933	LOC119551149|XP_037716268.1|DSUP	LOC108161004|XP_017150799.1|DMIR
OG0000934	LOC119551378|XP_037716628.1|DSUP, LOC119551334|XP_037716562.1|DSUP	LOC108158295|XP_017146025.1|DMIR, LOC108158286|XP_017146012.1|DMIR, LOC117191189|XP_033252021.1|DMIR, LOC117192026|XP_033252636.1|DMIR
OG0000935	LOC119556611|XP_037724919.1|DSUP	LOC108155300|XP_017141504.2|DMIR
OG0000936	LOC119559037|XP_037728092.1|DSUP	LOC117187223|XP_033245321.1|DMIR
OG0000936	LOC119557557|XP_037726270.1|DSUP	LOC108152145|XP_017136749.1|DMIR
OG0000937	LOC119561248|XP_037730977.1|DSUP	LOC108157203|XP_017144624.1|DMIR
OG0000938	LOC119556470|XP_037724646.1|DSUP	LOC108164361|XP_017155475.1|DMIR
OG0000939	LOC119548744|XP_037712187.1|DSUP, LOC119546082|XP_037708087.1|DSUP	LOC108163156|XP_017153762.2|DMIR, LOC117185883|XP_033249325.1|DMIR
OG0000940	LOC119554614|XP_037721536.1|DSUP	LOC108153229|XP_017138551.1|DMIR
OG0000941	LOC119557678|XP_037726475.1|DSUP	LOC108159334|XP_017148024.1|DMIR
OG0000942	LOC119552580|XP_037718139.1|DSUP	LOC108152313|XP_017137035.1|DMIR
OG0000943	LOC119549167|XP_037712888.1|DSUP	LOC108160030|XP_017149258.1|DMIR, LOC117190065|XP_033251037.1|DMIR
OG0000944	LOC119557307|XP_037725947.1|DSUP	LOC108164647|XP_017155986.1|DMIR
OG0000945	LOC119555578|XP_037722977.1|DSUP	LOC108152464|XP_017137321.1|DMIR
OG0000946	LOC119547898|XP_037710862.1|DSUP	LOC108163484|XP_017154282.1|DMIR
OG0000947	LOC119549382|XP_037713350.1|DSUP	LOC108160478|XP_017149987.1|DMIR, LOC117189835|XP_033250789.1|DMIR
OG0000948	LOC119553954|XP_037720576.1|DSUP	LOC117186253|XP_033242659.1|DMIR, LOC108151885|XP_033242660.1|DMIR, LOC108151887|XP_033242658.1|DMIR, LOC117186254|XP_033242662.1|DMIR, LOC117186252|XP_033242657.1|DMIR, LOC108151884|XP_033242654.1|DMIR, LOC117186250|XP_033242655.1|DMIR, LOC117186317|XP_033242837.1|DMIR, LOC117186251|XP_033242656.1|DMIR
OG0000949	LOC119558032|XP_037727093.1|DSUP	LOC108155578|XP_017141973.1|DMIR, LOC108155592|XP_017142002.1|DMIR
OG0000950	LOC119560419|XP_037729784.1|DSUP	LOC108154333|XP_017140084.1|DMIR
OG0000951	LOC119560429|XP_037729793.1|DSUP	LOC117191277|XP_033252078.1|DMIR, LOC108155628|XP_017142048.1|DMIR, LOC117191967|XP_033252600.1|DMIR
OG0000952	LOC119546764|XP_037709239.1|DSUP	LOC108162292|XP_017152442.1|DMIR
OG0000954	LOC119559396|XP_037728385.1|DSUP	LOC117194151|XP_033254696.1|DMIR, LOC108158315|XP_017146046.1|DMIR, LOC117193634|XP_033254270.1|DMIR, LOC117194152|XP_033254697.1|DMIR, LOC108158308|XP_017146036.1|DMIR
OG0000955	LOC119562923|XP_037732001.1|DSUP	LOC108157789|XP_017145470.1|DMIR
OG0000955	LOC119545672|XP_037707327.1|DSUP	LOC108154037|XP_017139619.1|DMIR
OG0000956	LOC119560908|XP_037730536.1|DSUP	LOC117187007|XP_033244457.1|DMIR
OG0000956	LOC119560361|XP_037729693.1|DSUP	LOC108157771|XP_017145445.2|DMIR
OG0000957	LOC119549860|XP_037714084.1|DSUP	LOC117191432|XP_033252192.1|DMIR, LOC108157987|XP_017145621.1|DMIR
OG0000957	LOC119549859|XP_037714083.1|DSUP	LOC108157986|XP_017145620.1|DMIR, LOC117191433|XP_033252193.1|DMIR
OG0000958	LOC119563534|XP_037732939.1|DSUP	LOC108157624|XP_017145250.1|DMIR
OG0000958	LOC119550645|XP_037715413.1|DSUP	LOC117187928|XP_033246793.1|DMIR, LOC108158330|XP_017146059.2|DMIR
OG0000959	LOC119553624|XP_037720022.1|DSUP, LOC119560159|XP_037729448.1|DSUP	LOC108153447|XP_017138953.1|DMIR
OG0000960	LOC119556989|XP_037725448.1|DSUP	LOC108165256|XP_017156782.1|DMIR
OG0000961	LOC119555468|XP_037722802.1|DSUP	LOC108151879|XP_017136264.1|DMIR
OG0000961	LOC119555470|XP_037722804.1|DSUP	LOC108151880|XP_017136265.1|DMIR
OG0000962	LOC119553222|XP_037719412.1|DSUP, LOC119553212|XP_037719401.1|DSUP	LOC108157835|XP_017145528.1|DMIR
OG0000963	LOC119556831|XP_037725217.1|DSUP	LOC108165112|XP_017156660.1|DMIR
OG0000964	LOC119557012|XP_037725474.1|DSUP, LOC119551585|XP_037716913.1|DSUP	LOC117191441|XP_033252198.1|DMIR, LOC117190486|XP_033251444.1|DMIR, LOC117191998|XP_033252613.1|DMIR, LOC108161245|XP_017150989.1|DMIR
OG0000965	LOC119558131|XP_037727291.1|DSUP	LOC117187003|XP_033244446.1|DMIR, LOC117187013|XP_033244505.1|DMIR, LOC117187426|XP_033245975.1|DMIR, LOC117187419|XP_033245965.1|DMIR, LOC117187427|XP_033245976.1|DMIR, LOC117187423|XP_033245971.1|DMIR, LOC117187049|XP_033244666.1|DMIR, LOC117187033|XP_033244601.1|DMIR, LOC117187005|XP_033244454.1|DMIR, LOC117186984|XP_033244352.1|DMIR, LOC117187001|XP_033244441.1|DMIR, LOC108164947|XP_017156425.2|DMIR
OG0000966	LOC119559404|XP_037728400.1|DSUP, LOC119548757|XP_037712216.1|DSUP	LOC108157490|XP_017145076.1|DMIR
OG0000968	LOC119553492|XP_037719828.1|DSUP	LOC108151665|XP_017135893.1|DMIR
OG0000969	LOC119549956|XP_037714267.1|DSUP	LOC117193545|XP_033254181.1|DMIR, LOC108158362|XP_017146105.1|DMIR
OG0000970	LOC119562064|XP_037731321.1|DSUP	LOC108154284|XP_017140027.1|DMIR, LOC108154274|XP_017140016.1|DMIR, LOC108156262|XP_017143114.1|DMIR
