Orthogroup	DSUP.longest_only	ASTE.longest_only
OG0000977	LOC119562210|XP_037731338.1|DSUP, LOC119562196|XP_037731331.1|DSUP	LOC118510938|XP_035909267.1|ASTE
OG0000978	LOC119549669|XP_037713802.1|DSUP, LOC119550444|XP_037715050.1|DSUP	LOC118508060|XP_035903408.1|ASTE
OG0000988	LOC119547538|XP_037710363.1|DSUP	LOC118511282|XP_035910069.1|ASTE
OG0000990	LOC119545778|XP_037707572.1|DSUP, LOC119556106|XP_037723904.1|DSUP	LOC118517440|XP_035919462.1|ASTE
OG0000991	LOC119558339|XP_037727736.1|DSUP	LOC118512066|XP_035911834.1|ASTE
OG0000992	LOC119549663|XP_037713795.1|DSUP, LOC119545774|XP_037707552.1|DSUP	LOC118505427|XP_035897082.1|ASTE
OG0000994	LOC119557994|XP_037727025.1|DSUP	LOC118504833|XP_035895730.1|ASTE
OG0000995	LOC119557430|XP_037726110.1|DSUP, LOC119547817|XP_037710768.1|DSUP	LOC118512963|XP_035914082.1|ASTE
OG0000996	LOC119549374|XP_037713339.1|DSUP	LOC118512440|XP_035912794.1|ASTE
OG0000997	LOC119551566|XP_037716892.1|DSUP	LOC118509566|XP_035906219.1|ASTE, LOC118516428|XP_035918192.1|ASTE
OG0000998	LOC119552704|XP_037718373.1|DSUP	LOC118511296|XP_035910096.1|ASTE
OG0000999	LOC119550660|XP_037715434.1|DSUP, LOC119556084|XP_037723863.1|DSUP	LOC118509774|XP_035906806.1|ASTE
OG0001000	LOC119559635|XP_037728606.1|DSUP	LOC118511145|XP_035909767.1|ASTE, LOC118509974|XP_035907247.1|ASTE, LOC118512285|XP_035912401.1|ASTE, LOC118509969|XP_035907241.1|ASTE, LOC118509975|XP_035907248.1|ASTE, LOC118509966|XP_035907237.1|ASTE, LOC118509968|XP_035907240.1|ASTE, LOC118509967|XP_035907239.1|ASTE, LOC118509971|XP_035907243.1|ASTE, LOC118509965|XP_035907236.1|ASTE, LOC118509973|XP_035907245.1|ASTE, LOC118509116|XP_035905180.1|ASTE, LOC118512274|XP_035912356.1|ASTE, LOC118509970|XP_035907242.1|ASTE, LOC118509972|XP_035907244.1|ASTE, LOC118513578|XP_035915419.1|ASTE
OG0001001	LOC119549775|XP_037713962.1|DSUP	LOC118514530|XP_035917404.1|ASTE, LOC118514517|XP_035917374.1|ASTE, LOC118514520|XP_035917383.1|ASTE, LOC118513457|XP_035915118.1|ASTE
OG0001002	LOC119548230|XP_037711297.1|DSUP	LOC118514655|XP_035917581.1|ASTE
OG0001003	LOC119559049|XP_037728103.1|DSUP, LOC119552167|XP_037717918.1|DSUP	LOC118506710|XP_035900094.1|ASTE
OG0001004	LOC119560807|XP_037730368.1|DSUP, LOC119560570|XP_037730017.1|DSUP	LOC118503620|XP_035892998.1|ASTE
OG0001005	LOC119546353|XP_037708509.1|DSUP, LOC119555975|XP_037723630.1|DSUP	LOC118502561|XP_035890772.1|ASTE
OG0001006	LOC119556886|XP_037725296.1|DSUP, LOC119554336|XP_037721129.1|DSUP	LOC118517610|XP_035919799.1|ASTE
OG0001007	LOC119550014|XP_037714365.1|DSUP, LOC119552714|XP_037718391.1|DSUP	LOC118505393|XP_035896998.1|ASTE
OG0001008	LOC119561990|XP_037731310.1|DSUP, LOC119556484|XP_037724667.1|DSUP	LOC118504118|XP_035894102.1|ASTE
OG0001009	LOC119562921|XP_037731998.1|DSUP, LOC119562911|XP_037731982.1|DSUP	LOC118510858|XP_035909084.1|ASTE
OG0001019	LOC119545695|XP_037707375.1|DSUP	LOC118517381|XP_035919300.1|ASTE, LOC118505301|XP_035896815.1|ASTE
OG0001020	LOC119558186|XP_037727393.1|DSUP	LOC118517494|XP_035919584.1|ASTE, LOC118503895|XP_035893572.1|ASTE
OG0001022	LOC119560567|XP_037730013.1|DSUP, LOC119557296|XP_037725931.1|DSUP	LOC118510698|XP_035908784.1|ASTE, LOC118510644|XP_035908633.1|ASTE
OG0001024	LOC119553813|XP_037720364.1|DSUP	LOC118504718|XP_035895454.1|ASTE, LOC118512037|XP_035911727.1|ASTE
OG0001025	LOC119554755|XP_037721711.1|DSUP, LOC119554632|XP_037721557.1|DSUP	LOC118512141|XP_035912055.1|ASTE
OG0001026	LOC119549014|XP_037712584.1|DSUP	LOC118511256|XP_035910013.1|ASTE, LOC118512733|XP_035913488.1|ASTE
OG0001027	LOC119554074|XP_037720745.1|DSUP	LOC118514172|XP_035916730.1|ASTE, LOC118514174|XP_035916735.1|ASTE
OG0001028	LOC119546935|XP_037709500.1|DSUP	LOC118509366|XP_035905783.1|ASTE
OG0001029	LOC119549982|XP_037714313.1|DSUP	LOC118506615|XP_035899873.1|ASTE
OG0001031	LOC119558475|XP_037727916.1|DSUP, LOC119562801|XP_037731895.1|DSUP, LOC119562800|XP_037731894.1|DSUP	LOC118513594|XP_035915474.1|ASTE
OG0001032	LOC119562522|XP_037731642.1|DSUP, LOC119562525|XP_037731646.1|DSUP	LOC118502553|XP_035890742.1|ASTE
OG0001033	LOC119555217|XP_037722408.1|DSUP, LOC119558066|XP_037727163.1|DSUP	LOC118507110|XP_035901005.1|ASTE
OG0001042	LOC119549879|XP_037714115.1|DSUP	LOC118512102|XP_035911999.1|ASTE, LOC118512341|XP_035912566.1|ASTE, LOC118507381|XP_035901719.1|ASTE, LOC118512064|XP_035911870.1|ASTE
OG0001043	LOC119556843|XP_037725242.1|DSUP	LOC118505866|XP_035898174.1|ASTE
OG0001044	LOC119551817|XP_037717306.1|DSUP	LOC118513170|XP_035914510.1|ASTE
OG0001045	LOC119551240|XP_037716409.1|DSUP	LOC118507906|XP_035903057.1|ASTE
OG0001046	LOC119550093|XP_037714500.1|DSUP, LOC119550091|XP_037714499.1|DSUP	LOC118506997|XP_035900775.1|ASTE
OG0001047	LOC119549018|XP_037712590.1|DSUP	LOC118513825|XP_035915954.1|ASTE
OG0001048	LOC119551904|XP_037717446.1|DSUP, LOC119551765|XP_037717221.1|DSUP, LOC119550268|XP_037714775.1|DSUP	LOC118508135|XP_035903535.1|ASTE, LOC118513731|XP_035915777.1|ASTE
OG0001049	LOC119554088|XP_037720760.1|DSUP	LOC118510290|XP_035907799.1|ASTE
OG0001050	LOC119555681|XP_037723232.1|DSUP	LOC118514219|XP_035916809.1|ASTE
OG0001051	LOC119548578|XP_037711824.1|DSUP	LOC118510039|XP_035907319.1|ASTE
OG0001052	LOC119548448|XP_037711639.1|DSUP	LOC118513249|XP_035914703.1|ASTE
OG0001053	LOC119557250|XP_037725863.1|DSUP	LOC118506573|XP_035899808.1|ASTE
OG0001054	LOC119549047|XP_037712674.1|DSUP, LOC119549062|XP_037712699.1|DSUP	LOC118508364|XP_035903978.1|ASTE
OG0001055	LOC119553797|XP_037720341.1|DSUP	LOC118502413|XP_035890530.1|ASTE
OG0001056	LOC119547384|XP_037710148.1|DSUP, LOC119557142|XP_037725653.1|DSUP	LOC118505006|XP_035896088.1|ASTE
OG0001057	LOC119548755|XP_037712207.1|DSUP	LOC118507569|XP_035902085.1|ASTE
OG0001058	LOC119557790|XP_037726618.1|DSUP	LOC118505311|XP_035896842.1|ASTE
OG0001059	LOC119553522|XP_037719873.1|DSUP	LOC118503881|XP_035893529.1|ASTE
OG0001072	LOC119556991|XP_037725451.1|DSUP	LOC118517493|XP_035919583.1|ASTE
OG0001073	LOC119549234|XP_037713058.1|DSUP	LOC118504199|XP_035894705.1|ASTE
OG0001074	LOC119549333|XP_037713241.1|DSUP	LOC118503056|XP_035891814.1|ASTE
OG0001077	LOC119561876|XP_037731279.1|DSUP	LOC118507855|XP_035902882.1|ASTE
OG0001078	LOC119556798|XP_037725164.1|DSUP	LOC118516377|XP_035918121.1|ASTE, LOC118512764|XP_035913554.1|ASTE
OG0001079	LOC119554807|XP_037721786.1|DSUP	LOC118517005|XP_035918738.1|ASTE, LOC118508917|XP_035904672.1|ASTE
OG0001080	LOC119555342|XP_037722606.1|DSUP	LOC118512188|XP_035912172.1|ASTE
OG0001081	LOC119561093|XP_037730914.1|DSUP	LOC118512185|XP_035912169.1|ASTE, LOC118510555|XP_035908430.1|ASTE
OG0001082	LOC119549994|XP_037714332.1|DSUP	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE
OG0001083	LOC119556924|XP_037725338.1|DSUP, LOC119552780|XP_037718525.1|DSUP	LOC118514263|XP_035916872.1|ASTE
OG0001084	LOC119551413|XP_037716680.1|DSUP	LOC118507701|XP_035902459.1|ASTE, LOC118509434|XP_035905916.1|ASTE
OG0001085	LOC119562453|XP_037731568.1|DSUP	LOC118509491|XP_035906039.1|ASTE
OG0001086	LOC119560274|XP_037729569.1|DSUP, LOC119550273|XP_037714780.1|DSUP	LOC118512796|XP_035913612.1|ASTE
OG0001087	LOC119547288|XP_037710001.1|DSUP, LOC119546319|XP_037708445.1|DSUP	LOC118509622|XP_035906371.1|ASTE
OG0001088	LOC119553071|XP_037719125.1|DSUP	LOC118509035|XP_035904967.1|ASTE
OG0001089	LOC119555712|XP_037723318.1|DSUP, LOC119555713|XP_037723322.1|DSUP, LOC119555714|XP_037723324.1|DSUP, LOC119553088|XP_037719168.1|DSUP, LOC119553089|XP_037719170.1|DSUP	LOC118512918|XP_035913960.1|ASTE
OG0001090	LOC119553264|XP_037719481.1|DSUP	LOC118510579|XP_035908464.1|ASTE, LOC118514620|XP_035917510.1|ASTE, LOC118514621|XP_035917512.1|ASTE
OG0001092	LOC119548458|XP_037711653.1|DSUP	LOC118514559|XP_035917442.1|ASTE
OG0001093	LOC119548450|XP_037711640.1|DSUP	LOC118513542|XP_035915309.1|ASTE
OG0001094	LOC119546686|XP_037709090.1|DSUP	LOC118513664|XP_035915652.1|ASTE
OG0001095	LOC119550387|XP_037714966.1|DSUP	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE, LOC118511711|XP_035911025.1|ASTE, LOC118511710|XP_035911024.1|ASTE
OG0001096	LOC119557461|XP_037726154.1|DSUP, LOC119546004|XP_037707933.1|DSUP	LOC118514009|XP_035916369.1|ASTE, LOC118510061|XP_035907344.1|ASTE
OG0001097	LOC119562554|XP_037731687.1|DSUP, LOC119562216|XP_037731346.1|DSUP	LOC118513278|XP_035914737.1|ASTE
OG0001099	LOC119554645|XP_037721573.1|DSUP	LOC118504634|XP_035895252.1|ASTE
OG0001100	LOC119562334|XP_037731425.1|DSUP	LOC118503634|XP_035893024.1|ASTE
OG0001101	LOC119552181|XP_037717954.1|DSUP	LOC118507368|XP_035901679.1|ASTE
OG0001102	LOC119554024|XP_037720668.1|DSUP	LOC118504079|XP_035894038.1|ASTE
OG0001103	LOC119555175|XP_037722356.1|DSUP	LOC118516558|XP_035918409.1|ASTE, LOC118503233|XP_035892133.1|ASTE, LOC118516551|XP_035918390.1|ASTE, LOC118503234|XP_035892134.1|ASTE, LOC118511884|XP_035911404.1|ASTE, LOC118511885|XP_035911405.1|ASTE
OG0001104	LOC119550030|XP_037714385.1|DSUP	LOC118504208|XP_035894289.1|ASTE
OG0001105	LOC119551356|XP_037716605.1|DSUP, LOC119557505|XP_037726206.1|DSUP	LOC118504854|XP_035895762.1|ASTE
OG0001106	LOC119547349|XP_037710130.1|DSUP	LOC118503338|XP_035892396.1|ASTE, LOC118503340|XP_035892398.1|ASTE
OG0001118	LOC119557973|XP_037726968.1|DSUP	LOC118511364|XP_035910219.1|ASTE, LOC118516339|XP_035918043.1|ASTE
OG0001119	LOC119562596|XP_037731746.1|DSUP	LOC118508166|XP_035903605.1|ASTE, LOC118502857|XP_035891459.1|ASTE
OG0001120	LOC119563183|XP_037732383.1|DSUP	LOC118502829|XP_035891396.1|ASTE, LOC118502865|XP_035891466.1|ASTE
OG0001122	LOC119554914|XP_037721945.1|DSUP	LOC118510077|XP_035907374.1|ASTE
OG0001124	LOC119545845|XP_037707739.1|DSUP	LOC118512134|XP_035912037.1|ASTE
OG0001125	LOC119563244|XP_037732481.1|DSUP	LOC118514381|XP_035917148.1|ASTE, LOC118514384|XP_035917155.1|ASTE
OG0001127	LOC119555374|XP_037722645.1|DSUP	LOC118509592|XP_035906265.1|ASTE, LOC118504020|XP_035893881.1|ASTE, LOC118507319|XP_035901600.1|ASTE, LOC118507314|XP_035901590.1|ASTE
OG0001128	LOC119551736|XP_037717165.1|DSUP	LOC118509705|XP_035906679.1|ASTE, LOC118512546|XP_035913014.1|ASTE
OG0001129	LOC119561763|XP_037731168.1|DSUP, LOC119561749|XP_037731156.1|DSUP, LOC119561750|XP_037731157.1|DSUP, LOC119561754|XP_037731162.1|DSUP, LOC119561752|XP_037731160.1|DSUP, LOC119561751|XP_037731159.1|DSUP, LOC119561753|XP_037731161.1|DSUP, LOC119561755|XP_037731163.1|DSUP, LOC119561742|XP_037731152.1|DSUP, LOC119561757|XP_037731165.1|DSUP, LOC119561756|XP_037731164.1|DSUP, LOC119561766|XP_037731174.1|DSUP	LOC118511039|XP_035909525.1|ASTE
OG0001130	LOC119548086|XP_037711100.1|DSUP	LOC118511149|XP_035909769.1|ASTE
OG0001131	LOC119563240|XP_037732477.1|DSUP	LOC118513997|XP_035916323.1|ASTE, LOC118513994|XP_035916315.1|ASTE, LOC118513993|XP_035916314.1|ASTE
OG0001133	LOC119548843|XP_037712389.1|DSUP	LOC118513755|XP_035915813.1|ASTE
OG0001134	LOC119550736|XP_037715579.1|DSUP	LOC118502438|XP_035890559.1|ASTE
OG0001135	LOC119560746|XP_037730291.1|DSUP	LOC118517104|XP_035918855.1|ASTE, LOC118503680|XP_035893115.1|ASTE, LOC118506668|XP_035899997.1|ASTE
OG0001136	LOC119559875|XP_037728937.1|DSUP	LOC118502679|XP_035891077.1|ASTE
OG0001137	LOC119560670|XP_037730171.1|DSUP	LOC118507713|XP_035902501.1|ASTE
OG0001138	LOC119555343|XP_037722607.1|DSUP	LOC118509208|XP_035905374.1|ASTE
OG0001139	LOC119553410|XP_037719712.1|DSUP	LOC118512386|XP_035912651.1|ASTE
OG0001153	LOC119549851|XP_037714075.1|DSUP	LOC118508003|XP_035903270.1|ASTE
OG0001154	LOC119547578|XP_037710409.1|DSUP	LOC118512659|XP_035913299.1|ASTE
OG0001157	LOC119563437|XP_037732751.1|DSUP	LOC118504721|XP_035895504.1|ASTE
OG0001158	LOC119547969|XP_037710948.1|DSUP	LOC118509830|XP_035906897.1|ASTE
OG0001160	LOC119559966|XP_037729130.1|DSUP	LOC118506788|XP_035900298.1|ASTE
OG0001162	LOC119556777|XP_037725137.1|DSUP	LOC118505144|XP_035896396.1|ASTE
OG0001163	LOC119560077|XP_037729313.1|DSUP	LOC118507505|XP_035901931.1|ASTE
OG0001164	LOC119560239|XP_037729530.1|DSUP	LOC118504965|XP_035895980.1|ASTE, LOC118505092|XP_035896283.1|ASTE, LOC118504966|XP_035895982.1|ASTE
OG0001165	LOC119550326|XP_037714860.1|DSUP, LOC119550795|XP_037715655.1|DSUP, LOC119550794|XP_037715654.1|DSUP	LOC118507467|XP_035901855.1|ASTE
OG0001167	LOC119550509|XP_037715142.1|DSUP	LOC118517289|XP_035919161.1|ASTE, LOC118513604|XP_035915534.1|ASTE
OG0001168	LOC119550591|XP_037715323.1|DSUP	LOC118509897|XP_035907038.1|ASTE
OG0001169	LOC119556874|XP_037725278.1|DSUP	LOC118509719|XP_035906701.1|ASTE
OG0001170	LOC119556867|XP_037725272.1|DSUP	LOC118507819|XP_035902790.1|ASTE
OG0001171	LOC119555163|XP_037722319.1|DSUP	LOC118512251|XP_035912287.1|ASTE, LOC118517164|XP_035918942.1|ASTE
OG0001172	LOC119551048|XP_037716092.1|DSUP	LOC118514628|XP_035917519.1|ASTE, LOC118509860|XP_035906961.1|ASTE
OG0001173	LOC119547643|XP_037710514.1|DSUP	LOC118503022|XP_035891739.1|ASTE, LOC118512345|XP_035912525.1|ASTE
OG0001174	LOC119554871|XP_037721882.1|DSUP, LOC119552970|XP_037718909.1|DSUP	LOC118510344|XP_035907928.1|ASTE
OG0001175	LOC119551880|XP_037717403.1|DSUP	LOC118506996|XP_035900774.1|ASTE
OG0001176	LOC119550673|XP_037715460.1|DSUP	LOC118513904|XP_035916123.1|ASTE, LOC118513896|XP_035916106.1|ASTE, LOC118513895|XP_035916105.1|ASTE
OG0001177	LOC119546160|XP_037708198.1|DSUP	LOC118510697|XP_035908780.1|ASTE
OG0001178	LOC119551163|XP_037716289.1|DSUP	LOC118511785|XP_035911195.1|ASTE
OG0001179	LOC119552002|XP_037717653.1|DSUP	LOC118512602|XP_035913151.1|ASTE
OG0001180	LOC119556218|XP_037724178.1|DSUP	LOC118510715|XP_035908811.1|ASTE
OG0001181	LOC119555661|XP_037723172.1|DSUP	LOC118505739|XP_035897822.1|ASTE
OG0001182	LOC119559020|XP_037728080.1|DSUP	LOC118507133|XP_035901055.1|ASTE, LOC118507129|XP_035901039.1|ASTE, LOC118507131|XP_035901049.1|ASTE
OG0001183	LOC119559053|XP_037728117.1|DSUP	LOC118506509|XP_035899620.1|ASTE, LOC118506511|XP_035899628.1|ASTE
OG0001185	LOC119546121|XP_037708146.1|DSUP, LOC119546047|XP_037708134.1|DSUP	LOC118507718|XP_035902509.1|ASTE
OG0001186	LOC119560046|XP_037729280.1|DSUP	LOC118506012|XP_035898491.1|ASTE
OG0001187	LOC119549027|XP_037712638.1|DSUP	LOC118504060|XP_035893987.1|ASTE, LOC118504073|XP_035894019.1|ASTE
OG0001188	LOC119550216|XP_037714705.1|DSUP	LOC118507751|XP_035902650.1|ASTE, LOC118503704|XP_035893160.1|ASTE
OG0001189	LOC119562276|XP_037731377.1|DSUP, LOC119551390|XP_037716643.1|DSUP, LOC119562257|XP_037731358.1|DSUP	LOC118506041|XP_035898563.1|ASTE, LOC118516408|XP_035918164.1|ASTE, LOC118505894|XP_035898241.1|ASTE, LOC118516472|XP_035918283.1|ASTE
OG0001190	LOC119558911|XP_037728035.1|DSUP	LOC118508563|XP_035904355.1|ASTE, LOC118508561|XP_035904352.1|ASTE
OG0001191	LOC119548442|XP_037711629.1|DSUP	LOC118508197|XP_035903654.1|ASTE, LOC118508190|XP_035903644.1|ASTE
OG0001192	LOC119546145|XP_037708181.1|DSUP, LOC119546142|XP_037708180.1|DSUP	LOC118507442|XP_035901817.1|ASTE
OG0001193	LOC119563355|XP_037732633.1|DSUP	LOC118506106|XP_035898685.1|ASTE
OG0001194	LOC119557092|XP_037725579.1|DSUP	LOC118505981|XP_035898435.1|ASTE
OG0001195	LOC119550056|XP_037714443.1|DSUP	LOC118517297|XP_035919177.1|ASTE, LOC118517296|XP_035919175.1|ASTE, LOC118503111|XP_035891943.1|ASTE
OG0001201	LOC119550092|XP_037714503.1|DSUP	LOC118507003|XP_035900789.1|ASTE
OG0001202	LOC119556539|XP_037724751.1|DSUP	LOC118517404|XP_035919371.1|ASTE
OG0001203	LOC119545759|XP_037707576.1|DSUP	LOC118509632|XP_035906421.1|ASTE, LOC118509691|XP_035906644.1|ASTE
OG0001204	LOC119546870|XP_037709404.1|DSUP	LOC118516568|XP_035918429.1|ASTE
OG0001205	LOC119560988|XP_037730694.1|DSUP	LOC118517643|XP_035919856.1|ASTE
OG0001206	LOC119563474|XP_037732813.1|DSUP	LOC118507373|XP_035901708.1|ASTE, LOC118510114|XP_035907474.1|ASTE
OG0001207	LOC119555914|XP_037723535.1|DSUP	LOC118517362|XP_035919272.1|ASTE, LOC118512174|XP_035912154.1|ASTE
OG0001208	LOC119557619|XP_037726366.1|DSUP	LOC118505348|XP_035897352.1|ASTE
OG0001209	LOC119552935|XP_037718817.1|DSUP	LOC118503498|XP_035892723.1|ASTE, LOC118503492|XP_035892710.1|ASTE
OG0001210	LOC119557774|XP_037726600.1|DSUP	LOC118506747|XP_035900223.1|ASTE, LOC118506743|XP_035900201.1|ASTE
OG0001211	LOC119560215|XP_037729502.1|DSUP	LOC118504432|XP_035894765.1|ASTE
OG0001212	LOC119558023|XP_037727078.1|DSUP	LOC118506149|XP_035898795.1|ASTE, LOC118503033|XP_035891757.1|ASTE
OG0001213	LOC119563120|XP_037732293.1|DSUP	LOC118505302|XP_035896814.1|ASTE, LOC118505303|XP_035896816.1|ASTE
OG0001214	LOC119551352|XP_037716604.1|DSUP	LOC118507998|XP_035903262.1|ASTE
OG0001215	LOC119560409|XP_037729770.1|DSUP	LOC118508007|XP_035903285.1|ASTE, LOC118508004|XP_035903271.1|ASTE
OG0001216	LOC119545805|XP_037707617.1|DSUP	LOC118507996|XP_035903258.1|ASTE
OG0001217	LOC119559122|XP_037728127.1|DSUP, LOC119562328|XP_037731414.1|DSUP	LOC118503463|XP_035892642.1|ASTE
OG0001218	LOC119554891|XP_037721918.1|DSUP	LOC118507811|XP_035902772.1|ASTE
OG0001220	LOC119549950|XP_037714262.1|DSUP	LOC118508888|XP_035904614.1|ASTE, LOC118508889|XP_035904615.1|ASTE
OG0001221	LOC119550158|XP_037714599.1|DSUP	LOC118511247|XP_035909988.1|ASTE, LOC118516930|XP_035918670.1|ASTE, LOC118516931|XP_035918671.1|ASTE, LOC118511246|XP_035909985.1|ASTE, LOC118510589|XP_035908483.1|ASTE
OG0001223	LOC119559609|XP_037728561.1|DSUP	LOC118514347|XP_035917058.1|ASTE
OG0001224	LOC119551707|XP_037717107.1|DSUP	LOC118506033|XP_035898545.1|ASTE
OG0001225	LOC119549056|XP_037712682.1|DSUP	LOC118509675|XP_035906574.1|ASTE
OG0001226	LOC119550442|XP_037715045.1|DSUP	LOC118511394|XP_035910317.1|ASTE
OG0001227	LOC119547158|XP_037709807.1|DSUP	LOC118511067|XP_035909568.1|ASTE
OG0001228	LOC119556908|XP_037725323.1|DSUP	LOC118512395|XP_035912669.1|ASTE
OG0001229	LOC119559702|XP_037728690.1|DSUP, LOC119562379|XP_037731468.1|DSUP	LOC118514527|XP_035917400.1|ASTE
OG0001230	LOC119549514|XP_037713553.1|DSUP	LOC118509042|XP_035905008.1|ASTE
OG0001231	LOC119561872|XP_037731277.1|DSUP, LOC119562502|XP_037731640.1|DSUP, LOC119562573|XP_037731714.1|DSUP, LOC119562497|XP_037731633.1|DSUP, LOC119562496|XP_037731631.1|DSUP, LOC119562499|XP_037731635.1|DSUP, LOC119562495|XP_037731629.1|DSUP, LOC119561858|XP_037731267.1|DSUP	LOC118511796|XP_035911219.1|ASTE
OG0001233	LOC119547015|XP_037709612.1|DSUP, LOC119562428|XP_037731543.1|DSUP, LOC119562434|XP_037731547.1|DSUP, LOC119562433|XP_037731546.1|DSUP	LOC118508945|XP_035904747.1|ASTE
OG0001234	LOC119550863|XP_037715770.1|DSUP	LOC118511242|XP_035909975.1|ASTE
OG0001235	LOC119547903|XP_037710869.1|DSUP	LOC118510723|XP_035908825.1|ASTE
OG0001236	LOC119553005|XP_037718956.1|DSUP, LOC119553785|XP_037720322.1|DSUP, LOC119553147|XP_037719290.1|DSUP	LOC118505735|XP_035897816.1|ASTE
OG0001237	LOC119554521|XP_037721394.1|DSUP, LOC119561033|XP_037730788.1|DSUP	LOC118505306|XP_035896830.1|ASTE
OG0001238	LOC119546860|XP_037709393.1|DSUP	LOC118504642|XP_035895262.1|ASTE
OG0001240	LOC119563461|XP_037732798.1|DSUP	LOC118508254|XP_035903765.1|ASTE, LOC118515267|XP_035917851.1|ASTE, LOC118503513|XP_035892757.1|ASTE
OG0001241	LOC119549832|XP_037714039.1|DSUP	LOC118506705|XP_035900090.1|ASTE
OG0001242	LOC119553519|XP_037719870.1|DSUP, LOC119556422|XP_037724566.1|DSUP	LOC118502640|XP_035890980.1|ASTE
OG0001244	LOC119562918|XP_037731994.1|DSUP	LOC118509322|XP_035905679.1|ASTE
OG0001246	LOC119549519|XP_037713560.1|DSUP	LOC118504887|XP_035895838.1|ASTE, LOC118504885|XP_035895835.1|ASTE, LOC118504884|XP_035895834.1|ASTE
OG0001247	LOC119562619|XP_037731772.1|DSUP	LOC118508155|XP_035903585.1|ASTE
OG0001249	LOC119557215|XP_037725801.1|DSUP	LOC118508107|XP_035903494.1|ASTE
OG0001257	LOC119546202|XP_037708383.1|DSUP	LOC118509652|XP_035906493.1|ASTE
OG0001258	LOC119560373|XP_037729707.1|DSUP	LOC118505200|XP_035896573.1|ASTE
OG0001259	LOC119557181|XP_037725723.1|DSUP	LOC118517449|XP_035919488.1|ASTE, LOC118506304|XP_035899145.1|ASTE
OG0001260	LOC119560515|XP_037729918.1|DSUP	LOC118512715|XP_035913451.1|ASTE
OG0001261	LOC119547238|XP_037709945.1|DSUP, LOC119556009|XP_037723704.1|DSUP	LOC118509960|XP_035907260.1|ASTE, LOC118514207|XP_035916793.1|ASTE
OG0001263	LOC119562902|XP_037731956.1|DSUP	LOC118508293|XP_035903835.1|ASTE
OG0001264	LOC119547259|XP_037709966.1|DSUP	LOC118509213|XP_035905380.1|ASTE, LOC118517408|XP_035919375.1|ASTE
OG0001266	LOC119551094|XP_037716201.1|DSUP	LOC118507536|XP_035902006.1|ASTE
OG0001267	LOC119560443|XP_037729815.1|DSUP	LOC118502916|XP_035891542.1|ASTE, LOC118502906|XP_035891520.1|ASTE
OG0001269	LOC119549170|XP_037712897.1|DSUP	LOC118507188|XP_035901153.1|ASTE
OG0001270	LOC119560691|XP_037730197.1|DSUP	LOC118503699|XP_035893154.1|ASTE, LOC118508000|XP_035903266.1|ASTE
OG0001271	LOC119550516|XP_037715153.1|DSUP	LOC118511452|XP_035910445.1|ASTE, LOC118511451|XP_035910444.1|ASTE, LOC118508844|XP_035904487.1|ASTE
OG0001272	LOC119553294|XP_037719537.1|DSUP	LOC118509409|XP_035905868.1|ASTE
OG0001273	LOC119559845|XP_037728877.1|DSUP	LOC118507925|XP_035903121.1|ASTE
OG0001274	LOC119553327|XP_037719586.1|DSUP	LOC118516387|XP_035918144.1|ASTE, LOC118512763|XP_035913553.1|ASTE, LOC118512772|XP_035913569.1|ASTE, LOC118516384|XP_035918138.1|ASTE, LOC118516383|XP_035918137.1|ASTE, LOC118512771|XP_035913568.1|ASTE
OG0001276	LOC119553759|XP_037720292.1|DSUP, LOC119554393|XP_037721202.1|DSUP	LOC118513068|XP_035914309.1|ASTE
OG0001277	LOC119553677|XP_037720149.1|DSUP	LOC118512920|XP_035913964.1|ASTE
OG0001278	LOC119555287|XP_037722524.1|DSUP	LOC118512294|XP_035912414.1|ASTE
OG0001279	LOC119554312|XP_037721100.1|DSUP	LOC118512298|XP_035912422.1|ASTE
OG0001280	LOC119555277|XP_037722509.1|DSUP	LOC118514238|XP_035916834.1|ASTE
OG0001281	LOC119553741|XP_037720266.1|DSUP	LOC118512634|XP_035913223.1|ASTE
OG0001282	LOC119546363|XP_037708520.1|DSUP	LOC118514262|XP_035916871.1|ASTE
OG0001283	LOC119552056|XP_037717743.1|DSUP	LOC118511551|XP_035910663.1|ASTE
OG0001284	LOC119561887|XP_037731285.1|DSUP, LOC119562446|XP_037731559.1|DSUP	LOC118513903|XP_035916119.1|ASTE
OG0001285	LOC119554067|XP_037720737.1|DSUP	LOC118503095|XP_035891886.1|ASTE, LOC118512716|XP_035913448.1|ASTE
OG0001286	LOC119547974|XP_037710953.1|DSUP	LOC118512447|XP_035912804.1|ASTE
OG0001287	LOC119563345|XP_037732620.1|DSUP	LOC118512730|XP_035913483.1|ASTE
OG0001288	LOC119547333|XP_037710071.1|DSUP	LOC118512489|XP_035912886.1|ASTE
OG0001289	LOC119547687|XP_037710579.1|DSUP	LOC118514047|XP_035916431.1|ASTE
OG0001290	LOC119548883|XP_037712443.1|DSUP	LOC118510651|XP_035908659.1|ASTE
OG0001291	LOC119549961|XP_037714280.1|DSUP	LOC118506591|XP_035899841.1|ASTE
OG0001292	LOC119549082|XP_037712724.1|DSUP	LOC118503098|XP_035891890.1|ASTE, LOC118503104|XP_035891929.1|ASTE
