Orthogroup	DSUP.longest_only	CCAP.longest_only
OG0000770	LOC119551612|XP_037716950.1|DSUP	CCAP1982_LOCUS23234|CAD7015287.1|CCAP, CCAP1982_LOCUS23236|CAD7015289.1|CCAP, CCAP1982_LOCUS23235|CAD7015288.1|CCAP, CCAP1982_LOCUS23208|CAD7015260.1|CCAP, CCAP1982_LOCUS23233|CAD7015286.1|CCAP
OG0000771	LOC119554103|XP_037720781.1|DSUP, LOC119554420|XP_037721237.1|DSUP	CCAP1982_LOCUS11323|CAD7002853.1|CCAP
OG0000772	LOC119551455|XP_037716731.1|DSUP, LOC119552098|XP_037717810.1|DSUP	CCAP1982_LOCUS7245|CAD6998687.1|CCAP
OG0000773	LOC119550290|XP_037714809.1|DSUP, LOC119559957|XP_037729118.1|DSUP	CCAP1982_LOCUS2181|CAD6993363.1|CCAP, CCAP1982_LOCUS2182|CAD6993364.1|CCAP
OG0000774	LOC119552087|XP_037717792.1|DSUP, LOC119552085|XP_037717790.1|DSUP, LOC119552086|XP_037717791.1|DSUP	CCAP1982_LOCUS7034|CAD6998434.1|CCAP, CCAP1982_LOCUS7765|CAD6999233.1|CCAP
OG0000775	LOC119549842|XP_037714062.1|DSUP, LOC119549108|XP_037712777.1|DSUP	CCAP1982_LOCUS23219|CAD7015271.1|CCAP
OG0000778	LOC119552863|XP_037718677.1|DSUP, LOC119554281|XP_037721063.1|DSUP	CCAP1982_LOCUS4113|CAD6995395.1|CCAP
OG0000785	LOC119551175|XP_037716306.1|DSUP, LOC119551164|XP_037716293.1|DSUP, LOC119547124|XP_037709767.1|DSUP	CCAP1982_LOCUS2663|CAD6993869.1|CCAP
OG0000786	LOC119558831|XP_037728027.1|DSUP	CCAP1982_LOCUS1450|CAD6992600.1|CCAP
OG0000786	LOC119559749|XP_037728742.1|DSUP	CCAP1982_LOCUS1451|CAD6992602.1|CCAP
OG0000787	LOC119555711|XP_037723317.1|DSUP, LOC119557024|XP_037725492.1|DSUP	CCAP1982_LOCUS11438|CAD7002975.1|CCAP
OG0000788	LOC119547460|XP_037710267.1|DSUP, LOC119552879|XP_037718707.1|DSUP	CCAP1982_LOCUS11851|CAD7003393.1|CCAP
OG0000789	LOC119546356|XP_037708512.1|DSUP, LOC119548569|XP_037711815.1|DSUP	CCAP1982_LOCUS7762|CAD6999230.1|CCAP
OG0000790	LOC119548080|XP_037711093.1|DSUP, LOC119548078|XP_037711092.1|DSUP	CCAP1982_LOCUS7014|CAD6998414.1|CCAP
OG0000791	LOC119552657|XP_037718292.1|DSUP, LOC119563058|XP_037732201.1|DSUP	CCAP1982_LOCUS2495|CAD6993689.1|CCAP
OG0000792	LOC119546677|XP_037709067.1|DSUP, LOC119546676|XP_037709066.1|DSUP	CCAP1982_LOCUS22816|CAD7014849.1|CCAP, CCAP1982_LOCUS8894|CAD7000418.1|CCAP, CCAP1982_LOCUS8893|CAD7000417.1|CCAP, CCAP1982_LOCUS8892|CAD7000416.1|CCAP
OG0000793	LOC119561096|XP_037730917.1|DSUP, LOC119558110|XP_037727263.1|DSUP	CCAP1982_LOCUS1000|CAD6992116.1|CCAP
OG0000797	LOC119563396|XP_037732683.1|DSUP, LOC119563398|XP_037732685.1|DSUP	CCAP1982_LOCUS4428|CAD6995722.1|CCAP
OG0000798	LOC119551274|XP_037716465.1|DSUP, LOC119549207|XP_037712977.1|DSUP	CCAP1982_LOCUS20568|CAD7012491.1|CCAP
OG0000799	LOC119557970|XP_037726951.1|DSUP	CCAP1982_LOCUS23391|CAD7015450.1|CCAP
OG0000800	LOC119554919|XP_037721951.1|DSUP	CCAP1982_LOCUS12705|CAD7004285.1|CCAP
OG0000801	LOC119550907|XP_037715824.1|DSUP, LOC119551654|XP_037717018.1|DSUP	CCAP1982_LOCUS20234|CAD7012137.1|CCAP
OG0000802	LOC119556672|XP_037724963.1|DSUP, LOC119557697|XP_037726498.1|DSUP	CCAP1982_LOCUS12829|CAD7004420.1|CCAP
OG0000803	LOC119547648|XP_037710517.1|DSUP, LOC119554271|XP_037721050.1|DSUP	CCAP1982_LOCUS7929|CAD6999403.1|CCAP
OG0000804	LOC119550585|XP_037715307.1|DSUP, LOC119560083|XP_037729328.1|DSUP	CCAP1982_LOCUS21024|CAD7012927.1|CCAP
OG0000805	LOC119550356|XP_037714908.1|DSUP, LOC119550492|XP_037715112.1|DSUP	CCAP1982_LOCUS22507|CAD7014506.1|CCAP, CCAP1982_LOCUS22504|CAD7014503.1|CCAP, CCAP1982_LOCUS22503|CAD7014502.1|CCAP
OG0000806	LOC119548551|XP_037711775.1|DSUP	CCAP1982_LOCUS8652|CAD7000159.1|CCAP
OG0000807	LOC119555082|XP_037722224.1|DSUP, LOC119546365|XP_037708522.1|DSUP, LOC119553671|XP_037720112.1|DSUP, LOC119547847|XP_037710805.1|DSUP, LOC119546013|XP_037707945.1|DSUP	CCAP1982_LOCUS14477|CAD7006149.1|CCAP
OG0000810	LOC119551246|XP_037716417.1|DSUP	CCAP1982_LOCUS7167|CAD6998589.1|CCAP, CCAP1982_LOCUS7168|CAD6998590.1|CCAP, CCAP1982_LOCUS7166|CAD6998588.1|CCAP, CCAP1982_LOCUS7165|CAD6998587.1|CCAP
OG0000811	LOC119560021|XP_037729237.1|DSUP, LOC119550597|XP_037715335.1|DSUP	CCAP1982_LOCUS23414|CAD7015474.1|CCAP
OG0000813	LOC119552075|XP_037717778.1|DSUP	CCAP1982_LOCUS7210|CAD6998639.1|CCAP
OG0000814	LOC119546553|XP_037708840.1|DSUP	CCAP1982_LOCUS189|CAD6991255.1|CCAP
OG0000815	LOC119547747|XP_037710671.1|DSUP	CCAP1982_LOCUS6833|CAD6998221.1|CCAP, CCAP1982_LOCUS6832|CAD6998220.1|CCAP
OG0000820	LOC119556108|XP_037723907.1|DSUP	CCAP1982_LOCUS607|CAD6991694.1|CCAP
OG0000820	LOC119550974|XP_037715936.1|DSUP	CCAP1982_LOCUS20527|CAD7012446.1|CCAP
OG0000823	LOC119560496|XP_037729895.1|DSUP, LOC119560607|XP_037730067.1|DSUP	CCAP1982_LOCUS2925|CAD6994160.1|CCAP
OG0000824	LOC119546742|XP_037709168.1|DSUP	CCAP1982_LOCUS3412|CAD6994677.1|CCAP
OG0000825	LOC119552532|XP_037718079.1|DSUP, LOC119547412|XP_037710189.1|DSUP	CCAP1982_LOCUS8451|CAD6999943.1|CCAP, CCAP1982_LOCUS8452|CAD6999944.1|CCAP, CCAP1982_LOCUS19940|CAD7011830.1|CCAP
OG0000826	LOC119552046|XP_037717717.1|DSUP	CCAP1982_LOCUS22257|CAD7014254.1|CCAP
OG0000827	LOC119553996|XP_037720631.1|DSUP, LOC119553892|XP_037720487.1|DSUP, LOC119554101|XP_037720778.1|DSUP, LOC119553738|XP_037720260.1|DSUP	CCAP1982_LOCUS12545|CAD7004124.1|CCAP
OG0000828	LOC119562972|XP_037732076.1|DSUP, LOC119562971|XP_037732075.1|DSUP	CCAP1982_LOCUS3024|CAD6994263.1|CCAP
OG0000831	LOC119553781|XP_037720316.1|DSUP	CCAP1982_LOCUS2876|CAD6994107.1|CCAP
OG0000832	LOC119551843|XP_037717344.1|DSUP, LOC119546226|XP_037708293.1|DSUP	CCAP1982_LOCUS22663|CAD7014678.1|CCAP
OG0000833	LOC119555527|XP_037722880.1|DSUP	CCAP1982_LOCUS14574|CAD7006248.1|CCAP
OG0000834	LOC119556825|XP_037725212.1|DSUP	CCAP1982_LOCUS2133|CAD6993316.1|CCAP, CCAP1982_LOCUS2134|CAD6993317.1|CCAP, CCAP1982_LOCUS2135|CAD6993318.1|CCAP
OG0000835	LOC119555686|XP_037723248.1|DSUP	CCAP1982_LOCUS12097|CAD7003659.1|CCAP
OG0000836	LOC119546921|XP_037709480.1|DSUP, LOC119546215|XP_037708280.1|DSUP	CCAP1982_LOCUS5624|CAD6996957.1|CCAP
OG0000839	LOC119560707|XP_037730228.1|DSUP, LOC119560326|XP_037729636.1|DSUP	CCAP1982_LOCUS770|CAD6991879.1|CCAP
OG0000841	LOC119562331|XP_037731418.1|DSUP, LOC119562338|XP_037731433.1|DSUP	CCAP1982_LOCUS4224|CAD6995511.1|CCAP
OG0000842	LOC119550281|XP_037714798.1|DSUP, LOC119550149|XP_037714587.1|DSUP, LOC119547884|XP_037710853.1|DSUP	CCAP1982_LOCUS21103|CAD7013014.1|CCAP
OG0000843	LOC119551213|XP_037716376.1|DSUP	CCAP1982_LOCUS5498|CAD6996825.1|CCAP
OG0000844	LOC119549890|XP_037714125.1|DSUP, LOC119559947|XP_037729102.1|DSUP	CCAP1982_LOCUS21108|CAD7013021.1|CCAP
OG0000846	LOC119556817|XP_037725199.1|DSUP	CCAP1982_LOCUS1614|CAD6992773.1|CCAP
OG0000847	LOC119549781|XP_037713971.1|DSUP, LOC119552009|XP_037717667.1|DSUP	CCAP1982_LOCUS7164|CAD6998586.1|CCAP
OG0000848	LOC119546388|XP_037708556.1|DSUP, LOC119548331|XP_037711449.1|DSUP	CCAP1982_LOCUS8247|CAD6999721.1|CCAP
OG0000848	LOC119547075|XP_037709690.1|DSUP	CCAP1982_LOCUS8237|CAD6999711.1|CCAP
OG0000849	LOC119547068|XP_037709681.1|DSUP, LOC119546972|XP_037709548.1|DSUP	CCAP1982_LOCUS8441|CAD6999928.1|CCAP, CCAP1982_LOCUS8442|CAD6999929.1|CCAP, CCAP1982_LOCUS8443|CAD6999930.1|CCAP
OG0000850	LOC119551003|XP_037715985.1|DSUP, LOC119551002|XP_037715983.1|DSUP	CCAP1982_LOCUS22786|CAD7014819.1|CCAP
OG0000856	LOC119556944|XP_037725364.1|DSUP, LOC119553907|XP_037720506.1|DSUP	CCAP1982_LOCUS13873|CAD7005513.1|CCAP
OG0000858	LOC119546751|XP_037709186.1|DSUP, LOC119546743|XP_037709172.1|DSUP	CCAP1982_LOCUS3995|CAD6995275.1|CCAP
OG0000860	LOC119552494|XP_037718024.1|DSUP, LOC119552622|XP_037718216.1|DSUP	CCAP1982_LOCUS12607|CAD7004188.1|CCAP
OG0000861	LOC119551190|XP_037716320.1|DSUP, LOC119550584|XP_037715306.1|DSUP, LOC119558812|XP_037728006.1|DSUP	CCAP1982_LOCUS23355|CAD7015412.1|CCAP
OG0000863	LOC119560369|XP_037729703.1|DSUP, LOC119560306|XP_037729607.1|DSUP	CCAP1982_LOCUS13300|CAD7004917.1|CCAP, CCAP1982_LOCUS13301|CAD7004918.1|CCAP
OG0000865	LOC119558265|XP_037727544.1|DSUP, LOC119561712|XP_037731140.1|DSUP	CCAP1982_LOCUS4953|CAD6996270.1|CCAP
OG0000866	LOC119548658|XP_037712000.1|DSUP, LOC119548659|XP_037712002.1|DSUP	CCAP1982_LOCUS8871|CAD7000396.1|CCAP
OG0000867	LOC119548502|XP_037711709.1|DSUP	CCAP1982_LOCUS6476|CAD6997852.1|CCAP
OG0000869	LOC119560343|XP_037729667.1|DSUP	CCAP1982_LOCUS4368|CAD6995661.1|CCAP, CCAP1982_LOCUS4369|CAD6995662.1|CCAP
OG0000870	LOC119549962|XP_037714281.1|DSUP	CCAP1982_LOCUS20504|CAD7012418.1|CCAP
OG0000871	LOC119551015|XP_037715997.1|DSUP	CCAP1982_LOCUS19771|CAD7011687.1|CCAP
OG0000872	LOC119549224|XP_037713034.1|DSUP	CCAP1982_LOCUS21128|CAD7013046.1|CCAP
OG0000875	LOC119553249|XP_037719454.1|DSUP	CCAP1982_LOCUS14457|CAD7006125.1|CCAP
OG0000878	LOC119551820|XP_037717309.1|DSUP, LOC119547136|XP_037709776.1|DSUP	CCAP1982_LOCUS20172|CAD7012072.1|CCAP, CCAP1982_LOCUS20173|CAD7012073.1|CCAP, CCAP1982_LOCUS20174|CAD7012074.1|CCAP, CCAP1982_LOCUS20175|CAD7012075.1|CCAP
OG0000885	LOC119560244|XP_037729534.1|DSUP	CCAP1982_LOCUS3879|CAD6995158.1|CCAP
OG0000886	LOC119563324|XP_037732594.1|DSUP	CCAP1982_LOCUS2115|CAD6993301.1|CCAP
OG0000888	LOC119553388|XP_037719673.1|DSUP	CCAP1982_LOCUS11353|CAD7002884.1|CCAP, CCAP1982_LOCUS11349|CAD7002880.1|CCAP
OG0000889	LOC119554130|XP_037720832.1|DSUP	CCAP1982_LOCUS13751|CAD7005391.1|CCAP
OG0000890	LOC119562479|XP_037731601.1|DSUP, LOC119551169|XP_037716295.1|DSUP	CCAP1982_LOCUS23265|CAD7015320.1|CCAP
OG0000891	LOC119546926|XP_037709489.1|DSUP, LOC119547849|XP_037710807.1|DSUP	CCAP1982_LOCUS8035|CAD6999510.1|CCAP
OG0000892	LOC119555231|XP_037722439.1|DSUP, LOC119555435|XP_037722732.1|DSUP	CCAP1982_LOCUS14260|CAD7005922.1|CCAP
OG0000893	LOC119560177|XP_037729465.1|DSUP	CCAP1982_LOCUS4761|CAD6996054.1|CCAP
OG0000894	LOC119560741|XP_037730283.1|DSUP, LOC119559946|XP_037729100.1|DSUP	CCAP1982_LOCUS5163|CAD6996494.1|CCAP
OG0000895	LOC119551844|XP_037717345.1|DSUP	CCAP1982_LOCUS22848|CAD7014884.1|CCAP
OG0000897	LOC119562942|XP_037732026.1|DSUP	CCAP1982_LOCUS357|CAD6991430.1|CCAP
OG0000897	LOC119562927|XP_037732006.1|DSUP	CCAP1982_LOCUS354|CAD6991427.1|CCAP
OG0000898	LOC119550049|XP_037714431.1|DSUP, LOC119549937|XP_037714243.1|DSUP	CCAP1982_LOCUS251|CAD6991322.1|CCAP
OG0000899	LOC119560139|XP_037729419.1|DSUP, LOC119560680|XP_037730182.1|DSUP	CCAP1982_LOCUS2195|CAD6993379.1|CCAP
OG0000900	LOC119551005|XP_037715987.1|DSUP, LOC119551871|XP_037717393.1|DSUP	CCAP1982_LOCUS22789|CAD7014822.1|CCAP
OG0000901	LOC119551893|XP_037717423.1|DSUP, LOC119551441|XP_037716712.1|DSUP	CCAP1982_LOCUS19938|CAD7011828.1|CCAP, CCAP1982_LOCUS19939|CAD7011829.1|CCAP
OG0000909	LOC119563414|XP_037732710.1|DSUP	CCAP1982_LOCUS3768|CAD6995038.1|CCAP
OG0000911	LOC119551874|XP_037717396.1|DSUP	CCAP1982_LOCUS21662|CAD7013610.1|CCAP
OG0000912	LOC119555476|XP_037722812.1|DSUP, LOC119555477|XP_037722813.1|DSUP	CCAP1982_LOCUS14320|CAD7005984.1|CCAP
OG0000913	LOC119552939|XP_037718820.1|DSUP	CCAP1982_LOCUS10773|CAD7002278.1|CCAP
OG0000914	LOC119550754|XP_037715605.1|DSUP	CCAP1982_LOCUS21261|CAD7013190.1|CCAP
OG0000915	LOC119551017|XP_037715999.1|DSUP, LOC119557018|XP_037725482.1|DSUP	CCAP1982_LOCUS21547|CAD7013485.1|CCAP
OG0000916	LOC119546262|XP_037708351.1|DSUP	CCAP1982_LOCUS8269|CAD6999743.1|CCAP
OG0000917	LOC119560884|XP_037730489.1|DSUP, LOC119548724|XP_037712157.1|DSUP	CCAP1982_LOCUS8922|CAD7000445.1|CCAP
OG0000918	LOC119562707|XP_037731821.1|DSUP, LOC119548676|XP_037712047.1|DSUP	CCAP1982_LOCUS5537|CAD6996863.1|CCAP
OG0000922	LOC119553367|XP_037719640.1|DSUP, LOC119553366|XP_037719639.1|DSUP	CCAP1982_LOCUS12740|CAD7004321.1|CCAP, CCAP1982_LOCUS12739|CAD7004320.1|CCAP, CCAP1982_LOCUS12737|CAD7004318.1|CCAP
OG0000923	LOC119553619|XP_037720012.1|DSUP, LOC119559886|XP_037728951.1|DSUP, LOC119558281|XP_037727587.1|DSUP	CCAP1982_LOCUS5176|CAD6996508.1|CCAP, CCAP1982_LOCUS22264|CAD7014261.1|CCAP
OG0000925	LOC119554725|XP_037721672.1|DSUP, LOC119553857|XP_037720439.1|DSUP	CCAP1982_LOCUS1840|CAD6993005.1|CCAP
OG0000927	LOC119558541|XP_037727947.1|DSUP, LOC119556073|XP_037723823.1|DSUP	CCAP1982_LOCUS3546|CAD6994815.1|CCAP, CCAP1982_LOCUS3625|CAD6994890.1|CCAP
OG0000928	LOC119548511|XP_037711726.1|DSUP, LOC119547287|XP_037710000.1|DSUP	CCAP1982_LOCUS5385|CAD6996701.1|CCAP
OG0000930	LOC119555637|XP_037723087.1|DSUP, LOC119555633|XP_037723081.1|DSUP	CCAP1982_LOCUS12351|CAD7003926.1|CCAP
OG0000931	LOC119550696|XP_037715489.1|DSUP, LOC119547303|XP_037710023.1|DSUP	CCAP1982_LOCUS14267|CAD7005929.1|CCAP
OG0000932	LOC119555507|XP_037722854.1|DSUP	CCAP1982_LOCUS13477|CAD7005115.1|CCAP, CCAP1982_LOCUS13478|CAD7005116.1|CCAP
OG0000932	LOC119555508|XP_037722856.1|DSUP	CCAP1982_LOCUS13476|CAD7005114.1|CCAP
OG0000935	LOC119556611|XP_037724919.1|DSUP	CCAP1982_LOCUS3212|CAD6994467.1|CCAP
OG0000936	LOC119559037|XP_037728092.1|DSUP, LOC119557557|XP_037726270.1|DSUP	CCAP1982_LOCUS4121|CAD6995403.1|CCAP
OG0000937	LOC119561248|XP_037730977.1|DSUP	CCAP1982_LOCUS3421|CAD6994686.1|CCAP, CCAP1982_LOCUS3422|CAD6994687.1|CCAP
OG0000939	LOC119548744|XP_037712187.1|DSUP, LOC119546082|XP_037708087.1|DSUP	CCAP1982_LOCUS8572|CAD7000071.1|CCAP
OG0000942	LOC119552580|XP_037718139.1|DSUP	CCAP1982_LOCUS13068|CAD7004674.1|CCAP
OG0000945	LOC119555578|XP_037722977.1|DSUP, LOC119555579|XP_037722979.1|DSUP	CCAP1982_LOCUS22125|CAD7014119.1|CCAP
OG0000947	LOC119549382|XP_037713350.1|DSUP	CCAP1982_LOCUS19572|CAD7011472.1|CCAP
OG0000948	LOC119553954|XP_037720576.1|DSUP	CCAP1982_LOCUS11573|CAD7003110.1|CCAP
OG0000951	LOC119560429|XP_037729793.1|DSUP	CCAP1982_LOCUS166|CAD6991229.1|CCAP
OG0000952	LOC119546764|XP_037709239.1|DSUP	CCAP1982_LOCUS7797|CAD6999267.1|CCAP
OG0000954	LOC119559396|XP_037728385.1|DSUP	CCAP1982_LOCUS8898|CAD7000422.1|CCAP, CCAP1982_LOCUS8895|CAD7000419.1|CCAP, CCAP1982_LOCUS19795|CAD7011710.1|CCAP
OG0000955	LOC119562923|XP_037732001.1|DSUP	CCAP1982_LOCUS21840|CAD7013820.1|CCAP
OG0000955	LOC119545672|XP_037707327.1|DSUP	CCAP1982_LOCUS481|CAD6991562.1|CCAP
OG0000956	LOC119560908|XP_037730536.1|DSUP, LOC119560361|XP_037729693.1|DSUP	CCAP1982_LOCUS4932|CAD6996249.1|CCAP, CCAP1982_LOCUS4465|CAD6995762.1|CCAP
OG0000957	LOC119549860|XP_037714084.1|DSUP, LOC119549859|XP_037714083.1|DSUP	CCAP1982_LOCUS13628|CAD7005271.1|CCAP
OG0000958	LOC119563534|XP_037732939.1|DSUP, LOC119550645|XP_037715413.1|DSUP	CCAP1982_LOCUS4000|CAD6995281.1|CCAP
OG0000959	LOC119553624|XP_037720022.1|DSUP, LOC119560159|XP_037729448.1|DSUP	CCAP1982_LOCUS19918|CAD7011808.1|CCAP
OG0000961	LOC119555468|XP_037722802.1|DSUP, LOC119555470|XP_037722804.1|DSUP	CCAP1982_LOCUS14090|CAD7005739.1|CCAP
OG0000964	LOC119557012|XP_037725474.1|DSUP, LOC119551585|XP_037716913.1|DSUP	CCAP1982_LOCUS19682|CAD7011593.1|CCAP
OG0000966	LOC119559404|XP_037728400.1|DSUP, LOC119548757|XP_037712216.1|DSUP	CCAP1982_LOCUS5066|CAD6996391.1|CCAP
OG0000968	LOC119553492|XP_037719828.1|DSUP	CCAP1982_LOCUS11834|CAD7003375.1|CCAP
OG0000969	LOC119549956|XP_037714267.1|DSUP, LOC119557232|XP_037725846.1|DSUP	CCAP1982_LOCUS23334|CAD7015390.1|CCAP
OG0000970	LOC119562064|XP_037731321.1|DSUP	CCAP1982_LOCUS2746|CAD6993961.1|CCAP
OG0000971	LOC119548340|XP_037711475.1|DSUP, LOC119548170|XP_037711210.1|DSUP	CCAP1982_LOCUS8220|CAD6999693.1|CCAP
OG0000972	LOC119555624|XP_037723072.1|DSUP, LOC119557926|XP_037726862.1|DSUP	CCAP1982_LOCUS11059|CAD7002571.1|CCAP
OG0000974	LOC119553488|XP_037719825.1|DSUP	CCAP1982_LOCUS12256|CAD7003823.1|CCAP, CCAP1982_LOCUS12257|CAD7003824.1|CCAP
OG0000975	LOC119548237|XP_037711307.1|DSUP	CCAP1982_LOCUS5108|CAD6996435.1|CCAP, CCAP1982_LOCUS5109|CAD6996436.1|CCAP, CCAP1982_LOCUS5107|CAD6996434.1|CCAP
OG0000976	LOC119560845|XP_037730427.1|DSUP, LOC119562645|XP_037731798.1|DSUP	CCAP1982_LOCUS4863|CAD6996171.1|CCAP
OG0000977	LOC119562210|XP_037731338.1|DSUP, LOC119562196|XP_037731331.1|DSUP	CCAP1982_LOCUS4904|CAD6996216.1|CCAP, CCAP1982_LOCUS4902|CAD6996214.1|CCAP
OG0000978	LOC119549669|XP_037713802.1|DSUP, LOC119550444|XP_037715050.1|DSUP	CCAP1982_LOCUS4767|CAD6996059.1|CCAP
OG0000979	LOC119550096|XP_037714504.1|DSUP	CCAP1982_LOCUS1023|CAD6992145.1|CCAP
OG0000982	LOC119562519|XP_037731644.1|DSUP, LOC119560321|XP_037729630.1|DSUP, LOC119560695|XP_037730205.1|DSUP	CCAP1982_LOCUS2938|CAD6994173.1|CCAP
OG0000984	LOC119550071|XP_037714470.1|DSUP, LOC119559169|XP_037728159.1|DSUP	CCAP1982_LOCUS5396|CAD6996713.1|CCAP, CCAP1982_LOCUS9002|CAD7000524.1|CCAP
OG0000992	LOC119549663|XP_037713795.1|DSUP, LOC119545774|XP_037707552.1|DSUP	CCAP1982_LOCUS4021|CAD6995302.1|CCAP
OG0000995	LOC119557430|XP_037726110.1|DSUP, LOC119547817|XP_037710768.1|DSUP	CCAP1982_LOCUS22836|CAD7014872.1|CCAP
OG0000996	LOC119549374|XP_037713339.1|DSUP	CCAP1982_LOCUS21390|CAD7013320.1|CCAP
OG0000997	LOC119551566|XP_037716892.1|DSUP	CCAP1982_LOCUS23125|CAD7015172.1|CCAP
OG0000998	LOC119552704|XP_037718373.1|DSUP	CCAP1982_LOCUS11159|CAD7002677.1|CCAP
OG0001000	LOC119559635|XP_037728606.1|DSUP	CCAP1982_LOCUS7177|CAD6998602.1|CCAP
OG0001001	LOC119549775|XP_037713962.1|DSUP	CCAP1982_LOCUS7241|CAD6998682.1|CCAP
OG0001002	LOC119548230|XP_037711297.1|DSUP	CCAP1982_LOCUS8673|CAD7000182.1|CCAP, CCAP1982_LOCUS8675|CAD7000184.1|CCAP, CCAP1982_LOCUS8672|CAD7000181.1|CCAP
OG0001004	LOC119560807|XP_037730368.1|DSUP, LOC119560570|XP_037730017.1|DSUP	CCAP1982_LOCUS519|CAD6991602.1|CCAP
OG0001005	LOC119546353|XP_037708509.1|DSUP, LOC119555975|XP_037723630.1|DSUP	CCAP1982_LOCUS13375|CAD7004999.1|CCAP
OG0001006	LOC119556886|XP_037725296.1|DSUP, LOC119554336|XP_037721129.1|DSUP	CCAP1982_LOCUS13426|CAD7005058.1|CCAP
OG0001007	LOC119550014|XP_037714365.1|DSUP, LOC119552714|XP_037718391.1|DSUP	CCAP1982_LOCUS21101|CAD7013012.1|CCAP
OG0001009	LOC119562921|XP_037731998.1|DSUP, LOC119562911|XP_037731982.1|DSUP	CCAP1982_LOCUS8077|CAD6999557.1|CCAP
OG0001013	LOC119552797|XP_037718557.1|DSUP, LOC119554379|XP_037721188.1|DSUP	CCAP1982_LOCUS13472|CAD7005110.1|CCAP
OG0001014	LOC119553332|XP_037719591.1|DSUP, LOC119554682|XP_037721612.1|DSUP	CCAP1982_LOCUS14739|CAD7006419.1|CCAP
OG0001019	LOC119545695|XP_037707375.1|DSUP	CCAP1982_LOCUS3433|CAD6994698.1|CCAP
OG0001021	LOC119547178|XP_037709839.1|DSUP	CCAP1982_LOCUS6394|CAD6997764.1|CCAP
OG0001021	LOC119547177|XP_037709838.1|DSUP	CCAP1982_LOCUS20092|CAD7011981.1|CCAP
OG0001024	LOC119553813|XP_037720364.1|DSUP	CCAP1982_LOCUS3439|CAD6994704.1|CCAP, CCAP1982_LOCUS3438|CAD6994703.1|CCAP
OG0001025	LOC119554755|XP_037721711.1|DSUP, LOC119554632|XP_037721557.1|DSUP	CCAP1982_LOCUS14956|CAD7006653.1|CCAP
OG0001026	LOC119549014|XP_037712584.1|DSUP	CCAP1982_LOCUS21674|CAD7013623.1|CCAP
OG0001027	LOC119554074|XP_037720745.1|DSUP	CCAP1982_LOCUS11668|CAD7003208.1|CCAP
OG0001028	LOC119546935|XP_037709500.1|DSUP	CCAP1982_LOCUS8649|CAD7000156.1|CCAP
OG0001031	LOC119558475|XP_037727916.1|DSUP	CCAP1982_LOCUS6157|CAD6997518.1|CCAP
OG0001031	LOC119562801|XP_037731895.1|DSUP, LOC119562800|XP_037731894.1|DSUP	CCAP1982_LOCUS6156|CAD6997517.1|CCAP
OG0001034	LOC119555373|XP_037722642.1|DSUP	CCAP1982_LOCUS13833|CAD7005473.1|CCAP
OG0001042	LOC119549879|XP_037714115.1|DSUP	CCAP1982_LOCUS1764|CAD6992931.1|CCAP
OG0001044	LOC119551817|XP_037717306.1|DSUP	CCAP1982_LOCUS21192|CAD7013119.1|CCAP, CCAP1982_LOCUS21189|CAD7013116.1|CCAP, CCAP1982_LOCUS21193|CAD7013120.1|CCAP
OG0001045	LOC119551240|XP_037716409.1|DSUP	CCAP1982_LOCUS20913|CAD7012813.1|CCAP
OG0001046	LOC119550093|XP_037714500.1|DSUP, LOC119550091|XP_037714499.1|DSUP	CCAP1982_LOCUS19960|CAD7011851.1|CCAP
OG0001047	LOC119549018|XP_037712590.1|DSUP	CCAP1982_LOCUS20366|CAD7012270.1|CCAP
OG0001048	LOC119550268|XP_037714775.1|DSUP	CCAP1982_LOCUS21371|CAD7013300.1|CCAP
OG0001049	LOC119554088|XP_037720760.1|DSUP	CCAP1982_LOCUS12233|CAD7003800.1|CCAP, CCAP1982_LOCUS12232|CAD7003799.1|CCAP
OG0001050	LOC119555681|XP_037723232.1|DSUP	CCAP1982_LOCUS11755|CAD7003293.1|CCAP
OG0001051	LOC119548578|XP_037711824.1|DSUP	CCAP1982_LOCUS7727|CAD6999191.1|CCAP
OG0001052	LOC119548448|XP_037711639.1|DSUP	CCAP1982_LOCUS5814|CAD6997172.1|CCAP
OG0001054	LOC119549047|XP_037712674.1|DSUP, LOC119549062|XP_037712699.1|DSUP	CCAP1982_LOCUS3180|CAD6994429.1|CCAP
OG0001057	LOC119548755|XP_037712207.1|DSUP	CCAP1982_LOCUS20701|CAD7012617.1|CCAP
OG0001059	LOC119554607|XP_037721527.1|DSUP, LOC119553522|XP_037719873.1|DSUP	CCAP1982_LOCUS14475|CAD7006147.1|CCAP, CCAP1982_LOCUS14471|CAD7006143.1|CCAP
OG0001060	LOC119563004|XP_037732121.1|DSUP	CCAP1982_LOCUS398|CAD6991473.1|CCAP
OG0001061	LOC119560300|XP_037729599.1|DSUP, LOC119561020|XP_037730771.1|DSUP	CCAP1982_LOCUS21406|CAD7013338.1|CCAP, CCAP1982_LOCUS4091|CAD6995373.1|CCAP
OG0001062	LOC119560437|XP_037729807.1|DSUP, LOC119560549|XP_037729982.1|DSUP	CCAP1982_LOCUS2581|CAD6993783.1|CCAP
OG0001063	LOC119558347|XP_037727756.1|DSUP, LOC119556757|XP_037725106.1|DSUP	CCAP1982_LOCUS20718|CAD7012631.1|CCAP, CCAP1982_LOCUS20715|CAD7012628.1|CCAP
