Orthogroup	DSUP.longest_only	DHYD.longest_only
OG0000862	LOC119551252|XP_037716425.1|DSUP, LOC119546890|XP_037709438.1|DSUP	LOC111597955|XP_023168687.1|DHYD
OG0000863	LOC119560369|XP_037729703.1|DSUP	LOC111603621|XP_023177059.2|DHYD
OG0000863	LOC119560306|XP_037729607.1|DSUP	LOC111593340|XP_023161819.2|DHYD, LOC111594125|XP_023163055.1|DHYD
OG0000864	LOC119557822|XP_037726690.1|DSUP	LOC111593452|XP_023161977.2|DHYD
OG0000865	LOC119558265|XP_037727544.1|DSUP	LOC115482964|XP_030079343.1|DHYD, LOC111598443|XP_023169452.2|DHYD
OG0000865	LOC119561712|XP_037731140.1|DSUP	LOC111603467|XP_023176824.2|DHYD
OG0000866	LOC119548658|XP_037712000.1|DSUP, LOC119548659|XP_037712002.1|DSUP	LOC111595850|XP_023165528.2|DHYD
OG0000867	LOC119547358|XP_037710103.1|DSUP	LOC111598972|XP_023170234.2|DHYD
OG0000867	LOC119548502|XP_037711709.1|DSUP	LOC111594407|XP_023163451.1|DHYD
OG0000868	LOC119557784|XP_037726611.1|DSUP	LOC111604964|XP_023179016.1|DHYD
OG0000869	LOC119560343|XP_037729667.1|DSUP	LOC111603418|XP_023176768.2|DHYD
OG0000871	LOC119551015|XP_037715997.1|DSUP	LOC111595570|XP_023165135.1|DHYD
OG0000872	LOC119556700|XP_037725024.1|DSUP	LOC111595960|XP_023165700.1|DHYD
OG0000872	LOC119549224|XP_037713034.1|DSUP	LOC111600085|XP_023171792.1|DHYD
OG0000873	LOC119553214|XP_037719399.1|DSUP	LOC111600930|XP_030078651.1|DHYD
OG0000874	LOC119549428|XP_037713439.1|DSUP	LOC111593252|XP_023161684.2|DHYD
OG0000875	LOC119553249|XP_037719454.1|DSUP	LOC111592327|XP_023160220.1|DHYD
OG0000877	LOC119553150|XP_037719298.1|DSUP	LOC111605101|XP_023179211.2|DHYD
OG0000877	LOC119557005|XP_037725464.1|DSUP	LOC111602818|XP_023175889.1|DHYD
OG0000878	LOC119551820|XP_037717309.1|DSUP	LOC111595054|XP_023164359.2|DHYD
OG0000878	LOC119547136|XP_037709776.1|DSUP	LOC115483321|XP_030080565.1|DHYD, LOC111598943|XP_023170189.2|DHYD
OG0000879	LOC119551910|XP_037717453.1|DSUP	LOC111592199|XP_023160036.1|DHYD
OG0000880	LOC119556878|XP_037725281.1|DSUP	LOC111594902|XP_023164155.1|DHYD
OG0000880	LOC119553971|XP_037720604.1|DSUP	LOC111597579|XP_023168145.2|DHYD
OG0000881	LOC119553841|XP_037720413.1|DSUP, LOC119553911|XP_037720515.1|DSUP, LOC119555104|XP_037722251.1|DSUP	LOC111592964|XP_023161224.1|DHYD
OG0000882	LOC119556981|XP_037725428.1|DSUP	LOC111596542|XP_023166582.1|DHYD
OG0000884	LOC119558338|XP_037727730.1|DSUP	LOC111597524|XP_023168070.2|DHYD
OG0000885	LOC119560244|XP_037729534.1|DSUP	LOC111601408|XP_023173734.1|DHYD
OG0000886	LOC119563324|XP_037732594.1|DSUP	LOC111596693|XP_023166782.1|DHYD, LOC111596703|XP_023166793.1|DHYD
OG0000887	LOC119556695|XP_037725020.1|DSUP	LOC111593634|XP_023162274.2|DHYD
OG0000888	LOC119553388|XP_037719673.1|DSUP	LOC111596521|XP_030081178.1|DHYD
OG0000889	LOC119554130|XP_037720832.1|DSUP	LOC111597555|XP_023168120.1|DHYD
OG0000890	LOC119562479|XP_037731601.1|DSUP, LOC119551169|XP_037716295.1|DSUP	LOC111604129|XP_023177817.2|DHYD
OG0000891	LOC119547849|XP_037710807.1|DSUP	LOC111601133|XP_023173368.1|DHYD
OG0000892	LOC119555435|XP_037722732.1|DSUP	LOC111605703|XP_023180149.1|DHYD
OG0000893	LOC119560177|XP_037729465.1|DSUP	LOC111603400|XP_030081730.1|DHYD
OG0000894	LOC119560741|XP_037730283.1|DSUP	LOC111592386|XP_023160329.2|DHYD
OG0000894	LOC119559946|XP_037729100.1|DSUP	LOC111603565|XP_023176979.1|DHYD
OG0000895	LOC119551844|XP_037717345.1|DSUP	LOC111600689|XP_023172710.2|DHYD, LOC111600695|XP_023172717.2|DHYD
OG0000896	LOC119556046|XP_037723767.1|DSUP	LOC111602033|XP_030079545.1|DHYD
OG0000897	LOC119562942|XP_037732026.1|DSUP	LOC111595175|XP_023164523.1|DHYD
OG0000897	LOC119562927|XP_037732006.1|DSUP	LOC111595176|XP_023164524.2|DHYD
OG0000898	LOC119550049|XP_037714431.1|DSUP, LOC119549937|XP_037714243.1|DSUP	LOC111595631|XP_023165208.2|DHYD, LOC111593552|XP_023162174.2|DHYD
OG0000899	LOC119560139|XP_037729419.1|DSUP, LOC119560680|XP_037730182.1|DSUP	LOC111605430|XP_023179707.2|DHYD
OG0000900	LOC119551005|XP_037715987.1|DSUP	LOC111599981|XP_023171644.2|DHYD
OG0000900	LOC119551871|XP_037717393.1|DSUP	LOC111599980|XP_023171643.2|DHYD
OG0000901	LOC119551893|XP_037717423.1|DSUP	LOC111597133|XP_023167461.2|DHYD
OG0000902	LOC119555822|XP_037723368.1|DSUP	LOC111605151|XP_023179301.2|DHYD, LOC111605155|XP_023179306.2|DHYD
OG0000902	LOC119555821|XP_037723367.1|DSUP	LOC111605139|XP_023179286.1|DHYD
OG0000903	LOC119553462|XP_037719793.1|DSUP	LOC111603698|XP_023177166.1|DHYD
OG0000904	LOC119553061|XP_037719114.1|DSUP, LOC119552542|XP_037718090.1|DSUP, LOC119552541|XP_037718089.1|DSUP	LOC111601681|XP_023174153.2|DHYD
OG0000906	LOC119551615|XP_037716956.1|DSUP	LOC111605257|XP_023179463.2|DHYD, LOC111605278|XP_023179490.2|DHYD
OG0000906	LOC119550784|XP_037715644.1|DSUP	LOC111605275|XP_023179487.2|DHYD
OG0000907	LOC119551214|XP_037716378.1|DSUP	LOC111600102|XP_023171831.1|DHYD
OG0000909	LOC119563414|XP_037732710.1|DSUP	LOC111602822|XP_023175898.1|DHYD
OG0000910	LOC119556290|XP_037724275.1|DSUP, LOC119555638|XP_037723092.1|DSUP	LOC111596877|XP_023167093.2|DHYD
OG0000911	LOC119551874|XP_037717396.1|DSUP	LOC111595624|XP_023165202.1|DHYD
OG0000912	LOC119555476|XP_037722812.1|DSUP, LOC119555477|XP_037722813.1|DSUP	LOC111593528|XP_023162089.1|DHYD
OG0000913	LOC119552939|XP_037718820.1|DSUP	LOC111595095|XP_023164428.2|DHYD
OG0000914	LOC119550754|XP_037715605.1|DSUP	LOC111593570|XP_023162200.1|DHYD
OG0000915	LOC119551017|XP_037715999.1|DSUP	LOC111600704|XP_023172729.2|DHYD
OG0000916	LOC119546262|XP_037708351.1|DSUP	LOC111596228|XP_030080351.1|DHYD
OG0000917	LOC119560884|XP_037730489.1|DSUP	LOC111598523|XP_030081590.1|DHYD
OG0000917	LOC119548724|XP_037712157.1|DSUP	LOC111599399|XP_030079268.1|DHYD
OG0000918	LOC119562707|XP_037731821.1|DSUP, LOC119548676|XP_037712047.1|DSUP	LOC111594098|XP_023163018.2|DHYD
OG0000920	LOC119558006|XP_037727041.1|DSUP	LOC111600229|XP_023172024.1|DHYD
OG0000921	LOC119556415|XP_037724538.1|DSUP, LOC119556149|XP_037723974.1|DSUP	LOC111593394|XP_030079432.1|DHYD
OG0000922	LOC119553367|XP_037719640.1|DSUP, LOC119553366|XP_037719639.1|DSUP	LOC111596016|XP_023165808.1|DHYD
OG0000923	LOC119553619|XP_037720012.1|DSUP, LOC119559886|XP_037728951.1|DSUP, LOC119558281|XP_037727587.1|DSUP	LOC111604969|XP_023179027.2|DHYD
OG0000924	LOC119556173|XP_037724021.1|DSUP	LOC111598118|XP_023168943.2|DHYD
OG0000925	LOC119554725|XP_037721672.1|DSUP, LOC119553857|XP_037720439.1|DSUP	LOC111602003|XP_023174659.1|DHYD
OG0000926	LOC119560986|XP_037730691.1|DSUP	LOC111596459|XP_023166463.2|DHYD
OG0000926	LOC119562864|XP_037731906.1|DSUP	LOC111604832|XP_023178824.1|DHYD
OG0000927	LOC119558541|XP_037727947.1|DSUP	LOC111595907|XP_023165622.1|DHYD
OG0000927	LOC119556073|XP_037723823.1|DSUP	LOC111596013|XP_023165806.2|DHYD
OG0000928	LOC119548511|XP_037711726.1|DSUP, LOC119547287|XP_037710000.1|DSUP	LOC111593766|XP_030080024.1|DHYD, LOC115483086|XP_030080021.1|DHYD
OG0000929	LOC119547660|XP_037710537.1|DSUP	LOC111599311|XP_030079183.1|DHYD
OG0000929	LOC119547661|XP_037710539.1|DSUP	LOC115482943|XP_030079197.1|DHYD
OG0000930	LOC119555637|XP_037723087.1|DSUP, LOC119555633|XP_037723081.1|DSUP	LOC111595044|XP_023164338.2|DHYD
OG0000931	LOC119550696|XP_037715489.1|DSUP	LOC111594281|XP_023163284.2|DHYD
OG0000931	LOC119547303|XP_037710023.1|DSUP	LOC111596195|XP_023166073.1|DHYD
OG0000932	LOC119555507|XP_037722854.1|DSUP	LOC111595936|XP_023165664.2|DHYD
OG0000933	LOC119551148|XP_037716267.1|DSUP	LOC111602101|XP_023174806.1|DHYD
OG0000933	LOC119551149|XP_037716268.1|DSUP	LOC111602130|XP_023174847.2|DHYD
OG0000934	LOC119551378|XP_037716628.1|DSUP, LOC119551334|XP_037716562.1|DSUP	LOC111596394|XP_023166368.1|DHYD
OG0000935	LOC119556611|XP_037724919.1|DSUP	LOC111603562|XP_023176970.2|DHYD
OG0000936	LOC119559037|XP_037728092.1|DSUP	LOC111600846|XP_023172918.1|DHYD
OG0000936	LOC119557557|XP_037726270.1|DSUP	LOC111605035|XP_023179138.1|DHYD
OG0000937	LOC119561248|XP_037730977.1|DSUP	LOC111603287|XP_023176568.2|DHYD
OG0000938	LOC119556470|XP_037724646.1|DSUP	LOC111598130|XP_023168959.1|DHYD
OG0000939	LOC119548744|XP_037712187.1|DSUP	LOC111592903|XP_023161118.1|DHYD
OG0000940	LOC119556967|XP_037725405.1|DSUP	LOC111598416|XP_023169425.1|DHYD
OG0000940	LOC119554614|XP_037721536.1|DSUP	LOC111592459|XP_023160427.1|DHYD
OG0000941	LOC119557678|XP_037726475.1|DSUP	LOC111594257|XP_023163246.1|DHYD
OG0000942	LOC119552580|XP_037718139.1|DSUP	LOC111594382|XP_023163416.2|DHYD
OG0000943	LOC119549167|XP_037712888.1|DSUP	LOC111600602|XP_023172564.1|DHYD
OG0000944	LOC119557307|XP_037725947.1|DSUP	LOC111605014|XP_023179111.1|DHYD
OG0000944	LOC119547313|XP_037710038.1|DSUP	LOC111601506|XP_023173868.1|DHYD
OG0000945	LOC119555578|XP_037722977.1|DSUP, LOC119555579|XP_037722979.1|DSUP	LOC111596888|XP_023167106.2|DHYD, LOC115482987|XP_030079477.1|DHYD
OG0000946	LOC119547898|XP_037710862.1|DSUP	LOC111599327|XP_023170716.2|DHYD
OG0000947	LOC119549382|XP_037713350.1|DSUP	LOC111600133|XP_023171873.2|DHYD
OG0000948	LOC119553954|XP_037720576.1|DSUP	LOC111601083|XP_023173277.1|DHYD
OG0000949	LOC119558032|XP_037727093.1|DSUP	LOC111602432|XP_023175239.2|DHYD
OG0000950	LOC119560419|XP_037729784.1|DSUP	LOC111602682|XP_023175670.1|DHYD
OG0000951	LOC119560429|XP_037729793.1|DSUP	LOC111601478|XP_023173833.1|DHYD
OG0000952	LOC119546764|XP_037709239.1|DSUP	LOC111602441|XP_023175263.1|DHYD
OG0000954	LOC119559396|XP_037728385.1|DSUP	LOC115483805|XP_030081986.1|DHYD, LOC111604355|XP_023178190.2|DHYD, LOC115483818|XP_030082044.1|DHYD, LOC111604357|XP_023178193.1|DHYD
OG0000955	LOC119545672|XP_037707327.1|DSUP	LOC111594811|XP_023164042.2|DHYD
OG0000956	LOC119560908|XP_037730536.1|DSUP	LOC111604222|XP_023177960.1|DHYD
OG0000956	LOC119560361|XP_037729693.1|DSUP	LOC111604266|XP_023178031.2|DHYD
OG0000957	LOC119549859|XP_037714083.1|DSUP	LOC111597659|XP_023168249.2|DHYD
OG0000958	LOC119563534|XP_037732939.1|DSUP, LOC119550645|XP_037715413.1|DSUP	LOC111594026|XP_023162908.2|DHYD
OG0000959	LOC119553624|XP_037720022.1|DSUP, LOC119560159|XP_037729448.1|DSUP	LOC111600161|XP_023171924.2|DHYD
OG0000961	LOC119555468|XP_037722802.1|DSUP	LOC111598098|XP_023168917.1|DHYD
OG0000961	LOC119555470|XP_037722804.1|DSUP	LOC111598095|XP_023168913.2|DHYD
OG0000963	LOC119556831|XP_037725217.1|DSUP	LOC111603160|XP_023176406.1|DHYD
OG0000964	LOC119557012|XP_037725474.1|DSUP, LOC119551585|XP_037716913.1|DSUP	LOC111595516|XP_030082039.1|DHYD
OG0000965	LOC119558131|XP_037727291.1|DSUP	LOC111603225|XP_023176497.2|DHYD, LOC111603084|XP_023176311.2|DHYD
OG0000966	LOC119559404|XP_037728400.1|DSUP, LOC119548757|XP_037712216.1|DSUP	LOC111592182|XP_023160016.1|DHYD
OG0000969	LOC119549956|XP_037714267.1|DSUP	LOC111592490|XP_023160482.1|DHYD
OG0000970	LOC119562064|XP_037731321.1|DSUP	LOC111594966|XP_023164232.1|DHYD
OG0000971	LOC119548340|XP_037711475.1|DSUP, LOC119548170|XP_037711210.1|DSUP	LOC111601135|XP_023173370.1|DHYD
OG0000972	LOC119555624|XP_037723072.1|DSUP	LOC111596947|XP_023167171.1|DHYD
OG0000973	LOC119557255|XP_037725867.1|DSUP	LOC111601622|XP_023174058.1|DHYD
OG0000974	LOC119553488|XP_037719825.1|DSUP	LOC111597477|XP_023167994.2|DHYD
OG0000975	LOC119548237|XP_037711307.1|DSUP	LOC111604558|XP_023178420.1|DHYD
OG0000976	LOC119560845|XP_037730427.1|DSUP, LOC119562645|XP_037731798.1|DSUP	LOC111597591|XP_023168158.2|DHYD
OG0000977	LOC119562196|XP_037731331.1|DSUP	LOC111602997|XP_030078749.1|DHYD
OG0000978	LOC119549669|XP_037713802.1|DSUP, LOC119550444|XP_037715050.1|DSUP	LOC111593607|XP_023162236.1|DHYD
OG0000979	LOC119550096|XP_037714504.1|DSUP	LOC111595243|XP_023164649.1|DHYD
OG0000980	LOC119563369|XP_037732647.1|DSUP	LOC111597760|XP_023168382.2|DHYD
OG0000980	LOC119551410|XP_037716681.1|DSUP	LOC111603480|XP_023176839.2|DHYD
OG0000981	LOC119546845|XP_037709367.1|DSUP	LOC111603853|XP_023177418.1|DHYD
OG0000984	LOC119559169|XP_037728159.1|DSUP	LOC111595872|XP_030079231.1|DHYD, LOC111602342|XP_030079081.1|DHYD
OG0000985	LOC119552203|XP_037717988.1|DSUP, LOC119549857|XP_037714081.1|DSUP	LOC111597571|XP_030081811.1|DHYD
OG0000986	LOC119547085|XP_037709713.1|DSUP	LOC111603921|XP_023177518.2|DHYD
OG0000988	LOC119547538|XP_037710363.1|DSUP	LOC111603766|XP_023177268.2|DHYD
OG0000990	LOC119545778|XP_037707572.1|DSUP, LOC119556106|XP_037723904.1|DSUP	LOC111591970|XP_023159685.1|DHYD
OG0000991	LOC119558339|XP_037727736.1|DSUP	LOC111597532|XP_023168084.2|DHYD
OG0000992	LOC119549663|XP_037713795.1|DSUP, LOC119545774|XP_037707552.1|DSUP	LOC111596603|XP_023166653.1|DHYD
OG0000993	LOC119554359|XP_037721157.1|DSUP, LOC119554348|XP_037721146.1|DSUP	LOC111594464|XP_023163532.2|DHYD
OG0000994	LOC119557994|XP_037727025.1|DSUP	LOC111596479|XP_023166504.1|DHYD
OG0000995	LOC119557430|XP_037726110.1|DSUP, LOC119547817|XP_037710768.1|DSUP	LOC111601960|XP_023174602.2|DHYD
OG0000996	LOC119549374|XP_037713339.1|DSUP	LOC111603111|XP_023176348.2|DHYD, LOC111603350|XP_023176667.1|DHYD
OG0000997	LOC119551566|XP_037716892.1|DSUP	LOC115483382|XP_030080965.1|DHYD
OG0000998	LOC119552704|XP_037718373.1|DSUP	LOC111601079|XP_023173274.2|DHYD, LOC111601016|XP_030079456.1|DHYD
OG0000999	LOC119556084|XP_037723863.1|DSUP	LOC111604040|XP_023177663.1|DHYD
OG0001000	LOC119559635|XP_037728606.1|DSUP	LOC111599998|XP_023171666.2|DHYD
OG0001001	LOC119549775|XP_037713962.1|DSUP	LOC111600889|XP_023172994.2|DHYD
OG0001002	LOC119548230|XP_037711297.1|DSUP	LOC111595595|XP_023165176.2|DHYD
OG0001003	LOC119559049|XP_037728103.1|DSUP, LOC119552167|XP_037717918.1|DSUP	LOC111598583|XP_023169657.1|DHYD
OG0001004	LOC119560570|XP_037730017.1|DSUP	LOC111593325|XP_023161802.1|DHYD
OG0001005	LOC119546353|XP_037708509.1|DSUP, LOC119555975|XP_037723630.1|DSUP	LOC111596807|XP_023166936.1|DHYD
OG0001006	LOC119556886|XP_037725296.1|DSUP, LOC119554336|XP_037721129.1|DSUP	LOC111605737|XP_023180206.1|DHYD
OG0001007	LOC119552714|XP_037718391.1|DSUP	LOC111597641|XP_023168217.1|DHYD, LOC111601124|XP_023173346.1|DHYD
OG0001008	LOC119561990|XP_037731310.1|DSUP, LOC119556484|XP_037724667.1|DSUP	LOC111598835|XP_023170040.1|DHYD
OG0001009	LOC119562921|XP_037731998.1|DSUP, LOC119562911|XP_037731982.1|DSUP	LOC111595166|XP_023164514.1|DHYD
OG0001010	LOC119548577|XP_037711823.1|DSUP	LOC111596003|XP_023165776.2|DHYD
OG0001011	LOC119556839|XP_037725236.1|DSUP	LOC111593004|XP_023161300.2|DHYD
OG0001011	LOC119547965|XP_037710943.1|DSUP	LOC111594212|XP_023163178.1|DHYD
OG0001012	LOC119557789|XP_037726617.1|DSUP, LOC119557739|XP_037726552.1|DSUP	LOC115482746|XP_030079685.1|DHYD, LOC111604690|XP_023178629.2|DHYD
OG0001013	LOC119552797|XP_037718557.1|DSUP	LOC111599789|XP_023171332.2|DHYD
OG0001013	LOC119554379|XP_037721188.1|DSUP	LOC111600953|XP_023173098.2|DHYD
OG0001014	LOC119553332|XP_037719591.1|DSUP	LOC111604441|XP_023178279.2|DHYD
OG0001014	LOC119554682|XP_037721612.1|DSUP	LOC111604456|XP_023178302.1|DHYD
OG0001015	LOC119557704|XP_037726506.1|DSUP	LOC111603364|XP_023176681.2|DHYD
OG0001015	LOC119557501|XP_037726201.1|DSUP	LOC111603365|XP_023176682.2|DHYD
OG0001016	LOC119553054|XP_037719099.1|DSUP, LOC119561837|XP_037731250.1|DSUP, LOC119558182|XP_037727376.1|DSUP	LOC111598998|XP_023170276.2|DHYD, LOC111603195|XP_023176451.2|DHYD
OG0001018	LOC119563413|XP_037732709.1|DSUP	LOC111598071|XP_023168873.2|DHYD
OG0001019	LOC119545695|XP_037707375.1|DSUP	LOC111603273|XP_023176554.2|DHYD
OG0001020	LOC119558186|XP_037727393.1|DSUP	LOC111593037|XP_023161372.1|DHYD
OG0001021	LOC119547178|XP_037709839.1|DSUP, LOC119547177|XP_037709838.1|DSUP	LOC111602188|XP_023174916.1|DHYD
OG0001022	LOC119560567|XP_037730013.1|DSUP, LOC119557296|XP_037725931.1|DSUP	LOC111595966|XP_023165710.1|DHYD
OG0001024	LOC119553813|XP_037720364.1|DSUP	LOC111597763|XP_023168386.2|DHYD
OG0001025	LOC119554755|XP_037721711.1|DSUP, LOC119554632|XP_037721557.1|DSUP	LOC111605185|XP_023179350.2|DHYD
OG0001026	LOC119549014|XP_037712584.1|DSUP	LOC111604784|XP_023178764.1|DHYD, LOC111595617|XP_023165191.2|DHYD
OG0001027	LOC119554074|XP_037720745.1|DSUP	LOC111592330|XP_023160224.2|DHYD
OG0001028	LOC119546935|XP_037709500.1|DSUP	LOC111601190|XP_023173437.1|DHYD
OG0001031	LOC119562801|XP_037731895.1|DSUP, LOC119562800|XP_037731894.1|DSUP	LOC111592072|XP_023159847.2|DHYD
OG0001032	LOC119562522|XP_037731642.1|DSUP, LOC119562525|XP_037731646.1|DSUP	LOC111600874|XP_030079107.1|DHYD
OG0001033	LOC119555217|XP_037722408.1|DSUP, LOC119558066|XP_037727163.1|DSUP	LOC111592151|XP_023159966.2|DHYD
OG0001034	LOC119555373|XP_037722642.1|DSUP	LOC111595151|XP_030081314.1|DHYD
OG0001035	LOC119556584|XP_037724812.1|DSUP	LOC111598445|XP_023169455.1|DHYD
OG0001035	LOC119557772|XP_037726598.1|DSUP	LOC111598450|XP_023169475.2|DHYD
OG0001036	LOC119547323|XP_037710049.1|DSUP	LOC111596586|XP_023166632.2|DHYD
OG0001036	LOC119559851|XP_037728888.1|DSUP	LOC111601315|XP_023173608.2|DHYD
OG0001037	LOC119553784|XP_037720320.1|DSUP, LOC119553802|XP_037720345.1|DSUP	LOC111597512|XP_023168049.2|DHYD
OG0001038	LOC119560703|XP_037730219.1|DSUP	LOC111602073|XP_023174765.1|DHYD
OG0001042	LOC119549879|XP_037714115.1|DSUP	LOC111601970|XP_023174611.1|DHYD
OG0001043	LOC119556843|XP_037725242.1|DSUP	LOC111601914|XP_023174529.2|DHYD
OG0001044	LOC119551817|XP_037717306.1|DSUP	LOC111604089|XP_023177752.2|DHYD
OG0001045	LOC119551240|XP_037716409.1|DSUP	LOC111602559|XP_023175483.1|DHYD
OG0001046	LOC119550093|XP_037714500.1|DSUP, LOC119550091|XP_037714499.1|DSUP	LOC111597088|XP_023167391.1|DHYD
OG0001047	LOC119549018|XP_037712590.1|DSUP	LOC111594070|XP_023162977.1|DHYD
OG0001048	LOC119550268|XP_037714775.1|DSUP	LOC111601279|XP_023173565.2|DHYD
OG0001049	LOC119554088|XP_037720760.1|DSUP	LOC111599655|XP_030079633.1|DHYD
OG0001050	LOC119555681|XP_037723232.1|DSUP	LOC111592440|XP_023160392.2|DHYD
OG0001051	LOC119548578|XP_037711824.1|DSUP	LOC111594721|XP_023163919.2|DHYD
OG0001052	LOC119548448|XP_037711639.1|DSUP	LOC111598952|XP_023170204.1|DHYD
OG0001053	LOC119557250|XP_037725863.1|DSUP	LOC111591852|XP_023163555.2|DHYD
OG0001054	LOC119549047|XP_037712674.1|DSUP	LOC111599985|XP_023171651.2|DHYD
OG0001055	LOC119553797|XP_037720341.1|DSUP	LOC111592021|XP_023159781.2|DHYD, LOC111592004|XP_023159752.2|DHYD, LOC111592006|XP_023159756.2|DHYD
OG0001056	LOC119547384|XP_037710148.1|DSUP, LOC119557142|XP_037725653.1|DSUP	LOC111596896|XP_023167150.1|DHYD
OG0001057	LOC119548755|XP_037712207.1|DSUP	LOC111600362|XP_023172205.1|DHYD
OG0001058	LOC119557790|XP_037726618.1|DSUP	LOC111605028|XP_030079427.1|DHYD
OG0001059	LOC119554607|XP_037721527.1|DSUP	LOC111604425|XP_023178251.2|DHYD
OG0001060	LOC119563004|XP_037732121.1|DSUP	LOC111600260|XP_023172076.1|DHYD
OG0001061	LOC119560300|XP_037729599.1|DSUP, LOC119561020|XP_037730771.1|DSUP	LOC111594432|XP_023163488.1|DHYD
OG0001062	LOC119560437|XP_037729807.1|DSUP	LOC111595680|XP_023165286.2|DHYD
OG0001063	LOC119556757|XP_037725106.1|DSUP	LOC111593389|XP_030079437.1|DHYD
OG0001064	LOC119558390|XP_037727846.1|DSUP	LOC111598849|XP_030079334.1|DHYD
OG0001064	LOC119558208|XP_037727434.1|DSUP	LOC111594001|XP_023162864.2|DHYD
OG0001065	LOC119559945|XP_037729103.1|DSUP	LOC111605410|XP_023179680.2|DHYD
OG0001066	LOC119550363|XP_037714929.1|DSUP, LOC119549510|XP_037713550.1|DSUP, LOC119547571|XP_037710399.1|DSUP, LOC119558077|XP_037727184.1|DSUP	LOC111593450|XP_023161974.2|DHYD
OG0001067	LOC119547814|XP_037710764.1|DSUP	LOC111593661|XP_023162318.1|DHYD
OG0001068	LOC119552549|XP_037718097.1|DSUP	LOC111593101|XP_023161469.2|DHYD
OG0001068	LOC119555379|XP_037722650.1|DSUP	LOC111599264|XP_023170630.2|DHYD
OG0001069	LOC119550778|XP_037715636.1|DSUP	LOC111595482|XP_023165020.2|DHYD, LOC111593821|XP_023162625.2|DHYD
OG0001071	LOC119554428|XP_037721248.1|DSUP	LOC111601858|XP_023174467.2|DHYD
OG0001072	LOC119553609|XP_037719995.1|DSUP	LOC111599818|XP_023171374.2|DHYD
OG0001073	LOC119549234|XP_037713058.1|DSUP	LOC111600626|XP_030080589.1|DHYD
OG0001074	LOC119549333|XP_037713241.1|DSUP	LOC111593856|XP_023162671.1|DHYD
OG0001075	LOC119555054|XP_037722176.1|DSUP	LOC111601572|XP_023173990.1|DHYD
OG0001077	LOC119561876|XP_037731279.1|DSUP	LOC111598600|XP_023169684.1|DHYD
OG0001078	LOC119556798|XP_037725164.1|DSUP	LOC111596168|XP_030080028.1|DHYD
OG0001079	LOC119554807|XP_037721786.1|DSUP	LOC111597427|XP_023167893.1|DHYD
OG0001080	LOC119555342|XP_037722606.1|DSUP	LOC111598791|XP_030081448.1|DHYD
OG0001081	LOC119561093|XP_037730914.1|DSUP	LOC111600630|XP_023172601.2|DHYD, LOC111597669|XP_023168261.1|DHYD
OG0001082	LOC119549994|XP_037714332.1|DSUP	LOC111602104|XP_023174810.1|DHYD
OG0001083	LOC119556924|XP_037725338.1|DSUP, LOC119552780|XP_037718525.1|DSUP	LOC111601576|XP_023173995.2|DHYD
OG0001084	LOC119551413|XP_037716680.1|DSUP	LOC111597682|XP_023168280.2|DHYD
OG0001085	LOC119562453|XP_037731568.1|DSUP	LOC111600887|XP_023172993.1|DHYD
OG0001086	LOC119560274|XP_037729569.1|DSUP, LOC119550273|XP_037714780.1|DSUP	LOC111596988|XP_023167247.1|DHYD
OG0001087	LOC119547288|XP_037710001.1|DSUP, LOC119546319|XP_037708445.1|DSUP	LOC111592652|XP_023160768.2|DHYD
OG0001088	LOC119553071|XP_037719125.1|DSUP	LOC111592741|XP_023160907.2|DHYD
OG0001089	LOC119555712|XP_037723318.1|DSUP, LOC119555713|XP_037723322.1|DSUP, LOC119555714|XP_037723324.1|DSUP, LOC119553088|XP_037719168.1|DSUP, LOC119553089|XP_037719170.1|DSUP	LOC111595304|XP_030079466.1|DHYD
OG0001090	LOC119553264|XP_037719481.1|DSUP	LOC111601573|XP_023173993.1|DHYD
OG0001092	LOC119548458|XP_037711653.1|DSUP	LOC115483323|XP_030080569.1|DHYD, LOC111599007|XP_023170289.1|DHYD
OG0001093	LOC119548450|XP_037711640.1|DSUP	LOC111600392|XP_030080539.1|DHYD
OG0001094	LOC119546686|XP_037709090.1|DSUP	LOC111600412|XP_023172260.2|DHYD, LOC111600341|XP_023172173.2|DHYD
OG0001095	LOC119550387|XP_037714966.1|DSUP	LOC111592309|XP_023160184.2|DHYD
OG0001096	LOC119557461|XP_037726154.1|DSUP, LOC119546004|XP_037707933.1|DSUP	LOC111599308|XP_030079192.1|DHYD
OG0001097	LOC119562554|XP_037731687.1|DSUP, LOC119562216|XP_037731346.1|DSUP	LOC111594654|XP_023163822.1|DHYD
OG0001098	LOC119553616|XP_037720009.1|DSUP	LOC111592787|XP_023160959.2|DHYD
OG0001099	LOC119554645|XP_037721573.1|DSUP	LOC111594368|XP_023163401.1|DHYD, LOC115483759|XP_030081864.1|DHYD, LOC111594386|XP_023163421.2|DHYD, LOC115483741|XP_030081845.1|DHYD
OG0001100	LOC119562334|XP_037731425.1|DSUP	LOC111598705|XP_023169861.1|DHYD
OG0001101	LOC119552181|XP_037717954.1|DSUP	LOC111600149|XP_023171899.2|DHYD
OG0001102	LOC119554024|XP_037720668.1|DSUP	LOC111603338|XP_023176643.1|DHYD
OG0001103	LOC119555175|XP_037722356.1|DSUP	LOC111598807|XP_023170001.2|DHYD
