Orthogroup	DSUP.longest_only	CQUI.longest_only
OG0002169	LOC119553094|XP_037719177.1|DSUP	LOC119769928|XP_038119722.1|CQUI
OG0002170	LOC119551583|XP_037716952.1|DSUP	LOC6046470|XP_001863662.2|CQUI
OG0002171	LOC119547352|XP_037710098.1|DSUP	LOC6046764|XP_038105150.1|CQUI
OG0002172	LOC119552307|XP_037717997.1|DSUP	LOC6035363|XP_001845574.2|CQUI
OG0002173	LOC119546866|XP_037709398.1|DSUP	LOC6054518|XP_001870417.2|CQUI
OG0002174	LOC119546164|XP_037708215.1|DSUP	LOC6046593|XP_001863767.2|CQUI
OG0002175	LOC119546173|XP_037708227.1|DSUP	LOC6046591|XP_001863766.1|CQUI
OG0002176	LOC119560742|XP_037730284.1|DSUP	LOC6036519|XP_001846564.2|CQUI
OG0002177	LOC119555202|XP_037722389.1|DSUP	LOC6037521|XP_038104546.1|CQUI, LOC6037519|XP_001847423.1|CQUI
OG0002178	LOC119549004|XP_037712547.1|DSUP	LOC6035645|XP_038111574.1|CQUI
OG0002179	LOC119551949|XP_037717570.1|DSUP	LOC6046335|XP_038104078.1|CQUI
OG0002180	LOC119545838|XP_037707724.1|DSUP	LOC6035429|XP_038104069.1|CQUI
OG0002181	LOC119557452|XP_037726145.1|DSUP	LOC6052079|XP_001868406.1|CQUI
OG0002182	LOC119559965|XP_037729126.1|DSUP	LOC119766353|XP_038106772.1|CQUI, LOC6035057|XP_001845294.2|CQUI
OG0002183	LOC119550127|XP_037714551.1|DSUP	LOC6053695|XP_001869737.2|CQUI
OG0002184	LOC119560062|XP_037729296.1|DSUP	LOC6039609|XP_001849183.1|CQUI
OG0002185	LOC119556680|XP_037724982.1|DSUP	LOC6044852|XP_038104985.1|CQUI
OG0002186	LOC119561831|XP_037731236.1|DSUP, LOC119561832|XP_037731240.1|DSUP	LOC119765311|XP_038104858.1|CQUI
OG0002187	LOC119563104|XP_037732273.1|DSUP	LOC6035552|XP_001845710.1|CQUI
OG0002188	LOC119551051|XP_037716097.1|DSUP	LOC6035546|XP_038104743.1|CQUI
OG0002189	LOC119561793|XP_037731206.1|DSUP	LOC6048163|XP_001865121.2|CQUI
OG0002190	LOC119545847|XP_037707743.1|DSUP	LOC6047848|XP_038106127.1|CQUI
OG0002191	LOC119554057|XP_037720727.1|DSUP	LOC6054528|XP_001870428.2|CQUI
OG0002192	LOC119555022|XP_037722094.1|DSUP	LOC6046955|XP_038113556.1|CQUI
OG0002193	LOC119562384|XP_037731498.1|DSUP	LOC6032691|XP_038105765.1|CQUI
OG0002194	LOC119552527|XP_037718077.1|DSUP	LOC6032669|XP_001843234.1|CQUI, LOC6032668|XP_001843233.2|CQUI
OG0002195	LOC119562614|XP_037731770.1|DSUP	LOC6031632|XP_038116823.1|CQUI
OG0002196	LOC119563034|XP_037732163.1|DSUP	LOC6039344|XP_001848971.2|CQUI
OG0002197	LOC119554917|XP_037721948.1|DSUP, LOC119555551|XP_037722924.1|DSUP	LOC6046596|XP_038105222.1|CQUI
OG0002198	LOC119560100|XP_037729360.1|DSUP	LOC6034957|XP_038105850.1|CQUI
OG0002199	LOC119560787|XP_037730344.1|DSUP	LOC6033702|XP_001844125.1|CQUI
OG0002200	LOC119557000|XP_037725459.1|DSUP	LOC6039174|XP_038104559.1|CQUI
OG0002202	LOC119559846|XP_037728873.1|DSUP	LOC6046148|XP_038105307.1|CQUI
OG0002203	LOC119546153|XP_037708193.1|DSUP	LOC6039079|XP_038105676.1|CQUI
OG0002204	LOC119561426|XP_037731012.1|DSUP	LOC6049259|XP_038122869.1|CQUI
OG0002206	LOC119551430|XP_037716704.1|DSUP	LOC6037487|XP_001847397.2|CQUI
OG0002207	LOC119559970|XP_037729138.1|DSUP	LOC6033007|XP_001843517.1|CQUI
OG0002208	LOC119563422|XP_037732723.1|DSUP	LOC6033006|XP_001843516.1|CQUI
OG0002209	LOC119557722|XP_037726531.1|DSUP	LOC6045595|XP_001862936.2|CQUI
OG0002210	LOC119560436|XP_037729805.1|DSUP	LOC6045597|XP_001862938.1|CQUI
OG0002211	LOC119551469|XP_037716757.1|DSUP	LOC6045607|XP_001862945.1|CQUI
OG0002212	LOC119560553|XP_037729993.1|DSUP	LOC6038038|XP_001847883.1|CQUI
OG0002213	LOC119560911|XP_037730540.1|DSUP	LOC6051153|XP_001867636.1|CQUI
OG0002214	LOC119559262|XP_037728261.1|DSUP, LOC119560388|XP_037729741.1|DSUP	LOC6032048|XP_038105292.1|CQUI
OG0002215	LOC119559976|XP_037729142.1|DSUP	LOC6032095|XP_038106196.1|CQUI
OG0002216	LOC119562382|XP_037731483.1|DSUP	LOC6032662|XP_038106882.1|CQUI
OG0002217	LOC119563007|XP_037732124.1|DSUP	LOC6033961|XP_001844349.2|CQUI
OG0002218	LOC119557455|XP_037726148.1|DSUP	LOC6053396|XP_038104621.1|CQUI
OG0002220	LOC119560251|XP_037729544.1|DSUP	LOC6037348|XP_038105656.1|CQUI
OG0002221	LOC119554527|XP_037721401.1|DSUP	LOC119770567|XP_038121611.1|CQUI, LOC119770566|XP_038121610.1|CQUI
OG0002222	LOC119548985|XP_037712512.1|DSUP	LOC6032790|XP_001843329.2|CQUI
OG0002223	LOC119550596|XP_037715332.1|DSUP	LOC6032796|XP_038115295.1|CQUI
OG0002224	LOC119549282|XP_037713143.1|DSUP	LOC119769378|XP_038117360.1|CQUI, LOC6032799|XP_038115284.1|CQUI
OG0002225	LOC119553717|XP_037720226.1|DSUP	LOC6032897|XP_038117532.1|CQUI
OG0002226	LOC119551637|XP_037716995.1|DSUP	LOC6042794|XP_001870797.1|CQUI
OG0002227	LOC119549658|XP_037713771.1|DSUP	LOC6031136|XP_038120789.1|CQUI
OG0002228	LOC119550709|XP_037715516.1|DSUP	LOC6031157|XP_038120047.1|CQUI
OG0002229	LOC119552012|XP_037717670.1|DSUP	LOC6031155|XP_001841998.2|CQUI
OG0002230	LOC119551290|XP_037716492.1|DSUP	LOC6031161|XP_038119537.1|CQUI
OG0002231	LOC119550253|XP_037714758.1|DSUP	LOC6050941|XP_038119258.1|CQUI, LOC119769702|XP_038119059.1|CQUI
OG0002232	LOC119549508|XP_037713548.1|DSUP	LOC6040636|XP_001850004.1|CQUI
OG0002233	LOC119554892|XP_037721922.1|DSUP	LOC6047308|XP_038120904.1|CQUI, LOC6047313|XP_038119049.1|CQUI
OG0002234	LOC119551386|XP_037716636.1|DSUP	LOC6042094|XP_038109897.1|CQUI, LOC6049788|XP_038119930.1|CQUI, LOC6049787|XP_001866494.1|CQUI
OG0002235	LOC119549040|XP_037712655.1|DSUP	LOC6040757|XP_038115690.1|CQUI
OG0002236	LOC119549046|XP_037712669.1|DSUP, LOC119549045|XP_037712668.1|DSUP	LOC6030997|XP_001841850.1|CQUI
OG0002237	LOC119551050|XP_037716094.1|DSUP	LOC6047076|XP_001864183.2|CQUI
OG0002238	LOC119550232|XP_037714727.1|DSUP	LOC6049703|XP_038118161.1|CQUI
OG0002239	LOC119550222|XP_037714714.1|DSUP	LOC6042825|XP_001870822.1|CQUI
OG0002240	LOC119549140|XP_037712842.1|DSUP	LOC6041172|XP_038118497.1|CQUI
OG0002241	LOC119552510|XP_037718056.1|DSUP	LOC6044078|XP_038116059.1|CQUI
OG0002243	LOC119545749|XP_037707511.1|DSUP	LOC6044961|XP_038119719.1|CQUI
OG0002244	LOC119555483|XP_037722817.1|DSUP	LOC119767375|XP_038111774.1|CQUI, LOC6044948|XP_001862380.2|CQUI
OG0002245	LOC119552652|XP_037718277.1|DSUP	LOC6045680|XP_038114857.1|CQUI
OG0002246	LOC119550763|XP_037715615.1|DSUP	LOC6049979|XP_038118799.1|CQUI
OG0002247	LOC119551496|XP_037716790.1|DSUP	LOC6038803|XP_001848521.2|CQUI
OG0002248	LOC119552988|XP_037718933.1|DSUP	LOC6047330|XP_038119197.1|CQUI
OG0002249	LOC119553779|XP_037720314.1|DSUP	LOC6046727|XP_038111587.1|CQUI, LOC6052976|XP_001869143.1|CQUI
OG0002250	LOC119550249|XP_037714752.1|DSUP	LOC6050221|XP_038121273.1|CQUI
OG0002251	LOC119550032|XP_037714387.1|DSUP	LOC6049011|XP_038120599.1|CQUI
OG0002252	LOC119550912|XP_037715832.1|DSUP	LOC6040660|XP_001850021.2|CQUI
OG0002253	LOC119550716|XP_037715539.1|DSUP	LOC119768700|XP_038115241.1|CQUI
OG0002254	LOC119550701|XP_037715508.1|DSUP	LOC6052417|XP_038119674.1|CQUI
OG0002255	LOC119557713|XP_037726523.1|DSUP	LOC6041121|XP_001850425.2|CQUI
OG0002256	LOC119549308|XP_037713193.1|DSUP	LOC6053962|XP_038117648.1|CQUI
OG0002257	LOC119551525|XP_037716840.1|DSUP	LOC6036306|XP_038120022.1|CQUI
OG0002260	LOC119552602|XP_037718193.1|DSUP	LOC6051586|XP_001868005.2|CQUI
OG0002261	LOC119555080|XP_037722221.1|DSUP	LOC6039430|XP_038119745.1|CQUI
OG0002263	LOC119554849|XP_037721857.1|DSUP	LOC6037305|XP_001847231.1|CQUI
OG0002264	LOC119548984|XP_037712510.1|DSUP	LOC6036281|XP_001846347.2|CQUI
OG0002265	LOC119553712|XP_037720220.1|DSUP	LOC6054106|XP_001870076.2|CQUI
OG0002266	LOC119553230|XP_037719427.1|DSUP	LOC6040111|XP_038114718.1|CQUI
OG0002267	LOC119553069|XP_037719122.1|DSUP	LOC6041091|XP_001850398.2|CQUI
OG0002268	LOC119553034|XP_037719024.1|DSUP	LOC6041087|XP_001850394.2|CQUI
OG0002269	LOC119549006|XP_037712567.1|DSUP	LOC6044693|XP_038114553.1|CQUI
OG0002270	LOC119550384|XP_037714961.1|DSUP	LOC6037148|XP_038117201.1|CQUI
OG0002271	LOC119553932|XP_037720549.1|DSUP	LOC6036553|XP_038118891.1|CQUI
OG0002272	LOC119554170|XP_037720888.1|DSUP	LOC6035611|XP_001845760.1|CQUI
OG0002273	LOC119555452|XP_037722756.1|DSUP	LOC6033527|XP_038115340.1|CQUI
OG0002274	LOC119553705|XP_037720194.1|DSUP	LOC6048902|XP_038116037.1|CQUI
OG0002275	LOC119553822|XP_037720380.1|DSUP	LOC6038251|XP_038118213.1|CQUI
OG0002276	LOC119553500|XP_037719839.1|DSUP	LOC6040614|XP_038116102.1|CQUI
OG0002277	LOC119554127|XP_037720827.1|DSUP	LOC6035466|XP_038118942.1|CQUI
OG0002278	LOC119552548|XP_037718095.1|DSUP	LOC6042858|XP_038117047.1|CQUI
OG0002279	LOC119554980|XP_037722040.1|DSUP	LOC6054516|XP_001870416.2|CQUI
OG0002280	LOC119552928|XP_037718799.1|DSUP	LOC6041979|XP_038116671.1|CQUI
OG0002281	LOC119552841|XP_037718631.1|DSUP	LOC6041008|XP_001850323.2|CQUI
OG0002282	LOC119555319|XP_037722572.1|DSUP	LOC119769211|XP_038117058.1|CQUI, LOC6031311|XP_001842128.2|CQUI
OG0002283	LOC119549836|XP_037714043.1|DSUP	LOC6035584|XP_038117065.1|CQUI
OG0002284	LOC119549996|XP_037714337.1|DSUP	LOC6035592|XP_001845743.1|CQUI
OG0002285	LOC119557878|XP_037726807.1|DSUP	LOC6050360|XP_001866980.2|CQUI
OG0002286	LOC119550868|XP_037715775.1|DSUP	LOC6047555|XP_038121299.1|CQUI
OG0002287	LOC119550610|XP_037715362.1|DSUP	LOC6036821|XP_038115121.1|CQUI
OG0002288	LOC119555533|XP_037722890.1|DSUP	LOC6036823|XP_038115902.1|CQUI
OG0002289	LOC119554401|XP_037721216.1|DSUP	LOC6048142|XP_001865105.1|CQUI
OG0002291	LOC119549253|XP_037713086.1|DSUP	LOC6033513|XP_038118297.1|CQUI
OG0002292	LOC119549926|XP_037714191.1|DSUP	LOC6033463|XP_038119085.1|CQUI
OG0002293	LOC119562741|XP_037731873.1|DSUP, LOC119562735|XP_037731863.1|DSUP, LOC119562742|XP_037731875.1|DSUP	LOC119770382|XP_038121063.1|CQUI
OG0002294	LOC119560076|XP_037729312.1|DSUP	LOC6053981|XP_001869971.2|CQUI
OG0002295	LOC119548655|XP_037711995.1|DSUP	LOC6043755|XP_038110402.1|CQUI
OG0002296	LOC119548826|XP_037712368.1|DSUP	LOC6053408|XP_038107636.1|CQUI
OG0002297	LOC119563542|XP_037732954.1|DSUP	LOC6047771|XP_038111266.1|CQUI
OG0002298	LOC119550012|XP_037714364.1|DSUP	LOC6048640|XP_001865531.1|CQUI
OG0002299	LOC119550266|XP_037714772.1|DSUP	LOC6048634|XP_001865530.1|CQUI
OG0002300	LOC119548459|XP_037711654.1|DSUP	LOC6041296|XP_038109865.1|CQUI
OG0002301	LOC119547149|XP_037709793.1|DSUP	LOC6032442|XP_038109104.1|CQUI
OG0002302	LOC119546438|XP_037708636.1|DSUP	LOC6032494|XP_038107401.1|CQUI
OG0002303	LOC119556556|XP_037724775.1|DSUP	LOC119770001|XP_038119947.1|CQUI
OG0002304	LOC119547827|XP_037710778.1|DSUP	LOC6034145|XP_038110271.1|CQUI
OG0002305	LOC119553889|XP_037720482.1|DSUP	LOC6037882|XP_038108990.1|CQUI
OG0002306	LOC119548477|XP_037711674.1|DSUP	LOC6048483|XP_038112798.1|CQUI
OG0002307	LOC119548853|XP_037712402.1|DSUP	LOC6032953|XP_038114107.1|CQUI
OG0002308	LOC119546462|XP_037708671.1|DSUP	LOC6054586|XP_038108430.1|CQUI
OG0002309	LOC119547165|XP_037709819.1|DSUP	LOC6031325|XP_001842140.1|CQUI
OG0002310	LOC119547373|XP_037710122.1|DSUP	LOC6031360|XP_038109101.1|CQUI
OG0002311	LOC119548636|XP_037711954.1|DSUP	LOC6046331|XP_038108958.1|CQUI
OG0002312	LOC119548057|XP_037711068.1|DSUP	LOC6046701|XP_038110846.1|CQUI
OG0002313	LOC119552191|XP_037717969.1|DSUP	LOC6050065|XP_038111372.1|CQUI
OG0002314	LOC119550883|XP_037715798.1|DSUP	LOC6050053|XP_001866720.2|CQUI
OG0002315	LOC119549925|XP_037714189.1|DSUP	LOC6031936|XP_038109302.1|CQUI, LOC6031768|XP_038109420.1|CQUI
OG0002316	LOC119548619|XP_037711916.1|DSUP	LOC6037125|XP_001847068.1|CQUI
OG0002317	LOC119553290|XP_037719531.1|DSUP	LOC6050062|XP_038111373.1|CQUI
OG0002318	LOC119546002|XP_037707931.1|DSUP	LOC6031952|XP_038108738.1|CQUI
OG0002319	LOC119546192|XP_037708246.1|DSUP	LOC119767871|XP_038113550.1|CQUI, LOC6039423|XP_038106730.1|CQUI
OG0002320	LOC119549011|XP_037712580.1|DSUP	LOC6031812|XP_001842519.2|CQUI
OG0002321	LOC119551778|XP_037717235.1|DSUP	LOC6038275|XP_001848098.1|CQUI
OG0002322	LOC119548507|XP_037711715.1|DSUP	LOC6044453|XP_038109073.1|CQUI
OG0002323	LOC119548354|XP_037711497.1|DSUP	LOC6041510|XP_001850760.2|CQUI
OG0002324	LOC119553743|XP_037720268.1|DSUP	LOC6043907|XP_001861490.1|CQUI
OG0002325	LOC119552951|XP_037718862.1|DSUP	LOC6043898|XP_038113606.1|CQUI
OG0002326	LOC119552981|XP_037718927.1|DSUP	LOC6043897|XP_038106830.1|CQUI
OG0002327	LOC119554515|XP_037721429.1|DSUP	LOC6043899|XP_038108302.1|CQUI
OG0002328	LOC119548200|XP_037711257.1|DSUP	LOC6036378|XP_001846433.2|CQUI
OG0002329	LOC119548488|XP_037711690.1|DSUP	LOC6036369|XP_038110618.1|CQUI
OG0002330	LOC119548208|XP_037711270.1|DSUP	LOC6031186|XP_038106119.1|CQUI
OG0002331	LOC119557832|XP_037726722.1|DSUP	LOC6031208|XP_001842042.2|CQUI
OG0002332	LOC119554432|XP_037721254.1|DSUP	LOC6042252|XP_001851390.2|CQUI
OG0002333	LOC119549317|XP_037713219.1|DSUP	LOC6032002|XP_038113463.1|CQUI
OG0002334	LOC119548252|XP_037711323.1|DSUP	LOC6037004|XP_001846968.2|CQUI
OG0002335	LOC119551638|XP_037716996.1|DSUP	LOC6031823|XP_038109961.1|CQUI
OG0002336	LOC119554028|XP_037720674.1|DSUP	LOC6033193|XP_038109781.1|CQUI
OG0002337	LOC119549765|XP_037713946.1|DSUP	LOC6040014|XP_038106019.1|CQUI
OG0002338	LOC119546512|XP_037708764.1|DSUP	LOC6040854|XP_038109267.1|CQUI
OG0002339	LOC119546428|XP_037708624.1|DSUP	LOC6031261|XP_038109126.1|CQUI, LOC6036110|XP_001846158.2|CQUI
OG0002340	LOC119547014|XP_037709611.1|DSUP	LOC6041523|XP_001850773.2|CQUI
OG0002341	LOC119551609|XP_037716948.1|DSUP	LOC6040128|XP_001849587.2|CQUI
OG0002342	LOC119546395|XP_037708567.1|DSUP	LOC6040132|XP_038114414.1|CQUI
OG0002343	LOC119548769|XP_037712240.1|DSUP	LOC6036647|XP_038106750.1|CQUI
OG0002344	LOC119546713|XP_037709128.1|DSUP, LOC119562471|XP_037731590.1|DSUP	LOC6036655|XP_038114418.1|CQUI
OG0002345	LOC119552121|XP_037717835.1|DSUP	LOC6033169|XP_038112404.1|CQUI
OG0002346	LOC119547798|XP_037710742.1|DSUP	LOC6033282|XP_001843752.2|CQUI
OG0002347	LOC119550733|XP_037715574.1|DSUP	LOC6048996|XP_001865830.2|CQUI
OG0002348	LOC119546603|XP_037708964.1|DSUP	LOC6050418|XP_038113237.1|CQUI
OG0002349	LOC119552123|XP_037717838.1|DSUP	LOC6044752|XP_038122121.1|CQUI, LOC6039494|XP_038105822.1|CQUI, LOC119766897|XP_038109217.1|CQUI
OG0002350	LOC119552120|XP_037717834.1|DSUP	LOC6031634|XP_038119250.1|CQUI, LOC6033104|XP_001843599.2|CQUI
OG0002351	LOC119549833|XP_037714040.1|DSUP	LOC6042105|XP_038114014.1|CQUI
OG0002352	LOC119551594|XP_037716923.1|DSUP	LOC6042118|XP_038112064.1|CQUI
OG0002353	LOC119561815|XP_037731219.1|DSUP	LOC6043228|XP_001857727.2|CQUI
OG0002354	LOC119547596|XP_037710444.1|DSUP	LOC6033274|XP_038113892.1|CQUI
OG0002355	LOC119562527|XP_037731648.1|DSUP, LOC119562528|XP_037731650.1|DSUP	LOC6038937|XP_038108240.1|CQUI
OG0002356	LOC119545939|XP_037707810.1|DSUP	LOC6044243|XP_038114335.1|CQUI
OG0002357	LOC119548122|XP_037711149.1|DSUP	LOC6052967|XP_038113574.1|CQUI, LOC6052659|XP_038106613.1|CQUI, LOC6044241|XP_001861780.2|CQUI
OG0002358	LOC119548679|XP_037712051.1|DSUP	LOC6031859|XP_038106717.1|CQUI
OG0002359	LOC119556681|XP_037724980.1|DSUP	LOC6031881|XP_038111803.1|CQUI
OG0002360	LOC119547933|XP_037710908.1|DSUP	LOC6036445|XP_001846496.2|CQUI
OG0002361	LOC119553690|XP_037720171.1|DSUP	LOC119766965|XP_038109659.1|CQUI
OG0002362	LOC119548326|XP_037711438.1|DSUP	LOC6054587|XP_038107867.1|CQUI
OG0002363	LOC119547801|XP_037710746.1|DSUP	LOC6038008|XP_001847855.1|CQUI
OG0002364	LOC119562775|XP_037731888.1|DSUP, LOC119548589|XP_037711850.1|DSUP	LOC6038009|XP_038113072.1|CQUI
OG0002365	LOC119548505|XP_037711713.1|DSUP	LOC6038010|XP_001847857.2|CQUI
OG0002366	LOC119546797|XP_037709299.1|DSUP	LOC6036339|XP_038111196.1|CQUI
OG0002367	LOC119547653|XP_037710523.1|DSUP	LOC6034393|XP_038109097.1|CQUI
OG0002368	LOC119558499|XP_037727932.1|DSUP	LOC6039844|XP_038108567.1|CQUI
OG0002369	LOC119556502|XP_037724691.1|DSUP	LOC6034866|XP_001845136.2|CQUI
OG0002370	LOC119547083|XP_037709708.1|DSUP	LOC6042079|XP_038107575.1|CQUI
OG0002371	LOC119548643|XP_037711975.1|DSUP	LOC6042074|XP_038107576.1|CQUI
OG0002372	LOC119546399|XP_037708580.1|DSUP	LOC6033604|XP_038107033.1|CQUI
OG0002373	LOC119546056|XP_037708050.1|DSUP	LOC6042945|XP_001870884.2|CQUI, LOC6053051|XP_001869210.1|CQUI
OG0002374	LOC119563313|XP_037732575.1|DSUP	LOC6048336|XP_038110935.1|CQUI
OG0002375	LOC119560310|XP_037729612.1|DSUP	LOC6037683|XP_038108247.1|CQUI
OG0002376	LOC119545935|XP_037707802.1|DSUP	LOC6048804|XP_038122078.1|CQUI
OG0002377	LOC119561012|XP_037730760.1|DSUP	LOC6040478|XP_001849864.2|CQUI
OG0002378	LOC119553667|XP_037720107.1|DSUP	LOC6042670|XP_001853364.1|CQUI
OG0002379	LOC119548102|XP_037711119.1|DSUP	LOC6039013|XP_001848695.2|CQUI
OG0002380	LOC119557922|XP_037726857.1|DSUP	LOC6047575|XP_001864617.1|CQUI
OG0002381	LOC119551752|XP_037717205.1|DSUP	LOC6032249|XP_001842887.1|CQUI
OG0002382	LOC119556090|XP_037723871.1|DSUP	LOC6048718|XP_038115337.1|CQUI
OG0002383	LOC119554042|XP_037720700.1|DSUP	LOC6054417|XP_038118937.1|CQUI
OG0002384	LOC119556150|XP_037723975.1|DSUP	LOC6048311|XP_038119472.1|CQUI, LOC6048302|XP_038116611.1|CQUI
OG0002386	LOC119561032|XP_037730787.1|DSUP	LOC6033077|XP_038120640.1|CQUI
OG0002387	LOC119550824|XP_037715700.1|DSUP	LOC6051016|XP_038115133.1|CQUI
OG0002388	LOC119551672|XP_037717057.1|DSUP	LOC6053486|XP_038122199.1|CQUI
OG0002389	LOC119549659|XP_037713790.1|DSUP	LOC6047438|XP_001864493.1|CQUI, LOC6034238|XP_038106278.1|CQUI
OG0002390	LOC119546411|XP_037708598.1|DSUP	LOC6049310|XP_001866082.2|CQUI
OG0002391	LOC119549823|XP_037714029.1|DSUP	LOC6039477|XP_038119173.1|CQUI
OG0002392	LOC119554070|XP_037720742.1|DSUP	LOC6044685|XP_038120275.1|CQUI
OG0002393	LOC119553836|XP_037720398.1|DSUP	LOC6045689|XP_038119329.1|CQUI
OG0002394	LOC119547170|XP_037709832.1|DSUP	LOC6039388|XP_038121848.1|CQUI
OG0002395	LOC119561216|XP_037730975.1|DSUP	LOC6046522|XP_038121760.1|CQUI
OG0002396	LOC119552017|XP_037717681.1|DSUP	LOC6035019|XP_038119412.1|CQUI
OG0002397	LOC119546715|XP_037709130.1|DSUP	LOC6043888|XP_001861470.1|CQUI
OG0002398	LOC119556128|XP_037723943.1|DSUP	LOC6050951|XP_001867465.2|CQUI
OG0002399	LOC119559417|XP_037728440.1|DSUP	LOC119768868|XP_038116323.1|CQUI
OG0002400	LOC119550312|XP_037714841.1|DSUP	LOC6049235|XP_038120383.1|CQUI
OG0002401	LOC119555650|XP_037723195.1|DSUP	LOC6050680|XP_001867244.2|CQUI
OG0002402	LOC119560596|XP_037730053.1|DSUP	LOC6047584|XP_038116540.1|CQUI
OG0002403	LOC119563290|XP_037732546.1|DSUP	LOC6053670|XP_038118861.1|CQUI
OG0002404	LOC119560020|XP_037729236.1|DSUP	LOC6044716|XP_038118794.1|CQUI
OG0002405	LOC119560095|XP_037729344.1|DSUP	LOC6042040|XP_038118600.1|CQUI
OG0002406	LOC119554461|XP_037721300.1|DSUP	LOC119768831|XP_038116131.1|CQUI
OG0002407	LOC119547631|XP_037710494.1|DSUP	LOC6039819|XP_038116523.1|CQUI
OG0002408	LOC119559808|XP_037728821.1|DSUP	LOC6039804|XP_038119512.1|CQUI
OG0002410	LOC119560666|XP_037730163.1|DSUP	LOC6054177|XP_038119593.1|CQUI
OG0002411	LOC119545826|XP_037707652.1|DSUP	LOC6032563|XP_001843139.1|CQUI
OG0002412	LOC119558645|XP_037727970.1|DSUP	LOC6032566|XP_038122161.1|CQUI
OG0002413	LOC119562311|XP_037731395.1|DSUP, LOC119558092|XP_037727231.1|DSUP	LOC6048880|XP_001865726.1|CQUI
OG0002414	LOC119554685|XP_037721615.1|DSUP	LOC6048854|XP_001865693.2|CQUI
OG0002415	LOC119549240|XP_037713070.1|DSUP	LOC6047147|XP_038117524.1|CQUI
OG0002417	LOC119548749|XP_037712194.1|DSUP	LOC6050407|XP_001867022.2|CQUI
OG0002418	LOC119559027|XP_037728081.1|DSUP	LOC6046399|XP_038121391.1|CQUI
OG0002419	LOC119556916|XP_037725330.1|DSUP	LOC6037577|XP_038116558.1|CQUI, LOC6050586|XP_001867168.2|CQUI
OG0002420	LOC119555321|XP_037722575.1|DSUP	LOC6037564|XP_038119772.1|CQUI
OG0002421	LOC119563291|XP_037732547.1|DSUP	LOC6048010|XP_001864984.2|CQUI
OG0002422	LOC119560540|XP_037729958.1|DSUP	LOC6032747|XP_038118698.1|CQUI
OG0002423	LOC119553189|XP_037719367.1|DSUP	LOC6033816|XP_038118435.1|CQUI
OG0002424	LOC119557904|XP_037726876.1|DSUP	LOC6040845|XP_038118999.1|CQUI
OG0002425	LOC119556449|XP_037724616.1|DSUP	LOC6053197|XP_038120572.1|CQUI, LOC6040839|XP_038122185.1|CQUI
OG0002426	LOC119553714|XP_037720222.1|DSUP	LOC6033988|XP_038115446.1|CQUI
OG0002427	LOC119548590|XP_037711894.1|DSUP	LOC6033992|XP_001844380.1|CQUI
OG0002428	LOC119558076|XP_037727183.1|DSUP	LOC6034042|XP_038116028.1|CQUI
OG0002429	LOC119555190|XP_037722371.1|DSUP	LOC6050578|XP_038121197.1|CQUI
OG0002430	LOC119551054|XP_037716101.1|DSUP	LOC6039947|XP_001849442.1|CQUI
OG0002431	LOC119551030|XP_037716019.1|DSUP	LOC6046184|XP_001863416.2|CQUI
OG0002432	LOC119557760|XP_037726583.1|DSUP	LOC6045833|XP_038112946.1|CQUI
OG0002434	LOC119550024|XP_037714379.1|DSUP	LOC6033790|XP_001844192.2|CQUI
OG0002435	LOC119556233|XP_037724187.1|DSUP	LOC6046932|XP_038109485.1|CQUI
OG0002436	LOC119549849|XP_037714073.1|DSUP	LOC6054064|XP_001870042.2|CQUI, LOC119767530|XP_038112259.1|CQUI
OG0002437	LOC119559383|XP_037728368.1|DSUP	LOC6051233|XP_038109096.1|CQUI
OG0002438	LOC119556020|XP_037723727.1|DSUP	LOC6043548|XP_038110094.1|CQUI, LOC6032484|XP_038116010.1|CQUI
OG0002439	LOC119558496|XP_037727929.1|DSUP	LOC119766963|XP_038109630.1|CQUI
OG0002440	LOC119553122|XP_037719238.1|DSUP	LOC6048677|XP_001865561.2|CQUI
OG0002441	LOC119550137|XP_037714565.1|DSUP	LOC6032364|XP_038107613.1|CQUI
OG0002442	LOC119550234|XP_037714731.1|DSUP	LOC6038122|XP_038111278.1|CQUI
OG0002443	LOC119549124|XP_037712814.1|DSUP	LOC6053099|XP_038108249.1|CQUI
OG0002444	LOC119551131|XP_037716243.1|DSUP	LOC6052487|XP_038106064.1|CQUI
OG0002445	LOC119559455|XP_037728486.1|DSUP	LOC6038541|XP_001848328.1|CQUI
OG0002446	LOC119549035|XP_037712646.1|DSUP	LOC6033408|XP_001843861.2|CQUI
OG0002447	LOC119552759|XP_037718480.1|DSUP	LOC6052098|XP_038111823.1|CQUI
OG0002448	LOC119551268|XP_037716456.1|DSUP	LOC6051563|XP_001867979.2|CQUI
OG0002449	LOC119551976|XP_037717618.1|DSUP	LOC6053515|XP_001869584.1|CQUI
OG0002450	LOC119560050|XP_037729287.1|DSUP	LOC6043656|XP_038114104.1|CQUI
OG0002451	LOC119551382|XP_037716633.1|DSUP	LOC6043669|XP_038109669.1|CQUI
OG0002452	LOC119550099|XP_037714507.1|DSUP	LOC6050180|XP_038110120.1|CQUI
OG0002453	LOC119550834|XP_037715713.1|DSUP	LOC6038085|XP_038109782.1|CQUI
OG0002454	LOC119554355|XP_037721150.1|DSUP	LOC6047683|XP_038108688.1|CQUI
