Orthogroup	DSUP.longest_only	SLEB.longest_only
OG0001117	LOC119553844|XP_037720417.1|DSUP, LOC119554247|XP_037721012.1|DSUP	LOC115622899|XP_030372879.1|SLEB
OG0001118	LOC119557973|XP_037726968.1|DSUP	LOC115627305|XP_030378807.1|SLEB
OG0001119	LOC119562596|XP_037731746.1|DSUP	LOC115630078|XP_030382561.1|SLEB
OG0001120	LOC119563183|XP_037732383.1|DSUP	LOC115623083|XP_030373145.1|SLEB, LOC115621079|XP_030370469.1|SLEB
OG0001122	LOC119554914|XP_037721945.1|DSUP	LOC115632561|XP_030385637.1|SLEB
OG0001124	LOC119545845|XP_037707739.1|DSUP	LOC115625095|XP_030375854.1|SLEB
OG0001125	LOC119563244|XP_037732481.1|DSUP	LOC115621080|XP_030370470.1|SLEB
OG0001126	LOC119555572|XP_037722953.1|DSUP	LOC115623071|XP_030373125.1|SLEB
OG0001127	LOC119555374|XP_037722645.1|DSUP	LOC115622276|XP_030372037.1|SLEB
OG0001128	LOC119551736|XP_037717165.1|DSUP	LOC115632412|XP_030385447.1|SLEB
OG0001129	LOC119561763|XP_037731168.1|DSUP, LOC119561749|XP_037731156.1|DSUP, LOC119561750|XP_037731157.1|DSUP, LOC119561754|XP_037731162.1|DSUP, LOC119561752|XP_037731160.1|DSUP, LOC119561751|XP_037731159.1|DSUP, LOC119561753|XP_037731161.1|DSUP, LOC119561755|XP_037731163.1|DSUP, LOC119561742|XP_037731152.1|DSUP, LOC119561757|XP_037731165.1|DSUP, LOC119561756|XP_037731164.1|DSUP, LOC119561766|XP_037731174.1|DSUP	LOC115626279|XP_030377461.1|SLEB
OG0001130	LOC119548086|XP_037711100.1|DSUP	LOC115625688|XP_030376687.1|SLEB
OG0001131	LOC119563240|XP_037732477.1|DSUP	LOC115628051|XP_030379856.1|SLEB
OG0001133	LOC119548843|XP_037712389.1|DSUP	LOC115630971|XP_030383411.1|SLEB
OG0001134	LOC119550736|XP_037715579.1|DSUP	LOC115633664|XP_030386969.1|SLEB
OG0001135	LOC119560746|XP_037730291.1|DSUP	LOC115620845|XP_030370146.1|SLEB
OG0001136	LOC119559875|XP_037728937.1|DSUP	LOC115623765|XP_030374161.1|SLEB
OG0001137	LOC119560670|XP_037730171.1|DSUP	LOC115621022|XP_030370402.1|SLEB
OG0001138	LOC119555343|XP_037722607.1|DSUP	LOC115624755|XP_030375446.1|SLEB
OG0001139	LOC119553410|XP_037719712.1|DSUP	LOC115620983|XP_030370363.1|SLEB, LOC115622700|XP_030372586.1|SLEB
OG0001140	LOC119560806|XP_037730371.1|DSUP	LOC115621164|XP_030370585.1|SLEB, LOC115621645|XP_030371206.1|SLEB
OG0001141	LOC119557555|XP_037726269.1|DSUP, LOC119563522|XP_037732918.1|DSUP	LOC115626528|XP_030377770.1|SLEB, LOC115621445|XP_030370959.1|SLEB, LOC115629071|XP_030381247.1|SLEB, LOC115628976|XP_030381115.1|SLEB, LOC115621412|XP_030370919.1|SLEB, LOC115620896|XP_030370244.1|SLEB
OG0001142	LOC119545757|XP_037707532.1|DSUP	LOC115621901|XP_030371590.1|SLEB
OG0001143	LOC119548607|XP_037711893.1|DSUP	LOC115626326|XP_030377531.1|SLEB
OG0001144	LOC119560484|XP_037729874.1|DSUP, LOC119549429|XP_037713441.1|DSUP	LOC115634087|XP_030387502.1|SLEB, LOC115634232|XP_030387684.1|SLEB, LOC115634244|XP_030387698.1|SLEB
OG0001145	LOC119549885|XP_037714118.1|DSUP	LOC115626511|XP_030377759.1|SLEB
OG0001146	LOC119547059|XP_037709668.1|DSUP	LOC115627913|XP_030379668.1|SLEB
OG0001146	LOC119556802|XP_037725168.1|DSUP	LOC115626679|XP_030377966.1|SLEB
OG0001147	LOC119553125|XP_037719242.1|DSUP, LOC119553790|XP_037720328.1|DSUP, LOC119554000|XP_037720635.1|DSUP, LOC119553725|XP_037720239.1|DSUP	LOC115622104|XP_030371806.1|SLEB, LOC115622105|XP_030371807.1|SLEB, LOC115629609|XP_030381965.1|SLEB, LOC115634252|XP_030387706.1|SLEB
OG0001148	LOC119547254|XP_037709962.1|DSUP, LOC119547253|XP_037709961.1|DSUP, LOC119547252|XP_037709960.1|DSUP	LOC115631936|XP_030384647.1|SLEB
OG0001149	LOC119553320|XP_037719578.1|DSUP, LOC119553152|XP_037719300.1|DSUP	LOC115628312|XP_030380226.1|SLEB
OG0001150	LOC119550740|XP_037715584.1|DSUP, LOC119550817|XP_037715686.1|DSUP, LOC119551366|XP_037716616.1|DSUP, LOC119550310|XP_037714839.1|DSUP, LOC119551365|XP_037716614.1|DSUP, LOC119550344|XP_037714892.1|DSUP, LOC119551367|XP_037716617.1|DSUP, LOC119551368|XP_037716618.1|DSUP, LOC119549706|XP_037713861.1|DSUP, LOC119549703|XP_037713857.1|DSUP, LOC119550886|XP_037715803.1|DSUP	LOC115634766|XP_030388521.1|SLEB, LOC115634339|XP_030387855.1|SLEB
OG0001151	LOC119560238|XP_037729529.1|DSUP, LOC119560068|XP_037729303.1|DSUP, LOC119560962|XP_037730641.1|DSUP	LOC115623557|XP_030373815.1|SLEB, LOC115623556|XP_030373814.1|SLEB
OG0001152	LOC119560963|XP_037730642.1|DSUP, LOC119550339|XP_037714887.1|DSUP, LOC119558551|XP_037727948.1|DSUP, LOC119560580|XP_037730031.1|DSUP	LOC115620961|XP_030370342.1|SLEB
OG0001153	LOC119549851|XP_037714075.1|DSUP	LOC115620648|XP_030369860.1|SLEB
OG0001154	LOC119547578|XP_037710409.1|DSUP	LOC115625958|XP_030377056.1|SLEB
OG0001155	LOC119557049|XP_037725523.1|DSUP	LOC115628850|XP_030380959.1|SLEB
OG0001157	LOC119563437|XP_037732751.1|DSUP	LOC115621126|XP_030370534.1|SLEB
OG0001158	LOC119547969|XP_037710948.1|DSUP	LOC115628463|XP_030380443.1|SLEB
OG0001159	LOC119545752|XP_037707514.1|DSUP	LOC115621479|XP_030370998.1|SLEB
OG0001160	LOC119559966|XP_037729130.1|DSUP	LOC115621486|XP_030371013.1|SLEB
OG0001161	LOC119560895|XP_037730516.1|DSUP	LOC115621649|XP_030371210.1|SLEB
OG0001162	LOC119556777|XP_037725137.1|DSUP	LOC115623523|XP_030373766.1|SLEB
OG0001163	LOC119560077|XP_037729313.1|DSUP	LOC115622437|XP_030372239.1|SLEB, LOC115625557|XP_030376509.1|SLEB
OG0001164	LOC119560239|XP_037729530.1|DSUP	LOC115621626|XP_030371183.1|SLEB
OG0001165	LOC119550326|XP_037714860.1|DSUP, LOC119550795|XP_037715655.1|DSUP, LOC119550794|XP_037715654.1|DSUP	LOC115634433|XP_030388000.1|SLEB, LOC115628474|XP_030380459.1|SLEB
OG0001166	LOC119554215|XP_037720948.1|DSUP	LOC115632871|XP_030385995.1|SLEB
OG0001167	LOC119550509|XP_037715142.1|DSUP	LOC115634688|XP_030388414.1|SLEB
OG0001168	LOC119550591|XP_037715323.1|DSUP	LOC115621605|XP_030371160.1|SLEB, LOC115633613|XP_030386910.1|SLEB, LOC115630383|XP_030382772.1|SLEB, LOC115630381|XP_030382771.1|SLEB, LOC115630388|XP_030382775.1|SLEB, LOC115630389|XP_030382776.1|SLEB, LOC115630387|XP_030382774.1|SLEB, LOC115630390|XP_030382777.1|SLEB, LOC115630379|XP_030382770.1|SLEB, LOC115633618|XP_030386915.1|SLEB, LOC115633616|XP_030386912.1|SLEB, LOC115633617|XP_030386914.1|SLEB, LOC115633615|XP_030386911.1|SLEB
OG0001169	LOC119556874|XP_037725278.1|DSUP	LOC115633396|XP_030386699.1|SLEB, LOC115633425|XP_030386745.1|SLEB
OG0001170	LOC119556867|XP_037725272.1|DSUP	LOC115622090|XP_030371791.1|SLEB, LOC115620718|XP_030369956.1|SLEB
OG0001171	LOC119555163|XP_037722319.1|DSUP	LOC115623131|XP_030373201.1|SLEB, LOC115622487|XP_030372293.1|SLEB
OG0001172	LOC119551048|XP_037716092.1|DSUP	LOC115620637|XP_030369838.1|SLEB, LOC115624420|XP_030375020.1|SLEB, LOC115622544|XP_030372374.1|SLEB, LOC115619993|XP_030368925.1|SLEB
OG0001173	LOC119547643|XP_037710514.1|DSUP	LOC115620421|XP_030369505.1|SLEB
OG0001174	LOC119554871|XP_037721882.1|DSUP, LOC119552970|XP_037718909.1|DSUP	LOC115632297|XP_030385251.1|SLEB
OG0001175	LOC119551880|XP_037717403.1|DSUP	LOC115633003|XP_030386192.1|SLEB
OG0001176	LOC119550673|XP_037715460.1|DSUP	LOC115634624|XP_030388337.1|SLEB
OG0001177	LOC119546160|XP_037708198.1|DSUP	LOC115630806|XP_030383328.1|SLEB
OG0001178	LOC119551163|XP_037716289.1|DSUP	LOC115634255|XP_030387710.1|SLEB
OG0001179	LOC119552002|XP_037717653.1|DSUP	LOC115623641|XP_030373950.1|SLEB
OG0001180	LOC119556218|XP_037724178.1|DSUP	LOC115627847|XP_030379566.1|SLEB
OG0001181	LOC119555661|XP_037723172.1|DSUP	LOC115624665|XP_030375313.1|SLEB
OG0001182	LOC119559020|XP_037728080.1|DSUP	LOC115620292|XP_030369329.1|SLEB
OG0001183	LOC119559053|XP_037728117.1|DSUP	LOC115625280|XP_030376144.1|SLEB
OG0001184	LOC119557015|XP_037725480.1|DSUP	LOC115623460|XP_030373677.1|SLEB
OG0001185	LOC119546047|XP_037708134.1|DSUP	LOC115625170|XP_030375972.1|SLEB
OG0001186	LOC119560046|XP_037729280.1|DSUP	LOC115624020|XP_030374455.1|SLEB
OG0001187	LOC119549027|XP_037712638.1|DSUP	LOC115625850|XP_030376919.1|SLEB
OG0001188	LOC119550216|XP_037714705.1|DSUP	LOC115628992|XP_030381137.1|SLEB
OG0001189	LOC119562276|XP_037731377.1|DSUP, LOC119551390|XP_037716643.1|DSUP, LOC119562257|XP_037731358.1|DSUP	LOC115624680|XP_030375339.1|SLEB
OG0001190	LOC119558911|XP_037728035.1|DSUP	LOC115627544|XP_030379119.1|SLEB
OG0001191	LOC119548442|XP_037711629.1|DSUP	LOC115627325|XP_030378829.1|SLEB, LOC115626435|XP_030377670.1|SLEB, LOC115626400|XP_030377623.1|SLEB
OG0001192	LOC119546145|XP_037708181.1|DSUP, LOC119546142|XP_037708180.1|DSUP	LOC115629969|XP_030382448.1|SLEB
OG0001193	LOC119563355|XP_037732633.1|DSUP	LOC115620774|XP_030370042.1|SLEB
OG0001194	LOC119557092|XP_037725579.1|DSUP	LOC115629875|XP_030382333.1|SLEB
OG0001195	LOC119550056|XP_037714443.1|DSUP	LOC115620677|XP_030369905.1|SLEB
OG0001196	LOC119560606|XP_037730065.1|DSUP, LOC119556736|XP_037725070.1|DSUP	LOC115632939|XP_030386094.1|SLEB, LOC115627202|XP_030378680.1|SLEB
OG0001197	LOC119555480|XP_037722818.1|DSUP, LOC119547311|XP_037710040.1|DSUP	LOC115623562|XP_030373818.1|SLEB
OG0001198	LOC119559881|XP_037728945.1|DSUP, LOC119560313|XP_037729617.1|DSUP, LOC119559880|XP_037728944.1|DSUP	LOC115621321|XP_030370799.1|SLEB, LOC115620347|XP_030369407.1|SLEB, LOC115626023|XP_030377132.1|SLEB
OG0001200	LOC119546344|XP_037708482.1|DSUP	LOC115628081|XP_030379914.1|SLEB
OG0001201	LOC119550092|XP_037714503.1|DSUP	LOC115625457|XP_030376365.1|SLEB
OG0001202	LOC119556539|XP_037724751.1|DSUP	LOC115628939|XP_030381072.1|SLEB
OG0001203	LOC119545759|XP_037707576.1|DSUP	LOC115628065|XP_030379892.1|SLEB
OG0001204	LOC119546870|XP_037709404.1|DSUP	LOC115625799|XP_030376836.1|SLEB
OG0001205	LOC119560988|XP_037730694.1|DSUP	LOC115625122|XP_030375894.1|SLEB
OG0001206	LOC119563474|XP_037732813.1|DSUP	LOC115621766|XP_030371360.1|SLEB
OG0001207	LOC119555914|XP_037723535.1|DSUP	LOC115633296|XP_030386568.1|SLEB
OG0001208	LOC119557619|XP_037726366.1|DSUP	LOC115629632|XP_030381993.1|SLEB
OG0001209	LOC119552935|XP_037718817.1|DSUP	LOC115621004|XP_030370384.1|SLEB
OG0001210	LOC119557774|XP_037726600.1|DSUP	LOC115627231|XP_030378714.1|SLEB
OG0001211	LOC119560215|XP_037729502.1|DSUP	LOC115623875|XP_030374283.1|SLEB
OG0001212	LOC119558023|XP_037727078.1|DSUP	LOC115633364|XP_030386669.1|SLEB
OG0001213	LOC119563120|XP_037732293.1|DSUP	LOC115625124|XP_030375898.1|SLEB
OG0001214	LOC119551352|XP_037716604.1|DSUP	LOC115620611|XP_030369788.1|SLEB
OG0001215	LOC119560409|XP_037729770.1|DSUP	LOC115625612|XP_030376606.1|SLEB
OG0001216	LOC119545805|XP_037707617.1|DSUP	LOC115625218|XP_030376058.1|SLEB
OG0001217	LOC119559122|XP_037728127.1|DSUP, LOC119562328|XP_037731414.1|DSUP	LOC115626098|XP_030377210.1|SLEB
OG0001218	LOC119554891|XP_037721918.1|DSUP	LOC115622093|XP_030371795.1|SLEB, LOC115620719|XP_030369958.1|SLEB
OG0001220	LOC119549950|XP_037714262.1|DSUP	LOC115633059|XP_030386267.1|SLEB
OG0001221	LOC119550158|XP_037714599.1|DSUP	LOC115620005|XP_030368954.1|SLEB
OG0001222	LOC119562932|XP_037732012.1|DSUP	LOC115621148|XP_030370565.1|SLEB
OG0001223	LOC119559609|XP_037728561.1|DSUP	LOC115626691|XP_030377982.1|SLEB
OG0001224	LOC119551707|XP_037717107.1|DSUP	LOC115634553|XP_030388229.1|SLEB, LOC115620166|XP_030369155.1|SLEB
OG0001225	LOC119549056|XP_037712682.1|DSUP	LOC115619995|XP_030368939.1|SLEB
OG0001226	LOC119550442|XP_037715045.1|DSUP	LOC115634826|XP_030388605.1|SLEB
OG0001228	LOC119556908|XP_037725323.1|DSUP	LOC115629115|XP_030381304.1|SLEB
OG0001229	LOC119559702|XP_037728690.1|DSUP, LOC119562379|XP_037731468.1|DSUP	LOC115620116|XP_030369134.1|SLEB
OG0001230	LOC119549514|XP_037713553.1|DSUP	LOC115626053|XP_030377168.1|SLEB
OG0001231	LOC119561872|XP_037731277.1|DSUP, LOC119562502|XP_037731640.1|DSUP, LOC119562573|XP_037731714.1|DSUP, LOC119562497|XP_037731633.1|DSUP, LOC119562496|XP_037731631.1|DSUP, LOC119562499|XP_037731635.1|DSUP, LOC119562495|XP_037731629.1|DSUP, LOC119561858|XP_037731267.1|DSUP	LOC115629199|XP_030381459.1|SLEB, LOC115629198|XP_030381458.1|SLEB, LOC115626276|XP_030377459.1|SLEB
OG0001232	LOC119546722|XP_037709139.1|DSUP	LOC115630678|XP_030383181.1|SLEB
OG0001233	LOC119547015|XP_037709612.1|DSUP	LOC115632053|XP_030384887.1|SLEB
OG0001234	LOC119550863|XP_037715770.1|DSUP	LOC115623461|XP_030373678.1|SLEB, LOC115631366|XP_030383948.1|SLEB
OG0001235	LOC119547903|XP_037710869.1|DSUP	LOC115631068|XP_030383574.1|SLEB
OG0001236	LOC119553005|XP_037718956.1|DSUP	LOC115628162|XP_030380002.1|SLEB
OG0001237	LOC119554521|XP_037721394.1|DSUP, LOC119561033|XP_037730788.1|DSUP	LOC115623846|XP_030374248.1|SLEB
OG0001238	LOC119546860|XP_037709393.1|DSUP	LOC115625038|XP_030375738.1|SLEB
OG0001239	LOC119559989|XP_037729175.1|DSUP	LOC115621545|XP_030371071.1|SLEB
OG0001240	LOC119563461|XP_037732798.1|DSUP	LOC115625437|XP_030376343.1|SLEB
OG0001242	LOC119556422|XP_037724566.1|DSUP	LOC115629261|XP_030381542.1|SLEB
OG0001243	LOC119553073|XP_037719130.1|DSUP	LOC115621365|XP_030370892.1|SLEB
OG0001244	LOC119562918|XP_037731994.1|DSUP	LOC115625112|XP_030375878.1|SLEB
OG0001245	LOC119558556|XP_037727949.1|DSUP	LOC115621922|XP_030371626.1|SLEB
OG0001246	LOC119549519|XP_037713560.1|DSUP	LOC115625182|XP_030376010.1|SLEB
OG0001247	LOC119562619|XP_037731772.1|DSUP	LOC115622491|XP_030372298.1|SLEB
OG0001248	LOC119553839|XP_037720407.1|DSUP	LOC115634393|XP_030387945.1|SLEB, LOC115623579|XP_030373842.1|SLEB
OG0001249	LOC119557215|XP_037725801.1|DSUP	LOC115623054|XP_030373092.1|SLEB, LOC115629582|XP_030381935.1|SLEB, LOC115629581|XP_030381934.1|SLEB
OG0001251	LOC119559789|XP_037728798.1|DSUP, LOC119559787|XP_037728796.1|DSUP	LOC115632688|XP_030385784.1|SLEB
OG0001252	LOC119556560|XP_037724786.1|DSUP, LOC119545761|XP_037707534.1|DSUP, LOC119556553|XP_037724774.1|DSUP	LOC115621429|XP_030370940.1|SLEB
OG0001253	LOC119550120|XP_037714531.1|DSUP	LOC115628182|XP_030380031.1|SLEB
OG0001255	LOC119549301|XP_037713188.1|DSUP	LOC115628401|XP_030380353.1|SLEB
OG0001256	LOC119554306|XP_037721095.1|DSUP	LOC115632592|XP_030385676.1|SLEB
OG0001256	LOC119551954|XP_037717577.1|DSUP	LOC115623989|XP_030374458.1|SLEB
OG0001257	LOC119546202|XP_037708383.1|DSUP	LOC115627839|XP_030379546.1|SLEB
OG0001258	LOC119560373|XP_037729707.1|DSUP	LOC115634493|XP_030388109.1|SLEB, LOC115620444|XP_030369533.1|SLEB, LOC115620443|XP_030369532.1|SLEB
OG0001259	LOC119557181|XP_037725723.1|DSUP	LOC115628921|XP_030381042.1|SLEB
OG0001260	LOC119560515|XP_037729918.1|DSUP	LOC115625257|XP_030376112.1|SLEB
OG0001261	LOC119547238|XP_037709945.1|DSUP, LOC119556009|XP_037723704.1|DSUP	LOC115629592|XP_030381942.1|SLEB
OG0001262	LOC119552656|XP_037718288.1|DSUP	LOC115622334|XP_030372105.1|SLEB
OG0001263	LOC119562902|XP_037731956.1|DSUP	LOC115620551|XP_030369695.1|SLEB
OG0001264	LOC119547259|XP_037709966.1|DSUP	LOC115631300|XP_030383874.1|SLEB
OG0001265	LOC119556657|XP_037724927.1|DSUP	LOC115629802|XP_030382224.1|SLEB
OG0001266	LOC119551094|XP_037716201.1|DSUP	LOC115632811|XP_030385926.1|SLEB
OG0001267	LOC119560443|XP_037729815.1|DSUP	LOC115620683|XP_030369910.1|SLEB
OG0001268	LOC119552175|XP_037717938.1|DSUP	LOC115621597|XP_030371148.1|SLEB
OG0001269	LOC119549170|XP_037712897.1|DSUP	LOC115624727|XP_030375411.1|SLEB
OG0001270	LOC119560691|XP_037730197.1|DSUP	LOC115625553|XP_030376505.1|SLEB
OG0001271	LOC119550516|XP_037715153.1|DSUP	LOC115628049|XP_030379858.1|SLEB
OG0001272	LOC119553294|XP_037719537.1|DSUP	LOC115632133|XP_030385003.1|SLEB
OG0001273	LOC119559845|XP_037728877.1|DSUP	LOC115620376|XP_030369442.1|SLEB
OG0001274	LOC119553327|XP_037719586.1|DSUP	LOC115622173|XP_030371911.1|SLEB
OG0001275	LOC119556566|XP_037724790.1|DSUP	LOC115627217|XP_030378696.1|SLEB
OG0001276	LOC119553759|XP_037720292.1|DSUP, LOC119554393|XP_037721202.1|DSUP	LOC115633240|XP_030386496.1|SLEB, LOC115632191|XP_030385095.1|SLEB
OG0001277	LOC119553677|XP_037720149.1|DSUP	LOC115622939|XP_030372930.1|SLEB
OG0001278	LOC119555287|XP_037722524.1|DSUP	LOC115633089|XP_030386327.1|SLEB
OG0001279	LOC119554312|XP_037721100.1|DSUP	LOC115632448|XP_030385458.1|SLEB
OG0001280	LOC119555277|XP_037722509.1|DSUP	LOC115632311|XP_030385272.1|SLEB
OG0001281	LOC119553741|XP_037720266.1|DSUP	LOC115622134|XP_030371852.1|SLEB
OG0001282	LOC119546363|XP_037708520.1|DSUP	LOC115625941|XP_030377036.1|SLEB
OG0001283	LOC119552056|XP_037717743.1|DSUP	LOC115620592|XP_030369803.1|SLEB
OG0001284	LOC119561887|XP_037731285.1|DSUP, LOC119562446|XP_037731559.1|DSUP	LOC115631547|XP_030384182.1|SLEB
OG0001285	LOC119554067|XP_037720737.1|DSUP	LOC115623235|XP_030373344.1|SLEB
OG0001286	LOC119547974|XP_037710953.1|DSUP	LOC115630804|XP_030383327.1|SLEB
OG0001287	LOC119563345|XP_037732620.1|DSUP	LOC115626405|XP_030377630.1|SLEB
OG0001288	LOC119547333|XP_037710071.1|DSUP	LOC115631450|XP_030384055.1|SLEB
OG0001289	LOC119547687|XP_037710579.1|DSUP	LOC115630503|XP_030382955.1|SLEB
OG0001290	LOC119548883|XP_037712443.1|DSUP	LOC115630477|XP_030382917.1|SLEB
OG0001291	LOC119549961|XP_037714280.1|DSUP	LOC115625066|XP_030375812.1|SLEB
OG0001292	LOC119549082|XP_037712724.1|DSUP	LOC115634641|XP_030388357.1|SLEB
OG0001294	LOC119553883|XP_037720470.1|DSUP, LOC119563394|XP_037732680.1|DSUP	LOC115623368|XP_030373514.1|SLEB
OG0001295	LOC119557546|XP_037726248.1|DSUP	LOC115627759|XP_030379405.1|SLEB
OG0001296	LOC119559695|XP_037728681.1|DSUP, LOC119559694|XP_037728680.1|DSUP, LOC119559699|XP_037728688.1|DSUP	LOC115631963|XP_030384691.1|SLEB
OG0001297	LOC119550693|XP_037715490.1|DSUP	LOC115620558|XP_030369705.1|SLEB
OG0001298	LOC119560877|XP_037730480.1|DSUP	LOC115623666|XP_030373993.1|SLEB
OG0001299	LOC119553235|XP_037719431.1|DSUP	LOC115622744|XP_030372652.1|SLEB
OG0001300	LOC119563143|XP_037732328.1|DSUP	LOC115624424|XP_030375023.1|SLEB
OG0001301	LOC119546140|XP_037708174.1|DSUP	LOC115633133|XP_030386400.1|SLEB
OG0001302	LOC119551265|XP_037716451.1|DSUP	LOC115622887|XP_030372851.1|SLEB
OG0001303	LOC119545844|XP_037707738.1|DSUP	LOC115625094|XP_030375853.1|SLEB
OG0001304	LOC119549848|XP_037714069.1|DSUP	LOC115620068|XP_030369079.1|SLEB
OG0001305	LOC119560692|XP_037730198.1|DSUP	LOC115625058|XP_030375783.1|SLEB
OG0001306	LOC119563155|XP_037732342.1|DSUP	LOC115629449|XP_030381773.1|SLEB
OG0001307	LOC119555377|XP_037722648.1|DSUP	LOC115622158|XP_030371886.1|SLEB
OG0001308	LOC119556279|XP_037724257.1|DSUP	LOC115627730|XP_030379350.1|SLEB
OG0001309	LOC119563087|XP_037732245.1|DSUP	LOC115625279|XP_030376143.1|SLEB
OG0001310	LOC119557283|XP_037725899.1|DSUP	LOC115627096|XP_030378509.1|SLEB
OG0001311	LOC119557011|XP_037725473.1|DSUP	LOC115627521|XP_030379081.1|SLEB
OG0001312	LOC119554414|XP_037721231.1|DSUP	LOC115632854|XP_030385974.1|SLEB
OG0001313	LOC119550037|XP_037714401.1|DSUP	LOC115627676|XP_030379278.1|SLEB, LOC115634655|XP_030388372.1|SLEB
OG0001314	LOC119546871|XP_037709405.1|DSUP	LOC115625800|XP_030376837.1|SLEB
OG0001315	LOC119556977|XP_037725423.1|DSUP	LOC115629293|XP_030381593.1|SLEB
OG0001316	LOC119549521|XP_037713564.1|DSUP, LOC119549929|XP_037714199.1|DSUP	LOC115633666|XP_030386970.1|SLEB
OG0001317	LOC119546577|XP_037708901.1|DSUP	LOC115631011|XP_030383476.1|SLEB
OG0001318	LOC119546361|XP_037708516.1|DSUP	LOC115633904|XP_030387268.1|SLEB, LOC115623209|XP_030373297.1|SLEB, LOC115625777|XP_030376806.1|SLEB
OG0001319	LOC119546687|XP_037709092.1|DSUP, LOC119546688|XP_037709093.1|DSUP	LOC115625701|XP_030376702.1|SLEB
OG0001320	LOC119549119|XP_037712801.1|DSUP	LOC115630016|XP_030382502.1|SLEB
OG0001321	LOC119551394|XP_037716648.1|DSUP, LOC119551692|XP_037717089.1|DSUP	LOC115629047|XP_030381209.1|SLEB, LOC115633816|XP_030387162.1|SLEB
OG0001322	LOC119563238|XP_037732472.1|DSUP, LOC119560752|XP_037730297.1|DSUP	LOC115624292|XP_030374777.1|SLEB
OG0001323	LOC119547934|XP_037710909.1|DSUP, LOC119547598|XP_037710446.1|DSUP	LOC115631866|XP_030384574.1|SLEB
OG0001324	LOC119547465|XP_037710278.1|DSUP	LOC115630681|XP_030383187.1|SLEB, LOC115630698|XP_030383211.1|SLEB, LOC115630715|XP_030383227.1|SLEB
OG0001325	LOC119561099|XP_037730921.1|DSUP, LOC119559575|XP_037728523.1|DSUP, LOC119559576|XP_037728524.1|DSUP, LOC119561098|XP_037730920.1|DSUP	LOC115625388|XP_030376286.1|SLEB, LOC115625364|XP_030376261.1|SLEB
OG0001326	LOC119549110|XP_037712789.1|DSUP	LOC115621788|XP_030371417.1|SLEB
OG0001328	LOC119557638|XP_037726400.1|DSUP	LOC115627059|XP_030378465.1|SLEB
OG0001329	LOC119557309|XP_037725949.1|DSUP	LOC115634251|XP_030387705.1|SLEB, LOC115628358|XP_030380293.1|SLEB, LOC115628317|XP_030380232.1|SLEB
OG0001330	LOC119558313|XP_037727646.1|DSUP	LOC115629838|XP_030382274.1|SLEB
OG0001331	LOC119557248|XP_037725862.1|DSUP	LOC115626891|XP_030378261.1|SLEB
OG0001332	LOC119557604|XP_037726335.1|DSUP	LOC115627270|XP_030378759.1|SLEB
OG0001333	LOC119548480|XP_037711679.1|DSUP	LOC115626765|XP_030378082.1|SLEB
OG0001334	LOC119556508|XP_037724703.1|DSUP	LOC115620746|XP_030370000.1|SLEB
OG0001335	LOC119558505|XP_037727940.1|DSUP	LOC115623780|XP_030374180.1|SLEB
OG0001336	LOC119559051|XP_037728114.1|DSUP, LOC119559709|XP_037728698.1|DSUP, LOC119559298|XP_037728303.1|DSUP, LOC119559300|XP_037728306.1|DSUP, LOC119557675|XP_037726875.1|DSUP, LOC119553549|XP_037719915.1|DSUP	LOC115623070|XP_030373124.1|SLEB
OG0001337	LOC119557147|XP_037725659.1|DSUP	LOC115627015|XP_030378397.1|SLEB
OG0001338	LOC119552185|XP_037717958.1|DSUP	LOC115625653|XP_030376645.1|SLEB
OG0001339	LOC119549735|XP_037713905.1|DSUP, LOC119551318|XP_037716542.1|DSUP	LOC115630878|XP_030383350.1|SLEB
OG0001340	LOC119561792|XP_037731199.1|DSUP	LOC115628124|XP_030379960.1|SLEB
OG0001341	LOC119563288|XP_037732543.1|DSUP	LOC115623606|XP_030373883.1|SLEB
OG0001342	LOC119563418|XP_037732716.1|DSUP	LOC115620559|XP_030369707.1|SLEB
OG0001343	LOC119560937|XP_037730601.1|DSUP, LOC119560938|XP_037730602.1|DSUP	LOC115621973|XP_030371683.1|SLEB
OG0001344	LOC119562448|XP_037731564.1|DSUP	LOC115620479|XP_030369574.1|SLEB
OG0001345	LOC119560465|XP_037729853.1|DSUP	LOC115625195|XP_030376021.1|SLEB
OG0001346	LOC119563230|XP_037732463.1|DSUP	LOC115620801|XP_030370084.1|SLEB
OG0001347	LOC119557743|XP_037726557.1|DSUP	LOC115626737|XP_030378046.1|SLEB
OG0001348	LOC119555807|XP_037723354.1|DSUP	LOC115629025|XP_030381182.1|SLEB, LOC115633209|XP_030386452.1|SLEB
OG0001349	LOC119552779|XP_037718518.1|DSUP	LOC115622456|XP_030372258.1|SLEB
OG0001350	LOC119555171|XP_037722350.1|DSUP	LOC115628722|XP_030380778.1|SLEB, LOC115629038|XP_030381199.1|SLEB
OG0001351	LOC119550544|XP_037715202.1|DSUP, LOC119550066|XP_037714458.1|DSUP	LOC115634141|XP_030387576.1|SLEB, LOC115634413|XP_030387971.1|SLEB
OG0001352	LOC119559373|XP_037728341.1|DSUP, LOC119559440|XP_037728468.1|DSUP	LOC115622940|XP_030372934.1|SLEB
OG0001353	LOC119554207|XP_037720937.1|DSUP	LOC115628682|XP_030380715.1|SLEB
