Orthogroup	DSUP.longest_only	AALB.longest_only
OG0002313	LOC119552191|XP_037717969.1|DSUP	LOC118456223|XP_035772701.1|AALB
OG0002314	LOC119550883|XP_037715798.1|DSUP	LOC118458937|XP_035777809.1|AALB
OG0002315	LOC119549925|XP_037714189.1|DSUP	LOC118459688|XP_035779216.1|AALB
OG0002316	LOC119548619|XP_037711916.1|DSUP	LOC118456915|XP_035773937.1|AALB
OG0002317	LOC119553290|XP_037719531.1|DSUP	LOC118457869|XP_035775675.1|AALB
OG0002318	LOC119546002|XP_037707931.1|DSUP	LOC118457634|XP_035775258.1|AALB
OG0002319	LOC119546192|XP_037708246.1|DSUP	LOC118460721|XP_035781161.1|AALB
OG0002320	LOC119549011|XP_037712580.1|DSUP	LOC118456762|XP_035773720.1|AALB
OG0002321	LOC119551778|XP_037717235.1|DSUP	LOC118457451|XP_035774941.1|AALB
OG0002322	LOC119548507|XP_037711715.1|DSUP	LOC118458228|XP_035776389.1|AALB
OG0002323	LOC119548354|XP_037711497.1|DSUP	LOC118456898|XP_035773915.1|AALB
OG0002324	LOC119553743|XP_037720268.1|DSUP	LOC118468475|XP_035795186.1|AALB
OG0002325	LOC119552951|XP_037718862.1|DSUP	LOC118456146|XP_035772552.1|AALB
OG0002326	LOC119552981|XP_037718927.1|DSUP	LOC118460709|XP_035781129.1|AALB
OG0002327	LOC119554515|XP_037721429.1|DSUP	LOC118460707|XP_035781112.1|AALB
OG0002328	LOC119548200|XP_037711257.1|DSUP	LOC118468753|XP_035795807.1|AALB
OG0002329	LOC119548488|XP_037711690.1|DSUP	LOC118456215|XP_035772688.1|AALB
OG0002330	LOC119548208|XP_037711270.1|DSUP	LOC118460750|XP_035781229.1|AALB
OG0002331	LOC119557832|XP_037726722.1|DSUP	LOC118456462|XP_035773131.1|AALB
OG0002332	LOC119554432|XP_037721254.1|DSUP	LOC118458894|XP_035777742.1|AALB
OG0002333	LOC119549317|XP_037713219.1|DSUP	LOC118458297|XP_035776515.1|AALB
OG0002334	LOC119548252|XP_037711323.1|DSUP	LOC118458560|XP_035777096.1|AALB
OG0002335	LOC119551638|XP_037716996.1|DSUP	LOC118456211|XP_035772674.1|AALB
OG0002336	LOC119554028|XP_037720674.1|DSUP	LOC118460658|XP_035781016.1|AALB
OG0002337	LOC119549765|XP_037713946.1|DSUP	LOC118461048|XP_035781832.1|AALB
OG0002338	LOC119546512|XP_037708764.1|DSUP	LOC118461165|XP_035782056.1|AALB
OG0002339	LOC119546428|XP_037708624.1|DSUP	LOC118461475|XP_035782722.1|AALB
OG0002340	LOC119547014|XP_037709611.1|DSUP	LOC118461474|XP_035782720.1|AALB
OG0002341	LOC119551609|XP_037716948.1|DSUP	LOC118460122|XP_035780054.1|AALB
OG0002342	LOC119546395|XP_037708567.1|DSUP	LOC118459081|XP_035778027.1|AALB
OG0002343	LOC119548769|XP_037712240.1|DSUP	LOC118461707|XP_035783226.1|AALB
OG0002344	LOC119546713|XP_037709128.1|DSUP, LOC119562471|XP_037731590.1|DSUP	LOC118467663|XP_035794309.1|AALB
OG0002345	LOC119552121|XP_037717835.1|DSUP	LOC118460115|XP_035780046.1|AALB
OG0002346	LOC119547798|XP_037710742.1|DSUP	LOC118457666|XP_035775313.1|AALB
OG0002347	LOC119550733|XP_037715574.1|DSUP	LOC118457603|XP_035775202.1|AALB
OG0002348	LOC119546603|XP_037708964.1|DSUP	LOC118468429|XP_035795084.1|AALB
OG0002349	LOC119552123|XP_037717838.1|DSUP	LOC118459299|XP_035778441.1|AALB
OG0002350	LOC119552120|XP_037717834.1|DSUP	LOC118463437|XP_035785904.1|AALB
OG0002351	LOC119549833|XP_037714040.1|DSUP	LOC118459093|XP_035778051.1|AALB
OG0002352	LOC119551594|XP_037716923.1|DSUP	LOC118457750|XP_035775456.1|AALB
OG0002353	LOC119561815|XP_037731219.1|DSUP	LOC118461236|XP_035782228.1|AALB
OG0002354	LOC119547596|XP_037710444.1|DSUP	LOC118460926|XP_035781579.1|AALB
OG0002355	LOC119562527|XP_037731648.1|DSUP, LOC119562528|XP_037731650.1|DSUP	LOC118461968|XP_035783771.1|AALB
OG0002356	LOC119545939|XP_037707810.1|DSUP	LOC118466908|XP_035792668.1|AALB
OG0002357	LOC119548122|XP_037711149.1|DSUP	LOC118466858|XP_035792590.1|AALB
OG0002358	LOC119548679|XP_037712051.1|DSUP	LOC118461531|XP_035782856.1|AALB
OG0002359	LOC119556681|XP_037724980.1|DSUP	LOC118459526|XP_035778876.1|AALB
OG0002360	LOC119547933|XP_037710908.1|DSUP	LOC118458718|XP_035777356.1|AALB
OG0002361	LOC119553690|XP_037720171.1|DSUP	LOC118456206|XP_035772664.1|AALB
OG0002362	LOC119548326|XP_037711438.1|DSUP	LOC118467138|XP_035793152.1|AALB
OG0002363	LOC119547801|XP_037710746.1|DSUP	LOC118458268|XP_035776472.1|AALB
OG0002364	LOC119562775|XP_037731888.1|DSUP, LOC119548589|XP_037711850.1|DSUP	LOC118458266|XP_035776451.1|AALB
OG0002365	LOC119548505|XP_037711713.1|DSUP	LOC118458465|XP_035776877.1|AALB
OG0002366	LOC119546797|XP_037709299.1|DSUP	LOC118459997|XP_035779791.1|AALB
OG0002367	LOC119547653|XP_037710523.1|DSUP	LOC118459833|XP_035779489.1|AALB
OG0002368	LOC119558499|XP_037727932.1|DSUP	LOC118460004|XP_035779816.1|AALB
OG0002369	LOC119556502|XP_037724691.1|DSUP	LOC118468377|XP_035795029.1|AALB, LOC118457076|XP_035774248.1|AALB
OG0002370	LOC119547083|XP_037709708.1|DSUP	LOC118460984|XP_035781699.1|AALB
OG0002371	LOC119548643|XP_037711975.1|DSUP	LOC118460985|XP_035781700.1|AALB
OG0002372	LOC119546399|XP_037708580.1|DSUP	LOC118457711|XP_035775387.1|AALB
OG0002373	LOC119546056|XP_037708050.1|DSUP	LOC118462015|XP_035783854.1|AALB
OG0002374	LOC119563313|XP_037732575.1|DSUP	LOC118456445|XP_035773101.1|AALB
OG0002375	LOC119560310|XP_037729612.1|DSUP	LOC118466314|XP_035791318.1|AALB
OG0002376	LOC119545935|XP_037707802.1|DSUP	LOC118460350|XP_035780481.1|AALB
OG0002377	LOC119561012|XP_037730760.1|DSUP	LOC118456556|XP_035773318.1|AALB
OG0002378	LOC119553667|XP_037720107.1|DSUP	LOC118460962|XP_035781631.1|AALB
OG0002379	LOC119548102|XP_037711119.1|DSUP	LOC118461197|XP_035782135.1|AALB
OG0002380	LOC119557922|XP_037726857.1|DSUP	LOC118459636|XP_035779107.1|AALB
OG0002381	LOC119551752|XP_037717205.1|DSUP	LOC118460788|XP_035781285.1|AALB
OG0002382	LOC119556090|XP_037723871.1|DSUP	LOC118460791|XP_035781289.1|AALB
OG0002383	LOC119554042|XP_037720700.1|DSUP	LOC118460797|XP_035781297.1|AALB
OG0002384	LOC119556150|XP_037723975.1|DSUP	LOC118459894|XP_035779594.1|AALB
OG0002386	LOC119561032|XP_037730787.1|DSUP	LOC118461232|XP_035782219.1|AALB
OG0002387	LOC119550824|XP_037715700.1|DSUP	LOC118456943|XP_035773999.1|AALB
OG0002388	LOC119551672|XP_037717057.1|DSUP	LOC118461033|XP_035781807.1|AALB
OG0002389	LOC119549659|XP_037713790.1|DSUP	LOC118457262|XP_035774544.1|AALB
OG0002390	LOC119546411|XP_037708598.1|DSUP	LOC118456611|XP_035773413.1|AALB
OG0002391	LOC119549823|XP_037714029.1|DSUP	LOC118458861|XP_035777685.1|AALB
OG0002392	LOC119554070|XP_037720742.1|DSUP	LOC118457880|XP_035775702.1|AALB
OG0002393	LOC119553836|XP_037720398.1|DSUP	LOC118458618|XP_035777194.1|AALB
OG0002394	LOC119547170|XP_037709832.1|DSUP	LOC118469031|XP_035796379.1|AALB
OG0002395	LOC119561216|XP_037730975.1|DSUP	LOC118461927|XP_035783692.1|AALB
OG0002396	LOC119552017|XP_037717681.1|DSUP	LOC118457109|XP_035774301.1|AALB
OG0002397	LOC119546715|XP_037709130.1|DSUP	LOC118461824|XP_035783473.1|AALB
OG0002398	LOC119556128|XP_037723943.1|DSUP	LOC118459453|XP_035778752.1|AALB
OG0002399	LOC119559417|XP_037728440.1|DSUP	LOC118458284|XP_035776499.1|AALB
OG0002400	LOC119550312|XP_037714841.1|DSUP	LOC118456280|XP_035772786.1|AALB
OG0002401	LOC119555650|XP_037723195.1|DSUP	LOC118468297|XP_035794919.1|AALB
OG0002402	LOC119560596|XP_037730053.1|DSUP	LOC118460542|XP_035780825.1|AALB
OG0002403	LOC119563290|XP_037732546.1|DSUP	LOC118460543|XP_035780826.1|AALB
OG0002404	LOC119560020|XP_037729236.1|DSUP	LOC118457979|XP_035775919.1|AALB
OG0002405	LOC119560095|XP_037729344.1|DSUP	LOC118457615|XP_035775219.1|AALB
OG0002406	LOC119554461|XP_037721300.1|DSUP	LOC118468618|XP_035795521.1|AALB
OG0002408	LOC119559808|XP_037728821.1|DSUP	LOC118461594|XP_035782991.1|AALB
OG0002410	LOC119560666|XP_037730163.1|DSUP	LOC118457203|XP_035774446.1|AALB
OG0002411	LOC119545826|XP_037707652.1|DSUP	LOC118461853|XP_035783539.1|AALB
OG0002412	LOC119558645|XP_037727970.1|DSUP	LOC118461405|XP_035782574.1|AALB
OG0002413	LOC119562311|XP_037731395.1|DSUP, LOC119558092|XP_037727231.1|DSUP	LOC118461318|XP_035782411.1|AALB
OG0002414	LOC119554685|XP_037721615.1|DSUP	LOC118461716|XP_035783267.1|AALB
OG0002415	LOC119549240|XP_037713070.1|DSUP	LOC118468461|XP_035795147.1|AALB
OG0002416	LOC119555340|XP_037722643.1|DSUP	LOC118461510|XP_035782832.1|AALB, LOC118463829|XP_035786610.1|AALB
OG0002417	LOC119548749|XP_037712194.1|DSUP	LOC118459010|XP_035777908.1|AALB
OG0002418	LOC119559027|XP_037728081.1|DSUP	LOC118458867|XP_035777710.1|AALB
OG0002419	LOC119556916|XP_037725330.1|DSUP	LOC118460727|XP_035781172.1|AALB, LOC118464927|XP_035788593.1|AALB
OG0002420	LOC119555321|XP_037722575.1|DSUP	LOC118460161|XP_035780154.1|AALB
OG0002421	LOC119563291|XP_037732547.1|DSUP	LOC118456354|XP_035772908.1|AALB
OG0002422	LOC119560540|XP_037729958.1|DSUP	LOC118457412|XP_035774876.1|AALB
OG0002423	LOC119553189|XP_037719367.1|DSUP	LOC118460151|XP_035780140.1|AALB
OG0002424	LOC119557904|XP_037726876.1|DSUP	LOC118460491|XP_035780737.1|AALB
OG0002425	LOC119556449|XP_037724616.1|DSUP	LOC118459182|XP_035778230.1|AALB
OG0002426	LOC119553714|XP_037720222.1|DSUP	LOC118468863|XP_035796021.1|AALB
OG0002427	LOC119548590|XP_037711894.1|DSUP	LOC118461260|XP_035782273.1|AALB
OG0002428	LOC119558076|XP_037727183.1|DSUP	LOC118466759|XP_035792367.1|AALB
OG0002429	LOC119555190|XP_037722371.1|DSUP	LOC118458589|XP_035777145.1|AALB
OG0002430	LOC119551054|XP_037716101.1|DSUP	LOC118466378|XP_035791496.1|AALB
OG0002431	LOC119551030|XP_037716019.1|DSUP	LOC118464630|XP_035787969.1|AALB
OG0002432	LOC119557760|XP_037726583.1|DSUP	LOC118456443|XP_035773097.1|AALB
OG0002433	LOC119560871|XP_037730472.1|DSUP	LOC118464298|XP_035787476.1|AALB
OG0002434	LOC119550024|XP_037714379.1|DSUP	LOC118464154|XP_035787174.1|AALB
OG0002436	LOC119549849|XP_037714073.1|DSUP	LOC118463302|XP_035785681.1|AALB
OG0002437	LOC119559383|XP_037728368.1|DSUP	LOC118464260|XP_035787392.1|AALB, LOC118464363|XP_035787581.1|AALB
OG0002438	LOC119556020|XP_037723727.1|DSUP	LOC118467021|XP_035792862.1|AALB
OG0002439	LOC119558496|XP_037727929.1|DSUP	LOC118458026|XP_035776025.1|AALB
OG0002440	LOC119553122|XP_037719238.1|DSUP	LOC118463730|XP_035786417.1|AALB
OG0002441	LOC119550137|XP_037714565.1|DSUP	LOC118465670|XP_035789990.1|AALB
OG0002442	LOC119550234|XP_037714731.1|DSUP	LOC118465730|XP_035790085.1|AALB
OG0002443	LOC119549124|XP_037712814.1|DSUP	LOC118466936|XP_035792720.1|AALB
OG0002444	LOC119551131|XP_037716243.1|DSUP	LOC118462872|XP_035784824.1|AALB
OG0002445	LOC119559455|XP_037728486.1|DSUP	LOC118466744|XP_035792322.1|AALB
OG0002446	LOC119549035|XP_037712646.1|DSUP	LOC118465220|XP_035789105.1|AALB
OG0002447	LOC119552759|XP_037718480.1|DSUP	LOC118463947|XP_035786817.1|AALB
OG0002448	LOC119551268|XP_037716456.1|DSUP	LOC118464420|XP_035787671.1|AALB
OG0002449	LOC119551976|XP_037717618.1|DSUP	LOC118464230|XP_035787305.1|AALB
OG0002450	LOC119560050|XP_037729287.1|DSUP	LOC118458328|XP_035776572.1|AALB
OG0002451	LOC119551382|XP_037716633.1|DSUP	LOC118464169|XP_035787201.1|AALB
OG0002452	LOC119550099|XP_037714507.1|DSUP	LOC118463813|XP_035786583.1|AALB
OG0002453	LOC119550834|XP_037715713.1|DSUP	LOC118463812|XP_035786582.1|AALB
OG0002454	LOC119554355|XP_037721150.1|DSUP	LOC118463825|XP_035786601.1|AALB
OG0002455	LOC119554354|XP_037721148.1|DSUP	LOC118466013|XP_035790716.1|AALB
OG0002456	LOC119562271|XP_037731373.1|DSUP, LOC119551888|XP_037717414.1|DSUP	LOC118466060|XP_035790802.1|AALB
OG0002457	LOC119552069|XP_037717763.1|DSUP	LOC118464737|XP_035788235.1|AALB
OG0002458	LOC119562710|XP_037731827.1|DSUP, LOC119562380|XP_037731469.1|DSUP	LOC118457749|XP_035775454.1|AALB
OG0002459	LOC119549598|XP_037713687.1|DSUP	LOC118467100|XP_035793042.1|AALB
OG0002460	LOC119551794|XP_037717269.1|DSUP	LOC118464694|XP_035788107.1|AALB
OG0002461	LOC119552183|XP_037717956.1|DSUP	LOC118465162|XP_035789013.1|AALB
OG0002462	LOC119550359|XP_037714911.1|DSUP	LOC118465021|XP_035788776.1|AALB
OG0002463	LOC119549376|XP_037713342.1|DSUP	LOC118467226|XP_035793370.1|AALB
OG0002464	LOC119550236|XP_037714733.1|DSUP	LOC118467034|XP_035792910.1|AALB
OG0002465	LOC119559443|XP_037728470.1|DSUP	LOC118467032|XP_035792907.1|AALB
OG0002466	LOC119552486|XP_037718055.1|DSUP	LOC118467618|XP_035794215.1|AALB
OG0002467	LOC119553541|XP_037719906.1|DSUP	LOC118464769|XP_035788285.1|AALB
OG0002468	LOC119554786|XP_037721760.1|DSUP	LOC118465937|XP_035790540.1|AALB
OG0002469	LOC119559848|XP_037728880.1|DSUP	LOC118464168|XP_035787199.1|AALB
OG0002470	LOC119551865|XP_037717384.1|DSUP	LOC118464183|XP_035787227.1|AALB
OG0002471	LOC119551480|XP_037716771.1|DSUP	LOC118463363|XP_035785774.1|AALB
OG0002472	LOC119549120|XP_037712806.1|DSUP	LOC118464351|XP_035787565.1|AALB
OG0002473	LOC119551359|XP_037716608.1|DSUP	LOC118464361|XP_035787579.1|AALB
OG0002474	LOC119555718|XP_037723334.1|DSUP	LOC118462552|XP_035784212.1|AALB
OG0002475	LOC119545653|XP_037707307.1|DSUP	LOC118463881|XP_035786694.1|AALB
OG0002476	LOC119549292|XP_037713169.1|DSUP	LOC118464221|XP_035787286.1|AALB
OG0002477	LOC119552176|XP_037717934.1|DSUP	LOC118467251|XP_035793426.1|AALB
OG0002478	LOC119551899|XP_037717440.1|DSUP	LOC118467250|XP_035793421.1|AALB
OG0002479	LOC119550757|XP_037715608.1|DSUP	LOC118466774|XP_035792392.1|AALB
OG0002480	LOC119559595|XP_037728536.1|DSUP	LOC118464983|XP_035788708.1|AALB
OG0002481	LOC119556028|XP_037723735.1|DSUP	LOC118464500|XP_035787828.1|AALB
OG0002482	LOC119559431|XP_037728457.1|DSUP	LOC118463880|XP_035786692.1|AALB
OG0002483	LOC119551057|XP_037716106.1|DSUP	LOC118464941|XP_035788621.1|AALB
OG0002484	LOC119551037|XP_037716074.1|DSUP	LOC118464946|XP_035788628.1|AALB
OG0002485	LOC119549227|XP_037713038.1|DSUP	LOC118463977|XP_035786880.1|AALB
OG0002486	LOC119554989|XP_037722055.1|DSUP	LOC118467959|XP_035794835.1|AALB
OG0002487	LOC119559724|XP_037728716.1|DSUP	LOC118466257|XP_035791204.1|AALB
OG0002488	LOC119551052|XP_037716099.1|DSUP	LOC118464802|XP_035788358.1|AALB
OG0002489	LOC119552644|XP_037718266.1|DSUP	LOC118462685|XP_035784492.1|AALB
OG0002490	LOC119552177|XP_037717935.1|DSUP	LOC118463761|XP_035786468.1|AALB
OG0002491	LOC119552764|XP_037718495.1|DSUP	LOC118466923|XP_035792701.1|AALB
OG0002492	LOC119550614|XP_037715369.1|DSUP	LOC118465987|XP_035790668.1|AALB, LOC118465993|XP_035790678.1|AALB
OG0002493	LOC119551862|XP_037717380.1|DSUP	LOC118465985|XP_035790658.1|AALB
OG0002495	LOC119550618|XP_037715373.1|DSUP	LOC118462829|XP_035784753.1|AALB
OG0002496	LOC119558308|XP_037727639.1|DSUP	LOC118464803|XP_035788359.1|AALB
OG0002497	LOC119554733|XP_037721681.1|DSUP	LOC118464813|XP_035788373.1|AALB
OG0002498	LOC119553530|XP_037719884.1|DSUP	LOC118463201|XP_035785529.1|AALB
OG0002508	LOC119556033|XP_037723744.1|DSUP, LOC119562588|XP_037731737.1|DSUP	LOC118459048|XP_035777969.1|AALB
OG0002509	LOC119551141|XP_037716259.1|DSUP	LOC118467981|XP_035794863.1|AALB
OG0002510	LOC119557648|XP_037726427.1|DSUP	LOC118458351|XP_035776599.1|AALB
OG0002511	LOC119559864|XP_037728899.1|DSUP	LOC118467147|XP_035793224.1|AALB
OG0002512	LOC119560367|XP_037729742.1|DSUP	LOC118458417|XP_035776738.1|AALB
OG0002513	LOC119560296|XP_037729595.1|DSUP	LOC118457877|XP_035775697.1|AALB
OG0002514	LOC119555344|XP_037722608.1|DSUP	LOC118467621|XP_035794223.1|AALB, LOC118460209|XP_035780217.1|AALB
OG0002516	LOC119552730|XP_037718415.1|DSUP	LOC118460637|XP_035780987.1|AALB
OG0002517	LOC119557097|XP_037725590.1|DSUP	LOC118456694|XP_035773592.1|AALB
OG0002518	LOC119562879|XP_037731922.1|DSUP	LOC118461771|XP_035783397.1|AALB
OG0002519	LOC119551643|XP_037717001.1|DSUP	LOC118462310|XP_035784009.1|AALB
OG0002520	LOC119557584|XP_037726313.1|DSUP	LOC118462336|XP_035784011.1|AALB
OG0002522	LOC119560976|XP_037730680.1|DSUP	LOC118463360|XP_035785770.1|AALB
OG0002523	LOC119562000|XP_037731316.1|DSUP	LOC118464696|XP_035788156.1|AALB
OG0002524	LOC119557730|XP_037726541.1|DSUP	LOC118460475|XP_035780702.1|AALB, LOC118462538|XP_035784200.1|AALB, LOC118465983|XP_035790659.1|AALB
OG0002525	LOC119554559|XP_037721458.1|DSUP	LOC118461653|XP_035783124.1|AALB
OG0002526	LOC119555900|XP_037723521.1|DSUP	LOC118458396|XP_035776699.1|AALB
OG0002528	LOC119558418|XP_037727895.1|DSUP	LOC118456509|XP_035773275.1|AALB
OG0002529	LOC119545842|XP_037707735.1|DSUP	LOC118464640|XP_035787995.1|AALB
OG0002530	LOC119548240|XP_037711308.1|DSUP	LOC118465697|XP_035790021.1|AALB
OG0002531	LOC119562389|XP_037731507.1|DSUP	LOC118468526|XP_035795287.1|AALB
OG0002532	LOC119554497|XP_037721358.1|DSUP, LOC119561884|XP_037731284.1|DSUP	LOC118464240|XP_035787323.1|AALB
OG0002533	LOC119556282|XP_037724262.1|DSUP	LOC118465442|XP_035789589.1|AALB
OG0002534	LOC119551543|XP_037716861.1|DSUP	LOC118457279|XP_035774588.1|AALB
OG0002535	LOC119554967|XP_037722024.1|DSUP	LOC118466074|XP_035790839.1|AALB
OG0002536	LOC119563228|XP_037732461.1|DSUP	LOC118464376|XP_035787615.1|AALB, LOC118466675|XP_035792176.1|AALB
OG0002537	LOC119549375|XP_037713341.1|DSUP	LOC118467244|XP_035793409.1|AALB
OG0002539	LOC119549974|XP_037714301.1|DSUP	LOC118465434|XP_035789579.1|AALB
OG0002540	LOC119548684|XP_037712061.1|DSUP	LOC118456270|XP_035772778.1|AALB
OG0002541	LOC119557513|XP_037726214.1|DSUP	LOC118458974|XP_035777860.1|AALB
OG0002542	LOC119556101|XP_037723898.1|DSUP	LOC118461245|XP_035782255.1|AALB
OG0002543	LOC119556646|XP_037724906.1|DSUP	LOC118463118|XP_035785343.1|AALB, LOC118465289|XP_035789224.1|AALB
OG0002544	LOC119560186|XP_037729476.1|DSUP	LOC118458190|XP_035776330.1|AALB
OG0002545	LOC119557238|XP_037725850.1|DSUP	LOC118463572|XP_035786106.1|AALB
OG0002547	LOC119556872|XP_037725276.1|DSUP	LOC118468754|XP_035795808.1|AALB
OG0002548	LOC119557664|XP_037726452.1|DSUP	LOC118463908|XP_035786782.1|AALB
OG0002549	LOC119557148|XP_037725664.1|DSUP	LOC118463719|XP_035786443.1|AALB
OG0002550	LOC119558020|XP_037727064.1|DSUP	LOC118459714|XP_035779271.1|AALB
OG0002551	LOC119545670|XP_037707325.1|DSUP	LOC118463635|XP_035786260.1|AALB
OG0002552	LOC119546944|XP_037709512.1|DSUP	LOC118458898|XP_035777750.1|AALB
OG0002553	LOC119557541|XP_037726240.1|DSUP	LOC118458325|XP_035776567.1|AALB
OG0002554	LOC119556334|XP_037724353.1|DSUP, LOC119562319|XP_037731405.1|DSUP	LOC118459206|XP_035778279.1|AALB
OG0002555	LOC119558161|XP_037727351.1|DSUP	LOC118458461|XP_035776874.1|AALB
OG0002556	LOC119562408|XP_037731529.1|DSUP	LOC118468415|XP_035795111.1|AALB
OG0002557	LOC119556577|XP_037724805.1|DSUP	LOC118459862|XP_035779530.1|AALB
OG0002558	LOC119561794|XP_037731209.1|DSUP	LOC118467729|XP_035794426.1|AALB, LOC118464952|XP_035788638.1|AALB
OG0002559	LOC119562640|XP_037731795.1|DSUP, LOC119559041|XP_037728096.1|DSUP	LOC118460503|XP_035780794.1|AALB
OG0002560	LOC119561077|XP_037730865.1|DSUP	LOC118462752|XP_035784612.1|AALB
OG0002561	LOC119559741|XP_037728723.1|DSUP	LOC118457115|XP_035774310.1|AALB
OG0002562	LOC119557401|XP_037726074.1|DSUP	LOC118459194|XP_035778292.1|AALB
OG0002565	LOC119560253|XP_037729549.1|DSUP	LOC118458607|XP_035777178.1|AALB
OG0002566	LOC119555263|XP_037722498.1|DSUP	LOC118457951|XP_035775867.1|AALB
OG0002567	LOC119557151|XP_037725670.1|DSUP	LOC118458470|XP_035776896.1|AALB
OG0002568	LOC119563382|XP_037732662.1|DSUP	LOC118463556|XP_035786073.1|AALB, LOC118468644|XP_035795564.1|AALB
OG0002569	LOC119555176|XP_037722353.1|DSUP	LOC118466808|XP_035792487.1|AALB
OG0002570	LOC119563513|XP_037732888.1|DSUP	LOC118463264|XP_035785630.1|AALB
OG0002571	LOC119563336|XP_037732615.1|DSUP	LOC118459191|XP_035778243.1|AALB
OG0002572	LOC119549782|XP_037713972.1|DSUP	LOC118465676|XP_035790000.1|AALB
OG0002573	LOC119549416|XP_037713420.1|DSUP	LOC118465039|XP_035788802.1|AALB
OG0002574	LOC119563387|XP_037732667.1|DSUP	LOC118459213|XP_035778286.1|AALB
OG0002575	LOC119545738|XP_037707489.1|DSUP	LOC118460978|XP_035781689.1|AALB
OG0002576	LOC119558914|XP_037728043.1|DSUP	LOC118457903|XP_035775787.1|AALB
OG0002577	LOC119555298|XP_037722542.1|DSUP	LOC118462760|XP_035784619.1|AALB
OG0002578	LOC119546641|XP_037709014.1|DSUP	LOC118463146|XP_035785416.1|AALB
OG0002579	LOC119546467|XP_037708677.1|DSUP	LOC118468470|XP_035795183.1|AALB
OG0002580	LOC119551591|XP_037716920.1|DSUP	LOC118456955|XP_035774025.1|AALB
OG0002581	LOC119547057|XP_037709669.1|DSUP	LOC118463781|XP_035786495.1|AALB
OG0002582	LOC119560717|XP_037730257.1|DSUP	LOC118460196|XP_035780195.1|AALB
OG0002583	LOC119549470|XP_037713503.1|DSUP	LOC118460362|XP_035780502.1|AALB
OG0002584	LOC119553962|XP_037720586.1|DSUP	LOC118459487|XP_035778797.1|AALB
OG0002585	LOC119553963|XP_037720587.1|DSUP	LOC118459494|XP_035778809.1|AALB
OG0002586	LOC119560241|XP_037729532.1|DSUP	LOC118461083|XP_035781869.1|AALB
OG0002587	LOC119560983|XP_037730689.1|DSUP	LOC118461082|XP_035781867.1|AALB
OG0002588	LOC119560800|XP_037730361.1|DSUP	LOC118458842|XP_035777638.1|AALB
OG0002589	LOC119549377|XP_037713347.1|DSUP	LOC118456825|XP_035773813.1|AALB
OG0002590	LOC119556965|XP_037725402.1|DSUP	LOC118458640|XP_035777222.1|AALB, LOC118464593|XP_035787933.1|AALB, LOC118458673|XP_035777281.1|AALB
OG0002591	LOC119548750|XP_037712202.1|DSUP	LOC118458027|XP_035776026.1|AALB
OG0002592	LOC119552720|XP_037718402.1|DSUP	LOC118456419|XP_035773045.1|AALB
OG0002593	LOC119546280|XP_037708389.1|DSUP	LOC118460083|XP_035779991.1|AALB
OG0002594	LOC119559938|XP_037729073.1|DSUP	LOC118461262|XP_035782277.1|AALB
OG0002595	LOC119561074|XP_037730858.1|DSUP	LOC118461076|XP_035781862.1|AALB
OG0002596	LOC119560507|XP_037729909.1|DSUP	LOC118457696|XP_035775362.1|AALB
OG0002597	LOC119548868|XP_037712426.1|DSUP	LOC118457495|XP_035775023.1|AALB
OG0002598	LOC119557320|XP_037725971.1|DSUP	LOC118468263|XP_035794906.1|AALB
OG0002599	LOC119560885|XP_037730499.1|DSUP	LOC118468881|XP_035796065.1|AALB
OG0002600	LOC119550415|XP_037715004.1|DSUP	LOC118459383|XP_035778578.1|AALB
OG0002601	LOC119560211|XP_037729498.1|DSUP	LOC118456247|XP_035772737.1|AALB
OG0002602	LOC119547369|XP_037710121.1|DSUP	LOC118460924|XP_035781573.1|AALB
OG0002603	LOC119549992|XP_037714334.1|DSUP	LOC118457541|XP_035775087.1|AALB
OG0002604	LOC119554338|XP_037721136.1|DSUP	LOC118458877|XP_035777720.1|AALB
OG0002605	LOC119560641|XP_037730122.1|DSUP	LOC118457185|XP_035774425.1|AALB
OG0002606	LOC119560527|XP_037729931.1|DSUP	LOC118457815|XP_035775569.1|AALB
OG0002607	LOC119560133|XP_037729411.1|DSUP	LOC118457828|XP_035775595.1|AALB
OG0002608	LOC119548656|XP_037711999.1|DSUP	LOC118460311|XP_035780411.1|AALB
OG0002609	LOC119549547|XP_037713625.1|DSUP, LOC119553468|XP_037719799.1|DSUP	LOC118464878|XP_035788513.1|AALB
OG0002610	LOC119559768|XP_037728771.1|DSUP	LOC118460663|XP_035781023.1|AALB
OG0002611	LOC119562873|XP_037731916.1|DSUP	LOC118461384|XP_035782538.1|AALB
OG0002612	LOC119563247|XP_037732486.1|DSUP	LOC118457549|XP_035775108.1|AALB
OG0002613	LOC119558908|XP_037728033.1|DSUP	LOC118460241|XP_035780290.1|AALB
OG0002614	LOC119545831|XP_037707672.1|DSUP	LOC118460234|XP_035780269.1|AALB
OG0002615	LOC119552842|XP_037718632.1|DSUP	LOC118457714|XP_035775393.1|AALB
OG0002616	LOC119549143|XP_037712852.1|DSUP	LOC118456417|XP_035773037.1|AALB
OG0002617	LOC119554756|XP_037721716.1|DSUP	LOC118461561|XP_035782915.1|AALB
