Orthogroup	DSUP.longest_only	CPIP.longest_only
OG0002418	LOC119559027|XP_037728081.1|DSUP	LOC120432324|XP_039453444.1|CPIP, LOC120417865|XP_039436018.1|CPIP
OG0002419	LOC119556916|XP_037725330.1|DSUP	LOC120419334|XP_039437939.1|CPIP, LOC120421352|XP_039440471.1|CPIP
OG0002420	LOC119555321|XP_037722575.1|DSUP	LOC120414018|XP_039430967.1|CPIP
OG0002421	LOC119563291|XP_037732547.1|DSUP	LOC120425950|XP_039446521.1|CPIP
OG0002422	LOC119560540|XP_037729958.1|DSUP	LOC120425902|XP_039446456.1|CPIP
OG0002423	LOC119553189|XP_037719367.1|DSUP	LOC120423429|XP_039443167.1|CPIP
OG0002424	LOC119557904|XP_037726876.1|DSUP	LOC120421718|XP_039440903.1|CPIP
OG0002425	LOC119556449|XP_037724616.1|DSUP	LOC120422248|XP_039441578.1|CPIP
OG0002426	LOC119553714|XP_037720222.1|DSUP	LOC120418236|XP_039436472.1|CPIP, LOC120422710|XP_039442159.1|CPIP
OG0002427	LOC119548590|XP_037711894.1|DSUP	LOC120418259|XP_039436510.1|CPIP, LOC120422748|XP_039442225.1|CPIP
OG0002428	LOC119558076|XP_037727183.1|DSUP	LOC120431600|XP_039452639.1|CPIP
OG0002429	LOC119555190|XP_037722371.1|DSUP	LOC120427310|XP_039448096.1|CPIP
OG0002430	LOC119551054|XP_037716101.1|DSUP	LOC120423155|XP_039442768.1|CPIP
OG0002431	LOC119551030|XP_037716019.1|DSUP	LOC120419418|XP_039438029.1|CPIP
OG0002432	LOC119557760|XP_037726583.1|DSUP	LOC120419450|XP_039438064.1|CPIP
OG0002433	LOC119560871|XP_037730472.1|DSUP	LOC120430598|XP_039451637.1|CPIP, LOC120424117|XP_039444090.1|CPIP
OG0002434	LOC119550024|XP_037714379.1|DSUP	LOC120421346|XP_039440459.1|CPIP
OG0002435	LOC119556233|XP_037724187.1|DSUP	LOC120427004|XP_039447756.1|CPIP
OG0002436	LOC119549849|XP_037714073.1|DSUP	LOC120419932|XP_039438731.1|CPIP
OG0002437	LOC119559383|XP_037728368.1|DSUP	LOC120420861|XP_039439913.1|CPIP
OG0002438	LOC119556020|XP_037723727.1|DSUP	LOC120429857|XP_039450858.1|CPIP, LOC120432033|XP_039453101.1|CPIP
OG0002439	LOC119558496|XP_037727929.1|DSUP	LOC120428165|XP_039449079.1|CPIP
OG0002440	LOC119553122|XP_037719238.1|DSUP	LOC120422160|XP_039441467.1|CPIP
OG0002441	LOC119550137|XP_037714565.1|DSUP	LOC120427538|XP_039448341.1|CPIP
OG0002442	LOC119550234|XP_037714731.1|DSUP	LOC120418442|XP_039436785.1|CPIP, LOC120416743|XP_039434512.1|CPIP
OG0002443	LOC119549124|XP_037712814.1|DSUP	LOC120424759|XP_039444887.1|CPIP, LOC120414225|XP_039431270.1|CPIP
OG0002444	LOC119551131|XP_037716243.1|DSUP	LOC120414219|XP_039431260.1|CPIP, LOC120424751|XP_039444878.1|CPIP
OG0002446	LOC119549035|XP_037712646.1|DSUP	LOC120417578|XP_039435622.1|CPIP
OG0002447	LOC119552759|XP_037718480.1|DSUP	LOC120415256|XP_039432656.1|CPIP
OG0002448	LOC119551268|XP_037716456.1|DSUP	LOC120429321|XP_039450475.1|CPIP
OG0002449	LOC119551976|XP_037717618.1|DSUP	LOC120415320|XP_039432737.1|CPIP
OG0002450	LOC119560050|XP_037729287.1|DSUP	LOC120424564|XP_039444670.1|CPIP
OG0002451	LOC119551382|XP_037716633.1|DSUP	LOC120424319|XP_039444350.1|CPIP
OG0002452	LOC119550099|XP_037714507.1|DSUP	LOC120418456|XP_039436815.1|CPIP
OG0002453	LOC119550834|XP_037715713.1|DSUP	LOC120418430|XP_039436743.1|CPIP
OG0002454	LOC119554355|XP_037721150.1|DSUP	LOC120420393|XP_039439339.1|CPIP
OG0002455	LOC119554354|XP_037721148.1|DSUP	LOC120420386|XP_039439333.1|CPIP
OG0002456	LOC119562271|XP_037731373.1|DSUP, LOC119551888|XP_037717414.1|DSUP	LOC120416221|XP_039433854.1|CPIP
OG0002457	LOC119552069|XP_037717763.1|DSUP	LOC120414896|XP_039432156.1|CPIP
OG0002458	LOC119562710|XP_037731827.1|DSUP, LOC119562380|XP_037731469.1|DSUP	LOC120427334|XP_039448119.1|CPIP
OG0002459	LOC119549598|XP_037713687.1|DSUP	LOC120427047|XP_039447812.1|CPIP
OG0002460	LOC119551794|XP_037717269.1|DSUP	LOC120425007|XP_039445316.1|CPIP
OG0002461	LOC119552183|XP_037717956.1|DSUP	LOC120425044|XP_039445353.1|CPIP
OG0002462	LOC119550359|XP_037714911.1|DSUP	LOC120428513|XP_039449460.1|CPIP
OG0002463	LOC119549376|XP_037713342.1|DSUP	LOC120421450|XP_039440593.1|CPIP
OG0002464	LOC119550236|XP_037714733.1|DSUP	LOC120421465|XP_039440614.1|CPIP
OG0002465	LOC119559443|XP_037728470.1|DSUP	LOC120421458|XP_039440603.1|CPIP
OG0002466	LOC119552486|XP_037718055.1|DSUP	LOC120426849|XP_039447573.1|CPIP, LOC120427342|XP_039448132.1|CPIP
OG0002467	LOC119553541|XP_037719906.1|DSUP	LOC120428607|XP_039449563.1|CPIP
OG0002468	LOC119554786|XP_037721760.1|DSUP	LOC120414044|XP_039430998.1|CPIP
OG0002469	LOC119559848|XP_037728880.1|DSUP	LOC120415164|XP_039432535.1|CPIP
OG0002470	LOC119551865|XP_037717384.1|DSUP	LOC120415205|XP_039432594.1|CPIP
OG0002471	LOC119551480|XP_037716771.1|DSUP	LOC120419167|XP_039437753.1|CPIP
OG0002472	LOC119549120|XP_037712806.1|DSUP	LOC120419151|XP_039437724.1|CPIP
OG0002473	LOC119551359|XP_037716608.1|DSUP	LOC120425528|XP_039446016.1|CPIP, LOC120419160|XP_039437743.1|CPIP
OG0002474	LOC119555718|XP_037723334.1|DSUP	LOC120415830|XP_039433394.1|CPIP
OG0002475	LOC119545653|XP_037707307.1|DSUP	LOC120412342|XP_039428676.1|CPIP
OG0002476	LOC119549292|XP_037713169.1|DSUP	LOC120416844|XP_039434666.1|CPIP
OG0002477	LOC119552176|XP_037717934.1|DSUP	LOC120418586|XP_039436967.1|CPIP
OG0002478	LOC119551899|XP_037717440.1|DSUP	LOC120427138|XP_039447928.1|CPIP
OG0002479	LOC119550757|XP_037715608.1|DSUP	LOC120421876|XP_039441107.1|CPIP
OG0002480	LOC119559595|XP_037728536.1|DSUP	LOC120415167|XP_039432539.1|CPIP
OG0002481	LOC119556028|XP_037723735.1|DSUP	LOC120430865|XP_039451923.1|CPIP, LOC120429783|XP_039450775.1|CPIP
OG0002482	LOC119559431|XP_037728457.1|DSUP	LOC120416382|XP_039434051.1|CPIP
OG0002483	LOC119551057|XP_037716106.1|DSUP	LOC120415878|XP_039433450.1|CPIP
OG0002484	LOC119551037|XP_037716074.1|DSUP	LOC120415857|XP_039433428.1|CPIP
OG0002485	LOC119549227|XP_037713038.1|DSUP	LOC120427508|XP_039448303.1|CPIP
OG0002486	LOC119554989|XP_037722055.1|DSUP	LOC120425824|XP_039446376.1|CPIP
OG0002487	LOC119559724|XP_037728716.1|DSUP	LOC120416712|XP_039434467.1|CPIP, LOC120425825|XP_039446377.1|CPIP
OG0002488	LOC119551052|XP_037716099.1|DSUP	LOC120422213|XP_039441532.1|CPIP
OG0002489	LOC119552644|XP_037718266.1|DSUP	LOC120423892|XP_039443802.1|CPIP
OG0002490	LOC119552177|XP_037717935.1|DSUP	LOC120423910|XP_039443824.1|CPIP
OG0002491	LOC119552764|XP_037718495.1|DSUP	LOC120429115|XP_039450224.1|CPIP
OG0002492	LOC119550614|XP_037715369.1|DSUP	LOC120428267|XP_039449193.1|CPIP
OG0002493	LOC119551862|XP_037717380.1|DSUP	LOC120428251|XP_039449175.1|CPIP
OG0002494	LOC119563092|XP_037732251.1|DSUP	LOC120425864|XP_039446419.1|CPIP
OG0002495	LOC119550618|XP_037715373.1|DSUP	LOC120414931|XP_039432196.1|CPIP
OG0002496	LOC119558308|XP_037727639.1|DSUP	LOC120425278|XP_039445663.1|CPIP
OG0002508	LOC119556033|XP_037723744.1|DSUP, LOC119562588|XP_037731737.1|DSUP	LOC120422061|XP_039441331.1|CPIP
OG0002509	LOC119551141|XP_037716259.1|DSUP	LOC120421053|XP_039440132.1|CPIP, LOC120431164|XP_039452238.1|CPIP
OG0002510	LOC119557648|XP_037726427.1|DSUP	LOC120432318|XP_039453436.1|CPIP
OG0002511	LOC119559864|XP_037728899.1|DSUP	LOC120415031|XP_039432330.1|CPIP
OG0002512	LOC119560367|XP_037729742.1|DSUP	LOC120413289|XP_039429960.1|CPIP
OG0002513	LOC119560296|XP_037729595.1|DSUP	LOC120413306|XP_039430002.1|CPIP
OG0002514	LOC119555344|XP_037722608.1|DSUP	LOC120415052|XP_039432359.1|CPIP
OG0002516	LOC119552730|XP_037718415.1|DSUP	LOC120420867|XP_039439953.1|CPIP
OG0002517	LOC119557097|XP_037725590.1|DSUP	LOC120417274|XP_039435192.1|CPIP
OG0002518	LOC119562879|XP_037731922.1|DSUP	LOC120419292|XP_039437891.1|CPIP
OG0002519	LOC119551643|XP_037717001.1|DSUP	LOC120431837|XP_039452899.1|CPIP, LOC120419300|XP_039437899.1|CPIP
OG0002520	LOC119557584|XP_037726313.1|DSUP	LOC120431838|XP_039452901.1|CPIP, LOC120419298|XP_039437898.1|CPIP
OG0002521	LOC119556395|XP_037724499.1|DSUP	LOC120419264|XP_039437853.1|CPIP, LOC120428873|XP_039449933.1|CPIP
OG0002522	LOC119560976|XP_037730680.1|DSUP	LOC120432301|XP_039453422.1|CPIP
OG0002523	LOC119562000|XP_037731316.1|DSUP	LOC120425470|XP_039446283.1|CPIP
OG0002524	LOC119557730|XP_037726541.1|DSUP	LOC120430129|XP_039451151.1|CPIP, LOC120430864|XP_039451926.1|CPIP
OG0002525	LOC119554559|XP_037721458.1|DSUP	LOC120432224|XP_039453333.1|CPIP
OG0002526	LOC119555900|XP_037723521.1|DSUP	LOC120432226|XP_039453334.1|CPIP
OG0002527	LOC119551026|XP_037716018.1|DSUP	LOC120432281|XP_039453401.1|CPIP
OG0002528	LOC119558418|XP_037727895.1|DSUP	LOC120413322|XP_039430023.1|CPIP
OG0002529	LOC119545842|XP_037707735.1|DSUP	LOC120413325|XP_039430032.1|CPIP
OG0002530	LOC119548240|XP_037711308.1|DSUP	LOC120413358|XP_039430077.1|CPIP
OG0002531	LOC119562389|XP_037731507.1|DSUP	LOC120428492|XP_039449439.1|CPIP
OG0002532	LOC119554497|XP_037721358.1|DSUP, LOC119561884|XP_037731284.1|DSUP	LOC120422611|XP_039442073.1|CPIP
OG0002533	LOC119556282|XP_037724262.1|DSUP	LOC120422055|XP_039441321.1|CPIP
OG0002534	LOC119551543|XP_037716861.1|DSUP	LOC120422083|XP_039441363.1|CPIP
OG0002535	LOC119554967|XP_037722024.1|DSUP	LOC120414185|XP_039431196.1|CPIP, LOC120414186|XP_039431198.1|CPIP
OG0002536	LOC119563228|XP_037732461.1|DSUP	LOC120422456|XP_039441833.1|CPIP
OG0002537	LOC119549375|XP_037713341.1|DSUP	LOC120415045|XP_039432353.1|CPIP
OG0002539	LOC119549974|XP_037714301.1|DSUP	LOC120431369|XP_039452437.1|CPIP
OG0002540	LOC119548684|XP_037712061.1|DSUP	LOC120420181|XP_039439090.1|CPIP
OG0002541	LOC119557513|XP_037726214.1|DSUP	LOC120420192|XP_039439112.1|CPIP, LOC120431573|XP_039452617.1|CPIP
OG0002542	LOC119556101|XP_037723898.1|DSUP	LOC120420217|XP_039439138.1|CPIP
OG0002543	LOC119556646|XP_037724906.1|DSUP	LOC120431208|XP_039452287.1|CPIP
OG0002544	LOC119560186|XP_037729476.1|DSUP	LOC120413732|XP_039430592.1|CPIP
OG0002545	LOC119557238|XP_037725850.1|DSUP	LOC120413352|XP_039430069.1|CPIP
OG0002547	LOC119556872|XP_037725276.1|DSUP	LOC120412765|XP_039429294.1|CPIP
OG0002548	LOC119557664|XP_037726452.1|DSUP	LOC120412730|XP_039429258.1|CPIP
OG0002549	LOC119557148|XP_037725664.1|DSUP	LOC120412693|XP_039429206.1|CPIP
OG0002550	LOC119558020|XP_037727064.1|DSUP	LOC120430270|XP_039451331.1|CPIP
OG0002551	LOC119545670|XP_037707325.1|DSUP	LOC120414279|XP_039431341.1|CPIP, LOC120427670|XP_039448484.1|CPIP
OG0002552	LOC119546944|XP_037709512.1|DSUP	LOC120426469|XP_039447166.1|CPIP, LOC120427669|XP_039448483.1|CPIP
OG0002553	LOC119557541|XP_037726240.1|DSUP	LOC120423033|XP_039442608.1|CPIP
OG0002554	LOC119556334|XP_037724353.1|DSUP, LOC119562319|XP_037731405.1|DSUP	LOC120422047|XP_039441307.1|CPIP
OG0002555	LOC119558161|XP_037727351.1|DSUP	LOC120422043|XP_039441302.1|CPIP
OG0002556	LOC119562408|XP_037731529.1|DSUP	LOC120428285|XP_039449527.1|CPIP
OG0002557	LOC119556577|XP_037724805.1|DSUP	LOC120424694|XP_039444807.1|CPIP
OG0002558	LOC119561794|XP_037731209.1|DSUP	LOC120431230|XP_039452304.1|CPIP
OG0002559	LOC119562640|XP_037731795.1|DSUP, LOC119559041|XP_037728096.1|DSUP	LOC120424517|XP_039444607.1|CPIP
OG0002560	LOC119561077|XP_037730865.1|DSUP	LOC120431686|XP_039452734.1|CPIP, LOC120431594|XP_039452635.1|CPIP
OG0002561	LOC119559741|XP_037728723.1|DSUP	LOC120430612|XP_039451643.1|CPIP, LOC120426028|XP_039446641.1|CPIP
OG0002562	LOC119557401|XP_037726074.1|DSUP	LOC120412825|XP_039429369.1|CPIP, LOC120412847|XP_039429407.1|CPIP
OG0002563	LOC119558220|XP_037727461.1|DSUP	LOC120412477|XP_039428903.1|CPIP
OG0002564	LOC119554118|XP_037720818.1|DSUP	LOC120416427|XP_039434115.1|CPIP
OG0002565	LOC119560253|XP_037729549.1|DSUP	LOC120427023|XP_039447777.1|CPIP
OG0002566	LOC119555263|XP_037722498.1|DSUP	LOC120416234|XP_039433865.1|CPIP
OG0002567	LOC119557151|XP_037725670.1|DSUP	LOC120419614|XP_039438288.1|CPIP
OG0002568	LOC119563382|XP_037732662.1|DSUP	LOC120417031|XP_039434908.1|CPIP
OG0002569	LOC119555176|XP_037722353.1|DSUP	LOC120426178|XP_039446852.1|CPIP
OG0002570	LOC119563513|XP_037732888.1|DSUP	LOC120415640|XP_039433171.1|CPIP
OG0002571	LOC119563336|XP_037732615.1|DSUP	LOC120415616|XP_039433145.1|CPIP
OG0002572	LOC119549782|XP_037713972.1|DSUP	LOC120415599|XP_039433126.1|CPIP
OG0002573	LOC119549416|XP_037713420.1|DSUP	LOC120416904|XP_039434735.1|CPIP
OG0002574	LOC119563387|XP_037732667.1|DSUP	LOC120424521|XP_039444612.1|CPIP
OG0002575	LOC119545738|XP_037707489.1|DSUP	LOC120426457|XP_039447153.1|CPIP
OG0002576	LOC119558914|XP_037728043.1|DSUP	LOC120429941|XP_039450973.1|CPIP
OG0002577	LOC119555298|XP_037722542.1|DSUP	LOC120423741|XP_039443587.1|CPIP
OG0002578	LOC119546641|XP_037709014.1|DSUP	LOC120423864|XP_039443747.1|CPIP, LOC120422129|XP_039441438.1|CPIP
OG0002579	LOC119546467|XP_037708677.1|DSUP	LOC120416321|XP_039433977.1|CPIP, LOC120426395|XP_039447083.1|CPIP, LOC120421585|XP_039440751.1|CPIP
OG0002580	LOC119551591|XP_037716920.1|DSUP	LOC120419940|XP_039438771.1|CPIP
OG0002581	LOC119547057|XP_037709669.1|DSUP	LOC120430904|XP_039451960.1|CPIP, LOC120426433|XP_039447131.1|CPIP
OG0002582	LOC119560717|XP_037730257.1|DSUP	LOC120424945|XP_039445188.1|CPIP
OG0002583	LOC119549470|XP_037713503.1|DSUP	LOC120431534|XP_039452560.1|CPIP
OG0002584	LOC119553962|XP_037720586.1|DSUP	LOC120429239|XP_039450384.1|CPIP
OG0002585	LOC119553963|XP_037720587.1|DSUP	LOC120429241|XP_039450386.1|CPIP
OG0002586	LOC119560241|XP_037729532.1|DSUP	LOC120424947|XP_039445191.1|CPIP
OG0002587	LOC119560983|XP_037730689.1|DSUP	LOC120424943|XP_039445181.1|CPIP
OG0002588	LOC119560800|XP_037730361.1|DSUP	LOC120430740|XP_039451781.1|CPIP
OG0002589	LOC119549377|XP_037713347.1|DSUP	LOC120432026|XP_039453097.1|CPIP
OG0002590	LOC119556965|XP_037725402.1|DSUP	LOC120427371|XP_039448160.1|CPIP
OG0002591	LOC119548750|XP_037712202.1|DSUP	LOC120427702|XP_039448534.1|CPIP
OG0002592	LOC119552720|XP_037718402.1|DSUP	LOC120425500|XP_039445983.1|CPIP
OG0002593	LOC119546280|XP_037708389.1|DSUP	LOC120431907|XP_039452972.1|CPIP, LOC120425107|XP_039445435.1|CPIP
OG0002594	LOC119559938|XP_037729073.1|DSUP	LOC120425114|XP_039445451.1|CPIP
OG0002595	LOC119561074|XP_037730858.1|DSUP	LOC120427714|XP_039448547.1|CPIP
OG0002596	LOC119560507|XP_037729909.1|DSUP	LOC120425820|XP_039446367.1|CPIP
OG0002597	LOC119548868|XP_037712426.1|DSUP	LOC120428991|XP_039450063.1|CPIP
OG0002598	LOC119557320|XP_037725971.1|DSUP	LOC120431685|XP_039452737.1|CPIP
OG0002599	LOC119560885|XP_037730499.1|DSUP	LOC120417847|XP_039436002.1|CPIP, LOC120417845|XP_039436000.1|CPIP
OG0002600	LOC119550415|XP_037715004.1|DSUP	LOC120418746|XP_039437157.1|CPIP
OG0002601	LOC119560211|XP_037729498.1|DSUP	LOC120417218|XP_039435112.1|CPIP
OG0002602	LOC119547369|XP_037710121.1|DSUP	LOC120432523|XP_039453674.1|CPIP
OG0002603	LOC119549992|XP_037714334.1|DSUP	LOC120425734|XP_039446271.1|CPIP
OG0002604	LOC119554338|XP_037721136.1|DSUP	LOC120430225|XP_039451239.1|CPIP
OG0002605	LOC119560641|XP_037730122.1|DSUP	LOC120424504|XP_039444589.1|CPIP
OG0002606	LOC119560527|XP_037729931.1|DSUP	LOC120429673|XP_039450636.1|CPIP
OG0002607	LOC119560133|XP_037729411.1|DSUP	LOC120430689|XP_039451724.1|CPIP, LOC120430352|XP_039451386.1|CPIP
OG0002608	LOC119548656|XP_037711999.1|DSUP	LOC120421795|XP_039441001.1|CPIP
OG0002609	LOC119549547|XP_037713625.1|DSUP, LOC119553468|XP_037719799.1|DSUP	LOC120424978|XP_039445269.1|CPIP
OG0002610	LOC119559768|XP_037728771.1|DSUP	LOC120416025|XP_039433624.1|CPIP, LOC120424223|XP_039444213.1|CPIP
OG0002611	LOC119562873|XP_037731916.1|DSUP	LOC120415982|XP_039433575.1|CPIP
OG0002612	LOC119563247|XP_037732486.1|DSUP	LOC120429001|XP_039450075.1|CPIP
OG0002613	LOC119558908|XP_037728033.1|DSUP	LOC120426741|XP_039447452.1|CPIP
OG0002614	LOC119545831|XP_037707672.1|DSUP	LOC120428666|XP_039449648.1|CPIP
OG0002615	LOC119552842|XP_037718632.1|DSUP	LOC120424028|XP_039443982.1|CPIP
OG0002616	LOC119549143|XP_037712852.1|DSUP	LOC120418324|XP_039436591.1|CPIP
OG0002617	LOC119554756|XP_037721716.1|DSUP	LOC120427249|XP_039448039.1|CPIP
OG0002618	LOC119559757|XP_037728755.1|DSUP	LOC120425377|XP_039445823.1|CPIP
OG0002619	LOC119553661|XP_037720101.1|DSUP	LOC120418340|XP_039436616.1|CPIP
OG0002620	LOC119551307|XP_037716533.1|DSUP	LOC120422574|XP_039441994.1|CPIP
OG0002621	LOC119551362|XP_037716615.1|DSUP	LOC120415772|XP_039433326.1|CPIP
OG0002622	LOC119552953|XP_037718863.1|DSUP	LOC120422820|XP_039442288.1|CPIP
OG0002623	LOC119563400|XP_037732687.1|DSUP	LOC120427893|XP_039448761.1|CPIP
OG0002624	LOC119559884|XP_037728949.1|DSUP	LOC120427895|XP_039448763.1|CPIP
OG0002625	LOC119560585|XP_037730037.1|DSUP	LOC120422150|XP_039441456.1|CPIP, LOC120427900|XP_039448774.1|CPIP
OG0002626	LOC119557499|XP_037726199.1|DSUP	LOC120415891|XP_039433469.1|CPIP, LOC120416109|XP_039433729.1|CPIP
OG0002628	LOC119560720|XP_037730262.1|DSUP	LOC120424277|XP_039444275.1|CPIP
OG0002629	LOC119550594|XP_037715331.1|DSUP	LOC120423418|XP_039443152.1|CPIP
OG0002630	LOC119545850|XP_037707748.1|DSUP	LOC120429640|XP_039450601.1|CPIP
OG0002631	LOC119563331|XP_037732604.1|DSUP	LOC120414273|XP_039431328.1|CPIP
OG0002632	LOC119560828|XP_037730402.1|DSUP	LOC120426681|XP_039447390.1|CPIP
OG0002633	LOC119545783|XP_037707582.1|DSUP	LOC120427258|XP_039448052.1|CPIP, LOC120427260|XP_039448053.1|CPIP
OG0002634	LOC119559797|XP_037728806.1|DSUP	LOC120427255|XP_039448047.1|CPIP
OG0002635	LOC119559839|XP_037728860.1|DSUP	LOC120431817|XP_039452870.1|CPIP
OG0002637	LOC119547037|XP_037709639.1|DSUP	LOC120427150|XP_039447942.1|CPIP
OG0002638	LOC119545745|XP_037707500.1|DSUP	LOC120423958|XP_039443875.1|CPIP, LOC120423965|XP_039443887.1|CPIP
OG0002640	LOC119560544|XP_037729976.1|DSUP	LOC120416816|XP_039434635.1|CPIP
OG0002641	LOC119560755|XP_037730302.1|DSUP	LOC120415779|XP_039433340.1|CPIP
OG0002642	LOC119560754|XP_037730300.1|DSUP	LOC120416858|XP_039434692.1|CPIP
OG0002643	LOC119560655|XP_037730151.1|DSUP	LOC120426245|XP_039446916.1|CPIP
OG0002644	LOC119560317|XP_037729623.1|DSUP	LOC120429545|XP_039450536.1|CPIP, LOC120430324|XP_039451359.1|CPIP
OG0002645	LOC119560578|XP_037730027.1|DSUP	LOC120425992|XP_039446584.1|CPIP, LOC120429013|XP_039450084.1|CPIP
OG0002646	LOC119563223|XP_037732453.1|DSUP	LOC120422018|XP_039441276.1|CPIP
OG0002647	LOC119560010|XP_037729219.1|DSUP	LOC120422019|XP_039441277.1|CPIP
OG0002648	LOC119560625|XP_037730094.1|DSUP	LOC120429627|XP_039450591.1|CPIP
OG0002649	LOC119560033|XP_037729261.1|DSUP	LOC120422584|XP_039442006.1|CPIP
OG0002650	LOC119560009|XP_037729217.1|DSUP	LOC120425422|XP_039445882.1|CPIP
OG0002651	LOC119552187|XP_037717966.1|DSUP	LOC120418745|XP_039437156.1|CPIP
OG0002652	LOC119560250|XP_037729543.1|DSUP	LOC120431087|XP_039452177.1|CPIP, LOC120430930|XP_039451984.1|CPIP
OG0002653	LOC119545642|XP_037707284.1|DSUP	LOC120426163|XP_039446815.1|CPIP
OG0002654	LOC119546552|XP_037708843.1|DSUP	LOC120426151|XP_039446803.1|CPIP
OG0002655	LOC119546754|XP_037709217.1|DSUP	LOC120424660|XP_039444768.1|CPIP
OG0002656	LOC119551483|XP_037716777.1|DSUP	LOC120424635|XP_039444736.1|CPIP
OG0002657	LOC119559837|XP_037728859.1|DSUP	LOC120421782|XP_039440984.1|CPIP
OG0002658	LOC119563131|XP_037732309.1|DSUP	LOC120421027|XP_039440095.1|CPIP
OG0002659	LOC119561860|XP_037731271.1|DSUP	LOC120423557|XP_039443339.1|CPIP
OG0002660	LOC119557332|XP_037725982.1|DSUP	LOC120425048|XP_039445354.1|CPIP
OG0002661	LOC119563468|XP_037732806.1|DSUP	LOC120422124|XP_039441431.1|CPIP
OG0002663	LOC119550254|XP_037714762.1|DSUP	LOC120423560|XP_039443345.1|CPIP, LOC120420998|XP_039440047.1|CPIP
OG0002664	LOC119546813|XP_037709324.1|DSUP	LOC120425361|XP_039445800.1|CPIP
OG0002665	LOC119551884|XP_037717408.1|DSUP	LOC120428081|XP_039448994.1|CPIP
OG0002666	LOC119552171|XP_037717923.1|DSUP	LOC120428067|XP_039448967.1|CPIP
OG0002667	LOC119551848|XP_037717350.1|DSUP	LOC120428075|XP_039448985.1|CPIP
OG0002668	LOC119555485|XP_037722820.1|DSUP	LOC120428389|XP_039449321.1|CPIP
OG0002669	LOC119548043|XP_037711049.1|DSUP	LOC120428404|XP_039449352.1|CPIP
OG0002670	LOC119555369|XP_037722639.1|DSUP	LOC120423027|XP_039442602.1|CPIP
OG0002671	LOC119555225|XP_037722432.1|DSUP	LOC120423009|XP_039442573.1|CPIP
OG0002672	LOC119551460|XP_037716736.1|DSUP	LOC120425495|XP_039445980.1|CPIP
OG0002673	LOC119549381|XP_037713349.1|DSUP	LOC120417387|XP_039435340.1|CPIP
OG0002674	LOC119551608|XP_037716943.1|DSUP	LOC120424178|XP_039444166.1|CPIP
OG0002675	LOC119553275|XP_037719494.1|DSUP	LOC120417803|XP_039435935.1|CPIP, LOC120417838|XP_039435991.1|CPIP
OG0002676	LOC119549248|XP_037713078.1|DSUP	LOC120422832|XP_039442303.1|CPIP
OG0002677	LOC119551826|XP_037717315.1|DSUP	LOC120427562|XP_039448375.1|CPIP, LOC120419770|XP_039438531.1|CPIP
OG0002678	LOC119551526|XP_037716841.1|DSUP	LOC120419487|XP_039438106.1|CPIP
OG0002679	LOC119550606|XP_037715352.1|DSUP	LOC120417396|XP_039435356.1|CPIP
OG0002680	LOC119556555|XP_037724773.1|DSUP	LOC120417129|XP_039435042.1|CPIP
OG0002681	LOC119549061|XP_037712693.1|DSUP	LOC120423185|XP_039442817.1|CPIP
OG0002682	LOC119554429|XP_037721249.1|DSUP	LOC120414203|XP_039431222.1|CPIP
OG0002684	LOC119558073|XP_037727174.1|DSUP	LOC120422649|XP_039442088.1|CPIP, LOC120431521|XP_039452552.1|CPIP
OG0002685	LOC119553012|XP_037718981.1|DSUP	LOC120425581|XP_039446088.1|CPIP
OG0002686	LOC119554157|XP_037720873.1|DSUP	LOC120413463|XP_039430234.1|CPIP
OG0002687	LOC119552596|XP_037718180.1|DSUP	LOC120426804|XP_039447526.1|CPIP
OG0002688	LOC119553819|XP_037720374.1|DSUP	LOC120432614|XP_039453795.1|CPIP
OG0002689	LOC119557125|XP_037725638.1|DSUP, LOC119556921|XP_037725336.1|DSUP	LOC120427160|XP_039447956.1|CPIP
OG0002690	LOC119554920|XP_037721953.1|DSUP	LOC120426733|XP_039447445.1|CPIP
OG0002691	LOC119551253|XP_037716428.1|DSUP	LOC120426727|XP_039447435.1|CPIP
OG0002692	LOC119550142|XP_037714577.1|DSUP	LOC120427524|XP_039448328.1|CPIP
OG0002693	LOC119553515|XP_037719865.1|DSUP	LOC120427021|XP_039447779.1|CPIP
OG0002694	LOC119551945|XP_037717562.1|DSUP	LOC120426190|XP_039446833.1|CPIP
OG0002695	LOC119554147|XP_037720851.1|DSUP	LOC120422347|XP_039441678.1|CPIP
OG0002696	LOC119554227|XP_037720984.1|DSUP	LOC120430366|XP_039451404.1|CPIP
OG0002697	LOC119554921|XP_037721954.1|DSUP	LOC120429648|XP_039450608.1|CPIP, LOC120422430|XP_039441780.1|CPIP
OG0002698	LOC119552678|XP_037718315.1|DSUP	LOC120427232|XP_039448029.1|CPIP
OG0002699	LOC119553276|XP_037719497.1|DSUP	LOC120427234|XP_039448032.1|CPIP
OG0002700	LOC119555038|XP_037722113.1|DSUP	LOC120424884|XP_039445082.1|CPIP
OG0002701	LOC119549038|XP_037712653.1|DSUP	LOC120424878|XP_039445072.1|CPIP
OG0002702	LOC119552029|XP_037717695.1|DSUP	LOC120418858|XP_039437319.1|CPIP
OG0002703	LOC119562649|XP_037731803.1|DSUP	LOC120426789|XP_039447500.1|CPIP
OG0002704	LOC119549959|XP_037714273.1|DSUP	LOC120430332|XP_039451369.1|CPIP
